
[00:00:00.000 --> 00:00:01.800]  想得到的福
[00:01:14.800 --> 00:01:17.800]  到底原因在哪裡
[00:01:17.800 --> 00:01:21.800]  經文聖經的另一個譯本
[00:01:21.800 --> 00:01:22.800]  即是最新的譯本
[00:01:22.800 --> 00:01:24.800]  最新漢語譯本那裡
[00:01:24.800 --> 00:01:26.800]  十九節的三譯是這樣說
[00:01:26.800 --> 00:01:30.800]  是因為人若為心中有神的緣故
[00:01:30.800 --> 00:01:32.800]  忍受冤屈的痛苦
[00:01:32.800 --> 00:01:34.800]  這是值得嘉許
[00:01:34.800 --> 00:01:37.800]  即是說是有福的
[00:01:37.800 --> 00:01:39.800]  而在二十節的下半節那裡
[00:01:39.800 --> 00:01:40.800]  也再一次說
[00:01:40.800 --> 00:01:43.800]  如果我們是因為行善受苦而忍耐
[00:01:43.800 --> 00:01:45.800]  這個在神的面前
[00:01:45.800 --> 00:01:47.800]  是值得嘉許
[00:01:47.800 --> 00:01:48.800]  意思也是這樣
[00:01:48.800 --> 00:01:49.800]  是有福的
[00:01:49.800 --> 00:01:52.800]  有這兩節經文我們看到
[00:01:52.800 --> 00:01:54.800]  原來當面對著
[00:01:54.800 --> 00:01:57.800]  一些很苛刻、很難忍受的主人
[00:01:57.800 --> 00:01:58.800]  他們不合理的對待
[00:01:58.800 --> 00:02:00.800]  在不公平的環境裡
[00:02:00.800 --> 00:02:04.800]  仍然選擇馴服、忍耐、肚底
[00:02:04.800 --> 00:02:07.800]  不是因為怕了那個人
[00:02:07.800 --> 00:02:09.800]  也不是因為其他的緣故
[00:02:09.800 --> 00:02:14.800]  而是單單因為心中有神
[00:02:14.800 --> 00:02:16.800]  是因為敬畏神的緣故
[00:02:16.800 --> 00:02:20.800]  所以真正的有福、真正的福氣
[00:02:20.800 --> 00:02:24.800]  不是指外在的財富或環境
[00:02:24.800 --> 00:02:28.800]  而是源於人很體重、很在乎
[00:02:28.800 --> 00:02:30.800]  與神之間的那份關係
[00:02:30.800 --> 00:02:35.800]  願意讓神成為我們生命的重心
[00:02:35.800 --> 00:02:38.800]  這就是真正有福的人生
[00:02:38.800 --> 00:02:44.800]  今時今日我們的社會
[00:02:44.800 --> 00:02:47.800]  不再是昔日過的奴隸制度
[00:02:47.800 --> 00:02:52.800]  不過我們仍然有僱主、僱員
[00:02:52.800 --> 00:02:56.800]  有上司、就有下屬
[00:02:56.800 --> 00:02:59.800]  我不知道大家的上司
[00:02:59.800 --> 00:03:01.800]  或你們的老闆、僱主
[00:03:01.800 --> 00:03:03.800]  是怎樣的人
[00:03:03.800 --> 00:03:05.800]  是善良溫和的
[00:03:05.800 --> 00:03:10.800]  還是性情很乖僻、忍不住的
[00:03:10.800 --> 00:03:13.800]  不過這種關係
[00:03:13.800 --> 00:03:16.800]  如果從一個更廣義的角度去看
[00:03:16.800 --> 00:03:19.800]  其實這種有主僕的關係
[00:03:19.800 --> 00:03:21.800]  或權力不太對等的關係
[00:03:21.800 --> 00:03:25.800]  其實可以延伸到整個社會的制度當中
[00:03:25.800 --> 00:03:28.800]  因為在社會裏面
[00:03:28.800 --> 00:03:30.800]  我們知道會有掌權者
[00:03:30.800 --> 00:03:33.800]  亦有被治理的人民
[00:03:33.800 --> 00:03:38.800]  在今年一月尾的時候
[00:03:38.800 --> 00:03:40.800]  有機會代表堂會
[00:03:40.800 --> 00:03:43.800]  跟香港宣導差會
[00:03:43.800 --> 00:03:46.800]  我們去到越南北部河內
[00:03:46.800 --> 00:03:50.800]  然後要再坐五至六個小時的車
[00:03:50.800 --> 00:03:52.800]  去到一些鄉村
[00:03:52.800 --> 00:03:55.800]  探訪當地的家庭教會
[00:03:55.800 --> 00:04:00.800]  這是其中一個我們去探訪的家庭教會
[00:04:00.800 --> 00:04:03.800]  黃色圈圈住的那兩位
[00:04:03.800 --> 00:04:06.800]  其實是當地的牧師和師母
[00:04:09.800 --> 00:04:13.800]  他們是在香港難民營裏面信主
[00:04:13.800 --> 00:04:15.800]  原來當年香港難民營裏面
[00:04:15.800 --> 00:04:20.800]  成為了很多福音、果子、果孝的地方
[00:04:20.800 --> 00:04:25.800]  牧師和師母在難民營裏面信了主之後
[00:04:25.800 --> 00:04:27.800]  他們領受神的呼召
[00:04:27.800 --> 00:04:31.800]  就是要他們回到越北的地方傳福音
[00:04:31.800 --> 00:04:35.800]  他們說那時是1994年
[00:04:35.800 --> 00:04:38.800]  他們選擇的是自願遣返
[00:04:38.800 --> 00:04:42.800]  其實身邊的人都覺得他們很傻很傻
[00:04:42.800 --> 00:04:44.800]  你們這樣自願遣返
[00:04:44.800 --> 00:04:49.800]  就是放棄了去第三國家的權利和機會
[00:04:49.800 --> 00:04:52.800]  不過牧師和師母他們的分享是
[00:04:52.800 --> 00:04:56.800]  他們深信真正的自由
[00:04:56.800 --> 00:04:59.800]  只能夠在耶穌基督裏面才找得到
[00:04:59.800 --> 00:05:05.800]  而地上其實沒有最好的國家或好地方
[00:05:05.800 --> 00:05:09.800]  他們說最美好的地方就是天家
[00:05:09.800 --> 00:05:13.800]  因為凝聆著這份在耶穌基督裏面
[00:05:13.800 --> 00:05:17.800]  真正的自由和天家是最美好的家鄉的時候
[00:05:17.800 --> 00:05:21.800]  所以他們毅然選擇了回到越南的北部
[00:05:21.800 --> 00:05:24.800]  回去之後又怎樣呢?
[00:05:24.800 --> 00:05:29.800]  回去之後他們是承受面對著極大的逼迫
[00:05:29.800 --> 00:05:34.800]  因為當時的政權和當時整個的社會
[00:05:34.800 --> 00:05:37.800]  他們都是很憎恨美國的
[00:05:37.800 --> 00:05:41.800]  而他們認定基督教是屬於美國的
[00:05:41.800 --> 00:05:45.800]  所以這一班回到他們當中成為基督徒的人
[00:05:45.800 --> 00:05:50.800]  在他們眼中是背叛國家的人是叛徒
[00:05:50.800 --> 00:05:53.800]  他們受到什麼待遇呢?
[00:05:53.800 --> 00:05:59.800]  家人是家人去打他們咬打他們
[00:05:59.800 --> 00:06:01.800]  和他們脫離關係
[00:06:02.800 --> 00:06:05.800]  另外甚至是他們兩個都坐過牢
[00:06:05.800 --> 00:06:09.800]  遭遇這些不公平的對待的時候
[00:06:09.800 --> 00:06:13.800]  牧師師母他們選擇用忍耐去回應
[00:06:13.800 --> 00:06:16.800]  他們心裏沒有恨沒有憎恨
[00:06:16.800 --> 00:06:18.800]  也不是去報復
[00:06:18.800 --> 00:06:20.800]  他們在甘露裏面
[00:06:20.800 --> 00:06:24.800]  或者面對著那些很不喜歡他們的家人
[00:06:24.800 --> 00:06:27.800]  他們仍然堅持去傳揚福音
[00:06:27.800 --> 00:06:29.800]  一點都沒有退縮
[00:06:29.800 --> 00:06:31.800]  面對著種種的艱難
[00:06:32.800 --> 00:06:35.800]  其實身邊有些和他們一起回去的弟兄姊妹
[00:06:35.800 --> 00:06:37.800]  真的受不了
[00:06:37.800 --> 00:06:41.800]  也都以這個宗教信仰受到逼迫的理由
[00:06:41.800 --> 00:06:43.800]  去了其他國家那裏
[00:06:43.800 --> 00:06:47.800]  但是牧師師母他們仍然選擇留在那裏
[00:06:47.800 --> 00:06:50.800]  忍耐、堅持到底
[00:06:50.800 --> 00:06:55.800]  就是因著他們多年來的忍耐、信服
[00:06:55.800 --> 00:07:00.800]  信靠神、堅持到底的見證
[00:07:00.800 --> 00:07:02.800]  所以直到今天
[00:07:02.800 --> 00:07:05.800]  神藉著他們建立了三個聚會點
[00:07:05.800 --> 00:07:08.800]  會眾是超過了一百人
[00:07:08.800 --> 00:07:11.800]  而他們仍然是很紛紛的
[00:07:11.800 --> 00:07:13.800]  不斷的想不同的機會
[00:07:13.800 --> 00:07:18.800]  怎樣繼續去將神的福音傳揚開去
[00:07:18.800 --> 00:07:21.800]  弟兄姊妹
[00:07:21.800 --> 00:07:25.800]  我常常都很喜歡去思考一個問題
[00:07:25.800 --> 00:07:28.800]  就是我們都是信主人
[00:07:28.800 --> 00:07:30.800]  我們信主人和不信的人
[00:07:30.800 --> 00:07:33.800]  其實有什麼分別呢?
[00:07:33.800 --> 00:07:38.800]  信服、善良、溫和的人
[00:07:38.800 --> 00:07:41.800]  人人都做得到
[00:07:41.800 --> 00:07:44.800]  都沒有什麼難度
[00:07:44.800 --> 00:07:48.800]  不過面對著很乖巧的人
[00:07:48.800 --> 00:07:51.800]  令人很難忍受的人的時候
[00:07:51.800 --> 00:07:53.800]  選擇逃避
[00:07:53.800 --> 00:07:56.800]  這是人性、是人之常情
[00:07:56.800 --> 00:07:59.800]  不過很希望我們一起去問
[00:07:59.800 --> 00:08:01.800]  一個問題是
[00:08:01.800 --> 00:08:04.800]  神的心意是什麼呢?
[00:08:04.800 --> 00:08:06.800]  我們跟從神
[00:08:06.800 --> 00:08:08.800]  一切由祂作主的時候
[00:08:08.800 --> 00:08:10.800]  那麼神的心意是什麼呢?
[00:08:10.800 --> 00:08:12.800]  神想我們在當下的處境
[00:08:12.800 --> 00:08:14.800]  面對這些人的時候
[00:08:14.800 --> 00:08:17.800]  想我們怎樣去回應呢?
[00:08:17.800 --> 00:08:22.800]  想我們怎樣回應的時候
[00:08:22.800 --> 00:08:24.800]  我們就回到經文去看看
[00:08:24.800 --> 00:08:26.800]  到底有沒有答案呢?
[00:08:26.800 --> 00:08:29.800]  當我們嘗試回到經文去看的時候
[00:08:29.800 --> 00:08:31.800]  就發現
[00:08:31.800 --> 00:08:33.800]  在彼得前書二章二十一節
[00:08:33.800 --> 00:08:35.800]  再告訴我們
[00:08:35.800 --> 00:08:36.800]  進一步告訴我們
[00:08:36.800 --> 00:08:38.800]  原來我們基督徒
[00:08:38.800 --> 00:08:40.800]  因為行善去受苦
[00:08:40.800 --> 00:08:42.800]  要忍耐
[00:08:42.800 --> 00:08:43.800]  不單止是有福
[00:08:43.800 --> 00:08:45.800]  他說這個正是我們
[00:08:45.800 --> 00:08:48.800]  蒙召去跟從耶穌基督的原因
[00:08:48.800 --> 00:08:52.800]  頭腦上我們可能都知道
[00:08:52.800 --> 00:08:54.800]  但面對那些環境的時候
[00:08:54.800 --> 00:08:56.800]  我們有時也會跟神說
[00:08:56.800 --> 00:08:58.800]  神啊
[00:08:58.800 --> 00:08:59.800]  我跟從祢是因為
[00:08:59.800 --> 00:09:02.800]  我很明白祢那份愛和救贖
[00:09:02.800 --> 00:09:04.800]  但是
[00:09:04.800 --> 00:09:06.800]  我真的不想受苦
[00:09:06.800 --> 00:09:09.800]  不知道你們會不會有時也這樣想
[00:09:09.800 --> 00:09:11.800]  我看到弟兄姊妹
[00:09:11.800 --> 00:09:13.800]  面上都有笑容
[00:09:13.800 --> 00:09:15.800]  可能也有共鳴
[00:09:15.800 --> 00:09:19.800]  有一位
[00:09:19.800 --> 00:09:21.800]  德國神學家潘福華
[00:09:21.800 --> 00:09:23.800]  他有一本
[00:09:23.800 --> 00:09:24.800]  可以說是很出名的書
[00:09:24.800 --> 00:09:26.800]  叫《跟隨基督》
[00:09:26.800 --> 00:09:28.800]  有一句名句
[00:09:28.800 --> 00:09:30.800]  他很直接地說
[00:09:30.800 --> 00:09:32.800]  當基督呼召一個人的時候
[00:09:32.800 --> 00:09:36.800]  就是呼召這個人來死
[00:09:36.800 --> 00:09:39.800]  這個死不是自我毀滅
[00:09:39.800 --> 00:09:42.800]  而是願意放下舊我
[00:09:42.800 --> 00:09:44.800]  放下那個我
[00:09:44.800 --> 00:09:47.800]  放下我們自己要話事的掌控權
[00:09:47.800 --> 00:09:50.800]  學習的是以主為主
[00:09:50.800 --> 00:09:53.800]  由祂去決定
[00:09:53.800 --> 00:09:56.800]  而我們所跟從的耶穌基督
[00:09:56.800 --> 00:09:58.800]  到底是怎樣的一位神呢?
[00:09:58.800 --> 00:10:00.800]  我想邀請大家
[00:10:00.800 --> 00:10:02.800]  我們一起去讀出
[00:10:02.800 --> 00:10:05.800]  《彼得前書2章21-23》
[00:10:05.800 --> 00:10:07.800]  我們一起去讀出來
[00:10:07.800 --> 00:10:08.800]  預備起
[00:10:08.800 --> 00:10:11.800]  你們蒙召源自為始
[00:10:11.800 --> 00:10:15.800]  因基督也為你們受過苦
[00:10:15.800 --> 00:10:18.800]  給你們留下榜樣
[00:10:18.800 --> 00:10:22.800]  叫你們跟隨他的宗行
[00:10:22.800 --> 00:10:24.800]  他並沒有犯罪
[00:10:24.800 --> 00:10:27.800]  口裡也沒有詭詐
[00:10:27.800 --> 00:10:30.800]  他被罵不還口
[00:10:30.800 --> 00:10:33.800]  受害不說威嚇的話
[00:10:33.800 --> 00:10:39.800]  只將自己交託給那愛風意審判人的主
[00:10:39.800 --> 00:10:44.800]  今日經文我們很清楚知道
[00:10:44.800 --> 00:10:46.800]  我們所跟隨的主
[00:10:46.800 --> 00:10:48.800]  祂不是那位高高在上
[00:10:48.800 --> 00:10:50.800]  對我們指指點點
[00:10:50.800 --> 00:10:52.800]  你們去做吧
[00:10:52.800 --> 00:10:53.800]  不是
[00:10:53.800 --> 00:10:55.800]  祂也不是翹著雙手
[00:10:55.800 --> 00:10:57.800]  冷眼旁觀
[00:10:57.800 --> 00:10:58.800]  告訴你們
[00:10:58.800 --> 00:11:00.800]  不是
[00:11:00.800 --> 00:11:02.800]  相反的是經文裡
[00:11:02.800 --> 00:11:04.800]  我們清楚知道
[00:11:04.800 --> 00:11:06.800]  我們所跟從的主
[00:11:06.800 --> 00:11:07.800]  耶穌基督
[00:11:07.800 --> 00:11:09.800]  祂是身體力行
[00:11:09.800 --> 00:11:12.800]  祂是第一個去做的那一位
[00:11:12.800 --> 00:11:17.800]  萬王之王萬主之主是何等的尊貴
[00:11:17.800 --> 00:11:19.800]  祂也是沒有罪的
[00:11:19.800 --> 00:11:22.800]  不過在十字架上
[00:11:22.800 --> 00:11:24.800]  祂要承受的是被譏笑
[00:11:24.800 --> 00:11:26.800]  受鞭打
[00:11:26.800 --> 00:11:30.800]  面對這些苦況
[00:11:30.800 --> 00:11:32.800]  這些艱難的時候
[00:11:32.800 --> 00:11:36.800]  主耶穌不是說
[00:11:36.800 --> 00:11:39.800]  你們夠了
[00:11:39.800 --> 00:11:41.800]  我忍夠你們了
[00:11:41.800 --> 00:11:43.800]  你們這群罪人
[00:11:43.800 --> 00:11:45.800]  你們就滅亡吧
[00:11:45.800 --> 00:11:48.800]  我不再理你們了
[00:11:48.800 --> 00:11:53.800]  神並不是這樣做的
[00:11:53.800 --> 00:11:55.800]  在釘在十字架上
[00:11:55.800 --> 00:11:57.800]  十加七言的第一句
[00:11:57.800 --> 00:11:59.800]  主耶穌所說的
[00:11:59.800 --> 00:12:03.800]  記載在盧格福音23章34節說
[00:12:03.800 --> 00:12:05.800]  「誇父啊赦免他們
[00:12:05.800 --> 00:12:07.800]  因為他們所做的
[00:12:07.800 --> 00:12:10.800]  他們不孝得」
[00:12:10.800 --> 00:12:12.800]  「誇父啊赦免他們
[00:12:12.800 --> 00:12:14.800]  因為他們所做的
[00:12:14.800 --> 00:12:19.800]  他們不孝得」
[00:12:19.800 --> 00:12:22.800]  神在他生命危急
[00:12:22.800 --> 00:12:25.800]  忍受著極端的肉體
[00:12:25.800 --> 00:12:27.800]  和精神折磨的時候
[00:12:27.800 --> 00:12:30.800]  痛苦的深淵當中的時候
[00:12:30.800 --> 00:12:33.800]  他沒有為自己的深淵
[00:12:33.800 --> 00:12:35.800]  哀咒罵我們
[00:12:35.800 --> 00:12:39.800]  而是仍然為迫害他的人去祈求
[00:12:39.800 --> 00:12:42.800]  在被害的那一刻
[00:12:42.800 --> 00:12:45.800]  他選擇的是饒恕
[00:12:45.800 --> 00:12:47.800]  這份十加的愛
[00:12:47.800 --> 00:12:54.800]  是超越世間所有的仇恨
[00:12:54.800 --> 00:12:55.800]  弟兄姊妹
[00:12:55.800 --> 00:12:58.800]  跟從耶穌
[00:12:58.800 --> 00:12:59.800]  經文剛才說
[00:12:59.800 --> 00:13:02.800]  就是要跟從他的腳中走
[00:13:02.800 --> 00:13:06.800]  所走的就是十加的苦路
[00:13:06.800 --> 00:13:08.800]  這條十加路
[00:13:08.800 --> 00:13:10.800]  不是頭腦上的知識
[00:13:10.800 --> 00:13:12.800]  不是一個口號
[00:13:12.800 --> 00:13:17.800]  也不只是屬於耶穌基督的故事
[00:13:17.800 --> 00:13:20.800]  而是一份來自於神的邀請
[00:13:20.800 --> 00:13:24.800]  邀請我們跟從我們的主耶穌
[00:13:24.800 --> 00:13:28.800]  進入他那種寫記的生命的樣式
[00:13:28.800 --> 00:13:33.800]  需要我們天天要背起十字架去跟從他
[00:13:33.800 --> 00:13:36.800]  面對著一些很難受的人
[00:13:36.800 --> 00:13:39.800]  很乖僻的人的時候
[00:13:39.800 --> 00:13:42.800]  可能我們也曾經堅持過
[00:13:42.800 --> 00:13:47.800]  但心裏總是很想求神將我們這個十字架拿走
[00:13:47.800 --> 00:13:49.800]  我們想放下
[00:13:49.800 --> 00:13:51.800]  心裏我們有時候也會想
[00:13:51.800 --> 00:13:53.800]  忍了這麼久
[00:13:53.800 --> 00:13:55.800]  是不是已經忍夠了
[00:13:55.800 --> 00:13:56.800]  覺得很灰心
[00:13:56.800 --> 00:13:58.800]  真的很想放棄
[00:13:58.800 --> 00:14:00.800]  如果你經歷過你會明白
[00:14:00.800 --> 00:14:03.800]  我們也試過無限無數次
[00:14:03.800 --> 00:14:05.800]  可能在腦裏不斷的
[00:14:05.800 --> 00:14:07.800]  很多想法就是
[00:14:07.800 --> 00:14:09.800]  我真的很想為自己辯解
[00:14:09.800 --> 00:14:11.800]  甚至反擊
[00:14:11.800 --> 00:14:13.800]  可能會想我怕你嗎
[00:14:13.800 --> 00:14:16.800]  或者我真的可以一走了之
[00:14:16.800 --> 00:14:19.800]  放一封信給你就算了
[00:14:19.800 --> 00:14:24.800]  基督的榜樣提醒我們的是甚麼呢
[00:14:24.800 --> 00:14:26.800]  與其說提醒
[00:14:26.800 --> 00:14:30.800]  我覺得更加像是跟我們有一個對話
[00:14:30.800 --> 00:14:35.800]  我們說的是孩子我明白你
[00:14:35.800 --> 00:14:37.800]  因為我走過這條路
[00:14:37.800 --> 00:14:40.800]  我面對過這些人
[00:14:40.800 --> 00:14:46.800]  所以孩子你是否願意繼續背起你的十字架
[00:14:46.800 --> 00:14:52.800]  來跟從我呢
[00:14:52.800 --> 00:14:53.800]  說到這裏
[00:14:53.800 --> 00:14:58.800]  我想有些東西也是很需要去說的
[00:14:58.800 --> 00:15:02.800]  就是假如弟兄姊妹有一天
[00:15:02.800 --> 00:15:04.800]  面對著乖僻的人
[00:15:04.800 --> 00:15:06.800]  你真的忍受不了
[00:15:06.800 --> 00:15:11.800]  要選擇逃避或者放棄的時候
[00:15:11.800 --> 00:15:15.800]  也不要有太深的內疚或者自責
[00:15:15.800 --> 00:15:17.800]  尤其當你的身體
[00:15:17.800 --> 00:15:24.800]  你的情緒出現了一些十分明顯的訊號的時候
[00:15:24.800 --> 00:15:28.800]  因為神他心愛我們
[00:15:28.800 --> 00:15:30.800]  無論你作出的抉擇是甚麼
[00:15:30.800 --> 00:15:32.800]  神也這麼愛我們
[00:15:32.800 --> 00:15:34.800]  是不會減少的
[00:15:34.800 --> 00:15:37.800]  只是當你有這些訊號
[00:15:37.800 --> 00:15:40.800]  這麼強烈的訊號之前
[00:15:40.800 --> 00:15:42.800]  我希望我們也能夠互勉
[00:15:42.800 --> 00:15:43.800]  是因為耶穌
[00:15:43.800 --> 00:15:45.800]  因為這位心愛我們
[00:15:45.800 --> 00:15:48.800]  為我們寫記的救主
[00:15:48.800 --> 00:15:52.800]  而我們能否再堅持多一會
[00:15:52.800 --> 00:15:54.800]  忍耐多一會
[00:15:54.800 --> 00:15:58.800]  背十家再行多一步
[00:15:58.800 --> 00:16:01.800]  將一切的事交託給祂
[00:16:01.800 --> 00:16:03.800]  由祂去作主
[00:16:03.800 --> 00:16:06.800]  縱使對方不相信
[00:16:06.800 --> 00:16:09.800]  或者他輕看神的審判也好
[00:16:09.800 --> 00:16:11.800]  但我們相信我們的主
[00:16:11.800 --> 00:16:13.800]  祂必定會再臨
[00:16:13.800 --> 00:16:14.800]  而祂所施行的
[00:16:14.800 --> 00:16:16.800]  必定是最公義的審判
[00:16:16.800 --> 00:16:18.800]  我們這一刻所受的苦
[00:16:18.800 --> 00:16:20.800]  是不會白白受苦的
[00:16:20.800 --> 00:16:22.800]  你信不信
[00:16:22.800 --> 00:16:27.800]  我們會說
[00:16:27.800 --> 00:16:28.800]  信就信
[00:16:28.800 --> 00:16:30.800]  但回到現實處境的時候
[00:16:30.800 --> 00:16:33.800]  當我們仍然在忍耐等候的時候
[00:16:33.800 --> 00:16:35.800]  到底有沒有甚麼秘訣
[00:16:35.800 --> 00:16:39.800]  可以令我們真的可以堅持多一會
[00:16:39.800 --> 00:16:41.800]  走下去呢
[00:16:41.800 --> 00:16:43.800]  有的
[00:16:43.800 --> 00:16:47.800]  就是要知道我們忍耐的原因
[00:16:47.800 --> 00:16:49.800]  要知道自己所承受的
[00:16:49.800 --> 00:16:52.800]  並不是毫無意義的
[00:16:52.800 --> 00:16:54.800]  就好像我們當中
[00:16:54.800 --> 00:16:56.800]  這裡有很多位是媽媽
[00:16:56.800 --> 00:16:58.800]  做媽媽的過程
[00:16:58.800 --> 00:16:59.800]  你懷孕的過程
[00:16:59.800 --> 00:17:01.800]  應該身體會出現很多變化
[00:17:01.800 --> 00:17:02.800]  很多的不適
[00:17:02.800 --> 00:17:04.800]  十分十分的辛苦
[00:17:04.800 --> 00:17:07.800]  但是因為知道
[00:17:07.800 --> 00:17:09.800]  只要忍耐到底
[00:17:09.800 --> 00:17:11.800]  當生產之後
[00:17:11.800 --> 00:17:13.800]  就會見到一個很可愛的BB
[00:17:13.800 --> 00:17:15.800]  出現在這個世界上的時候
[00:17:15.800 --> 00:17:17.800]  就是因為這個信念
[00:17:17.800 --> 00:17:20.800]  令我作為媽媽的
[00:17:20.800 --> 00:17:22.800]  可以堅持下去
[00:17:22.800 --> 00:17:25.800]  有了這個忍耐下去的力量
[00:17:25.800 --> 00:17:29.800]  在經文二十四節那裡
[00:17:29.800 --> 00:17:30.800]  也告訴你
[00:17:30.800 --> 00:17:33.800]  當基督被掛在木頭上
[00:17:33.800 --> 00:17:36.800]  即是在十格上受苦的時候
[00:17:36.800 --> 00:17:39.800]  他這樣忍耐是有原因的
[00:17:39.800 --> 00:17:41.800]  原因就是
[00:17:41.800 --> 00:17:43.800]  他不是為了自己
[00:17:43.800 --> 00:17:46.800]  而是為了世人
[00:17:46.800 --> 00:17:48.800]  為了我們
[00:17:48.800 --> 00:17:51.800]  他親身擔當了我們的罪
[00:17:51.800 --> 00:17:54.800]  使我們脫離罪
[00:17:54.800 --> 00:17:56.800]  活在意中
[00:17:56.800 --> 00:17:59.800]  得著因為基督所承受的
[00:17:59.800 --> 00:18:03.800]  出死入生的那份恩典
[00:18:03.800 --> 00:18:06.800]  生命得到醫治
[00:18:06.800 --> 00:18:08.800]  而在第二十五節那裡
[00:18:08.800 --> 00:18:10.800]  他更加用一個比喻
[00:18:10.800 --> 00:18:12.800]  或者可以說是一幅圖畫
[00:18:12.800 --> 00:18:15.800]  來講解神的醫治
[00:18:15.800 --> 00:18:18.800]  是怎樣的一回事
[00:18:18.800 --> 00:18:21.800]  就是好像迷路的羊
[00:18:21.800 --> 00:18:24.800]  回到牧羊羊的懷抱
[00:18:24.800 --> 00:18:27.800]  即是回到家裡
[00:18:27.800 --> 00:18:31.800]  大家在這幅圖裡面
[00:18:31.800 --> 00:18:34.800]  看到的圖片
[00:18:34.800 --> 00:18:37.800]  是我自己很喜歡很喜歡的一幅圖
[00:18:37.800 --> 00:18:40.800]  這個也是我電腦上的桌布
[00:18:43.800 --> 00:18:46.800]  迷路到歸到或者歸回
[00:18:46.800 --> 00:18:49.800]  其實是一個很大的轉折
[00:18:49.800 --> 00:18:52.800]  一個很大的生理經歷和轉變
[00:18:52.800 --> 00:18:56.800]  人原本很迷失
[00:18:56.800 --> 00:19:00.800]  心中會充滿很多恐懼和不安
[00:19:00.800 --> 00:19:02.800]  甚至感到絕望
[00:19:02.800 --> 00:19:04.800]  人生很少盼望
[00:19:04.800 --> 00:19:09.800]  不過因為基督十誡之外的救恩
[00:19:09.800 --> 00:19:13.800]  我們重新去找到歸屬
[00:19:13.800 --> 00:19:16.800]  我們回到真正的家
[00:19:16.800 --> 00:19:20.800]  靈魂即是我們的生命
[00:19:20.800 --> 00:19:22.800]  不再是孤單漂泊
[00:19:22.800 --> 00:19:25.800]  而是有了我們牧羊人
[00:19:25.800 --> 00:19:29.800]  那個看顧、引導和保護
[00:19:29.800 --> 00:19:33.800]  義弟兄姊妹
[00:19:33.800 --> 00:19:34.800]  我們坐在這裡
[00:19:34.800 --> 00:19:35.800]  我們都知道
[00:19:35.800 --> 00:19:36.800]  十誡的救恩
[00:19:36.800 --> 00:19:39.800]  不只是一個歷史上真實發生的事
[00:19:39.800 --> 00:19:41.800]  是直到今天
[00:19:41.800 --> 00:19:44.800]  仍然有醫治和改變的能力
[00:19:44.800 --> 00:19:46.800]  坐在這裡
[00:19:46.800 --> 00:19:48.800]  我們每一個人都經歷過
[00:19:48.800 --> 00:19:51.800]  相信我們都繼續經歷著
[00:19:51.800 --> 00:19:56.800]  所以當我們很不想忍耐
[00:19:56.800 --> 00:19:58.800]  很想放棄的時候
[00:19:58.800 --> 00:20:01.800]  都要請大家去想一想
[00:20:01.800 --> 00:20:05.800]  我們自己是何等的罪人
[00:20:06.800 --> 00:20:09.800]  但是我們的牧羊人主耶穌
[00:20:09.800 --> 00:20:11.800]  祂從來沒有放棄我們
[00:20:11.800 --> 00:20:13.800]  而是用諸般的方法
[00:20:13.800 --> 00:20:17.800]  去帶領我們回到祂的羊圈裡
