
[00:00:00.000 --> 00:00:04.800]  在主耶穌所講的講論裏面是罕有的
[00:02:05.200 --> 00:02:07.800]  剛剛才從裏面出來
[00:02:07.800 --> 00:02:09.800]  我相信門徒說的時候就是
[00:02:09.800 --> 00:02:11.800]  你看這間屋子多漂亮
[00:02:11.800 --> 00:02:12.800]  你是不是激氣?
[00:02:12.800 --> 00:02:14.600]  剛剛一肚子火裏面
[00:02:14.600 --> 00:02:16.400]  充滿了錯誤的訊息
[00:02:16.400 --> 00:02:17.400]  那幫人
[00:02:17.400 --> 00:02:20.000]  在那裏一直攻擊神的真理
[00:02:20.000 --> 00:02:22.800]  然後門徒還不知道死
[00:02:22.800 --> 00:02:23.800]  還在裸警
[00:02:23.800 --> 00:02:25.200]  我們學廣東話
[00:02:25.200 --> 00:02:26.800]  嘩,多漂亮這間屋子
[00:02:26.800 --> 00:02:29.400]  多厲害,多輝煌建得
[00:02:29.400 --> 00:02:31.600]  所以耶穌心裏面真是一肚子火
[00:02:31.600 --> 00:02:32.800]  就覺得門徒這樣說
[00:02:32.800 --> 00:02:35.800]  於是耶穌就說了第一個預言出來
[00:02:35.800 --> 00:02:37.800]  他說你不要看見這間的聖殿
[00:02:37.800 --> 00:02:38.800]  現在是這樣的
[00:02:38.800 --> 00:02:39.800]  有一天
[00:02:39.800 --> 00:02:41.800]  我實實在在告訴你
[00:02:41.800 --> 00:02:43.200]  將來沒有一塊石頭
[00:02:43.200 --> 00:02:46.200]  在另一塊石頭上面
[00:02:46.200 --> 00:02:48.200]  每一塊石頭都要拆下來
[00:02:48.200 --> 00:02:50.400]  這個就是第一個預言
[00:02:50.400 --> 00:02:51.600]  耶穌說這個預言
[00:02:51.600 --> 00:02:53.000]  今天我們很感謝神
[00:02:53.000 --> 00:02:55.400]  因為我們有二千年之後再看一遍
[00:02:55.400 --> 00:02:57.600]  耶穌說這個預言其實很精彩
[00:02:57.600 --> 00:02:59.800]  今天我會跟大家說幾個預言
[00:02:59.800 --> 00:03:02.200]  這個應驗就不用說了
[00:03:02.200 --> 00:03:03.200]  是很清楚的
[00:03:03.200 --> 00:03:04.200]  有些預言
[00:03:04.200 --> 00:03:06.800]  我講一下我自己的看法
[00:03:06.800 --> 00:03:08.000]  跟大家分享
[00:03:08.000 --> 00:03:09.000]  你不用完全相信我
[00:03:09.000 --> 00:03:11.400]  我的說法未必一定是準確的
[00:03:11.400 --> 00:03:13.400]  但這個就肯定準確了
[00:03:13.400 --> 00:03:14.800]  耶穌說沒有一塊石頭
[00:03:14.800 --> 00:03:16.200]  在另一塊石頭上面
[00:03:16.200 --> 00:03:17.600]  這間聖殿這麼漂亮
[00:03:17.600 --> 00:03:18.400]  你看看
[00:03:18.400 --> 00:03:19.600]  耶穌所說的話
[00:03:19.600 --> 00:03:20.600]  為什麼這麼奇妙
[00:03:20.600 --> 00:03:22.600]  因為我們看回歷史就知道
[00:03:22.600 --> 00:03:24.600]  耶穌說這句話的預言的時候
[00:03:24.600 --> 00:03:26.000]  大概公元後三十年
[00:03:26.000 --> 00:03:28.600]  當公元後七十年
[00:03:28.600 --> 00:03:30.600]  就是四十年左右之後
[00:03:30.600 --> 00:03:33.200]  歷史很清楚記載給我們聽
[00:03:33.200 --> 00:03:35.400]  公元七十年
[00:03:35.400 --> 00:03:38.800]  羅馬的大將軍提多
[00:03:38.800 --> 00:03:41.000]  攻打耶路撒冷城
[00:03:41.000 --> 00:03:44.200]  提多就是後來篡位做了皇帝的那個
[00:03:44.200 --> 00:03:45.200]  當時他是將軍
[00:03:45.200 --> 00:03:47.000]  為什麼攻打耶路撒冷城呢?
[00:03:47.000 --> 00:03:50.600]  因為耶路撒冷城被當時的猶太的
[00:03:50.600 --> 00:03:52.600]  所以那些粉類黨
[00:03:52.600 --> 00:03:54.800]  或者我們聖經叫做的革命黨
[00:03:54.800 --> 00:03:56.200]  佔據了
[00:03:56.200 --> 00:03:57.600]  就要叛變
[00:03:57.600 --> 00:03:58.600]  要獨立
[00:03:58.600 --> 00:04:01.000]  獨立於羅馬帝國
[00:04:01.000 --> 00:04:02.400]  於是就派大軍
[00:04:02.400 --> 00:04:03.800]  來攻城
[00:04:03.800 --> 00:04:06.600]  大軍攻城的時候
[00:04:06.600 --> 00:04:08.200]  就攻進去了
[00:04:08.200 --> 00:04:09.200]  猶太人怎麼能夠
[00:04:09.200 --> 00:04:11.200]  但是是一個很慘烈的戰爭
[00:04:11.200 --> 00:04:13.600]  當時歷史學家約瑟夫
[00:04:13.600 --> 00:04:14.800]  猶太歷史學家
[00:04:14.800 --> 00:04:16.800]  形容為血流成河
[00:04:16.800 --> 00:04:18.200]  進城裡面就殺
[00:04:18.200 --> 00:04:19.800]  然後呢
[00:04:19.800 --> 00:04:24.400]  其實提多他本身也不想做到這麼絕
[00:04:24.400 --> 00:04:28.000]  可能是一些跟兵士溝通的問題
[00:04:28.000 --> 00:04:29.600]  總之兵士進去之後
[00:04:29.600 --> 00:04:32.000]  既然你這樣叛變
[00:04:32.000 --> 00:04:33.000]  守了這麼久
[00:04:33.000 --> 00:04:34.000]  就殺了這麼多人
[00:04:34.000 --> 00:04:35.600]  於是殺了很多人
[00:04:35.600 --> 00:04:38.200]  接著就放一把火燒城
[00:04:38.200 --> 00:04:40.400]  當時的形容詞說
[00:04:40.400 --> 00:04:43.800]  整個耶路撒冷城就像一個火爐一樣
[00:04:43.800 --> 00:04:45.600]  包括聖殿也燒了
[00:04:45.600 --> 00:04:48.200]  聖殿燒了之後
[00:04:48.600 --> 00:04:50.600]  提多這個大將軍
[00:04:50.600 --> 00:04:52.600]  不是很對勁
[00:04:52.600 --> 00:04:55.600]  因為聖殿裡面有很多寶物
[00:04:55.600 --> 00:04:58.000]  有金器有銀器
[00:04:58.000 --> 00:05:00.400]  一把火燒就什麼都沒有了
[00:05:00.400 --> 00:05:02.400]  應該是搬出來才燒
[00:05:02.400 --> 00:05:04.600]  但是就沒有做到這件事
[00:05:04.600 --> 00:05:06.600]  於是他就下令
[00:05:06.600 --> 00:05:08.000]  因為你一燒
[00:05:08.000 --> 00:05:10.000]  你也知道金銀是怎麼樣的
[00:05:10.000 --> 00:05:11.400]  都融化了
[00:05:11.400 --> 00:05:13.400]  就全部放在石瓦上
[00:05:13.400 --> 00:05:16.200]  於是就下令士兵
[00:05:16.200 --> 00:05:18.800]  要將聖殿每一塊石頭
[00:05:18.800 --> 00:05:20.800]  和石頭之間撬開
[00:05:20.800 --> 00:05:22.200]  拿出金和銀
[00:05:22.200 --> 00:05:24.600]  應驗了耶穌所說
[00:05:24.600 --> 00:05:27.600]  沒有一塊石頭在另一塊石頭上
[00:05:27.600 --> 00:05:28.600]  是不是很精彩?
[00:05:28.600 --> 00:05:29.800]  很厲害
[00:05:29.800 --> 00:05:32.000]  那麼這個呢
[00:05:32.000 --> 00:05:34.400]  主耶穌開始說這個預言了
[00:05:34.400 --> 00:05:36.200]  誰知道還沒完
[00:05:36.200 --> 00:05:38.200]  接著主耶穌坐下來的時候
[00:05:38.200 --> 00:05:39.200]  就硬生上門徒
[00:05:39.200 --> 00:05:40.600]  就不是很夠力氣
[00:05:40.600 --> 00:05:42.000]  就跑來再問
[00:05:42.000 --> 00:05:45.000]  你留心這句問題
[00:05:45.200 --> 00:05:47.800]  今天我們回頭看,混到亂七八糟的
[00:05:47.800 --> 00:05:49.600]  那麼門徒是很難怪的
[00:05:49.600 --> 00:05:51.000]  這些是混在一起的
[00:05:51.000 --> 00:05:51.800]  門徒說什麼?
[00:05:51.800 --> 00:05:53.200]  第一,請告訴我們
[00:05:53.200 --> 00:05:55.400]  什麼時候會有這些事
[00:05:55.400 --> 00:05:57.600]  一塊石頭不留在石頭上
[00:05:57.600 --> 00:05:59.200]  今天我們回頭看,很清楚
[00:05:59.200 --> 00:06:00.200]  四十年之後
[00:06:00.200 --> 00:06:02.400]  但是很不幸地,他再加多一句
[00:06:02.400 --> 00:06:05.200]  你的降臨和這世代的終結
[00:06:05.200 --> 00:06:07.600]  還有什麼預兆?
[00:06:07.600 --> 00:06:09.200]  這裡有三樣東西問了
[00:06:09.200 --> 00:06:10.000]  第一
[00:06:10.000 --> 00:06:12.600]  聖殿的警方
[00:06:12.600 --> 00:06:14.600]  這個是公元後七十年應驗的了
[00:06:14.600 --> 00:06:16.400]  接著他無緣無故說
[00:06:16.400 --> 00:06:18.000]  你再來的時候
[00:06:18.000 --> 00:06:18.800]  你明白嗎?
[00:06:18.800 --> 00:06:21.600]  就是說世界的終結的時候
[00:06:21.600 --> 00:06:23.600]  世界末日的時候會是怎麼樣
[00:06:23.600 --> 00:06:26.200]  還有之前的預兆會是怎麼樣
[00:06:26.200 --> 00:06:27.800]  一二三,全部問了
[00:06:27.800 --> 00:06:30.200]  那麼叫耶穌怎麼回答呢?
[00:06:30.200 --> 00:06:32.000]  於是在這個時間
[00:06:32.000 --> 00:06:35.200]  我們主耶穌就將天上的一些
[00:06:35.200 --> 00:06:36.000]  祂所看見的
[00:06:36.000 --> 00:06:38.400]  因為我們主在上面看下來的
[00:06:38.400 --> 00:06:40.200]  祂的心智是看得到的
[00:06:40.200 --> 00:06:41.400]  門徒就不知道
[00:06:41.400 --> 00:06:42.200]  跟我們一樣
[00:06:42.200 --> 00:06:44.000]  我們只是在觸摸而已
[00:06:44.000 --> 00:06:45.200]  所以呢
[00:06:45.200 --> 00:06:47.000]  在這樣的情況下
[00:06:47.000 --> 00:06:52.800]  主耶穌就一次過將將來的預言都說出來
[00:06:52.800 --> 00:06:55.400]  有些是牽涉到七十年之後
[00:06:55.400 --> 00:06:57.000]  就是公元後七十年
[00:06:57.000 --> 00:06:59.600]  有些牽涉到主再來的時候
[00:06:59.600 --> 00:07:00.400]  OK
[00:07:00.400 --> 00:07:02.000]  那麼很多學者就難解了
[00:07:02.000 --> 00:07:03.800]  哪一節是在說哪一道
[00:07:03.800 --> 00:07:06.000]  哪一句是在說哪一卷
[00:07:06.000 --> 00:07:08.800]  那麼有時候我們就不想對號入座
[00:07:08.800 --> 00:07:10.200]  有時候有些呢
[00:07:10.200 --> 00:07:12.000]  主耶穌說的時候
[00:07:12.000 --> 00:07:13.400]  在歷代也是對的
[00:07:13.400 --> 00:07:15.400]  今天我想跟大家時間不多
[00:07:15.400 --> 00:07:16.800]  就講一點點
[00:07:16.800 --> 00:07:19.200]  跟大家在這段聖經裡面所看見的東西
[00:07:19.200 --> 00:07:20.000]  好不好?
[00:07:20.000 --> 00:07:22.400]  那麼很多學者就認為
[00:07:22.400 --> 00:07:23.400]  接著下來
[00:07:23.400 --> 00:07:25.400]  耶穌是在說預兆的
[00:07:25.400 --> 00:07:27.600]  就是說祂來的日子還沒到
[00:07:27.600 --> 00:07:29.000]  不過近了
[00:07:29.000 --> 00:07:30.400]  才叫做預兆
[00:07:30.400 --> 00:07:31.000]  是不是?
[00:07:31.000 --> 00:07:34.600]  那麼這個預兆有什麼特色呢?
[00:07:34.600 --> 00:07:35.800]  那麼祂在這裡說到
[00:07:35.800 --> 00:07:38.200]  如果你看剛才我們第四節
[00:07:38.200 --> 00:07:39.600]  一直到十四節
[00:07:39.600 --> 00:07:43.000]  這十節這個預兆的現象裡面
[00:07:43.000 --> 00:07:44.200]  我們總結很簡單
[00:07:44.200 --> 00:07:45.000]  你看的時候
[00:07:45.000 --> 00:07:46.400]  剛才我們不會再讀了
[00:07:46.400 --> 00:07:50.000]  都是有四樣的特色
[00:07:50.000 --> 00:07:51.600]  第一樣
[00:07:51.600 --> 00:07:55.600]  在信仰上有很多的迷惑
[00:07:55.600 --> 00:07:58.000]  如果剛才讀聖經的時候心水清
[00:07:58.000 --> 00:08:00.200]  這短短的十節聖經裡面
[00:08:00.200 --> 00:08:03.200]  出現了三次迷惑這個字
[00:08:03.200 --> 00:08:04.400]  迷惑
[00:08:04.400 --> 00:08:05.000]  迷惑
[00:08:05.000 --> 00:08:05.800]  迷惑
[00:08:05.800 --> 00:08:08.000]  因為信仰上很多很模糊
[00:08:08.000 --> 00:08:09.600]  有人說他是基督
[00:08:09.600 --> 00:08:11.000]  有人說他是假先知
[00:08:11.000 --> 00:08:11.800]  有很多的言論
[00:08:11.800 --> 00:08:13.400]  真理很模糊
[00:08:13.400 --> 00:08:14.600]  這是第一個
[00:08:14.600 --> 00:08:17.200]  當時的普遍的情況
[00:08:17.200 --> 00:08:19.800]  有一天你會看到真理很模糊
[00:08:19.800 --> 00:08:21.400]  大家說的話
[00:08:21.400 --> 00:08:22.400]  好像真的
[00:08:22.400 --> 00:08:23.800]  其實是假的
[00:08:23.800 --> 00:08:25.000]  好像對的
[00:08:25.000 --> 00:08:27.000]  其實是荒謬的
[00:08:27.000 --> 00:08:30.200]  相信大家一直都在對著入座的了
[00:08:30.200 --> 00:08:31.200]  怎麼這麼相似呢?
[00:08:31.200 --> 00:08:32.800]  我不跟你說這些字
[00:08:32.800 --> 00:08:34.000]  第二
[00:08:34.000 --> 00:08:39.400]  有很多的外在環境際遇上的災難
[00:08:39.400 --> 00:08:40.800]  它有什麼呢?
[00:08:40.800 --> 00:08:41.800]  有地震
[00:08:41.800 --> 00:08:43.800]  有饑荒
[00:08:43.800 --> 00:08:46.000]  有很多的戰爭
[00:08:46.000 --> 00:08:47.600]  這是第二個
[00:08:47.600 --> 00:08:48.800]  就是環境上的災難
[00:08:48.800 --> 00:08:51.600]  信仰上的危機
[00:08:51.600 --> 00:08:53.800]  以及迷惑
[00:08:53.800 --> 00:08:55.400]  第三
[00:08:55.400 --> 00:08:57.000]  就是周圍的人
[00:08:57.000 --> 00:08:59.200]  他近處的周圍的人
[00:08:59.200 --> 00:09:01.800]  都因為他們的信仰的緣故
[00:09:01.800 --> 00:09:04.000]  因為你和我的信仰的緣故
[00:09:04.000 --> 00:09:05.400]  是逼迫
[00:09:05.400 --> 00:09:06.400]  恨惡
[00:09:06.400 --> 00:09:07.800]  攻擊我們
[00:09:07.800 --> 00:09:09.600]  這就是第九節和第十節
[00:09:09.600 --> 00:09:11.600]  周圍的人要出賣你
[00:09:11.600 --> 00:09:18.800]  會使你因為耶穌基督的緣故
[00:09:18.800 --> 00:09:21.000]  去恨惡你們
[00:09:21.000 --> 00:09:23.200]  這就是我們周圍的人
[00:09:23.200 --> 00:09:24.400]  因為我們的信仰的緣故
[00:09:24.400 --> 00:09:25.000]  給我們壓力
[00:09:25.000 --> 00:09:27.200]  就是做基督徒越來越難了
[00:09:27.200 --> 00:09:29.600]  做基督徒越來越難了
[00:09:29.600 --> 00:09:31.200]  這幾件事情
[00:09:31.200 --> 00:09:32.200]  你看到的
[00:09:32.200 --> 00:09:34.400]  其實一點都不奇怪
[00:09:34.400 --> 00:09:42.400]  並且不是一定到耶穌基督末日再來之前才會發生的
[00:09:42.400 --> 00:09:45.000]  歷史上過去的二千年都有發生
[00:09:45.000 --> 00:09:46.000]  對不對?
[00:09:46.000 --> 00:09:46.800]  好
[00:09:46.800 --> 00:09:48.200]  這時候
[00:09:48.200 --> 00:09:49.400]  首先第一件事
[00:09:49.400 --> 00:09:51.000]  很多學者在研究
[00:09:51.000 --> 00:09:54.000]  這幾件事情雖然經常都會發生
[00:09:54.000 --> 00:09:56.000]  但是無獨有偶
[00:09:56.000 --> 00:09:58.800]  主耶穌說了預言
[00:09:58.800 --> 00:10:00.400]  到聖殿被毀
[00:10:00.400 --> 00:10:01.800]  就是這四十年之內
[00:10:01.800 --> 00:10:03.600]  當時在羅馬帝國
[00:10:03.600 --> 00:10:06.400]  這幾件事情都不算特別重要
[00:10:06.400 --> 00:10:07.600]  就是說沒有
[00:10:07.600 --> 00:10:09.400]  當然有地震
[00:10:09.400 --> 00:10:11.400]  在地中海的區域
[00:10:11.400 --> 00:10:13.400]  但是沒有大地震
[00:10:13.400 --> 00:10:14.200]  大饑荒
[00:10:14.200 --> 00:10:16.800]  因為當時的羅馬帝國還挺穩固的
[00:10:16.800 --> 00:10:20.200]  當時的羅馬帝國是挺強盛的
[00:10:20.200 --> 00:10:21.200]  戰爭呢?
[00:10:21.200 --> 00:10:22.200]  沒有什麼戰爭
[00:10:22.200 --> 00:10:23.000]  因為不用打
[00:10:23.000 --> 00:10:23.800]  他已經贏了
[00:10:23.800 --> 00:10:26.400]  已經壟斷了整個歐洲
[00:10:26.400 --> 00:10:28.000]  所以沒有什麼戰爭
[00:10:28.000 --> 00:10:29.200]  也沒有什麼饑荒
[00:10:29.200 --> 00:10:29.600]  OK
[00:10:29.600 --> 00:10:32.400]  那你說信徒會不會被人逼迫呢?
[00:10:32.400 --> 00:10:33.800]  當然會了
[00:10:33.800 --> 00:10:36.600]  但是真正的大壁壩還沒來
[00:10:36.600 --> 00:10:39.400]  真正的大壁壩是公元後第二世紀
[00:10:39.400 --> 00:10:42.400]  第三世紀才來到高峰期的
[00:10:42.400 --> 00:10:45.200]  就是說我們這一段聖經
[00:10:45.200 --> 00:10:46.000]  很多學者
[00:10:46.000 --> 00:10:48.000]  如果你這麼看的時候
[00:10:48.000 --> 00:10:50.800]  就不會覺得他單單只是說
[00:10:50.800 --> 00:10:54.400]  不是在說聖殿被毀之前
[00:10:54.400 --> 00:10:56.400]  就是說耶穌一說的時候
[00:10:56.400 --> 00:10:57.600]  那個預兆
[00:10:57.600 --> 00:10:59.800]  就不只是說聖殿這七十年了
[00:10:59.800 --> 00:11:01.000]  有些學者很狹窄的
[00:11:01.000 --> 00:11:01.800]  對不起
[00:11:01.800 --> 00:11:03.200]  我要有些批評
[00:11:03.200 --> 00:11:04.000]  他只是說
[00:11:04.000 --> 00:11:05.200]  耶穌說了一段預言
[00:11:05.200 --> 00:11:07.000]  只是說回這個聖殿而已
[00:11:07.000 --> 00:11:08.400]  不是的
[00:11:08.400 --> 00:11:11.400]  我相信他一定是已經說到
[00:11:11.400 --> 00:11:13.000]  他再來末日的
[00:11:13.000 --> 00:11:14.600]  因為他最後那裡第十四節說
[00:11:14.600 --> 00:11:16.400]  結局才來到
[00:11:16.400 --> 00:11:17.600]  那個結局是什麼呢?
[00:11:17.600 --> 00:11:19.400]  我相信主耶穌所指的
[00:11:19.400 --> 00:11:20.800]  是歷史的結局
[00:11:20.800 --> 00:11:24.200]  就是說他再來要結束這個人類的歷史
[00:11:24.200 --> 00:11:26.400]  開一個新天新地的日子
[00:11:26.400 --> 00:11:29.000]  就是說一跳就跳到我們現在了
[00:11:29.000 --> 00:11:30.200]  你說現在是什麼?
[00:11:30.200 --> 00:11:31.000]  我不知道
[00:11:31.000 --> 00:11:31.600]  是不是?
[00:11:31.600 --> 00:11:33.000]  我不是自己
[00:11:33.000 --> 00:11:35.600]  不過我自己跟大家也很清楚的說
[00:11:35.600 --> 00:11:37.800]  我覺得是越來越近
[00:11:37.800 --> 00:11:40.200]  當我這麼說越來越近的時候
[00:11:40.200 --> 00:11:42.400]  我又不是無的放肆
[00:11:42.400 --> 00:11:44.000]  我在這裡想跟大家
[00:11:44.000 --> 00:11:45.600]  看兩句經文
[00:11:45.600 --> 00:11:47.000]  這兩句經文
[00:11:47.000 --> 00:11:49.200]  是很多學者都很難解釋的
[00:11:49.200 --> 00:11:50.200]  你如果問我
[00:11:50.200 --> 00:11:51.000]  我覺得
[00:11:51.000 --> 00:11:53.200]  我們的主耶穌是有意的
[00:11:53.200 --> 00:11:54.600]  來提醒我們
[00:11:54.600 --> 00:11:56.800]  因為很不尋常
[00:11:56.800 --> 00:11:58.200]  為什麼不尋常呢?
[00:11:58.200 --> 00:12:01.400]  我現在想跟大家看第六節和第七節
[00:12:01.400 --> 00:12:02.600]  第六節他說
[00:12:02.600 --> 00:12:05.600]  到時候你們會聽見戰爭
[00:12:05.600 --> 00:12:08.800]  也會聽見戰爭的風聲
[00:12:08.800 --> 00:12:10.400]  就是說
[00:12:10.400 --> 00:12:11.300]  風聲這個字
[00:12:11.300 --> 00:12:14.800]  就是說到處都有人說打仗啊打仗啊打仗啊
[00:12:14.800 --> 00:12:16.600]  就是所謂戰爭的流言
[00:12:16.600 --> 00:12:18.200]  我們今天中文來翻譯
[00:12:18.200 --> 00:12:19.600]  The rumor of war
[00:12:19.600 --> 00:12:20.200]  OK
[00:12:20.200 --> 00:12:21.800]  那麼
[00:12:21.800 --> 00:12:24.400]  你會聽到很多戰爭
[00:12:24.400 --> 00:12:25.600]  這個不奇怪
[00:12:25.600 --> 00:12:29.000]  每個時代都會有戰爭
[00:12:29.200 --> 00:12:30.600]  但是為什麼又要多加一句
[00:12:30.600 --> 00:12:33.400]  無緣無故重複了戰爭的流言
[00:12:33.400 --> 00:12:34.200]  這是第一點
[00:12:34.200 --> 00:12:35.500]  第二
[00:12:35.500 --> 00:12:36.600]  第七節
[00:12:36.600 --> 00:12:39.400]  一個民族要打一個民族
[00:12:39.400 --> 00:12:43.000]  一個國家要攻打另外一個國家
[00:12:43.000 --> 00:12:44.800]  民要攻打民
[00:12:44.800 --> 00:12:45.800]  國要攻打國
[00:12:45.800 --> 00:12:47.200]  我們在和學本是這麼記載的
[00:12:47.200 --> 00:12:48.200]  那麼
[00:12:48.200 --> 00:12:51.200]  這個民要攻打民
[00:12:51.200 --> 00:12:52.400]  就是一個族群
[00:12:52.400 --> 00:12:54.600]  原文的意思就是一群族群
[00:12:54.600 --> 00:12:55.600]  特定的人
[00:12:55.600 --> 00:12:57.400]  要打另外一群特定的人
[00:12:57.400 --> 00:12:58.400]  或者一個…
[00:12:58.400 --> 00:13:00.000]  不是…
[00:13:00.000 --> 00:13:02.200]  還有國家要打國家
[00:13:02.200 --> 00:13:04.200]  國家要打國家
[00:13:04.200 --> 00:13:05.800]  這個就不難明白的
[00:13:05.800 --> 00:13:07.600]  這個世界永遠在歷史裡面
[00:13:07.600 --> 00:13:10.200]  不斷都有國家打國家
[00:13:10.200 --> 00:13:11.600]  蘇聯打美國
[00:13:11.600 --> 00:13:13.800]  或者怎麼樣他們會打仗
[00:13:13.800 --> 00:13:16.600]  然後日本打中國
[00:13:16.600 --> 00:13:18.000]  那麼這些國家
[00:13:18.000 --> 00:13:19.200]  第二次世界大戰
[00:13:19.200 --> 00:13:21.400]  第一次世界大戰就是國家打國家的
[00:13:21.400 --> 00:13:23.600]  為什麼有時候
[00:13:23.600 --> 00:13:25.800]  主耶穌為什麼會有時候這樣
[00:13:25.800 --> 00:13:29.600]  加了一些好像很無謂的重複在這裡
[00:13:29.600 --> 00:13:31.000]  你問我
[00:13:31.000 --> 00:13:33.000]  我就忍不住跟大家說
[00:13:33.000 --> 00:13:34.800]  我自己一點點的看法
[00:13:34.800 --> 00:13:36.800]  我覺得這件事情
[00:13:36.800 --> 00:13:39.800]  是真的21世紀才會看到
[00:13:39.800 --> 00:13:41.800]  和特別明顯的
[00:13:41.800 --> 00:13:43.200]  第一
[00:13:43.200 --> 00:13:46.000]  戰爭的風聲
[00:13:46.000 --> 00:13:48.400]  以前我們看打仗
[00:13:48.400 --> 00:13:50.000]  當然知道的
[00:13:50.000 --> 00:13:52.400]  一打仗就看了就知道了
[00:13:52.400 --> 00:13:55.400]  為什麼要再加戰爭的風聲呢?
[00:13:55.600 --> 00:13:59.600]  因為今天的戰爭已經不是以前的戰爭了
[00:13:59.600 --> 00:14:02.800]  21世紀的戰爭是時時都會的
[00:14:02.800 --> 00:14:07.800]  戰爭的風聲在上兩個星期就在倫敦發生了
[00:14:07.800 --> 00:14:10.200]  我們經常打開報紙打的時候
[00:14:10.200 --> 00:14:13.200]  一會兒又在德國柏林發生了
[00:14:13.200 --> 00:14:16.600]  一會兒又會在印尼發生的
[00:14:16.600 --> 00:14:18.000]  你明白我的意思吧
[00:14:18.000 --> 00:14:19.800]  到處都可能有的
[00:14:19.800 --> 00:14:23.400]  我自己特別深刻的感受
[00:14:23.400 --> 00:14:27.400]  因為上一個月多到一個地步
[00:14:27.400 --> 00:14:28.600]  有些人沒有留意的
[00:14:28.600 --> 00:14:32.600]  就是德國在一個叫海德堡的城市裡面
[00:14:32.600 --> 00:14:36.200]  有一輛車衝去市集中心
