
[00:00:00.000 --> 00:00:05.160]  我相信我們不需要解釋這個題目的重要性
[00:07:09.000 --> 00:07:11.880]  所以我們出現很多神學家護教
[00:07:11.880 --> 00:07:13.120]  一直到二十世紀末
[00:07:13.120 --> 00:07:15.560]  我相信我們看到神有很大的恩典
[00:07:15.560 --> 00:07:17.960]  護教差不多就搞定了
[00:07:17.960 --> 00:07:19.480]  我很大膽地說
[00:07:19.480 --> 00:07:20.400]  到現在今天
[00:07:20.400 --> 00:07:23.000]  很少人說我信科學不需要信神
[00:07:23.000 --> 00:07:23.720]  是吧
[00:07:23.720 --> 00:07:24.400]  到今天
[00:07:24.400 --> 00:07:25.600]  到二十世紀末的時候
[00:07:25.600 --> 00:07:27.480]  很少人還說聖經這裡錯那裡錯
[00:07:27.480 --> 00:07:28.440]  這麼簡單
[00:07:28.440 --> 00:07:30.040]  越來越多人相信聖經是真的
[00:07:30.040 --> 00:07:31.040]  神有存在
[00:07:31.040 --> 00:07:33.440]  這些科學越來越有理性的人
[00:07:33.440 --> 00:07:34.360]  越相信神的存在
[00:07:34.360 --> 00:07:36.560]  我覺得這個已經是神很大的恩典
[00:07:36.560 --> 00:07:39.400]  面對了世界上學問的挑戰
[00:07:39.400 --> 00:07:42.000]  二十世紀我覺得是一個宗教經驗的挑戰
[00:07:42.000 --> 00:07:44.480]  因為二十世紀每個人都要重新找回
[00:07:44.480 --> 00:07:46.280]  內心那個心靈的空間
[00:07:46.280 --> 00:07:48.000]  神秘的經驗的空間
[00:07:48.000 --> 00:07:51.040]  每個宗教都說它有很多很特別的經驗
[00:07:51.040 --> 00:07:52.040]  而在這個時間裏面
[00:07:52.040 --> 00:07:56.320]  我相信聖靈要特別顯出它自己的真實
[00:07:56.320 --> 00:08:00.760]  所以我相信二十世紀也應該是聖靈的世紀
[00:08:00.760 --> 00:08:03.800]  這個我第一次說的
[00:08:03.800 --> 00:08:05.640]  我第一次說的
[00:08:05.640 --> 00:08:06.880]  第三
[00:08:06.880 --> 00:08:07.600]  很個人的
[00:08:07.600 --> 00:08:11.640]  在我身邊在過去的半年裏面
[00:08:11.640 --> 00:08:14.920]  有些最好的弟兄姊妹的朋友
[00:08:14.920 --> 00:08:16.080]  有很多不同的際遇
[00:08:16.080 --> 00:08:18.920]  都是和靈因有關
[00:08:18.920 --> 00:08:20.640]  有些很好的弟兄姊妹
[00:08:20.640 --> 00:08:22.720]  她本來完全不是靈因的背景
[00:08:22.720 --> 00:08:24.640]  但不知為何突然間拍著
[00:08:24.640 --> 00:08:31.400]  不斷不斷地分享她很多神蹟奇事的經驗
[00:08:31.400 --> 00:08:33.360]  又有一些我自己很好的弟兄姊妹
[00:08:33.360 --> 00:08:35.320]  也是同樣那麼愛主的
[00:08:35.320 --> 00:08:38.520]  她在教會裏面開始了靈因運動的時候
[00:08:38.520 --> 00:08:39.840]  她被嚇到又害怕了
[00:08:39.840 --> 00:08:40.880]  後來忍無可忍
[00:08:40.880 --> 00:08:42.840]  受不了就去了另一間教會
[00:08:42.840 --> 00:08:44.120]  她又跟我說
[00:08:44.120 --> 00:08:45.080]  我在這兩者之間
[00:08:45.080 --> 00:08:47.320]  我相信應該
[00:08:47.320 --> 00:08:49.400]  我們所說的講清講楚要擺平一下
[00:08:49.400 --> 00:08:50.800]  我也想弄清一下
[00:08:50.800 --> 00:08:54.040]  比較我自己的立場和看法
[00:08:54.040 --> 00:08:56.080]  好了
[00:08:56.080 --> 00:08:57.080]  接著我想和大家說
[00:08:57.080 --> 00:09:00.760]  究竟甚麼叫做聖靈的經歷呢?
[00:09:00.760 --> 00:09:01.640]  剛才我說
[00:09:01.640 --> 00:09:03.240]  既然我想和大家說到
[00:09:03.240 --> 00:09:05.640]  我們對聖靈真的有一個很真誠的經歷的話
[00:09:05.640 --> 00:09:07.800]  我相信在聖經裏面就有了
[00:09:07.800 --> 00:09:10.480]  不過我在這裏很簡單地總結
[00:09:10.480 --> 00:09:13.600]  因為今天不是說一個聖靈的課題
[00:09:13.600 --> 00:09:15.000]  單單從聖經裏面
[00:09:15.000 --> 00:09:17.120]  我們看到起碼有五方面
[00:09:17.120 --> 00:09:18.640]  這五方面我經常檢查我自己
[00:09:18.640 --> 00:09:20.440]  希望今天發小時間
[00:09:20.440 --> 00:09:21.440]  不單單說專題
[00:09:21.440 --> 00:09:22.920]  大家也檢查一下你自己
[00:09:22.920 --> 00:09:25.560]  在聖靈裏面的真實感有多少
[00:09:25.560 --> 00:09:26.800]  第一 聖靈是溝通
[00:09:26.800 --> 00:09:28.120]  是分享
[00:09:28.120 --> 00:09:28.720]  聖靈很真
[00:09:28.720 --> 00:09:29.720]  就像耶穌說
[00:09:29.720 --> 00:09:30.920]  我和你一起
[00:09:30.920 --> 00:09:31.680]  你摸到我
[00:09:31.680 --> 00:09:32.200]  看到我
[00:09:32.200 --> 00:09:33.000]  親眼見過
[00:09:33.000 --> 00:09:33.680]  親手摸過
[00:09:33.680 --> 00:09:34.600]  親耳聽過
[00:09:34.600 --> 00:09:35.520]  是不是? 耶穌
[00:09:35.520 --> 00:09:36.840]  耶穌說我去了聖靈
[00:09:36.840 --> 00:09:38.080]  一樣是這麼真
[00:09:38.080 --> 00:09:39.800]  真到可以和你聊天
[00:09:39.800 --> 00:09:40.760]  和你交流
[00:09:40.760 --> 00:09:43.200]  在你心裏和你一起分享
[00:09:43.200 --> 00:09:44.160]  保羅經常說
[00:09:44.160 --> 00:09:45.520]  隨從聖靈
[00:09:45.520 --> 00:09:47.160]  Walk in the Holy Spirit
[00:09:47.160 --> 00:09:48.360]  體貼聖靈
[00:09:48.360 --> 00:09:50.160]  這是最親切的字眼
[00:09:50.160 --> 00:09:51.280]  體貼
[00:09:51.280 --> 00:09:54.960]  情侶才會體貼
[00:09:54.960 --> 00:09:56.160]  隨從聖靈
[00:09:56.160 --> 00:09:57.920]  英文是一個continuous
[00:09:57.920 --> 00:09:59.160]  行在聖靈裏面
[00:09:59.160 --> 00:10:00.000]  為什麼用行這個字
[00:10:00.000 --> 00:10:01.360]  我覺得很有意思
[00:10:01.360 --> 00:10:02.960]  行就是我們最普通
[00:10:02.960 --> 00:10:03.800]  每天都要做的
[00:10:03.800 --> 00:10:04.840]  一起床就行
[00:10:04.840 --> 00:10:07.280]  不行怎麼去刷牙洗臉呢
[00:10:07.280 --> 00:10:09.600]  就是說我們走路睡覺
[00:10:09.600 --> 00:10:10.360]  去到哪裡
[00:10:10.360 --> 00:10:12.440]  聖靈陪著我們
[00:10:12.440 --> 00:10:13.400]  我們體貼它
[00:10:13.400 --> 00:10:14.560]  很親切的
[00:10:14.560 --> 00:10:17.640]  是一個最好的朋友
[00:10:17.640 --> 00:10:18.480]  親切到這樣
[00:10:18.480 --> 00:10:19.400]  我這樣說的時候
[00:10:19.400 --> 00:10:21.320]  我不是在說教義
[00:10:21.320 --> 00:10:22.840]  我希望你想想你自己
[00:10:22.840 --> 00:10:23.800]  在過去這個星期
[00:10:23.800 --> 00:10:25.280]  聖靈是否割你額頭
[00:10:25.280 --> 00:10:25.840]  是的
[00:10:25.840 --> 00:10:27.040]  真的是這樣
[00:10:27.040 --> 00:10:28.400]  你自己知道
[00:10:28.400 --> 00:10:29.040]  我自己也知道
[00:10:29.040 --> 00:10:29.720]  我在神面前
[00:10:29.720 --> 00:10:30.920]  我都提醒自己
[00:10:30.920 --> 00:10:31.520]  第二
[00:10:31.520 --> 00:10:32.240]  很溫馨的
[00:10:32.240 --> 00:10:32.920]  Emotion
[00:10:32.920 --> 00:10:35.200]  很溫暖的
[00:10:35.200 --> 00:10:36.840]  當我們人生有什麼問題的時候
[00:10:36.840 --> 00:10:37.960]  聖經告訴我們
[00:10:37.960 --> 00:10:38.720]  它會安慰
[00:10:38.720 --> 00:10:39.960]  它會鼓勵
[00:10:39.960 --> 00:10:41.680]  它會聖靈的感動
[00:10:41.680 --> 00:10:43.640]  就好像一個
[00:10:43.640 --> 00:10:46.120]  當我們生命有枯燥的時候
[00:10:46.120 --> 00:10:47.400]  給我們有滋潤
[00:10:47.400 --> 00:10:48.560]  當我們難過的時候
[00:10:48.560 --> 00:10:51.800]  給我們有一種很深的肯定
[00:10:51.800 --> 00:10:55.360]  那種不是自己可以給自己的鼓勵
[00:10:55.360 --> 00:10:57.600]  甚至不是別人的鼓勵
[00:10:57.600 --> 00:10:59.400]  彼得前書第一章說到
[00:10:59.400 --> 00:11:01.800]  不能壞的種子
[00:11:01.800 --> 00:11:03.840]  能壞的種子其實都是好的
[00:11:03.840 --> 00:11:04.600]  好像花
[00:11:04.600 --> 00:11:05.440]  好像草
[00:11:05.440 --> 00:11:06.480]  都是漂亮的
[00:11:06.480 --> 00:11:07.480]  但是花必凋謝
[00:11:07.480 --> 00:11:08.280]  草必枯乾
[00:11:08.280 --> 00:11:09.960]  我們的生命力都有限
[00:11:09.960 --> 00:11:11.080]  我們的經驗有限
[00:11:11.080 --> 00:11:13.480]  我們的憧憬有限
[00:11:13.480 --> 00:11:14.160]  到了一個地步
[00:11:14.160 --> 00:11:15.720]  我們發覺裡面沒有的時候
[00:11:15.720 --> 00:11:17.080]  我們經歷到聖靈在裡面
[00:11:17.080 --> 00:11:19.080]  有一種重新的力量出來
[00:11:19.080 --> 00:11:20.760]  那種是神的道
[00:11:20.760 --> 00:11:21.640]  永遠長存的
[00:11:21.640 --> 00:11:22.960]  那種不能壞的種子
[00:11:22.960 --> 00:11:24.200]  那種不能壞的種子
[00:11:24.200 --> 00:11:26.520]  那種力量的來源
[00:11:26.520 --> 00:11:27.600]  第三
[00:11:27.600 --> 00:11:29.200]  是教導
[00:11:29.200 --> 00:11:31.560]  真是我們人生做了很多抉擇
[00:11:31.560 --> 00:11:33.400]  我們每天無數的抉擇裡面
[00:11:33.400 --> 00:11:35.400]  究竟有多少次是聖靈有份
[00:11:35.400 --> 00:11:36.640]  是因為聖靈的帶領
[00:11:36.640 --> 00:11:38.280]  你做到的抉擇
[00:11:38.280 --> 00:11:39.960]  聖經裡面說到
[00:11:39.960 --> 00:11:40.960]  引導
[00:11:40.960 --> 00:11:42.640]  聖靈可以禁止
[00:11:42.640 --> 00:11:44.040]  聖靈可以教你
[00:11:44.040 --> 00:11:45.080]  這個特別是
[00:11:45.080 --> 00:11:47.080]  讓福音裡面最重要的其中一樣
[00:11:47.080 --> 00:11:49.760]  聖靈要教我們進入真理
[00:11:49.760 --> 00:11:51.240]  是一個教導者
[00:11:51.240 --> 00:11:52.760]  建立在耶穌基督真理裡面
[00:11:52.760 --> 00:11:54.640]  教我們每天的生活裡面
[00:11:54.640 --> 00:11:55.920]  做些什麼的抉擇
[00:11:55.920 --> 00:11:57.520]  他是一個教導
[00:11:57.520 --> 00:11:58.920]  他是一個教導
[00:11:58.920 --> 00:11:59.640]  第四
[00:11:59.640 --> 00:12:00.680]  聖靈的能力
[00:12:00.680 --> 00:12:03.800]  羅馬書第八章很清楚
[00:12:03.800 --> 00:12:05.080]  聖靈是很強的
[00:12:05.080 --> 00:12:05.960]  能力就是
[00:12:05.960 --> 00:12:08.640]  它和肉體的力量是平衡的
[00:12:08.640 --> 00:12:09.920]  你知道羅馬書裡面
[00:12:09.920 --> 00:12:11.440]  那個結構根本是平衡的
[00:12:11.440 --> 00:12:13.400]  肉體的律
[00:12:13.400 --> 00:12:14.360]  聖靈的律
[00:12:14.360 --> 00:12:15.320]  兩個是平衡的
[00:12:15.320 --> 00:12:16.080]  肉體的力量
[00:12:16.080 --> 00:12:17.440]  自死肉體的力量
[00:12:17.440 --> 00:12:19.120]  我問一個很簡單的問題
[00:12:19.120 --> 00:12:19.760]  我問我自己
[00:12:19.760 --> 00:12:20.600]  我肉體的力量
[00:12:20.600 --> 00:12:21.800]  我就很驚訝
[00:12:21.800 --> 00:12:23.560]  當罪要來的時候
[00:12:23.560 --> 00:12:24.920]  那些脾氣要發的時候
[00:12:24.920 --> 00:12:27.480]  哇 簡直無法抵抗的那種拉力
[00:12:27.480 --> 00:12:28.360]  如果是這樣的話
[00:12:28.360 --> 00:12:29.160]  平衡的話
[00:12:29.160 --> 00:12:30.800]  聖靈一樣有這麼強的拉力
[00:12:30.800 --> 00:12:31.920]  我就發覺那種
[00:12:31.920 --> 00:12:32.920]  在我生命裡面
[00:12:32.920 --> 00:12:33.960]  我不知道在你生命裡面
[00:12:33.960 --> 00:12:35.800]  平衡感就沒有保羅那種
[00:12:35.800 --> 00:12:37.160]  這麼明顯的平衡感
[00:12:37.160 --> 00:12:38.160]  罪這麼強
[00:12:38.160 --> 00:12:39.440]  聖靈一樣要這麼強
[00:12:39.440 --> 00:12:41.240]  肉體一樣這麼厲害
[00:12:41.240 --> 00:12:42.400]  聖靈一樣要這麼厲害
[00:12:42.400 --> 00:12:44.080]  這種力量的對比
[00:12:44.080 --> 00:12:47.120]  最後第五就是權威
[00:12:47.120 --> 00:12:49.760]  聖靈有一種不能抗拒的力量在這裡
[00:12:49.760 --> 00:12:54.080]  不是讓你去拿來滿足你的需要
[00:12:54.080 --> 00:12:55.560]  聖靈是一種很強的
[00:12:55.560 --> 00:12:56.600]  你發覺聖經告訴我們
[00:12:56.600 --> 00:12:58.080]  聖靈是差遣人
[00:12:58.080 --> 00:12:59.480]  聖靈吩咐
[00:12:59.480 --> 00:13:00.760]  聖靈是揭露罪
[00:13:00.760 --> 00:13:02.160]  為罪 為義 為審判
[00:13:02.160 --> 00:13:03.600]  在生命裡面
[00:13:03.600 --> 00:13:04.960]  在信仰當中
[00:13:04.960 --> 00:13:07.800]  將我們帶到我們要去的地方
[00:13:07.800 --> 00:13:09.120]  我們是它的僕人
[00:13:09.120 --> 00:13:10.240]  我們是跟隨它
[00:13:10.240 --> 00:13:13.200]  聖靈是差遣 推動我們
[00:13:13.200 --> 00:13:15.200]  這幾件事我相信很簡單
[00:13:15.200 --> 00:13:16.920]  我只是用了幾分鐘的時間
[00:13:16.920 --> 00:13:18.680]  我將新約裡面很簡單的
[00:13:18.680 --> 00:13:20.480]  聖靈這五個的比喻
[00:13:20.480 --> 00:13:22.400]  出現的方式
[00:13:22.400 --> 00:13:24.000]  放在大家面前
[00:13:24.000 --> 00:13:26.600]  這就是新約聖經裡面的信徒
[00:13:26.600 --> 00:13:28.600]  習以為常的經歷
[00:13:28.600 --> 00:13:30.840]  我很坦白說
[00:13:30.840 --> 00:13:31.560]  我看完之後
[00:13:31.560 --> 00:13:32.280]  我自己一邊問
[00:13:32.280 --> 00:13:33.080]  我自己一邊祈禱
[00:13:33.080 --> 00:13:34.680]  我自己覺得很慚愧
[00:13:34.680 --> 00:13:37.160]  難怪初期教會這麼厲害
[00:13:37.160 --> 00:13:37.840]  是吧
[00:13:37.840 --> 00:13:39.720]  有三四個這樣的人
[00:13:39.720 --> 00:13:41.480]  有經歷聖靈的人
[00:13:41.480 --> 00:13:43.120]  整個教會都不同
[00:13:43.120 --> 00:13:44.600]  整個社會都不同
[00:13:44.600 --> 00:13:46.040]  在同事身邊
[00:13:46.040 --> 00:13:47.560]  他都感覺到不同
[00:13:47.560 --> 00:13:50.440]  接著我們轉到第B那一點
[00:13:50.440 --> 00:13:52.680]  我覺得21世紀
[00:13:52.680 --> 00:13:55.320]  我們教會是一個弱勢
[00:13:55.320 --> 00:13:57.280]  除非我們有實質的
[00:13:57.280 --> 00:13:58.640]  聖靈的經歷給人看
[00:13:58.640 --> 00:13:59.320]  我時常問
[00:13:59.320 --> 00:14:01.320]  為什麼人們要來教會
[00:14:01.320 --> 00:14:03.200]  我自己也在一間教會裡面
[00:14:03.200 --> 00:14:04.560]  做顧問牧師
[00:14:04.560 --> 00:14:07.480]  在過去這幾年裡面
[00:14:07.480 --> 00:14:10.640]  在外國 在加拿大
[00:14:10.640 --> 00:14:13.000]  我是負責早堂崇拜
[00:14:13.000 --> 00:14:14.080]  八點三
[00:14:14.080 --> 00:14:16.520]  冰天雪地
[00:14:16.520 --> 00:14:19.080]  我就要開始主領崇拜
[00:14:19.080 --> 00:14:21.000]  每次我一定早十五分鐘回去
[00:14:21.000 --> 00:14:22.640]  我坐在牧師房的門口
[00:14:22.640 --> 00:14:24.040]  看著門口
[00:14:24.040 --> 00:14:26.200]  看著每一個弟兄姊妹進來
[00:14:26.200 --> 00:14:26.920]  我問我自己
[00:14:26.920 --> 00:14:28.080]  為什麼他們要這麼早
[00:14:28.080 --> 00:14:29.680]  一大早黑漆漆
[00:14:29.680 --> 00:14:31.000]  剷完雪整個小時
[00:14:31.000 --> 00:14:32.200]  開車上來
[00:14:32.200 --> 00:14:33.840]  究竟如果這個教會進來
[00:14:33.840 --> 00:14:34.840]  他沒有找到一些東西
[00:14:34.840 --> 00:14:36.160]  在外面永遠找不到的話
[00:14:36.160 --> 00:14:37.520]  他為什麼要進來
[00:14:37.520 --> 00:14:38.920]  我都同樣發出這個問題
[00:14:38.920 --> 00:14:40.200]  今天為什麼人們要來教會
