
[00:00:00.000 --> 00:00:01.300]  在聖誕節期間
[00:02:54.500 --> 00:02:56.500]  他們同謀 卻不由於我
[00:02:56.500 --> 00:03:01.500]  結盟 卻不由於我的靈 以致罪上加罪」
[00:03:01.500 --> 00:03:03.500]  聖經為什麼說一些的結盟
[00:03:03.500 --> 00:03:06.500]  一些人的計劃呢
[00:03:06.500 --> 00:03:09.500]  在當時因為整個猶太國
[00:03:09.500 --> 00:03:13.500]  面對著亞述大軍壓境 預備入侵
[00:03:13.500 --> 00:03:16.500]  當時的希西加旺他很擔心 很恐懼
[00:03:16.500 --> 00:03:18.500]  就馬上去到埃及地
[00:03:18.500 --> 00:03:22.500]  派使神去尋求埃及的援助
[00:03:22.500 --> 00:03:24.500]  他沒有去尋求神的幫助
[00:03:24.500 --> 00:03:26.500]  立刻就去找人的幫助
[00:03:26.500 --> 00:03:29.500]  因此先知爾措亞聽見這樣的消息
[00:03:29.500 --> 00:03:31.500]  就去責備他們
[00:03:31.500 --> 00:03:34.500]  你們為什麼不依靠神 只依靠人呢
[00:03:34.500 --> 00:03:39.500]  因此就說「禍災者 勃逆的兒女」
[00:03:39.500 --> 00:03:42.500]  你們同謀這裡含有一種計謀的意思
[00:03:42.500 --> 00:03:46.500]  用人的方法去謀算很多的計劃
[00:03:46.500 --> 00:03:49.500]  但不是神的計劃
[00:03:49.500 --> 00:03:51.500]  你們去結盟 找盟邦
[00:03:51.500 --> 00:03:55.500]  但不是神的引導下的結盟
[00:03:55.500 --> 00:03:59.500]  因此聖經就說「你們罪上加罪」
[00:03:59.500 --> 00:04:01.500]  各位聽眾 大家都明白
[00:04:01.500 --> 00:04:04.500]  有些時候 當一個人犯錯的時候
[00:04:04.500 --> 00:04:07.500]  不肯去面對 不肯去悔改
[00:04:07.500 --> 00:04:10.500]  反而用一些方法去掩飾他
[00:04:10.500 --> 00:04:13.500]  就問題越來越大
[00:04:13.500 --> 00:04:16.500]  有些時候 有些朋友他們說錯一件事
[00:04:16.500 --> 00:04:18.500]  說了一句謊話 被人識穿了
[00:04:18.500 --> 00:04:22.500]  因此說第二個謊話 去掩飾第一個謊話
[00:04:22.500 --> 00:04:26.500]  一件事做錯之後 不願意承認 悔改
[00:04:26.500 --> 00:04:29.500]  反而再去說第一個謊話 做第二件錯事
[00:04:29.500 --> 00:04:32.500]  去遮蓋之前的錯事
[00:04:32.500 --> 00:04:35.500]  就會罪上加罪
[00:04:35.500 --> 00:04:37.500]  問題就越發加深
[00:04:37.500 --> 00:04:40.500]  在當時 其實神容許亞述大國
[00:04:40.500 --> 00:04:43.500]  來入侵猶大 是因為要管教他們
[00:04:43.500 --> 00:04:45.500]  要他們面對自己的罪
[00:04:45.500 --> 00:04:47.500]  但他們沒有去悔改
[00:04:47.500 --> 00:04:51.500]  反而他們去找人去幫他們
[00:04:51.500 --> 00:04:54.500]  帶來的是罪上加罪
[00:04:54.500 --> 00:04:56.500]  因此你看回聖經再說
[00:04:56.500 --> 00:04:59.500]  第二節 「起身下埃及去
[00:04:59.500 --> 00:05:01.500]  並沒有求問我
[00:05:01.500 --> 00:05:04.500]  要靠法律的力量 加添自己的力量
[00:05:04.500 --> 00:05:06.500]  並求在埃及的任下
[00:05:06.500 --> 00:05:10.500]  所以 法律的力量必作你們的」
[00:05:10.500 --> 00:05:12.500]  甚麼?「羞辱」
[00:05:12.500 --> 00:05:16.500]  好像是力量 好像是一個強的盟邦
[00:05:16.500 --> 00:05:18.500]  但卻成為他們的羞辱
[00:05:18.500 --> 00:05:20.500]  「求在埃及的任下
[00:05:20.500 --> 00:05:24.500]  要為你們的懺悔」
[00:05:24.500 --> 00:05:28.500]  這個正是適得其反
[00:05:28.500 --> 00:05:30.500]  我記得自己很久之前
[00:05:30.500 --> 00:05:32.500]  一個很深刻的故事
[00:05:32.500 --> 00:05:34.500]  在我小學二年級發生的
[00:05:34.500 --> 00:05:37.500]  你有沒有記得你二年級發生的事?
[00:05:37.500 --> 00:05:39.500]  我相信很多都忘記了
[00:05:39.500 --> 00:05:42.500]  但這件事不知道為何很深刻
[00:05:42.500 --> 00:05:43.500]  是甚麼事呢?
[00:05:43.500 --> 00:05:46.500]  我記得當時我去讀書的時候
[00:05:46.500 --> 00:05:48.500]  覺得自己很微小
[00:05:48.500 --> 00:05:52.500]  因此很想找一些大哥哥做靠山
[00:05:52.500 --> 00:05:55.500]  因此去六年級的學生當中
[00:05:55.500 --> 00:05:57.500]  到處去逛逛
[00:05:57.500 --> 00:06:00.500]  就認識了一個很高大威猛的大哥哥
[00:06:00.500 --> 00:06:02.500]  我很開心認識了他
[00:06:02.500 --> 00:06:04.500]  是我靠山的
[00:06:04.500 --> 00:06:06.500]  後來有一次
[00:06:06.500 --> 00:06:08.500]  有一個同班同學 二年級
[00:06:08.500 --> 00:06:10.500]  哭著對我說
[00:06:10.500 --> 00:06:12.500]  「有人欺負我」
[00:06:12.500 --> 00:06:14.500]  我就很有勇氣地走過去
[00:06:14.500 --> 00:06:16.500]  「誰欺負你 我幫你出頭」
[00:06:16.500 --> 00:06:18.500]  「我認識一些大哥哥」
[00:06:18.500 --> 00:06:20.500]  「可以幫你解決問題」
[00:06:20.500 --> 00:06:24.500]  然後我就說「不如你這樣吧」
[00:06:24.500 --> 00:06:26.500]  「帶我去找那個人」
[00:06:26.500 --> 00:06:28.500]  「誰欺負你的 帶我去見他」
[00:06:28.500 --> 00:06:30.500]  這個同學就說「好啊」
[00:06:30.500 --> 00:06:34.500]  就帶我去六年級的班房
[00:06:34.500 --> 00:06:38.500]  我心中不妙
[00:06:38.500 --> 00:06:41.500]  去到的時候他遠遠指著一個人
[00:06:41.500 --> 00:06:43.500]  「是他欺負我的」
[00:06:43.500 --> 00:06:44.500]  我一看
[00:06:44.500 --> 00:06:46.500]  就是我的靠山
[00:06:46.500 --> 00:06:50.500]  我當時很羞愧
[00:06:50.500 --> 00:06:52.500]  我不知道我說了甚麼
[00:06:52.500 --> 00:06:54.500]  說了一些好像很不等用的話
[00:06:54.500 --> 00:06:57.500]  就說「我沒空 現在要走了」
[00:06:58.500 --> 00:07:00.500]  我就走了
[00:07:00.500 --> 00:07:02.500]  我都不敢走過去
[00:07:02.500 --> 00:07:04.500]  同學哭著跟著我走
[00:07:04.500 --> 00:07:07.500]  我想起這件事
[00:07:07.500 --> 00:07:09.500]  這麼多年來都很深刻
[00:07:09.500 --> 00:07:11.500]  因為我以為這個靠山
[00:07:11.500 --> 00:07:13.500]  是我們的幫助
[00:07:13.500 --> 00:07:15.500]  但原來他是欺負人的人
[00:07:15.500 --> 00:07:17.500]  是我的羞愧
[00:07:17.500 --> 00:07:19.500]  所以這次讀《軟性經》
[00:07:19.500 --> 00:07:21.500]  又想回這個故事
[00:07:21.500 --> 00:07:24.500]  其實不單在自己年少的時候
[00:07:24.500 --> 00:07:25.500]  在你今天
[00:07:25.500 --> 00:07:28.500]  在你將來都會遇到一些經歷
[00:07:28.500 --> 00:07:31.500]  何時你不去全心倚靠神的時候
[00:07:31.500 --> 00:07:32.500]  人的幫助
[00:07:32.500 --> 00:07:35.500]  有些時候成為了你的羞辱
[00:07:35.500 --> 00:07:38.500]  不是說我們不可以找人的幫助
[00:07:38.500 --> 00:07:40.500]  但我們最終的倚靠
[00:07:40.500 --> 00:07:42.500]  必須在神那裡
[00:07:42.500 --> 00:07:43.500]  然後人的幫助
[00:07:43.500 --> 00:07:45.500]  才是真正的幫助
[00:07:45.500 --> 00:07:47.500]  否則人的幫助
[00:07:47.500 --> 00:07:49.500]  會變成了我們的羞愧
[00:07:49.500 --> 00:07:51.500]  我想大家看一看前面的詩篇
[00:07:51.500 --> 00:07:53.500]  第49篇
[00:07:53.500 --> 00:07:58.500]  在詩篇49篇
[00:07:58.500 --> 00:08:02.500]  是提到關於人得到財富的情形
[00:08:02.500 --> 00:08:06.500]  在今天香港的股票很暢旺
[00:08:06.500 --> 00:08:08.500]  很多人賺了錢
[00:08:08.500 --> 00:08:10.500]  有錢財
[00:08:10.500 --> 00:08:11.500]  有財富
[00:08:11.500 --> 00:08:13.500]  可以解決一切的問題
[00:08:13.500 --> 00:08:17.500]  在《聖經》49篇第6節這樣說
[00:08:17.500 --> 00:08:39.500]  (中文)
[00:08:39.500 --> 00:08:40.500]  有人以為有錢
[00:08:40.500 --> 00:08:41.500]  就可以買到一切
[00:08:41.500 --> 00:08:43.500]  一切所想得到的
[00:08:43.500 --> 00:08:47.500]  但是金錢絕對不能買到平安
[00:08:47.500 --> 00:08:51.500]  金錢也不能買熟我們的生命
[00:08:51.500 --> 00:08:53.500]  當我們犯罪的時候
[00:08:53.500 --> 00:08:55.500]  要面對公義的審判
[00:08:55.500 --> 00:08:57.500]  人不可以用他的金錢
[00:08:57.500 --> 00:08:59.500]  去贖出他的弟兄
[00:08:59.500 --> 00:09:01.500]  將贖價給神
[00:09:01.500 --> 00:09:03.500]  這個贖價太昂貴
[00:09:03.500 --> 00:09:05.500]  唯有神的兒子耶穌基督
[00:09:05.500 --> 00:09:07.500]  祂可以為我們代贖
[00:09:07.500 --> 00:09:09.500]  所以聖經說
[00:09:09.500 --> 00:09:11.500]  (中文)
[00:09:11.500 --> 00:09:13.500]  要扭壞?不行
[00:09:13.500 --> 00:09:15.500]  要永遠罷休
[00:09:15.500 --> 00:09:19.500]  人的能力是何等有限無阻
[00:09:19.500 --> 00:09:21.500]  因此聖經上說
[00:09:21.500 --> 00:09:23.500]  要回歸到神
[00:09:23.500 --> 00:09:25.500]  特別在救贖的問題上
[00:09:25.500 --> 00:09:27.500]  只能夠全心的依靠神
[00:09:27.500 --> 00:09:31.500]  我們回到《耳撻書》第30章
[00:09:31.500 --> 00:09:35.500]  因此聖經提到當時的猶太人
[00:09:35.500 --> 00:09:37.500]  他們去到埃及的城市
[00:09:37.500 --> 00:09:39.500]  在第4節
[00:09:39.500 --> 00:09:41.500]  他們的首領去到索安
[00:09:41.500 --> 00:09:43.500]  他們的使臣去到哈萊斯
[00:09:43.500 --> 00:09:45.500]  要和埃及訂盟約
[00:09:45.500 --> 00:09:47.500]  第5節
[00:09:47.500 --> 00:09:49.500]  他們必因那不利於他們的民蒙羞
[00:09:49.500 --> 00:09:51.500]  那民並非幫助也非利益
[00:09:51.500 --> 00:09:55.500]  只作羞恥和凌辱
[00:09:55.500 --> 00:09:57.500]  因此在救恩的路上
[00:09:57.500 --> 00:10:01.500]  依靠人所帶來的是羞愧
[00:10:01.500 --> 00:10:03.500]  但是聖經所再說的
[00:10:03.500 --> 00:10:05.500]  沒錯
[00:10:05.500 --> 00:10:07.500]  這些是羞愧是難走的路
[00:10:07.500 --> 00:10:11.500]  但是神為人預備的是救贖的路
[00:10:11.500 --> 00:10:13.500]  大家請看第15節
[00:10:13.500 --> 00:10:15.500]  30章第15節
[00:10:15.500 --> 00:10:19.500]  這條是甚麼路呢?
[00:10:19.500 --> 00:10:23.500]  主耶和華以色列的聖者曾如此說
[00:10:23.500 --> 00:10:27.500]  你們得救是在乎歸回安息
[00:10:27.500 --> 00:10:29.500]  你們得力在乎平靜安穩
[00:10:29.500 --> 00:10:31.500]  你們竟自不幸
[00:10:31.500 --> 00:10:33.500]  聖經提到
[00:10:33.500 --> 00:10:35.500]  這位以色列的聖者
[00:10:35.500 --> 00:10:37.500]  在整本《以色列二十六次》書中
[00:10:37.500 --> 00:10:41.500]  26次提及以色列的聖者
[00:10:41.500 --> 00:10:43.500]  整卷書是一個很重要的主題
[00:10:43.500 --> 00:10:45.500]  當聖經提到聖者的時候
[00:10:45.500 --> 00:10:47.500]  是在說這位聖者
[00:10:47.500 --> 00:10:51.500]  是與被造之物分別出來的
[00:10:51.500 --> 00:10:53.500]  聖的意思
[00:10:53.500 --> 00:10:55.500]  神聖的意思是分別出來的
[00:10:55.500 --> 00:10:57.500]  他是自尊榮
[00:10:57.500 --> 00:10:59.500]  與人有所分別
[00:10:59.500 --> 00:11:01.500]  因此他是神聖的
[00:11:01.500 --> 00:11:03.500]  也是審判人的神
[00:11:03.500 --> 00:11:07.500]  他不會容忍邪惡
[00:11:07.500 --> 00:11:09.500]  他會施行審判
[00:11:09.500 --> 00:11:11.500]  因此以色列的聖者
[00:11:11.500 --> 00:11:13.500]  曾如此說
[00:11:13.500 --> 00:11:15.500]  你們得救在乎歸回安息
[00:11:15.500 --> 00:11:17.500]  我們常常讀這節聖經
[00:11:17.500 --> 00:11:19.500]  會將歸回安息
[00:11:19.500 --> 00:11:21.500]  變成一個意思
[00:11:21.500 --> 00:11:23.500]  歸回到安息
[00:11:23.500 --> 00:11:25.500]  但聖經其實歸回和安息
[00:11:25.500 --> 00:11:27.500]  是兩個概念
[00:11:27.500 --> 00:11:29.500]  歸回是悔改的意思
[00:11:29.500 --> 00:11:31.500]  所以聖經也歸回
[00:11:31.500 --> 00:11:33.500]  歸回是returning
[00:11:33.500 --> 00:11:35.500]  回轉
[00:11:35.500 --> 00:11:37.500]  歸回
[00:11:37.500 --> 00:11:39.500]  然後安息
[00:11:39.500 --> 00:11:41.500]  然後你們得力在乎平靜
[00:11:41.500 --> 00:11:43.500]  和安穩
[00:11:43.500 --> 00:11:45.500]  安穩是更加準確的翻譯
[00:11:45.500 --> 00:11:47.500]  是信靠
[00:11:47.500 --> 00:11:49.500]  因此你看到兩個平衡的說法
[00:11:49.500 --> 00:11:53.500]  就是你們得救在乎歸回
[00:11:53.500 --> 00:11:55.500]  當人要能夠
[00:11:55.500 --> 00:11:57.500]  行上蒙恩的路的時候
[00:11:57.500 --> 00:11:59.500]  首先要做的
[00:11:59.500 --> 00:12:01.500]  是要喚醒自己
[00:12:01.500 --> 00:12:03.500]  要去悔改
[00:12:03.500 --> 00:12:05.500]  去回轉
[00:12:05.500 --> 00:12:07.500]  當時以創下先之不斷呼籲他們
[00:12:07.500 --> 00:12:09.500]  你們要先先回轉
[00:12:09.500 --> 00:12:11.500]  才會有平安的路
[00:12:11.500 --> 00:12:13.500]  要得到聖誕的平安
[00:12:13.500 --> 00:12:15.500]  如果沒有悔改
[00:12:15.500 --> 00:12:17.500]  不會有真正的平安
[00:12:17.500 --> 00:12:19.500]  聖經平安的概念
[00:12:19.500 --> 00:12:21.500]  不是沒有困難
[00:12:21.500 --> 00:12:23.500]  不是沒有征戰的意思
[00:12:23.500 --> 00:12:25.500]  聖經平安的概念是說
[00:12:25.500 --> 00:12:27.500]  人向神認罪
[00:12:27.500 --> 00:12:29.500]  清除一切的障礙
[00:12:29.500 --> 00:12:31.500]  因此人神之間
[00:12:31.500 --> 00:12:33.500]  有真正的平安
[00:12:33.500 --> 00:12:35.500]  所以聖經就說
[00:12:35.500 --> 00:12:37.500]  你們要去歸回要悔改
[00:12:37.500 --> 00:12:39.500]  然後你們要平靜
[00:12:39.500 --> 00:12:41.500]  在平靜當中
[00:12:41.500 --> 00:12:43.500]  才可以誠實地反省自己
[00:12:43.500 --> 00:12:45.500]  一班人
[00:12:45.500 --> 00:12:47.500]  大家在爭拗誰對誰錯
[00:12:47.500 --> 00:12:49.500]  你會見到有些人
[00:12:49.500 --> 00:12:51.500]  他們很不願意面對自己的錯失
[00:12:51.500 --> 00:12:53.500]  我們常常說
[00:12:53.500 --> 00:12:55.500]  香港見到一些朋友
[00:12:55.500 --> 00:12:57.500]  他們睜開眼
[00:12:57.500 --> 00:12:59.500]  然後說謊
[00:12:59.500 --> 00:13:01.500]  睜開眼說謊
[00:13:01.500 --> 00:13:03.500]  我沒有錯
[00:13:03.500 --> 00:13:05.500]  誰都知道是他錯
[00:13:05.500 --> 00:13:07.500]  當人在一個
[00:13:07.500 --> 00:13:09.500]  很自以為是的處境裏
[00:13:09.500 --> 00:13:11.500]  不能夠反省自己
[00:13:11.500 --> 00:13:13.500]  所以聖經說
[00:13:13.500 --> 00:13:15.500]  你要平靜
[00:13:15.500 --> 00:13:17.500]  因此詩篇第四篇第四節
[00:13:17.500 --> 00:13:19.500]  就說了一件事
[00:13:19.500 --> 00:13:21.500]  他說你們要留意
[00:13:21.500 --> 00:13:23.500]  當畏懼不可
[00:13:23.500 --> 00:13:25.500]  當畏懼不可犯罪
[00:13:25.500 --> 00:13:27.500]  在床上的時候
[00:13:27.500 --> 00:13:29.500]  要心裡思想
[00:13:29.500 --> 00:13:31.500]  並要肅靜
[00:13:31.500 --> 00:13:33.500]  在床上
[00:13:33.500 --> 00:13:35.500]  當你自己安靜一個人的時候
[00:13:35.500 --> 00:13:37.500]  心裏思想
[00:13:37.500 --> 00:13:39.500]  其實我都有錯
[00:13:39.500 --> 00:13:41.500]  其實我有一個
[00:13:41.500 --> 00:13:43.500]  不正當的動機
[00:13:43.500 --> 00:13:45.500]  其實我在這件事上得罪神
[00:13:45.500 --> 00:13:47.500]  在安靜的時候
[00:13:47.500 --> 00:13:49.500]  心裏面反省自己
[00:13:49.500 --> 00:13:51.500]  以至你自己
[00:13:51.500 --> 00:13:53.500]  心裏面反省自己
[00:13:53.500 --> 00:13:55.500]  以至能夠知道悔改
[00:13:55.500 --> 00:13:57.500]  這是得平安的
[00:13:57.500 --> 00:13:59.500]  必須的第一步
[00:13:59.500 --> 00:14:01.500]  必經的一步
[00:14:01.500 --> 00:14:03.500]  我記得有一次
[00:14:03.500 --> 00:14:05.500]  在北美港島
[00:14:05.500 --> 00:14:07.500]  見到一位弟兄很積極地
[00:14:07.500 --> 00:14:09.500]  侍服
[00:14:09.500 --> 00:14:11.500]  我之後就拉著他聊天
[00:14:11.500 --> 00:14:13.500]  我就問你怎樣信耶穌
[00:14:13.500 --> 00:14:15.500]  他說我信耶穌
[00:14:15.500 --> 00:14:17.500]  很多經歷
[00:14:17.500 --> 00:14:19.500]  他告訴我很多年前
[00:14:19.500 --> 00:14:21.500]  他太太信耶穌
[00:14:21.500 --> 00:14:23.500]  星期天帶著弟弟回教會崇拜
[00:14:23.500 --> 00:14:25.500]  他起床的時候
[00:14:25.500 --> 00:14:27.500]  太太不見了
[00:14:27.500 --> 00:14:29.500]  兒子不見了
[00:14:29.500 --> 00:14:31.500]  很憤怒
[00:14:31.500 --> 00:14:33.500]  然後就說這個神搶了我太太
[00:14:33.500 --> 00:14:35.500]  很不開心
[00:14:35.500 --> 00:14:37.500]  經常和太太爭執
[00:14:37.500 --> 00:14:39.500]  太太一直勸他信耶穌
[00:14:39.500 --> 00:14:41.500]  甚至帶領一些弟兄姊妹來家裡探望他
[00:14:41.500 --> 00:14:43.500]  這位弟兄
[00:14:43.500 --> 00:14:45.500]  當時未信主的時候
[00:14:45.500 --> 00:14:47.500]  和他們猛爭拗
[00:14:47.500 --> 00:14:49.500]  甚至趕他們走
[00:14:49.500 --> 00:14:51.500]  你們爭拗不成就離開吧
[00:14:51.500 --> 00:14:53.500]  很厲害
[00:14:53.500 --> 00:14:55.500]  抗拒福音
[00:14:55.500 --> 00:14:57.500]  第一次早上
[00:14:57.500 --> 00:14:59.500]  他在早上見不到太太
[00:14:59.500 --> 00:15:01.500]  一個人在家裡就埋怨神
[00:15:01.500 --> 00:15:03.500]  在埋怨的時候
[00:15:03.500 --> 00:15:05.500]  他突然有一把聲音在他裡面出現
[00:15:05.500 --> 00:15:07.500]  就問他一個問題
[00:15:07.500 --> 00:15:09.500]  你到什麼時候才肯回家呢
[00:15:09.500 --> 00:15:11.500]  他很驚慌
[00:15:11.500 --> 00:15:13.500]  是什麼時候才肯回家呢
[00:15:13.500 --> 00:15:15.500]  他很驚慌
[00:15:15.500 --> 00:15:17.500]  是什麼聲音呢
[00:15:17.500 --> 00:15:19.500]  突然間他感受到一種很溫暖的感覺
[00:15:19.500 --> 00:15:21.500]  好像一位神告訴他
[00:15:21.500 --> 00:15:23.500]  你還爭拗那麼多幹什麼
[00:15:23.500 --> 00:15:25.500]  我在這裡等著你回來
[00:15:25.500 --> 00:15:27.500]  你快點回來我的家
[00:15:27.500 --> 00:15:29.500]  你快點回到我的陽圈
[00:15:29.500 --> 00:15:31.500]  這位弟兄說
[00:15:31.500 --> 00:15:33.500]  我至少很少哭
[00:15:33.500 --> 00:15:35.500]  但在那一刻
[00:15:35.500 --> 00:15:37.500]  忍不住自己的眼淚一直湧出來
[00:15:37.500 --> 00:15:39.500]  好像神沒有介意他
[00:15:39.500 --> 00:15:41.500]  只是呼籲他
[00:15:41.500 --> 00:15:43.500]  你也回來吧
[00:15:43.500 --> 00:15:45.500]  回到我的家
[00:15:45.500 --> 00:15:47.500]  回到我的陽圈
[00:15:47.500 --> 00:15:49.500]  因此他悔改
[00:15:49.500 --> 00:15:51.500]  他就回轉
[00:15:51.500 --> 00:15:53.500]  人的心回轉之後
[00:15:53.500 --> 00:15:55.500]  他之後就很快樂
[00:15:55.500 --> 00:15:57.500]  積極在教會裡服侍神
[00:15:57.500 --> 00:15:59.500]  得救在乎悔改
[00:15:59.500 --> 00:16:01.500]  平靜
[00:16:01.500 --> 00:16:03.500]  得救在乎安息
[00:16:03.500 --> 00:16:05.500]  在乎安穩
[00:16:05.500 --> 00:16:07.500]  什麼叫做安息呢
[00:16:07.500 --> 00:16:09.500]  大家一定會記得聖經四十六篇所說
[00:16:09.500 --> 00:16:11.500]  你們要安息
[00:16:11.500 --> 00:16:13.500]  你們要安息
[00:16:13.500 --> 00:16:15.500]  要知道什麼
[00:16:15.500 --> 00:16:17.500]  我是神
[00:16:17.500 --> 00:16:19.500]  神告訴我們要留心
[00:16:19.500 --> 00:16:21.500]  要留心知道這位上帝是神
[00:16:21.500 --> 00:16:23.500]  在我們安息的時候
[00:16:23.500 --> 00:16:25.500]  不允許求靠自己
[00:16:25.500 --> 00:16:27.500]  當我們內心不安息的時候
[00:16:27.500 --> 00:16:29.500]  我們有很多恐懼
[00:16:29.500 --> 00:16:31.500]  慌張
[00:16:31.500 --> 00:16:33.500]  因此在不信當中
[00:16:33.500 --> 00:16:35.500]  就會做很多不必要的行動
[00:16:35.500 --> 00:16:37.500]  很多時候甚至有些血氣的行動
[00:16:37.500 --> 00:16:39.500]  好像聖經所描寫
[00:16:39.500 --> 00:16:41.500]  這群人他們要怎麼做呢
[00:16:41.500 --> 00:16:43.500]  大家先看看我們剛才讀的聖經
[00:16:43.500 --> 00:16:45.500]  在接下來的第十六節
[00:16:45.500 --> 00:16:47.500]  他們要怎麼做呢
[00:16:47.500 --> 00:16:49.500]  你們卻說
[00:16:49.500 --> 00:16:51.500]  不如我們騎馬奔走
[00:16:51.500 --> 00:16:53.500]  我們要自己找自己的馬匹
[00:16:53.500 --> 00:16:55.500]  去和敵方對抗
[00:16:55.500 --> 00:16:57.500]  才說
[00:16:57.500 --> 00:16:59.500]  好啊
[00:16:59.500 --> 00:17:01.500]  你們必然要逃走
[00:17:01.500 --> 00:17:03.500]  這個逃走
[00:17:03.500 --> 00:17:05.500]  不同於剛才的奔走
[00:17:05.500 --> 00:17:07.500]  是表示他們要逃離
[00:17:07.500 --> 00:17:09.500]  沒有辦法面對受敵
[00:17:09.500 --> 00:17:11.500]  他們說不要緊
[00:17:11.500 --> 00:17:13.500]  我們的馬很快的
[00:17:13.500 --> 00:17:15.500]  很快的馬匹
[00:17:15.500 --> 00:17:17.500]  然後聖經就說
[00:17:17.500 --> 00:17:19.500]  所以追趕你們的也必飛快
[00:17:19.500 --> 00:17:21.500]  一人戚學
[00:17:21.500 --> 00:17:23.500]  必令千人逃跑
[00:17:23.500 --> 00:17:25.500]  五個人戚學你們
[00:17:25.500 --> 00:17:27.500]  你們全都要逃跑
[00:17:27.500 --> 00:17:29.500]  以至剩下的好像山頂的旗桿
[00:17:29.500 --> 00:17:31.500]  岡上的大旗
[00:17:31.500 --> 00:17:33.500]  好像什麼呢
[00:17:33.500 --> 00:17:35.500]  好像在山頂一支
[00:17:35.500 --> 00:17:37.500]  無門的旗桿
