
[00:00:00.000 --> 00:00:03.360]  大家會知道我們在今年特別強調
[00:02:26.360 --> 00:02:28.360]  如果你走一條路不斷去追尋
[00:02:28.360 --> 00:02:30.600]  去到的時候才發覺錯誤
[00:02:30.600 --> 00:02:33.840]  是很大的遺憾和悲哀
[00:02:33.840 --> 00:02:35.200]  因此常常問一個問題
[00:02:35.200 --> 00:02:39.040]  就是我人生的正確目標是什麼
[00:02:39.040 --> 00:02:41.760]  而聖經給我們一個方向就是
[00:02:41.760 --> 00:02:44.720]  耶穌基督是我們的生命
[00:02:44.720 --> 00:02:48.880]  因此當我們不斷去追求得著耶穌基督
[00:02:48.880 --> 00:02:52.920]  這就成為了我們人生一個重要的目標
[00:02:52.920 --> 00:02:54.960]  所以我們就看外面各個方向
[00:02:54.960 --> 00:02:57.760]  一起思想聖經裏面的經文
[00:02:57.760 --> 00:03:01.320]  怎樣來得著基督為我們的目標
[00:03:01.320 --> 00:03:06.480]  大家請看第三章第一節
[00:03:06.480 --> 00:03:09.280]  我今天請大家幫我多讀一些經文
[00:03:09.280 --> 00:03:11.280]  我少說一些話
[00:03:11.280 --> 00:03:13.640]  第三章第一節大家一起讀 好不好?
[00:03:13.640 --> 00:03:16.680]  弟兄們 我還有話說
[00:03:16.680 --> 00:03:18.960]  你們要靠主喜樂
[00:03:18.960 --> 00:03:21.800]  或者說再捨給你們
[00:03:21.800 --> 00:03:23.760]  於我並不為難
[00:03:23.760 --> 00:03:26.920]  於你們卻是妥當
[00:03:26.920 --> 00:03:28.720]  聖經裏面一開始提的時候
[00:03:28.720 --> 00:03:32.720]  保羅就提及一個重要的重點
[00:03:32.720 --> 00:03:35.840]  他說你們要靠主喜樂
[00:03:35.840 --> 00:03:38.520]  很明顯保羅曾經提醒過
[00:03:38.520 --> 00:03:40.720]  菲律賓教會這件事情
[00:03:40.720 --> 00:03:43.520]  現在他再重複地提醒
[00:03:43.520 --> 00:03:45.880]  保羅說沒有問題 我可以再提
[00:03:45.880 --> 00:03:48.720]  但是對你們是很重要的
[00:03:48.720 --> 00:03:50.320]  當時保羅這樣說的時候
[00:03:50.320 --> 00:03:53.040]  大家記得他在監牢裏面
[00:03:53.040 --> 00:03:55.120]  他自己可以喜樂
[00:03:55.120 --> 00:03:58.360]  而且他可以勸人繼續喜樂
[00:03:58.360 --> 00:03:59.960]  菲律賓教會當時面對著的
[00:03:59.960 --> 00:04:03.200]  就是很多猶太人對他們很多的攻擊
[00:04:03.200 --> 00:04:06.440]  很多外面給他們的挑戰
[00:04:06.440 --> 00:04:11.080]  但是保羅就說你們可以靠主喜樂
[00:04:11.080 --> 00:04:14.400]  很多人不明白 以為基督徒是阿Q精神
[00:04:14.400 --> 00:04:17.480]  明明不開心 怎麼會開心呢
[00:04:17.480 --> 00:04:20.280]  但是他們不知道原來在基督裏
[00:04:20.280 --> 00:04:23.000]  是可以常常喜樂的
[00:04:23.000 --> 00:04:24.840]  因為在耶穌基督裏面
[00:04:24.840 --> 00:04:28.480]  是幫助我們超越了環境
[00:04:28.480 --> 00:04:29.800]  因為大家都會明白
[00:04:29.800 --> 00:04:32.640]  人生很多事情都會有變化
[00:04:32.640 --> 00:04:35.240]  很多事情都會突然間失去
[00:04:35.240 --> 00:04:37.320]  突然間失去了健康
[00:04:37.320 --> 00:04:38.960]  突然間失去了財富
[00:04:38.960 --> 00:04:43.120]  或者失去了最親密的親人、朋友
[00:04:43.120 --> 00:04:45.040]  但是正如所說的
[00:04:45.040 --> 00:04:47.400]  主耶穌將祂自己賜給我們
[00:04:47.400 --> 00:04:49.680]  是永遠不會離開我們
[00:04:49.680 --> 00:04:51.760]  我們上次所說的真理
[00:04:51.760 --> 00:04:53.080]  滲透了聖靈
[00:04:53.080 --> 00:04:55.360]  永遠與我們同在
[00:04:55.360 --> 00:04:58.120]  因此主耶穌不會離開我們
[00:04:58.120 --> 00:05:00.120]  因此在主耶穌裏面
[00:05:00.120 --> 00:05:02.640]  我們仍然在任何環境當中
[00:05:02.640 --> 00:05:06.040]  可以快樂
[00:05:06.040 --> 00:05:09.480]  各位靈異智慧 或者你覺得不是很真實
[00:05:09.480 --> 00:05:11.160]  但你試一下
[00:05:11.160 --> 00:05:14.200]  當你面對一些困難的環境的時候
[00:05:14.200 --> 00:05:17.600]  你試一下將你的心思集中在主耶穌裏面
[00:05:17.600 --> 00:05:22.200]  你求祂將那份不能被動搖的喜樂
[00:05:22.200 --> 00:05:23.880]  放在你的心裏面
[00:05:23.880 --> 00:05:24.920]  去經驗一下
[00:05:24.920 --> 00:05:31.560]  祂常下那份不能被動搖的平安和喜樂
[00:05:31.560 --> 00:05:32.920]  我記得我看到一本書
[00:05:32.920 --> 00:05:34.200]  提到約翰·魏斯利
[00:05:34.200 --> 00:05:37.480]  給大家認識一位很重要的先賢
[00:05:37.480 --> 00:05:39.080]  他提到他收到一封信
[00:05:39.080 --> 00:05:41.880]  一位他不認識的男士
[00:05:41.880 --> 00:05:43.480]  來告訴他
[00:05:43.480 --> 00:05:44.800]  這位男士說
[00:05:44.800 --> 00:05:47.560]  我的兒子在監牢裏面
[00:05:47.560 --> 00:05:48.920]  在監牢裏面
[00:05:48.920 --> 00:05:51.320]  而且他是面對著死刑
[00:05:51.320 --> 00:05:53.560]  很傷心 很難過
[00:05:53.560 --> 00:05:54.760]  但這位父親就說
[00:05:54.760 --> 00:05:57.160]  他說我很奇妙經歷一件事情
[00:05:57.160 --> 00:05:59.440]  我的兒子信耶穌
[00:05:59.440 --> 00:06:00.880]  當我信耶穌之後
[00:06:00.880 --> 00:06:03.120]  我親眼看到他
[00:06:03.120 --> 00:06:06.960]  他的平安是與日俱增
[00:06:06.960 --> 00:06:08.760]  雖然步向死亡
[00:06:08.760 --> 00:06:11.280]  但他的平安不斷地來到他
[00:06:11.280 --> 00:06:13.400]  不斷地增加
[00:06:13.400 --> 00:06:15.600]  當他預備離開監牢
[00:06:15.600 --> 00:06:17.520]  去到刑場的時候
[00:06:17.520 --> 00:06:19.480]  他走出來的時候
[00:06:19.480 --> 00:06:21.040]  大家看到他的面容
[00:06:21.040 --> 00:06:24.000]  是充滿著一種很大的鎮靜
[00:06:24.000 --> 00:06:26.840]  和一種的祥和
[00:06:26.840 --> 00:06:28.360]  甚至旁邊的人都很驚訝
[00:06:28.360 --> 00:06:30.280]  為何一個人面對死刑
[00:06:30.280 --> 00:06:31.920]  竟然這麼平安
[00:06:31.920 --> 00:06:34.200]  這麼安穩呢
[00:06:34.200 --> 00:06:35.520]  這位父親將這件事情
[00:06:35.520 --> 00:06:37.040]  寫給約翰·衛斯理
[00:06:37.040 --> 00:06:39.120]  約翰·衛斯理就將它寫下
[00:06:39.120 --> 00:06:42.200]  以至今天我們都看到這個見證
[00:06:42.200 --> 00:06:43.800]  很多基督徒都經歷到
[00:06:43.800 --> 00:06:47.160]  不是自己的性格比較樂天
[00:06:47.160 --> 00:06:48.640]  不是我比別人強
[00:06:48.640 --> 00:06:50.160]  可以很堅強
[00:06:50.160 --> 00:06:53.520]  而是主耶穌在我裏面
[00:06:53.520 --> 00:06:54.320]  各位弟兄姊妹
[00:06:54.320 --> 00:06:56.720]  當你得著基督的時候
[00:06:56.720 --> 00:06:58.160]  你會經驗到
[00:06:58.160 --> 00:07:01.000]  耶穌基督在你裏面成為你的力量
[00:07:01.000 --> 00:07:03.680]  能夠常常可以起來
[00:07:03.680 --> 00:07:06.120]  面對不同的處境
[00:07:06.120 --> 00:07:08.120]  這是保羅所首先講的
[00:07:08.120 --> 00:07:09.840]  勸他們要靠主
[00:07:09.840 --> 00:07:13.440]  或者說在主裏起來
[00:07:13.440 --> 00:07:15.160]  當他講完這件事情之後
[00:07:15.160 --> 00:07:18.480]  他就提到得著基督的其他方面
[00:07:18.480 --> 00:07:20.320]  首先他會提到
[00:07:20.320 --> 00:07:21.600]  要得著基督
[00:07:21.600 --> 00:07:24.680]  就要防備那些錯誤的道理
[00:07:24.680 --> 00:07:26.600]  大家再看第二節
[00:07:26.600 --> 00:07:27.800]  第三節
[00:07:27.800 --> 00:07:30.160]  請大家讀第二第三節
[00:07:30.160 --> 00:07:32.560]  應當防備婉慮
[00:07:32.560 --> 00:07:34.280]  防備作惡的
[00:07:34.280 --> 00:07:36.760]  防備妄自暗惡的
[00:07:36.760 --> 00:07:39.000]  因為是親手害的
[00:07:39.000 --> 00:07:42.400]  乃是妄不捨之心的令人變化
[00:07:42.400 --> 00:07:44.920]  受基督的操累誇獎
[00:07:44.920 --> 00:07:48.040]  得教授要體的
[00:07:48.040 --> 00:07:52.120]  主要說要防備那些全錯誤道理
[00:07:52.120 --> 00:07:54.200]  當時有些猶太人他們認為
[00:07:54.200 --> 00:07:55.640]  要得到救恩
[00:07:55.640 --> 00:08:00.480]  是必須首先接受身體上的割禮
[00:08:00.480 --> 00:08:03.880]  如果沒有割禮就不會得救了
[00:08:03.880 --> 00:08:06.640]  保羅在多處經文大家都會留意到
[00:08:06.640 --> 00:08:10.280]  上上指斥這些觀念是錯誤的
[00:08:10.280 --> 00:08:12.640]  《南華書》第二章二十八節
[00:08:12.640 --> 00:08:13.720]  保羅就清楚講
[00:08:13.720 --> 00:08:15.600]  他說真正的割禮
[00:08:15.600 --> 00:08:18.760]  不是在肉身上的
[00:08:18.760 --> 00:08:21.760]  而是在心裏面的
[00:08:21.760 --> 00:08:23.760]  以前的割禮是當神
[00:08:23.760 --> 00:08:26.360]  和以色列民族納約的時候
[00:08:26.360 --> 00:08:28.560]  在他們身上的一個記號
[00:08:28.560 --> 00:08:31.120]  表示他們是屬於神
[00:08:31.120 --> 00:08:32.880]  但這個身體的記號
[00:08:32.880 --> 00:08:34.800]  只不過是當時的一個
[00:08:34.800 --> 00:08:38.520]  對身體的一種具體的表達
[00:08:38.520 --> 00:08:40.520]  但並不是一個後來
[00:08:40.520 --> 00:08:42.640]  當主耶穌臨到來
[00:08:42.640 --> 00:08:44.080]  成就救恩的時候
[00:08:44.080 --> 00:08:46.760]  的一個得救的條件
[00:08:46.760 --> 00:08:48.720]  所以當時聖經很清楚講
[00:08:48.720 --> 00:08:52.040]  真割禮是在心裏面的
[00:08:52.040 --> 00:08:53.480]  是靠著聖靈
[00:08:53.480 --> 00:08:58.200]  憑著信心領受耶穌的救恩而得到的
[00:08:58.200 --> 00:08:59.600]  所以當時有些人就
[00:08:59.600 --> 00:09:02.640]  他們妄自行割
[00:09:02.640 --> 00:09:03.560]  聖經就說
[00:09:03.560 --> 00:09:05.880]  他們就是隨著自己的意思
[00:09:05.880 --> 00:09:07.200]  去宰割自己
[00:09:07.200 --> 00:09:08.680]  意思就是這樣
[00:09:08.680 --> 00:09:09.560]  自己宰割自己
[00:09:09.560 --> 00:09:15.520]  就當是一種自己成功過別人的一個原因
[00:09:15.520 --> 00:09:16.600]  大家有些時候可能留意到
[00:09:16.600 --> 00:09:18.000]  在東南亞地區
[00:09:18.000 --> 00:09:19.840]  一到壽苦節的時候
[00:09:19.840 --> 00:09:22.040]  他們會怎樣做呢?
[00:09:22.040 --> 00:09:24.160]  自己釘自己的十字架
[00:09:24.160 --> 00:09:25.920]  有人抬著他們到處走
[00:09:25.920 --> 00:09:29.560]  就表示他們更加得神的喜悅
[00:09:29.560 --> 00:09:31.720]  這是妄自行割
[00:09:31.720 --> 00:09:33.640]  不是神的意思
[00:09:33.640 --> 00:09:37.200]  因此保羅強調真正的割禮
[00:09:37.200 --> 00:09:40.800]  大家再看下面第三節
[00:09:40.800 --> 00:09:42.400]  「真受割禮的
[00:09:42.400 --> 00:09:45.880]  乃是我們以神的靈敬拜」
[00:09:45.880 --> 00:09:49.560]  意味是憑著聖靈去到神的面前
[00:09:49.560 --> 00:09:52.440]  不是我們自己能夠到神面前
[00:09:52.440 --> 00:09:53.400]  第二
[00:09:53.400 --> 00:09:57.080]  「在基督耶穌裡跨口」
[00:09:57.080 --> 00:09:59.240]  一切都是耶穌基督的工作
[00:09:59.240 --> 00:10:02.560]  不是我們可以有跨口的地方
[00:10:02.560 --> 00:10:03.400]  第三
[00:10:03.400 --> 00:10:05.720]  「是不靠肉體的
[00:10:05.720 --> 00:10:09.640]  不是憑著我個人的力量去得到的」
[00:10:09.640 --> 00:10:12.960]  因此保羅清楚強調這三方面
[00:10:12.960 --> 00:10:14.680]  一個人得著主
[00:10:14.680 --> 00:10:19.120]  一定是以神的靈敬拜
[00:10:19.120 --> 00:10:21.160]  去基督耶穌裡跨口
[00:10:21.160 --> 00:10:24.720]  以及不靠著肉體
[00:10:24.720 --> 00:10:26.120]  說到這裏有人以為
[00:10:26.120 --> 00:10:29.400]  保羅本身是凡夫走卒
[00:10:29.400 --> 00:10:30.680]  他沒有甚麼身份地位
[00:10:30.680 --> 00:10:32.480]  所以才這樣說
[00:10:32.480 --> 00:10:33.640]  但保羅說不是
[00:10:33.640 --> 00:10:36.040]  其實我有很多值得跨口的地方
[00:10:36.040 --> 00:10:37.360]  所以第四節說
[00:10:37.360 --> 00:10:41.560]  其實我又可以靠肉體了
[00:10:41.560 --> 00:10:43.080]  接著在下面的經文
[00:10:43.080 --> 00:10:46.080]  保羅開始說他很多的威風事
[00:10:46.080 --> 00:10:48.880]  用我們香港人的常常說
[00:10:48.880 --> 00:10:51.160]  開始show quality
[00:10:51.160 --> 00:10:52.880]  其實我有很多很好的背景
[00:10:52.880 --> 00:10:54.000]  你不知道
[00:10:54.000 --> 00:10:56.560]  保羅迫不得已要將這些事情說出來
[00:10:56.560 --> 00:10:57.920]  我請大家一起讀讀
[00:10:57.920 --> 00:11:01.920]  從第四節一直讀到第六節
[00:11:01.920 --> 00:11:05.120]  「其實我又可以靠肉體
[00:11:05.120 --> 00:11:08.480]  有些事件只能靠肉體
[00:11:08.480 --> 00:11:10.760]  我更可以靠著肉體
[00:11:10.760 --> 00:11:13.040]  我更能夠接受肉體
[00:11:13.040 --> 00:11:14.720]  我是以聖祭祝
[00:11:14.720 --> 00:11:16.720]  以馬克思拜的人
[00:11:16.720 --> 00:11:19.880]  是以馬克思所稱的基督教人
[00:11:19.880 --> 00:11:21.200]  就如法書
[00:11:21.200 --> 00:11:23.000]  我是法理才人
[00:11:23.000 --> 00:11:24.400]  就如心術
[00:11:24.400 --> 00:11:26.320]  我是基督教徒
[00:11:26.320 --> 00:11:28.400]  就如法學的醫術
[00:11:28.400 --> 00:11:30.920]  我是無可選擇的」
[00:11:30.920 --> 00:11:32.280]  保羅說到
[00:11:32.280 --> 00:11:36.680]  其實他的出身是所謂名門正宗
[00:11:36.680 --> 00:11:38.440]  他是有很好的出身
[00:11:38.440 --> 00:11:39.840]  他第八天受國禮
[00:11:39.840 --> 00:11:42.040]  意味著他一出生的時候
[00:11:42.040 --> 00:11:46.120]  他的家庭已經是屬於正式的猶太人
[00:11:46.120 --> 00:11:48.080]  不是後來加入的
[00:11:48.080 --> 00:11:49.760]  是一出生他父母是
[00:11:49.760 --> 00:11:51.480]  而他自己也是
[00:11:51.480 --> 00:11:52.960]  是屬於以色列族
[00:11:52.960 --> 00:11:54.880]  是神的選民
[00:11:54.880 --> 00:11:56.720]  是變亞敏支派
[00:11:56.720 --> 00:11:57.960]  大家知道變亞敏支派
[00:11:57.960 --> 00:12:01.360]  是當時一些很受尊重的支派
[00:12:01.360 --> 00:12:02.600]  當時大家記得
[00:12:02.600 --> 00:12:05.080]  在以色列的歷史當中
[00:12:05.080 --> 00:12:09.240]  當南邊的國家和北邊的國家分裂的時候
[00:12:09.240 --> 00:12:12.000]  耶路撒冷產生了一個分裂
[00:12:12.000 --> 00:12:14.840]  有十個支派跟隨了耶路撒冷
[00:12:14.840 --> 00:12:17.800]  剩下兩個支派保留著
[00:12:17.800 --> 00:12:21.680]  就是猶太和變亞敏
[00:12:21.680 --> 00:12:23.080]  因此在以色列的歷史當中
[00:12:23.080 --> 00:12:26.440]  變亞敏支派是備受尊重的支派
[00:12:26.440 --> 00:12:27.080]  保羅說
[00:12:27.080 --> 00:12:30.640]  「我的出身是屬於變亞敏支派」
[00:12:30.640 --> 00:12:31.360]  然後他說
[00:12:31.360 --> 00:12:34.280]  「我是希伯來人所生的希伯來人」
[00:12:34.280 --> 00:12:38.600]  也意味著他仍然在說很純正的希伯來話
[00:12:38.600 --> 00:12:41.720]  猶太人散佈全世界不同的地方的時候
[00:12:41.720 --> 00:12:44.240]  他們會受當地的民族所影響
[00:12:44.240 --> 00:12:45.720]  很多說希臘話
[00:12:45.720 --> 00:12:48.400]  不懂得說自己的希伯來話
[00:12:48.400 --> 00:12:49.280]  但是保羅說
[00:12:49.280 --> 00:12:51.400]  「我是希伯來人的希伯來人」
[00:12:51.400 --> 00:12:56.280]  意味著他仍然能夠掌握到最純正的希伯來話
[00:12:56.280 --> 00:12:57.160]  當他一直說的時候
[00:12:57.160 --> 00:12:59.400]  他說「律法來說我是法理錯人
[00:12:59.400 --> 00:13:02.760]  就熱心來說我是迫不及待教會的
[00:13:02.760 --> 00:13:04.840]  而且在律法上的意義來說
[00:13:04.840 --> 00:13:06.480]  我是甚麼?
[00:13:06.480 --> 00:13:08.640]  無可指責」
[00:13:08.640 --> 00:13:10.520]  有誰能夠這樣說呢?
[00:13:10.520 --> 00:13:12.520]  但是保羅的確在他以前
[00:13:12.520 --> 00:13:14.360]  按照世界的標準
[00:13:14.360 --> 00:13:16.960]  他有些很有地位
[00:13:16.960 --> 00:13:18.480]  在宗教上
[00:13:18.480 --> 00:13:21.240]  在民族的身份地位上
[00:13:21.240 --> 00:13:23.560]  是很崇高的
[00:13:23.560 --> 00:13:26.080]  但是他不是停在這裡
[00:13:26.080 --> 00:13:28.960]  大家看第七節
[00:13:28.960 --> 00:13:30.320]  保羅很清楚地說
[00:13:30.320 --> 00:13:34.040]  「只是我先前以為與我有益的
[00:13:34.040 --> 00:13:40.240]  我現在因基督都當作有損的」
[00:13:40.240 --> 00:13:41.920]  要得著基督
[00:13:41.920 --> 00:13:44.880]  一些世人以為有益的事情
[00:13:44.880 --> 00:13:48.920]  我們會看作是損失
[00:13:48.920 --> 00:13:50.120]  損失來的
[00:13:50.120 --> 00:13:52.680]  不是真正的益處
[00:13:52.680 --> 00:13:53.840]  而保羅就說
[00:13:53.840 --> 00:13:56.040]  在第八節
[00:13:56.040 --> 00:13:57.360]  這句寫得太寶貴了
[00:13:57.360 --> 00:13:59.240]  大家一起再讀
[00:13:59.240 --> 00:14:00.920]  「不但如此
[00:14:00.920 --> 00:14:04.360]  我也將萬事當作有損的
[00:14:04.360 --> 00:14:08.920]  因我已認識我主基督耶穌為至寶
[00:14:08.920 --> 00:14:11.920]  我為他已經驕氣萬事
[00:14:11.920 --> 00:14:13.560]  看作墳土
[00:14:13.560 --> 00:14:16.960]  為要得著基督」
[00:14:16.960 --> 00:14:19.120]  當聖經說到
[00:14:19.120 --> 00:14:20.280]  保羅說
[00:14:20.280 --> 00:14:24.120]  「我將萬事當作有損的」
[00:14:24.120 --> 00:14:26.120]  或者大家都覺得很奇怪
[00:14:26.120 --> 00:14:28.400]  全世界這麼多萬事萬物
[00:14:28.400 --> 00:14:31.720]  怎麼會全部都是有損失呢?
[00:14:31.720 --> 00:14:34.720]  沒錯 很多事情本身有價值
[00:14:34.720 --> 00:14:37.240]  但是保羅他的理解就是
[00:14:37.240 --> 00:14:38.840]  任何的事情
[00:14:38.840 --> 00:14:42.040]  妨礙他去得著基督
[00:14:42.040 --> 00:14:45.000]  就變成有損失
[00:14:45.000 --> 00:14:49.920]  任何事情減少了他對得著基督的追求
[00:14:49.920 --> 00:14:54.520]  這些事情就變成有損失
[00:14:54.520 --> 00:14:55.640]  各位靈性姐妹
[00:14:55.640 --> 00:14:56.800]  人生很多事情
[00:14:56.800 --> 00:14:59.280]  我們都會想掌握著
[00:14:59.280 --> 00:15:00.840]  希望有一些保障
[00:15:00.840 --> 00:15:02.840]  有一些平安
[00:15:02.840 --> 00:15:05.160]  有些人覺得他最大的保障
[00:15:05.160 --> 00:15:09.360]  就是他買了一隻最穩定的基金
[00:15:09.360 --> 00:15:09.960]  沒問題的
[00:15:09.960 --> 00:15:14.920]  一定會保障自己將來會得到一些款項
[00:15:14.920 --> 00:15:17.280]  有些人認為他最大的保障
[00:15:17.280 --> 00:15:20.760]  可能就是某一些關係網絡
[00:15:20.760 --> 00:15:23.760]  某一些人認為他最大的保障
[00:15:23.760 --> 00:15:30.240]  就是他能夠有一個很體貼他的丈夫
[00:15:30.240 --> 00:15:32.680]  沒錯 我們都需要保障的
[00:15:32.680 --> 00:15:35.760]  但是何時我們緊握著這些保障
[00:15:35.760 --> 00:15:38.280]  以為是我們最終的倚靠
[00:15:38.280 --> 00:15:43.640]  而放輕了去抓住耶穌基督
[00:15:43.640 --> 00:15:48.800]  這些一切的保障就變成了對我們的損失
[00:15:48.800 --> 00:15:51.880]  或者我用一個很簡單的比喻
[00:15:51.880 --> 00:15:52.680]  一個小孩子
[00:15:52.680 --> 00:15:56.280]  當他在一條很黑的街道上走的時候
[00:15:56.280 --> 00:15:57.760]  爸爸想牽著他
[00:15:57.760 --> 00:16:00.040]  因為很黑很容易會跌倒
[00:16:00.040 --> 00:16:02.480]  這個小孩子抱著一個很大的毛公仔
[00:16:02.480 --> 00:16:04.600]  是他最喜歡的毛公仔
[00:16:04.600 --> 00:16:07.880]  常常帶給他溫暖 帶給他安慰
[00:16:07.880 --> 00:16:08.760]  一路走的時候
[00:16:08.760 --> 00:16:11.880]  這個小孩子抱著毛公仔很緊
[00:16:11.880 --> 00:16:13.600]  很緊很緊
[00:16:13.600 --> 00:16:16.240]  因為他知道很黑 很危險
[00:16:16.240 --> 00:16:17.680]  但因為抱得太緊
[00:16:17.680 --> 00:16:20.680]  爸爸說你給我手 我牽著你
[00:16:20.680 --> 00:16:22.880]  他就伸出了兩隻手指
[00:16:22.880 --> 00:16:25.680]  讓我牽著他
[00:16:25.680 --> 00:16:27.800]  但是兩隻手指牽得不緊
[00:16:27.800 --> 00:16:31.080]  他一不小心就跌倒
[00:16:31.080 --> 00:16:32.280]  大家明白
[00:16:32.280 --> 00:16:35.320]  這個毛公仔可以是有好處的
[00:16:35.320 --> 00:16:38.960]  但因為太過抓緊這個倚靠
[00:16:38.960 --> 00:16:41.760]  不知道他伸手出來給耶穌基督
[00:16:41.760 --> 00:16:43.680]  他在騙我們
[00:16:43.680 --> 00:16:49.320]  這個毛公仔就成為了對我們有損失
[00:16:49.320 --> 00:16:50.640]  任何的倚靠
[00:16:50.640 --> 00:16:54.480]  如果不是真正的交在主的手當中
[00:16:54.480 --> 00:16:56.960]  會成為了我們的損失
[00:16:56.960 --> 00:16:58.520]  因此波羅清初說
[00:16:58.520 --> 00:17:01.600]  他說「浸河就算有成就
[00:17:01.600 --> 00:17:03.920]  有偉大的價值的東西
[00:17:03.920 --> 00:17:08.720]  我都當作墳土那樣丟棄它
[00:17:08.720 --> 00:17:12.960]  丟棄這些免得這些產生對我的吸引
[00:17:12.960 --> 00:17:15.760]  免得我失去自保」
[00:17:15.760 --> 00:17:19.360]  上來再看經文
[00:17:19.360 --> 00:17:20.920]  「不但如此
[00:17:20.920 --> 00:17:24.560]  我也將萬事當作有損的
[00:17:24.560 --> 00:17:29.040]  因我以認識我主基督耶穌為自保」
[00:17:29.040 --> 00:17:31.200]  「自保」這個字是說
[00:17:31.200 --> 00:17:35.880]  超越一切價值的最寶貴的東西
[00:17:35.880 --> 00:17:38.720]  「而我為他已經丟棄萬事
[00:17:38.720 --> 00:17:40.040]  看作墳土」
[00:17:40.040 --> 00:17:42.240]  目的是甚麼?
[00:17:42.240 --> 00:17:45.000]  「為要得著基督」
[00:17:45.000 --> 00:17:48.640]  這個正是保羅的目的
[00:17:48.640 --> 00:17:50.480]  或者再簡單一點說
[00:17:50.480 --> 00:17:53.240]  甚麼是得著基督?
[00:17:53.240 --> 00:17:55.000]  在人生的路上
[00:17:55.000 --> 00:17:58.800]  當我們多一點去信靠耶穌
[00:17:58.800 --> 00:18:01.800]  多一點去信從耶穌
[00:18:01.800 --> 00:18:06.120]  我們就多一點得著基督
[00:18:06.120 --> 00:18:09.240]  不是我們去買了耶穌回來
[00:18:09.240 --> 00:18:12.560]  不是我們憑著自己去賺取耶穌回來
[00:18:12.560 --> 00:18:14.880]  而是在耶穌給我們人生的路上
[00:18:14.880 --> 00:18:16.800]  一路跟著祂走
[00:18:16.800 --> 00:18:19.320]  走在祂的路上
[00:18:19.320 --> 00:18:22.800]  進入祂的生命軌跡裡
[00:18:22.800 --> 00:18:27.560]  在那時候我們就更多得著耶穌自己
[00:18:27.560 --> 00:18:28.720]  因此保羅上說
