
[00:00:00.000 --> 00:00:13.000]  感謝主再一次賜給我機會能夠和各位土內的弟兄姊妹來彼此的勉勵提醒
[00:17:41.000 --> 00:17:46.000]  應驗的這個牌子上所寫的話
[00:17:46.000 --> 00:17:49.000]  我們真實看見
[00:17:49.000 --> 00:17:51.000]  耶穌基督
[00:17:51.000 --> 00:17:54.000]  在宗教界
[00:17:54.000 --> 00:17:56.000]  是王
[00:17:56.000 --> 00:18:00.000]  今天信基督的人
[00:18:00.000 --> 00:18:05.000]  比任何信其他宗教的人更多
[00:18:05.000 --> 00:18:08.000]  我看見了一個報告
[00:18:08.000 --> 00:18:10.000]  統計的報告
[00:18:10.000 --> 00:18:16.000]  今天在全世界人口六十億的當中
[00:18:16.000 --> 00:18:23.000]  有二十億是敬拜主耶穌的
[00:18:23.000 --> 00:18:26.000]  所以在宗教界
[00:18:26.000 --> 00:18:32.000]  我們看見主是王是主
[00:18:32.000 --> 00:18:35.000]  我們看見在政治界
[00:18:35.000 --> 00:18:38.000]  羅馬帝國那麼強大
[00:18:38.000 --> 00:18:42.000]  但是在主侯第四世紀
[00:18:42.000 --> 00:18:49.000]  接受了基督教的信仰
[00:18:49.000 --> 00:18:57.000]  羅馬的皇帝也要歸順基督
[00:18:57.000 --> 00:19:01.000]  所以在政治上
[00:19:01.000 --> 00:19:05.000]  我們看見耶穌基督
[00:19:05.000 --> 00:19:10.000]  他的教導和跟從他的人
[00:19:10.000 --> 00:19:17.000]  在全世界有許許多多政界的領袖
[00:19:17.000 --> 00:19:20.000]  我們看見在文化界
[00:19:20.000 --> 00:19:25.000]  今天全世界最強的最流行的文化
[00:19:25.000 --> 00:19:28.000]  是西方的文化
[00:19:28.000 --> 00:19:30.000]  而西方的文化
[00:19:30.000 --> 00:19:35.000]  實質上是基督教的文化
[00:19:35.000 --> 00:19:38.000]  所以我們看見
[00:19:38.000 --> 00:19:42.000]  在宣佈真理的時候
[00:19:42.000 --> 00:19:45.000]  我們要清楚認識
[00:19:45.000 --> 00:19:49.000]  耶穌基督是真理的王
[00:19:49.000 --> 00:19:51.000]  每一個認識真理的人
[00:19:51.000 --> 00:19:57.000]  要跟從他擁戴他為王
[00:19:57.000 --> 00:20:01.000]  我們再看下面
[00:20:01.000 --> 00:20:04.000]  違背父母
[00:20:04.000 --> 00:20:12.000]  那麼這是反家庭價值的態度
[00:20:12.000 --> 00:20:16.000]  Anti-Family Value
[00:20:16.000 --> 00:20:24.000]  這是讓家庭解體的一種現象
[00:20:24.000 --> 00:20:29.000]  今天許多的家庭破碎
[00:20:29.000 --> 00:20:32.000]  支離破碎
[00:20:32.000 --> 00:20:37.000]  有多少的夫婦分離
[00:20:37.000 --> 00:20:42.000]  多少的子女流浪
[00:20:42.000 --> 00:20:45.000]  在這樣的一個處境當中
[00:20:45.000 --> 00:20:47.000]  潮流當中
[00:20:47.000 --> 00:20:49.000]  我們真是願意記得
[00:20:49.000 --> 00:20:53.000]  約書亞記二十四章十五節
[00:20:53.000 --> 00:20:55.000]  他的宣告
[00:20:55.000 --> 00:20:57.000]  至於我和我一家
[00:20:57.000 --> 00:21:04.000]  我們必定侍奉耶和華
[00:21:04.000 --> 00:21:08.000]  這是今天要保全
[00:21:08.000 --> 00:21:13.000]  我們的家庭的正確的價值
[00:21:13.000 --> 00:21:19.000]  必須有的一個措施
[00:21:19.000 --> 00:21:22.000]  然後我們看見
[00:21:22.000 --> 00:21:26.000]  下面講的心不勝解
[00:21:26.000 --> 00:21:33.000]  這是色情主義
[00:21:33.000 --> 00:21:39.000]  在最近香港的報紙上的一個報導
[00:21:39.000 --> 00:21:43.000]  香港的色情架構
[00:21:43.000 --> 00:21:50.000]  每年盈利四十億
[00:21:50.000 --> 00:21:53.000]  色情的架構
[00:21:53.000 --> 00:21:59.000]  每年盈利四十億
[00:21:59.000 --> 00:22:02.000]  你看香港這個地方
[00:22:02.000 --> 00:22:05.000]  這個色情氾濫
[00:22:05.000 --> 00:22:12.000]  是何等何等的可怕也可悲
[00:22:12.000 --> 00:22:17.000]  針對這樣的一個處境潮流
[00:22:17.000 --> 00:22:22.000]  我們想到彼得前書二章九節
[00:22:22.000 --> 00:22:25.000]  在那裡彼得被聖靈感動
[00:22:25.000 --> 00:22:27.000]  對基督徒說
[00:22:27.000 --> 00:22:31.000]  你們是被涓涓的走累
[00:22:31.000 --> 00:22:36.000]  是聖潔的果度
[00:22:36.000 --> 00:22:41.000]  基督徒是一個聖潔的果度
[00:22:41.000 --> 00:22:50.000]  要從墮落的環境潮流當中
[00:22:50.000 --> 00:22:53.000]  被主釋放出來
[00:22:53.000 --> 00:22:57.000]  這也是一種的出哀急
[00:22:57.000 --> 00:22:59.000]  現代的出哀急
[00:22:59.000 --> 00:23:01.000]  因為太多的人
[00:23:01.000 --> 00:23:03.000]  越來越多的人
[00:23:03.000 --> 00:23:10.000]  落在色情的困防之下
[00:23:10.000 --> 00:23:14.000]  還有我們再看下去
[00:23:14.000 --> 00:23:17.000]  不解怨
[00:23:17.000 --> 00:23:18.000]  對不起
[00:23:18.000 --> 00:23:23.000]  性情凶暴
[00:23:23.000 --> 00:23:29.000]  這是暴力主義
[00:23:29.000 --> 00:23:32.000]  今天暴力的事
[00:23:32.000 --> 00:23:35.000]  越來越多了
[00:23:35.000 --> 00:23:39.000]  我們每一天的報紙的新聞當中
[00:23:39.000 --> 00:23:43.000]  都看見暴力的情況
[00:23:43.000 --> 00:23:46.000]  在香港
[00:23:46.000 --> 00:23:52.000]  頭條的新聞是暴力的新聞
[00:23:52.000 --> 00:23:59.000]  這是很普遍的一種情況
[00:23:59.000 --> 00:24:01.000]  針對這個潮流
[00:24:01.000 --> 00:24:04.000]  我們想到
[00:24:04.000 --> 00:24:10.000]  哥羅西書一章十三節所說的
[00:24:10.000 --> 00:24:17.000]  神把我們牽入他愛子的果
[00:24:17.000 --> 00:24:20.000]  愛子的果
[00:24:20.000 --> 00:24:25.000]  這個國王是基督
[00:24:25.000 --> 00:24:28.000]  他是神所愛的
[00:24:28.000 --> 00:24:33.000]  他也是愛我們在這個果度裡的人
[00:24:33.000 --> 00:24:37.000]  所以這個果度是愛的果度
[00:24:37.000 --> 00:24:42.000]  神的愛子成了愛我們的主
[00:24:42.000 --> 00:24:45.000]  建立這個果度
[00:24:45.000 --> 00:24:48.000]  我們被牽入
[00:24:48.000 --> 00:24:54.000]  搬入愛子的果度裡
[00:24:54.000 --> 00:24:59.000]  在雅各書二章第五節
[00:24:59.000 --> 00:25:01.000]  那裡清楚說
[00:25:01.000 --> 00:25:07.000]  神允許給那些愛他之人的果
[00:25:07.000 --> 00:25:13.000]  神允許給那些愛他之人的果度
[00:25:13.000 --> 00:25:16.000]  這些愛神的人
[00:25:16.000 --> 00:25:20.000]  他們在這個愛的果度裡頭
[00:25:20.000 --> 00:25:27.000]  和暴力的潮流剛剛相反
[00:25:27.000 --> 00:25:31.000]  我們再看下面
[00:25:31.000 --> 00:25:36.000]  任意妄為
[00:25:36.000 --> 00:25:39.000]  這就是放任主義
[00:25:39.000 --> 00:25:42.000]  這是放縱主義
[00:25:42.000 --> 00:25:47.000]  今天潮流是這樣
[00:25:47.000 --> 00:25:50.000]  什麼事都可以做
[00:25:50.000 --> 00:25:52.000]  想做什麼就做什麼
[00:25:52.000 --> 00:25:56.000]  有人說唯一不可以做的一件事
[00:25:56.000 --> 00:26:02.000]  就是說你不可以做
[00:26:02.000 --> 00:26:08.000]  這個話是很幽默的真實
[00:26:08.000 --> 00:26:14.000]  今天沒有人可以說
[00:26:14.000 --> 00:26:17.000]  你不可以做這件事
[00:26:17.000 --> 00:26:19.000]  你說的時候
[00:26:19.000 --> 00:26:22.000]  即刻有強烈的反應
[00:26:22.000 --> 00:26:24.000]  你是誰
[00:26:24.000 --> 00:26:27.000]  你是誰
[00:26:27.000 --> 00:26:30.000]  我是我的主人
[00:26:30.000 --> 00:26:35.000]  我想做什麼就做什麼
[00:26:35.000 --> 00:26:42.000]  也就是今天的這個放任主義
[00:26:42.000 --> 00:26:48.000]  Permissiveness
[00:26:48.000 --> 00:26:53.000]  什麼都可以
[00:26:53.000 --> 00:26:55.000]  只有一件事不可以
[00:26:55.000 --> 00:27:01.000]  就是要攔住別人做他要做的事
[00:27:01.000 --> 00:27:05.000]  這個事
[00:27:05.000 --> 00:27:11.000]  今天實在是如此
[00:27:11.000 --> 00:27:14.000]  面對這個潮流
[00:27:14.000 --> 00:27:19.000]  我們看見在彼得後書裡頭
[00:27:19.000 --> 00:27:23.000]  出現了耶穌基督的一個名稱
[00:27:23.000 --> 00:27:29.000]  出現四次在彼得後書裡面
[00:27:29.000 --> 00:27:36.000]  就是主救主耶穌基督
[00:27:36.000 --> 00:27:43.000]  這是特別的一個連句
[00:27:43.000 --> 00:27:48.000]  主救主耶穌基督
[00:27:48.000 --> 00:27:51.000]  不是單單救主
[00:27:51.000 --> 00:27:55.000]  而是主救主
[00:27:55.000 --> 00:28:02.000]  那麼很明顯這樣的一個稱呼出現四次
[00:28:02.000 --> 00:28:05.000]  在彼得後書裡頭
[00:28:05.000 --> 00:28:08.000]  那是聖靈感動彼得
[00:28:08.000 --> 00:28:18.000]  要加強強調的一個重要訊息的表達
[00:28:18.000 --> 00:28:21.000]  救主耶穌基督
[00:28:21.000 --> 00:28:26.000]  出現在聖經裡頭25次
[00:28:26.000 --> 00:28:31.000]  主耶穌出現500次
[00:28:31.000 --> 00:28:35.000]  你看這個比例是如何
[00:28:35.000 --> 00:28:38.000]  主耶穌500次
[00:28:38.000 --> 00:28:44.000]  救主耶穌25次
[00:28:44.000 --> 00:28:49.000]  所以這個重點在哪裡可以看得很清楚
[00:28:49.000 --> 00:28:53.000]  一個接受主耶穌為救主的人
[00:28:53.000 --> 00:29:02.000]  他必須同時也接受耶穌為主
[00:29:02.000 --> 00:29:05.000]  在彼得後書這四處的地方
[00:29:05.000 --> 00:29:09.000]  我們很快的看一看
[00:29:09.000 --> 00:29:17.000]  彼得是在什麼上下文之中提出
[00:29:17.000 --> 00:29:20.000]  第一個領程
[00:29:20.000 --> 00:29:27.000]  我們看彼得後書第一章第11節
[00:29:27.000 --> 00:29:32.000]  這樣必教你們豐豐富富的
[00:29:32.000 --> 00:29:39.000]  得以進入我們主救主耶穌基督永遠的國
[00:29:39.000 --> 00:29:43.000]  在上文彼得講到
[00:29:43.000 --> 00:29:47.000]  有了要加上
[00:29:47.000 --> 00:29:51.000]  這是一個靈性的進步
[00:29:51.000 --> 00:29:58.000]  這個靈性的登高上進之後
[00:29:58.000 --> 00:30:03.000]  他就說如果你們如此
