
[00:00:00.000 --> 00:00:10.000]  我想回到一件事,就是在香港很多人見到警察的時候都會說警察
[00:03:23.000 --> 00:03:26.000]  聖經特別提及有一個對比
[00:03:26.000 --> 00:03:35.000]  第一個對比就是在彎曲歸某的世代中,是作神無瑕疵的兒女
[00:03:35.000 --> 00:03:40.000]  這個世代是歸某的,是彎曲的
[00:03:40.000 --> 00:03:46.000]  不單止是在說很多地方是扭曲的一種生活行為
[00:03:46.000 --> 00:03:51.000]  而歸某特別提到一種價值觀的扭曲情況
[00:03:51.000 --> 00:03:56.000]  在這種情況之下,神要他的兒女是作無瑕疵的兒女
[00:03:56.000 --> 00:03:59.000]  是活出那種神兒女的生命
[00:03:59.000 --> 00:04:03.000]  同樣,聖經就說你們在這個世代當中
[00:04:03.000 --> 00:04:10.000]  是發光的,是好像天上的光體一樣
[00:04:10.000 --> 00:04:17.000]  這裡不單止說我們發光,而是說我們本身是一個光體
[00:04:17.000 --> 00:04:22.000]  或者我們這樣去聽的時候,會覺得好像有點奇怪
[00:04:22.000 --> 00:04:26.000]  我們是光體,想起天上的星星
[00:04:26.000 --> 00:04:32.000]  它本身是發光,發出光芒出來
[00:04:32.000 --> 00:04:36.000]  上帝將我們的生命改變,給我們有新生命
[00:04:36.000 --> 00:04:40.000]  而他定義讓我們的生命成為一個發光的生命
[00:04:40.000 --> 00:04:43.000]  好像一些光體一樣
[00:04:43.000 --> 00:04:45.000]  當聖經講述到這種情況的時候
[00:04:45.000 --> 00:04:50.000]  我們就會留意原來聖經一直在說的是主耶穌給我們的例子
[00:04:50.000 --> 00:04:55.000]  給我們的榜樣,然後接續提出一個很重要對我們的呼籲
[00:04:55.000 --> 00:04:59.000]  所以你先看回前面第二章第六節
[00:04:59.000 --> 00:05:02.000]  這裡大家會熟悉看到聖經提及的
[00:05:02.000 --> 00:05:05.000]  就是提到主耶穌他本有神的形象
[00:05:05.000 --> 00:05:09.000]  但是他倒空自己成為人的樣式
[00:05:09.000 --> 00:05:15.000]  第八節說,既然有人的樣子就自今卑微馴服至死
[00:05:15.000 --> 00:05:17.000]  然後死在十字架上
[00:05:17.000 --> 00:05:23.000]  用兩個字去形容主耶穌地上的生活,就是馴服
[00:05:23.000 --> 00:05:27.000]  他樂意放下自己的地位身份
[00:05:27.000 --> 00:05:30.000]  他馴服神對他的心意
[00:05:30.000 --> 00:05:35.000]  以至能夠將舊恩來到去承傳在我們生命當中
[00:05:35.000 --> 00:05:39.000]  雖然他降卑,但是聖經就說當他馴服上帝之後
[00:05:39.000 --> 00:05:44.000]  神就將他升為至高,超乎萬名之上
[00:05:44.000 --> 00:05:47.000]  當聖經講述到主耶穌的榜樣的時候
[00:05:47.000 --> 00:05:49.000]  在第十二節你留意
[00:05:49.000 --> 00:05:52.000]  「或者讓汗來」
[00:05:52.000 --> 00:05:54.000]  從這樣的情況看
[00:05:54.000 --> 00:05:58.000]  「我所親愛的弟兄姊妹,你們素來是馴服的
[00:05:58.000 --> 00:06:01.000]  不但我在你們那裡的時候是這樣
[00:06:01.000 --> 00:06:05.000]  現今我不在,你們更要馴服」
[00:06:05.000 --> 00:06:09.000]  聖經就提到既然主耶穌是這樣馴服神
[00:06:09.000 --> 00:06:14.000]  我們屬神的人都應當這樣去馴服神生活
[00:06:14.000 --> 00:06:15.000]  聖經所說的馴服
[00:06:15.000 --> 00:06:19.000]  不單單是說你每一天生活有些抉擇
[00:06:19.000 --> 00:06:22.000]  要怎樣按照神的旨意做不同的抉擇
[00:06:22.000 --> 00:06:24.000]  而是說你整個人生
[00:06:24.000 --> 00:06:26.000]  你的生活言語行為
[00:06:26.000 --> 00:06:30.000]  是按照神對你的心意來活出來
[00:06:30.000 --> 00:06:35.000]  去順從祂對你的心意來行動、來說話
[00:06:35.000 --> 00:06:38.000]  而聖經就說你們都要這樣馴服
[00:06:38.000 --> 00:06:40.000]  而且要怎樣態度呢?
[00:06:40.000 --> 00:06:43.000]  聖經說就應當恐懼戰驚地
[00:06:43.000 --> 00:06:46.000]  作成自己的救恩
[00:06:46.000 --> 00:06:49.000]  聖經的字眼用恐懼戰驚
[00:06:49.000 --> 00:06:52.000]  好像很害怕
[00:06:52.000 --> 00:06:55.000]  但其實最終的意思是說
[00:06:55.000 --> 00:06:58.000]  你的心是很謹慎
[00:06:58.000 --> 00:07:00.000]  很認真看這件事情
[00:07:00.000 --> 00:07:02.000]  帶著一份警覺
[00:07:02.000 --> 00:07:06.000]  要來馴服神在地上生活
[00:07:06.000 --> 00:07:10.000]  在過程當中作成你的得救功夫
[00:07:10.000 --> 00:07:12.000]  和學本所說
[00:07:12.000 --> 00:07:16.000]  或者你會問我們得救了
[00:07:16.000 --> 00:07:18.000]  我們領受了救恩
[00:07:18.000 --> 00:07:21.000]  當然聖經不是說你靠著你的行為
[00:07:21.000 --> 00:07:24.000]  而去因此得救
[00:07:24.000 --> 00:07:26.000]  但聖經是說我們已經得救了
[00:07:26.000 --> 00:07:28.000]  成為了神的兒女
[00:07:28.000 --> 00:07:33.000]  但唯有當我們真正順服神的旨意去生活
[00:07:33.000 --> 00:07:37.000]  在生活行為上按照神的意思來行
[00:07:37.000 --> 00:07:42.000]  否則我們不會進入了神傳遞的救恩裡面
[00:07:42.000 --> 00:07:44.000]  我們未能夠真實地
[00:07:44.000 --> 00:07:48.000]  活出一種神兒女的生命
[00:07:48.000 --> 00:07:53.000]  或者說我們的生命未曾啟動出來
[00:07:53.000 --> 00:07:55.000]  或者我一個簡單的比喻
[00:07:55.000 --> 00:07:57.000]  大家明白我的意思
[00:07:57.000 --> 00:07:59.000]  我看到在我後面
[00:07:59.000 --> 00:08:01.000]  大家看到猜拳儀會的海報
[00:08:01.000 --> 00:08:03.000]  有很多蠟燭
[00:08:03.000 --> 00:08:08.000]  現在很多人用的就是電子蠟燭
[00:08:08.000 --> 00:08:10.000]  白色小小的
[00:08:10.000 --> 00:08:12.000]  你一按著它就很光亮
[00:08:12.000 --> 00:08:15.000]  如果你有很多電子蠟燭
[00:08:15.000 --> 00:08:17.000]  你看到房間很黑
[00:08:17.000 --> 00:08:19.000]  你放幾盞下去
[00:08:19.000 --> 00:08:22.000]  然後關上門
[00:08:22.000 --> 00:08:24.000]  在外面裝一下
[00:08:24.000 --> 00:08:26.000]  很多盞蠟燭了
[00:08:26.000 --> 00:08:28.000]  為什麼還這麼黑
[00:08:28.000 --> 00:08:31.000]  為什麼
[00:08:31.000 --> 00:08:35.000]  還沒開按鈕
[00:08:35.000 --> 00:08:36.000]  還沒開按鈕
[00:08:36.000 --> 00:08:37.000]  它還沒啟動
[00:08:37.000 --> 00:08:39.000]  沒有錯過一盞燈
[00:08:39.000 --> 00:08:43.000]  但是沒有光明在裡面
[00:08:43.000 --> 00:08:44.000]  你說那些是燈
[00:08:44.000 --> 00:08:46.000]  那些是蠟燭
[00:08:46.000 --> 00:08:49.000]  不過你可以在那個時候懷疑
[00:08:49.000 --> 00:08:52.000]  它是不是真正的蠟燭
[00:08:52.000 --> 00:08:54.000]  聖經清楚講一件事情
[00:08:54.000 --> 00:08:59.000]  那種生命是要讓它可以真正活出來
[00:08:59.000 --> 00:09:01.000]  真正表達出來
[00:09:01.000 --> 00:09:02.000]  而在過程當中
[00:09:02.000 --> 00:09:07.000]  可以去叫所夢的恩召和揀選
[00:09:07.000 --> 00:09:10.000]  是天定不移的
[00:09:10.000 --> 00:09:11.000]  聖經提及
[00:09:11.000 --> 00:09:13.000]  沒錯 你已經領受新生命
[00:09:13.000 --> 00:09:17.000]  如果你不讓這個生命順服神而活
[00:09:17.000 --> 00:09:21.000]  這個生命是未曾啟動的
[00:09:21.000 --> 00:09:25.000]  未曾真實地活出來
[00:09:25.000 --> 00:09:27.000]  因此你發覺聖經就繼續這樣講
[00:09:27.000 --> 00:09:28.000]  它說你們要恐懼
[00:09:28.000 --> 00:09:31.000]  戰兢地作成自己的救恩
[00:09:31.000 --> 00:09:32.000]  然後十三節說
[00:09:32.000 --> 00:09:34.000]  神為了要承傳自己的美意
[00:09:34.000 --> 00:09:37.000]  在你們裡面動功
[00:09:37.000 --> 00:09:41.000]  使你們可以立志和行事
[00:09:41.000 --> 00:09:42.000]  我們不擔心
[00:09:42.000 --> 00:09:44.000]  因為上帝清楚講
[00:09:44.000 --> 00:09:45.000]  神賜給我們新生命
[00:09:45.000 --> 00:09:47.000]  有聖靈在我們心中
[00:09:47.000 --> 00:09:52.000]  幫助我們去立志或者行事
[00:09:52.000 --> 00:09:56.000]  感動我們來聽從神的意思生活
[00:09:56.000 --> 00:09:57.000]  因此我們的順服
[00:09:57.000 --> 00:09:59.000]  不是說是你自己拼命
[00:09:59.000 --> 00:10:01.000]  我自己努力做
[00:10:01.000 --> 00:10:02.000]  而是神經在你生命當中
[00:10:02.000 --> 00:10:06.000]  不斷地引導、教導、幫助
[00:10:06.000 --> 00:10:10.000]  但這樣不表示我們要攪拌
[00:10:10.000 --> 00:10:13.000]  聖經說你們要順服
[00:10:13.000 --> 00:10:14.000]  你們要恐懼
[00:10:14.000 --> 00:10:17.000]  戰兢地順從神對你們的心意
[00:10:17.000 --> 00:10:19.000]  活出這種生命
[00:10:19.000 --> 00:10:21.000]  因此在這樣的情況下
[00:10:21.000 --> 00:10:22.000]  所以第十四節說
[00:10:22.000 --> 00:10:24.000]  無論作甚麼
[00:10:24.000 --> 00:10:26.000]  在一切的情況下
[00:10:26.000 --> 00:10:29.000]  都不要發怨、嚴起、爭論
[00:10:29.000 --> 00:10:31.000]  好使你們無可指責
[00:10:31.000 --> 00:10:33.000]  純真無邪
[00:10:33.000 --> 00:10:35.000]  在彎曲歸某個世代中
[00:10:35.000 --> 00:10:38.000]  作神無瑕疵的兒女
[00:10:38.000 --> 00:10:40.000]  當然在《至聖經》裏面
[00:10:40.000 --> 00:10:41.000]  有很豐富的含義
[00:10:41.000 --> 00:10:42.000]  講述到教徒人生
[00:10:42.000 --> 00:10:44.000]  不單止你自己的說話
[00:10:44.000 --> 00:10:46.000]  你的內心的動機
[00:10:46.000 --> 00:10:47.000]  你的心思
[00:10:47.000 --> 00:10:51.000]  怎樣能夠不像這個世界一般
[00:10:51.000 --> 00:10:52.000]  所以說到
[00:10:52.000 --> 00:10:55.000]  這種不要發怨、嚴起、爭論
[00:10:55.000 --> 00:10:56.000]  在當時的世代
[00:10:56.000 --> 00:10:57.000]  包括今天的世代
[00:10:57.000 --> 00:11:00.000]  很普遍的狀況
[00:11:00.000 --> 00:11:02.000]  人內心有怨言
[00:11:02.000 --> 00:11:06.000]  這不是隨便對一些事情有意見
[00:11:06.000 --> 00:11:08.000]  而是那種自我忠心
[00:11:08.000 --> 00:11:11.000]  不能滿足自己個人的利益
[00:11:11.000 --> 00:11:13.000]  所以就會去批評別人
[00:11:13.000 --> 00:11:18.000]  覺得別人沒有固存到你的需要
[00:11:18.000 --> 00:11:19.000]  那種內心的自我
[00:11:19.000 --> 00:11:20.000]  那種自私
[00:11:20.000 --> 00:11:22.000]  而產生很多的怨言
[00:11:22.000 --> 00:11:25.000]  產生很多的爭論
[00:11:25.000 --> 00:11:29.000]  但主說你們不可以這樣做
[00:11:29.000 --> 00:11:32.000]  因為你們在這個彎曲世代當中
[00:11:32.000 --> 00:11:36.000]  你們是造成無瑕疵的疑慮
[00:11:36.000 --> 00:11:40.000]  是造成無瑕疵的疑慮
[00:11:40.000 --> 00:11:42.000]  我曾經提及
[00:11:42.000 --> 00:11:44.000]  我也想提及
[00:11:44.000 --> 00:11:47.000]  我記起這位姊妹的情況
[00:11:47.000 --> 00:11:49.000]  在她一次的分享當中
[00:11:49.000 --> 00:11:51.000]  她講到她自己
[00:11:51.000 --> 00:11:53.000]  在公司裏面
[00:11:53.000 --> 00:11:56.000]  突然間發覺要離開
[00:11:56.000 --> 00:11:59.000]  她離開的原因很簡單
[00:11:59.000 --> 00:12:01.000]  就是有些事情
[00:12:01.000 --> 00:12:02.000]  上司要求她做
[00:12:02.000 --> 00:12:03.000]  她做不到
[00:12:03.000 --> 00:12:05.000]  她做什麼事情呢?
[00:12:05.000 --> 00:12:07.000]  她所做的這間公司
[00:12:07.000 --> 00:12:08.000]  是一間雜誌社
[00:12:08.000 --> 00:12:10.000]  這間雜誌社裏面
[00:12:10.000 --> 00:12:13.000]  突然間發覺生意額很差
[00:12:13.000 --> 00:12:16.000]  然後老闆就告訴她
[00:12:16.000 --> 00:12:19.000]  你出去找多一些商戶
[00:12:19.000 --> 00:12:23.000]  有些人在我們雜誌賣廣告
[00:12:23.000 --> 00:12:24.000]  這位姊妹就說
[00:12:24.000 --> 00:12:27.000]  好,這也是她原本做的工作
[00:12:27.000 --> 00:12:29.000]  不過你出去跟商戶說
[00:12:29.000 --> 00:12:32.000]  你告訴他們我們雜誌的銷路
[00:12:32.000 --> 00:12:35.000]  每個月是一萬份
[00:12:35.000 --> 00:12:36.000]  姊妹一聽見
[00:12:36.000 --> 00:12:38.000]  老闆一萬份?
[00:12:38.000 --> 00:12:43.000]  我們每個月只有三千份
[00:12:43.000 --> 00:12:46.000]  老闆說一萬份就一萬份
[00:12:46.000 --> 00:12:50.000]  她就出去嘗試做很多生意
[00:12:50.000 --> 00:12:51.000]  找一些商戶說
[00:12:51.000 --> 00:12:54.000]  我們公司的雜誌銷路很好
[00:12:54.000 --> 00:12:57.000]  賣廣告會很有果效
[00:12:57.000 --> 00:12:59.000]  一萬份一個月
[00:12:59.000 --> 00:13:01.000]  說了一個星期兩個星期
[00:13:01.000 --> 00:13:04.000]  這位姊妹心裏有一個很大的提醒
[00:13:04.000 --> 00:13:06.000]  當她自己為這件事祈禱的時候
[00:13:06.000 --> 00:13:09.000]  她知道這件事情不是主喜悅
[00:13:09.000 --> 00:13:11.000]  她很清楚心裏體會
[00:13:11.000 --> 00:13:15.000]  她是欺騙很多的人
[00:13:15.000 --> 00:13:18.000]  所以她回到公司跟老闆說
[00:13:18.000 --> 00:13:24.000]  老闆也不是應該這樣說
[00:13:24.000 --> 00:13:28.000]  我可不可以不說銷路?
[00:13:28.000 --> 00:13:31.000]  老闆說可以
[00:13:31.000 --> 00:13:33.000]  你可以不用說
[00:13:33.000 --> 00:13:36.000]  不過你也不用做了
[00:13:36.000 --> 00:13:40.000]  這位姊妹就這樣離開了公司
[00:13:40.000 --> 00:13:41.000]  我聽她說這件事情的時候
[00:13:41.000 --> 00:13:43.000]  我心裏為她難過
[00:13:43.000 --> 00:13:45.000]  但同時為她很感謝上帝
[00:13:45.000 --> 00:13:49.000]  她知道她自己應該怎樣做她的事情
[00:13:49.000 --> 00:13:51.000]  當然我見到神很恩待她
[00:13:51.000 --> 00:13:53.000]  在後來她很快就找回另一份工作
[00:13:53.000 --> 00:13:56.000]  是比之前更理想的工作
[00:13:56.000 --> 00:13:57.000]  但我同樣知道
[00:13:57.000 --> 00:14:01.000]  就算那份工作沒有了
[00:14:01.000 --> 00:14:04.000]  而找不回好的工作
[00:14:04.000 --> 00:14:05.000]  仍然有很多不同的教徒
[00:14:05.000 --> 00:14:06.000]  在這個世界上
[00:14:07.000 --> 00:14:13.000]  仍然堅持著要作出光明的取捨
[00:14:13.000 --> 00:14:15.000]  剛才你聽到岑牧師
[00:14:15.000 --> 00:14:18.000]  在我們中間分享英國的地方需要
[00:14:18.000 --> 00:14:19.000]  星期四
[00:14:19.000 --> 00:14:23.000]  當他們分享到在英國工場的情況
[00:14:23.000 --> 00:14:24.000]  當時有一套影片提及
[00:14:24.000 --> 00:14:26.000]  今天的英國已經不再是
[00:14:26.000 --> 00:14:28.000]  以前基督教的英國
[00:14:28.000 --> 00:14:32.000]  很多人已經放棄了信仰
[00:14:32.000 --> 00:14:34.000]  有些調查發現
[00:14:34.000 --> 00:14:36.000]  口裏承認自己是教徒的
[00:14:36.000 --> 00:14:38.000]  都有57%
[00:14:38.000 --> 00:14:41.000]  但早年是有70-80%
[00:14:41.000 --> 00:14:42.000]  一直下降
[00:14:42.000 --> 00:14:44.000]  但再進一步調查的時候
[00:14:44.000 --> 00:14:47.000]  就發現57%當中
[00:14:47.000 --> 00:14:50.000]  或者說全部被訪問的當中
[00:14:50.000 --> 00:14:53.000]  只有7%的教徒
[00:14:53.000 --> 00:14:56.000]  承認自己是有實踐信仰
[00:14:56.000 --> 00:14:59.000]  承認自己是有實踐信仰
[00:14:59.000 --> 00:15:03.000]  而因此50%可能只不過是說出來
[00:15:03.000 --> 00:15:08.000]  但生活行為和信仰是沒有關係的
[00:15:08.000 --> 00:15:10.000]  你會發覺在最近
[00:15:10.000 --> 00:15:12.000]  我也有不久提及
[00:15:12.000 --> 00:15:15.000]  在美國一些調查
[00:15:15.000 --> 00:15:18.000]  基督徒和非基督徒之間的行為
[00:15:18.000 --> 00:15:20.000]  有沒有什麼分別
[00:15:20.000 --> 00:15:22.000]  調查包括了他們的婚姻狀況
[00:15:22.000 --> 00:15:24.000]  離婚的情況
[00:15:24.000 --> 00:15:26.000]  他們對金錢的處理
[00:15:26.000 --> 00:15:28.000]  他們一些關於男女之間的關係的
[00:15:28.000 --> 00:15:30.000]  一些看法行動
[00:15:30.000 --> 00:15:33.000]  這些調查最終的結果
[00:15:33.000 --> 00:15:36.000]  令到很多基督徒尷尬
[00:15:36.000 --> 00:15:41.000]  尷尬是發覺差不多
[00:15:41.000 --> 00:15:42.000]  如果差不多的話
[00:15:42.000 --> 00:15:45.000]  為什麼要做基督徒呢
[00:15:45.000 --> 00:15:46.000]  如果差不多的話
[00:15:46.000 --> 00:15:51.000]  為什麼我們要傳福音
[00:15:51.000 --> 00:15:54.000]  但這些事情突然被我們發現
[00:15:54.000 --> 00:15:58.000]  有很多的光的燈是關了
[00:15:58.000 --> 00:16:01.000]  還未開
[00:16:01.000 --> 00:16:03.000]  事件講述到這些情況
[00:16:03.000 --> 00:16:05.000]  我們再看剛才的聖經
[00:16:05.000 --> 00:16:06.000]  請大家去另一處
[00:16:06.000 --> 00:16:13.000]  前面的二弗所書第五章
[00:16:13.000 --> 00:16:18.000]  二弗所書第五章第五節
[00:16:18.000 --> 00:16:21.000]  在第五章第五節裏面提到一件事
[00:16:21.000 --> 00:16:23.000]  保羅說你們要確實知道
[00:16:23.000 --> 00:16:25.000]  無論是淫亂的污穢的
[00:16:25.000 --> 00:16:27.000]  或者貪心的
[00:16:27.000 --> 00:16:29.000]  貪心就是拜偶像
[00:16:29.000 --> 00:16:34.000]  都得不到在基督和神的各類的基業
[00:16:34.000 --> 00:16:36.000]  前面第一節提到你們是
[00:16:36.000 --> 00:16:38.000]  蒙神愛的兒女
[00:16:38.000 --> 00:16:40.000]  又說回神的兒女
[00:16:40.000 --> 00:16:42.000]  但蒙神所愛的兒女
[00:16:42.000 --> 00:16:45.000]  要留心不要再去一些
[00:16:45.000 --> 00:16:48.000]  以前的敗壞的生活
[00:16:48.000 --> 00:16:49.000]  要很清楚知道
[00:16:49.000 --> 00:16:52.000]  這些淫亂污穢貪心的事
[00:16:52.000 --> 00:16:55.000]  如果貪心大家留心經文上面
[00:16:55.000 --> 00:16:59.000]  揭一揭前面四章十九節
[00:16:59.000 --> 00:17:02.000]  特別提到有些人
[00:17:02.000 --> 00:17:07.000]  他們貪行各樣污穢的事情
[00:17:07.000 --> 00:17:08.000]  這裏所說的貪心
[00:17:08.000 --> 00:17:10.000]  不單止是說貪婪
[00:17:10.000 --> 00:17:13.000]  同時說他們對一些污穢的事情
[00:17:13.000 --> 00:17:16.000]  是不斷去行
[00:17:16.000 --> 00:17:17.000]  這些貪婪的情況
[00:17:17.000 --> 00:17:20.000]  聖經說這些行為
[00:17:20.000 --> 00:17:22.000]  已經成為了他們的偶像
[00:17:22.000 --> 00:17:25.000]  是控制著主導著他們的人生
[00:17:25.000 --> 00:17:29.000]  這些人聖經說不要誤會
[00:17:29.000 --> 00:17:32.000]  他們是不會進天閣的
[00:17:32.000 --> 00:17:35.000]  他們與神的角度是無分的
[00:17:35.000 --> 00:17:37.000]  然後第六節你會見到聖經說
[00:17:37.000 --> 00:17:39.000]  不要給別人用
[00:17:39.000 --> 00:17:41.000]  第五章第六節
[00:17:41.000 --> 00:17:43.000]  不要給別人用空言
[00:17:43.000 --> 00:17:46.000]  欺騙了你們
[00:17:46.000 --> 00:17:50.000]  當時有一些言論
[00:17:50.000 --> 00:17:52.000]  一些傳說
[00:17:52.000 --> 00:17:54.000]  他們說神很愛人
[00:17:54.000 --> 00:17:56.000]  所以你們不要緊
[00:17:56.000 --> 00:17:58.000]  無論如何神都會給你們救恩
[00:17:58.000 --> 00:18:00.000]  因為神是愛
[00:18:00.000 --> 00:18:02.000]  但保羅就告訴他們
[00:18:02.000 --> 00:18:05.000]  不要給別人的空言欺騙了你們
[00:18:05.000 --> 00:18:10.000]  因為這些事上所說的淫亂污穢貪婪的事情
[00:18:10.000 --> 00:18:16.000]  神的震怒必定臨到那背逆的人
[00:18:16.000 --> 00:18:17.000]  不要誤會
[00:18:17.000 --> 00:18:20.000]  以為我相信耶穌了
[00:18:20.000 --> 00:18:23.000]  因此我大概沒有什麼問題
[00:18:23.000 --> 00:18:26.000]  可以去到永恆神給我的天家
[00:18:26.000 --> 00:18:29.000]  今天怎樣都無所謂
[00:18:29.000 --> 00:18:33.000]  今天無所謂的淫亂污穢
[00:18:33.000 --> 00:18:35.000]  不要緊
[00:18:35.000 --> 00:18:37.000]  不是
[00:18:37.000 --> 00:18:39.000]  沒錯我們有些時候軟弱
[00:18:39.000 --> 00:18:41.000]  我們會真的靠著神
[00:18:41.000 --> 00:18:44.000]  一步步求神寬恕原諒
[00:18:44.000 --> 00:18:48.000]  因為慣行在邪惡的事上
[00:18:48.000 --> 00:18:52.000]  慣行在貪婪的事情上
[00:18:52.000 --> 00:18:56.000]  聖經就說你們不要誤會
[00:18:56.000 --> 00:19:00.000]  神的震怒必然會臨到他們身上
[00:19:00.000 --> 00:19:03.000]  因此聖經就接著第七節
[00:19:03.000 --> 00:19:04.000]  五章第七節
[00:19:04.000 --> 00:19:08.000]  所以不要與他們同流合污
[00:19:08.000 --> 00:19:10.000]  你們從前是黑暗的
[00:19:10.000 --> 00:19:13.000]  然今在主裡面卻是光明的
[00:19:13.000 --> 00:19:14.000]  光明為人
[00:19:14.000 --> 00:19:18.000]  行事為人就應當像光明的兒女
[00:19:18.000 --> 00:19:21.000]  聖經所表述的不單止是說
[00:19:21.000 --> 00:19:23.000]  你做光明的子女
[00:19:23.000 --> 00:19:26.000]  如果你想淑齡一點
[00:19:26.000 --> 00:19:28.000]  你想成熟一點
[00:19:28.000 --> 00:19:30.000]  你做多一點
[00:19:30.000 --> 00:19:33.000]  聖經不是說一種類別的教徒
[00:19:33.000 --> 00:19:36.000]  是說那種必然有的
[00:19:36.000 --> 00:19:39.000]  一種生命有的表現
[00:19:39.000 --> 00:19:43.000]  聖經就說你們要做光明的兒女
[00:19:43.000 --> 00:19:44.000]  應當如此
[00:19:44.000 --> 00:19:47.000]  因為以前是黑暗
[00:19:47.000 --> 00:19:49.000]  現在不再是黑暗
[00:19:49.000 --> 00:19:52.000]  你不需要再在那些處境裡面
[00:19:52.000 --> 00:19:54.000]  因為聖靈在我們生命當中
[00:19:54.000 --> 00:19:56.000]  是一路會幫助我們重要的
[00:19:56.000 --> 00:19:58.000]  然是剛才我們所說的
[00:19:58.000 --> 00:20:00.000]  是馴服神
[00:20:00.000 --> 00:20:02.000]  給我們的引導
[00:20:02.000 --> 00:20:06.000]  每一天來行事為人
[00:20:06.000 --> 00:20:07.000]  我曾經提過
[00:20:07.000 --> 00:20:09.000]  在幾年之前我在加拿大
[00:20:09.000 --> 00:20:10.000]  有一次機會
[00:20:10.000 --> 00:20:12.000]  早上早上起床的時候
[00:20:12.000 --> 00:20:14.000]  突然間發覺外面很嘈吵
[00:20:14.000 --> 00:20:15.000]  很嘈吵
[00:20:15.000 --> 00:20:16.000]  我就不知道什麼聲音
[00:20:16.000 --> 00:20:20.000]  好像雀鳥在吵鬧
[00:20:20.000 --> 00:20:22.000]  我打開窗看看
[00:20:22.000 --> 00:20:24.000]  發覺外面的垃圾桶
[00:20:24.000 --> 00:20:26.000]  桶蓋打開了
[00:20:26.000 --> 00:20:29.000]  然後十幾隻又大隻
[00:20:29.000 --> 00:20:31.000]  黑色的什麼
[00:20:31.000 --> 00:20:33.000]  蝴蝶
[00:20:33.000 --> 00:20:35.000]  蝴蝶在垃圾桶上
[00:20:35.000 --> 00:20:38.000]  一路撲吃垃圾
[00:20:38.000 --> 00:20:40.000]  搶吃垃圾
[00:20:40.000 --> 00:20:42.000]  難怪那麼嘈吵
[00:20:42.000 --> 00:20:45.000]  原來蝴蝶可以那麼嘈吵
