
[00:00:00.000 --> 00:00:02.960]  今次我和大家所講的題目
[00:03:02.520 --> 00:03:06.040]  老實說比拉多是什麼人來的
[00:03:06.040 --> 00:03:08.360]  不知道他幸運還是不幸運
[00:03:08.360 --> 00:03:10.600]  他搞到2000年前之後
[00:03:10.600 --> 00:03:14.320]  在亞洲香港的佐敦還有人在說他
[00:03:14.320 --> 00:03:17.840]  他真的被抓到了
[00:03:17.840 --> 00:03:20.400]  2000年前在同時代
[00:03:20.400 --> 00:03:22.960]  羅馬帝國有多少偉大的人
[00:03:22.960 --> 00:03:25.120]  多少偉大的將軍
[00:03:25.120 --> 00:03:27.120]  多少偉大的政客
[00:03:27.120 --> 00:03:28.600]  他們花了一輩子
[00:03:28.600 --> 00:03:30.080]  傾家蕩產
[00:03:30.080 --> 00:03:32.080]  妻離子散都要走
[00:03:32.080 --> 00:03:35.960]  打到國會的位置
[00:03:35.960 --> 00:03:38.440]  做一下政客
[00:03:38.440 --> 00:03:41.920]  覺得自己一輩子就是為了那件事
[00:03:41.920 --> 00:03:43.120]  都值得
[00:03:43.120 --> 00:03:46.000]  坦白說到今天2000年之後
[00:03:46.000 --> 00:03:46.600]  會是什麼人來的
[00:03:46.600 --> 00:03:47.720]  我都不知道
[00:03:47.720 --> 00:03:49.720]  對不起,是誰
[00:03:49.720 --> 00:03:52.480]  我忘記了,記得是比拉多
[00:03:52.480 --> 00:03:54.720]  比拉多和耶穌說了這段話
[00:03:54.720 --> 00:03:57.360]  我覺得很有意思,記載了下來
[00:03:57.360 --> 00:04:00.560]  比拉多這段話其實
[00:04:00.560 --> 00:04:02.120]  你看下去
[00:04:02.120 --> 00:04:03.320]  說句老實話
[00:04:03.320 --> 00:04:06.120]  比拉多很敷衍
[00:04:06.120 --> 00:04:07.520]  敷衍到極
[00:04:07.520 --> 00:04:09.120]  超敷衍
[00:04:09.120 --> 00:04:10.960]  他都不知道自己做什麼
[00:04:10.960 --> 00:04:12.280]  他也不覺得自己做什麼
[00:04:12.280 --> 00:04:15.160]  因為作為一個羅馬的
[00:04:15.160 --> 00:04:16.960]  一輩子做過官
[00:04:16.960 --> 00:04:18.960]  官仔
[00:04:18.960 --> 00:04:21.600]  有天他接到一單案子
[00:04:21.600 --> 00:04:23.600]  這案子他都不知道是做什麼的
[00:04:23.600 --> 00:04:26.120]  他都不想理會
[00:04:26.120 --> 00:04:29.560]  作為一個羅馬的當地官
[00:04:29.560 --> 00:04:31.320]  五六等公民的猶太人
[00:04:31.320 --> 00:04:33.320]  你搞什麼關我什麼事
[00:04:33.320 --> 00:04:35.400]  誰知道那幫人非要推耶穌
[00:04:35.400 --> 00:04:36.960]  要他去殺他
[00:04:36.960 --> 00:04:39.440]  因為猶太人當然想殺耶穌
[00:04:39.440 --> 00:04:40.440]  你知道的
[00:04:40.440 --> 00:04:42.920]  那幫民事發起的
[00:04:42.920 --> 00:04:43.760]  他想殺耶穌
[00:04:43.760 --> 00:04:45.720]  但是猶太人因為當時在別人那裡
[00:04:45.720 --> 00:04:46.960]  做五六等公民
[00:04:46.960 --> 00:04:49.400]  他沒有權去判死刑
[00:04:49.400 --> 00:04:51.720]  他總是要經過羅馬政府
[00:04:51.720 --> 00:04:53.120]  才可以判他死刑
[00:04:53.120 --> 00:04:54.680]  所以就推他來比拉多
[00:04:54.680 --> 00:04:56.080]  所以你看到比拉多
[00:04:56.080 --> 00:04:57.480]  一看到這件事的時候
[00:04:57.480 --> 00:04:59.680]  你看他本來根本就不想理會
[00:04:59.680 --> 00:05:00.800]  猶太人推他
[00:05:00.800 --> 00:05:02.080]  他都不知道
[00:05:02.080 --> 00:05:03.560]  很煩
[00:05:03.560 --> 00:05:05.560]  於是他很快快想搞定
[00:05:05.560 --> 00:05:07.480]  在他的態度就是這樣
[00:05:07.480 --> 00:05:07.960]  沒有的
[00:05:07.960 --> 00:05:09.680]  在他生命裡耶穌是誰
[00:05:09.680 --> 00:05:11.000]  關我什麼事
[00:05:11.000 --> 00:05:11.840]  於是一開口就說
[00:05:11.840 --> 00:05:13.360]  你是不是猶太人的王
[00:05:13.360 --> 00:05:13.800]  為什麼呢
[00:05:13.800 --> 00:05:15.480]  這句話很簡單
[00:05:15.480 --> 00:05:17.640]  如果他唯有說是
[00:05:17.640 --> 00:05:19.040]  一下子就釘死他
[00:05:19.040 --> 00:05:21.440]  因為在羅馬帝國裡面
[00:05:21.440 --> 00:05:22.440]  有人說自己是王
[00:05:22.440 --> 00:05:23.640]  那就死定了
[00:05:23.640 --> 00:05:26.000]  他最希望他說我是
[00:05:26.000 --> 00:05:28.280]  誰知道耶穌從來都不會直接回答人
[00:05:28.280 --> 00:05:28.760]  有沒有留意
[00:05:28.760 --> 00:05:29.480]  有人統計過
[00:05:29.480 --> 00:05:31.280]  耶穌在四福音裡面
[00:05:31.280 --> 00:05:33.720]  三百多個他和人對話裡面
[00:05:33.720 --> 00:05:35.200]  別人問他的問題裡面
[00:05:35.200 --> 00:05:37.840]  有二百五十幾個是他問他的
[00:05:37.840 --> 00:05:39.880]  耶穌很精的
[00:05:39.880 --> 00:05:40.400]  耶穌
[00:05:40.400 --> 00:05:41.040]  你有沒有留意
[00:05:41.040 --> 00:05:41.920]  有空你不信我
[00:05:41.920 --> 00:05:43.040]  有空你看聖經
[00:05:43.040 --> 00:05:44.920]  他通常都不是自己
[00:05:44.920 --> 00:05:46.600]  他沒有直接回答
[00:05:46.600 --> 00:05:47.520]  通常他回答
[00:05:47.520 --> 00:05:48.000]  都是問問題
[00:05:48.000 --> 00:05:49.240]  問回他
[00:05:49.240 --> 00:05:51.400]  這個耶穌是一樣的
[00:05:51.400 --> 00:05:53.600]  比拉多就隨便的問他
[00:05:53.600 --> 00:05:56.720]  希望他一下子就釘死他
[00:05:56.720 --> 00:05:58.800]  但是耶穌就很認真回答他
[00:05:58.800 --> 00:06:00.240]  我們的主耶穌真是
[00:06:00.240 --> 00:06:01.360]  這樣的人
[00:06:01.360 --> 00:06:03.000]  我就很佩服耶穌
[00:06:03.000 --> 00:06:03.760]  你換了我
[00:06:03.760 --> 00:06:06.000]  我都無謂跟你說話
[00:06:06.000 --> 00:06:06.640]  但不是
[00:06:06.640 --> 00:06:08.080]  耶穌這句話是你說
[00:06:08.080 --> 00:06:08.720]  別人就告訴你
[00:06:08.720 --> 00:06:11.520]  就是說你知不知道自己在說什麼
[00:06:11.520 --> 00:06:15.080]  比拉多就更加不高興
[00:06:15.080 --> 00:06:18.200]  你爽手一點好嗎
[00:06:18.200 --> 00:06:21.040]  我都不是猶太人
[00:06:21.040 --> 00:06:22.640]  猶太人搞這樣的事情
[00:06:22.640 --> 00:06:23.840]  推你來給我
[00:06:23.840 --> 00:06:24.400]  我都不知道
[00:06:24.400 --> 00:06:25.960]  無所謂
[00:06:25.960 --> 00:06:29.480]  究竟你做了些什麼
[00:06:29.480 --> 00:06:31.800]  於是耶穌就很認真回答他
[00:06:31.800 --> 00:06:32.640]  你有沒有留意
[00:06:32.640 --> 00:06:33.360]  很認真回答
[00:06:33.360 --> 00:06:34.760]  我的國
[00:06:34.760 --> 00:06:35.840]  不屬於這個國
[00:06:35.840 --> 00:06:36.880]  屬於這個世界
[00:06:36.880 --> 00:06:37.920]  我的國
[00:06:37.920 --> 00:06:39.040]  如果屬於這個世界
[00:06:39.040 --> 00:06:42.080]  我的臣民就為我爭戰
[00:06:42.080 --> 00:06:43.200]  但是我的國
[00:06:43.200 --> 00:06:44.200]  不屬於這個世界
[00:06:44.200 --> 00:06:45.840]  講了三次
[00:06:45.840 --> 00:06:48.120]  他問耶穌你是不是王
[00:06:48.120 --> 00:06:49.320]  耶穌說我不跟你講王
[00:06:49.320 --> 00:06:51.320]  我講國
[00:06:51.320 --> 00:06:52.040]  而且我的國
[00:06:52.040 --> 00:06:54.560]  不是你所了解的那個國
[00:06:54.560 --> 00:06:56.800]  現在我們慢慢研究一下為什麼
[00:06:56.800 --> 00:06:58.080]  為什麼耶穌這樣說
[00:06:58.080 --> 00:06:59.280]  然後你有沒有留意
[00:06:59.280 --> 00:07:00.880]  比拉多又再回答
[00:07:00.880 --> 00:07:02.080]  你看他的態度
[00:07:02.080 --> 00:07:02.480]  你看看
[00:07:02.480 --> 00:07:04.240]  比拉多就問他
[00:07:04.240 --> 00:07:06.280]  那你究竟是不是王
[00:07:06.280 --> 00:07:07.120]  他又再問一次
[00:07:07.120 --> 00:07:08.280]  問第二次
[00:07:08.280 --> 00:07:09.920]  一開始就問你是不是王
[00:07:09.920 --> 00:07:11.360]  然後耶穌就說了一大堆
[00:07:11.360 --> 00:07:14.000]  心裡就說你不要說那麼多廢話
[00:07:14.000 --> 00:07:15.040]  這些只是廢話
[00:07:15.040 --> 00:07:16.080]  我都沒有心情聽你說
[00:07:16.080 --> 00:07:16.880]  那你是不是王
[00:07:16.880 --> 00:07:18.240]  又再問他一次
[00:07:18.240 --> 00:07:19.560]  他最想耶穌說是
[00:07:19.560 --> 00:07:21.360]  那就搞定了
[00:07:21.360 --> 00:07:23.280]  誰知道耶穌又沒有直接回答他
[00:07:23.280 --> 00:07:25.160]  你有沒有留意
[00:07:25.160 --> 00:07:26.040]  耶穌說你
[00:07:26.040 --> 00:07:27.160]  我是王
[00:07:27.160 --> 00:07:28.240]  你如果問我的時候
[00:07:28.240 --> 00:07:29.240]  我國
[00:07:29.240 --> 00:07:30.520]  你講的
[00:07:30.520 --> 00:07:31.880]  是不是
[00:07:31.880 --> 00:07:34.040]  然後他又跟他說什麼呢
[00:07:34.040 --> 00:07:35.800]  說真理
[00:07:35.800 --> 00:07:37.840]  耶穌真是厲害
[00:07:37.840 --> 00:07:39.280]  一個這麼無聊的人
[00:07:39.280 --> 00:07:41.120]  耶穌這麼認真跟他說
[00:07:41.120 --> 00:07:43.640]  他說幸好耶穌記載了這裡所說的話
[00:07:43.640 --> 00:07:44.960]  幫助了我們很多
[00:07:44.960 --> 00:07:46.680]  他說我為真理做見證
[00:07:46.680 --> 00:07:48.320]  我為此而生
[00:07:48.320 --> 00:07:49.360]  為此而死
[00:07:49.360 --> 00:07:51.120]  為此而來到這個世界
[00:07:51.120 --> 00:07:52.520]  凡屬於真理的人
[00:07:52.520 --> 00:07:55.480]  其他人都聽我的話
[00:07:55.480 --> 00:07:57.160]  然後比拉多又再說
[00:07:57.160 --> 00:07:59.880]  這些最精彩的就是那幾句話
[00:07:59.880 --> 00:08:01.480]  很無聊的那幾句話
[00:08:01.480 --> 00:08:02.920]  比拉多說什麼叫做真理
[00:08:02.920 --> 00:08:04.640]  這句真是偉大
[00:08:04.640 --> 00:08:06.280]  真理是什麼
[00:08:06.280 --> 00:08:08.400]  不過你看下去就看到
[00:08:08.400 --> 00:08:10.120]  講完這句話還沒等耶穌回答
[00:08:10.120 --> 00:08:11.400]  他就走了出去
[00:08:11.400 --> 00:08:13.880]  其實他也問真理是什麼
[00:08:13.880 --> 00:08:15.840]  我們所謂的
[00:08:15.840 --> 00:08:17.440]  這是什麼
[00:08:17.440 --> 00:08:19.000]  他沒有心去聽
[00:08:19.000 --> 00:08:20.680]  沒有心去問
[00:08:20.680 --> 00:08:21.560]  不過
[00:08:21.560 --> 00:08:24.600]  我在我的大綱裡面就開始了這個課題
[00:08:24.600 --> 00:08:28.200]  我們這個對話裡面就是
[00:08:28.200 --> 00:08:31.040]  今天我們看到有一個很無聊的人
[00:08:31.040 --> 00:08:35.480]  但竟然問了一個對人生極有意義的問題
[00:08:35.480 --> 00:08:37.320]  第一個比拉多問
[00:08:37.320 --> 00:08:39.280]  你究竟作了什麼
[00:08:39.280 --> 00:08:40.760]  英文翻譯就比較好
[00:08:40.760 --> 00:08:43.320]  What have you done
[00:08:43.320 --> 00:08:45.800]  OK
[00:08:45.800 --> 00:08:48.040]  今天比拉多也繼續問我們這個問題
[00:08:48.040 --> 00:08:50.000]  What have you done
[00:08:50.000 --> 00:08:51.320]  你做了什麼
[00:08:51.320 --> 00:08:53.160]  你一輩子做了什麼
[00:08:53.160 --> 00:08:54.120]  這是第一個
[00:08:54.120 --> 00:08:55.840]  其實很嚴肅
[00:08:55.840 --> 00:08:56.960]  很認真的問題
[00:08:56.960 --> 00:08:59.600]  不過他問的時候也不知道自己在問什麼
[00:08:59.600 --> 00:09:00.320]  不要緊
[00:09:00.320 --> 00:09:01.960]  他敷衍他的事
[00:09:01.960 --> 00:09:03.720]  但他問這個問題嚴重
[00:09:03.720 --> 00:09:04.560]  第二
[00:09:04.560 --> 00:09:05.720]  真理是什麼
[00:09:05.720 --> 00:09:07.760]  What is true
[00:09:07.760 --> 00:09:11.920]  我們就在這兩個問題裡面看看我們主耶穌怎麼回答
[00:09:11.920 --> 00:09:15.440]  剛才我們說主耶穌的回答是很特別
[00:09:15.440 --> 00:09:17.560]  因為他雖然這兩個是
[00:09:17.560 --> 00:09:21.480]  他自己也不知道自己在問什麼的一個無聊的人
[00:09:21.480 --> 00:09:23.560]  但是這兩個問題實在太重要
[00:09:23.560 --> 00:09:25.400]  於是耶穌回答得很認真
[00:09:25.400 --> 00:09:28.920]  第一個問題說你是不是黃
[00:09:28.920 --> 00:09:31.160]  耶穌說你跟我說黃
[00:09:31.160 --> 00:09:33.440]  黃只是一個名銜而已
[00:09:33.440 --> 00:09:36.400]  我要跟你說國
[00:09:36.400 --> 00:09:38.400]  如果是原文裡面有一點像的
[00:09:38.400 --> 00:09:40.200]  你是不是白色
[00:09:40.200 --> 00:09:41.800]  是不是黃
[00:09:41.800 --> 00:09:43.280]  耶穌說我不跟你說白色
[00:09:43.280 --> 00:09:44.680]  我跟你說白色
[00:09:44.680 --> 00:09:45.680]  我跟你說什麼
[00:09:45.680 --> 00:09:46.720]  說國
[00:09:46.720 --> 00:09:47.840]  國呢
[00:09:47.840 --> 00:09:48.920]  耶穌說得很清楚
[00:09:48.920 --> 00:09:50.400]  說了三次
[00:09:50.400 --> 00:09:52.640]  你沒理由在36節那裡用三次說
[00:09:52.640 --> 00:09:54.960]  我的國是不屬於這個世界
[00:09:54.960 --> 00:09:56.640]  我的國不是屬於這個世界
[00:09:56.640 --> 00:09:58.000]  如果我的國屬於這個世界
[00:09:58.000 --> 00:09:59.000]  我就不會是這樣
[00:09:59.000 --> 00:10:01.120]  在那裡被你抓著我
[00:10:01.120 --> 00:10:03.960]  這幾句重複了三次
[00:10:03.960 --> 00:10:07.280]  耶穌不是從一個好像對立的角度說
[00:10:07.280 --> 00:10:09.000]  我的國不是這個世界
[00:10:09.000 --> 00:10:10.480]  所以你不要跟我說這些東西
[00:10:10.480 --> 00:10:12.040]  所以我是另外一個領域的
[00:10:12.040 --> 00:10:13.280]  我只是宗教而已
[00:10:13.280 --> 00:10:14.280]  我不是政治的
[00:10:14.280 --> 00:10:16.040]  耶穌不是這麼膚淺
[00:10:16.040 --> 00:10:18.440]  我們要明白耶穌一生裡面
[00:10:18.440 --> 00:10:22.400]  聖經記載他所說到的最主要的核心課題
[00:10:22.400 --> 00:10:23.480]  就是神的國
[00:10:23.480 --> 00:10:24.400]  Kingdom of God
[00:10:24.400 --> 00:10:26.040]  大家知道的
[00:10:26.040 --> 00:10:28.080]  那麼這個神的國
[00:10:28.080 --> 00:10:29.840]  如果你做一點點的研究
[00:10:29.840 --> 00:10:31.760]  今天我不詳細跟大家去交代
[00:10:31.760 --> 00:10:32.600]  很多有興趣的
[00:10:32.600 --> 00:10:35.040]  你可以繼續看下去有關的經文
[00:10:35.040 --> 00:10:36.720]  神的國呢
[00:10:36.720 --> 00:10:39.680]  如果你把它綜合研究的時候
[00:10:39.680 --> 00:10:41.240]  那個最重要的意思
[00:10:41.240 --> 00:10:45.080]  並不是說到一個政治的力量
[00:10:45.080 --> 00:10:46.280]  很多人誤解了耶穌
[00:10:46.280 --> 00:10:48.040]  所以以為耶穌要來革命
[00:10:48.040 --> 00:10:49.040]  不是
[00:10:49.040 --> 00:10:50.440]  神的國
[00:10:50.440 --> 00:10:52.920]  這個國這個字當時來說
[00:10:52.920 --> 00:10:55.040]  最重要的不是一塊的領土
[00:10:55.040 --> 00:10:58.000]  甚至一個政治的系統
[00:10:58.000 --> 00:10:59.040]  不是
[00:10:59.040 --> 00:11:01.640]  國這個字和我們今天所了解有一點點不同
[00:11:01.640 --> 00:11:02.640]  當時國呢
[00:11:02.640 --> 00:11:04.080]  一想到國這個字
[00:11:04.080 --> 00:11:06.880]  就想到一種權力
[00:11:06.880 --> 00:11:08.760]  所謂掌管的權力
[00:11:08.760 --> 00:11:10.680]  不是一個土地啊
[00:11:10.680 --> 00:11:12.440]  機構啊
[00:11:12.440 --> 00:11:13.440]  而是說到什麼呢
[00:11:13.440 --> 00:11:16.720]  皇帝所能夠施予的權力
[00:11:16.720 --> 00:11:18.440]  那種權力就是說
[00:11:18.440 --> 00:11:19.880]  是管理
[00:11:19.880 --> 00:11:20.560]  管治
[00:11:20.560 --> 00:11:23.880]  一切你都不能去再反抗的
[00:11:23.880 --> 00:11:27.520]  於是是一種無上的權威的權力
[00:11:27.520 --> 00:11:29.040]  所以
[00:11:29.040 --> 00:11:32.640]  耶穌的回答其實是很深刻的
[00:11:32.640 --> 00:11:35.640]  比拉多就想問你是不是王啊
[00:11:35.640 --> 00:11:39.480]  耶穌說王是一個名銜來的
[00:11:39.480 --> 00:11:41.360]  最重要的是那個權力
[00:11:41.360 --> 00:11:43.960]  是誰的手裡的
[00:11:43.960 --> 00:11:46.800]  或者今天和你和我說的時候
[00:11:46.800 --> 00:11:50.160]  我想我們最重要的要問一個問題就是
[00:11:50.160 --> 00:11:52.920]  我們人生裡
[00:11:52.920 --> 00:11:54.160]  好像耶穌要問的
[00:11:54.160 --> 00:11:59.640]  究竟掌管我們的權力是什麼
[00:11:59.640 --> 00:12:02.640]  不是問你做什麼工作
[00:12:02.640 --> 00:12:06.520]  不是問你做什麼名銜
[00:12:06.520 --> 00:12:09.920]  你的工作的名銜可能是一個職員
[00:12:09.920 --> 00:12:13.520]  但耶穌問究竟誰在這裡
[00:12:13.520 --> 00:12:16.080]  是你的王
[00:12:16.080 --> 00:12:19.160]  你的權力在誰那裡
[00:12:19.160 --> 00:12:21.800]  是誰來決定著
[00:12:21.800 --> 00:12:25.120]  你自己真正在指揮著你的
[00:12:25.120 --> 00:12:27.320]  讓你人生的選擇
[00:12:27.320 --> 00:12:29.040]  你認為重要的東西
[00:12:29.040 --> 00:12:30.640]  你的快樂
[00:12:30.640 --> 00:12:32.400]  你的擔憂
[00:12:32.400 --> 00:12:34.080]  你的人生的標準
[00:12:34.080 --> 00:12:36.560]  在誰的手裡
[00:12:36.560 --> 00:12:39.080]  所以你是可以做一個職員
[00:12:39.080 --> 00:12:41.560]  但是耶穌說你的國
[00:12:41.560 --> 00:12:42.840]  你的身份
[00:12:42.840 --> 00:12:47.640]  永遠都是神國的子民
[00:12:47.640 --> 00:12:49.000]  指揮你的
[00:12:49.000 --> 00:12:50.480]  當然你為了謀生
[00:12:50.480 --> 00:12:51.800]  是你的老闆
[00:12:51.800 --> 00:12:53.760]  但是真正指揮你的人生
[00:12:53.760 --> 00:12:55.480]  不是你的老闆
[00:12:55.480 --> 00:12:57.760]  指揮你的可能是你的客人
[00:12:57.760 --> 00:12:59.080]  要做的事
[00:12:59.080 --> 00:13:00.920]  但是指揮你的人生的
[00:13:00.920 --> 00:13:02.360]  是神自己
[00:13:02.360 --> 00:13:06.280]  耶穌說究竟你問我的名銜
[00:13:06.280 --> 00:13:07.200]  我的職銜
[00:13:07.200 --> 00:13:08.640]  我不想跟你說這個職銜
[00:13:08.640 --> 00:13:10.320]  我根本就是王
[00:13:10.320 --> 00:13:12.960]  然後他說我是
[00:13:12.960 --> 00:13:15.280]  但是最重要我要你明白
[00:13:15.280 --> 00:13:18.240]  是什麼在指揮著你的人生
[00:13:18.240 --> 00:13:19.440]  是不是神的國
[00:13:19.440 --> 00:13:21.920]  是不是神自己在指揮你的人生
[00:13:21.920 --> 00:13:26.600]  這是第一個很重要的
[00:13:26.600 --> 00:13:28.160]  第二
[00:13:28.160 --> 00:13:29.880]  接著耶穌就說
[00:13:29.880 --> 00:13:32.240]  我和你說真理
[00:13:32.240 --> 00:13:34.120]  為什麼和他說真理呢
[00:13:34.120 --> 00:13:36.080]  因為真理這個字
[00:13:36.080 --> 00:13:38.800]  又是和我們今天有一點不同的認識
[00:13:38.800 --> 00:13:40.240]  Aletheia這個字
[00:13:40.240 --> 00:13:41.480]  在約翰福音
[00:13:41.480 --> 00:13:43.840]  尤其是在約翰福音裡面
[00:13:43.840 --> 00:13:45.600]  在耶穌所用的字眼裡面
[00:13:45.600 --> 00:13:46.400]  絕對不是
[00:13:46.400 --> 00:13:47.880]  好像我們今天所說的
[00:13:47.880 --> 00:13:49.240]  比如說物理定律
[00:13:49.240 --> 00:13:50.000]  化學定律
[00:13:50.000 --> 00:13:51.440]  那些是真理
[00:13:51.440 --> 00:13:52.280]  Truth
[00:13:52.280 --> 00:13:55.400]  那些真理只不過是頭腦上的真理
[00:13:55.400 --> 00:13:57.120]  真正的真理是什麼呢
[00:13:57.120 --> 00:13:58.560]  聖經裡面耶穌就很清楚
[00:13:58.560 --> 00:13:59.680]  在約翰福音裡面
[00:13:59.680 --> 00:14:00.560]  好像說
[00:14:00.560 --> 00:14:04.080]  真理必須你得到自由
[00:14:04.080 --> 00:14:05.160]  是不是 聽得懂嗎
[00:14:05.160 --> 00:14:07.040]  那個真理就不是一些
[00:14:07.040 --> 00:14:10.080]  學術上的所謂的道理
[00:14:10.080 --> 00:14:10.960]  而是什麼呢
[00:14:10.960 --> 00:14:13.840]  是真的認識到神自己
[00:14:13.840 --> 00:14:17.320]  而帶來生命裡面的改變
[00:14:17.320 --> 00:14:18.960]  所以耶穌說得很清楚
[00:14:18.960 --> 00:14:20.640]  凡熟真理的人
[00:14:20.640 --> 00:14:23.120]  都會什麼呢
[00:14:23.120 --> 00:14:24.480]  聽我的聲音
[00:14:24.480 --> 00:14:25.280]  是不是 記得嗎
[00:14:25.280 --> 00:14:26.520]  剛才那裡說的
[00:14:26.520 --> 00:14:27.560]  聽我的聲音這句話
[00:14:27.560 --> 00:14:28.360]  你不是很熟悉
[00:14:28.360 --> 00:14:29.120]  是啊 沒錯
[00:14:29.120 --> 00:14:31.200]  就是約翰福音第十章那裡說的
[00:14:31.200 --> 00:14:33.200]  我的羊聽我的聲音
[00:14:33.200 --> 00:14:35.200]  我是牠的好木人
[00:14:35.200 --> 00:14:36.560]  意思就是說
[00:14:36.560 --> 00:14:38.320]  認識真理的意思就是
[00:14:38.320 --> 00:14:39.960]  認識神自己
[00:14:39.960 --> 00:14:41.240]  不是一種概念
[00:14:41.240 --> 00:14:44.840]  而是將神自己的生命
