
[00:00:00.000 --> 00:00:08.720]  今天要講的是見證生活的第二講
[00:06:31.440 --> 00:06:34.240]  是因為他們要向囚犯作見證
[00:06:34.240 --> 00:06:36.480]  而那些囚犯也沒有逃跑
[00:06:36.480 --> 00:06:38.880]  是因為他們看見神蹟發生
[00:06:38.880 --> 00:06:42.960]  想留下聽保羅和西拉講話
[00:06:42.960 --> 00:06:45.440]  而那些囚犯沒有逃走
[00:06:45.440 --> 00:06:47.600]  是因為他們看見神蹟發生
[00:06:47.600 --> 00:06:50.800]  想聽保羅和西拉向他們講說話
[00:06:50.800 --> 00:06:52.880]  感謝神
[00:06:52.880 --> 00:06:58.480]  神總是對信心有回應
[00:06:58.480 --> 00:07:09.200]  這次的神蹟就是神對保羅和西拉信心的回應
[00:07:09.200 --> 00:07:13.360]  他們兩位的信心真是偉大
[00:07:13.360 --> 00:07:16.000]  在那麼痛苦之中
[00:07:16.000 --> 00:07:18.080]  危險之中
[00:07:18.080 --> 00:07:21.440]  他們仍然充滿了感謝讚美
[00:07:21.440 --> 00:07:24.400]  他們仍然充滿了感謝讚美
[00:07:24.400 --> 00:07:25.680]  他們不是抱怨
[00:07:25.680 --> 00:07:26.960]  他們不是抱怨
[00:07:26.960 --> 00:07:29.120]  但唱詩禱告讚美神
[00:07:29.120 --> 00:07:31.760]  但唱詩禱告讚美神
[00:07:31.760 --> 00:07:33.200]  這樣偉大的信心
[00:07:33.200 --> 00:07:34.560]  這樣偉大的信心
[00:07:34.560 --> 00:07:36.240]  引起了神的回應
[00:07:36.240 --> 00:07:37.840]  引起了神的回應
[00:07:37.840 --> 00:07:38.880]  實行神蹟
[00:07:38.880 --> 00:07:40.080]  實行神蹟
[00:07:40.080 --> 00:07:41.200]  發生地震
[00:07:41.200 --> 00:07:42.480]  發生地震
[00:07:42.480 --> 00:07:48.640]  菲律賓是保羅到歐洲傳福音的第一站
[00:07:48.640 --> 00:07:52.560]  菲律賓是保羅到歐洲傳福音的第一站
[00:07:52.560 --> 00:07:55.760]  也就是福音廣傳全世界的第一站
[00:07:55.760 --> 00:07:59.040]  也就是福音廣傳全世界的第一站
[00:07:59.040 --> 00:08:03.600]  也就是保羅得到馬其頓意象後的第一站
[00:08:03.600 --> 00:08:07.520]  也就是保羅得到馬其頓意象後的第一站
[00:08:07.520 --> 00:08:12.480]  他按照馬其頓意象的引導
[00:08:12.480 --> 00:08:14.960]  進到歐洲
[00:08:14.960 --> 00:08:17.040]  來到菲律賓
[00:08:17.040 --> 00:08:19.600]  當他順從聖靈的引導時
[00:08:19.600 --> 00:08:22.160]  當他順從聖靈的引導時
[00:08:22.160 --> 00:08:24.880]  想不到遇見了這樣的逼迫
[00:08:24.880 --> 00:08:27.040]  想不到遇見了這樣的逼迫
[00:08:27.040 --> 00:08:28.800]  如果他們信心小
[00:08:28.800 --> 00:08:30.320]  如果他們信心小
[00:08:30.320 --> 00:08:31.760]  他們就會懷疑神
[00:08:31.760 --> 00:08:33.200]  他們就會懷疑神
[00:08:33.200 --> 00:08:34.960]  他們會說
[00:08:34.960 --> 00:08:38.560]  為什麼神當我們順服祂的引導時
[00:08:38.560 --> 00:08:40.480]  使我們遇見這樣的難處呢?
[00:08:40.480 --> 00:08:43.040]  為什麼神當我們順服祂的引導時
[00:08:43.040 --> 00:08:45.440]  使我們遇見這樣的難處呢?
[00:08:45.440 --> 00:08:48.000]  換了別人就會灰心退後
[00:08:48.000 --> 00:08:50.400]  換了別人就會灰心退後
[00:08:50.400 --> 00:08:52.720]  但是他們兩位
[00:08:52.720 --> 00:08:56.080]  因為有堅強的信心
[00:08:56.080 --> 00:08:58.000]  知道他們所信的是誰
[00:08:58.000 --> 00:08:59.760]  知道他們所信的是誰
[00:08:59.760 --> 00:09:02.480]  所以在患難之中
[00:09:02.480 --> 00:09:06.400]  仍然是歡歡喜喜的
[00:09:06.400 --> 00:09:09.360]  他們在半夜的時候唱詩禱告讚美神
[00:09:09.360 --> 00:09:12.800]  他們在半夜的時候唱詩禱告讚美神
[00:09:12.800 --> 00:09:15.840]  這是一個榮耀的信心得勝
[00:09:15.840 --> 00:09:18.560]  這是一個榮耀的信心得勝
[00:09:18.560 --> 00:09:23.040]  因此神就施行神蹟
[00:09:23.040 --> 00:09:24.480]  結果呢?
[00:09:24.480 --> 00:09:27.280]  那些囚犯信主了
[00:09:27.280 --> 00:09:30.320]  那些禁足也信主了
[00:09:30.320 --> 00:09:35.840]  他們一家當天就受了洗
[00:09:35.840 --> 00:09:39.040]  這就是菲律賓教會歷史的第一頁
[00:09:39.040 --> 00:09:42.240]  這就是菲律賓教會歷史的第一頁
[00:09:43.200 --> 00:09:46.080]  這是榮耀的開始
[00:09:46.080 --> 00:09:47.600]  這是榮耀的開始
[00:09:47.600 --> 00:09:49.360]  所以在頭一天
[00:09:49.360 --> 00:09:52.320]  就有保羅美好的榜樣留下來
[00:09:52.320 --> 00:09:55.840]  所以在頭一天就有保羅美好的榜樣留下來
[00:09:55.840 --> 00:09:57.600]  這個榜樣
[00:09:57.600 --> 00:10:00.880]  永遠成為菲律賓教會的動力
[00:10:00.880 --> 00:10:03.760]  永遠成為菲律賓教會的動力
[00:10:03.760 --> 00:10:07.440]  他們每逢回想這天的情形的時候
[00:10:07.440 --> 00:10:10.560]  他們每逢回想這天的情形的時候
[00:10:10.560 --> 00:10:11.920]  他們就會受感動
[00:10:11.920 --> 00:10:13.200]  他們就會受感動
[00:10:13.200 --> 00:10:15.920]  他們傳福音的心智就會堅強起來
[00:10:15.920 --> 00:10:18.960]  他們傳福音的心智就會堅強起來
[00:10:18.960 --> 00:10:21.760]  保羅在這裡提到頭一天
[00:10:21.760 --> 00:10:24.720]  保羅在這裡提到頭一天
[00:10:24.720 --> 00:10:26.720]  從這三個字裡面
[00:10:26.720 --> 00:10:28.720]  從這三個字裡面
[00:10:28.720 --> 00:10:29.760]  我們就想到
[00:10:29.760 --> 00:10:30.400]  我們就想到
[00:10:30.400 --> 00:10:34.320]  保羅的榜樣在菲律賓起了很大的作用
[00:10:34.320 --> 00:10:37.680]  保羅的榜樣在菲律賓起了重大的作用
[00:10:37.680 --> 00:10:38.880]  今天
[00:10:38.960 --> 00:10:41.920]  我們為了傳福音的弟兄姊妹感謝神
[00:10:41.920 --> 00:10:44.800]  我們為了傳福音的弟兄姊妹感謝神
[00:10:44.800 --> 00:10:47.840]  他們的好榜樣是我們的動力
[00:10:47.840 --> 00:10:50.080]  他們的好榜樣是我們的動力
[00:10:50.080 --> 00:10:51.840]  我們為了教會歷史裡面
[00:10:51.840 --> 00:10:54.720]  熱心傳福音的宣教士感謝神
[00:10:54.720 --> 00:10:56.480]  我們為了教會歷史裡面
[00:10:56.480 --> 00:10:59.360]  熱心傳福音的宣教士感謝神
[00:10:59.360 --> 00:11:01.760]  他們也是好像保羅希臘一樣
[00:11:01.760 --> 00:11:04.560]  在傳福音上受了很多的患難
[00:11:04.560 --> 00:11:06.880]  他們也都好像保羅西拉一樣
[00:11:06.880 --> 00:11:09.680]  在傳福音上受了很多的患難
[00:11:09.680 --> 00:11:12.960]  他們也是一樣表現了勝利
[00:11:12.960 --> 00:11:15.520]  他們也是一樣表現了勝利
[00:11:15.520 --> 00:11:17.440]  一樣有堅定的信心
[00:11:17.440 --> 00:11:19.040]  一樣有堅定的信心
[00:11:19.040 --> 00:11:21.120]  所以福音傳遍了天下
[00:11:21.120 --> 00:11:23.200]  所以福音傳遍了天下
[00:11:23.200 --> 00:11:25.360]  我們一想到這些人的榜樣
[00:11:25.360 --> 00:11:26.960]  我們一想到這些人的榜樣
[00:11:26.960 --> 00:11:28.080]  我們就受感動
[00:11:28.080 --> 00:11:28.960]  我們就受感動
[00:11:28.960 --> 00:11:29.760]  得鼓勵
[00:11:29.760 --> 00:11:30.400]  得鼓勵
[00:11:30.400 --> 00:11:33.200]  我們就願意再接再厲地去傳福音
[00:11:33.200 --> 00:11:35.920]  我們就願意再接再厲地去傳福音
[00:11:35.920 --> 00:11:39.440]  我們願意盡我們所能去做拆船的工作
[00:11:39.440 --> 00:11:43.120]  我們願意盡我們所能去做拆船的工作
[00:11:43.120 --> 00:11:46.480]  這節聖經提醒我們
[00:11:46.480 --> 00:11:49.280]  如果我們本堂裡面
[00:11:49.280 --> 00:11:52.720]  還有一部分的弟兄姊妹沒有參與拆船
[00:11:52.720 --> 00:11:55.680]  還有一部分的弟兄姊妹沒有參與拆船
[00:11:55.680 --> 00:11:58.800]  沒有在禱告上參與
[00:11:58.800 --> 00:12:02.960]  沒有在金錢的奉獻上參與
[00:12:02.960 --> 00:12:06.800]  沒有在關心上參與
[00:12:06.800 --> 00:12:09.360]  更是沒有在生命的奉獻上參與
[00:12:09.360 --> 00:12:12.160]  更是沒有在生命的奉獻上參與
[00:12:12.160 --> 00:12:16.000]  但願這一節是給我們訊息
[00:12:16.000 --> 00:12:18.400]  但願這一節是給我們訊息
[00:12:18.400 --> 00:12:20.960]  讓我們能夠說
[00:12:20.960 --> 00:12:24.000]  北角宣導會
[00:12:24.000 --> 00:12:26.800]  是同心合意的興旺福音
[00:12:26.800 --> 00:12:29.280]  是同心合意的興旺福音
[00:12:29.280 --> 00:12:33.360]  但願我們的拆船工作成為全教會的工作
[00:12:33.360 --> 00:12:37.360]  但願我們的拆船工作成為全教會的工作
[00:12:37.360 --> 00:12:40.160]  第二處的經文
[00:12:40.160 --> 00:12:44.240]  是在第一章第七節
[00:12:44.240 --> 00:12:46.880]  是在第一章第七節
[00:12:46.880 --> 00:12:49.440]  我為你們眾人有這樣的意念
[00:12:49.440 --> 00:12:50.960]  原是應當的
[00:12:50.960 --> 00:12:53.120]  因你們常在我心裡
[00:12:53.120 --> 00:12:55.360]  無論我是在困所之中
[00:12:55.360 --> 00:12:57.920]  是辨明證實福音的時候
[00:12:57.920 --> 00:13:00.720]  你們都與我一同得恩
[00:13:00.720 --> 00:13:03.680]  在這裡提到保羅為福音付代價
[00:13:03.680 --> 00:13:06.480]  在這裡提到保羅為福音付代價
[00:13:06.480 --> 00:13:09.680]  不但當時在菲律賓是那樣的付代價
[00:13:09.680 --> 00:13:12.800]  不但當時在菲律賓是那樣的付代價
[00:13:12.800 --> 00:13:14.720]  在寫菲律賓書的時候
[00:13:14.720 --> 00:13:16.560]  在寫菲律賓書的時候
[00:13:16.560 --> 00:13:18.640]  他又是在監獄之中
[00:13:18.640 --> 00:13:20.320]  他又是在監獄之中
[00:13:20.320 --> 00:13:21.840]  他是多次的坐監
[00:13:21.840 --> 00:13:23.200]  他多次的坐監
[00:13:23.200 --> 00:13:25.040]  他多次的在困所之中
[00:13:25.040 --> 00:13:26.800]  他多次的在困所之中
[00:13:26.800 --> 00:13:29.360]  他多次的為了傳福音付代價
[00:13:29.360 --> 00:13:32.160]  他多次的為了傳福音付代價
[00:13:32.160 --> 00:13:34.080]  他在付代價的時候
[00:13:34.080 --> 00:13:35.440]  他在付代價的時候
[00:13:35.440 --> 00:13:37.280]  講了一句很奇妙的話
[00:13:37.280 --> 00:13:39.040]  講了一句很奇妙的話
[00:13:39.040 --> 00:13:39.920]  他這樣說
[00:13:39.920 --> 00:13:40.800]  他這樣說
[00:13:40.800 --> 00:13:44.160]  我傳福音的時候
[00:13:44.160 --> 00:13:47.440]  你們都與我一同得恩
[00:13:47.440 --> 00:13:48.880]  我傳福音的時候
[00:13:48.880 --> 00:13:51.280]  你們都與我一同得恩
[00:13:51.280 --> 00:13:53.520]  這句話值得我們注意
[00:13:53.520 --> 00:13:55.280]  這句話值得我們注意
[00:13:55.280 --> 00:13:56.240]  意思就是說
[00:13:56.240 --> 00:13:57.280]  意思就是說
[00:13:57.280 --> 00:13:59.840]  在前線傳福音的宣教士
[00:13:59.840 --> 00:14:02.560]  在前線傳福音的宣教士
[00:14:02.560 --> 00:14:05.680]  或在後方帶導支持的弟兄姊妹們
[00:14:05.680 --> 00:14:08.880]  或在後方帶導支持的弟兄姊妹們
[00:14:08.880 --> 00:14:10.640]  都一同得恩
[00:14:10.640 --> 00:14:11.920]  都一同得恩
[00:14:11.920 --> 00:14:14.320]  這讓我們想到舊約裏面的一句話
[00:14:14.320 --> 00:14:16.800]  這讓我們想到舊約裏面的一句話
[00:14:16.800 --> 00:14:18.800]  在前線作戰的兵士
[00:14:18.800 --> 00:14:20.720]  在前線作戰的兵士
[00:14:20.720 --> 00:14:23.200]  或在後方看守兵器的人
[00:14:23.200 --> 00:14:25.840]  或在後方看守兵器的人
[00:14:25.840 --> 00:14:28.640]  他們評分勝利品
[00:14:28.640 --> 00:14:30.640]  他們評分勝利品
[00:14:30.640 --> 00:14:32.400]  勝利是屬於他們的
[00:14:32.400 --> 00:14:34.160]  勝利是屬於他們的
[00:14:34.160 --> 00:14:36.880]  這兩種人都是勝利者
[00:14:36.880 --> 00:14:39.280]  這兩種人都是勝利者
[00:14:39.280 --> 00:14:41.760]  他們得到的好處是一樣
[00:14:41.760 --> 00:14:43.760]  他們得到的好處是一樣
[00:14:43.760 --> 00:14:45.520]  他們有同樣的貢獻
[00:14:45.520 --> 00:14:46.880]  他們有同樣的貢獻
[00:14:46.880 --> 00:14:49.920]  他們都是同樣重要的參與者
[00:14:49.920 --> 00:14:52.720]  他們都是同樣重要的參與者
[00:14:52.720 --> 00:14:53.920]  今天
[00:14:54.000 --> 00:14:56.000]  我們的宣教士在前方
[00:14:56.000 --> 00:14:58.400]  我們的宣教士在前方
[00:14:58.400 --> 00:15:00.720]  在那裏為主作見證傳福音
[00:15:00.720 --> 00:15:03.120]  在那裏為主作見證傳福音
[00:15:03.120 --> 00:15:05.120]  他們會遭遇不少的難處
[00:15:05.120 --> 00:15:07.120]  他們會遭遇不少的難處
[00:15:07.120 --> 00:15:10.000]  他們在那裏為主受難為
[00:15:10.000 --> 00:15:10.000]  他們在那裏為主受難為
[00:15:10.000 --> 00:15:13.600]  他們在那裏為主受難為
[00:15:13.600 --> 00:15:14.400]  付代價
[00:15:14.400 --> 00:15:15.840]  而我們在後方
[00:15:15.840 --> 00:15:17.040]  而我們在後方
[00:15:17.040 --> 00:15:18.080]  為他們禱告
[00:15:18.080 --> 00:15:19.120]  為他們祈禱
[00:15:19.120 --> 00:15:20.560]  用金錢支持他們
[00:15:20.560 --> 00:15:22.080]  用金錢支持他們
[00:15:22.560 --> 00:15:25.920]  我們和他們一同蒙神的恩典
[00:15:25.920 --> 00:15:29.040]  我們和他們一同蒙神的恩典
[00:15:29.040 --> 00:15:30.720]  我們在後方的弟兄姊妹
[00:15:30.720 --> 00:15:32.400]  我們在後方的弟兄姊妹
[00:15:32.400 --> 00:15:34.080]  不要輕看自己的工作
[00:15:34.080 --> 00:15:35.840]  不可以輕看自己的工作
[00:15:35.840 --> 00:15:37.520]  因為主不輕看
[00:15:37.520 --> 00:15:38.880]  因為主不輕看
[00:15:38.880 --> 00:15:41.680]  主重視後方支持
[00:15:41.680 --> 00:15:44.080]  做後盾的弟兄姊妹
[00:15:44.080 --> 00:15:46.880]  主重看在後方支持
[00:15:46.880 --> 00:15:49.280]  做後盾的弟兄姊妹
[00:15:49.280 --> 00:15:55.280]  但願主的恩典多多賜給我們
[00:15:55.280 --> 00:16:00.320]  一個傳福音做猜傳的教會
[00:16:00.320 --> 00:16:04.240]  是一個得恩的教會
[00:16:04.240 --> 00:16:07.440]  我們付的代價越大
[00:16:07.440 --> 00:16:10.800]  我們蒙的恩典越多
[00:16:10.800 --> 00:16:12.640]  這是保羅所說的
[00:16:12.640 --> 00:16:15.280]  很值得我們注意的一節聖經
[00:16:15.280 --> 00:16:16.640]  這是保羅所說的
[00:16:16.640 --> 00:16:18.720]  很值得我們注意的一節聖經
[00:16:18.720 --> 00:16:21.600]  我們記得為宣教士禱告
[00:16:21.600 --> 00:16:24.480]  我們記得為宣教士禱告
[00:16:24.480 --> 00:16:28.640]  透過禱告在主的十恩寶座前
[00:16:28.640 --> 00:16:30.240]  一同領受恩典
[00:16:30.240 --> 00:16:33.120]  透過禱告在主的十恩寶座前
[00:16:33.120 --> 00:16:34.800]  一同領受恩典
[00:16:34.800 --> 00:16:37.920]  我們透過禱告是和宣教士相通的
[00:16:37.920 --> 00:16:40.800]  我們透過禱告是和宣教士相通的
[00:16:40.800 --> 00:16:44.160]  我們和宣教士一同舉手向神禱告
[00:16:44.160 --> 00:16:47.200]  我們和宣教士一同舉手向主禱告
[00:16:47.200 --> 00:16:51.200]  我們又和宣教士一同舉手領受神的恩典
[00:16:51.200 --> 00:16:56.080]  我們又和宣教士一同舉手領受神的恩典
[00:16:56.080 --> 00:16:58.720]  第三處的經文
[00:16:58.720 --> 00:17:00.560]  是在第十二節
[00:17:00.560 --> 00:17:02.640]  是在第十二節
[00:17:02.640 --> 00:17:05.200]  弟兄們 我願意你們知道
[00:17:05.200 --> 00:17:11.840]  我所遭遇的事更是叫福音興旺
[00:17:11.840 --> 00:17:15.760]  在這裡我們看見保羅的見證
[00:17:15.760 --> 00:17:19.040]  在這裡我們看見保羅的見證
[00:17:19.040 --> 00:17:21.920]  他知道他為福音所做的不落空
[00:17:21.920 --> 00:17:24.560]  他知道他為福音所做的不落空
[00:17:24.560 --> 00:17:28.320]  他做的每一件事都是叫福音興旺
[00:17:28.320 --> 00:17:31.440]  他做的每一件事都是叫福音興旺
[00:17:31.440 --> 00:17:32.960]  感謝神
[00:17:32.960 --> 00:17:37.280]  這是保羅的信念
[00:17:37.280 --> 00:17:40.240]  也是我們的信念
[00:17:40.240 --> 00:17:44.080]  我們為福音所做的沒有一件事會落空
[00:17:44.080 --> 00:17:47.120]  我們為福音所做的沒有一件事會落空
[00:17:47.120 --> 00:17:48.240]  或大或小
[00:17:48.240 --> 00:17:49.440]  或大或小
[00:17:49.440 --> 00:17:50.640]  或難或易
[00:17:50.640 --> 00:17:51.840]  或難或易
[00:17:51.840 --> 00:17:53.040]  都不落空
[00:17:53.040 --> 00:17:54.240]  都不會落空
[00:17:54.240 --> 00:17:57.120]  我們願意把這個信息接受在心中
[00:17:57.120 --> 00:18:00.080]  我們願意把這個信息接受在心中
[00:18:00.080 --> 00:18:04.000]  這句話讓我們想到主耶穌所講的一個比喻
[00:18:04.000 --> 00:18:06.720]  讓我們想到主耶穌所講的一個比喻
[00:18:06.720 --> 00:18:08.280]  有一個人
[00:18:08.280 --> 00:18:11.440]  他在一塊地裏面發現了寶貝
[00:18:11.440 --> 00:18:13.840]  他在一塊地裏面發現寶貝
[00:18:13.840 --> 00:18:15.040]  他就回家去
[00:18:15.040 --> 00:18:15.920]  他就回家去
[00:18:15.920 --> 00:18:17.920]  把他所有的一切都變賣
[00:18:17.920 --> 00:18:20.320]  把他所有的一切都變賣
[00:18:20.320 --> 00:18:21.680]  來買這塊地
[00:18:21.680 --> 00:18:22.960]  來買這塊地
[00:18:22.960 --> 00:18:25.040]  因為他知道地裏面有寶貝
[00:18:25.040 --> 00:18:27.040]  因為他知道地裏面有寶貝
[00:18:27.040 --> 00:18:28.880]  別人看見他這樣做的時候
[00:18:28.880 --> 00:18:30.880]  別人看見他這樣做的時候
[00:18:30.880 --> 00:18:32.560]  不了解他為什麼這樣做
[00:18:32.560 --> 00:18:34.400]  不了解他為什麼這樣做
[00:18:34.400 --> 00:18:35.760]  他們可能笑他
[00:18:35.760 --> 00:18:36.800]  他們可能笑他
[00:18:36.800 --> 00:18:38.640]  因為他是瘋狂的
[00:18:38.640 --> 00:18:39.760]  因為他是瘋狂的
[00:18:39.760 --> 00:18:41.040]  因為他是糊塗的
[00:18:41.040 --> 00:18:42.080]  因為他是糊塗的
[00:18:42.080 --> 00:18:44.160]  但是他自己明白
[00:18:44.160 --> 00:18:45.360]  但是他自己明白
[00:18:45.360 --> 00:18:48.080]  他是歡歡喜喜地去變賣所有的
[00:18:48.080 --> 00:18:50.800]  他是歡歡喜喜地去變賣所有的
[00:18:50.800 --> 00:18:52.160]  因為他知道
[00:18:52.160 --> 00:18:52.800]  因為他知道
[00:18:52.800 --> 00:18:54.160]  那不是損失
[00:18:54.160 --> 00:18:55.120]  那不是損失
[00:18:55.120 --> 00:18:56.880]  那是更大的獲得
[00:18:56.880 --> 00:18:58.560]  那是更大的獲得
[00:18:58.560 --> 00:18:59.920]  他一點難為也沒有
[00:18:59.920 --> 00:19:01.280]  他一點難為也沒有
[00:19:01.280 --> 00:19:02.880]  他不是覺得自己犧牲了
[00:19:02.880 --> 00:19:04.320]  他不是覺得自己犧牲了
[00:19:04.320 --> 00:19:07.840]  那是覺得一個更大的福氣就在眼前
[00:19:07.840 --> 00:19:10.800]  那是覺得一個更大的福氣就在眼前
[00:19:10.800 --> 00:19:12.080]  我們為了福音
[00:19:12.080 --> 00:19:13.200]  我們為了福音
[00:19:13.200 --> 00:19:14.560]  無論付什麼代價
[00:19:14.560 --> 00:19:15.760]  無論付什麼代價
[00:19:15.760 --> 00:19:17.680]  事實上都不是犧牲
[00:19:17.680 --> 00:19:19.520]  事實上都不是犧牲
[00:19:19.520 --> 00:19:22.720]  一方面是因為我們應該那樣做
[00:19:22.720 --> 00:19:24.720]  一方面是我們應該那樣做
[00:19:24.720 --> 00:19:26.640]  應該做的哪裡是犧牲呢?
[00:19:26.640 --> 00:19:28.400]  應該做的哪裡是犧牲呢?
[00:19:28.400 --> 00:19:29.280]  另外一方面
[00:19:29.280 --> 00:19:30.320]  但是另外一方面
[00:19:30.320 --> 00:19:31.760]  我們做的不是犧牲
[00:19:31.760 --> 00:19:35.600]  因為我們做了以後要有更大的獲得
[00:19:35.600 --> 00:19:37.040]  我們做的不是犧牲
[00:19:37.040 --> 00:19:40.560]  因為我們做了之後會有更大的獲得
[00:19:40.560 --> 00:19:42.000]  這是永遠的獲得
[00:19:42.000 --> 00:19:43.760]  這是永遠的獲得
[00:19:43.760 --> 00:19:45.280]  這是永遠的果子
[00:19:45.280 --> 00:19:47.040]  這是永遠的果子
[00:19:47.040 --> 00:19:48.480]  有永恆的價值
[00:19:48.480 --> 00:19:49.680]  有永恆的價值
[00:19:49.680 --> 00:19:54.560]  我們願意帶著更多更多的永恆的果子奉獻給主
[00:19:54.560 --> 00:19:59.200]  我們願意帶著更多更多的永恆的果子來獻給主
[00:19:59.200 --> 00:20:01.200]  當你為了猜測奉獻的時候
[00:20:01.200 --> 00:20:03.040]  當你為了猜測奉獻的時候
[00:20:03.040 --> 00:20:04.400]  你是什麼心情呢?
[00:20:04.400 --> 00:20:05.360]  你是什麼心情呢?
[00:20:05.360 --> 00:20:06.640]  你是什麼感覺呢?
[00:20:06.640 --> 00:20:07.840]  你是什麼感覺呢?
[00:20:07.840 --> 00:20:09.360]  你是不是覺得快樂呢?
[00:20:09.360 --> 00:20:10.640]  你是不是感覺到快樂呢?
