
[00:00:00.000 --> 00:00:09.000]  我和大家來看一看關於聖靈的工作的分辨的原則
[00:08:03.000 --> 00:08:15.000]  聖靈帶來的福心,必定和祂的目標、旨意是相合的,不會相反的
[00:08:15.000 --> 00:08:26.000]  第四,是否迎王乘聖之路
[00:08:26.000 --> 00:08:35.000]  以色列書四章四節
[00:08:35.000 --> 00:08:42.000]  那裡說公義的靈,分燒的靈
[00:08:42.000 --> 00:08:50.000]  就是把一切的罪都燒掉,好像火燒掉渣滓一樣
[00:08:50.000 --> 00:08:56.000]  公義也就是聖潔的另外一個說法
[00:08:56.000 --> 00:09:02.000]  公義、聖潔有基本相同的意義
[00:09:02.000 --> 00:09:10.000]  所以聖靈是公義的靈,是對付罪惡、分燒罪惡的靈
[00:09:10.000 --> 00:09:17.000]  所以聖靈的工作,必定迎王乘聖
[00:09:17.000 --> 00:09:24.000]  如果一個運動,單單是注意感覺、享受
[00:09:24.000 --> 00:09:31.000]  而沒有產生成聖的果子,這是我們要注意的
[00:09:31.000 --> 00:09:43.000]  第五,是否解除聖靈的果子
[00:09:43.000 --> 00:09:48.000]  《元寒福音》十五章第五節
[00:09:48.000 --> 00:09:54.000]  「枝子連在葡萄樹上」去解除果子來
[00:09:54.000 --> 00:10:02.000]  我們過去已經提過,我們有相當的理由相信
[00:10:02.000 --> 00:10:07.000]  主講的葡萄樹的生命的枝、漿
[00:10:07.000 --> 00:10:17.000]  SAP,S-A-P,就是流通在葡萄樹裡面的生命的枝漿
[00:10:17.000 --> 00:10:23.000]  是聖靈的一個象徵
[00:10:23.000 --> 00:10:31.000]  所以聖靈在枝子裡面流通、運行、解除果子來
[00:10:31.000 --> 00:10:35.000]  而這個果子就是聖靈的果子
[00:10:35.000 --> 00:10:39.000]  聖靈的九樣的果子
[00:10:39.000 --> 00:10:50.000]  如果任何的運動單單注重恩賜,而不注重果子
[00:10:50.000 --> 00:10:59.000]  有恩賜卻沒有果子,那樣我們就要注意了
[00:10:59.000 --> 00:11:08.000]  而聖靈工作的最高的目標就是使我們相救
[00:11:08.000 --> 00:11:13.000]  這是聖靈工作的高峰
[00:11:13.000 --> 00:11:21.000]  在格林多後書三章十八節
[00:11:21.000 --> 00:11:27.000]  我們很熟悉的,我讀出來給大家聽
[00:11:27.000 --> 00:11:33.000]  我們眾人既然藏著臉,得以看見主的容光
[00:11:33.000 --> 00:11:39.000]  好像從鏡子裡反照,就變成主的形狀
[00:11:39.000 --> 00:11:45.000]  容上加容,如同從主的靈變成的
[00:11:45.000 --> 00:11:51.000]  如同原來的意思是正視
[00:11:51.000 --> 00:12:00.000]  英文聖經的翻譯是even as, even as,恰視,正視
[00:12:00.000 --> 00:12:11.000]  這是一個加重的字眼,是從聖靈的工作而做成的
[00:12:11.000 --> 00:12:15.000]  使我們能夠變成主的形狀
[00:12:15.000 --> 00:12:21.000]  容上加容,越像基督就越榮耀
[00:12:21.000 --> 00:12:26.000]  所以更加像基督,就容上加容
[00:12:26.000 --> 00:12:30.000]  聖靈的工作,保羅告訴我們
[00:12:30.000 --> 00:12:39.000]  最高的、最基本的、最寶貴的,是使我們像基督
[00:12:39.000 --> 00:12:42.000]  其他的,是次要的
[00:12:42.000 --> 00:12:51.000]  我們不要讓對次要的追求,奪去了我們對主要的追求
[00:12:51.000 --> 00:13:00.000]  第六,是否識人愛神?
[00:13:00.000 --> 00:13:08.000]  羅馬書五章五解
[00:13:08.000 --> 00:13:15.000]  說賜給我們的聖靈,將神的愛澆灌在我們心裡
[00:13:15.000 --> 00:13:19.000]  澆灌是大量的意思
[00:13:19.000 --> 00:13:26.000]  不是一點點,不是稍微有,而是充滿
[00:13:26.000 --> 00:13:30.000]  大量的被神的愛充滿
[00:13:30.000 --> 00:13:37.000]  所以聖靈充滿,常常帶來神的愛的充滿
[00:13:37.000 --> 00:13:45.000]  如果任何的感受,是自己的一種享受
[00:13:45.000 --> 00:13:55.000]  而不是產生對神的愛和愛的實際的表現
[00:13:55.000 --> 00:13:58.000]  那我們就要注意
[00:13:58.000 --> 00:14:02.000]  愛神也不是單單感覺愛神
[00:14:02.000 --> 00:14:07.000]  乃是有愛神的實際的行動
[00:14:07.000 --> 00:14:17.000]  第七,是否造成混亂?
[00:14:17.000 --> 00:14:20.000]  這是很重要的一項
[00:14:20.000 --> 00:14:31.000]  格林多前書十四章三十三解
[00:14:31.000 --> 00:14:33.000]  在那裏包羅說
[00:14:33.000 --> 00:14:40.000]  因為神是叫人安靜,不是叫人混亂
[00:14:40.000 --> 00:14:49.000]  包羅就是針對當時在格林多教會裏面的靈恩的追求
[00:14:49.000 --> 00:14:52.000]  而講的這句話
[00:14:52.000 --> 00:14:58.000]  他們的追求,他們的表現造成混亂現象
[00:14:58.000 --> 00:15:00.000]  所以包羅要他們說
[00:15:00.000 --> 00:15:09.000]  安是要規規矩矩地去做,按著次序去做
[00:15:09.000 --> 00:15:14.000]  那就是針對混亂的一個方式
[00:15:14.000 --> 00:15:31.000]  第八,是否以經驗和感覺代替神的話?
[00:15:31.000 --> 00:15:40.000]  約翰福音十六章十五解
[00:15:40.000 --> 00:15:48.000]  在那裏說,聖靈要叫門徒想起神的話來
[00:15:48.000 --> 00:15:53.000]  聖靈的工作是要人記得神的話
[00:15:53.000 --> 00:15:59.000]  在每一樣的場合裏頭,處境裏頭
[00:15:59.000 --> 00:16:04.000]  都想起主的話
[00:16:04.000 --> 00:16:07.000]  而這是一種活潑的供應
[00:16:07.000 --> 00:16:12.000]  就好像電腦,我們把軟件放進去
[00:16:12.000 --> 00:16:17.000]  在需要的時候一按鈕,那個資料就出來了
[00:16:17.000 --> 00:16:21.000]  剛剛是我們要的資料
[00:16:21.000 --> 00:16:30.000]  聖靈就把主在事的時候向門徒教導講的話
[00:16:30.000 --> 00:16:36.000]  把它隨時按照需要研發出來
[00:16:36.000 --> 00:16:42.000]  讓門徒再想起來,再記起主的話
[00:16:42.000 --> 00:16:53.000]  主的話是他們一切的規範,一切標準,一切的根據
[00:16:53.000 --> 00:17:00.000]  我們不可以用自己的感覺,自己的經歷來決定
[00:17:00.000 --> 00:17:04.000]  而是以神的話來決定
[00:17:04.000 --> 00:17:14.000]  第九,是否過分傾向靈異的現象
[00:17:14.000 --> 00:17:21.000]  是否過分傾向注重靈異
[00:17:21.000 --> 00:17:29.000]  就是一些殊靈的奇特的現象
[00:17:29.000 --> 00:17:32.000]  異是異相的異
[00:17:32.000 --> 00:17:39.000]  靈界的很特別的事,奇特的事
[00:17:39.000 --> 00:17:48.000]  這兩個字靈異已經在香港,在東方,在報紙成了一個專名詞了
[00:17:48.000 --> 00:17:59.000]  佛教,道教,一貫道,民間宗教,都有許多靈異的現象
[00:17:59.000 --> 00:18:04.000]  超自然的靈界的現象
[00:18:04.000 --> 00:18:10.000]  七宮也可以帶人進入那個境界
[00:18:10.000 --> 00:18:17.000]  是否過分傾向或者注重靈異的現象
[00:18:17.000 --> 00:18:25.000]  格林多前書一章二十二集
[00:18:25.000 --> 00:18:34.000]  在那裏說希臘人需要智慧,猶太人需要神跡
[00:18:34.000 --> 00:18:40.000]  但是,保羅知傳耶穌基督
[00:18:40.000 --> 00:18:44.000]  我們把那幾節聖經讀出來
[00:18:44.000 --> 00:18:49.000]  格林多前書第二章
[00:18:49.000 --> 00:18:56.000]  林前第一章二十二節
[00:18:56.000 --> 00:19:02.000]  猶太人需要神跡,希臘人是求智慧,二十三節
[00:19:02.000 --> 00:19:07.000]  我們卻是傳丁氏教的基督
[00:19:07.000 --> 00:19:13.000]  在猶太人為半教時,在外邦人為裕作
[00:19:13.000 --> 00:19:22.000]  但在那蒙照的,無論是猶太人,希臘尼人,基督,總為神的能力,神的智慧
[00:19:22.000 --> 00:19:31.000]  我們不要讓這些超自然的現象,神跡,奇事,來佔據首位
[00:19:31.000 --> 00:19:40.000]  一看見神跡,一聽說神跡,就把它舉在最高的地位上
[00:19:40.000 --> 00:19:49.000]  馬太福音二十四章二十四節
[00:19:49.000 --> 00:19:58.000]  在那裡說,在末世的時候,是有大奇事出現
[00:19:58.000 --> 00:20:04.000]  如果可能連玄冥也被迷惑了
[00:20:04.000 --> 00:20:11.000]  馬太二十四章二十四節,玄冥就是屬神的人
[00:20:11.000 --> 00:20:20.000]  屬神的人可能被神跡迷惑,那就是過分注重的神跡
[00:20:20.000 --> 00:20:29.000]  在帖蘇羅尼迦後書二章九節,帖後二章九節
[00:20:29.000 --> 00:20:37.000]  在那裡說,撒旦的運動也有許多的神跡
[00:20:37.000 --> 00:20:41.000]  我讀出來給大家聽
[00:20:41.000 --> 00:20:48.000]  帖後二章九節
[00:20:48.000 --> 00:20:57.000]  這不乏的人來,是照撒旦的運動,行各樣的異能神跡
[00:20:57.000 --> 00:21:01.000]  和一切虛假的奇事
[00:21:01.000 --> 00:21:10.000]  這裡告訴我們,不但神能行神跡,撒旦也能行神跡
[00:21:10.000 --> 00:21:14.000]  許多的宗教都有神跡
[00:21:14.000 --> 00:21:23.000]  有的時候,很墮落的壞人,有行神跡的能力
[00:21:23.000 --> 00:21:30.000]  在歷史裡頭,俄國有一個很出名的壞人
[00:21:30.000 --> 00:21:36.000]  是一個很下流的人
[00:21:36.000 --> 00:21:44.000]  但是他行了許多神跡,在歷史裡面都有記載
[00:21:44.000 --> 00:21:54.000]  在南美洲,有許多人,不是基督教的,他們行神跡
[00:21:54.000 --> 00:22:00.000]  這些都是我們耳熟能詳的事實
[00:22:00.000 --> 00:22:07.000]  所以我們不應該過分地注重靈異的現象
[00:22:07.000 --> 00:22:16.000]  一定要分辨那個神跡,那個奇事的後面是什麼
[00:22:16.000 --> 00:22:30.000]  第十,是否以造就教會的靈性為重
[00:22:30.000 --> 00:22:38.000]  就是把靈性放在第一,其他其次
[00:22:38.000 --> 00:22:42.000]  因為靈性是我們與神的關係
[00:22:42.000 --> 00:22:47.000]  這個是一切一切的基礎
[00:22:47.000 --> 00:22:54.000]  有一天,神跡奇事要過去
[00:22:54.000 --> 00:23:04.000]  但是我們在天家與神的關係是永遠長存
[00:23:04.000 --> 00:23:10.000]  經文是在格林多前書十四章
[00:23:10.000 --> 00:23:15.000]  第一節,第十二節,十九節
[00:23:15.000 --> 00:23:20.000]  臨前十四章
[00:23:20.000 --> 00:23:29.000]  第一,第四,十二,十九,四節
[00:23:29.000 --> 00:23:31.000]  我讀出來
[00:23:31.000 --> 00:23:36.000]  你們要追求愛,也要且慕孰靈的恩賜
[00:23:36.000 --> 00:23:42.000]  其中更要羡慕的是做先知講道
[00:23:42.000 --> 00:23:45.000]  目的是什麼?
[00:23:45.000 --> 00:23:50.000]  四節,說方言的是造就自己
[00:23:50.000 --> 00:23:55.000]  做先知講道的是造就教會
[00:23:55.000 --> 00:23:58.000]  這是一個比較的話
[00:23:58.000 --> 00:24:03.000]  十二節,你們也是如此
[00:24:03.000 --> 00:24:06.000]  既是且慕孰靈的恩賜
[00:24:06.000 --> 00:24:15.000]  就當求多得造就教會的恩賜
[00:24:15.000 --> 00:24:17.000]  十九節
[00:24:17.000 --> 00:24:23.000]  但在教會中,寧可用悟性說無懼教道人的話
[00:24:23.000 --> 00:24:27.000]  強若說萬懼方言
[00:24:27.000 --> 00:24:38.000]  保羅在這裡把造就教會放在一個最重要最高的地位上
[00:24:38.000 --> 00:24:43.000]  這十個原則
[00:24:43.000 --> 00:24:49.000]  我相信是最基本的最重要的
[00:24:49.000 --> 00:24:55.000]  如果一個運動符合這十個原則
[00:24:55.000 --> 00:25:01.000]  那我們可以放心去接受去追求
[00:25:01.000 --> 00:25:08.000]  我再說,我絕對不是全盤的否定理論運動
[00:25:08.000 --> 00:25:18.000]  乃是在歷史中看見了許多偏差極端的現象
[00:25:18.000 --> 00:25:23.000]  所以要速度分辨
[00:25:23.000 --> 00:25:26.000]  按照神的話
[00:25:26.000 --> 00:25:34.000]  做標準、做根據來隨時隨地分辨
[00:25:34.000 --> 00:25:38.000]  這是我們能夠持守著的話
[00:25:38.000 --> 00:25:43.000]  能夠保持走在正道上
[00:25:43.000 --> 00:25:45.000]  不偏左右
[00:25:45.000 --> 00:25:49.000]  不中撒旦的詭計
[00:25:49.000 --> 00:25:54.000]  不受學氣、肉體的影響
[00:25:54.000 --> 00:26:00.000]  這是很重要、很需要的一件事情
[00:26:00.000 --> 00:26:06.000]  那麼這十個要點呢
[00:26:06.000 --> 00:26:12.000]  大家手中有幾頁的講義
[00:26:12.000 --> 00:26:20.000]  我在最後的頁把它寫出來
[00:26:20.000 --> 00:26:24.000]  但是稍微有一點分別
[00:26:24.000 --> 00:26:28.000]  就是在這個講義裡頭
[00:26:28.000 --> 00:26:35.000]  沒有是否以造就教會為重
[00:26:35.000 --> 00:26:38.000]  這一點沒有點出來
[00:26:38.000 --> 00:26:45.000]  而是包括在第九點的末了一句
[00:26:45.000 --> 00:26:46.000]  第九點的末了一句
[00:26:46.000 --> 00:26:48.000]  你們也是如此
[00:26:48.000 --> 00:26:51.000]  就是且勿疏領的恩賜
[00:26:51.000 --> 00:26:57.000]  就當求多的造就教會的恩賜
[00:26:57.000 --> 00:27:04.000]  把這點作為一個獨立的一點
[00:27:04.000 --> 00:27:09.000]  好,那麼關於分辨的原則
[00:27:09.000 --> 00:27:12.000]  我們就講這麼多
[00:27:12.000 --> 00:27:20.000]  餘下的時間我們就要來講
[00:27:20.000 --> 00:27:26.000]  關於領恩運動的分辨這個總體
[00:27:26.000 --> 00:27:36.000]  首先我們要注意一個基本的認識
[00:27:36.000 --> 00:27:43.000]  在講義裡頭沒有用這個字眼
[00:27:43.000 --> 00:27:44.000]  基本的認識
[00:27:44.000 --> 00:27:48.000]  但是內容在講義裡提到了
[00:27:48.000 --> 00:27:53.000]  基本的認識有兩點
[00:27:53.000 --> 00:27:59.000]  第一點那就是在教會律師裡頭
[00:27:59.000 --> 00:28:09.000]  有三種的標準
[00:28:09.000 --> 00:28:18.000]  第一種的標準就是以傳統為標準
[00:28:18.000 --> 00:28:21.000]  那就是天主教
[00:28:21.000 --> 00:28:25.000]  天主教把教會的傳統和聖經
[00:28:25.000 --> 00:28:28.000]  放在相同的地位上
[00:28:28.000 --> 00:28:34.000]  但是事實上他們常常地把傳統
[00:28:34.000 --> 00:28:38.000]  來放在聖經之上
[00:28:38.000 --> 00:28:48.000]  天主教是一個以傳統為最高標準的一個團體
[00:28:48.000 --> 00:28:51.000]  舉一個例子
[00:28:51.000 --> 00:28:55.000]  他們拜瑪利亞
[00:28:55.000 --> 00:29:00.000]  聖經裡絕對沒有這樣的教道
[00:29:00.000 --> 00:29:05.000]  但是他們在傳統裡有這件事
[00:29:05.000 --> 00:29:08.000]  他們就這樣做
[00:29:08.000 --> 00:29:15.000]  他們在1948年就公佈一個信條
[00:29:15.000 --> 00:29:22.000]  所有的天主教徒都要相信瑪利亞聖天
[00:29:22.000 --> 00:29:27.000]  那是1948年才定出來的一個信條
[00:29:27.000 --> 00:29:33.000]  這是在他們的傳統裡的一件事
[00:29:33.000 --> 00:29:35.000]  這是第一種的標準
[00:29:35.000 --> 00:29:39.000]  用傳統放在聖的話之上
[00:29:39.000 --> 00:29:45.000]  第二種的標準就是以理性
[00:29:45.000 --> 00:29:49.000]  把理性放在聖經之上
[00:29:49.000 --> 00:29:53.000]  用理性做最高的標準
[00:29:53.000 --> 00:30:00.000]  當他們覺得聖經某些話不合理性的時候
[00:30:00.000 --> 00:30:03.000]  他們就否定它
[00:30:03.000 --> 00:30:07.000]  他們覺得神蹟不合理性
[00:30:07.000 --> 00:30:12.000]  所以他們就否定基督的神蹟
[00:30:12.000 --> 00:30:18.000]  這是一種自然科學的心態
[00:30:18.000 --> 00:30:24.000]  他們的理性是自然科學的理性
[00:30:24.000 --> 00:30:28.000]  是naturalistic reason
[00:30:28.000 --> 00:30:33.000]  這是這個時代的一個特點之一
[00:30:33.000 --> 00:30:38.000]  心態就是這樣的立場
[00:30:38.000 --> 00:30:47.000]  還有,有人把感覺、經驗放在聖話語之上
[00:30:47.000 --> 00:30:50.000]  做他們的標準
[00:30:50.000 --> 00:30:55.000]  這三種的標準都是錯誤的
[00:30:55.000 --> 00:31:01.000]  都會引領我們進入錯誤
[00:31:01.000 --> 00:31:05.000]  只有一種的標準是正確的
[00:31:05.000 --> 00:31:08.000]  就是神的話
[00:31:08.000 --> 00:31:17.000]  我們站在純正信仰的一個地位上
[00:31:17.000 --> 00:31:20.000]  單單高舉神話
[00:31:20.000 --> 00:31:25.000]  用神話來審判一切
[00:31:25.000 --> 00:31:28.000]  因為基督就是道
[00:31:28.000 --> 00:31:31.000]  道就是祂的話
[00:31:31.000 --> 00:31:34.000]  道和基督是一樣的
[00:31:34.000 --> 00:31:39.000]  所以基督最高,祂的道也是最高
[00:31:39.000 --> 00:31:46.000]  不能用任何其他的來取代神的話
[00:31:46.000 --> 00:31:52.000]  這是我們第一個基本的認識
[00:31:52.000 --> 00:32:03.000]  第二呢,就是我們必須有一個渴慕聖靈工作的心
[00:32:03.000 --> 00:32:07.000]  渴慕聖靈的工作
[00:32:07.000 --> 00:32:10.000]  也渴慕聖靈的恩賜
[00:32:10.000 --> 00:32:13.000]  也渴慕聖靈的果子
[00:32:13.000 --> 00:32:16.000]  渴慕聖靈的能力
[00:32:16.000 --> 00:32:21.000]  這個渴慕是不可少的
[00:32:21.000 --> 00:32:26.000]  如果我們否定領恩運動
[00:32:26.000 --> 00:32:31.000]  卻自己沒有對聖靈的追求
[00:32:31.000 --> 00:32:39.000]  那我們就是一無所有
[00:32:39.000 --> 00:32:41.000]  兩面落空
[00:32:41.000 --> 00:32:46.000]  所以我們一定要有這個基本的心態
[00:32:46.000 --> 00:32:50.000]  就是重視主耶穌所重視的聖靈
[00:32:50.000 --> 00:32:57.000]  我們在第一次聚會的時候已經提到了
[00:32:57.000 --> 00:33:01.000]  耶穌基督在離開門徒升天之前
[00:33:01.000 --> 00:33:04.000]  最後的教導裡面
[00:33:04.000 --> 00:33:07.000]  主題就是聖靈的工作
[00:33:07.000 --> 00:33:12.000]  可見主自己是何等地重視聖靈
[00:33:12.000 --> 00:33:16.000]  主所重視的,我們也要重視
[00:33:16.000 --> 00:33:20.000]  這是我們在開始分辨之前
[00:33:20.000 --> 00:33:24.000]  兩個大前提
[00:33:24.000 --> 00:33:29.000]  兩個基本的認識和立場
[00:33:29.000 --> 00:33:40.000]  那麼這裡大家可以把這一份講義帶回去自己看
[00:33:40.000 --> 00:33:43.000]  今天晚上我要講
[00:33:43.000 --> 00:33:52.000]  希望有一個更明顯的次序
[00:33:52.000 --> 00:33:54.000]  一個層次
[00:33:54.000 --> 00:33:59.000]  大家可以先不必看這個講義
[00:33:59.000 --> 00:34:09.000]  我要和大家一起來領受的思想的
[00:34:09.000 --> 00:34:11.000]  剛才已經提過
[00:34:11.000 --> 00:34:17.000]  就是基本的兩個認識
[00:34:17.000 --> 00:34:21.000]  現在就來到歷史的回顧
[00:34:21.000 --> 00:34:24.000]  歷史的回顧
[00:34:24.000 --> 00:34:31.000]  我們為什麼感覺到對靈魂運動需要分辨呢?
[00:34:31.000 --> 00:34:34.000]  就是因為在過去的歷史裡頭
[00:34:34.000 --> 00:34:42.000]  我們發現了,我們注意到這個運動的一些問題
[00:34:42.000 --> 00:34:44.000]  一些偏差
[00:34:44.000 --> 00:34:49.000]  一些不符合聖經的地方
[00:34:49.000 --> 00:34:55.000]  所以我們才感覺分辨是絕對需要
[00:34:55.000 --> 00:34:58.000]  而且十分重要
[00:34:58.000 --> 00:35:00.000]  我們從歷史的回顧
[00:35:00.000 --> 00:35:03.000]  第一方面
[00:35:03.000 --> 00:35:07.000]  就是看看保羅自己的方向
[00:35:07.000 --> 00:35:10.000]  保羅自己的方向
[00:35:10.000 --> 00:35:14.000]  格林多前書十四章
[00:35:14.000 --> 00:35:18.000]  保羅發現格林多教會
[00:35:18.000 --> 00:35:22.000]  在靈恩上有偏差
[00:35:22.000 --> 00:35:25.000]  所以寫信提醒他們
[00:35:25.000 --> 00:35:28.000]  糾正他們
[00:35:28.000 --> 00:35:31.000]  替他們做清楚的分辨
[00:35:31.000 --> 00:35:33.000]  要他們看清楚
[00:35:33.000 --> 00:35:37.000]  哪是正確的,哪是偏差的
[00:35:37.000 --> 00:35:40.000]  其中有一樣
[00:35:40.000 --> 00:35:43.000]  其都是說方言的嗎?
[00:35:43.000 --> 00:35:47.000]  我相信保羅發這個問題
[00:35:47.000 --> 00:35:51.000]  不是無敵方式
[00:35:51.000 --> 00:35:55.000]  那是有感而發
[00:35:55.000 --> 00:35:58.000]  有它的原因
[00:35:58.000 --> 00:36:03.000]  很可能當時的格林多教會
[00:36:03.000 --> 00:36:07.000]  因為非常高級方言
[00:36:07.000 --> 00:36:11.000]  所以說人人都要講方言
[00:36:11.000 --> 00:36:15.000]  每個基督徒都要說方言
[00:36:15.000 --> 00:36:20.000]  所以保羅就提出了不同的恩賜
[00:36:20.000 --> 00:36:25.000]  他又說是聖靈按照他的旨意
[00:36:25.000 --> 00:36:29.000]  把恩賜分給個人
[00:36:29.000 --> 00:36:34.000]  有講方言的,但不是都講方言
[00:36:34.000 --> 00:36:36.000]  每一樣的神蹟
[00:36:36.000 --> 00:36:39.000]  每一樣的恩賜
[00:36:39.000 --> 00:36:41.000]  不是每個人都有
[00:36:41.000 --> 00:36:45.000]  乃是聖靈給誰,誰就有
[00:36:45.000 --> 00:36:48.000]  他又提到當時
[00:36:48.000 --> 00:36:57.000]  肉體、血氣進入他們的靈恩的表現裏頭
[00:36:57.000 --> 00:37:01.000]  他們爭著說寓言
[00:37:01.000 --> 00:37:04.000]  爭著說方言
[00:37:04.000 --> 00:37:07.000]  所以保羅來糾正他們
[00:37:07.000 --> 00:37:10.000]  他們有混亂
[00:37:10.000 --> 00:37:11.000]  所以保羅說
