
[00:00:00.000 --> 00:00:04.000]  問題是 可不可以拍散拖?
[00:07:26.000 --> 00:07:28.000]  會否是一個方向
[00:07:28.000 --> 00:07:30.000]  第二個可能曖昧的原因
[00:07:30.000 --> 00:07:32.000]  就是這樣
[00:07:32.000 --> 00:07:34.000]  可能有些弟兄
[00:07:34.000 --> 00:07:36.000]  好像嘗試追求一個女生
[00:07:36.000 --> 00:07:38.000]  但又不講清楚
[00:07:38.000 --> 00:07:40.000]  有時候可能覺得
[00:07:40.000 --> 00:07:42.000]  女生沒理由表白
[00:07:42.000 --> 00:07:44.000]  可能有這樣的狀況出現
[00:07:44.000 --> 00:07:46.000]  不過我覺得
[00:07:46.000 --> 00:07:48.000]  今天男女都平等了很多
[00:07:48.000 --> 00:07:50.000]  不是一定要男生出聲
[00:07:50.000 --> 00:07:52.000]  或者
[00:07:52.000 --> 00:07:54.000]  所謂講清楚
[00:07:54.000 --> 00:07:56.000]  不是一定需要
[00:07:56.000 --> 00:07:58.000]  我喜歡你 你喜不喜歡我
[00:07:58.000 --> 00:08:00.000]  這樣可能會很害怕
[00:08:00.000 --> 00:08:02.000]  可能大家都約會了
[00:08:02.000 --> 00:08:04.000]  都出來這麼久
[00:08:04.000 --> 00:08:06.000]  不如大家
[00:08:06.000 --> 00:08:08.000]  會否嘗試認真拍拖
[00:08:08.000 --> 00:08:10.000]  這樣可能會好一點
[00:08:10.000 --> 00:08:12.000]  還有
[00:08:12.000 --> 00:08:14.000]  可能曖昧的情形
[00:08:14.000 --> 00:08:16.000]  或者出現在
[00:08:16.000 --> 00:08:18.000]  之前未試過拍拖的人身上
[00:08:18.000 --> 00:08:20.000]  沒什麼經驗
[00:08:20.000 --> 00:08:22.000]  或者這樣的狀況
[00:08:22.000 --> 00:08:24.000]  如果你有好朋友
[00:08:24.000 --> 00:08:26.000]  甚至結婚
[00:08:26.000 --> 00:08:28.000]  問問他們
[00:08:28.000 --> 00:08:30.000]  怎樣處理
[00:08:30.000 --> 00:08:32.000]  給自己一些意見
[00:08:32.000 --> 00:08:34.000]  甚至有些勇氣
[00:08:34.000 --> 00:08:36.000]  大家講清楚
[00:08:36.000 --> 00:08:38.000]  我想這都是一個好的方向
[00:08:38.000 --> 00:08:40.000]  所以我想我會這樣回答
[00:08:40.000 --> 00:08:42.000]  這些問題
