
[00:00:00.000 --> 00:00:04.700]  我們希望可以在新的一年我們重新檢討一下
[00:01:30.800 --> 00:01:34.800]  現在雖然不能看見他
[00:01:34.800 --> 00:01:36.800]  卻仍然可以信他
[00:01:36.800 --> 00:01:40.800]  這樣因此你們就有無法形容
[00:01:40.800 --> 00:01:43.800]  滿有榮耀的大喜樂
[00:01:43.800 --> 00:01:46.800]  但這裡呢彼得很清楚的
[00:01:46.800 --> 00:01:49.800]  雖然他們就好像我們這樣
[00:01:49.800 --> 00:01:51.800]  沒有親眼見過耶穌
[00:01:51.800 --> 00:01:54.800]  但仍然可以愛他
[00:01:54.800 --> 00:01:56.800]  沒有親眼見過耶穌
[00:01:56.800 --> 00:01:58.800]  沒有親眼見到神
[00:01:58.800 --> 00:02:00.800]  但仍然可以去信他
[00:02:00.800 --> 00:02:02.800]  而且這個信和愛
[00:02:02.800 --> 00:02:08.800]  也不是一種宗教上的儀式或者理論這麼簡單
[00:02:08.800 --> 00:02:12.800]  是帶來一個生命很真實的扭轉和改變
[00:02:12.800 --> 00:02:16.800]  然後他就說用了三個形容那種生命的改變
[00:02:16.800 --> 00:02:20.800]  他說因此你們就有無法形容的大喜樂
[00:02:20.800 --> 00:02:25.800]  你們就有無法形容滿有榮耀的大喜樂
[00:02:25.800 --> 00:02:27.800]  很真實的
[00:02:27.800 --> 00:02:32.800]  就是說我們很相信今天你和我和神的親切關係
[00:02:32.800 --> 00:02:34.800]  是很具體的
[00:02:34.800 --> 00:02:36.800]  很真實的關係
[00:02:36.800 --> 00:02:41.800]  那究竟我們怎樣才能夠建立這種關係呢?
[00:02:41.800 --> 00:02:43.800]  我再看回聖經那裡看的時候
[00:02:43.800 --> 00:02:45.800]  我發覺神真的很好
[00:02:45.800 --> 00:02:48.800]  祂知道我們有困難有軟弱
[00:02:48.800 --> 00:02:50.800]  有時覺得會有些抽象
[00:02:50.800 --> 00:02:52.800]  所以在聖經裡
[00:02:52.800 --> 00:02:58.800]  神就用了我們可以經驗到的人與人之間最親切的關係
[00:02:58.800 --> 00:03:01.800]  去幫我們建立和祂的關係
[00:03:01.800 --> 00:03:04.800]  這種人與人之間最親切的關係
[00:03:04.800 --> 00:03:06.800]  在聖經裡神特別選了
[00:03:06.800 --> 00:03:08.800]  那裡看的時候
[00:03:08.800 --> 00:03:12.800]  主要有四種我們都很熟悉的關係
[00:03:12.800 --> 00:03:17.800]  去幫我們怎樣去同樣的建立我們和神的關係
[00:03:17.800 --> 00:03:19.800]  第一個就是父母子女
[00:03:19.800 --> 00:03:22.800]  所以剛才我們所讀的聖經就說了很多次
[00:03:22.800 --> 00:03:24.800]  從舊弱到新弱
[00:03:24.800 --> 00:03:27.800]  神說我是好像你的父親一樣
[00:03:27.800 --> 00:03:29.800]  我是你的父親
[00:03:29.800 --> 00:03:31.800]  還有人與人之間的關係裡
[00:03:31.800 --> 00:03:35.800]  另外一個很親切的關係就是夫妻愛情的關係
[00:03:35.800 --> 00:03:37.800]  神說我是你的情人
[00:03:37.800 --> 00:03:42.800]  我希望你對我來說也是我的情人
[00:03:42.800 --> 00:03:44.800]  第三種的關係
[00:03:44.800 --> 00:03:47.800]  聖經裡神說我是你的資深的朋友
[00:03:47.800 --> 00:03:49.800]  我是你的知己
[00:03:49.800 --> 00:03:51.800]  第四種
[00:03:51.800 --> 00:03:56.800]  神說我好像在你人生裡的一些導師或者師父一樣
[00:03:56.800 --> 00:03:58.800]  帶給你人生很多的突破
[00:03:58.800 --> 00:04:00.800]  給你很多的智慧
[00:04:00.800 --> 00:04:04.800]  我相信這些都是我們可以經驗得到的
[00:04:04.800 --> 00:04:06.800]  當然在我們人性裡
[00:04:06.800 --> 00:04:08.800]  我們有軟弱我們有限制
[00:04:08.800 --> 00:04:11.800]  人間的關係都不會完美的
[00:04:11.800 --> 00:04:15.800]  不過神說你可以用這些關係的經驗作為起始點
[00:04:15.800 --> 00:04:18.800]  就用你的想像
[00:04:18.800 --> 00:04:20.800]  不是幻想
[00:04:20.800 --> 00:04:24.800]  真的神說我就好像這些關係這樣與你建立
[00:04:24.800 --> 00:04:28.800]  於是你就會覺得完全一點都不抽象
[00:04:28.800 --> 00:04:30.800]  一點都不理論的
[00:04:30.800 --> 00:04:34.800]  今天我們很想就開始有這樣的角度
[00:04:34.800 --> 00:04:38.800]  去試一下與神按照他的提議
[00:04:38.800 --> 00:04:40.800]  我們與他建立這樣的關係
[00:04:40.800 --> 00:04:42.800]  我在預備的時候
[00:04:42.800 --> 00:04:44.800]  這個資料非常豐富
[00:04:44.800 --> 00:04:46.800]  對我都很大的幫助
[00:04:46.800 --> 00:04:48.800]  我就真的不想用一次的崇拜
[00:04:48.800 --> 00:04:50.800]  四種關係都說了
[00:04:50.800 --> 00:04:52.800]  就好像蜻蜓點水一樣
[00:04:52.800 --> 00:04:55.800]  不落實的
[00:04:55.800 --> 00:05:00.800]  我最後決定用兩次的崇拜
[00:05:00.800 --> 00:05:04.800]  將這些關係深刻的與你一起經歷
[00:05:04.800 --> 00:05:06.800]  與你一起思想
[00:05:06.800 --> 00:05:10.800]  所以今天我就選了前面兩種的關係
[00:05:10.800 --> 00:05:12.800]  我給了一個題目
[00:05:12.800 --> 00:05:15.800]  神是我的父親
[00:05:15.800 --> 00:05:17.800]  也是我的情人
[00:05:17.800 --> 00:05:23.800]  現在我們開始看看神怎樣教導我們去具體的
[00:05:23.800 --> 00:05:27.800]  去透過這些我們所經歷過的關係
[00:05:27.800 --> 00:05:32.800]  去更完美的與他建立這種真實的親切
[00:05:32.800 --> 00:05:36.800]  神是你與我的父親
[00:05:36.800 --> 00:05:40.800]  在聖經裏面神重覆重覆
[00:05:40.800 --> 00:05:44.800]  是他提議我們這樣去理解他
[00:05:44.800 --> 00:05:46.800]  這樣去想像他
[00:05:46.800 --> 00:05:49.800]  在主禱文的第一節
[00:05:49.800 --> 00:05:51.800]  我相信大家很熟悉
[00:05:51.800 --> 00:05:54.800]  可能你從來沒有特別留意到這件事
[00:05:54.800 --> 00:05:56.800]  當我們開始主禱文
[00:05:56.800 --> 00:05:58.800]  耶穌教我們祈禱說
[00:05:58.800 --> 00:06:01.800]  在天上的父
[00:06:01.800 --> 00:06:06.800]  神說就是你與我的父親
[00:06:06.800 --> 00:06:10.800]  我35歲的時候我爸爸離開世界
[00:06:10.800 --> 00:06:13.800]  我記得那時候
[00:06:13.800 --> 00:06:17.800]  我自己安排整個的安息禮拜
[00:06:17.800 --> 00:06:19.800]  我讀完我的悼念詞
[00:06:19.800 --> 00:06:21.800]  那天晚上我回到家
[00:06:21.800 --> 00:06:23.800]  坐下來安靜的時候
[00:06:23.800 --> 00:06:26.800]  我突然間有一種很深
[00:06:26.800 --> 00:06:29.800]  從來沒有的失落感
[00:06:29.800 --> 00:06:32.800]  我對自己說我爸爸去世了
[00:06:32.800 --> 00:06:35.800]  我以後再沒有機會叫爸爸
[00:06:35.800 --> 00:06:37.800]  他是我人生的支柱
[00:06:37.800 --> 00:06:39.800]  但是我從今之後
[00:06:39.800 --> 00:06:42.800]  我不會再有他
[00:06:42.800 --> 00:06:45.800]  兩天之後我去崇拜
[00:06:45.800 --> 00:06:48.800]  在這個教會就好像那天的教會一樣
[00:06:48.800 --> 00:06:50.800]  在崇拜裏面都會背這個主禱文的
[00:06:50.800 --> 00:06:53.800]  大家一起的那個環節
[00:06:53.800 --> 00:06:56.800]  我背了千萬次的主禱文
[00:06:56.800 --> 00:06:58.800]  當我開始第一句說話
[00:06:58.800 --> 00:07:00.800]  我們在天上的父的時候
[00:07:00.800 --> 00:07:02.800]  突然間我打了個突
[00:07:02.800 --> 00:07:05.800]  我不是在誡爸爸嗎
[00:07:05.800 --> 00:07:08.800]  我以為我沒有機會再叫爸爸
[00:07:08.800 --> 00:07:10.800]  原來我可以再叫爸爸的
[00:07:10.800 --> 00:07:12.800]  我們天上還有一個爸爸
[00:07:12.800 --> 00:07:14.800]  於是我沒有跟著其他的弟兄姊妹
[00:07:14.800 --> 00:07:16.800]  一起繼續背下去
[00:07:16.800 --> 00:07:18.800]  我心裏不斷的叫爸爸
[00:07:18.800 --> 00:07:20.800]  我還可以叫爸爸
[00:07:20.800 --> 00:07:23.800]  還有一個可以叫到永恆的爸爸
[00:07:23.800 --> 00:07:25.800]  我地上的爸爸好像大家一樣
[00:07:25.800 --> 00:07:27.800]  不會完美
[00:07:27.800 --> 00:07:29.800]  甚至有時候令我們難受傷
[00:07:29.800 --> 00:07:31.800]  但是天上的爸爸
[00:07:31.800 --> 00:07:33.800]  神說我做你的父親
[00:07:33.800 --> 00:07:36.800]  所以剛才聖經裏面
[00:07:36.800 --> 00:07:38.800]  以瑟亞書63章
[00:07:38.800 --> 00:07:40.800]  我們所讀的那幾節聖經
[00:07:40.800 --> 00:07:44.800]  以色列人真的很體會到這種珍貴
[00:07:44.800 --> 00:07:46.800]  63章16節那裏說
[00:07:46.800 --> 00:07:48.800]  雖然阿伯拉罕不認識我們
[00:07:48.800 --> 00:07:50.800]  以色列也不承認我們的意思
[00:07:50.800 --> 00:07:53.800]  就是說阿伯拉罕是我們的祖宗
[00:07:53.800 --> 00:07:55.800]  不過我認識他
[00:07:55.800 --> 00:07:56.800]  他不認識我
[00:07:56.800 --> 00:07:58.800]  因為我們都沒有出現
[00:07:58.800 --> 00:08:00.800]  以色列就是雅各
[00:08:00.800 --> 00:08:01.800]  雅各是我們的祖先
[00:08:01.800 --> 00:08:03.800]  他當然不認識我們
[00:08:03.800 --> 00:08:05.800]  是 但這都不緊要
[00:08:05.800 --> 00:08:07.800]  有一位認識我們
[00:08:07.800 --> 00:08:09.800]  跟著他就說很有意思
[00:08:09.800 --> 00:08:13.800]  但是神說你是我們的父
[00:08:13.800 --> 00:08:15.800]  再說一次
[00:08:15.800 --> 00:08:18.800]  耶和華你是我們的父
[00:08:18.800 --> 00:08:22.800]  這是很珍惜的一個機會
[00:08:22.800 --> 00:08:24.800]  原來我們還有父
[00:08:24.800 --> 00:08:26.800]  我的父我可以叫他
[00:08:26.800 --> 00:08:29.800]  跟著他就說出第一個特色
[00:08:29.800 --> 00:08:31.800]  從耿古以來你的名字
[00:08:31.800 --> 00:08:35.800]  就是我們的救贖主
[00:08:35.800 --> 00:08:39.800]  今天我想選聖經裏面
[00:08:39.800 --> 00:08:42.800]  當神描述我是你的父親的時候
[00:08:42.800 --> 00:08:47.800]  不斷重複兩個最重要的形象
[00:08:47.800 --> 00:08:49.800]  我們透過這兩個形象
[00:08:49.800 --> 00:08:53.800]  可以跟神建立一種很深刻的關係
[00:08:53.800 --> 00:08:55.800]  神是定義這樣的
[00:08:55.800 --> 00:08:58.800]  第一個形象就是神說我是你的父親
[00:08:58.800 --> 00:09:01.800]  所以我會成為你的保護者
[00:09:01.800 --> 00:09:03.800]  和你的拯救者
[00:09:03.800 --> 00:09:05.800]  你可以跟著我
[00:09:05.800 --> 00:09:06.800]  在我的陰下
[00:09:06.800 --> 00:09:10.800]  你可以得到一種不一樣的安全感
[00:09:10.800 --> 00:09:13.800]  我相信這也是我們很多時候
[00:09:13.800 --> 00:09:17.800]  在父親的期望裏得到的
[00:09:17.800 --> 00:09:20.800]  剛才我們說雖然可能世上的父親
[00:09:20.800 --> 00:09:24.800]  不一定每個人都能給你和我有這樣的經驗
[00:09:24.800 --> 00:09:26.800]  但是神說作為父親
[00:09:26.800 --> 00:09:29.800]  你可以在我的陰下
[00:09:29.800 --> 00:09:31.800]  遮風擋雨
[00:09:31.800 --> 00:09:33.800]  我給你有這種安全感
[00:09:33.800 --> 00:09:37.800]  這就是作為父親一個最大的祝福
[00:09:37.800 --> 00:09:43.800]  究竟甚麼叫神可以成為我們的安全感
[00:09:43.800 --> 00:09:46.800]  成為我們的拯救者和保護者呢?
[00:09:46.800 --> 00:09:52.800]  我們不想表面地了解這個意思
[00:09:52.800 --> 00:09:56.800]  甚至不像我們今天中國的民間宗教
[00:09:56.800 --> 00:09:58.800]  有了這個神之後
[00:09:58.800 --> 00:10:00.800]  祂就幫我們遮風擋雨
[00:10:00.800 --> 00:10:02.800]  於是以後有求必應
[00:10:02.800 --> 00:10:04.800]  招災解難
[00:10:04.800 --> 00:10:05.800]  有祂保佑
[00:10:05.800 --> 00:10:06.800]  我們就以後就沒事了
[00:10:06.800 --> 00:10:09.800]  就像我們農曆新年的時候
[00:10:09.800 --> 00:10:12.800]  我們有借庫有上香
[00:10:12.800 --> 00:10:13.800]  以為就沒事了
[00:10:13.800 --> 00:10:16.800]  其實大家都知道這是假的
[00:10:16.800 --> 00:10:17.800]  怎會沒事呢?
[00:10:17.800 --> 00:10:19.800]  跟著你就有事了
[00:10:19.800 --> 00:10:23.800]  不過這個問題就落在同一個問題
[00:10:23.800 --> 00:10:25.800]  神你作為我們的保護者
[00:10:25.800 --> 00:10:26.800]  難道我們以後就沒事了
[00:10:26.800 --> 00:10:27.800]  我們就沒有危險了嗎?
[00:10:27.800 --> 00:10:28.800]  沒有困難嗎?
[00:10:28.800 --> 00:10:29.800]  一樣都有的
[00:10:29.800 --> 00:10:32.800]  那麼祂作為我們的保護者有甚麼不同呢?
[00:10:32.800 --> 00:10:33.800]  有甚麼特別的地方呢?
[00:10:33.800 --> 00:10:35.800]  我就帶著這個問題再看聖經
[00:10:35.800 --> 00:10:37.800]  原來發覺神話是很不一樣的
[00:10:37.800 --> 00:10:39.800]  有三樣東西我想跟大家分享
[00:10:39.800 --> 00:10:41.800]  我發現到的
[00:10:41.800 --> 00:10:42.800]  第一個
[00:10:42.800 --> 00:10:44.800]  神說我成為你的保護者
[00:10:44.800 --> 00:10:46.800]  不是表示你以後就不會有危險
[00:10:46.800 --> 00:10:48.800]  你以後就不會有困難
[00:10:48.800 --> 00:10:49.800]  仍然會發生的
[00:10:49.800 --> 00:10:51.800]  不過有一樣東西不同
[00:10:51.800 --> 00:10:54.800]  因為我在你身邊
[00:10:54.800 --> 00:10:55.800]  你心裏面
[00:10:55.800 --> 00:10:57.800]  雖然在困難的日子
[00:10:57.800 --> 00:10:58.800]  甚至有危險的時候
[00:10:58.800 --> 00:10:59.800]  你有個底
[00:10:59.800 --> 00:11:00.800]  我不知道怎麼說
[00:11:00.800 --> 00:11:04.800]  在普通話國語叫做有個底
[00:11:04.800 --> 00:11:07.800]  我雖然是困難
[00:11:07.800 --> 00:11:09.800]  但我不會害怕
[00:11:09.800 --> 00:11:11.800]  因為我有個底
[00:11:11.800 --> 00:11:13.800]  這種感覺是甚麼呢?
[00:11:13.800 --> 00:11:15.800]  有一點像我小時候還記得
[00:11:15.800 --> 00:11:17.800]  我爸爸教我游泳
[00:11:17.800 --> 00:11:20.800]  我爸爸是中學的體育老師
[00:11:20.800 --> 00:11:22.800]  他也是游泳的教練
[00:11:22.800 --> 00:11:26.800]  雖然我小時候到今天仍然很深印象
[00:11:26.800 --> 00:11:27.800]  他在我面前表演過
[00:11:27.800 --> 00:11:29.800]  他說我單手自由式
[00:11:29.800 --> 00:11:31.800]  掛著一條魚
[00:11:31.800 --> 00:11:32.800]  一隻手
[00:11:32.800 --> 00:11:34.800]  一隻手等在後面
[00:11:34.800 --> 00:11:37.800]  他教我游泳的時候
[00:11:37.800 --> 00:11:38.800]  我還記得
[00:11:38.800 --> 00:11:40.800]  他不理會我
[00:11:40.800 --> 00:11:41.800]  推我下水
[00:11:41.800 --> 00:11:42.800]  當我下水的時候
[00:11:42.800 --> 00:11:43.800]  我喝不喝水
[00:11:43.800 --> 00:11:44.800]  我又喝水
[00:11:44.800 --> 00:11:45.800]  害不害怕
[00:11:45.800 --> 00:11:47.800]  老實說我真的有點害怕
[00:11:47.800 --> 00:11:48.800]  不過我有個底
[00:11:48.800 --> 00:11:49.800]  你明白嗎
[00:11:49.800 --> 00:11:50.800]  因為我爸爸在身邊
[00:11:50.800 --> 00:11:52.800]  我知道我不死的
[00:11:52.800 --> 00:11:53.800]  我不會淹的
[00:11:53.800 --> 00:11:55.800]  但不等於我不用掙扎
[00:11:55.800 --> 00:11:57.800]  我相信這個就是
[00:11:57.800 --> 00:12:00.800]  我們神要我們那種安全感
[00:12:00.800 --> 00:12:02.800]  我們要有另類的安全感
[00:12:02.800 --> 00:12:03.800]  在困難的日子裡
[00:12:03.800 --> 00:12:05.800]  我覺得詩篇46篇就很好
[00:12:05.800 --> 00:12:07.800]  詩篇46篇詩人說
[00:12:07.800 --> 00:12:09.800]  就算山搖動
[00:12:09.800 --> 00:12:10.800]  海奔騰
[00:12:10.800 --> 00:12:13.800]  老實說山是會搖動的
[00:12:13.800 --> 00:12:15.800]  我們人生的海是會奔騰的
[00:12:15.800 --> 00:12:17.800]  但是我也不害怕
[00:12:17.800 --> 00:12:18.800]  你知道嗎
[00:12:18.800 --> 00:12:20.800]  就是一種這樣的感覺
[00:12:20.800 --> 00:12:21.800]  就是這種安全感
[00:12:21.800 --> 00:12:22.800]  我答應給你
[00:12:22.800 --> 00:12:23.800]  因為我在你身邊
[00:12:23.800 --> 00:12:25.800]  我是你父親
[00:12:25.800 --> 00:12:27.800]  我是大能的
[00:12:27.800 --> 00:12:30.800]  我在的時候
[00:12:30.800 --> 00:12:33.800]  我會仍然知道
[00:12:33.800 --> 00:12:34.800]  什麼情況
[00:12:34.800 --> 00:12:36.800]  我可以胸有成竹
[00:12:36.800 --> 00:12:40.800]  我仍然可以掌控大局
[00:12:40.800 --> 00:12:41.800]  這種就是安全感
[00:12:41.800 --> 00:12:42.800]  第二
[00:12:42.800 --> 00:12:46.800]  神說當他成為我們父親的時候
[00:12:46.800 --> 00:12:48.800]  他有個心意
[00:12:48.800 --> 00:12:51.800]  使我們得到安息
[00:12:51.800 --> 00:12:54.800]  使我們得到安息
[00:12:54.800 --> 00:12:56.800]  這個英許
[00:12:56.800 --> 00:12:57.800]  出自耶穌的口
[00:12:57.800 --> 00:12:59.800]  我相信大家讀起來
[00:12:59.800 --> 00:13:01.800]  也會很熟悉幾節聖經
[00:13:01.800 --> 00:13:03.800]  《馬太福音》第十一章
[00:13:03.800 --> 00:13:07.800]  耶穌有一次很感觸地望天
[00:13:07.800 --> 00:13:08.800]  然後祈禱說
[00:13:08.800 --> 00:13:09.800]  父啊
[00:13:09.800 --> 00:13:10.800]  父親
[00:13:10.800 --> 00:13:11.800]  父啊
[00:13:11.800 --> 00:13:12.800]  是的
[00:13:12.800 --> 00:13:14.800]  因為你的美意
[00:13:14.800 --> 00:13:17.800]  本是如此
[00:13:17.800 --> 00:13:19.800]  父親
[00:13:19.800 --> 00:13:20.800]  你有個美意
[00:13:20.800 --> 00:13:21.800]  你有個很特別
[00:13:21.800 --> 00:13:24.800]  很美麗的心意對我們
[00:13:24.800 --> 00:13:25.800]  就是這樣
[00:13:25.800 --> 00:13:26.800]  那怎麼辦呢
[00:13:26.800 --> 00:13:27.800]  我們接著要問
[00:13:27.800 --> 00:13:28.800]  如此如此
[00:13:28.800 --> 00:13:29.800]  如何如此
[00:13:29.800 --> 00:13:30.800]  接著那兩節
[00:13:30.800 --> 00:13:32.800]  大家應該很熟悉
[00:13:32.800 --> 00:13:35.800]  也很喜歡的英許
[00:13:35.800 --> 00:13:36.800]  這兩節就是
[00:13:36.800 --> 00:13:39.800]  凡奴婦擔重擔的人
[00:13:39.800 --> 00:13:41.800]  可以到我這裡來
[00:13:41.800 --> 00:13:44.800]  我就使你們得安息
[00:13:44.800 --> 00:13:45.800]  得安息
[00:13:45.800 --> 00:13:46.800]  留意
[00:13:46.800 --> 00:13:47.800]  神的目的
[00:13:47.800 --> 00:13:48.800]  他的心意
[00:13:48.800 --> 00:13:49.800]  他的美意
[00:13:49.800 --> 00:13:52.800]  使得你和我得到安息
[00:13:52.800 --> 00:13:53.800]  還沒說完
[00:13:53.800 --> 00:13:54.800]  接著說
[00:13:54.800 --> 00:13:56.800]  我的心柔和獻給你們
[00:13:56.800 --> 00:13:57.800]  當賦我的厄
[00:13:57.800 --> 00:13:58.800]  學我的樣式
[00:13:58.800 --> 00:14:02.800]  這樣你們心裡就必得享安息
[00:14:02.800 --> 00:14:03.800]  說兩次
[00:14:03.800 --> 00:14:04.800]  是不是
[00:14:04.800 --> 00:14:05.800]  很清楚的
[00:14:05.800 --> 00:14:07.800]  得享安息
[00:14:07.800 --> 00:14:09.800]  因為我的厄是容易
[00:14:09.800 --> 00:14:11.800]  我的擔子是輕的
[00:14:11.800 --> 00:14:15.800]  神作為父親
[00:14:15.800 --> 00:14:17.800]  祂想我們得到安息
[00:14:17.800 --> 00:14:19.800]  但這是一個什麼樣的安息呢
[00:14:19.800 --> 00:14:22.800]  我記得很多年前
[00:14:22.800 --> 00:14:24.800]  和大家好像有一次
[00:14:24.800 --> 00:14:26.800]  說過這節聖經
[00:14:26.800 --> 00:14:27.800]  如果你忘記了
[00:14:27.800 --> 00:14:29.800]  我現在再說一次給你聽
[00:14:29.800 --> 00:14:30.800]  我們等於是
[00:14:30.800 --> 00:14:32.800]  當我們很喜歡這節聖經的時候
[00:14:32.800 --> 00:14:33.800]  我們得享安息
[00:14:33.800 --> 00:14:34.800]  為什麼
[00:14:34.800 --> 00:14:35.800]  因為
[00:14:35.800 --> 00:14:37.800]  神答應過我們的重擔
[00:14:37.800 --> 00:14:38.800]  祂幫我們付
[00:14:38.800 --> 00:14:39.800]  我們的厄
[00:14:39.800 --> 00:14:40.800]  祂幫我們背
[00:14:40.800 --> 00:14:41.800]  所以我們心裡
[00:14:41.800 --> 00:14:43.800]  就可以得享安息
[00:14:43.800 --> 00:14:44.800]  是不是
[00:14:44.800 --> 00:14:45.800]  很多人點頭
[00:14:45.800 --> 00:14:46.800]  你錯了
[00:14:46.800 --> 00:14:50.800]  你看清楚聖經不是這樣說的
[00:14:50.800 --> 00:14:51.800]  誰告訴你
[00:14:51.800 --> 00:14:53.800]  神幫你背重擔
[00:14:53.800 --> 00:14:55.800]  你背他的厄
[00:14:55.800 --> 00:14:56.800]  耶穌說
[00:14:56.800 --> 00:14:58.800]  你們當付我的厄
[00:14:58.800 --> 00:14:59.800]  你搞錯了
[00:14:59.800 --> 00:15:00.800]  祂不是幫你背
[00:15:00.800 --> 00:15:02.800]  你幫他背
[00:15:02.800 --> 00:15:03.800]  嘩
[00:15:03.800 --> 00:15:04.800]  這樣就不同了
[00:15:04.800 --> 00:15:06.800]  怎麼會輕省
[00:15:06.800 --> 00:15:08.800]  你說你厄我
[00:15:08.800 --> 00:15:09.800]  耶穌說明
[00:15:09.800 --> 00:15:10.800]  我的厄是容易付
[00:15:10.800 --> 00:15:11.800]  我的擔子是輕的
[00:15:11.800 --> 00:15:12.800]  怎麼輕省
[00:15:12.800 --> 00:15:14.800]  耶穌的擔子輕的嗎
[00:15:14.800 --> 00:15:15.800]  耶穌的厄容易付
[00:15:15.800 --> 00:15:16.800]  當然不容易了
[00:15:16.800 --> 00:15:17.800]  是不是
[00:15:17.800 --> 00:15:19.800]  祂說你付我的厄
[00:15:19.800 --> 00:15:21.800]  祂什麼意思呢
[00:15:21.800 --> 00:15:24.800]  耶穌的厄當然不容易了
[00:15:24.800 --> 00:15:26.800]  那怎麼可以得到安息呢
[00:15:26.800 --> 00:15:28.800]  原來這種安息
[00:15:28.800 --> 00:15:29.800]  有一個很深刻的意思
[00:15:29.800 --> 00:15:31.800]  安息不是什麼都不用做了
[00:15:31.800 --> 00:15:33.800]  在家裡很舒服
[00:15:33.800 --> 00:15:35.800]  沒事發生的那種安息
[00:15:35.800 --> 00:15:36.800]  不是
[00:15:36.800 --> 00:15:39.800]  神的厄一樣重
[00:15:39.800 --> 00:15:40.800]  好像耶穌一樣
[00:15:40.800 --> 00:15:42.800]  怎麼會不重呢
[00:15:42.800 --> 00:15:44.800]  那你這麼重的厄
[00:15:44.800 --> 00:15:45.800]  這樣的擔子
[00:15:45.800 --> 00:15:47.800]  怎麼可以成為安息呢
[00:15:47.800 --> 00:15:48.800]  原來在這裡
[00:15:48.800 --> 00:15:50.800]  神想我們學習的
[00:15:50.800 --> 00:15:51.800]  經歷的
[00:15:51.800 --> 00:15:54.800]  就是厄可以重
[00:15:54.800 --> 00:15:57.800]  但是神給力量我們
[00:15:57.800 --> 00:16:00.800]  慢慢讓我們開始體會到
[00:16:00.800 --> 00:16:02.800]  原來一個重的厄
[00:16:02.800 --> 00:16:04.800]  可以成為不重的
[00:16:04.800 --> 00:16:06.800]  是人變了
[00:16:06.800 --> 00:16:09.800]  不是困難少了
[00:16:09.800 --> 00:16:11.800]  這個在我們人生裡
[00:16:11.800 --> 00:16:12.800]  神定要這麼做的
[00:16:12.800 --> 00:16:13.800]  也不容易的
[00:16:13.800 --> 00:16:15.800]  不過我們是要學習這件事
[00:16:15.800 --> 00:16:17.800]  他不是將我們所有的困難拿走了
[00:16:17.800 --> 00:16:18.800]  我們就安息
[00:16:18.800 --> 00:16:19.800]  不是
[00:16:19.800 --> 00:16:20.800]  他仍然有困難
[00:16:20.800 --> 00:16:23.800]  不過這些困難越來越感覺到輕散
[00:16:23.800 --> 00:16:24.800]  你說可以的嗎
[00:16:24.800 --> 00:16:25.800]  人和厄
[00:16:25.800 --> 00:16:27.800]  同樣的困難
[00:16:27.800 --> 00:16:28.800]  同樣的擔子
[00:16:28.800 --> 00:16:31.800]  是沉重可以變得輕散
[00:16:31.800 --> 00:16:32.800]  本來不容易
[00:16:32.800 --> 00:16:34.800]  可以變得越來越容易
[00:16:34.800 --> 00:16:35.800]  有些像
[00:16:35.800 --> 00:16:36.800]  有時你和我
[00:16:36.800 --> 00:16:37.800]  我就很佩服
