
[00:00:00.000 --> 00:00:04.040]  我承認我不是一個懷舊的人
[00:02:44.960 --> 00:02:49.240]  不過我們祈禱都是懶懶懶懶地那幾句
[00:02:49.240 --> 00:02:55.720]  重覆重覆那些自己都覺得很悶的課題去祈禱
[00:02:55.720 --> 00:02:57.760]  讀聖經
[00:02:57.760 --> 00:02:58.960]  隨便讀一下
[00:02:58.960 --> 00:03:03.360]  說不是我有參加一些查經的課程
[00:03:03.360 --> 00:03:04.800]  是呀 我沒有反對
[00:03:04.800 --> 00:03:06.200]  這些都是很好的
[00:03:06.200 --> 00:03:08.240]  不過我也可以告訴你
[00:03:08.240 --> 00:03:10.200]  我看到很多情況
[00:03:10.200 --> 00:03:15.320]  有人參加了我們的課程
[00:03:15.320 --> 00:03:19.320]  查經的聚會的時候
[00:03:19.320 --> 00:03:22.360]  是呀 研究的時候很精彩
[00:03:22.360 --> 00:03:23.760]  很投入
[00:03:23.760 --> 00:03:28.000]  不過研究之後對他的生活好像沒有什麼影響
[00:03:28.000 --> 00:03:29.600]  他要煩躁的時候
[00:03:29.600 --> 00:03:31.920]  仍然是煩躁
[00:03:31.920 --> 00:03:33.920]  他要憂慮的時候
[00:03:33.920 --> 00:03:36.400]  一樣是和以往一樣的憂慮
[00:03:36.400 --> 00:03:42.480]  好像聖經沒有給他一種生命扭轉的力量
[00:03:42.480 --> 00:03:46.920]  這個我覺得是令我擔憂的
[00:03:46.920 --> 00:03:53.160]  這個擔憂是究竟我們是不是有些東西我們沒有了
[00:03:53.160 --> 00:04:01.920]  還記得若干年前在華福會有一個晚上的聚會
[00:04:01.920 --> 00:04:03.440]  加了一個環節
[00:04:03.440 --> 00:04:04.440]  我很記得
[00:04:04.440 --> 00:04:14.640]  那晚這個環節就是大會邀請在場的幾位老牧者上台
[00:04:14.640 --> 00:04:17.760]  我們要去感激表揚他們
[00:04:17.760 --> 00:04:20.720]  和他們對神的心
[00:04:20.720 --> 00:04:22.720]  一種見證
[00:04:22.720 --> 00:04:30.320]  我看到幾位老牧者牽著師母上台的時候
[00:04:30.320 --> 00:04:33.720]  我心裡有很大的感動
[00:04:33.720 --> 00:04:37.120]  並且我記得我流出眼淚
[00:04:37.120 --> 00:04:42.760]  看到他們站在台上的那種勞力
[00:04:42.760 --> 00:04:47.440]  但是我相信除了一個我不太認識
[00:04:47.440 --> 00:04:49.800]  因為他一直在國外
[00:04:49.800 --> 00:04:53.920]  其他幾位我都親自認識的
[00:04:53.920 --> 00:05:01.480]  有些還帶著我一直在屬靈上成長和侍奉
[00:05:01.480 --> 00:05:04.360]  你問我他們是不是很完美的人
[00:05:04.360 --> 00:05:05.640]  他們都不是的
[00:05:05.640 --> 00:05:07.440]  他們都有他們的弱點
[00:05:07.440 --> 00:05:09.160]  有時他們會很主觀
[00:05:09.160 --> 00:05:14.960]  有時會很令人激氣
[00:05:14.960 --> 00:05:17.560]  不過我沒可能否認一件事
[00:05:17.560 --> 00:05:19.800]  我想起他們和他們在一起的日子
[00:05:19.800 --> 00:05:23.480]  他們那種對神的完全放下
[00:05:23.480 --> 00:05:28.000]  他們那種毫無保留的犧牲
[00:05:28.000 --> 00:05:30.000]  那幾十年裡面
[00:05:30.000 --> 00:05:35.000]  我自己看到那種見證
[00:05:35.000 --> 00:05:39.480]  我深深受他們的感動
[00:05:39.480 --> 00:05:43.320]  這就是那種時代變遷了
[00:05:43.320 --> 00:05:50.360]  是否仍然需要有一些很深刻的屬靈生命的操守呢?
[00:05:50.360 --> 00:05:53.160]  現在我們時代的信息
[00:05:53.160 --> 00:05:57.960]  是不是只問究竟我們基督徒做哪件事才對
[00:05:57.960 --> 00:06:01.920]  或者我們基督徒是誰對誰錯
[00:06:01.920 --> 00:06:04.360]  如何應變這個社會
[00:06:04.360 --> 00:06:10.680]  而是我們是否需要問我們變成一個怎樣的人
[00:06:10.680 --> 00:06:14.360]  現在我們基督徒的質素是怎樣
[00:06:14.360 --> 00:06:24.280]  所以今天我想和大家開始一些以往曾經很受歡迎的課題
[00:06:24.280 --> 00:06:27.520]  不過今天已經不是很多人說了
[00:06:27.520 --> 00:06:34.040]  以往在下令會、教會主題裡面時常出現的課題
[00:06:34.040 --> 00:06:37.640]  今天說起來好像很老套
[00:06:37.640 --> 00:06:40.640]  「毀身是主」
[00:06:40.640 --> 00:06:43.640]  「愛主更深」
[00:06:43.640 --> 00:06:47.000]  「樂傳福音」
[00:06:47.000 --> 00:06:51.720]  「為主受苦」
[00:06:51.720 --> 00:06:53.720]  「往下紮根」
[00:06:53.720 --> 00:06:56.400]  「往上結果」
[00:06:56.400 --> 00:07:00.480]  這些課題究竟是否還有很深刻的意思
[00:07:00.480 --> 00:07:03.960]  當然我不是重複以往的舊調
[00:07:03.960 --> 00:07:08.120]  但是我很想將這些我認為很重要
[00:07:08.120 --> 00:07:13.800]  可能今天較為遺忘的課題
[00:07:13.800 --> 00:07:17.160]  重新和大家一起分享
[00:07:17.160 --> 00:07:24.080]  透過一些面對現代世界的情況
[00:07:24.080 --> 00:07:30.000]  我們一起去救走新病
[00:07:30.000 --> 00:07:34.800]  這些題目一點都不吸引
[00:07:34.800 --> 00:07:40.120]  我現在先和大家講一下第一個課題
[00:07:40.120 --> 00:07:41.840]  今天我們講兩個課題
[00:07:41.840 --> 00:07:44.040]  一個是「毀身」
[00:07:44.040 --> 00:07:46.040]  一個是「愛主」
[00:07:46.040 --> 00:07:50.200]  「毀身是主」
[00:07:53.640 --> 00:07:58.960]  新時代我相信我自己相信了五十年以上
[00:07:58.960 --> 00:08:01.200]  我看到時代是變了的
[00:08:01.200 --> 00:08:03.000]  我們不可以否認
[00:08:03.000 --> 00:08:07.440]  在現在這個新時代的文化下
[00:08:07.440 --> 00:08:09.160]  「毀身」這件事
[00:08:09.160 --> 00:08:14.160]  即是要恆切、恆久地去堅持一件事
[00:08:14.160 --> 00:08:15.760]  而不改變
[00:08:15.760 --> 00:08:21.440]  似乎已經變成了一個落後的形象
[00:08:22.360 --> 00:08:24.720]  事實上也是無可厚非的
[00:08:24.720 --> 00:08:30.720]  因為現在這個世界是一個很變幻、很快捷的世界
[00:08:30.720 --> 00:08:34.600]  我們都知道
[00:08:34.600 --> 00:08:38.480]  我們的電腦過幾個星期就會自己彈出來
[00:08:38.480 --> 00:08:41.120]  要更新和更新
[00:08:41.120 --> 00:08:43.720]  你不更新、不理會它
[00:08:43.720 --> 00:08:45.560]  過了一段時間就知道未到
[00:08:45.560 --> 00:08:47.480]  電腦很多事情是做不到的
[00:08:47.480 --> 00:08:49.440]  電腦要不斷更新
[00:08:49.440 --> 00:08:50.640]  不斷有人提醒你
[00:08:50.640 --> 00:08:52.240]  你很更新
[00:08:52.240 --> 00:08:57.080]  你不要不理會以往的做法
[00:08:57.080 --> 00:09:00.840]  但這個更新變成了一種新的標準
[00:09:00.840 --> 00:09:06.880]  那些舊的模式很快要被人淘汰
[00:09:06.880 --> 00:09:10.240]  尤其是在這個商業世界裡面
[00:09:10.240 --> 00:09:14.560]  不斷踴躍著我們要很新的東西
[00:09:14.560 --> 00:09:17.320]  要很有創意的、要有奇風突出的
[00:09:17.320 --> 00:09:19.560]  舊的一過了就不要了
[00:09:19.560 --> 00:09:21.960]  跟著它就不行了
[00:09:21.960 --> 00:09:24.360]  你看現在廣告的財務公司
[00:09:24.360 --> 00:09:27.840]  以前安信兄弟戴著頭盔的那些不行了
[00:09:27.840 --> 00:09:31.000]  現在要出那些很純情、仙女的女生
[00:09:31.000 --> 00:09:37.160]  然後人們才去買你的貨品和光顧你的
[00:09:37.160 --> 00:09:41.040]  這些似乎是一個新的標準
[00:09:41.040 --> 00:09:45.240]  所謂行定、持守、不會變的
[00:09:45.240 --> 00:09:50.240]  這種要求變得越來越讓人覺得
[00:09:50.240 --> 00:09:53.560]  這個已經是需要淘汰的
[00:09:53.560 --> 00:09:57.800]  這種意識究竟有多真
[00:09:57.800 --> 00:10:01.680]  和有多重要的影響呢?
[00:10:01.680 --> 00:10:04.040]  我們發覺有時候我們基督徒
[00:10:04.040 --> 00:10:08.600]  都有多少在這樣的影響下
[00:10:08.600 --> 00:10:14.000]  我們對所謂毀身和更新這些課題
[00:10:14.000 --> 00:10:20.720]  這些要求都有不少改變了的心態
[00:10:20.720 --> 00:10:24.080]  我們重新看回在聖經裡面
[00:10:24.080 --> 00:10:28.840]  毀身這一回是什麼事?
[00:10:28.840 --> 00:10:32.040]  毀身是commitment
[00:10:32.040 --> 00:10:33.640]  dedication
[00:10:33.640 --> 00:10:34.840]  persistence
[00:10:34.840 --> 00:10:40.560]  這種堅持和真理究竟還要不要呢?
[00:10:40.560 --> 00:10:42.520]  當然你說我都猜到你說的
[00:10:42.520 --> 00:10:43.840]  當然是要了
[00:10:43.840 --> 00:10:46.120]  不過我想說第一件事
[00:10:46.120 --> 00:10:48.280]  如果你研究聖經你會看到
[00:10:48.280 --> 00:10:51.000]  其實在聖經裡面
[00:10:51.000 --> 00:10:57.640]  堅持毀身和更新是不衝突的
[00:10:57.640 --> 00:11:00.480]  兩樣都要的
[00:11:00.480 --> 00:11:02.320]  基督教信仰和聖經裡面
[00:11:02.320 --> 00:11:03.880]  絕對沒有說我們要毀身
[00:11:03.880 --> 00:11:06.400]  但是不可以更新的
[00:11:06.400 --> 00:11:09.560]  你告訴我究竟在哪裡說的
[00:11:09.560 --> 00:11:11.400]  羅馬書大家很熟悉的
[00:11:11.400 --> 00:11:14.320]  十二章一和二節
[00:11:14.320 --> 00:11:16.640]  其實羅馬書十二章
[00:11:16.640 --> 00:11:18.160]  這兩節聖經很出名
[00:11:18.160 --> 00:11:20.600]  第一節是說毀身
[00:11:20.600 --> 00:11:22.960]  第二節是說更新
[00:11:22.960 --> 00:11:24.200]  你看看
[00:11:24.200 --> 00:11:26.640]  我讀給大家聽
[00:11:26.640 --> 00:11:28.200]  「所以弟兄們
[00:11:28.200 --> 00:11:31.320]  我憑著神的人詞勸你們」
[00:11:31.320 --> 00:11:33.640]  我用新譯本
[00:11:33.640 --> 00:11:35.640]  「要把身體獻上
[00:11:35.640 --> 00:11:39.760]  作聖潔而蒙神絕立的活祭
[00:11:39.760 --> 00:11:42.360]  這是你們理所當然的侍奉」
[00:11:42.360 --> 00:11:43.560]  這是第一節
[00:11:43.560 --> 00:11:45.360]  接著第二節
[00:11:45.360 --> 00:11:47.280]  「不要模仿這個世界
[00:11:47.280 --> 00:11:52.000]  倒要藉著心意的更新而改變過來
[00:11:52.000 --> 00:11:56.000]  使你們可以測驗出什麼是神的旨意」
[00:11:56.000 --> 00:11:59.840]  就是測驗出什麼是美好的
[00:11:59.840 --> 00:12:02.080]  蒙神絕立的
[00:12:02.080 --> 00:12:05.080]  和完全的事
[00:12:05.080 --> 00:12:07.320]  剛才我們說如果你留意到
[00:12:07.320 --> 00:12:09.920]  其實這裡聖經很清楚
[00:12:09.920 --> 00:12:16.040]  沒有說毀身就不需要更新
[00:12:16.040 --> 00:12:18.760]  更新的就不需要堅持毀身
[00:12:18.760 --> 00:12:20.240]  兩樣都需要
[00:12:20.240 --> 00:12:22.040]  當然你心裡也會想到
[00:12:22.040 --> 00:12:23.400]  我知道你想說什麼
[00:12:23.400 --> 00:12:24.000]  是啊
[00:12:24.000 --> 00:12:25.280]  我就是說這件事
[00:12:25.280 --> 00:12:27.560]  看你毀身些什麼
[00:12:27.560 --> 00:12:29.720]  就看你更新些什麼
[00:12:29.720 --> 00:12:31.720]  不是所有更新都是好
[00:12:31.720 --> 00:12:35.360]  也不可以說所有堅持毀身的都好
[00:12:35.360 --> 00:12:37.240]  問題是要對得準
[00:12:37.240 --> 00:12:39.880]  聖經當然很清楚說
[00:12:39.880 --> 00:12:41.680]  我們要毀身些什麼
[00:12:41.680 --> 00:12:44.600]  如果大家特別留意第一節
[00:12:44.600 --> 00:12:49.240]  說到毀身就是要將自己的身體獻上
[00:12:49.240 --> 00:12:52.080]  身體當然代表整個人
[00:12:52.080 --> 00:12:54.560]  不只是身軀肉身
[00:12:54.560 --> 00:12:57.200]  是整個人全人去獻上
[00:12:57.200 --> 00:12:58.920]  獻上做什麼呢?
[00:12:58.920 --> 00:13:01.320]  聖經用了很特別的字
[00:13:01.320 --> 00:13:03.720]  就是要做活祭
[00:13:04.800 --> 00:13:06.000]  有什麼意義?
[00:13:06.000 --> 00:13:10.640]  活祭其實是一個自相矛盾的字眼
[00:13:10.640 --> 00:13:12.080]  活的祭
[00:13:12.080 --> 00:13:13.360]  你有沒有留意?
[00:13:13.360 --> 00:13:14.880]  活的祭
[00:13:14.880 --> 00:13:22.160]  祭是宰了、死了、燒了的一件事
[00:13:22.160 --> 00:13:23.200]  獻祭
[00:13:23.200 --> 00:13:24.720]  獻祭一定要死
[00:13:24.720 --> 00:13:26.880]  但是活
[00:13:26.880 --> 00:13:28.280]  要活
[00:13:28.280 --> 00:13:31.800]  就是說要生著去死
[00:13:31.800 --> 00:13:32.560]  你有沒有留意?
[00:13:32.560 --> 00:13:35.920]  這就是很深刻的意思
[00:13:35.920 --> 00:13:36.880]  就是說
[00:13:36.880 --> 00:13:44.040]  要保持死去的狀態去生活
[00:13:44.040 --> 00:13:46.440]  所謂活祭的活
[00:13:46.440 --> 00:13:50.040]  當然是強調那種堅持的、不斷的
[00:13:50.040 --> 00:13:52.640]  那種生命的表現
[00:13:52.640 --> 00:13:54.360]  以及生命力
[00:13:54.360 --> 00:14:00.000]  生命力裡面帶著一種死的態度
[00:14:00.000 --> 00:14:01.840]  死的心態
[00:14:01.840 --> 00:14:03.320]  這種是什麼心態?
[00:14:03.320 --> 00:14:04.880]  對什麼死?
[00:14:04.880 --> 00:14:06.840]  大家當然很清楚了
[00:14:06.840 --> 00:14:08.920]  剛才那段聖經所說的
[00:14:08.920 --> 00:14:11.520]  就是對這個世代
[00:14:11.520 --> 00:14:13.320]  不要模仿這個世代
[00:14:13.320 --> 00:14:16.600]  對這個世代的標準和觀點
[00:14:16.600 --> 00:14:17.840]  不要追隨
[00:14:17.840 --> 00:14:19.240]  不是我們不理會它
[00:14:19.240 --> 00:14:23.160]  我們一直知道它周圍世界的變化
[00:14:23.160 --> 00:14:27.960]  不過這個變化不會支配你的生命
[00:14:27.960 --> 00:14:30.000]  就是說它有它的變化
[00:14:30.000 --> 00:14:33.960]  不過我不斷有我自己的決定
[00:14:33.960 --> 00:14:37.240]  我不會受它擺佈影響
[00:14:37.240 --> 00:14:42.360]  這就是所謂的活的祭
[00:14:42.360 --> 00:14:43.320]  是死了的
[00:14:43.320 --> 00:14:46.800]  這種沒有反應
[00:14:46.800 --> 00:14:52.320]  其實才是我們生命裡面那種很重要的堅持
[00:14:52.320 --> 00:14:55.120]  因為沒有反應不是沒有感覺
[00:14:55.120 --> 00:14:57.640]  而是一般什麼都不做
[00:14:57.640 --> 00:14:58.600]  是活的
[00:14:58.600 --> 00:15:00.600]  所以這個肯定不是說
[00:15:00.600 --> 00:15:02.680]  雕塗要做躺平主義
[00:15:02.680 --> 00:15:03.800]  不要管周圍的事情
[00:15:03.800 --> 00:15:04.320]  不是
[00:15:04.320 --> 00:15:08.680]  但是不會被它所支配
[00:15:08.680 --> 00:15:10.600]  它們所變動的事情
[00:15:10.600 --> 00:15:13.400]  決定我的情緒
[00:15:13.400 --> 00:15:16.440]  影響我的煩不煩躁
[00:15:16.440 --> 00:15:17.320]  憂不憂慮
[00:15:17.320 --> 00:15:19.600]  好像和其他沒有信仰的人一樣
[00:15:19.600 --> 00:15:22.000]  這個就不是活祭了
[00:15:22.240 --> 00:15:29.120]  活祭要這樣才能活出一個死了的心態
[00:15:29.120 --> 00:15:33.520]  死了的心態轉換而來
[00:15:33.520 --> 00:15:37.000]  我的堅持是堅持什麼呢?
[00:15:37.000 --> 00:15:38.960]  當然你知道了
[00:15:38.960 --> 00:15:40.560]  第一
[00:15:40.560 --> 00:15:43.880]  他要對神奉獻的堅持
[00:15:43.880 --> 00:15:47.640]  他的重心是向著神
[00:15:47.640 --> 00:15:50.720]  重視神
[00:15:50.720 --> 00:15:51.760]  關心神
[00:15:51.760 --> 00:15:54.040]  這種心態
[00:15:54.040 --> 00:15:55.520]  是要堅持
[00:15:55.520 --> 00:15:57.520]  是要毀身不變的
[00:15:57.520 --> 00:15:58.840]  第二
[00:15:58.840 --> 00:15:59.840]  這裡說到
[00:15:59.840 --> 00:16:04.760]  要很努力地察驗什麼不變
[00:16:04.760 --> 00:16:11.680]  是堅持對神認為好的標準的堅持
[00:16:11.680 --> 00:16:14.000]  這個就很重要了
[00:16:14.000 --> 00:16:16.520]  這裡說到要經常想想
[00:16:16.520 --> 00:16:19.160]  究竟神的心意是怎麼樣的
[00:16:19.720 --> 00:16:23.640]  他的重點是要不斷地去想
[00:16:23.640 --> 00:16:26.160]  究竟神的心意是什麼
[00:16:26.160 --> 00:16:28.480]  然後看看神認為捍衛
[00:16:28.480 --> 00:16:29.720]  在聖經裡面所說的
[00:16:29.720 --> 00:16:31.040]  美好的
[00:16:31.040 --> 00:16:34.280]  他所喜歡和所悅納的
[00:16:34.280 --> 00:16:37.640]  和完全的善
[00:16:37.640 --> 00:16:41.320]  這個就叫毀身
[00:16:41.320 --> 00:16:45.640]  毀身是將神自己放在生命裡面
[00:16:45.640 --> 00:16:48.360]  你可以考驗自己
[00:16:48.360 --> 00:16:50.400]  你整天從早到晚
[00:16:50.400 --> 00:16:52.400]  這麼多天裡面
[00:16:52.400 --> 00:16:54.560]  有多少時間你的心意
[00:16:54.560 --> 00:16:56.280]  是放在這件事上
[00:16:56.280 --> 00:16:57.760]  我說
[00:16:57.760 --> 00:17:00.040]  以往有一些傳道人
[00:17:00.040 --> 00:17:02.560]  譬如我自己很佩服的其中一位
[00:17:02.560 --> 00:17:03.960]  大家可能聽過名
[00:17:03.960 --> 00:17:06.120]  也認識的宋尚哲博士
[00:17:06.120 --> 00:17:08.120]  我看他的日記
[00:17:08.120 --> 00:17:10.080]  看別人寫他的傳記的時候
[00:17:10.080 --> 00:17:11.840]  心裡變成很大感動
[00:17:11.840 --> 00:17:14.560]  這個人當然你說他是不是完美
[00:17:14.560 --> 00:17:15.120]  也不是
[00:17:15.120 --> 00:17:17.360]  他有很多很衝動的時間
[00:17:17.360 --> 00:17:18.720]  但是他有一件事
[00:17:18.720 --> 00:17:21.080]  他永遠將自己整個生命
[00:17:21.080 --> 00:17:22.480]  毫無保留地
[00:17:22.480 --> 00:17:24.000]  放在神那裡
[00:17:24.000 --> 00:17:26.760]  他沒有想他自己
[00:17:26.760 --> 00:17:28.000]  他經常要問
[00:17:28.000 --> 00:17:29.520]  究竟神想我怎樣
[00:17:29.520 --> 00:17:30.680]  我就要怎樣做
[00:17:30.680 --> 00:17:34.320]  神要求我什麼標準
[00:17:34.320 --> 00:17:36.480]  我就要符合這個標準
[00:17:36.480 --> 00:17:39.160]  所以他43歲就病死了
[00:17:39.160 --> 00:17:43.960]  有人見證說他在台上
[00:17:43.960 --> 00:17:46.280]  一邊跳一邊講道的時候
[00:17:46.280 --> 00:17:48.520]  他喜歡穿白色的
[00:17:48.520 --> 00:17:55.520]  當年中國的衣服
[00:17:55.520 --> 00:17:58.640]  然後他一邊講道一邊跳的時候
[00:17:58.640 --> 00:18:01.200]  他完全忘我的蕾絨
[00:18:01.200 --> 00:18:02.680]  呼籲人要相信神
[00:18:02.680 --> 00:18:03.600]  要回歸神
[00:18:03.600 --> 00:18:05.800]  要愛神
[00:18:05.800 --> 00:18:09.480]  他自己有姐妹在台上
[00:18:09.480 --> 00:18:14.280]  坐在那裡領其他崇拜的前奏
[00:18:14.280 --> 00:18:15.880]  然後坐在台上
[00:18:15.880 --> 00:18:17.880]  一邊講道的時候
[00:18:17.880 --> 00:18:21.080]  其實他的痔瘡
[00:18:21.080 --> 00:18:23.760]  已經很嚴重了
[00:18:23.760 --> 00:18:28.520]  血在白色褲子上一直滲出來
[00:18:28.520 --> 00:18:30.240]  看到血滲出來
[00:18:30.240 --> 00:18:32.440]  但是他完全不管
[00:18:32.440 --> 00:18:36.600]  他要將自己整個人活祭
[00:18:36.600 --> 00:18:37.520]  他不管
[00:18:37.520 --> 00:18:39.800]  但是他要將整個投入
[00:18:39.800 --> 00:18:43.880]  在敬拜宣講的裡面
[00:18:43.880 --> 00:18:49.040]  這種就是對神的毀身
[00:18:49.040 --> 00:18:53.120]  和神要交託給他的事的毀身
[00:18:53.120 --> 00:18:55.720]  在毀身裡面
[00:18:55.720 --> 00:18:57.120]  剛才說了
[00:18:57.120 --> 00:18:59.600]  是淘汰什麼呢?
[00:18:59.600 --> 00:19:01.240]  第二節就說了
[00:19:01.240 --> 00:19:05.520]  他們要不要效法這個世界
[00:19:05.520 --> 00:19:10.320]  我再跟大家講一兩節聖經
[00:19:10.320 --> 00:19:12.280]  對於我來說也是很深刻的
[00:19:12.280 --> 00:19:13.880]  以福所說四章
[00:19:13.880 --> 00:19:16.680]  21-24節
[00:19:16.680 --> 00:19:19.240]  他都說淘汰什麼
[00:19:19.240 --> 00:19:21.240]  我們基督徒要有淘汰的
[00:19:21.240 --> 00:19:27.640]  一個電腦的軟件
[00:19:27.640 --> 00:19:29.760]  差不多要淘汰舊的
[00:19:29.760 --> 00:19:32.120]  基督徒也要淘汰舊的?
[00:19:32.120 --> 00:19:33.840]  淘汰什麼呢?
[00:19:33.840 --> 00:19:41.080]  聖經說要除去你們照著從前生活方式而活的舊人
[00:19:41.080 --> 00:19:46.520]  這個舊人當然隨著迷惑人的私慾漸漸敗壞
[00:19:46.520 --> 00:19:48.080]  接著23節也說
[00:19:48.080 --> 00:19:51.600]  你們要將心靈更新一換
[00:19:51.600 --> 00:19:52.160]  update
[00:19:52.160 --> 00:19:53.160]  一樣說update
[00:19:53.160 --> 00:19:54.240]  是嗎?
[00:19:54.240 --> 00:19:56.720]  然後更新
[00:19:56.720 --> 00:19:58.800]  然後穿上新的人
[00:19:58.800 --> 00:20:01.480]  這個新人是照著神的形象
[00:20:01.480 --> 00:20:06.040]  在公義和真實的圣洁裡面所創造的
[00:20:06.040 --> 00:20:07.000]  就是說
[00:20:07.000 --> 00:20:08.680]  是要update的
[00:20:08.680 --> 00:20:10.680]  不斷更新的
[00:20:10.680 --> 00:20:13.680]  將舊人脫去
[00:20:13.680 --> 00:20:15.280]  就是刪除他
[00:20:15.280 --> 00:20:17.120]  將一個新的人
[00:20:17.120 --> 00:20:18.600]  一個新的programme
[00:20:18.600 --> 00:20:19.600]  引入來
[00:20:19.600 --> 00:20:21.840]  你明白我想說什麼嗎?
[00:20:21.840 --> 00:20:24.640]  我不知道大家有沒有自己反思一下
[00:20:24.640 --> 00:20:29.600]  在幾個星期電腦提醒你update的時候
[00:20:29.600 --> 00:20:31.880]  你有沒有在這個時間問自己
[00:20:31.880 --> 00:20:34.360]  我宿靈上有沒有update?
[00:20:34.360 --> 00:20:38.200]  是不斷的更新的
[00:20:38.920 --> 00:20:41.400]  我的舊人是不是越來越少?
[00:20:41.400 --> 00:20:45.680]  我講出來的新件
[00:20:45.680 --> 00:20:47.840]  新零件
[00:20:47.840 --> 00:20:49.200]  新的表現
[00:20:49.200 --> 00:20:52.680]  新的宿靈上的學習和進步
[00:20:52.680 --> 00:20:54.240]  不斷的增加
[00:20:54.240 --> 00:20:55.640]  還有一件事
[00:20:55.640 --> 00:20:57.120]  用回電腦的例子
[00:20:57.120 --> 00:20:58.200]  舉例來說
[00:20:58.200 --> 00:21:00.600]  為什麼我們要這麼做?
[00:21:00.600 --> 00:21:05.760]  因為我們出廠的時候
[00:21:05.880 --> 00:21:10.160]  是真實公義和聖潔的
[00:21:10.160 --> 00:21:12.360]  就是神造我們的時候
[00:21:12.360 --> 00:21:15.400]  我們有出廠的檢證書
[00:21:15.400 --> 00:21:16.760]  是完美的
[00:21:16.760 --> 00:21:19.000]  但是現在我們搞到這樣的時候
[00:21:19.000 --> 00:21:20.240]  我們就不斷的要更新
[00:21:20.240 --> 00:21:21.000]  要不然的話
[00:21:21.000 --> 00:21:27.240]  我們就對不起出廠的電腦本來的狀態
[00:21:27.240 --> 00:21:29.920]  這就是我們所說的
[00:21:29.920 --> 00:21:31.440]  是毀身
[00:21:32.520 --> 00:21:35.800]  和仍然一樣要更新
[00:21:35.800 --> 00:21:38.240]  所以剛才你明白我想說什麼
[00:21:38.240 --> 00:21:41.880]  其實所謂堅持不變
[00:21:41.880 --> 00:21:44.240]  和更新
[00:21:44.240 --> 00:21:47.520]  兩者不一定要哪樣對哪樣錯
[00:21:47.520 --> 00:21:50.000]  看你堅持什麼
[00:21:50.000 --> 00:21:52.000]  和更新什麼
[00:21:52.000 --> 00:21:55.720]  是這個世界現在越來越多東西是需要更新的
