
[00:00:00.000 --> 00:00:06.840]  剛才主席說了一句話 非常的好
[00:10:28.880 --> 00:10:35.080]  真理必叫你們得以自由
[00:10:35.080 --> 00:10:36.880]  真正的自由
[00:10:36.880 --> 00:10:40.080]  真正的解放是從真理來的
[00:10:40.080 --> 00:10:41.280]  真正的自由
[00:10:41.280 --> 00:10:44.280]  真正的解放是從真理而來
[00:10:44.280 --> 00:10:45.280]  而這個自由
[00:10:45.280 --> 00:10:49.680]  這個解放是從罪惡中得到自由解放
[00:10:49.680 --> 00:10:50.880]  而這個自由
[00:10:50.880 --> 00:10:55.480]  這個解放就是從罪惡當中得到自由和解放
[00:10:55.480 --> 00:10:59.280]  所以如果一個人把主的道藏在心中
[00:10:59.280 --> 00:11:02.480]  所以一個人如果將神的道藏在心裏面
[00:11:02.480 --> 00:11:04.480]  他立刻得到一種力量
[00:11:04.480 --> 00:11:06.280]  他立刻得到一種力量
[00:11:06.280 --> 00:11:10.480]  可以從罪惡的束縛之中
[00:11:10.480 --> 00:11:12.480]  捆綁之中得到釋放
[00:11:12.480 --> 00:11:16.680]  從罪惡和束縛的當中得到自由和釋放
[00:11:16.680 --> 00:11:18.680]  所以第四十五節說
[00:11:18.680 --> 00:11:20.280]  所以第四十五節這樣說
[00:11:20.280 --> 00:11:23.280]  四十五節
[00:11:23.280 --> 00:11:28.280]  我要自由而行
[00:11:28.280 --> 00:11:30.880]  得到自由了
[00:11:30.880 --> 00:11:33.480]  生命的自由
[00:11:33.480 --> 00:11:35.680]  人生的自由
[00:11:35.680 --> 00:11:38.080]  是怎麼得來的呢?
[00:11:38.080 --> 00:11:44.880]  因我素來考究你的訓辭
[00:11:44.880 --> 00:11:48.680]  訓辭就是神的道
[00:11:48.680 --> 00:11:56.480]  我們考究就是研究神的道
[00:11:56.480 --> 00:12:03.280]  考究兩個字的意義就是深入的了解
[00:12:03.280 --> 00:12:09.280]  不以膚淺的了解為滿足
[00:12:09.280 --> 00:12:13.080]  去考究
[00:12:13.080 --> 00:12:16.880]  更深的得著
[00:12:16.880 --> 00:12:22.880]  這個時候就可以自由而行
[00:12:22.880 --> 00:12:26.880]  向罪惡跨乘
[00:12:26.880 --> 00:12:30.880]  這是第一方面
[00:12:30.880 --> 00:12:35.280]  神的道在我們的心中
[00:12:35.280 --> 00:12:37.280]  第二方面
[00:12:37.280 --> 00:12:40.880]  神的道在我們的口中
[00:12:40.880 --> 00:12:44.480]  在我們的眼中
[00:12:44.480 --> 00:12:46.880]  第十八節
[00:12:46.880 --> 00:12:48.880]  求你開我的眼睛
[00:12:48.880 --> 00:12:51.880]  使我看出你律法中的奇妙
[00:12:51.880 --> 00:12:56.480]  在這裡提到兩種的眼睛
[00:12:56.480 --> 00:12:57.680]  第一
[00:12:57.680 --> 00:13:00.680]  我們身體的眼睛
[00:13:00.680 --> 00:13:01.680]  第二
[00:13:01.680 --> 00:13:05.080]  我們靈性的眼睛
[00:13:05.080 --> 00:13:07.680]  在這裡第一句
[00:13:07.680 --> 00:13:11.680]  求你開我的眼睛
[00:13:11.680 --> 00:13:15.680]  這是屬靈的眼睛
[00:13:15.680 --> 00:13:19.080]  心靈的眼睛
[00:13:19.080 --> 00:13:24.080]  這個眼睛需要神開
[00:13:24.080 --> 00:13:26.880]  神藉著聖靈光照我們
[00:13:26.880 --> 00:13:31.880]  使我們看見
[00:13:31.880 --> 00:13:40.880]  但是在我們屬靈的眼睛得到神開啟之前
[00:13:40.880 --> 00:13:45.680]  先要開我們身體的眼睛
[00:13:45.680 --> 00:13:47.080]  所以下面說
[00:13:47.080 --> 00:13:52.680]  使我看出
[00:13:52.680 --> 00:13:57.480]  如果一個人不肯開眼讀聖經
[00:13:57.480 --> 00:13:58.880]  卻在那裡禱告
[00:13:58.880 --> 00:14:02.680]  神啊 求你開我的心眼
[00:14:02.680 --> 00:14:03.480]  神說
[00:14:03.480 --> 00:14:06.480]  孩子 對不起 我做不到
[00:14:06.480 --> 00:14:08.280]  如果一個人不開他的眼
[00:14:08.280 --> 00:14:10.080]  來讀神的話
[00:14:10.080 --> 00:14:12.280]  就在那裡缺感求神
[00:14:12.280 --> 00:14:14.080]  來開他屬靈的眼睛
[00:14:14.080 --> 00:14:15.680]  來明白神的事
[00:14:15.680 --> 00:14:16.880]  神就會說
[00:14:16.880 --> 00:14:18.880]  孩子 我做不到 對不起
[00:14:18.880 --> 00:14:22.680]  每一個基督徒必須先開自己身體的眼睛
[00:14:22.680 --> 00:14:23.880]  要讀經
[00:14:23.880 --> 00:14:24.880]  所以每一個基督徒
[00:14:24.880 --> 00:14:27.680]  都必須先開自己身體的眼睛
[00:14:27.680 --> 00:14:28.680]  就是要讀經
[00:14:28.680 --> 00:14:33.680]  然後我們可以求神開我們的心眼
[00:14:33.680 --> 00:14:35.680]  使我們能夠明白
[00:14:35.680 --> 00:14:38.880]  知道神的話語的奇妙之處
[00:14:38.880 --> 00:14:40.680]  然後我們才能夠求神
[00:14:40.680 --> 00:14:42.680]  來開我們屬靈的眼睛
[00:14:42.680 --> 00:14:45.080]  明白到聖經裡面
[00:14:45.080 --> 00:14:48.680]  屬靈的奇妙之處
[00:14:48.680 --> 00:14:51.480]  就好像陽光透過三靈鏡
[00:14:51.480 --> 00:14:54.280]  顯出七種的顏色
[00:14:54.280 --> 00:15:00.280]  沒有經過三靈鏡
[00:15:00.280 --> 00:15:01.680]  我們不曉得
[00:15:01.680 --> 00:15:04.680]  原來陽光裡面有這麼美麗的色彩
[00:15:04.680 --> 00:15:06.280]  如果沒有經過三靈鏡
[00:15:06.280 --> 00:15:07.880]  我們不能夠知道
[00:15:07.880 --> 00:15:10.680]  陽光有這麼美麗的七個色彩
[00:15:10.680 --> 00:15:13.680]  聖靈工作的時候
[00:15:13.680 --> 00:15:15.880]  就把神的道
[00:15:15.880 --> 00:15:18.880]  在我們的眼前呈現出來
[00:15:18.880 --> 00:15:22.080]  祂的美麗的 奇妙的內容
[00:15:22.080 --> 00:15:25.680]  神就能夠用聖靈來啟示我們
[00:15:25.680 --> 00:15:28.280]  看到神的話裡面的美麗
[00:15:28.280 --> 00:15:29.480]  這麼好的內容
[00:15:29.480 --> 00:15:31.480]  但是條件
[00:15:31.480 --> 00:15:33.080]  或者說第一步
[00:15:33.080 --> 00:15:35.880]  是先開我們身體的眼睛
[00:15:35.880 --> 00:15:37.480]  我要讀經
[00:15:37.480 --> 00:15:41.080]  第一步就是要開我們的眼睛
[00:15:41.080 --> 00:15:43.280]  就是我們要讀經
[00:15:43.280 --> 00:15:45.480]  當我們這樣看見
[00:15:45.480 --> 00:15:48.280]  神話語奇妙的地方的時候
[00:15:48.280 --> 00:15:49.280]  當我們這樣看到
[00:15:49.280 --> 00:15:51.280]  神話語的奇妙的時候
[00:15:51.280 --> 00:15:54.080]  你的讀經欲罷不能
[00:15:54.080 --> 00:15:57.080]  你的讀經就會欲罷不能
[00:15:57.080 --> 00:15:59.280]  所以能夠繼續讀經
[00:15:59.280 --> 00:16:01.080]  那你就能夠繼續讀經
[00:16:01.080 --> 00:16:03.880]  就是那些看出神話裡面的
[00:16:03.880 --> 00:16:06.280]  寶貴的意義的人
[00:16:06.280 --> 00:16:08.480]  哪些人能夠繼續讀經呢
[00:16:08.480 --> 00:16:10.880]  就是那些看得出神的話裡面
[00:16:10.880 --> 00:16:12.280]  有奇妙的人
[00:16:12.280 --> 00:16:13.880]  如果看不出來
[00:16:13.880 --> 00:16:15.680]  祂裡面的意義
[00:16:15.680 --> 00:16:18.480]  如果你看不出神話語裡面的意義
[00:16:18.480 --> 00:16:19.880]  不可能繼續讀經
[00:16:19.880 --> 00:16:21.680]  你不可能繼續讀經
[00:16:21.680 --> 00:16:22.880]  如果你看一本書
[00:16:22.880 --> 00:16:23.880]  不了解它的意思
[00:16:23.880 --> 00:16:25.480]  你絕對讀不下去
[00:16:25.480 --> 00:16:26.680]  你如果讀一本書
[00:16:26.680 --> 00:16:28.280]  你不明白裡面的意思
[00:16:28.280 --> 00:16:31.480]  你是絕對不能夠繼續讀下去的
[00:16:31.480 --> 00:16:33.480]  反過來講
[00:16:33.480 --> 00:16:36.080]  你發現它的奇妙之處的時候
[00:16:36.080 --> 00:16:38.280]  你不會不讀
[00:16:38.280 --> 00:16:41.880]  當你發現它有奇妙之處的時候
[00:16:41.880 --> 00:16:43.480]  你就不會不讀了
[00:16:43.480 --> 00:16:47.480]  所以我們要求主開我們的心眼
[00:16:47.480 --> 00:16:49.880]  所以我們要求主開我們的心眼
[00:16:49.880 --> 00:16:52.280]  所以我們會讀聖經
[00:16:52.280 --> 00:16:55.280]  所以叫我們會讀聖經
[00:16:55.280 --> 00:16:57.880]  那些繼續讀經的人
[00:16:57.880 --> 00:17:00.880]  都是從主的道中
[00:17:00.880 --> 00:17:03.880]  不斷有發現和領受的人
[00:17:03.880 --> 00:17:05.480]  那些繼續讀經的人
[00:17:05.480 --> 00:17:07.880]  就是那些在主的話語裡面
[00:17:07.880 --> 00:17:09.880]  不斷地有發現
[00:17:09.880 --> 00:17:11.880]  有領受的人
[00:17:11.880 --> 00:17:14.080]  再看第三方面
[00:17:14.080 --> 00:17:16.280]  我們再看第三方面
[00:17:16.280 --> 00:17:20.480]  神的話在我們的口中
[00:17:20.480 --> 00:17:22.480]  神的話在我們的口中
[00:17:22.480 --> 00:17:25.480]  43節
[00:17:25.480 --> 00:17:27.280]  求祢叫真理的話
[00:17:27.280 --> 00:17:29.080]  總不離開我的口
[00:17:29.080 --> 00:17:31.880]  因我仰望祢的典章
[00:17:31.880 --> 00:17:35.280]  神的話總不離開我的口
[00:17:35.280 --> 00:17:38.080]  神的話總不離開我的口
[00:17:38.080 --> 00:17:40.280]  我心裡有了神話以後
[00:17:40.280 --> 00:17:42.280]  我心裡有了神的話之後
[00:17:42.280 --> 00:17:43.280]  主耶穌說
[00:17:43.280 --> 00:17:45.280]  一個人心裡充滿的
[00:17:45.280 --> 00:17:46.880]  口裡就說出來
[00:17:46.880 --> 00:17:49.480]  主耶穌說一個人心裡充滿的
[00:17:49.480 --> 00:17:51.080]  口裡就會說出來
[00:17:51.080 --> 00:17:53.480]  我們裡面充滿的道
[00:17:53.480 --> 00:17:56.080]  很自然地會表露出來
[00:17:56.080 --> 00:17:57.880]  我們裡面充滿的道
[00:17:57.880 --> 00:18:00.280]  很自然地會表露出來
[00:18:00.280 --> 00:18:02.680]  我們就會和別人談道
[00:18:02.680 --> 00:18:04.680]  我們就會和別人談道
[00:18:04.680 --> 00:18:08.280]  我們可以和別人在主的道上有交通
[00:18:08.280 --> 00:18:11.280]  我們就能夠和別人在主的道上有交通
[00:18:11.280 --> 00:18:13.480]  我們可以見證主的話
[00:18:13.480 --> 00:18:15.080]  我們可以見證主的話
[00:18:15.080 --> 00:18:16.680]  我們可以傳達主的話
[00:18:16.680 --> 00:18:18.680]  我們也可以傳達主的話
[00:18:18.680 --> 00:18:20.680]  我們可以研討主的話
[00:18:20.680 --> 00:18:22.880]  我們可以研討主的話
[00:18:22.880 --> 00:18:25.680]  這樣我們裡面有的
[00:18:25.680 --> 00:18:28.080]  外面就表露出來
[00:18:28.080 --> 00:18:29.880]  我們裡面所有的
[00:18:29.880 --> 00:18:31.880]  外面也都會表露出來
[00:18:31.880 --> 00:18:35.480]  在教會裡頭有各樣的團契
[00:18:35.480 --> 00:18:38.480]  在教會裡頭有各樣的團契
[00:18:38.480 --> 00:18:41.080]  有諸如此類的各樣的班級
[00:18:41.080 --> 00:18:44.080]  有諸如此類的各樣的班級
[00:18:44.080 --> 00:18:46.880]  我們都有許多的機會
[00:18:46.880 --> 00:18:49.280]  可以在主的話語上交通
[00:18:49.280 --> 00:18:51.080]  我們都可以有很多的機會
[00:18:51.080 --> 00:18:53.280]  在神的話語上有交通
[00:18:53.280 --> 00:18:57.480]  我們接受主的話語後
[00:18:57.480 --> 00:18:59.680]  我們有分享主的話
[00:18:59.680 --> 00:19:02.080]  我們要接受主的話之後
[00:19:02.080 --> 00:19:04.080]  要分享主的話
[00:19:04.080 --> 00:19:06.680]  主的道進來了
[00:19:06.680 --> 00:19:09.880]  然後出去
[00:19:09.880 --> 00:19:12.480]  這個出去的途徑之一
[00:19:12.480 --> 00:19:14.680]  就是從我們的口中出去
[00:19:14.680 --> 00:19:16.280]  出去的途徑之一
[00:19:16.280 --> 00:19:18.080]  是從我們的口出去
[00:19:18.080 --> 00:19:21.080]  當然不止於在我們的口中
[00:19:21.080 --> 00:19:23.280]  當然不止於我們的口
[00:19:23.280 --> 00:19:25.680]  還有在我們的表現中
[00:19:25.680 --> 00:19:27.480]  還有在我們的表現當中
[00:19:27.480 --> 00:19:29.680]  總之走的道
[00:19:29.680 --> 00:19:31.480]  接受進來
[00:19:31.480 --> 00:19:34.080]  然後流露出去
[00:19:34.080 --> 00:19:35.480]  總之主的道
[00:19:35.480 --> 00:19:37.080]  接受進來之後
[00:19:37.080 --> 00:19:38.480]  是要流露出去的
[00:19:38.480 --> 00:19:39.880]  從我們的口
[00:19:39.880 --> 00:19:41.480]  從我們的人生
[00:19:41.480 --> 00:19:42.880]  流露出去
[00:19:42.880 --> 00:19:43.880]  從我們的口
[00:19:43.880 --> 00:19:45.280]  從我們的人生
[00:19:45.280 --> 00:19:46.880]  流露出去
[00:19:46.880 --> 00:19:47.880]  還有
[00:19:47.880 --> 00:19:48.680]  還有
[00:19:48.680 --> 00:19:52.880]  主的道在我們家中
[00:19:52.880 --> 00:19:55.280]  第九節
[00:19:55.280 --> 00:20:01.880]  少年人用什麼潔淨他的行為呢?
[00:20:01.880 --> 00:20:05.680]  是要遵行你的話
[00:20:05.680 --> 00:20:08.880]  這裡提到少年人
[00:20:08.880 --> 00:20:13.080]  是一個家庭的成員
[00:20:13.080 --> 00:20:16.880]  家裡面有第一代第二代
[00:20:16.880 --> 00:20:18.880]  家裡面有第一代第二代
[00:20:18.880 --> 00:20:20.080]  或者有第三代
[00:20:20.080 --> 00:20:21.280]  或者有第三代
[00:20:21.280 --> 00:20:23.680]  不同的年齡的成員
[00:20:23.680 --> 00:20:25.680]  有不同年齡的成員
[00:20:25.680 --> 00:20:27.880]  其中有青少年
[00:20:27.880 --> 00:20:30.480]  其中有些是青少年
[00:20:30.480 --> 00:20:34.480]  今天青少年的問題真是大問題
[00:20:34.480 --> 00:20:37.280]  今天的青少年問題是大問題
[00:20:37.280 --> 00:20:40.480]  是全世界共有的問題
[00:20:40.480 --> 00:20:43.680]  是全世界共有的問題
[00:20:43.680 --> 00:20:46.080]  基督徒怎麼面對這個問題呢?
[00:20:46.080 --> 00:20:48.480]  基督徒怎麼面對這個問題呢?
[00:20:48.480 --> 00:20:51.680]  我們怎麼樣能夠讓青少年
[00:20:51.680 --> 00:20:53.880]  在這樣的一個潮流裡
[00:20:53.880 --> 00:20:56.680]  潔淨他的行為呢?
[00:20:56.680 --> 00:20:57.880]  我們怎麼樣能夠
[00:20:57.880 --> 00:21:00.480]  讓青少年在這樣的一個環境裡
[00:21:00.480 --> 00:21:02.680]  潔淨他們的行為呢?
[00:21:02.680 --> 00:21:06.480]  當風氣潮流叫人墮落的時候
[00:21:06.480 --> 00:21:09.280]  當風氣潮流叫人墮落的時候
[00:21:09.280 --> 00:21:13.680]  我們怎麼能夠使他們行走在道中呢?
[00:21:13.680 --> 00:21:16.680]  我們怎麼能夠使他們行走在道中呢?
[00:21:16.680 --> 00:21:18.880]  只有一個辦法
[00:21:18.880 --> 00:21:22.680]  就是生命之道
[00:21:22.680 --> 00:21:26.080]  我們清楚地看見
[00:21:26.080 --> 00:21:30.280]  有許多愛主的青少年
[00:21:30.280 --> 00:21:34.880]  他們常常接受主的話
[00:21:34.880 --> 00:21:40.080]  他們常常彼此交通神的話
[00:21:40.080 --> 00:21:42.280]  主的話在他們的心中
[00:21:42.280 --> 00:21:47.480]  在他們的生命中
[00:21:47.480 --> 00:21:51.280]  這樣的人他們就在任何的潮流裡
[00:21:51.280 --> 00:21:57.480]  能夠站得住腳
[00:21:57.480 --> 00:22:04.280]  除此以外沒有任何其他的辦法
[00:22:04.280 --> 00:22:09.480]  不管你如何嚴厲地管治
[00:22:09.480 --> 00:22:12.880]  如何強迫他
[00:22:12.880 --> 00:22:17.680]  不管你定多少的規例
[00:22:17.680 --> 00:22:22.680]  不管你有多強的法律
[00:22:22.680 --> 00:22:25.280]  都無濟於事
[00:22:25.280 --> 00:22:28.280]  只有一條出路
[00:22:28.280 --> 00:22:34.680]  少年人用什麼潔淨他的行為呢?
[00:22:34.680 --> 00:22:39.480]  是要遵行你的道
[00:22:39.480 --> 00:22:47.480]  這是許多教會裡的青少年的弟兄姊妹的表現
[00:22:47.480 --> 00:22:52.680]  這是一個寶貴的見證
[00:22:52.680 --> 00:22:54.480]  還有
[00:22:54.480 --> 00:22:58.880]  神的道在我們的手中
[00:22:58.880 --> 00:23:06.080]  我們看第116節
[00:23:06.080 --> 00:23:08.480]  求你照你的話扶持我
[00:23:08.480 --> 00:23:16.880]  在這裡把扶持和神的話連在一起
[00:23:16.880 --> 00:23:21.880]  這個扶持讓我們想到手中的杖
[00:23:21.880 --> 00:23:26.480]  扶持這兩個字使我們想起手中的拐杖
[00:23:26.480 --> 00:23:33.880]  一個人手中的杖能夠幫助他站立得穩
[00:23:33.880 --> 00:23:37.280]  那個杖是他的力量
[00:23:37.280 --> 00:23:44.680]  神的話使我們站得住
[00:23:44.680 --> 00:23:49.080]  平常一個拿手杖的人都是有些軟弱的
[00:23:49.080 --> 00:23:56.680]  我不知道什麼時候需要手杖
[00:23:56.680 --> 00:24:00.680]  也許時間不會太遠了
[00:24:00.680 --> 00:24:05.480]  從前看見人家手拿手杖
[00:24:05.480 --> 00:24:08.480]  就覺得很特別
[00:24:08.480 --> 00:24:13.680]  現在我的感覺已經不是那樣了
[00:24:13.680 --> 00:24:16.680]  看見人家拿手杖的時候
[00:24:16.680 --> 00:24:19.680]  心裡想什麼時候我要拿手杖
[00:24:19.680 --> 00:24:28.280]  人的軟弱需要一種扶持的力量
[00:24:28.280 --> 00:24:37.480]  我們在人生中需要扶持的力量
[00:24:37.480 --> 00:24:42.680]  我們需要神的道來支持我們
[00:24:42.680 --> 00:24:47.480]  使我們的軟弱變為剛強
[00:24:47.480 --> 00:24:56.480]  使我們有力量在人生任何的事上站立得住
[00:24:56.480 --> 00:25:00.680]  神的話在我們手中
[00:25:00.680 --> 00:25:06.480]  真正的扶持和幫助我們
[00:25:06.480 --> 00:25:10.280]  有許多很軟弱的人
[00:25:10.280 --> 00:25:16.480]  他們因為主的話變為剛強
[00:25:16.480 --> 00:25:19.280]  我記得多年前
[00:25:19.280 --> 00:25:25.080]  在香港舉行過一次很特別的會議
[00:25:25.080 --> 00:25:35.280]  是亞洲的基督徒醫生在一起在香港開會
[00:25:35.280 --> 00:25:45.280]  出席的人之一是從印度來的一個輪椅上的醫生
[00:25:45.280 --> 00:25:52.680]  也許我們中間有不少人讀過他的見證
[00:25:52.680 --> 00:25:56.280]  輪椅上的醫生
[00:25:56.280 --> 00:26:02.280]  他在做醫生之前得了病
[00:26:02.280 --> 00:26:04.280]  不能夠行動
[00:26:04.280 --> 00:26:06.280]  要坐輪椅
[00:26:06.280 --> 00:26:09.280]  這個打擊很厲害
