
[00:00:00.000 --> 00:00:06.000]  大家會記得我們在今個季度有一個特別的題目
[00:03:21.000 --> 00:03:25.000]  當時在哥倫多教會裏面有很多初信的弟兄姊妹
[00:03:25.000 --> 00:03:28.000]  他們進了主之後就對自己的身份
[00:03:28.000 --> 00:03:30.000]  或者說自己的社會地位
[00:03:30.000 --> 00:03:33.000]  有很多覺得好像很不安
[00:03:33.000 --> 00:03:36.000]  很迷惑的一種狀況
[00:03:36.000 --> 00:03:37.000]  他們問好幾個問題
[00:03:37.000 --> 00:03:39.000]  如果大家留意第七章前面的經文
[00:03:39.000 --> 00:03:42.000]  就會留意到他們問了三個問題
[00:03:42.000 --> 00:03:45.000]  第一就是如果我已經信了主
[00:03:45.000 --> 00:03:47.000]  我配偶未信主
[00:03:47.000 --> 00:03:50.000]  我應不應該和他離婚
[00:03:50.000 --> 00:03:54.000]  應不應該改變現在的婚姻狀況
[00:03:54.000 --> 00:03:57.000]  第二就是如果我已經是一個猶太人
[00:03:57.000 --> 00:04:00.000]  是有葛禮在我身上
[00:04:00.000 --> 00:04:04.000]  應不應該要遮掩著我的葛禮
[00:04:04.000 --> 00:04:08.000]  葛禮是不是和我的信仰有抵觸呢
[00:04:08.000 --> 00:04:12.000]  第三就是如果我是一個奴僕
[00:04:12.000 --> 00:04:14.000]  信了耶穌
[00:04:14.000 --> 00:04:18.000]  那這個奴僕的身份和我的信仰是不是有矛盾呢
[00:04:18.000 --> 00:04:24.000]  是否應該盡一切的力量要脫離奴隸的身份呢
[00:04:24.000 --> 00:04:28.000]  這些都是當時信了主的一些人
[00:04:28.000 --> 00:04:30.000]  他們發出的問題
[00:04:30.000 --> 00:04:33.000]  當普羅聽見他們這些問題的時候
[00:04:33.000 --> 00:04:35.000]  在第十七節他就說
[00:04:35.000 --> 00:04:39.000]  剛才讀過主怎樣分級各人
[00:04:39.000 --> 00:04:41.000]  或者分派給各人的
[00:04:41.000 --> 00:04:44.000]  和神怎樣呼召我們各人
[00:04:44.000 --> 00:04:49.000]  我們就照著這個身份去行事為人
[00:04:49.000 --> 00:04:51.000]  普羅提及
[00:04:51.000 --> 00:04:55.000]  神會分配給各人有不同的崗位
[00:04:55.000 --> 00:04:58.000]  呼召我們進入哪個崗位當中
[00:04:58.000 --> 00:05:04.000]  在那個崗位你可以安心的在當中行事生活
[00:05:04.000 --> 00:05:07.000]  當普羅提及他們的身份
[00:05:07.000 --> 00:05:09.000]  譬如在猶太人的身份
[00:05:09.000 --> 00:05:11.000]  他們接受了割禮
[00:05:11.000 --> 00:05:12.000]  大家知道
[00:05:12.000 --> 00:05:13.000]  舊的聖經告訴我們
[00:05:13.000 --> 00:05:18.000]  猶太人他們在出生之後第八天就接受割禮
[00:05:18.000 --> 00:05:21.000]  這是一個很明顯的宗教的記號
[00:05:21.000 --> 00:05:25.000]  但是這個記號同時提及
[00:05:25.000 --> 00:05:29.000]  他們有猶太人那種特殊的生活方式
[00:05:29.000 --> 00:05:32.000]  或者說他們特別的文化特徵
[00:05:32.000 --> 00:05:37.000]  但這些事情不影響他們在神面前的地位
[00:05:37.000 --> 00:05:38.000]  所以普羅就說
[00:05:38.000 --> 00:05:41.000]  換是割禮或者未受割禮
[00:05:41.000 --> 00:05:43.000]  這個無關重要
[00:05:43.000 --> 00:05:47.000]  你再看第十八節
[00:05:47.000 --> 00:05:50.000]  有人受了割禮而蒙召的嗎?
[00:05:50.000 --> 00:05:53.000]  他就不要遮掩割禮的記號
[00:05:53.000 --> 00:05:56.000]  有人未受割禮而蒙召的嗎?
[00:05:56.000 --> 00:05:59.000]  他就不要受割禮
[00:05:59.000 --> 00:06:01.000]  割禮算不得甚麼
[00:06:01.000 --> 00:06:04.000]  沒有割禮也都算不得甚麼
[00:06:04.000 --> 00:06:06.000]  最重要的是
[00:06:06.000 --> 00:06:07.000]  大家看到
[00:06:07.000 --> 00:06:10.000]  遵守神的命令
[00:06:10.000 --> 00:06:12.000]  無論受了割禮
[00:06:12.000 --> 00:06:13.000]  未受割禮
[00:06:13.000 --> 00:06:14.000]  當信了主之後
[00:06:14.000 --> 00:06:18.000]  你就安然在這種狀況裏面
[00:06:18.000 --> 00:06:19.000]  不需要遮掩他
[00:06:19.000 --> 00:06:22.000]  或者不需要刻意去尋求割禮
[00:06:22.000 --> 00:06:26.000]  無論是猶太人或者外邦人
[00:06:26.000 --> 00:06:28.000]  無論有沒有這種割禮的背景
[00:06:28.000 --> 00:06:31.000]  但在神的面前
[00:06:31.000 --> 00:06:34.000]  地位是一樣的
[00:06:34.000 --> 00:06:35.000]  這個是保羅對他們的
[00:06:35.000 --> 00:06:38.000]  很特別的一種提醒
[00:06:38.000 --> 00:06:41.000]  不因為你的身份地位
[00:06:41.000 --> 00:06:43.000]  或者你的崗位
[00:06:43.000 --> 00:06:45.000]  你知道這些一切
[00:06:45.000 --> 00:06:47.000]  有神對你的掌管
[00:06:47.000 --> 00:06:49.000]  神對你的分派
[00:06:49.000 --> 00:06:51.000]  不需要覺得很無奈
[00:06:51.000 --> 00:06:54.000]  在一種命運的控制之下
[00:06:54.000 --> 00:06:58.000]  所以無可奈何地接受
[00:06:58.000 --> 00:07:00.000]  當聖經再講到一種身份之後
[00:07:00.000 --> 00:07:03.000]  就直接再講到另一種
[00:07:03.000 --> 00:07:06.000]  我們比較能夠再體會多一點的
[00:07:06.000 --> 00:07:09.000]  就是奴僕的一種身份
[00:07:09.000 --> 00:07:11.000]  所以你再讀一讀下面
[00:07:11.000 --> 00:07:15.000]  在聖經下面的第二十節
[00:07:15.000 --> 00:07:18.000]  「各人蒙照的時候怎樣
[00:07:18.000 --> 00:07:22.000]  他就應當保持原來的情況」
[00:07:22.000 --> 00:07:23.000]  第二十一節說
[00:07:23.000 --> 00:07:26.000]  「你蒙照的時候是作奴僕的嗎
[00:07:26.000 --> 00:07:30.000]  不要為此煩惱」
[00:07:30.000 --> 00:07:31.000]  同樣的意思就是
[00:07:31.000 --> 00:07:34.000]  無論你是作奴隸的
[00:07:34.000 --> 00:07:36.000]  或者你是自由的人
[00:07:36.000 --> 00:07:38.000]  上帝不因為你這些身份的不同
[00:07:38.000 --> 00:07:43.000]  因此你在祂面前的地位有所不同
[00:07:43.000 --> 00:07:45.000]  不影響你在神面前的地位
[00:07:45.000 --> 00:07:50.000]  也都神不會因為你是奴隸或者自由人
[00:07:50.000 --> 00:07:55.000]  因此祂就會定我們的高低
[00:07:55.000 --> 00:07:57.000]  或者因此確定你是尊貴一點
[00:07:57.000 --> 00:07:59.000]  或者卑賤一點
[00:07:59.000 --> 00:08:00.000]  沒有
[00:08:00.000 --> 00:08:03.000]  神不因為這些外在的身份
[00:08:03.000 --> 00:08:08.000]  而影響了你在祂面前的地位
[00:08:08.000 --> 00:08:10.000]  因此如果是作奴僕的時候
[00:08:10.000 --> 00:08:11.000]  信了主
[00:08:11.000 --> 00:08:17.000]  不需要去勉強自己脫離這種身份
[00:08:17.000 --> 00:08:19.000]  而重要的聖經就說
[00:08:19.000 --> 00:08:22.000]  「你們不需要為此煩惱
[00:08:22.000 --> 00:08:27.000]  最重要的就是遵從神的命令
[00:08:27.000 --> 00:08:32.000]  遵從主對你的心意」
[00:08:32.000 --> 00:08:34.000]  當我們說到工作的時候
[00:08:34.000 --> 00:08:37.000]  當然我們大家都會知道
[00:08:37.000 --> 00:08:40.000]  上帝聖經清楚告訴我們
[00:08:40.000 --> 00:08:43.000]  我們是光明之子
[00:08:43.000 --> 00:08:46.000]  我們不要跟惡人同火
[00:08:46.000 --> 00:08:48.000]  因此你不可以說
[00:08:48.000 --> 00:08:50.000]  「哦,聖經這樣說
[00:08:50.000 --> 00:08:54.000]  大概我都可以考慮加入黑社會
[00:08:54.000 --> 00:08:57.000]  在裡面做一些工作」
[00:08:57.000 --> 00:08:59.000]  並不是說所有工作
[00:08:59.000 --> 00:09:01.000]  你自己選擇進入去
[00:09:01.000 --> 00:09:03.000]  都是神所分派
[00:09:03.000 --> 00:09:07.000]  或者說神所呼召的工作
[00:09:07.000 --> 00:09:08.000]  聖經明顯說到
[00:09:08.000 --> 00:09:12.000]  有某一些事情是我們不應當進入的
[00:09:12.000 --> 00:09:14.000]  但亦都有很多時候
[00:09:14.000 --> 00:09:17.000]  因為某一種特別的背景
[00:09:17.000 --> 00:09:19.000]  家庭成長的背景
[00:09:19.000 --> 00:09:22.000]  或者你個人有的特別的限制
[00:09:22.000 --> 00:09:25.000]  因此你會進入到某一些崗位裡面
[00:09:25.000 --> 00:09:26.000]  這些崗位裡面
[00:09:26.000 --> 00:09:29.000]  或者你會感覺好像在社會上
[00:09:29.000 --> 00:09:31.000]  好像被人輕視一些
[00:09:31.000 --> 00:09:33.000]  但某種情況
[00:09:33.000 --> 00:09:34.000]  聖經就提及
[00:09:34.000 --> 00:09:37.000]  有神自己在當中的掌權
[00:09:37.000 --> 00:09:40.000]  是分派給各人
[00:09:40.000 --> 00:09:41.000]  而在過程當中
[00:09:41.000 --> 00:09:44.000]  不需要覺得這些崗位叫我自己
[00:09:44.000 --> 00:09:50.000]  好像因此會比別人低或卑微
[00:09:50.000 --> 00:09:52.000]  當然在這時候
[00:09:52.000 --> 00:09:54.000]  這些不需要煩惱
[00:09:54.000 --> 00:09:57.000]  在當中重要的就是
[00:09:57.000 --> 00:09:59.000]  遵守神的命令
[00:09:59.000 --> 00:10:05.000]  是做神喜悅你在崗位當中要做的事情
[00:10:05.000 --> 00:10:07.000]  這段法國聖經提及的
[00:10:07.000 --> 00:10:09.000]  你是向神負責的
[00:10:09.000 --> 00:10:11.000]  大家再看看下面
[00:10:11.000 --> 00:10:15.000]  這一段最後一節二十四節
[00:10:15.000 --> 00:10:18.000]  他說弟兄們你們各人夢照的時候
[00:10:18.000 --> 00:10:22.000]  怎樣就應當在誰面前
[00:10:22.000 --> 00:10:26.000]  神面前保持著原來的狀況
[00:10:26.000 --> 00:10:29.000]  也都意味著你是面向神的
[00:10:29.000 --> 00:10:31.000]  你是向神交代的
[00:10:31.000 --> 00:10:33.000]  你是向祂負責的
[00:10:33.000 --> 00:10:35.000]  因此你在過程當中
[00:10:35.000 --> 00:10:38.000]  不需要煩惱這種崗位的情況
[00:10:38.000 --> 00:10:41.000]  而是重要的是怎樣留心在裏面
[00:10:41.000 --> 00:10:45.000]  聽從主給你的吩咐
[00:10:45.000 --> 00:10:49.000]  一位姐妹分享她自己的經歷
[00:10:49.000 --> 00:10:53.000]  她自己在耕耕的學校做中學的老師
[00:10:53.000 --> 00:10:55.000]  一開始一直都做得很開心
[00:10:55.000 --> 00:10:58.000]  但後來轉了一個新校長
[00:10:58.000 --> 00:10:59.000]  新校長來到的時候
[00:10:59.000 --> 00:11:01.000]  很明顯的改變
[00:11:01.000 --> 00:11:03.000]  整個學校的方向
[00:11:03.000 --> 00:11:09.000]  就是要提高學生的成績水平
[00:11:09.000 --> 00:11:13.000]  整個目標都是要得到更好的成績
[00:11:13.000 --> 00:11:17.000]  因此整個學校的一種環境改變了
[00:11:17.000 --> 00:11:21.000]  這位校長調動很多老師的職位
[00:11:21.000 --> 00:11:24.000]  也都要求學校各人
[00:11:24.000 --> 00:11:28.000]  都要盡量幫助學生有更好的成績
[00:11:28.000 --> 00:11:29.000]  在過程當中
[00:11:29.000 --> 00:11:32.000]  有一些老師贊成學校校長的新方向
[00:11:32.000 --> 00:11:34.000]  有一些不同意
[00:11:34.000 --> 00:11:38.000]  因此不期然產生一些老師之間的小圈子
[00:11:38.000 --> 00:11:40.000]  之間有很多批評
[00:11:40.000 --> 00:11:43.000]  整個學校的氣氛好像改變了
[00:11:43.000 --> 00:11:46.000]  有些同事因此就離開這間學校
[00:11:46.000 --> 00:11:48.000]  這位姐妹就說
[00:11:48.000 --> 00:11:49.000]  她說我好掙扎
[00:11:49.000 --> 00:11:53.000]  是不是我都應該要離開這個環境呢
[00:11:53.000 --> 00:11:57.000]  萬一她發覺自己都開始變得很跟根計較
[00:11:57.000 --> 00:12:01.000]  心裏面很多時候有種苦澀的感受
[00:12:01.000 --> 00:12:03.000]  我這麼多年的年資
[00:12:03.000 --> 00:12:06.000]  竟然學校不重視我
[00:12:06.000 --> 00:12:09.000]  得到的薪酬或者說是欣賞
[00:12:09.000 --> 00:12:12.000]  和我的年資不相稱
[00:12:12.000 --> 00:12:14.000]  突然間都發覺自己好像很計較
[00:12:14.000 --> 00:12:19.000]  很多自己對工作的一種反面的感受
[00:12:19.000 --> 00:12:20.000]  直至到有一天
[00:12:20.000 --> 00:12:23.000]  她再回想自己最開始的時候
[00:12:23.000 --> 00:12:27.000]  為什麼會來到這間學校來教書
[00:12:27.000 --> 00:12:30.000]  她記得很清楚神給她一種感動
[00:12:30.000 --> 00:12:33.000]  去陪伴少年人的成長
[00:12:33.000 --> 00:12:36.000]  見到很多少年人的問題
[00:12:36.000 --> 00:12:37.000]  因此她的心裏面
[00:12:37.000 --> 00:12:41.000]  很清楚神給她的感動或者說呼召
[00:12:41.000 --> 00:12:46.000]  去到和學生一起去栽培他們成長
[00:12:46.000 --> 00:12:48.000]  亦都因為入到一間基督教學校
[00:12:48.000 --> 00:12:52.000]  她很願意來和學生分享信仰
[00:12:52.000 --> 00:12:57.000]  她帶著這個動機來參加這間學校的工作
[00:12:57.000 --> 00:13:01.000]  直至她想回到最初入這間學校的動機的時候
[00:13:01.000 --> 00:13:06.000]  她才再次有一種新鮮的一種對自己的提醒
[00:13:06.000 --> 00:13:10.000]  就是她很願意繼續堅持回最初
[00:13:10.000 --> 00:13:12.000]  神給她的呼召
[00:13:12.000 --> 00:13:14.000]  沒錯工作環境改變了
[00:13:14.000 --> 00:13:18.000]  但她仍然可以做她當做的事情
[00:13:18.000 --> 00:13:22.000]  仍然可以讓自己不要改變
[00:13:22.000 --> 00:13:24.000]  環境可以改變
[00:13:24.000 --> 00:13:27.000]  但在基督裏面她可以不改變
[00:13:27.000 --> 00:13:30.000]  繼續做她要做的事情
[00:13:30.000 --> 00:13:34.000]  這正是她內心裏面有很多的時候
[00:13:34.000 --> 00:13:38.000]  當她想回神給她的呼召的時候有的回應
[00:13:38.000 --> 00:13:41.000]  各位聽眾在不同的工作崗位
[00:13:41.000 --> 00:13:46.000]  你會發覺很多環境的因素不是你能夠控制到的
[00:13:46.000 --> 00:13:49.000]  但重要的無論你的環境是多少的限制
[00:13:49.000 --> 00:13:53.000]  或者是很多自由的發揮機會
[00:13:53.000 --> 00:13:55.000]  無論在哪個環境裏面
[00:13:55.000 --> 00:14:00.000]  當你知道你是按主的心意行美善的事情
[00:14:00.000 --> 00:14:05.000]  同樣得到神給你的賞賜
[00:14:05.000 --> 00:14:11.000]  我想大家去看一看後面的二弗所書第六章
[00:14:11.000 --> 00:14:13.000]  你看多一次經文
[00:14:13.000 --> 00:14:22.000]  二弗所書第六章第八節
[00:14:23.000 --> 00:14:30.000]  這段經文提到同樣講到獨人的本分
[00:14:30.000 --> 00:14:34.000]  二弗所書第六章第八節和合本這樣說
[00:14:34.000 --> 00:14:39.000]  因為曉得各人所行的善事
[00:14:39.000 --> 00:14:43.000]  不論是為奴的是自主的
[00:14:43.000 --> 00:14:48.000]  都必按所行的得主的賞賜
[00:14:48.000 --> 00:14:52.000]  無論你的崗位好像一個奴隸的狀況
[00:14:52.000 --> 00:14:55.000]  很多限制很多的捆綁
[00:14:55.000 --> 00:15:00.000]  又或者你的崗位很自由可以發揮各樣的事
[00:15:00.000 --> 00:15:03.000]  但只要你知道你所做的事情
[00:15:03.000 --> 00:15:08.000]  是按著神的心意行美善的事
[00:15:08.000 --> 00:15:13.000]  同樣在神面前得到主的賞賜
[00:15:13.000 --> 00:15:16.000]  主的閱納
[00:15:16.000 --> 00:15:19.000]  聖經再說在過程當中
[00:15:19.000 --> 00:15:22.000]  你的心裡面所要服侍的
[00:15:22.000 --> 00:15:26.000]  不是你眼前那個的老闆
[00:15:26.000 --> 00:15:28.000]  第六節前面所說
[00:15:28.000 --> 00:15:31.000]  不要只在眼前侍奉
[00:15:31.000 --> 00:15:33.000]  像是土人喜歡的
[00:15:33.000 --> 00:15:36.000]  要像基督的僕人
[00:15:36.000 --> 00:15:40.000]  從心裡遵行神的旨意
[00:15:40.000 --> 00:15:42.000]  沒錯是服侍人
[00:15:42.000 --> 00:15:48.000]  但更重要的是裡面知道他在服侍那位主
[00:15:48.000 --> 00:15:52.000]  或者這位上師
[00:15:52.000 --> 00:15:56.000]  他不配得這些服侍
[00:15:56.000 --> 00:15:59.000]  但在崗位上仍然帶著一個忠誠的心
[00:15:59.000 --> 00:16:02.000]  一種良善的工作
[00:16:02.000 --> 00:16:07.000]  知道所服侍的最終對象是這位耶穌基督
[00:16:07.000 --> 00:16:13.000]  因此在過程當中甘心樂意地服侍
[00:16:13.000 --> 00:16:15.000]  但同樣對於作主人來說
[00:16:15.000 --> 00:16:19.000]  這些主人要同時記憶一件事
[00:16:19.000 --> 00:16:21.000]  第九節
[00:16:21.000 --> 00:16:25.000]  你們作主人的待僕人也是一理
[00:16:25.000 --> 00:16:27.000]  不要威嚇他們
[00:16:27.000 --> 00:16:31.000]  因為知道他們和你們同有一位主在天上
[00:16:31.000 --> 00:16:36.000]  他會怎樣?並不偏待人
[00:16:36.000 --> 00:16:37.000]  那些作主人的
[00:16:37.000 --> 00:16:40.000]  或者今天所說那些作上師的
[00:16:40.000 --> 00:16:42.000]  他們是教徒
[00:16:42.000 --> 00:16:45.000]  要留心他們沒錯在崗位當中
[00:16:45.000 --> 00:16:48.000]  但他要知道他要向著神
[00:16:48.000 --> 00:16:50.000]  他是向神負責的
[00:16:50.000 --> 00:16:52.000]  我們剛才所說
[00:16:52.000 --> 00:16:53.000]  因為他們所做的事情
[00:16:53.000 --> 00:16:55.000]  同樣在神的監察當中
[00:16:55.000 --> 00:16:57.000]  神是不會偏待
[00:16:57.000 --> 00:16:59.000]  無論是高級的職員
[00:16:59.000 --> 00:17:00.000]  低級的職員
[00:17:00.000 --> 00:17:03.000]  是老闆是員工
[00:17:03.000 --> 00:17:05.000]  屬神的人知道
[00:17:05.000 --> 00:17:07.000]  他們都是其中監察
[00:17:07.000 --> 00:17:12.000]  因為他們是要向神負責
[00:17:12.000 --> 00:17:17.000]  或者我們看回前面的臨前第七章
[00:17:17.000 --> 00:17:20.000]  聖經特別說到
[00:17:20.000 --> 00:17:21.000]  在崗位當中
[00:17:21.000 --> 00:17:24.000]  我們是作主的僕人
[00:17:24.000 --> 00:17:26.000]  這個身份太重要了
[00:17:26.000 --> 00:17:29.000]  第二十二節
[00:17:29.000 --> 00:17:32.000]  七章二十二節
[00:17:32.000 --> 00:17:34.000]  因為作奴僕的
[00:17:34.000 --> 00:17:36.000]  蒙了主的夫照
[00:17:36.000 --> 00:17:39.000]  就是屬於主的自由人
[00:17:39.000 --> 00:17:42.000]  照樣自由的人蒙了夫照
[00:17:42.000 --> 00:17:47.000]  他就是基督的奴僕
[00:17:47.000 --> 00:17:49.000]  當他在信主的時間
[00:17:49.000 --> 00:17:52.000]  沒有很多不同的限制
[00:17:52.000 --> 00:17:55.000]  但他已經得著心靈的釋放
[00:17:55.000 --> 00:17:57.000]  得著生命的自由
[00:17:57.000 --> 00:18:00.000]  他可以自由地行善
[00:18:00.000 --> 00:18:04.000]  自由地做上帝要他做的事情
[00:18:04.000 --> 00:18:06.000]  但那些本來是自由的人
[00:18:06.000 --> 00:18:09.000]  當他信了主之後
[00:18:09.000 --> 00:18:11.000]  他成為了主的僕人
[00:18:11.000 --> 00:18:13.000]  因為唯有這位天地的主
[00:18:13.000 --> 00:18:15.000]  是他的主
[00:18:15.000 --> 00:18:16.000]  他就去聽從
[00:18:16.000 --> 00:18:19.000]  去跟隨這位主人所吩咐的事情
[00:18:19.000 --> 00:18:22.000]  但是帶著甘心樂意的心
[00:18:22.000 --> 00:18:25.000]  來工作
[00:18:25.000 --> 00:18:26.000]  各位靈智人
[00:18:26.000 --> 00:18:27.000]  當我們讀到這裡的時候
[00:18:27.000 --> 00:18:28.000]  你會留意到
[00:18:28.000 --> 00:18:31.000]  聖經一直在強調
[00:18:31.000 --> 00:18:33.000]  人在這個時刻
[00:18:33.000 --> 00:18:37.000]  是成為了神的僕人
[00:18:37.000 --> 00:18:40.000]  有些弟兄姊妹對著牧師傳道說
[00:18:40.000 --> 00:18:41.000]  你們是神的僕人
[00:18:41.000 --> 00:18:44.000]  你們有很重要的工作
[00:18:44.000 --> 00:18:48.000]  沒錯 牧師傳道是服侍上帝的人
[00:18:48.000 --> 00:18:51.000]  但聖經並不是單單說到
[00:18:51.000 --> 00:18:53.000]  牧師傳道是僕人
[00:18:53.000 --> 00:18:55.000]  更加說到所有的弟兄姊妹
[00:18:55.000 --> 00:18:58.000]  都是神的僕人
[00:18:58.000 --> 00:19:00.000]  而在工作崗位當中
[00:19:00.000 --> 00:19:04.000]  在工作崗位裡面去侍奉上帝
[00:19:04.000 --> 00:19:07.000]  不單止說你在你自己的教會裡面
[00:19:07.000 --> 00:19:08.000]  在我們教會裡面
[00:19:08.000 --> 00:19:11.000]  用你恩賜彼此的服侍去侍奉神
[00:19:11.000 --> 00:19:14.000]  而你在你的崗位上面
[00:19:14.000 --> 00:19:15.000]  或者工作崗位
[00:19:15.000 --> 00:19:17.000]  或者家庭的崗位裡面
[00:19:17.000 --> 00:19:21.000]  你是在崗中作主的僕人
[00:19:21.000 --> 00:19:23.000]  去侍奉祂
[00:19:23.000 --> 00:19:25.000]  在裡面你有一個
[00:19:25.000 --> 00:19:28.000]  很重要的僕人的身份
[00:19:28.000 --> 00:19:31.000]  來去服侍
[00:19:31.000 --> 00:19:33.000]  我記得有一位弟兄
[00:19:33.000 --> 00:19:35.000]  另外分享到他自己的事情
[00:19:35.000 --> 00:19:36.000]  這位弟兄就說到
[00:19:36.000 --> 00:19:39.000]  他本身做金融的行業
[00:19:39.000 --> 00:19:41.000]  進了一間金融的機構
[00:19:41.000 --> 00:19:44.000]  進去之後就發覺這間公司
[00:19:44.000 --> 00:19:48.000]  很複雜 但又很簡單
[00:19:48.000 --> 00:19:49.000]  為什麼這麼簡單呢
[00:19:49.000 --> 00:19:50.000]  因為他們整間公司
[00:19:50.000 --> 00:19:53.000]  只有一個目標
[00:19:53.000 --> 00:19:56.000]  這個目標是什麼呢
[00:19:56.000 --> 00:20:01.000]  是 但是說為公司賺最多的錢
[00:20:01.000 --> 00:20:02.000]  是要賺最多的錢
[00:20:02.000 --> 00:20:04.000]  所有的同事之間
[00:20:04.000 --> 00:20:07.000]  很多時候很多勾心鬥角的事情
[00:20:07.000 --> 00:20:11.000]  但是目的是要得到自己的名和利
[00:20:11.000 --> 00:20:12.000]  這位弟兄在裡面覺得
[00:20:12.000 --> 00:20:14.000]  很不能夠適應
[00:20:14.000 --> 00:20:16.000]  覺得環境很不適合自己
[00:20:16.000 --> 00:20:19.000]  和自己的信仰好像格格不入
[00:20:19.000 --> 00:20:21.000]  但是後來他一直想
[00:20:21.000 --> 00:20:23.000]  我應該走了
[00:20:23.000 --> 00:20:25.000]  但是每一次要辭職的時候
[00:20:25.000 --> 00:20:29.000]  總是有一個同事走過來問他
[00:20:29.000 --> 00:20:31.000]  你是驕徒嗎
[00:20:31.000 --> 00:20:33.000]  我妹妹剛剛信了耶穌
[00:20:33.000 --> 00:20:36.000]  究竟信耶穌是什麼來的
[00:20:36.000 --> 00:20:38.000]  就令到他感覺
[00:20:38.000 --> 00:20:40.000]  有人為什麼主動問我信仰的事
[00:20:40.000 --> 00:20:42.000]  幾次想辭職
[00:20:42.000 --> 00:20:45.000]  都有人和他談到信仰的事情
[00:20:45.000 --> 00:20:47.000]  他心裡突然間就想
[00:20:47.000 --> 00:20:50.000]  一個也不可少
[00:20:50.000 --> 00:20:52.000]  好像上帝要他在這個環境當中
