
[00:00:00.000 --> 00:00:04.000]  今天要看的是聖經裏面
[00:07:27.600 --> 00:07:36.480]  讓主藉著我們做成金銀寶石的工作
[00:07:36.480 --> 00:07:39.880]  我們自己無能為力
[00:07:39.880 --> 00:07:43.600]  靠自己做的是徒然
[00:07:43.600 --> 00:07:49.320]  誰能使人悔改得重生呢?
[00:07:49.320 --> 00:07:51.640]  沒有一個人能夠
[00:07:51.640 --> 00:07:56.400]  誰能使人愛主呢?
[00:07:56.400 --> 00:07:59.160]  沒有一個人能夠
[00:07:59.160 --> 00:08:04.520]  誰能使人熱心侍奉呢?
[00:08:04.520 --> 00:08:06.560]  沒有人能夠
[00:08:06.560 --> 00:08:11.680]  誰能使人結屬靈的果子呢?
[00:08:11.680 --> 00:08:13.880]  沒有一個人能夠
[00:08:13.880 --> 00:08:19.920]  因此我們立刻看見第二個比喻的訊息是何等重要
[00:08:19.920 --> 00:08:23.800]  我們立即看到第二個比喻的訊息是多麼重要
[00:08:23.800 --> 00:08:26.720]  以色列人的失敗
[00:08:26.720 --> 00:08:30.600]  在於他們不肯接受神這個訊息
[00:08:30.600 --> 00:08:34.320]  就是他們不肯接受神這個訊息
[00:08:34.320 --> 00:08:37.520]  最終一句說:他們卻不肯
[00:08:37.520 --> 00:08:40.560]  最後那一句就說:他們卻不肯
[00:08:40.560 --> 00:08:43.640]  今天我們肯不肯呢?
[00:08:43.640 --> 00:08:46.960]  我們願意靠近主透過禱告
[00:08:46.960 --> 00:08:54.240]  知取祂的能力嗎?
[00:08:54.240 --> 00:08:59.080]  無論主把什麼工作託付給我們
[00:08:59.080 --> 00:09:03.280]  我們立刻有一個第一個責任
[00:09:03.280 --> 00:09:09.360]  就是為那個工作多多禱告
[00:09:09.360 --> 00:09:12.960]  然後才能做得成
[00:09:12.960 --> 00:09:23.920]  你有沒有疏忽在你的侍奉上的禱告責任呢?
[00:09:23.920 --> 00:09:29.000]  第三個比喻
[00:09:29.000 --> 00:09:33.880]  請大家回到《伊斯解書》
[00:09:33.880 --> 00:09:37.960]  在耶利米書的後面
[00:09:37.960 --> 00:09:42.760]  《伊斯解書》第19章
[00:09:42.760 --> 00:09:49.360]  《末了一節》就是第14節
[00:09:49.360 --> 00:09:53.640]  「我也從他肢幹中發出消滅果子
[00:09:53.640 --> 00:09:58.320]  以至沒有堅固的肢幹可以肢獎權者的獎
[00:09:58.320 --> 00:10:00.320]  可作獎權者的獎
[00:10:00.320 --> 00:10:04.360]  這是哀歌 也必用以作哀歌」
[00:10:04.360 --> 00:10:07.200]  這裡有一個哀歌
[00:10:07.200 --> 00:10:11.720]  就是很悲哀的一件事
[00:10:11.720 --> 00:10:13.600]  什麼事呢?
[00:10:13.600 --> 00:10:20.680]  就是神找不到堅固的肢幹
[00:10:20.680 --> 00:10:24.360]  可以做祂的獎
[00:10:24.360 --> 00:10:27.120]  祂的權獎
[00:10:27.120 --> 00:10:32.960]  來彰顯祂的作為和權能
[00:10:32.960 --> 00:10:35.720]  這裡提到肢幹
[00:10:35.720 --> 00:10:38.320]  就是材料
[00:10:38.320 --> 00:10:46.400]  做神的器皿需要一種材料和資格
[00:10:46.400 --> 00:10:49.280]  就是堅固
[00:10:49.280 --> 00:10:53.680]  這是很重要的一個條件
[00:10:53.680 --> 00:10:55.680]  為什麼呢?
[00:10:55.680 --> 00:10:59.240]  因為侍奉有壓力
[00:10:59.240 --> 00:11:01.920]  工作是有重量的
[00:11:01.920 --> 00:11:04.480]  如果不堅固
[00:11:04.480 --> 00:11:09.200]  這個器皿就會破碎
[00:11:09.200 --> 00:11:12.680]  這個杖就會折斷
[00:11:12.680 --> 00:11:14.200]  堅固很重要
[00:11:14.200 --> 00:11:16.680]  所以堅固是很重要的
[00:11:16.680 --> 00:11:19.840]  有的人在侍奉中
[00:11:19.840 --> 00:11:22.960]  稍微受一點打擊
[00:11:22.960 --> 00:11:26.600]  稍微有一些不如意的事
[00:11:26.600 --> 00:11:30.440]  稍微有一些難阻
[00:11:30.440 --> 00:11:32.920]  它就會退後
[00:11:32.920 --> 00:11:34.920]  它就斷了
[00:11:34.920 --> 00:11:37.800]  它就停止侍奉了
[00:11:37.800 --> 00:11:39.800]  灰心
[00:11:39.800 --> 00:11:44.320]  就交給別人做了
[00:11:44.320 --> 00:11:48.320]  我記得二十幾年前
[00:11:48.320 --> 00:11:53.640]  有一句話使我得到很大的幫助
[00:11:53.640 --> 00:11:56.840]  這句話叫「向主辭職」
[00:11:56.840 --> 00:12:05.960]  這句話就是「向主來辭職」
[00:12:05.960 --> 00:12:09.680]  這句話是怎麼發生的呢?
[00:12:09.680 --> 00:12:13.040]  有一個童工
[00:12:13.040 --> 00:12:16.440]  他不想工作了
[00:12:16.440 --> 00:12:20.560]  他覺得侍奉太難了
[00:12:20.560 --> 00:12:24.720]  他就不想做下去
[00:12:24.720 --> 00:12:28.200]  他就說我要辭職了
[00:12:28.200 --> 00:12:32.960]  後來他跟另外一個童工交通
[00:12:32.960 --> 00:12:34.960]  那個童工就說
[00:12:34.960 --> 00:12:38.640]  「好 你向主辭職
[00:12:38.640 --> 00:12:40.800]  來 我們一起禱告
[00:12:40.800 --> 00:12:43.360]  你向主辭職
[00:12:43.360 --> 00:12:45.560]  一起禱告的時候
[00:12:45.560 --> 00:12:50.120]  他這個辭職的話說不出來
[00:12:50.120 --> 00:12:53.080]  向人要辭職
[00:12:53.080 --> 00:12:56.680]  向主就說不出來
[00:12:56.680 --> 00:12:59.680]  面對主的愛
[00:12:59.680 --> 00:13:04.480]  面對主的恩典
[00:13:04.480 --> 00:13:06.640]  面對主的恩典
[00:13:06.640 --> 00:13:09.440]  不能夠辭職
[00:13:09.440 --> 00:13:11.920]  所以最後的結果
[00:13:11.920 --> 00:13:14.120]  他不辭職了
[00:13:14.120 --> 00:13:16.080]  繼續做
[00:13:16.080 --> 00:13:18.440]  依靠主
[00:13:18.440 --> 00:13:22.360]  奔走侍奉的道路
[00:13:22.360 --> 00:13:27.560]  我們每一個人都有軟弱的時候
[00:13:27.560 --> 00:13:29.320]  保羅說
[00:13:29.320 --> 00:13:35.800]  我什麼時候軟弱就什麼時候剛強
[00:13:35.800 --> 00:13:39.560]  這句話裡面有兩件事
[00:13:39.560 --> 00:13:43.080]  第一 他有軟弱
[00:13:43.080 --> 00:13:44.600]  我什麼時候軟弱
[00:13:44.600 --> 00:13:51.120]  這是他的自白
[00:13:51.120 --> 00:13:53.120]  是他的經驗
[00:13:53.120 --> 00:13:55.520]  他有軟弱
[00:13:55.520 --> 00:14:00.720]  但是這句話不停止在這裡
[00:14:00.720 --> 00:14:04.600]  他的經驗不停止在這裡
[00:14:04.600 --> 00:14:12.400]  他進一步經驗到主的恩典和能力
[00:14:12.400 --> 00:14:14.240]  所以他說
[00:14:14.240 --> 00:14:18.560]  我歡喜誇自己的軟弱
[00:14:18.560 --> 00:14:24.840]  好讓基督的能力伏避我
[00:14:24.840 --> 00:14:27.320]  因此最後
[00:14:27.320 --> 00:14:30.480]  能夠有這種現象
[00:14:30.480 --> 00:14:33.280]  是超自然的現象
[00:14:33.280 --> 00:14:36.440]  他什麼時候軟弱就什麼時候剛強
[00:14:36.440 --> 00:14:38.120]  就是他什麼時候軟弱
[00:14:38.120 --> 00:14:40.200]  他就是什麼時候剛強
[00:14:40.200 --> 00:14:43.080]  軟弱是他自己的
[00:14:43.080 --> 00:14:47.680]  剛強就是由基督而來
[00:14:47.680 --> 00:14:50.360]  軟弱是自然的
[00:14:50.360 --> 00:14:54.600]  剛強是超自然的
[00:14:54.600 --> 00:14:59.480]  基督徒的人生是超自然的
[00:14:59.480 --> 00:15:06.920]  因為知取神在基督裡面的能力
[00:15:06.920 --> 00:15:11.480]  讓我們每一個人學習這個功課
[00:15:11.480 --> 00:15:13.800]  什麼時候軟弱
[00:15:13.800 --> 00:15:16.360]  你就要在主的面前仰望
[00:15:16.360 --> 00:15:20.720]  懇切地祈禱
[00:15:20.720 --> 00:15:26.880]  一直到你從基督裡知取能力的時候
[00:15:26.880 --> 00:15:30.800]  如果你學不會這個功課
[00:15:30.800 --> 00:15:37.240]  你在侍奉上不可能重新得力
[00:15:37.240 --> 00:15:42.560]  遲早你會放棄你的侍奉
[00:15:42.560 --> 00:15:47.560]  主的恩典夠我們用
[00:15:47.560 --> 00:15:53.600]  這是保羅在同一段裡面講的話
[00:15:53.600 --> 00:16:01.880]  基督的恩典和能力夠我們每一個人用
[00:16:01.880 --> 00:16:06.840]  我們再看一個比喻
[00:16:06.840 --> 00:16:13.200]  請翻到提摩太后書
[00:16:13.200 --> 00:16:20.960]  第一章第六節和第七節
[00:16:20.960 --> 00:16:23.920]  提後一章六和七節
[00:16:23.920 --> 00:16:26.000]  為此我提醒你
[00:16:26.000 --> 00:16:29.320]  使你將神藉我按手掃給你的恩賜
[00:16:29.320 --> 00:16:31.360]  在如火挑旺起來
[00:16:31.360 --> 00:16:34.760]  因為神賜給我們不是膽怯的心
[00:16:34.760 --> 00:16:39.600]  乃是剛強仁愛、謹守的心
[00:16:39.600 --> 00:16:44.240]  (中文翻譯)
[00:16:44.240 --> 00:16:46.480]  提到一個很貼切的比喻
[00:16:46.480 --> 00:16:54.040]  讓我們的侍奉如火挑旺
[00:16:54.040 --> 00:16:58.960]  我們要把這兩節連在一起看
[00:16:58.960 --> 00:17:03.800]  我們就發現一個很重要的信息
[00:17:03.800 --> 00:17:10.280]  就是保羅講到恩賜挑旺的時候
[00:17:10.280 --> 00:17:12.520]  他有一個重點
[00:17:12.520 --> 00:17:16.480]  就是靈性的復興
[00:17:16.480 --> 00:17:18.320]  意思就是說
[00:17:18.320 --> 00:17:20.600]  恩賜的復興
[00:17:20.600 --> 00:17:24.280]  或者說侍奉的復興
[00:17:24.280 --> 00:17:29.560]  是建立在靈性的復興上
[00:17:29.560 --> 00:17:32.200]  這兩樣密切的連在一起
[00:17:32.200 --> 00:17:36.240]  是分不開的
[00:17:36.240 --> 00:17:39.600]  一個靈性不好的人
[00:17:39.600 --> 00:17:42.880]  不可能侍奉得好
[00:17:42.880 --> 00:17:46.560]  一個靈性消沉的人
[00:17:46.560 --> 00:17:52.000]  不能夠侍奉熱心高漲
[00:17:52.000 --> 00:17:54.120]  絕對不可能
[00:17:54.120 --> 00:18:00.200]  因此如果我們要在侍奉上挑旺
[00:18:00.200 --> 00:18:07.280]  我們必須先得到下面的三樣
[00:18:07.280 --> 00:18:11.040]  保羅先從反面講
[00:18:11.040 --> 00:18:14.880]  不是膽怯的心
[00:18:14.880 --> 00:18:17.080]  我們在侍奉裏面
[00:18:17.080 --> 00:18:19.560]  很容易膽怯
[00:18:19.560 --> 00:18:23.120]  膽怯和灰心連在一起
[00:18:23.120 --> 00:18:27.280]  撒旦他們叫我們膽怯
[00:18:27.280 --> 00:18:31.480]  怕這個怕那個 怕這個怕那個
[00:18:31.480 --> 00:18:33.960]  顧慮這個顧慮那個
[00:18:33.960 --> 00:18:38.840]  很多的懼怕 很多的顧慮
[00:18:38.840 --> 00:18:39.880]  結果不做
[00:18:39.880 --> 00:18:42.080]  很多的懼怕和很多的顧慮
[00:18:42.080 --> 00:18:43.480]  結果就不如不要做了
[00:18:43.480 --> 00:18:47.240]  這就是缺少信心
[00:18:47.240 --> 00:18:50.520]  侍奉需要信心
[00:18:50.520 --> 00:18:53.960]  信心使我們剛強
[00:18:53.960 --> 00:19:00.280]  信心能夠把膽怯除去
[00:19:00.280 --> 00:19:01.920]  感謝主
[00:19:01.920 --> 00:19:04.480]  這是一個經歷
[00:19:04.480 --> 00:19:08.320]  我們每一個人都可以得到
[00:19:08.320 --> 00:19:10.040]  正面來講
[00:19:10.040 --> 00:19:11.280]  三樣
[00:19:11.280 --> 00:19:13.280]  剛強
[00:19:13.280 --> 00:19:15.320]  仁愛
[00:19:15.320 --> 00:19:17.760]  謹守
[00:19:17.760 --> 00:19:22.960]  讓這些在我們裏面挑旺起來
[00:19:22.960 --> 00:19:28.000]  然後我們的侍奉就挑旺起來
[00:19:28.000 --> 00:19:31.720]  所以侍奉消沉的時候
[00:19:31.720 --> 00:19:34.320]  解決的方法
[00:19:34.320 --> 00:19:38.440]  不是單單想侍奉
[00:19:38.440 --> 00:19:46.400]  而是要讓自己的靈性重新蒙恩
[00:19:46.400 --> 00:19:49.120]  重新的追求
[00:19:49.120 --> 00:19:52.080]  重新的站住
[00:19:52.080 --> 00:19:53.920]  不要膽怯
[00:19:53.920 --> 00:19:55.480]  要剛強
[00:19:55.480 --> 00:19:56.600]  要謹守
[00:19:56.600 --> 00:19:57.960]  要仁愛
[00:19:57.960 --> 00:20:01.840]  要有人耐
[00:20:01.840 --> 00:20:05.040]  我們再看一個比喻
[00:20:05.040 --> 00:20:08.040]  還是提摩太后書
[00:20:08.040 --> 00:20:09.600]  第二章
[00:20:09.600 --> 00:20:14.080]  二十節和二十一節
[00:20:14.080 --> 00:20:16.040]  在大戶人家
[00:20:16.040 --> 00:20:18.320]  不但有金器銀器
[00:20:18.320 --> 00:20:20.240]  也有木器瓦器
[00:20:20.240 --> 00:20:21.880]  有作為貴重的
[00:20:21.880 --> 00:20:23.920]  有作為卑賤的
[00:20:23.920 --> 00:20:27.000]  人若自覺脫離卑賤的事
[00:20:27.000 --> 00:20:29.080]  就必作貴重的器皿
[00:20:29.080 --> 00:20:30.320]  成為聖潔
[00:20:30.320 --> 00:20:31.600]  合乎主用
[00:20:31.600 --> 00:20:34.880]  預備行各樣的善事
[00:20:34.880 --> 00:20:37.360]  在大戶人家
[00:20:37.360 --> 00:20:38.840]  有各樣的器皿
[00:20:38.840 --> 00:20:40.240]  有各樣的器皿
[00:20:40.240 --> 00:20:41.040]  有的貴重
[00:20:41.040 --> 00:20:42.080]  有的貴重
[00:20:42.080 --> 00:20:43.640]  有的沒有那麼貴重
[00:20:43.640 --> 00:20:45.000]  有的沒有那麼貴重
[00:20:45.000 --> 00:20:46.440]  但是
[00:20:46.440 --> 00:20:47.840]  保羅說
[00:20:47.840 --> 00:20:49.480]  有一個基本的條件
[00:20:49.480 --> 00:20:51.040]  有一個基本的條件
[00:20:51.040 --> 00:20:53.520]  適用於每一種的器皿
[00:20:53.520 --> 00:20:55.640]  適用於每一種的器皿
[00:20:55.640 --> 00:20:57.480]  不管器皿的材料如何
[00:20:57.480 --> 00:20:59.680]  不管器皿的材料如何
[00:20:59.680 --> 00:21:02.000]  都會受這個條件的影響
[00:21:02.000 --> 00:21:04.160]  都會受這個條件的影響
[00:21:04.160 --> 00:21:05.760]  就是自覺
[00:21:05.760 --> 00:21:08.680]  這個條件就是要自見
[00:21:08.680 --> 00:21:09.840]  沒有一個人
[00:21:09.840 --> 00:21:12.120]  曾用金的器皿
[00:21:12.120 --> 00:21:13.720]  一個金的杯子
[00:21:13.720 --> 00:21:16.160]  一個烏灰的金的杯子喝水
[00:21:16.160 --> 00:21:20.160]  沒有人願意用一個烏灰的金的杯子喝水
[00:21:20.160 --> 00:21:21.600]  雖然是金製造的
[00:21:21.600 --> 00:21:22.920]  雖然是金製造的
[00:21:22.920 --> 00:21:24.320]  但是如果沒有洗乾淨
[00:21:24.320 --> 00:21:25.760]  但是如果沒有洗乾淨
[00:21:25.760 --> 00:21:27.040]  他不肯用來喝水
[00:21:27.040 --> 00:21:28.320]  他不會用來喝水
[00:21:28.320 --> 00:21:29.440]  他用以前
[00:21:29.440 --> 00:21:30.480]  他用之前
[00:21:30.480 --> 00:21:32.320]  一定要先把它洗乾淨
[00:21:32.320 --> 00:21:34.280]  一定要先把它洗乾淨
[00:21:34.280 --> 00:21:36.400]  這是永遠不改變的條件
[00:21:36.400 --> 00:21:39.160]  這是永遠不改變的條件
[00:21:39.160 --> 00:21:41.760]  保羅在這裡強調這個條件
[00:21:41.760 --> 00:21:44.120]  保羅在這裡強調這個條件
[00:21:44.120 --> 00:21:45.840]  不管你有多少恩賜
[00:21:45.840 --> 00:21:47.560]  不管你有多少恩賜
[00:21:47.560 --> 00:21:49.280]  有多高的地位
[00:21:49.280 --> 00:21:50.440]  有多高的地位
[00:21:50.440 --> 00:21:51.720]  有多高的教育
[00:21:51.720 --> 00:21:53.240]  有多高的教育
[00:21:53.240 --> 00:21:54.480]  有多大的熱心
[00:21:54.480 --> 00:21:55.760]  有多大的熱心
[00:21:55.760 --> 00:21:58.920]  如果你沒有成為聖傑
[00:21:58.920 --> 00:22:01.080]  如果你沒有成為聖傑
[00:22:01.080 --> 00:22:02.960]  沒有脫離卑賤的事
[00:22:02.960 --> 00:22:04.960]  沒有脫離卑賤的事
[00:22:04.960 --> 00:22:06.320]  主不能夠用你
[00:22:06.320 --> 00:22:08.120]  主不能夠用你
[00:22:08.120 --> 00:22:11.560]  你的侍奉就是草木火箭的侍奉
[00:22:11.560 --> 00:22:14.440]  你的侍奉是草木火箭的侍奉
[00:22:14.440 --> 00:22:19.200]  難以發出屬靈的果效
[00:22:19.200 --> 00:22:22.440]  難以叫人得救
[00:22:22.440 --> 00:22:27.560]  難以叫人結出屬靈的果子
[00:22:27.560 --> 00:22:33.440]  而且自己越侍奉越枯乾
[00:22:33.440 --> 00:22:36.480]  因為有了漏洞
[00:22:36.480 --> 00:22:41.280]  屬靈的力量漏掉了
[00:22:41.280 --> 00:22:43.760]  這是很重要的一個提醒
[00:22:43.760 --> 00:22:46.120]  這是很重要的一個提醒
[00:22:46.120 --> 00:22:47.880]  第二十二節
[00:22:47.880 --> 00:22:49.400]  第二十二節
[00:22:49.400 --> 00:22:52.080]  你要逃避少年人的私慾
[00:22:52.080 --> 00:22:54.000]  和那清心禱告主的人
[00:22:54.000 --> 00:22:58.160]  追求公義、信德、仁愛、和平
[00:22:58.160 --> 00:23:00.000]  這個話是向提摩太說的
[00:23:00.000 --> 00:23:02.280]  這個話是向提摩太說的
[00:23:02.280 --> 00:23:05.440]  提摩太是個很好的傳道人
[00:23:05.440 --> 00:23:08.640]  提摩太是個很好的傳道人
[00:23:08.640 --> 00:23:10.080]  已經比別人好
[00:23:10.080 --> 00:23:11.640]  已經比別人好
[00:23:11.640 --> 00:23:13.320]  但是保羅對他說
[00:23:13.320 --> 00:23:14.840]  但是保羅對他說
[00:23:14.840 --> 00:23:17.240]  你要逃避少年人的私慾
[00:23:17.240 --> 00:23:20.440]  他說你要逃避少年人的私慾
[00:23:20.440 --> 00:23:22.680]  逃避是個很強的字眼
[00:23:22.680 --> 00:23:25.160]  逃避是一個很強的字眼
[00:23:25.160 --> 00:23:26.560]  逃避私慾
[00:23:26.560 --> 00:23:28.800]  逃避私慾
[00:23:28.800 --> 00:23:30.440]  青年人有私慾
[00:23:30.440 --> 00:23:31.960]  青年人有私慾
[00:23:31.960 --> 00:23:33.640]  成年人也有私慾
[00:23:33.640 --> 00:23:35.480]  成年人也有私慾
[00:23:35.480 --> 00:23:37.760]  私慾
[00:23:37.760 --> 00:23:40.080]  是今天這個時代的特點
[00:23:40.080 --> 00:23:42.400]  是今天這個世代的特點
[00:23:42.400 --> 00:23:44.920]  這個世代充滿了污穢
[00:23:44.920 --> 00:23:46.800]  這個世代充滿了污穢
[00:23:46.800 --> 00:23:48.360]  在這樣的一個時代裏面
[00:23:48.360 --> 00:23:49.960]  在這樣的一個時代裏面
[00:23:49.960 --> 00:23:51.840]  如果我們想被主使用
[00:23:51.840 --> 00:23:53.720]  如果我們想被主使用
[00:23:53.720 --> 00:23:56.400]  合乎主用
[00:23:56.400 --> 00:23:57.800]  我們就要特別小心
[00:23:57.800 --> 00:23:59.440]  我們就要特別小心
[00:23:59.440 --> 00:24:00.920]  逃避
[00:24:00.920 --> 00:24:02.880]  離開
[00:24:02.880 --> 00:24:04.440]  脫離
[00:24:04.440 --> 00:24:07.520]  悲見的事
[00:24:07.520 --> 00:24:11.440]  就能夠合乎主用
[00:24:11.440 --> 00:24:18.040]  就能夠預備行各樣的善事
[00:24:18.040 --> 00:24:22.600]  我們再看
[00:24:22.600 --> 00:24:28.320]  約翰福音十二章
[00:24:28.320 --> 00:24:31.520]  第二十四節
[00:24:31.520 --> 00:24:34.400]  約翰福音十二章第二十四節
[00:24:34.400 --> 00:24:36.800]  我實實在在地告訴你們
[00:24:36.800 --> 00:24:39.360]  一粒麥子不落在地裏死了
[00:24:39.360 --> 00:24:40.720]  仍舊是一粒
[00:24:40.720 --> 00:24:41.960]  若是死了
[00:24:41.960 --> 00:24:44.240]  就結出許多紙粒來
[00:24:44.240 --> 00:24:46.680]  二十六節
[00:24:46.680 --> 00:24:48.080]  若有人服侍我
[00:24:48.080 --> 00:24:49.680]  就當跟從我
[00:24:49.680 --> 00:24:50.880]  我在那裏
[00:24:50.880 --> 00:24:53.760]  服侍我的人也要在那裏
[00:24:53.760 --> 00:24:55.320]  若有人服侍我
[00:24:55.320 --> 00:24:57.840]  我忽必尊重他
[00:24:57.840 --> 00:25:00.760]  二十四節的比喻
[00:25:00.760 --> 00:25:04.960]  是主用在他自己身上
[00:25:04.960 --> 00:25:07.960]  他就是這一粒麥子
[00:25:07.960 --> 00:25:09.800]  落在地裏
[00:25:09.800 --> 00:25:11.160]  死了
[00:25:11.160 --> 00:25:12.640]  犧牲了
[00:25:12.640 --> 00:25:14.280]  把蛇脊
[00:25:14.280 --> 00:25:16.440]  破碎了自己
[00:25:16.440 --> 00:25:17.800]  然後
[00:25:17.800 --> 00:25:21.200]  就結出許多的紙粒來
