
[00:00:00.000 --> 00:00:03.720]  大家知道我們今年開始有一個五年的計劃
[00:02:21.640 --> 00:02:23.880]  就是同心合意
[00:02:23.880 --> 00:02:26.960]  興旺福音的教會
[00:02:26.960 --> 00:02:28.800]  教會很多時候在開始的時候
[00:02:28.800 --> 00:02:30.720]  會很重視福音
[00:02:30.720 --> 00:02:32.960]  但有些時候會慢慢將注意
[00:02:32.960 --> 00:02:36.360]  轉移在內部很多不同的需要
[00:02:36.360 --> 00:02:38.240]  不是說這些不重要
[00:02:38.240 --> 00:02:41.000]  但有些時候會疏忽了福音
[00:02:41.000 --> 00:02:44.680]  是我們整個信仰的核心
[00:02:44.680 --> 00:02:47.680]  所以我們仍然要不斷面立自己
[00:02:47.680 --> 00:02:49.080]  同心合意的
[00:02:49.080 --> 00:02:50.920]  興旺福音
[00:02:50.920 --> 00:02:52.600]  因此我們打開聖經一起看
[00:02:52.600 --> 00:02:54.120]  菲律賓書第一章
[00:02:54.120 --> 00:02:59.840]  首先聖經所強調的就是
[00:02:59.840 --> 00:03:01.560]  菲律賓的教會
[00:03:01.560 --> 00:03:03.800]  他們在很多的迫迫當中
[00:03:03.800 --> 00:03:06.000]  仍然堅定的
[00:03:06.000 --> 00:03:07.600]  仍然持久的
[00:03:07.600 --> 00:03:10.440]  委身於福音
[00:03:10.440 --> 00:03:14.440]  大家先看第一章第五節
[00:03:14.440 --> 00:03:16.760]  「因為從日頭一天直到如今
[00:03:16.760 --> 00:03:21.120]  你們是同心合意地興旺福音」
[00:03:21.120 --> 00:03:23.760]  從頭一天就是當保羅領受了
[00:03:23.760 --> 00:03:25.080]  馬其頓異象
[00:03:25.080 --> 00:03:27.760]  大家記得司徒銘傳所說的
[00:03:27.760 --> 00:03:30.280]  他們領受異象之後就出發
[00:03:30.280 --> 00:03:32.800]  第一個城市他們去到的
[00:03:32.800 --> 00:03:35.240]  就是菲律賓城
[00:03:35.240 --> 00:03:38.480]  這是馬其頓地區的第一個城市
[00:03:38.480 --> 00:03:39.920]  在菲律賓的地方
[00:03:39.920 --> 00:03:41.600]  他們傳揚福音
[00:03:41.600 --> 00:03:43.800]  大家記得保羅和西拉
[00:03:43.800 --> 00:03:45.160]  在監獄裡面的時候
[00:03:45.160 --> 00:03:48.560]  他們在黑夜當中歌唱神
[00:03:48.560 --> 00:03:50.080]  歌頌神
[00:03:50.080 --> 00:03:51.680]  慢慢我們看到很多人
[00:03:51.680 --> 00:03:53.080]  在這個地方信主
[00:03:53.080 --> 00:03:55.840]  福音一路延展開去
[00:03:55.840 --> 00:03:57.560]  然後直到今天
[00:03:57.560 --> 00:03:59.600]  保羅寫這封信的時候
[00:03:59.600 --> 00:04:01.400]  是在監獄裡面
[00:04:01.400 --> 00:04:04.600]  菲律賓書是監獄書信的一卷
[00:04:04.600 --> 00:04:06.160]  相信是他們比較後期
[00:04:06.160 --> 00:04:08.200]  在坐牢的時候
[00:04:08.200 --> 00:04:09.760]  他就跟菲律賓教會說
[00:04:09.760 --> 00:04:12.360]  從最初開始到今天
[00:04:12.360 --> 00:04:16.440]  你們都是同心合意的興旺福音
[00:04:16.440 --> 00:04:17.240]  或者你覺得
[00:04:17.240 --> 00:04:18.840]  菲律賓這個地區
[00:04:18.840 --> 00:04:20.960]  都是風調雨順
[00:04:20.960 --> 00:04:22.200]  沒什麼困難
[00:04:22.200 --> 00:04:24.440]  所以他們能夠堅持
[00:04:24.440 --> 00:04:25.560]  不是
[00:04:25.560 --> 00:04:27.720]  他們面對著很多的逼迫
[00:04:27.720 --> 00:04:30.840]  面對著很多敵對他們的人
[00:04:30.840 --> 00:04:32.520]  但是在這個處境當中
[00:04:32.520 --> 00:04:34.480]  仍然他們堅持著要
[00:04:34.480 --> 00:04:37.480]  同心合意興旺福音
[00:04:37.480 --> 00:04:38.760]  這個正是菲律賓教會
[00:04:38.760 --> 00:04:41.320]  一個很重要的榜樣
[00:04:41.320 --> 00:04:42.640]  在當時你會發覺
[00:04:42.640 --> 00:04:44.440]  他們這一群人
[00:04:44.440 --> 00:04:48.800]  他們是團契地來傳福音的
[00:04:48.800 --> 00:04:50.320]  為什麼這樣說呢?
[00:04:50.320 --> 00:04:53.400]  同心合意在聖經原來的文字
[00:04:53.400 --> 00:04:56.440]  就是團契的意思
[00:04:56.440 --> 00:04:59.120]  因此可以說他們是團契地
[00:04:59.120 --> 00:05:03.600]  在福音的事上有份
[00:05:03.600 --> 00:05:07.240]  他們是一同去承擔福音的使命
[00:05:07.240 --> 00:05:09.000]  這個是團契
[00:05:09.000 --> 00:05:09.920]  突然間我們明白
[00:05:09.920 --> 00:05:12.600]  原來團契不只是你坐在一起
[00:05:12.600 --> 00:05:14.600]  大家彼此分享、分擔
[00:05:14.600 --> 00:05:16.800]  大家彼此代討
[00:05:16.800 --> 00:05:18.120]  不只是這樣
[00:05:18.120 --> 00:05:21.040]  而是當我們同心合意
[00:05:21.040 --> 00:05:24.080]  去承擔福音的使命的時候
[00:05:24.080 --> 00:05:27.440]  這是團契的重要部分
[00:05:27.440 --> 00:05:28.640]  如果一個團契
[00:05:28.640 --> 00:05:32.480]  沒有同心合意承擔福音使命
[00:05:32.480 --> 00:05:36.440]  不算是一個完整的團契生活
[00:05:36.440 --> 00:05:37.800]  因為聖經很清楚地說
[00:05:37.800 --> 00:05:40.360]  是同心合意、團契地
[00:05:40.360 --> 00:05:43.960]  一同來參與福音的事上
[00:05:43.960 --> 00:05:47.720]  或者大家有時候會參與短期宣教
[00:05:47.720 --> 00:05:50.680]  弟兄姊妹很多時候回來之後就說
[00:05:50.680 --> 00:05:52.320]  很奇怪
[00:05:52.320 --> 00:05:54.640]  初去的時候大家也不太熟
[00:05:54.640 --> 00:05:56.560]  七、八天之後回來
[00:05:56.560 --> 00:05:58.200]  大家很熟絡
[00:05:58.200 --> 00:06:00.800]  關係很好
[00:06:00.800 --> 00:06:02.080]  為什麼呢?
[00:06:02.080 --> 00:06:05.520]  因為他們很清楚有共同的目標
[00:06:05.520 --> 00:06:08.200]  一起為福音努力
[00:06:08.200 --> 00:06:10.920]  在過程當中大家彼此配搭
[00:06:10.920 --> 00:06:12.080]  互相支持
[00:06:12.080 --> 00:06:13.920]  在當地傳福音
[00:06:13.920 --> 00:06:18.280]  在過程當中大家產生一種心靈默契
[00:06:18.280 --> 00:06:20.600]  那種關係甚至超越了
[00:06:20.600 --> 00:06:23.760]  跟一般認識幾年的弟兄姊妹的關係
[00:06:23.760 --> 00:06:29.200]  因為他們知道同心合意的興旺福音
[00:06:29.200 --> 00:06:30.440]  所以大家會看到
[00:06:30.440 --> 00:06:32.320]  當時保羅這樣說的時候
[00:06:32.320 --> 00:06:36.600]  是不斷鼓勵他們要堅持同心的侍奉
[00:06:36.600 --> 00:06:38.280]  在經文裏面大家知道
[00:06:38.280 --> 00:06:40.600]  當時保羅特別強調的一點
[00:06:40.600 --> 00:06:43.800]  就是菲律賓教會對他經濟上的支持
[00:06:43.800 --> 00:06:50.800]  大家去看一看後面第四章第十五、第十六節
[00:06:50.800 --> 00:06:57.600]  第四章第十五節
[00:06:57.600 --> 00:07:19.880]  (菲律賓文)
[00:07:19.880 --> 00:07:24.680]  菲律賓教會不斷支持前線的福音使者
[00:07:24.680 --> 00:07:26.880]  是沒有間斷的
[00:07:26.880 --> 00:07:29.160]  或者你會覺得他們一定是很有錢
[00:07:29.160 --> 00:07:33.160]  所以很輕鬆地支持保羅的需要
[00:07:33.160 --> 00:07:35.760]  如果你記得哥林德後書第八章
[00:07:35.760 --> 00:07:39.760]  講到馬其頓教會的樂觀的後因
[00:07:39.760 --> 00:07:43.360]  馬其頓教會就包括了菲律賓教會
[00:07:43.360 --> 00:07:44.960]  第八章第二節就講到
[00:07:44.960 --> 00:07:46.760]  當時保羅就說
[00:07:46.760 --> 00:07:51.960]  他們在患難當中受大試煉
[00:07:51.960 --> 00:07:53.480]  他們絕對不簡單
[00:07:53.480 --> 00:07:56.880]  面對患難、面對大試煉
[00:07:56.880 --> 00:08:01.360]  但他們仍然有滿足的快樂
[00:08:01.360 --> 00:08:04.360]  聖經就說他們在其間很快樂
[00:08:04.360 --> 00:08:06.760]  因此在窮極之間
[00:08:06.760 --> 00:08:10.960]  仍然顯出樂觀的後因
[00:08:10.960 --> 00:08:12.160]  各位弟兄姊妹
[00:08:12.160 --> 00:08:14.160]  你們留意到嗎?
[00:08:14.160 --> 00:08:16.760]  在患難當中有很多自己的需要
[00:08:16.760 --> 00:08:19.160]  很多自己的缺乏
[00:08:19.160 --> 00:08:22.360]  但他們竟然可以有滿足的喜樂
[00:08:22.360 --> 00:08:23.960]  因為他們很清楚地知道
[00:08:23.960 --> 00:08:25.560]  神會保守他們
[00:08:25.560 --> 00:08:27.560]  神會供應他們的需要
[00:08:27.560 --> 00:08:29.760]  因此在窮極之間
[00:08:29.760 --> 00:08:31.160]  極窮的時候
[00:08:31.160 --> 00:08:35.360]  仍然顯出一種樂觀的後因
[00:08:35.360 --> 00:08:36.960]  你聽到聖經所說的
[00:08:36.960 --> 00:08:38.360]  是因典
[00:08:38.360 --> 00:08:40.960]  是他們經歷神給他們的恩惠
[00:08:40.960 --> 00:08:43.960]  他們就捐獻出來
[00:08:43.960 --> 00:08:45.760]  不是在富足的時候
[00:08:45.760 --> 00:08:50.160]  不是在容易舒適的時候
[00:08:50.160 --> 00:08:53.360]  而是在那些時刻更加經歷到神的恩惠
[00:08:53.360 --> 00:08:56.960]  更明白神是有大能的上帝
[00:08:56.960 --> 00:08:57.560]  各位弟兄姊妹
[00:08:57.560 --> 00:09:00.160]  很多時候神要用的人
[00:09:00.160 --> 00:09:02.960]  往往是一些軟弱的人
[00:09:02.960 --> 00:09:05.960]  神要用一些人的金錢
[00:09:05.960 --> 00:09:10.160]  很多時候是一些未必很有錢的人
[00:09:10.160 --> 00:09:11.560]  如果你去留心
[00:09:11.560 --> 00:09:13.560]  你會見到很多這樣的例子
[00:09:13.560 --> 00:09:15.560]  適時奉獻一些錢
[00:09:15.560 --> 00:09:17.960]  是自己未必很足夠的
[00:09:17.960 --> 00:09:19.560]  但卻是被神所用
[00:09:19.560 --> 00:09:22.560]  產生很大的幫助
[00:09:22.560 --> 00:09:24.160]  當你這樣去了解的時候
[00:09:24.160 --> 00:09:25.160]  你就會察覺到
[00:09:25.160 --> 00:09:26.360]  聖經裡面提及
[00:09:26.360 --> 00:09:28.560]  菲律賓教會他們的奉獻
[00:09:28.560 --> 00:09:30.960]  是寶貴的奉獻
[00:09:30.960 --> 00:09:33.160]  當然他們的奉獻不單止金錢
[00:09:33.160 --> 00:09:34.560]  他們在祈禱
[00:09:34.560 --> 00:09:35.960]  在實際的行動上
[00:09:35.960 --> 00:09:38.760]  一直支援著保羅
[00:09:38.760 --> 00:09:40.760]  和他同心合意
[00:09:40.760 --> 00:09:43.160]  團契地傳福音
[00:09:43.160 --> 00:09:44.160]  而且他們之間
[00:09:44.160 --> 00:09:46.160]  亦都是互相團契地
[00:09:46.160 --> 00:09:47.560]  努力傳福音
[00:09:47.560 --> 00:09:48.760]  你看看第一章
[00:09:48.760 --> 00:09:52.760]  回到前面的第一章第27節
[00:09:52.760 --> 00:09:59.760]  第一章第27節
[00:09:59.760 --> 00:10:03.960]  「只要你們行事為人
[00:10:03.960 --> 00:10:06.360]  與基督的福音相稱
[00:10:06.360 --> 00:10:09.560]  叫我或來見你們
[00:10:09.560 --> 00:10:10.960]  或不在你們那裡
[00:10:10.960 --> 00:10:13.160]  可以聽見你們的警報
[00:10:13.160 --> 00:10:15.560]  知道你們同有一個心智
[00:10:15.560 --> 00:10:16.960]  站立得穩
[00:10:16.960 --> 00:10:20.760]  為所信的福音齊心努力」
[00:10:20.760 --> 00:10:22.560]  保羅在這裡再勸告他們
[00:10:22.560 --> 00:10:23.960]  各位弟兄姊妹
[00:10:23.960 --> 00:10:25.560]  你們的行事為人
[00:10:25.560 --> 00:10:28.560]  要與福音相稱
[00:10:28.560 --> 00:10:29.960]  很多時候我們在聖餐
[00:10:29.960 --> 00:10:32.560]  今早第一第三堂有聖餐
[00:10:32.560 --> 00:10:34.160]  我們都會很感動
[00:10:34.160 --> 00:10:37.160]  感受主將福音賜給我們
[00:10:37.160 --> 00:10:38.760]  我們很深體會到
[00:10:38.760 --> 00:10:39.960]  如果不信耶穌
[00:10:39.960 --> 00:10:42.160]  現在都不知道怎麼辦
[00:10:42.160 --> 00:10:44.960]  當你感受福音的寶貴的時候
[00:10:44.960 --> 00:10:51.960]  你不會不想將福音跟別人分享
[00:10:51.960 --> 00:10:54.360]  因為當你感受到福音的寶貴的時候
[00:10:54.360 --> 00:10:56.760]  你自然有一種很熱切的感動
[00:10:56.760 --> 00:11:00.160]  很想跟別人分享福音
[00:11:00.160 --> 00:11:02.960]  所以保羅說你們所行所作的
[00:11:02.960 --> 00:11:06.560]  要與福音相稱
[00:11:06.560 --> 00:11:07.760]  然後他就說
[00:11:07.760 --> 00:11:09.960]  你們要保持同一個心智
[00:11:09.960 --> 00:11:11.160]  站立得穩
[00:11:11.160 --> 00:11:12.160]  意思就是說
[00:11:12.160 --> 00:11:13.960]  在一切困難當中
[00:11:13.960 --> 00:11:16.760]  要保持著那種堅定的態度
[00:11:16.760 --> 00:11:18.160]  站立得穩
[00:11:18.160 --> 00:11:20.760]  要一同的
[00:11:20.760 --> 00:11:21.760]  正如所說
[00:11:21.760 --> 00:11:25.560]  為福音齊心努力
[00:11:25.560 --> 00:11:26.560]  各位弟兄姊妹
[00:11:26.560 --> 00:11:27.960]  當你坐在禮堂的時候
[00:11:27.960 --> 00:11:29.560]  我不知道你記不記得
[00:11:29.560 --> 00:11:33.960]  教會是哪一年搬入康澤禮堂
[00:11:33.960 --> 00:11:34.960]  有些人會馬上記得
[00:11:34.960 --> 00:11:36.560]  1992年
[00:11:36.560 --> 00:11:39.960]  現在是18、19年了
[00:11:39.960 --> 00:11:41.160]  當搬進來的時候
[00:11:41.160 --> 00:11:42.760]  我們大家很清楚感受
[00:11:42.760 --> 00:11:45.760]  甚至給我們全方位的負擔
[00:11:45.760 --> 00:11:46.760]  因此大家就說
[00:11:46.760 --> 00:11:48.160]  今年是一個報道年
[00:11:48.160 --> 00:11:49.960]  1992年的時候
[00:11:49.960 --> 00:11:52.760]  有202運動
[00:11:52.760 --> 00:11:54.760]  202就是兩位弟兄姊妹一起合作
[00:11:54.760 --> 00:11:58.760]  一年之內帶領另外兩位朋友順主
[00:11:58.760 --> 00:12:00.760]  他們就一起努力
[00:12:00.760 --> 00:12:01.760]  去到年底的時候
[00:12:01.760 --> 00:12:04.360]  我們有一個慶祝感恩會
[00:12:04.360 --> 00:12:07.160]  在台上擺滿了很多紫色的氣球
[00:12:07.160 --> 00:12:10.760]  一個個佈滿在禮堂上面
[00:12:10.760 --> 00:12:13.760]  有沒有人當時在場呢?
[00:12:13.760 --> 00:12:17.760]  那些氣球是在表示葡萄
[00:12:17.760 --> 00:12:19.360]  一些果子
[00:12:19.360 --> 00:12:21.360]  每一個氣球在表示
[00:12:21.360 --> 00:12:24.360]  很多很多的生命順主得救
[00:12:24.360 --> 00:12:26.760]  我們將它們呈獻給神
[00:12:26.760 --> 00:12:29.360]  在那一年1992年
[00:12:29.360 --> 00:12:33.160]  教會最少有三百人順了主
[00:12:33.160 --> 00:12:35.560]  而加入教會
[00:12:35.560 --> 00:12:36.160]  在那個時候
[00:12:36.160 --> 00:12:37.160]  大家很清楚知道
[00:12:37.160 --> 00:12:40.560]  神對我們的呼召要傳福音
[00:12:40.560 --> 00:12:42.560]  但是到了今天
[00:12:42.560 --> 00:12:44.560]  2011年
[00:12:44.560 --> 00:12:46.560]  我們都承認
[00:12:46.560 --> 00:12:48.560]  我們傳福音的動力
[00:12:48.560 --> 00:12:51.560]  比起當時已經減弱了
[00:12:51.560 --> 00:12:53.560]  或者有些人會覺得
[00:12:53.560 --> 00:12:54.560]  都沒有辦法了
[00:12:54.560 --> 00:12:56.560]  叫人來都沒有位子坐
[00:12:56.560 --> 00:12:59.560]  算了不要叫了
[00:12:59.560 --> 00:13:02.560]  不要因為我們地方不足
[00:13:02.560 --> 00:13:06.560]  以致減輕我們傳福音的動機
[00:13:06.560 --> 00:13:08.560]  神有方法讓他們繼續
[00:13:08.560 --> 00:13:11.560]  可以有地方敬拜
[00:13:11.560 --> 00:13:12.560]  各位靈姐妹
[00:13:12.560 --> 00:13:13.560]  聖經提醒我們
[00:13:13.560 --> 00:13:14.560]  讓我們所行所作
[00:13:14.560 --> 00:13:17.560]  與所夢的福音相承
[00:13:17.560 --> 00:13:19.560]  要繼續齊心努力的
[00:13:19.560 --> 00:13:22.560]  來興旺福音
[00:13:22.560 --> 00:13:23.560]  有一次我自己
[00:13:23.560 --> 00:13:25.560]  都有一個很大的反省
[00:13:25.560 --> 00:13:27.560]  覺得自己做牧師
[00:13:27.560 --> 00:13:31.560]  傳福音的動力都好像減弱了
[00:13:31.560 --> 00:13:32.560]  大家會明白
[00:13:32.560 --> 00:13:34.560]  做牧師的所有同事
[00:13:34.560 --> 00:13:36.560]  都是驕徒
[00:13:36.560 --> 00:13:39.560]  旁邊的都是傳道牧師
[00:13:39.560 --> 00:13:42.560]  我認識的絕大多數都是驕徒
[00:13:42.560 --> 00:13:44.560]  有時候發覺
[00:13:44.560 --> 00:13:47.560]  好像都不是很多對象
[00:13:47.560 --> 00:13:49.560]  有一段時間我就祈禱神
[00:13:49.560 --> 00:13:51.560]  求祢憐憫我
[00:13:51.560 --> 00:13:55.560]  給我機會可以向人講福音
[00:13:55.560 --> 00:13:58.560]  當我再次來向神祈禱的時候
[00:13:58.560 --> 00:14:00.560]  我自己都預備好
[00:14:00.560 --> 00:14:02.560]  如果神安排的人在我身邊
[00:14:02.560 --> 00:14:03.560]  我又不察覺
[00:14:03.560 --> 00:14:05.560]  那就真的不應該了
[00:14:05.560 --> 00:14:07.560]  所以我自己心裏就一直預備
[00:14:07.560 --> 00:14:09.560]  隨時有沒有機會
[00:14:09.560 --> 00:14:12.560]  有一次和弟兄姊妹吃飯
[00:14:12.560 --> 00:14:13.560]  突然間發覺
[00:14:13.560 --> 00:14:17.560]  這對夫婦帶了他們的孩子來吃飯
[00:14:17.560 --> 00:14:19.560]  青年的孩子
[00:14:19.560 --> 00:14:21.560]  當然我都很突然
[00:14:21.560 --> 00:14:22.560]  他出現
[00:14:22.560 --> 00:14:25.560]  但我都很歡迎一起吃飯聊天
[00:14:25.560 --> 00:14:26.560]  一聊的時候才發覺
[00:14:26.560 --> 00:14:30.560]  原來這個青年是未信主的
[00:14:30.560 --> 00:14:32.560]  我一見到他未信主
[00:14:32.560 --> 00:14:33.560]  突然間就想起
[00:14:33.560 --> 00:14:35.560]  我曾經這樣祈禱
[00:14:35.560 --> 00:14:36.560]  我都不敢隨便
[00:14:36.560 --> 00:14:38.560]  我心就默默禱告主
[00:14:38.560 --> 00:14:39.560]  如果祢捍衛好
[00:14:39.560 --> 00:14:41.560]  給我機會和祂講福音
[00:14:41.560 --> 00:14:43.560]  我就在一陣子跟他聊天
[00:14:43.560 --> 00:14:45.560]  我問他有沒有聽過耶穌基督的事
[00:14:45.560 --> 00:14:46.560]  他說聽過
[00:14:46.560 --> 00:14:48.560]  不過不明白
[00:14:48.560 --> 00:14:50.560]  我就放膽問他
[00:14:50.560 --> 00:14:52.560]  你想不想現在明白
[00:14:52.560 --> 00:14:54.560]  他說好啊
[00:14:54.560 --> 00:14:57.560]  我就和他一邊說福音的事情
[00:14:57.560 --> 00:14:59.560]  一邊吃飯一邊說
[00:14:59.560 --> 00:15:00.560]  在說的期間
[00:15:00.560 --> 00:15:02.560]  他很接受
[00:15:02.560 --> 00:15:04.560]  他的媽媽很開心
[00:15:04.560 --> 00:15:06.560]  我和她說
[00:15:06.560 --> 00:15:09.560]  因為媽媽可能都很希望孩子能夠信主
[00:15:09.560 --> 00:15:11.560]  說到最後的時候
[00:15:11.560 --> 00:15:12.560]  我發覺他很接受
[00:15:12.560 --> 00:15:15.560]  我心就有一種感動
[00:15:15.560 --> 00:15:16.560]  我就問
[00:15:16.560 --> 00:15:18.560]  如果你今天缺志
[00:15:18.560 --> 00:15:21.560]  你覺得有沒有問題呢?
[00:15:21.560 --> 00:15:24.560]  他說都可以的
[00:15:24.560 --> 00:15:26.560]  我就很快樂
[00:15:26.560 --> 00:15:27.560]  我就在飯桌那邊
[00:15:27.560 --> 00:15:30.560]  就和他一起做缺志的祈禱
[00:15:30.560 --> 00:15:32.560]  我心裡面很感謝神
[00:15:32.560 --> 00:15:33.560]  我知道不是自己
[00:15:33.560 --> 00:15:34.560]  人能夠信主
[00:15:34.560 --> 00:15:36.560]  起碼是聖靈的工作
[00:15:36.560 --> 00:15:40.560]  但是神樂意用人作為媒介
[00:15:40.560 --> 00:15:42.560]  當你願意祈禱的時候
[00:15:42.560 --> 00:15:44.560]  神會用你
[00:15:44.560 --> 00:15:47.560]  很多時候我們都會覺得自己不懂得怎麼說
[00:15:47.560 --> 00:15:48.560]  覺得有點怕
[00:15:48.560 --> 00:15:50.560]  但是你去祈禱
[00:15:50.560 --> 00:15:51.560]  求神給你勇氣
[00:15:51.560 --> 00:15:52.560]  給你機會
[00:15:52.560 --> 00:15:54.560]  你會發覺你會很開心
[00:15:54.560 --> 00:15:56.560]  因為神用你
[00:15:56.560 --> 00:15:58.560]  去見到人透過你
[00:15:58.560 --> 00:16:01.560]  然後能夠蒙恩得救
[00:16:01.560 --> 00:16:03.560]  弟兄姊妹讓北宣家齊心努力
[00:16:03.560 --> 00:16:06.560]  來傳揚福音
[00:16:06.560 --> 00:16:08.560]  我們再看經文
[00:16:08.560 --> 00:16:09.560]  在經文裡面提到
[00:16:09.560 --> 00:16:10.560]  他們不單止一起
[00:16:10.560 --> 00:16:12.560]  同心合意的興旺福音
[00:16:12.560 --> 00:16:15.560]  而且他們一起團契地
[00:16:15.560 --> 00:16:17.560]  同一的領受恩惠
[00:16:17.560 --> 00:16:19.560]  第七節
[00:16:19.560 --> 00:16:22.560]  第一章第七節
[00:16:22.560 --> 00:16:24.560]  保禄說:我為你們眾人
[00:16:24.560 --> 00:16:26.560]  有這樣的意念或思念
[00:16:26.560 --> 00:16:28.560]  願是應當的
[00:16:28.560 --> 00:16:30.560]  因你們常在我心裡
[00:16:30.560 --> 00:16:32.560]  無論我是在困所之中
[00:16:32.560 --> 00:16:35.560]  是變命證實福音的時候
[00:16:35.560 --> 00:16:37.560]  你們都與我
[00:16:37.560 --> 00:16:40.560]  一同得恩
[00:16:40.560 --> 00:16:41.560]  一同在原來的文字
[00:16:41.560 --> 00:16:43.560]  也是團契
[00:16:43.560 --> 00:16:45.560]  是團契地得恩
[00:16:45.560 --> 00:16:47.560]  一起同心計來傳福音
[00:16:47.560 --> 00:16:51.560]  一起去經歷神好奇妙的恩惠
[00:16:51.560 --> 00:16:53.560]  而且在過程當中
[00:16:53.560 --> 00:16:55.560]  他們之間還有一種
[00:16:55.560 --> 00:16:57.560]  很深入的關係
[00:16:57.560 --> 00:17:00.560]  所以你發覺保禄在第七第八節說到
[00:17:00.560 --> 00:17:03.560]  他說:我為你們有這樣的思念
[00:17:03.560 --> 00:17:05.560]  保禄很愛護他們
[00:17:05.560 --> 00:17:08.560]  而弟兄姊妹也常常紀念保禄
[00:17:08.560 --> 00:17:11.560]  他們之間的關係是盡心的
[00:17:11.560 --> 00:17:14.560]  保禄說:我體會耶穌基督的心臟
[00:17:14.560 --> 00:17:17.560]  切切地想念你們眾人
[00:17:17.560 --> 00:17:20.560]  所以你看到有一個歷程
[00:17:20.560 --> 00:17:23.560]  第一,是同心合意地
[00:17:23.560 --> 00:17:26.560]  團契地福音的事實
[00:17:26.560 --> 00:17:31.560]  第二,是團契地經歷恩惠
[00:17:31.560 --> 00:17:33.560]  一同經歷神的作為
[00:17:33.560 --> 00:17:38.560]  第三,是生命的關係契合了
[00:17:38.560 --> 00:17:41.560]  產生了一種盡心的關係
[00:17:41.560 --> 00:17:46.560]  我記得有一次在浸禮
[00:17:46.560 --> 00:17:47.560]  浸禮完結後
[00:17:47.560 --> 00:17:50.560]  大家知道很多人會送花給新受浸者
[00:17:50.560 --> 00:17:52.560]  很多時候到處拍照
[00:17:52.560 --> 00:17:55.560]  我看到一群弟兄姊妹在一個位置
[00:17:55.560 --> 00:17:57.560]  大概這個位置一起拍照
[00:17:57.560 --> 00:17:59.560]  是一個團契的弟兄姊妹
[00:17:59.560 --> 00:18:03.560]  他們起碼有五、六個人在當晚受浸
[00:18:03.560 --> 00:18:06.560]  很多人和一個團契受浸
[00:18:06.560 --> 00:18:07.560]  很為他們高興
[00:18:07.560 --> 00:18:09.560]  我初時以為是一個很大的團契
