
[00:00:00.000 --> 00:00:05.320]  在聖經裏面關於聖靈很重要的教導
[00:05:35.120 --> 00:05:37.120]  門徒當然憂愁了
[00:05:37.120 --> 00:05:40.120]  因為那位跟了他三年的老師
[00:05:40.120 --> 00:05:42.120]  現在要走了
[00:05:42.120 --> 00:05:43.920]  這三年裡面
[00:05:43.920 --> 00:05:46.720]  門徒很珍惜和老師的關係
[00:05:46.720 --> 00:05:48.120]  這個不在話下難過了
[00:05:48.120 --> 00:05:50.720]  我們送機我們都會難過了
[00:05:50.720 --> 00:05:53.920]  但是我相信門徒還有更加深的
[00:05:53.920 --> 00:05:56.520]  就是因為
[00:05:56.520 --> 00:05:59.520]  從今之後我們靠誰
[00:05:59.520 --> 00:06:01.520]  以前我們搞不定
[00:06:01.520 --> 00:06:02.720]  趕鬼趕不到
[00:06:02.720 --> 00:06:04.920]  師父出馬
[00:06:04.920 --> 00:06:07.920]  我們有一不明問師父
[00:06:07.920 --> 00:06:10.120]  現在師父走了
[00:06:10.120 --> 00:06:13.320]  那剩下我們無依無靠
[00:06:13.320 --> 00:06:14.720]  我們怎麼傳道
[00:06:14.720 --> 00:06:15.920]  我們做什麼
[00:06:15.920 --> 00:06:18.720]  尤其是現在師父不是說拜拜
[00:06:18.720 --> 00:06:20.520]  我坐飛機我下個月再回來
[00:06:20.520 --> 00:06:22.720]  不是那種
[00:06:22.720 --> 00:06:24.920]  是上十字架
[00:06:24.920 --> 00:06:25.920]  為什麼上十字架
[00:06:25.920 --> 00:06:27.720]  因為那些猶太人
[00:06:27.720 --> 00:06:30.320]  猶太教的人氣到他入骨
[00:06:30.320 --> 00:06:32.520]  要殺他
[00:06:32.520 --> 00:06:36.320]  作為耶穌的門徒
[00:06:36.320 --> 00:06:38.320]  都不妥當了
[00:06:38.320 --> 00:06:40.120]  師父都殺了
[00:06:40.120 --> 00:06:41.920]  他們接著就很危險了
[00:06:41.920 --> 00:06:44.320]  所以其實他們很害怕
[00:06:44.320 --> 00:06:46.720]  面臨死亡的威脅
[00:06:46.720 --> 00:06:48.920]  現在老師又要走了
[00:06:48.920 --> 00:06:50.520]  保護不了他們了
[00:06:50.520 --> 00:06:52.320]  無依無靠
[00:06:52.320 --> 00:06:55.920]  危險的時候無助
[00:06:55.920 --> 00:06:58.720]  那以後我應該怎麼做
[00:06:58.720 --> 00:06:59.520]  沒有方向
[00:06:59.520 --> 00:07:01.320]  因為跟著
[00:07:01.320 --> 00:07:02.920]  耶穌基督去到哪裡
[00:07:02.920 --> 00:07:05.120]  行神蹟都是主耶穌帶著他們的
[00:07:05.120 --> 00:07:06.320]  現在師父又走了
[00:07:06.320 --> 00:07:07.120]  所以我們相信
[00:07:07.120 --> 00:07:08.320]  如果你和我是門徒
[00:07:08.320 --> 00:07:10.320]  當時都是很徬徨
[00:07:10.320 --> 00:07:11.520]  很失落
[00:07:11.520 --> 00:07:12.920]  很害怕
[00:07:12.920 --> 00:07:13.720]  很憂愁
[00:07:13.720 --> 00:07:14.720]  耶穌還用了一句話
[00:07:14.720 --> 00:07:17.320]  你心裡面不要憂愁
[00:07:17.320 --> 00:07:18.720]  但我不知道你怎麼想
[00:07:18.720 --> 00:07:19.520]  如果我是門徒
[00:07:19.520 --> 00:07:20.120]  第一個反問
[00:07:20.120 --> 00:07:21.320]  當然你不憂愁
[00:07:21.320 --> 00:07:22.120]  你當然走了
[00:07:22.120 --> 00:07:23.720]  拍拍屁股你就走了
[00:07:23.720 --> 00:07:26.320]  三年打個round就走了
[00:07:26.320 --> 00:07:27.720]  那我怎麼辦
[00:07:27.720 --> 00:07:29.120]  耶穌說
[00:07:29.120 --> 00:07:30.920]  跟著你看那段情境
[00:07:30.920 --> 00:07:31.920]  一直說下去的時候
[00:07:31.920 --> 00:07:34.520]  有幾個重點
[00:07:34.520 --> 00:07:35.520]  什麼重點呢
[00:07:35.520 --> 00:07:36.920]  我們不詳細慢慢讀
[00:07:36.920 --> 00:07:38.320]  因為我們今天的重心
[00:07:38.320 --> 00:07:41.320]  還有很多在其他的集結聖靈那裡
[00:07:41.320 --> 00:07:43.520]  你去看那三章聖經的重點裡面
[00:07:43.520 --> 00:07:44.720]  第一
[00:07:44.720 --> 00:07:47.120]  耶穌就很裸警
[00:07:47.120 --> 00:07:49.320]  他說了幾次
[00:07:49.320 --> 00:07:50.520]  門徒你不要走了
[00:07:50.520 --> 00:07:51.520]  我們走了怎麼辦
[00:07:51.520 --> 00:07:53.920]  耶穌說我走了對你們更好
[00:07:53.920 --> 00:07:55.720]  你說這句話多裸警
[00:07:55.720 --> 00:07:57.320]  你明白嗎
[00:07:57.320 --> 00:07:58.320]  說都沒有說這句
[00:07:58.320 --> 00:07:59.320]  但耶穌說了幾次
[00:07:59.320 --> 00:08:00.120]  好像剛才我們讀
[00:08:00.120 --> 00:08:03.320]  我去我離開你們是為你們有益的
[00:08:03.320 --> 00:08:06.120]  我不去你們就沒那麼好
[00:08:06.120 --> 00:08:07.720]  聖靈不來就沒那麼好
[00:08:07.720 --> 00:08:09.920]  這句我們一定要慢慢研究
[00:08:09.920 --> 00:08:10.720]  為什麼耶穌這麼說
[00:08:10.720 --> 00:08:12.320]  耶穌當然不會亂急
[00:08:12.320 --> 00:08:14.520]  更加不會唱高調的
[00:08:14.520 --> 00:08:15.920]  不會說風涼話的
[00:08:15.920 --> 00:08:16.720]  我走了
[00:08:16.720 --> 00:08:18.920]  我走了對我當然更好
[00:08:18.920 --> 00:08:19.920]  對你們也好
[00:08:19.920 --> 00:08:21.320]  不是這麼說的
[00:08:21.320 --> 00:08:22.320]  耶穌有理由
[00:08:22.320 --> 00:08:23.920]  我一會解釋為什麼
[00:08:23.920 --> 00:08:25.920]  跟著耶穌就說
[00:08:25.920 --> 00:08:27.320]  你們現在的憂愁
[00:08:27.320 --> 00:08:30.320]  很快會變為喜樂
[00:08:30.320 --> 00:08:32.920]  這個就是很大的保證
[00:08:32.920 --> 00:08:34.320]  你現在暫時憂愁
[00:08:34.320 --> 00:08:35.720]  不過你不用擔心
[00:08:35.720 --> 00:08:37.520]  你很快就會變為喜樂
[00:08:37.520 --> 00:08:39.720]  於是我們果然
[00:08:39.720 --> 00:08:40.920]  說回頭
[00:08:40.920 --> 00:08:42.520]  我們看回《士堂傳》
[00:08:42.520 --> 00:08:44.120]  只不過耶穌死了之後
[00:08:44.120 --> 00:08:44.920]  幾十天之後
[00:08:44.920 --> 00:08:47.320]  《士堂傳》裡面的門徒多興奮
[00:08:47.320 --> 00:08:48.720]  多快樂
[00:08:48.720 --> 00:08:51.720]  真的當時聽的時候當然不明白
[00:08:51.720 --> 00:08:52.920]  那個分別
[00:08:52.920 --> 00:08:54.120]  耶穌說你不用擔心
[00:08:54.120 --> 00:08:55.520]  我是這樣
[00:08:55.520 --> 00:08:59.520]  跟著就說一個很重要的訊息
[00:08:59.520 --> 00:09:01.520]  就是剛才我們所讀的那裡
[00:09:01.520 --> 00:09:02.920]  我去了之後
[00:09:02.920 --> 00:09:05.320]  我就猜派聖靈來
[00:09:05.320 --> 00:09:05.720]  是吧
[00:09:05.720 --> 00:09:07.520]  這是第三個重心
[00:09:07.520 --> 00:09:08.920]  第四
[00:09:08.920 --> 00:09:11.120]  就有些不是很容易明白的說話
[00:09:11.120 --> 00:09:13.520]  但是今天我們一定要搞清楚
[00:09:13.520 --> 00:09:15.320]  就是聽了之後
[00:09:15.320 --> 00:09:15.920]  我都不知道
[00:09:15.920 --> 00:09:16.920]  每個字都懂得讀
[00:09:16.920 --> 00:09:17.920]  但是不知道在說什麼
[00:09:17.920 --> 00:09:19.120]  就是你在我裡面
[00:09:19.120 --> 00:09:19.920]  我在你裡面
[00:09:19.920 --> 00:09:21.520]  我在我父裡面
[00:09:21.520 --> 00:09:22.520]  誰在誰裡面
[00:09:22.520 --> 00:09:23.720]  我都不知道在搞什麼
[00:09:23.720 --> 00:09:24.720]  是吧
[00:09:24.720 --> 00:09:26.320]  全部都在裡面
[00:09:26.320 --> 00:09:27.720]  那誰搞成怎樣呢
[00:09:27.720 --> 00:09:30.720]  這句話在裡面重複了幾次
[00:09:30.720 --> 00:09:32.920]  所以這三張聖經
[00:09:32.920 --> 00:09:33.720]  當然
[00:09:33.720 --> 00:09:34.920]  這個是重心
[00:09:34.920 --> 00:09:36.720]  我們一定要搞清楚
[00:09:36.720 --> 00:09:38.320]  有時候我們自己一個人讀聖經
[00:09:38.320 --> 00:09:38.920]  不是很明白
[00:09:38.920 --> 00:09:40.320]  就帶過就算了
[00:09:40.320 --> 00:09:41.320]  但是我們不行
[00:09:41.320 --> 00:09:41.920]  我們這次
[00:09:41.920 --> 00:09:43.720]  今天我們一定要搞清楚
[00:09:43.720 --> 00:09:44.720]  還有那樣東西
[00:09:44.720 --> 00:09:46.920]  我相信是對我們很重要的真理
[00:09:46.920 --> 00:09:48.320]  在誰在誰裡面
[00:09:48.320 --> 00:09:49.120]  是吧
[00:09:49.120 --> 00:09:49.920]  好
[00:09:49.920 --> 00:09:52.720]  現在我們就試一下研究這三方面
[00:09:52.720 --> 00:09:53.920]  我想今天第一
[00:09:53.920 --> 00:09:56.720]  研究聖靈來的時候
[00:09:56.720 --> 00:09:58.920]  那個身份是怎樣
[00:09:58.920 --> 00:10:00.120]  這個
[00:10:00.120 --> 00:10:01.120]  就是我第一段
[00:10:01.120 --> 00:10:02.520]  打了個星那裡
[00:10:02.520 --> 00:10:03.520]  跟大家說
[00:10:03.520 --> 00:10:05.120]  然後第二個我們說
[00:10:05.120 --> 00:10:07.720]  主耶穌說我在你們裡面
[00:10:07.720 --> 00:10:09.720]  你看到那個星
[00:10:09.720 --> 00:10:11.920]  第三個的重心就是
[00:10:11.920 --> 00:10:13.520]  你們在我裡面
[00:10:13.520 --> 00:10:15.120]  今天說三樣東西而已
[00:10:15.120 --> 00:10:16.320]  OK
[00:10:16.320 --> 00:10:17.320]  今天說三樣東西
[00:10:17.320 --> 00:10:19.320]  我看看這三樣東西的真理
[00:10:19.320 --> 00:10:20.120]  很重要
[00:10:20.120 --> 00:10:20.720]  那你說
[00:10:20.720 --> 00:10:22.120]  這麼長的講義
[00:10:22.120 --> 00:10:23.120]  那是呀
[00:10:23.120 --> 00:10:24.720]  弄完之後我有一點擔心
[00:10:24.720 --> 00:10:26.120]  那我努力說
[00:10:26.120 --> 00:10:27.320]  那我努力不過時
[00:10:27.320 --> 00:10:28.320]  OK
[00:10:28.320 --> 00:10:29.320]  其實我因為
[00:10:29.320 --> 00:10:32.520]  心裡面我好像覺得自己家裡那樣
[00:10:32.520 --> 00:10:34.120]  我就不只是說一篇道
[00:10:34.120 --> 00:10:35.720]  就算了
[00:10:35.720 --> 00:10:36.520]  振奮一下
[00:10:36.520 --> 00:10:37.120]  那又不是
[00:10:37.120 --> 00:10:38.120]  我想要有一個teaching
[00:10:38.120 --> 00:10:38.920]  你明白嗎
[00:10:38.920 --> 00:10:39.920]  就是這個教導
[00:10:39.920 --> 00:10:40.720]  我們可以
[00:10:40.720 --> 00:10:41.720]  拿著東西回家
[00:10:41.720 --> 00:10:43.120]  我們可以繼續去經歷
[00:10:43.120 --> 00:10:44.320]  我相信這樣真是
[00:10:44.320 --> 00:10:45.120]  很有意思
[00:10:45.120 --> 00:10:45.720]  是吧
[00:10:45.720 --> 00:10:47.520]  不過又不同主要學的
[00:10:47.520 --> 00:10:48.520]  又是講道理的
[00:10:48.520 --> 00:10:49.920]  不過有個教導在這裡
[00:10:49.920 --> 00:10:50.320]  好了
[00:10:50.320 --> 00:10:51.120]  我們
[00:10:51.120 --> 00:10:52.320]  第一個問題
[00:10:52.320 --> 00:10:56.520]  聖靈代替主耶穌與我們同在
[00:10:56.520 --> 00:10:58.920]  而且是時時刻刻的
[00:10:58.920 --> 00:11:00.920]  與我們同在
[00:11:00.920 --> 00:11:01.720]  約翰福音
[00:11:01.720 --> 00:11:04.120]  剛才我們所讀的第十四章裡面
[00:11:04.120 --> 00:11:05.120]  這個是一個
[00:11:05.120 --> 00:11:06.320]  很重要的信息
[00:11:06.320 --> 00:11:08.720]  現在我跟大家做一點點的
[00:11:08.720 --> 00:11:09.320]  研究
[00:11:09.320 --> 00:11:10.320]  我又問一下你們
[00:11:10.320 --> 00:11:11.320]  你們隨便回答一下
[00:11:11.320 --> 00:11:11.920]  你不要
[00:11:11.920 --> 00:11:13.120]  你不要擔心一下
[00:11:13.120 --> 00:11:14.720]  答錯了不扣分的
[00:11:14.720 --> 00:11:15.320]  OK
[00:11:15.320 --> 00:11:16.520]  那
[00:11:16.520 --> 00:11:18.320]  我們看著十四章
[00:11:18.320 --> 00:11:20.520]  我們十四章跟你研究一下
[00:11:20.520 --> 00:11:22.120]  十四章我們剛才那裡
[00:11:22.120 --> 00:11:23.320]  我都抄了出來的了
[00:11:23.320 --> 00:11:25.120]  在那個講義那裡就說
[00:11:25.120 --> 00:11:27.320]  耶穌說你不用擔心
[00:11:27.320 --> 00:11:28.520]  我去了
[00:11:28.520 --> 00:11:29.720]  不過你擔心
[00:11:29.720 --> 00:11:31.120]  那麼你以後孤孤單單
[00:11:31.120 --> 00:11:31.720]  不知道怎麼辦
[00:11:31.720 --> 00:11:32.520]  剛才說
[00:11:32.520 --> 00:11:34.520]  耶穌就說了一句話
[00:11:34.520 --> 00:11:37.120]  他說我不會撇下你們為孤兒
[00:11:37.120 --> 00:11:37.320]  哎呀
[00:11:37.320 --> 00:11:38.120]  真是很感
[00:11:38.120 --> 00:11:40.520]  就是心裡面很得著
[00:11:40.520 --> 00:11:41.120]  安慰
[00:11:41.120 --> 00:11:41.320]  是吧
[00:11:41.320 --> 00:11:43.920]  耶穌說我不會撇下你做孤兒的
[00:11:43.920 --> 00:11:45.120]  為什麼
[00:11:45.120 --> 00:11:46.320]  那你走了嘛
[00:11:46.320 --> 00:11:47.520]  那我沒人在這裡了
[00:11:47.520 --> 00:11:48.520]  你師父都走了
[00:11:48.520 --> 00:11:49.920]  那還不是孤兒
[00:11:49.920 --> 00:11:51.120]  耶穌說不是
[00:11:51.120 --> 00:11:53.320]  我不是一個文學性的安慰來的
[00:11:53.320 --> 00:11:56.120]  有我答應你有事做的
[00:11:56.120 --> 00:11:59.120]  他說我要回到你們這裡來
[00:11:59.120 --> 00:11:59.920]  OK
[00:11:59.920 --> 00:12:00.920]  接著第十九節
[00:12:00.920 --> 00:12:02.520]  第二十節繼續說的
[00:12:02.520 --> 00:12:04.120]  他說不久以後
[00:12:04.120 --> 00:12:06.120]  到那天
[00:12:06.120 --> 00:12:06.720]  OK
[00:12:06.720 --> 00:12:09.120]  那我就要回到這裡了
[00:12:09.120 --> 00:12:10.320]  那就是說
[00:12:10.320 --> 00:12:11.920]  剛才我們說的對的
[00:12:11.920 --> 00:12:13.720]  耶穌說我去一會而已
[00:12:13.720 --> 00:12:15.320]  我還回來的
[00:12:15.320 --> 00:12:16.120]  門徒說你去了
[00:12:16.120 --> 00:12:16.920]  那我怎麼辦
[00:12:16.920 --> 00:12:17.920]  耶穌說你不用擔心
[00:12:17.920 --> 00:12:19.320]  就像我們說
[00:12:19.320 --> 00:12:21.320]  哭什麼在機場
[00:12:21.320 --> 00:12:22.320]  哭什麼
[00:12:22.320 --> 00:12:23.520]  半年而已
[00:12:23.520 --> 00:12:24.120]  是不是
[00:12:24.120 --> 00:12:25.720]  繞個圈就回來了
[00:12:25.720 --> 00:12:26.720]  很快的
[00:12:26.720 --> 00:12:27.520]  那就不哭了
[00:12:27.520 --> 00:12:28.120]  是不是
[00:12:28.120 --> 00:12:29.520]  有一點難過
[00:12:29.520 --> 00:12:30.720]  但是不需要哭
[00:12:30.720 --> 00:12:31.320]  是不是
[00:12:31.320 --> 00:12:32.920]  耶穌一樣這麼說
[00:12:32.920 --> 00:12:34.920]  我不是走的
[00:12:34.920 --> 00:12:35.520]  我不是走的
[00:12:35.520 --> 00:12:37.320]  我還回來的
[00:12:37.320 --> 00:12:39.120]  那現在問題我想問一下大家了
[00:12:39.120 --> 00:12:40.120]  考一下你主一學了
[00:12:40.120 --> 00:12:43.520]  OK
[00:12:43.520 --> 00:12:44.120]  這裡說
[00:12:44.120 --> 00:12:45.920]  耶穌我不久以後
[00:12:45.920 --> 00:12:48.520]  到那天我就回到你們那裡
[00:12:48.520 --> 00:12:50.520]  如果你不肯定
[00:12:50.520 --> 00:12:51.520]  你讀完
[00:12:51.520 --> 00:12:52.920]  剛才我們所讀的聖經
[00:12:52.920 --> 00:12:55.920]  你看看那個18 19 20的三節
[00:12:55.920 --> 00:12:56.920]  OK
[00:12:56.920 --> 00:12:57.720]  我想問大家
[00:12:57.720 --> 00:12:58.520]  不久以後
[00:12:58.520 --> 00:12:59.320]  耶穌回來
[00:12:59.320 --> 00:13:00.320]  現在我們過了2000年
[00:13:00.320 --> 00:13:05.520]  看回頭就很清楚了
[00:13:05.520 --> 00:13:14.120]  耶穌說這件事是什麼時候
[00:13:14.120 --> 00:13:18.520]  究竟耶穌指的是什麼時候回來
[00:13:18.520 --> 00:13:20.320]  很多人的回答就是
[00:13:20.320 --> 00:13:21.920]  耶穌再回來
[00:13:21.920 --> 00:13:22.720]  第二次回來
[00:13:22.720 --> 00:13:23.920]  第二次回來
[00:13:23.920 --> 00:13:26.120]  但是耶穌第一次來就是釘十字架
[00:13:26.120 --> 00:13:27.120]  然後復活
[00:13:27.120 --> 00:13:27.920]  升天
[00:13:27.920 --> 00:13:30.120]  有一天他要再回來
[00:13:30.120 --> 00:13:32.120]  如果這個這樣的答案
[00:13:32.120 --> 00:13:33.120]  是耶穌的意思
[00:13:33.120 --> 00:13:36.120]  和這樣的答案
[00:13:36.120 --> 00:13:40.120]  耶穌就有一點點
[00:13:40.120 --> 00:13:43.120]  就是不是很不誠實
[00:13:43.120 --> 00:13:45.920]  就是過分一點
[00:13:45.920 --> 00:13:48.920]  那門徒到死的時候都沒見到他
[00:13:48.920 --> 00:13:49.920]  那我回來的
[00:13:49.920 --> 00:13:50.720]  那回來就等啊
[00:13:50.720 --> 00:13:50.920]  等啊
[00:13:50.920 --> 00:13:51.720]  等到老死了
[00:13:51.720 --> 00:13:52.720]  被人砍了
[00:13:52.720 --> 00:13:54.920]  被人釘十字架
[00:13:54.920 --> 00:13:56.320]  都沒回來
