
[00:00:00.000 --> 00:00:05.600]  我們下半節特別想從一個信仰的角度去看這件事
[00:01:27.280 --> 00:01:29.280]  他覺得不太適應
[00:01:29.280 --> 00:01:32.280]  我不想用一個字眼說太女人化
[00:01:32.280 --> 00:01:36.280]  有書說教會的問題就是太女人化
[00:01:36.280 --> 00:01:39.280]  但我不想這麼強烈地說
[00:01:39.280 --> 00:01:41.280]  但我想提出四方面
[00:01:41.280 --> 00:01:42.280]  我看到的
[00:01:42.280 --> 00:01:45.280]  還有順便提出這個出路
[00:01:45.280 --> 00:01:46.280]  第一
[00:01:46.280 --> 00:01:47.280]  剛才說
[00:01:47.280 --> 00:01:50.280]  男人希望看得遠看得闊
[00:01:50.280 --> 00:01:53.280]  還有想處理一些大的問題
[00:01:53.280 --> 00:01:55.280]  所以男人在信仰上
[00:01:55.280 --> 00:01:59.280]  事實上對理性的要求是高一點的
[00:01:59.280 --> 00:02:00.280]  但很多時候
[00:02:00.280 --> 00:02:03.280]  如果我們教會製造了一種氣氛
[00:02:03.280 --> 00:02:05.280]  對於那些敢問問題的人
[00:02:05.280 --> 00:02:08.280]  覺得他是不聽話的人
[00:02:08.280 --> 00:02:10.280]  來到就很乖很肯聽
[00:02:10.280 --> 00:02:14.280]  那些心裡想問理性的問題的男人
[00:02:14.280 --> 00:02:15.280]  他來到教會
[00:02:15.280 --> 00:02:19.280]  為什麼覺得他沒有本來的生活呢?
[00:02:19.280 --> 00:02:21.280]  教會裡很少說政治
[00:02:21.280 --> 00:02:23.280]  很少說文化的問題
[00:02:23.280 --> 00:02:24.280]  很少說名人
[00:02:24.280 --> 00:02:26.280]  很少說運動
[00:02:26.280 --> 00:02:30.280]  這些是男人事實上要問的問題
[00:02:30.280 --> 00:02:32.280]  但一來到禮拜堂就沒有了
[00:02:32.280 --> 00:02:34.280]  那時候很難怪他們覺得
[00:02:34.280 --> 00:02:36.280]  為什麼是另外一個地方
[00:02:36.280 --> 00:02:37.280]  我來到的時候
[00:02:37.280 --> 00:02:40.280]  好像要我把本來習慣的東西都丟掉
[00:02:40.280 --> 00:02:41.280]  轉而為之
[00:02:41.280 --> 00:02:43.280]  很多時候都是一些很感性的
[00:02:43.280 --> 00:02:44.280]  很感性的
[00:02:44.280 --> 00:02:45.280]  譬如報道會
[00:02:45.280 --> 00:02:46.280]  都說了見證
[00:02:46.280 --> 00:02:47.280]  不是不好
[00:02:47.280 --> 00:02:49.280]  說完見證唱首詩就呼叫了
[00:02:49.280 --> 00:02:52.280]  變成男人覺得這樣就算了
[00:02:52.280 --> 00:02:54.280]  或者說完他說的時候
[00:02:54.280 --> 00:02:56.280]  不是一個很理性的進路
[00:02:56.280 --> 00:02:58.280]  大聲就行了
[00:02:58.280 --> 00:02:59.280]  是不是?
[00:02:59.280 --> 00:03:02.280]  一說到一些理性的問題的時候
[00:03:02.280 --> 00:03:04.280]  老實說打麻將他都聽得出來
[00:03:04.280 --> 00:03:07.280]  說別人宗教的時候都說錯了
[00:03:07.280 --> 00:03:08.280]  這樣人家很不服
[00:03:08.280 --> 00:03:09.280]  男人特別不服
[00:03:09.280 --> 00:03:11.280]  因為他覺得這樣不夠
[00:03:11.280 --> 00:03:13.280]  再加上一些教會的
[00:03:13.280 --> 00:03:15.280]  我不知道大家有沒有習慣
[00:03:15.280 --> 00:03:16.280]  教會的文化
[00:03:16.280 --> 00:03:19.280]  又是一些教外的男人
[00:03:19.280 --> 00:03:22.280]  完全是陌生和很難適應的
[00:03:22.280 --> 00:03:24.280]  來到就唱歡迎歡迎歡迎
[00:03:24.280 --> 00:03:25.280]  你去握手
[00:03:25.280 --> 00:03:27.280]  又拍掌
[00:03:27.280 --> 00:03:28.280]  我都經常說
[00:03:28.280 --> 00:03:30.280]  我不是想遞這些東西
[00:03:30.280 --> 00:03:31.280]  但這個是事實
[00:03:31.280 --> 00:03:33.280]  你想想我見過很多次
[00:03:33.280 --> 00:03:34.280]  捧成這樣那些人就很難得
[00:03:34.280 --> 00:03:35.280]  想走的了
[00:03:35.280 --> 00:03:37.280]  因為我沒試過這樣
[00:03:37.280 --> 00:03:38.280]  又拍掌走過來
[00:03:38.280 --> 00:03:39.280]  你握手又唱歌
[00:03:39.280 --> 00:03:41.280]  然後又大山可以拉開
[00:03:41.280 --> 00:03:42.280]  小山可以散而
[00:03:42.280 --> 00:03:45.280]  神神的慈愛永不離開你
[00:03:45.280 --> 00:03:47.280]  要兩個男人對著唱
[00:03:47.280 --> 00:03:49.280]  真的很難得
[00:03:49.280 --> 00:03:52.280]  他一輩子都沒試過這樣的事
[00:03:52.280 --> 00:03:55.280]  他來到禮拜堂就要他唱這樣的歌
[00:03:55.280 --> 00:03:59.280]  他覺得這個文化不是他的文化
[00:03:59.280 --> 00:04:01.280]  我知道這樣會得罪教會
[00:04:01.280 --> 00:04:02.280]  得罪人
[00:04:02.280 --> 00:04:04.280]  但我真的要坦白說
[00:04:04.280 --> 00:04:08.280]  有時候他們對理性的要求是合理的
[00:04:08.280 --> 00:04:09.280]  他們問很多問題
[00:04:09.280 --> 00:04:11.280]  我們覺得他們這樣很刁鑽
[00:04:11.280 --> 00:04:13.280]  但不是他們真的想問的
[00:04:13.280 --> 00:04:15.280]  第二就是男人
[00:04:15.280 --> 00:04:17.280]  剛才說過是比較主動的
[00:04:17.280 --> 00:04:19.280]  他不喜歡被動的
[00:04:19.280 --> 00:04:22.280]  他不是跟其他人來的
[00:04:22.280 --> 00:04:24.280]  他喜歡自己做一個決定
[00:04:24.280 --> 00:04:25.280]  如果他信耶穌的話
[00:04:25.280 --> 00:04:26.280]  自己做一個決定
[00:04:26.280 --> 00:04:29.280]  有時候我們很hard sell
[00:04:29.280 --> 00:04:31.280]  我們推他很強
[00:04:31.280 --> 00:04:33.280]  又或者有時候
[00:04:33.280 --> 00:04:36.280]  我發覺我自己有少少的經驗
[00:04:36.280 --> 00:04:37.280]  或者我自己的了解
[00:04:37.280 --> 00:04:38.280]  我不知道這樣對不對
[00:04:38.280 --> 00:04:40.280]  第一我發覺耶穌
[00:04:40.280 --> 00:04:44.280]  在他的事供上
[00:04:44.280 --> 00:04:47.280]  是很能摸到男人的心
[00:04:47.280 --> 00:04:51.280]  男人不是跟大隊的
[00:04:51.280 --> 00:04:53.280]  所以耶穌是逐個調的
[00:04:53.280 --> 00:04:54.280]  在全科音的裡面
[00:04:54.280 --> 00:04:55.280]  當然耶穌有
[00:04:55.280 --> 00:04:56.280]  有跟女性說
[00:04:56.280 --> 00:04:57.280]  但很少
[00:04:57.280 --> 00:04:58.280]  逐個
[00:04:58.280 --> 00:05:00.280]  數來數去只有幾個
[00:05:00.280 --> 00:05:01.280]  譬如說井旁的女人
[00:05:01.280 --> 00:05:04.280]  或者行淫的時候被人抓的
[00:05:04.280 --> 00:05:06.280]  這兩個都是走投無路的
[00:05:06.280 --> 00:05:09.280]  他自己的社交生活已經沒辦法走了
[00:05:09.280 --> 00:05:12.280]  這個女人也是死亡邊緣
[00:05:12.280 --> 00:05:15.280]  當然耶穌特別去抓住他們
[00:05:15.280 --> 00:05:19.280]  其他的都是很主動的女人
[00:05:19.280 --> 00:05:21.280]  譬如說血漏病的女人
[00:05:21.280 --> 00:05:25.280]  或者那個在比利亞的兒子病了
[00:05:25.280 --> 00:05:26.280]  他跑來找耶穌
[00:05:26.280 --> 00:05:27.280]  那些很主動的女人
[00:05:27.280 --> 00:05:30.280]  剛才說過主動性特別強
[00:05:30.280 --> 00:05:31.280]  應該是男人比較多
[00:05:31.280 --> 00:05:33.280]  女性也會有
[00:05:33.280 --> 00:05:34.280]  需要有
[00:05:34.280 --> 00:05:36.280]  但這個是比較例外
[00:05:36.280 --> 00:05:37.280]  但是你看到聖經裡面
[00:05:37.280 --> 00:05:40.280]  我發覺一批一批的婦女跟著耶穌
[00:05:40.280 --> 00:05:41.280]  但耶穌呢
[00:05:41.280 --> 00:05:44.280]  男的是逐個去找的
[00:05:44.280 --> 00:05:47.280]  尤其是那些覺得他自己與別不同的
[00:05:47.280 --> 00:05:48.280]  譬如說殺雞那些
[00:05:48.280 --> 00:05:49.280]  是吧
[00:05:49.280 --> 00:05:50.280]  個個都去看耶穌
[00:05:50.280 --> 00:05:52.280]  他不叫人去讓開
[00:05:52.280 --> 00:05:53.280]  或者是靠近去看
[00:05:53.280 --> 00:05:54.280]  他爬上樹去看
[00:05:54.280 --> 00:05:55.280]  與別不同的
[00:05:55.280 --> 00:05:56.280]  尼哥底姆那些
[00:05:56.280 --> 00:05:57.280]  晚上
[00:05:57.280 --> 00:05:59.280]  就是沒有人的時候
[00:05:59.280 --> 00:06:00.280]  他自己來找耶穌
[00:06:00.280 --> 00:06:01.280]  他想處理的問題
[00:06:01.280 --> 00:06:03.280]  但耶穌抓住他那些
[00:06:03.280 --> 00:06:05.280]  甚至門徒也是
[00:06:05.280 --> 00:06:06.280]  我發覺
[00:06:06.280 --> 00:06:07.280]  門徒呢
[00:06:07.280 --> 00:06:08.280]  就是耶穌問
[00:06:08.280 --> 00:06:09.280]  那些人說我是誰
[00:06:09.280 --> 00:06:10.280]  那些門徒就說
[00:06:10.280 --> 00:06:11.280]  你是以利亞
[00:06:11.280 --> 00:06:13.280]  有人說你是先知的一位
[00:06:13.280 --> 00:06:14.280]  那耶穌說
[00:06:14.280 --> 00:06:15.280]  你說我是誰
[00:06:15.280 --> 00:06:16.280]  這個就很
[00:06:16.280 --> 00:06:18.280]  我覺得很精彩的
[00:06:18.280 --> 00:06:19.280]  問門徒
[00:06:19.280 --> 00:06:20.280]  不要聽人說
[00:06:20.280 --> 00:06:21.280]  你跟別人說
[00:06:21.280 --> 00:06:22.280]  沒意思的
[00:06:22.280 --> 00:06:23.280]  你說是誰
[00:06:23.280 --> 00:06:24.280]  那他就說出真話
[00:06:24.280 --> 00:06:25.280]  男的就說好
[00:06:25.280 --> 00:06:26.280]  你問我是誰
[00:06:26.280 --> 00:06:27.280]  於是就給他帶頭說
[00:06:27.280 --> 00:06:28.280]  你是基督
[00:06:28.280 --> 00:06:29.280]  是永生神的兒子
[00:06:29.280 --> 00:06:30.280]  這時候呢
[00:06:30.280 --> 00:06:32.280]  你發覺耶穌是對那個
[00:06:32.280 --> 00:06:34.280]  男性他有一種主動性
[00:06:34.280 --> 00:06:35.280]  而不是說跟大隊
[00:06:35.280 --> 00:06:37.280]  你想說大家一起相信
[00:06:37.280 --> 00:06:38.280]  你也相信吧
[00:06:38.280 --> 00:06:39.280]  很難的
[00:06:39.280 --> 00:06:40.280]  男人是逐個來的
[00:06:40.280 --> 00:06:41.280]  我自己也比較
[00:06:41.280 --> 00:06:42.280]  在過去這幾年裡邊
[00:06:42.280 --> 00:06:44.280]  有多一些男人的事工
[00:06:44.280 --> 00:06:45.280]  我自己就
[00:06:45.280 --> 00:06:46.280]  傳福音方面
[00:06:46.280 --> 00:06:47.280]  我經驗多
[00:06:47.280 --> 00:06:48.280]  我發覺呢
[00:06:48.280 --> 00:06:49.280]  我有一個突破點
[00:06:49.280 --> 00:06:50.280]  以前呢
[00:06:50.280 --> 00:06:52.280]  我講報道會呢
[00:06:52.280 --> 00:06:54.280]  就沒什麼人舉手的
[00:06:54.280 --> 00:06:56.280]  我覺得我沒什麼呼召的因子
[00:06:56.280 --> 00:06:57.280]  我可能有傳福音的因子
[00:06:57.280 --> 00:06:58.280]  但我沒什麼呼召的因子
[00:06:58.280 --> 00:06:59.280]  可能我人呢
[00:06:59.280 --> 00:07:00.280]  其實老實說
[00:07:00.280 --> 00:07:02.280]  我是比較內向的
[00:07:02.280 --> 00:07:03.280]  那我很怕
[00:07:03.280 --> 00:07:05.280]  叫人逼他做一些事
[00:07:05.280 --> 00:07:06.280]  那通常呢
[00:07:06.280 --> 00:07:07.280]  我叫人
[00:07:07.280 --> 00:07:08.280]  就是
[00:07:08.280 --> 00:07:09.280]  決志講完報道會的時候
[00:07:09.280 --> 00:07:10.280]  就大家低頭
[00:07:10.280 --> 00:07:11.280]  一起祈禱
[00:07:11.280 --> 00:07:12.280]  祈禱完就是
[00:07:12.280 --> 00:07:13.280]  呼召你就舉手
[00:07:13.280 --> 00:07:14.280]  那通常呢
[00:07:14.280 --> 00:07:16.280]  就不是很多人舉的
[00:07:16.280 --> 00:07:17.280]  不是很多人舉的
[00:07:17.280 --> 00:07:18.280]  尤其是呢
[00:07:18.280 --> 00:07:20.280]  男性比較少舉手
[00:07:20.280 --> 00:07:21.280]  那我開始
[00:07:21.280 --> 00:07:22.280]  最近我開始
[00:07:22.280 --> 00:07:23.280]  祈禱求神
[00:07:23.280 --> 00:07:25.280]  給我一個呼召的因子
[00:07:25.280 --> 00:07:26.280]  很坦白的說
[00:07:26.280 --> 00:07:27.280]  跟大家說
[00:07:27.280 --> 00:07:28.280]  都是最近這個月
[00:07:28.280 --> 00:07:30.280]  這個月左右呢
[00:07:30.280 --> 00:07:31.280]  我就開始
[00:07:31.280 --> 00:07:33.280]  是
[00:07:33.280 --> 00:07:35.280]  有機會再跟大家說詳情
[00:07:35.280 --> 00:07:36.280]  是一個教會提醒我
[00:07:36.280 --> 00:07:37.280]  提議我這樣做
[00:07:37.280 --> 00:07:39.280]  於是我就嘗試第一次
[00:07:39.280 --> 00:07:40.280]  我發覺是完全不同
[00:07:40.280 --> 00:07:41.280]  當然是神自己的因典
[00:07:41.280 --> 00:07:42.280]  但亦都是可能呢
[00:07:42.280 --> 00:07:43.280]  今天回頭看
[00:07:43.280 --> 00:07:45.280]  是和男性有些關係
[00:07:45.280 --> 00:07:46.280]  一個新的呼召的方式呢
[00:07:46.280 --> 00:07:47.280]  其實不是很新
[00:07:47.280 --> 00:07:49.280]  對於我來說是沒試過的
[00:07:49.280 --> 00:07:50.280]  就是說
[00:07:50.280 --> 00:07:51.280]  大家站起來
[00:07:51.280 --> 00:07:53.280]  一起唱首詩
[00:07:53.280 --> 00:07:55.280]  然後說誰願意相信神的
[00:07:55.280 --> 00:07:57.280]  走出來
[00:07:57.280 --> 00:07:58.280]  就是說呢
[00:07:58.280 --> 00:07:59.280]  你在永恆裡面
[00:07:59.280 --> 00:08:00.280]  踏上第一步
[00:08:00.280 --> 00:08:01.280]  你在永恆裡面
[00:08:01.280 --> 00:08:02.280]  和神有一個新的關係
[00:08:02.280 --> 00:08:03.280]  你走出來
[00:08:03.280 --> 00:08:04.280]  然後我就說
[00:08:04.280 --> 00:08:05.280]  不是啊
[00:08:05.280 --> 00:08:06.280]  你好像很醜
[00:08:06.280 --> 00:08:07.280]  是不是覺得
[00:08:07.280 --> 00:08:08.280]  不醜
[00:08:08.280 --> 00:08:09.280]  我就問基督徒
[00:08:09.280 --> 00:08:10.280]  基督徒
[00:08:10.280 --> 00:08:11.280]  信耶穌是不是醜的事
[00:08:11.280 --> 00:08:12.280]  但基督徒說不是
[00:08:12.280 --> 00:08:13.280]  好
[00:08:13.280 --> 00:08:14.280]  我們拍掌
[00:08:14.280 --> 00:08:15.280]  你走到神的面前
[00:08:15.280 --> 00:08:17.280]  是一件最光明的事
[00:08:17.280 --> 00:08:18.280]  那時候呢
[00:08:18.280 --> 00:08:19.280]  我發覺呢
[00:08:19.280 --> 00:08:20.280]  人們很快就出來
[00:08:20.280 --> 00:08:22.280]  突然很多男性呢
[00:08:22.280 --> 00:08:23.280]  好
[00:08:23.280 --> 00:08:24.280]  這是我的決定
[00:08:24.280 --> 00:08:25.280]  然後我發覺呢
[00:08:25.280 --> 00:08:26.280]  低頭
[00:08:26.280 --> 00:08:27.280]  很壞的
[00:08:27.280 --> 00:08:28.280]  低頭這樣舉手
[00:08:28.280 --> 00:08:30.280]  就是
[00:08:30.280 --> 00:08:32.280]  原來在他的心態上面
[00:08:32.280 --> 00:08:33.280]  就是
[00:08:33.280 --> 00:08:34.280]  是很低威的
[00:08:34.280 --> 00:08:35.280]  男人很有趣的
[00:08:35.280 --> 00:08:36.280]  我高頭
[00:08:36.280 --> 00:08:37.280]  直接走出來
[00:08:37.280 --> 00:08:39.280]  我說你投資永恆
[00:08:39.280 --> 00:08:40.280]  你就走出來
[00:08:40.280 --> 00:08:41.280]  這樣
[00:08:41.280 --> 00:08:42.280]  哇
[00:08:42.280 --> 00:08:43.280]  他走出來覺得很威風
[00:08:43.280 --> 00:08:44.280]  走出來
[00:08:44.280 --> 00:08:45.280]  拍手
[00:08:45.280 --> 00:08:46.280]  他看著我
[00:08:46.280 --> 00:08:47.280]  就這樣走出來
[00:08:47.280 --> 00:08:48.280]  我覺得
[00:08:48.280 --> 00:08:49.280]  你不是走出來給我看
[00:08:49.280 --> 00:08:50.280]  當然了
[00:08:50.280 --> 00:08:51.280]  我走出來在神的面前
[00:08:51.280 --> 00:08:52.280]  我發覺呢
[00:08:52.280 --> 00:08:53.280]  有時
[00:08:53.280 --> 00:08:54.280]  你發覺呢
[00:08:54.280 --> 00:08:55.280]  人需要有挑戰的
[00:08:55.280 --> 00:08:56.280]  不是說跟大隊的
[00:08:56.280 --> 00:08:57.280]  這個呢
[00:08:57.280 --> 00:08:58.280]  我們傳播的方式
[00:08:58.280 --> 00:08:59.280]  是
[00:08:59.280 --> 00:09:00.280]  是有些
[00:09:00.280 --> 00:09:01.280]  就是要斟酌的
[00:09:01.280 --> 00:09:02.280]  第三個特色呢
[00:09:02.280 --> 00:09:03.280]  剛才我說的
[00:09:03.280 --> 00:09:04.280]  男人呢
[00:09:04.280 --> 00:09:06.280]  是在他現形象上面呢
[00:09:06.280 --> 00:09:07.280]  是喜歡呢
[00:09:07.280 --> 00:09:09.280]  是被人覺得他是一個強人
[00:09:09.280 --> 00:09:10.280]  他不可以呢
[00:09:10.280 --> 00:09:11.280]  就是
[00:09:11.280 --> 00:09:12.280]  剛才我說的
[00:09:12.280 --> 00:09:13.280]  為什麼男人有病
[00:09:13.280 --> 00:09:14.280]  當然不可以去看醫生
[00:09:14.280 --> 00:09:16.280]  其實一個原因就是
[00:09:16.280 --> 00:09:17.280]  他不想有一個形象
[00:09:17.280 --> 00:09:18.280]  覺得自己是弱者
[00:09:18.280 --> 00:09:20.280]  女人有病
[00:09:20.280 --> 00:09:21.280]  看醫生沒什麼所謂的
[00:09:21.280 --> 00:09:22.280]  檢查一下身體也好
[00:09:22.280 --> 00:09:23.280]  男人當然說沒事的
[00:09:23.280 --> 00:09:24.280]  沒事的意思就是
[00:09:24.280 --> 00:09:26.280]  他很怕去見到醫生的時候呢
[00:09:26.280 --> 00:09:27.280]  尤其是去到醫院呢
[00:09:27.280 --> 00:09:28.280]  一換了一件袍呢
[00:09:28.280 --> 00:09:31.280]  整個就好像沒有尊嚴
[00:09:31.280 --> 00:09:32.280]  不是強者的
[00:09:32.280 --> 00:09:33.280]  被人扔在床上
[00:09:33.280 --> 00:09:34.280]  就好像豬肉一樣
[00:09:34.280 --> 00:09:35.280]  所以就很
[00:09:35.280 --> 00:09:36.280]  就很慘啊
[00:09:36.280 --> 00:09:37.280]  就是覺得那個感覺
[00:09:37.280 --> 00:09:38.280]  男人呢
[00:09:38.280 --> 00:09:39.280]  就要做一個強者
[00:09:39.280 --> 00:09:40.280]  不是去
[00:09:40.280 --> 00:09:41.280]  不想去求人
[00:09:41.280 --> 00:09:42.280]  這個就是
[00:09:42.280 --> 00:09:43.280]  可能如果你唯一呢
[00:09:43.280 --> 00:09:44.280]  我們說呢
[00:09:44.280 --> 00:09:45.280]  令男人比較難相信耶穌
[00:09:45.280 --> 00:09:46.280]  就是在這裡了
[00:09:46.280 --> 00:09:48.280]  因為他要在神面前去屈服
[00:09:48.280 --> 00:09:49.280]  這個不是一個容易的事
[00:09:49.280 --> 00:09:51.280]  不過我又覺得呢
[00:09:51.280 --> 00:09:53.280]  不是說不可能的
[00:09:53.280 --> 00:09:55.280]  只要讓他知道
[00:09:55.280 --> 00:09:57.280]  在神面前
[00:09:57.280 --> 00:09:59.280]  肯承認自己需要神
[00:09:59.280 --> 00:10:01.280]  並不是弱者的表現
[00:10:01.280 --> 00:10:03.280]  但這件事我自己夠膽說
[00:10:03.280 --> 00:10:04.280]  因為在過去這幾年裡
[00:10:04.280 --> 00:10:06.280]  我自己在加拿大呢
[00:10:06.280 --> 00:10:09.280]  我自己都參與很多社區的活動
[00:10:09.280 --> 00:10:10.280]  推動很多東西
[00:10:10.280 --> 00:10:11.280]  很多人認識我呢
[00:10:11.280 --> 00:10:14.280]  在電視或者是電台呢
[00:10:14.280 --> 00:10:15.280]  我都推動譬如說
[00:10:15.280 --> 00:10:16.280]  抗日啊
[00:10:16.280 --> 00:10:17.280]  釣魚台的東西啊
[00:10:17.280 --> 00:10:18.280]  搞一些社區的
[00:10:18.280 --> 00:10:19.280]  推動的東西
[00:10:19.280 --> 00:10:20.280]  就是他們感覺到
[00:10:20.280 --> 00:10:21.280]  這是一個
[00:10:21.280 --> 00:10:23.280]  是有膽識的男人
[00:10:23.280 --> 00:10:24.280]  好了
[00:10:24.280 --> 00:10:26.280]  然後我講報道會的時候呢
[00:10:26.280 --> 00:10:28.280]  來了很多男人來聽我
[00:10:28.280 --> 00:10:29.280]  然後呢
[00:10:29.280 --> 00:10:30.280]  我在報道會裡面
[00:10:30.280 --> 00:10:31.280]  我很坦白說
[00:10:31.280 --> 00:10:33.280]  我自己內心都有恐懼的
[00:10:33.280 --> 00:10:34.280]  我時常都說
[00:10:34.280 --> 00:10:36.280]  我自己就是一個呢
[00:10:36.280 --> 00:10:38.280]  樣樣東西不要出錯的人
[00:10:38.280 --> 00:10:40.280]  因為我自己是一個完美主義者
[00:10:40.280 --> 00:10:41.280]  我樣樣東西都要有把握的
[00:10:41.280 --> 00:10:42.280]  我讀書一樣東西都要有把握
[00:10:42.280 --> 00:10:43.280]  但是
[00:10:43.280 --> 00:10:44.280]  有把握又如何呢
[00:10:44.280 --> 00:10:46.280]  最後我太太就是一樣
[00:10:46.280 --> 00:10:48.280]  癌症離開世界
[00:10:48.280 --> 00:10:49.280]  我女兒病了
[00:10:49.280 --> 00:10:50.280]  病到一個地步
[00:10:50.280 --> 00:10:51.280]  你根本沒有可能
[00:10:51.280 --> 00:10:52.280]  叫她好起來的時候
[00:10:52.280 --> 00:10:54.280]  你要承認人生是有不可預料
[00:10:54.280 --> 00:10:55.280]  不可以控制的地方
[00:10:55.280 --> 00:10:56.280]  我承認
[00:10:56.280 --> 00:10:57.280]  我告訴她
[00:10:57.280 --> 00:10:58.280]  我不是弱者
[00:10:58.280 --> 00:10:59.280]  但是
[00:10:59.280 --> 00:11:02.280]  我承認我強人的背後
[00:11:02.280 --> 00:11:03.280]  有個內心
[00:11:03.280 --> 00:11:04.280]  真的有恐懼的
[00:11:04.280 --> 00:11:05.280]  她是共鳴的
[00:11:05.280 --> 00:11:06.280]  我發覺
[00:11:06.280 --> 00:11:07.280]  很多男士是共鳴的
[00:11:07.280 --> 00:11:08.280]  尤其是很多呢
[00:11:08.280 --> 00:11:10.280]  是專業的
[00:11:10.280 --> 00:11:12.280]  中年的
[00:11:12.280 --> 00:11:14.280]  她見到一個例子
[00:11:14.280 --> 00:11:15.280]  這個人
[00:11:15.280 --> 00:11:16.280]  是呀,他有些作為的
[00:11:16.280 --> 00:11:17.280]  他做事很大膽的
[00:11:17.280 --> 00:11:19.280]  但是他現在肯承認自己內心那個
[00:11:19.280 --> 00:11:22.280]  那個這樣的需要神的時候
[00:11:22.280 --> 00:11:23.280]  他有一種共鳴感
[00:11:23.280 --> 00:11:24.280]  於是他就覺得
[00:11:24.280 --> 00:11:25.280]  走出來舉手
[00:11:25.280 --> 00:11:27.280]  或者是決志信耶穌
[00:11:27.280 --> 00:11:29.280]  本身不是一個弱者的表現
[00:11:29.280 --> 00:11:31.280]  我覺得需要多一些
[00:11:31.280 --> 00:11:32.280]  這些的弟兄呢
[00:11:32.280 --> 00:11:35.280]  在被他周圍的男士見到
[00:11:35.280 --> 00:11:36.280]  他是有成就
[00:11:36.280 --> 00:11:38.280]  他是有勇氣
[00:11:38.280 --> 00:11:39.280]  但是呢
[00:11:39.280 --> 00:11:40.280]  他是很坦誠說他內心
[00:11:40.280 --> 00:11:41.280]  他也有脆弱的地方
[00:11:41.280 --> 00:11:43.280]  有這樣的例子
[00:11:43.280 --> 00:11:44.280]  我覺得呢
[00:11:44.280 --> 00:11:46.280]  他能夠承認自己需要神
[00:11:46.280 --> 00:11:47.280]  這個呢
[00:11:47.280 --> 00:11:48.280]  並不是一件難事
[00:11:48.280 --> 00:11:49.280]  最後呢
[00:11:49.280 --> 00:11:50.280]  男人呢
[00:11:50.280 --> 00:11:52.280]  多數比較獨立的
[00:11:52.280 --> 00:11:53.280]  因為剛才說過
[00:11:53.280 --> 00:11:55.280]  男人是希望有一個空間
[00:11:55.280 --> 00:11:57.280]  就是距離裡面
[00:11:57.280 --> 00:11:58.280]  他喜歡比較
[00:11:58.280 --> 00:11:59.280]  最後自己決定
[00:11:59.280 --> 00:12:01.280]  有獨立性在這裡
[00:12:01.280 --> 00:12:03.280]  男人不想被人推
[00:12:03.280 --> 00:12:05.280]  這件事就可斟酌了
[00:12:05.280 --> 00:12:06.280]  就是很多時候呢
[00:12:06.280 --> 00:12:07.280]  男人呢
[00:12:07.280 --> 00:12:10.280]  就很怕老婆逼他信耶穌
[00:12:10.280 --> 00:12:12.280]  老婆經常逼他
[00:12:12.280 --> 00:12:13.280]  其實不用逼他信耶穌
[00:12:13.280 --> 00:12:14.280]  我經常說
[00:12:14.280 --> 00:12:15.280]  老婆逼他倒垃圾
[00:12:15.280 --> 00:12:16.280]  他也不肯倒
[00:12:16.280 --> 00:12:17.280]  你不要說信耶穌
