
[00:00:00.000 --> 00:00:12.580]  今天早上,因為時間有限,我只能夠講一邊,下一個主題繼續講。
[00:05:51.280 --> 00:05:58.280]  而家就是其中的綠洲,
[00:05:58.280 --> 00:06:02.280]  一個人回到家裡,
[00:06:02.280 --> 00:06:05.280]  進到愛裡面,
[00:06:05.280 --> 00:06:07.280]  受尊重,
[00:06:07.280 --> 00:06:12.280]  他的心靈有平安,
[00:06:12.280 --> 00:06:16.280]  讓他得到回復力量,
[00:06:16.280 --> 00:06:27.280]  能夠重新面對世界上各種的惡的情形,
[00:06:27.280 --> 00:06:30.280]  有人在外面受了委屈,
[00:06:30.280 --> 00:06:32.280]  受了打擊,
[00:06:32.280 --> 00:06:34.280]  受了傾訴,
[00:06:34.280 --> 00:06:36.280]  受了排除,
[00:06:36.280 --> 00:06:39.280]  回到家裡,
[00:06:39.280 --> 00:06:44.280]  享受父母對子女的愛,
[00:06:44.280 --> 00:06:47.280]  子女對父母的愛,
[00:06:47.280 --> 00:06:51.280]  弟兄姐妹之間的愛,
[00:06:51.280 --> 00:06:56.280]  讓他的精神能夠復蘇過來,
[00:06:56.280 --> 00:07:00.280]  屬靈的家更是如此,
[00:07:00.280 --> 00:07:02.280]  一個屬主的人,
[00:07:02.280 --> 00:07:04.280]  在這個世界裡面,
[00:07:04.280 --> 00:07:07.280]  看見許多的罪惡,
[00:07:07.280 --> 00:07:10.280]  受到不少的壓力,
[00:07:10.280 --> 00:07:13.280]  看見很多的痛苦,
[00:07:13.280 --> 00:07:18.280]  使他的心靈受壓制,
[00:07:18.280 --> 00:07:24.280]  但是回到屬靈的家裡來的時候,
[00:07:24.280 --> 00:07:27.280]  享受基督的愛,
[00:07:27.280 --> 00:07:30.280]  在天父的面光裡,
[00:07:30.280 --> 00:07:33.280]  有聖經的真道,
[00:07:33.280 --> 00:07:37.280]  讓心靈得到滋潤,
[00:07:37.280 --> 00:07:39.280]  得到安慰,
[00:07:39.280 --> 00:07:43.280]  重新有力量,
[00:07:43.280 --> 00:07:48.280]  面對社會裡面的一切,
[00:07:48.280 --> 00:07:55.280]  所以家是天父給我們的大恩典,
[00:07:55.280 --> 00:08:05.280]  因此也成為撒旦攻擊破壞的對象,
[00:08:05.280 --> 00:08:10.280]  魔鬼要破壞人的家庭,
[00:08:10.280 --> 00:08:15.280]  在這個時代的潮流裡面,
[00:08:15.280 --> 00:08:24.280]  魔鬼用各樣的思想理論要破壞家庭,
[00:08:24.280 --> 00:08:30.280]  當夫婦兩個人離婚的時候,
[00:08:30.280 --> 00:08:36.280]  整個家庭陷入痛苦裡面,
[00:08:36.280 --> 00:08:45.280]  撒旦正在用各樣的方法來改變人對婚姻的觀念,
[00:08:45.280 --> 00:08:48.280]  結果就是破壞,
[00:08:48.280 --> 00:08:53.280]  如果人失去了家庭的溫暖,
[00:08:53.280 --> 00:08:58.280]  人格的建立就很困難,
[00:08:58.280 --> 00:09:08.280]  撒旦也用盡力量要破壞我們俗靈的家,
[00:09:08.280 --> 00:09:12.280]  他用的方法之一,
[00:09:12.280 --> 00:09:16.280]  就是讓基督徒失去了俗靈的家庭,
[00:09:16.280 --> 00:09:21.280]  他用的方法之一,
[00:09:21.280 --> 00:09:31.280]  就是讓基督徒失去了俗靈的家庭,
[00:09:31.280 --> 00:09:34.280]  你看,神要建立的,
[00:09:34.280 --> 00:09:40.280]  正是撒旦要破壞的,
[00:09:40.280 --> 00:09:49.280]  我們在教會要真正了解父神的心意,
[00:09:49.280 --> 00:09:55.280]  然後按照這個心意去追求,
[00:09:55.280 --> 00:09:57.280]  弟兄姊妹,
[00:09:57.280 --> 00:10:01.280]  這是教會正確的路線,
[00:10:01.280 --> 00:10:06.280]  這應該是本堂新的追求的路線,
[00:10:06.280 --> 00:10:10.280]  這應該是本堂新的追求的路線,
[00:10:10.280 --> 00:10:16.280]  世上有很多的家不像家,
[00:10:16.280 --> 00:10:18.280]  也有不少的教會,
[00:10:18.280 --> 00:10:21.280]  不像神的家,
[00:10:21.280 --> 00:10:23.280]  也有不少的教會,
[00:10:23.280 --> 00:10:26.280]  不像神的家,
[00:10:26.280 --> 00:10:28.280]  我們要問,
[00:10:28.280 --> 00:10:34.280]  本堂像不像神的家?
[00:10:34.280 --> 00:10:36.280]  要此要此,
[00:10:36.280 --> 00:10:39.280]  真是這樣,
[00:10:39.280 --> 00:10:42.280]  有一部分,
[00:10:42.280 --> 00:10:46.280]  我們看見家的味道,
[00:10:46.280 --> 00:10:48.280]  看見家的溫暖,
[00:10:48.280 --> 00:10:51.280]  看見家的作用,
[00:10:51.280 --> 00:10:55.280]  但是還有很多弟兄姊妹,
[00:10:55.280 --> 00:11:01.280]  從來沒有參與肢體的生活,
[00:11:01.280 --> 00:11:10.280]  從來對團體的作用沒有領受,
[00:11:10.280 --> 00:11:15.280]  單單參加主日禮拜,
[00:11:15.280 --> 00:11:21.280]  這是不符合神的心意,
[00:11:21.280 --> 00:11:25.280]  讓我們面對這個事實,
[00:11:25.280 --> 00:11:27.280]  是就說是,
[00:11:27.280 --> 00:11:29.280]  不是就說不是,
[00:11:29.280 --> 00:11:34.280]  神的話是標準,
[00:11:34.280 --> 00:11:41.280]  我們用這個標準的鏡子來看自己,
[00:11:41.280 --> 00:11:47.280]  讓我們每個人自己下一個結論,
[00:11:47.280 --> 00:11:49.280]  我們對自己說,
[00:11:49.280 --> 00:11:58.280]  我目前的情況是不是符合神的心意呢?
[00:11:58.280 --> 00:11:59.280]  神的心意呢?
[00:11:59.280 --> 00:12:01.280]  今天晚上,
[00:12:01.280 --> 00:12:07.280]  有一個從中國大陸出來的人,
[00:12:07.280 --> 00:12:10.280]  半年前出來,
[00:12:10.280 --> 00:12:13.280]  他來和我談話,
[00:12:13.280 --> 00:12:15.280]  他這樣說,
[00:12:15.280 --> 00:12:20.280]  他說我到香港來,
[00:12:20.280 --> 00:12:21.280]  半年,
[00:12:21.280 --> 00:12:23.280]  我發現,
[00:12:23.280 --> 00:12:30.280]  香港的社會是一個功利主義的社會,
[00:12:30.280 --> 00:12:35.280]  是一個拜金主義的社會,
[00:12:35.280 --> 00:12:40.280]  是一個更加充滿罪惡的社會,
[00:12:40.280 --> 00:12:43.280]  他說我一個星期只有兩個時間,
[00:12:43.280 --> 00:12:45.280]  心裡有快樂,平安,
[00:12:45.280 --> 00:12:47.280]  他說我一個星期的時間,
[00:12:47.280 --> 00:12:49.280]  只有兩個時間,
[00:12:49.280 --> 00:12:51.280]  有心裡平安快樂,
[00:12:51.280 --> 00:12:52.280]  第一,
[00:12:52.280 --> 00:12:54.280]  星期六晚上,
[00:12:54.280 --> 00:12:58.280]  參加團契的時間,
[00:12:58.280 --> 00:12:59.280]  第二,
[00:12:59.280 --> 00:13:03.280]  週日的時間,
[00:13:03.280 --> 00:13:11.280]  這是他把心裡的感受講出來,
[00:13:11.280 --> 00:13:15.280]  我們在這個世界上,
[00:13:15.280 --> 00:13:23.280]  需要主內團契力量的支持,
[00:13:23.280 --> 00:13:27.280]  我們領受聖餐,
[00:13:27.280 --> 00:13:31.280]  是我們與主之間的團契,
[00:13:31.280 --> 00:13:37.280]  然後在這個團契的基礎上,
[00:13:37.280 --> 00:13:39.280]  我們享受彼此的,
[00:13:39.280 --> 00:13:42.280]  就是主內弟兄姊妹之間的團契,
[00:13:42.280 --> 00:13:52.280]  這兩種的團契給我們力量,
[00:13:52.280 --> 00:13:55.280]  讓我們在這個社會裡面,
[00:13:55.280 --> 00:13:59.280]  能夠為主站得住,
[00:13:59.280 --> 00:14:03.280]  能夠靈性得到保守,
[00:14:03.280 --> 00:14:08.280]  能夠繼續跟從基督,
[00:14:08.280 --> 00:14:11.280]  就像一個火爐,
[00:14:11.280 --> 00:14:17.280]  裡面有很多燃燒的炭,
[00:14:17.280 --> 00:14:20.280]  如果我們把其中的一塊炭,
[00:14:20.280 --> 00:14:24.280]  拿出來,
[00:14:24.280 --> 00:14:27.280]  單獨放在一個地方,
[00:14:27.280 --> 00:14:30.280]  不久,它就要熄滅,
[00:14:30.280 --> 00:14:37.280]  如果我們再把它放回爐中的時候,
[00:14:37.280 --> 00:14:40.280]  和其他的火炭在一起,
[00:14:40.280 --> 00:14:44.280]  它就會再燃燒起來,
[00:14:44.280 --> 00:14:50.280]  我們需要同樣的作用,
[00:14:50.280 --> 00:14:56.280]  你我都有這個基本的需要,
[00:14:56.280 --> 00:14:59.280]  全部了解我們的需要,
[00:14:59.280 --> 00:15:01.280]  所以在聖經裡,
[00:15:01.280 --> 00:15:04.280]  清楚的確實的告訴我們,
[00:15:04.280 --> 00:15:16.280]  我們必須投入這個屬靈的團契裡面,
[00:15:16.280 --> 00:15:21.280]  在這次的華福會議裡面,
[00:15:21.280 --> 00:15:29.280]  有幾個很重要的觀念傳開,
[00:15:29.280 --> 00:15:36.280]  第一,教會家庭化,
[00:15:36.280 --> 00:15:41.280]  第二,家庭教會化,
[00:15:41.280 --> 00:15:47.280]  第三,信徒門徒化,
[00:15:47.280 --> 00:15:54.280]  第四,教會學校化,
[00:15:54.280 --> 00:15:59.280]  我再稍微解釋一下,
[00:15:59.280 --> 00:16:03.280]  教會學校化,
[00:16:03.280 --> 00:16:12.280]  我們在學校裡面,要學屬靈的功課,
[00:16:12.280 --> 00:16:19.280]  在教會裡面,每一個人都做基督的學生,
[00:16:19.280 --> 00:16:23.280]  教會家庭化,
[00:16:23.280 --> 00:16:28.280]  讓教會變成上帝的家,
[00:16:28.280 --> 00:16:32.280]  第三,家庭教會化,
[00:16:32.280 --> 00:16:37.280]  把教會帶進每一個人的家裡面,
[00:16:37.280 --> 00:16:46.280]  讓家裡面,教會裡面屬靈的生活,
[00:16:46.280 --> 00:16:50.280]  教會信徒門徒化,
[00:16:50.280 --> 00:16:56.280]  每一個信徒的人都要學做門徒,
[00:16:56.280 --> 00:17:00.280]  這是教會的四化,
[00:17:00.280 --> 00:17:04.280]  今天中國大陸的四化,
[00:17:04.280 --> 00:17:07.280]  他們在努力的推行,
[00:17:07.280 --> 00:17:14.280]  今天教會也要推行四化運動,
[00:17:14.280 --> 00:17:18.280]  這四樣都是很具體的,
[00:17:18.280 --> 00:17:20.280]  很清楚的,
[00:17:20.280 --> 00:17:23.280]  很符合聖經的,
[00:17:23.280 --> 00:17:25.280]  我們懇求主,
[00:17:25.280 --> 00:17:28.280]  把這種觀念,
[00:17:28.280 --> 00:17:38.280]  在全世界各處的華人教會裡面推開,
[00:17:38.280 --> 00:17:42.280]  如果這樣的觀念不變化,
[00:17:42.280 --> 00:17:51.280]  那就是華人教會普遍進步的時期,
[00:17:51.280 --> 00:18:01.280]  這是我們要有團體生活的第一個原因,
[00:18:01.280 --> 00:18:03.280]  因為時間的關係,
[00:18:03.280 --> 00:18:08.280]  我再提一個原因就結束了,
[00:18:08.280 --> 00:18:17.280]  請大家回到約翰一書第五章,
[00:18:17.280 --> 00:18:20.280]  第一節,
[00:18:20.280 --> 00:18:25.280]  約翰一書第五章349頁,
[00:18:25.280 --> 00:18:27.280]  凡信耶穌是基督的,
[00:18:27.280 --> 00:18:30.280]  都是從上帝而生,
[00:18:30.280 --> 00:18:32.280]  凡愛生他之上帝的,
[00:18:32.280 --> 00:18:35.280]  也必愛從上帝生的,
[00:18:35.280 --> 00:18:37.280]  這裡告訴我們,
[00:18:37.280 --> 00:18:51.280]  團體生活是每一個重生的人生命上的需要,
[00:18:51.280 --> 00:18:55.280]  如果一個人真重生了,
[00:18:55.280 --> 00:18:59.280]  他就會像這裡所說的,
[00:18:59.280 --> 00:19:03.280]  是由上帝而生,
[00:19:03.280 --> 00:19:07.280]  他的生命在他裡面,
[00:19:07.280 --> 00:19:08.280]  這個時候,
[00:19:08.280 --> 00:19:10.280]  他有兩個表現,
[00:19:10.280 --> 00:19:11.280]  第一,
[00:19:11.280 --> 00:19:16.280]  他愛生他的上帝,
[00:19:16.280 --> 00:19:17.280]  第二,
[00:19:17.280 --> 00:19:24.280]  他愛上帝所生的眾兒女,
[00:19:24.280 --> 00:19:25.280]  簡單說,
[00:19:25.280 --> 00:19:29.280]  一個有新生命的人,
[00:19:29.280 --> 00:19:31.280]  他愛神,
[00:19:31.280 --> 00:19:34.280]  也愛弟兄姊妹,
[00:19:34.280 --> 00:19:39.280]  他裡面的生命有這個需要,
[00:19:39.280 --> 00:19:44.280]  也有這個必然的表現,
[00:19:44.280 --> 00:19:46.280]  所以弟兄姊妹們,
[00:19:46.280 --> 00:19:50.280]  讓我們打開我們的生命,
[00:19:50.280 --> 00:19:53.280]  有一個生命的交流,
[00:19:53.280 --> 00:19:56.280]  有生命的分享,
[00:19:56.280 --> 00:19:58.280]  這就是團體生活,
[00:19:58.280 --> 00:20:00.280]  在這個時代裏面,
[00:20:00.280 --> 00:20:07.280]  很多人要個人的安靜,
[00:20:07.280 --> 00:20:08.280]  要Privacy,
[00:20:08.280 --> 00:20:11.280]  很多人喜歡個人的安靜,
[00:20:11.280 --> 00:20:14.280]  喜歡有自己的時間,
[00:20:14.280 --> 00:20:17.280]  把自己封閉起來,
[00:20:17.280 --> 00:20:20.280]  所以今天全世界在講Privacy,
[00:20:20.280 --> 00:20:22.280]  但是我們在教會裏面,
[00:20:22.280 --> 00:20:25.280]  要說開放,
[00:20:25.280 --> 00:20:27.280]  開放我們的心靈,
[00:20:27.280 --> 00:20:30.280]  在基督裏面有交流,
[00:20:30.280 --> 00:20:31.280]  有分享,
[00:20:31.280 --> 00:20:33.280]  在教會裏面,
[00:20:33.280 --> 00:20:36.280]  我們要說社會所說的相反,
[00:20:36.280 --> 00:20:38.280]  就是要開放我們自己,
[00:20:38.280 --> 00:20:40.280]  要每一個人開放自己,
[00:20:40.280 --> 00:20:43.280]  讓我們的生命在基督裏面有交流,
[00:20:43.280 --> 00:20:45.280]  我們的屬靈的生命,
[00:20:45.280 --> 00:20:48.280]  是個團契的生命,
[00:20:48.280 --> 00:20:51.280]  是與神的團契,
[00:20:51.280 --> 00:20:54.280]  與弟兄姊妹的團契,
[00:20:54.280 --> 00:20:57.280]  讓我們學習開放,
[00:20:57.280 --> 00:21:00.280]  與低頭其中。
[00:21:00.280 --> 00:21:04.280]  感謝。
[00:21:04.280 --> 00:21:08.280]  恩主,我們感謝你,
[00:21:08.280 --> 00:21:10.280]  你把你的生命給我們,
[00:21:10.280 --> 00:21:12.280]  與我們分享,
[00:21:12.280 --> 00:21:15.280]  你要我們進入你的裏面,
[00:21:15.280 --> 00:21:18.280]  與你合而為一,
[00:21:18.280 --> 00:21:21.280]  你也要我們彼此的合而為一,
[00:21:21.280 --> 00:21:24.280]  彼此的分享,
[00:21:24.280 --> 00:21:26.280]  把我們的生命給別人,
[00:21:26.280 --> 00:21:29.280]  也從別人的生命流收、領受,
[00:21:29.280 --> 00:21:32.280]  這樣我們才會長大。
[00:21:32.280 --> 00:21:34.280]  主啊,我們多少時候,
[00:21:34.280 --> 00:21:36.280]  我們在這方面,
[00:21:36.280 --> 00:21:38.280]  難有虧欠,
[00:21:38.280 --> 00:21:40.280]  我們自己封閉起來,
[00:21:40.280 --> 00:21:44.280]  為自己自我忠心。
[00:21:44.280 --> 00:21:45.280]  主啊,求你,
[00:21:45.280 --> 00:21:49.280]  使我們進入成熟的生命的階段裏面,
[00:21:49.280 --> 00:21:53.280]  讓我們把自己的生命和別人分享,
[00:21:53.280 --> 00:21:55.280]  求求你,
[00:21:55.280 --> 00:21:56.280]  透過你自己的話,
[00:21:56.280 --> 00:21:58.280]  再給我們。
[00:21:58.280 --> 00:22:01.280]  主啊,你讓我們對你的旨意有回應,
[00:22:01.280 --> 00:22:03.280]  不讓我們拒絕,
[00:22:03.280 --> 00:22:08.280]  不讓我們滿足於原來的狀態,
[00:22:08.280 --> 00:22:10.280]  不讓我們停止,
[00:22:10.280 --> 00:22:12.280]  只是走自己的路,
[00:22:12.280 --> 00:22:14.280]  主啊,你的路,
[00:22:14.280 --> 00:22:16.280]  清楚地擺在我們面前,
[00:22:16.280 --> 00:22:19.280]  我們為了過去在團體、
[00:22:19.280 --> 00:22:21.280]  具體生活上的虧欠,
[00:22:21.280 --> 00:22:23.280]  認罪。
[00:22:23.280 --> 00:22:25.280]  我們為了全面的道路,
[00:22:25.280 --> 00:22:26.280]  求你,
[00:22:26.280 --> 00:22:29.280]  讓我們與我們同在,
[00:22:29.280 --> 00:22:33.280]  將你的愛澆灌充滿在這個教會裏面,
[00:22:33.280 --> 00:22:37.280]  在我們每一個人的心中。
[00:22:37.280 --> 00:22:40.280]  我們這樣的祈求,感謝,禱告,
[00:22:40.280 --> 00:22:42.280]  奉祖耶穌基督的聖名。
[00:22:42.280 --> 00:22:44.280]  下部影片見

