
[00:00:00.000 --> 00:00:03.000]  面對痛苦 面對死亡
[00:03:54.000 --> 00:03:57.000]  在學業上面
[00:03:57.000 --> 00:04:00.000]  我想自從中學以後
[00:04:00.000 --> 00:04:05.000]  我都是一個相當成功的一個人
[00:04:05.000 --> 00:04:09.000]  我要讀的書我可以讀到
[00:04:09.000 --> 00:04:13.000]  我要考的學校沒試過考不到
[00:04:13.000 --> 00:04:18.000]  我要讀的科目我很快就可以讀上手
[00:04:18.000 --> 00:04:22.000]  尤其是在70年代
[00:04:22.000 --> 00:04:25.000]  由大學專到大專畢業
[00:04:25.000 --> 00:04:30.000]  直到去英國讀完博士學位這個期間
[00:04:31.000 --> 00:04:34.000]  我可以說在學業上面
[00:04:34.000 --> 00:04:38.000]  沒有遇到任何的挫折
[00:04:38.000 --> 00:04:44.000]  甚至在感情上面
[00:04:44.000 --> 00:04:47.000]  我都是遭遇很少挫折的
[00:04:47.000 --> 00:04:50.000]  我不單止一個好的家庭
[00:04:50.000 --> 00:04:52.000]  我有和洽的父母
[00:04:52.000 --> 00:04:56.000]  甚至我的戀愛的經驗
[00:04:56.000 --> 00:04:58.000]  都是沒有什麼挫折的
[00:04:59.000 --> 00:05:03.000]  我一生人只戀愛過一次
[00:05:03.000 --> 00:05:05.000]  而那一次就成功了
[00:05:05.000 --> 00:05:10.000]  所以我連失戀都沒有嘗試過
[00:05:10.000 --> 00:05:14.000]  一直有12年的婚姻
[00:05:14.000 --> 00:05:16.000]  直到我太太離開世界
[00:05:16.000 --> 00:05:23.000]  說這些的平順和成功
[00:05:23.000 --> 00:05:26.000]  不是我在想誇耀什麼
[00:05:26.000 --> 00:05:29.000]  我只不過想指出一件事
[00:05:29.000 --> 00:05:36.000]  我絕對在我的過去人生的歷程當中
[00:05:36.000 --> 00:05:41.000]  不是那些慣於受痛苦
[00:05:41.000 --> 00:05:45.000]  對苦難訓練有素的人
[00:05:45.000 --> 00:05:47.000]  是的
[00:05:47.000 --> 00:05:52.000]  有些人他從小就已經有很多苦難圍住他
[00:05:53.000 --> 00:05:57.000]  所以他練成一個有深度
[00:05:57.000 --> 00:06:00.000]  或者有忍耐的人生
[00:06:00.000 --> 00:06:03.000]  當他面對更大挫折的時候
[00:06:03.000 --> 00:06:10.000]  他可以說這個根本是出於我自己的背景和力量去面對
[00:06:10.000 --> 00:06:14.000]  但我相信對於我來說
[00:06:14.000 --> 00:06:16.000]  我絕對不是這一類的人
[00:06:16.000 --> 00:06:20.000]  我可以說是我從來沒有訓練過
[00:06:20.000 --> 00:06:23.000]  沒有預備過去接受痛苦的人
[00:06:23.000 --> 00:06:28.000]  然而在1984年到今天
[00:06:28.000 --> 00:06:30.000]  這三年多的時刻當中
[00:06:30.000 --> 00:06:36.000]  我的人生經歷了很多出人意外的打擊
[00:06:36.000 --> 00:06:39.000]  而且那些打擊是相繼而來的
[00:06:39.000 --> 00:06:41.000]  是強烈的
[00:06:41.000 --> 00:06:46.000]  是沒有辦法防備的
[00:06:46.000 --> 00:06:49.000]  經過這一連串的打擊
[00:06:50.000 --> 00:06:53.000]  今天我仍然能夠支持得住
[00:06:53.000 --> 00:06:58.000]  仍然能夠和你談一下
[00:06:58.000 --> 00:07:03.000]  我過去這幾年一些的掙扎和感受
[00:07:03.000 --> 00:07:10.000]  我就很深信不是來自自己的實力或者經驗
[00:07:10.000 --> 00:07:13.000]  我只能夠相信
[00:07:13.000 --> 00:07:18.000]  這是來自神自己能力和恩典的支撐
[00:07:19.000 --> 00:07:23.000]  所以我自己很覺得
[00:07:23.000 --> 00:07:28.000]  如果以我這樣的背景
[00:07:28.000 --> 00:07:32.000]  都可以面對痛苦
[00:07:32.000 --> 00:07:34.000]  面對死亡的話
[00:07:34.000 --> 00:07:38.000]  我相信你一定可以
[00:07:38.000 --> 00:07:42.000]  有神的幫助和同在
[00:07:42.000 --> 00:07:46.000]  我相信你是可以
[00:07:46.000 --> 00:07:51.000]  像我一樣一起走這條不容易走的路
[00:07:51.000 --> 00:07:54.000]  或者在這個時間
[00:07:54.000 --> 00:07:58.000]  我也說一下1984年之後
[00:07:58.000 --> 00:08:00.000]  發生過什麼事
[00:08:00.000 --> 00:08:07.000]  1984年在我英國讀完博士學位
[00:08:07.000 --> 00:08:09.000]  帶著一家人
[00:08:09.000 --> 00:08:13.000]  帶著一個美麗的理想
[00:08:13.000 --> 00:08:19.000]  回到香港準備投入我的事業
[00:08:19.000 --> 00:08:22.000]  投入侍奉的行列
[00:08:22.000 --> 00:08:28.000]  但當我們搭足機場
[00:08:28.000 --> 00:08:32.000]  回到香港沒多久之後
[00:08:32.000 --> 00:08:35.000]  我們就發覺我們的小女兒
[00:08:35.000 --> 00:08:40.000]  曉華很不能夠適應香港的生活
[00:08:41.000 --> 00:08:43.000]  起初我們以為
[00:08:43.000 --> 00:08:47.000]  她只不過是一時之間的困難
[00:08:47.000 --> 00:08:53.000]  但慢慢我們發覺問題不是這麼簡單
[00:08:53.000 --> 00:08:58.000]  她從一間幼稚園被趕出校
[00:08:58.000 --> 00:09:02.000]  進入另一間幼稚園又被趕出校
[00:09:02.000 --> 00:09:05.000]  我們就知道
[00:09:05.000 --> 00:09:08.000]  這不是一個普通的小朋友
[00:09:08.000 --> 00:09:11.000]  所應該表現的問題
[00:09:11.000 --> 00:09:19.000]  到了我們回來香港兩個月之後
[00:09:19.000 --> 00:09:25.000]  她突然有一晚無緣無故的抽筋進醫院
[00:09:25.000 --> 00:09:30.000]  然後醫生就告訴我們
[00:09:30.000 --> 00:09:35.000]  她是一個腦部已經受損害的小朋友
[00:09:35.000 --> 00:09:39.000]  她一生都不能夠正常的
[00:09:39.000 --> 00:09:42.000]  好像其他人一起生活
[00:09:42.000 --> 00:09:49.000]  我還很記得當我們聽到這個消息的時候
[00:09:49.000 --> 00:09:53.000]  我們很難接受這個是事實
[00:09:53.000 --> 00:09:56.000]  我們以為醫生做錯
[00:09:56.000 --> 00:10:00.000]  我們以為醫生是判斷錯誤
[00:10:00.000 --> 00:10:03.000]  於是我們再找另外一些醫生
[00:10:03.000 --> 00:10:05.000]  我們跑遍全香港
[00:10:05.000 --> 00:10:11.000]  我們相信可以給我們有正確答案的專家
[00:10:11.000 --> 00:10:15.000]  但我們得到的答案都是一樣
[00:10:15.000 --> 00:10:23.000]  我還很記得有一位醫生跟我們說的時候
[00:10:23.000 --> 00:10:26.000]  他說你要預備一個心情
[00:10:26.000 --> 00:10:30.000]  這個小朋友的問題是一生的問題
[00:10:30.000 --> 00:10:32.000]  不是幾年的問題
[00:10:32.000 --> 00:10:35.000]  他現在讀不到正常的幼稚園
[00:10:35.000 --> 00:10:38.000]  他就不能夠讀正常的小學
[00:10:38.000 --> 00:10:40.000]  不能夠讀正常的小學
[00:10:40.000 --> 00:10:43.000]  他就不能夠讀正常的中學
[00:10:43.000 --> 00:10:46.000]  可能將來他會較為有進步
[00:10:46.000 --> 00:10:49.000]  但他整個教育制度當中
[00:10:49.000 --> 00:10:51.000]  他已經不屬於他
[00:10:51.000 --> 00:10:56.000]  他要以後都過一個跟普通人不同的生活
[00:10:56.000 --> 00:10:59.000]  你的家庭都要負擔
[00:10:59.000 --> 00:11:03.000]  一個跟普通人不同的壓力
[00:11:03.000 --> 00:11:09.000]  於是我們在回香港的第一年當中
[00:11:09.000 --> 00:11:11.000]  就學習去接受
[00:11:11.000 --> 00:11:19.000]  忍受這個一生要加在我們生命當中的陰影
[00:11:19.000 --> 00:11:23.000]  經過一年的時刻
[00:11:23.000 --> 00:11:27.000]  我們到處奔波幫他找學校
[00:11:28.000 --> 00:11:35.000]  到後來有些特殊的學校肯接受他做學生
[00:11:35.000 --> 00:11:40.000]  我們覺得生活經過一年的擾攘
[00:11:40.000 --> 00:11:43.000]  始終都開始走上軌道
[00:11:43.000 --> 00:11:51.000]  但是當我們剛剛以為走上軌道的時候
[00:11:51.000 --> 00:11:59.000]  我們的女兒又再次無緣無故的抽筋、昏迷
[00:11:59.000 --> 00:12:05.000]  這次我們有準備,我們有經驗
[00:12:05.000 --> 00:12:09.000]  我們處理得比上一次好
[00:12:09.000 --> 00:12:16.000]  於是我們的女兒很快就重新回到家裡繼續生活
[00:12:16.000 --> 00:12:19.000]  其實在這個時刻當中
[00:12:19.000 --> 00:12:24.000]  她最需要的是父母對她的照顧和愛
[00:12:24.000 --> 00:12:28.000]  正是這個時間
[00:12:28.000 --> 00:12:33.000]  另一件事就發生在我們家庭的身上
[00:12:33.000 --> 00:12:41.000]  當這個女兒最需要她母親的照顧和愛護的時候
[00:12:41.000 --> 00:12:47.000]  我太太雅玲發現患上癌症
[00:12:47.000 --> 00:12:49.000]  她的眼睛
[00:12:49.000 --> 00:12:54.000]  她看上癌症之後第一件事要做的
[00:12:54.000 --> 00:13:00.000]  就是立即進行一個很大型的手術
[00:13:00.000 --> 00:13:06.000]  這個手術經歷了五個小時的時候
[00:13:06.000 --> 00:13:10.000]  手術之後當然是痛苦
[00:13:10.000 --> 00:13:14.000]  痛苦不單止包括傷口的痛苦
[00:13:15.000 --> 00:13:19.000]  還要接受電療的痛苦
[00:13:19.000 --> 00:13:27.000]  電療是不容易忍受的一種治療過程
[00:13:27.000 --> 00:13:35.000]  我們咬緊牙根,預備自己心情去接受這個挑戰
[00:13:35.000 --> 00:13:38.000]  但正是剛剛約好時間
[00:13:38.000 --> 00:13:42.000]  預備好心情去接受電療之前的兩天
[00:13:43.000 --> 00:13:51.000]  突然間醫生發現我太太又患上急性肝炎
[00:13:51.000 --> 00:13:55.000]  於是這個電療就要臨時取消
[00:13:55.000 --> 00:13:59.000]  再度入院住了三個多星期
[00:13:59.000 --> 00:14:03.000]  這一連串的打擊
[00:14:03.000 --> 00:14:09.000]  令我們好像完全失去了我們的勇氣和方向
[00:14:11.000 --> 00:14:14.000]  整個家庭的責任就落在我身上
[00:14:14.000 --> 00:14:21.000]  那時候也是我要教的學校開學的時間
[00:14:21.000 --> 00:14:25.000]  兩個女兒要開學,要有人照顧
[00:14:25.000 --> 00:14:30.000]  我也要預備課程去教書
[00:14:30.000 --> 00:14:35.000]  精神、心理、身體上的壓力
[00:14:35.000 --> 00:14:38.000]  將我壓到無法呼吸
[00:14:39.000 --> 00:14:45.000]  在那個時刻,我覺得我最需要的是身體上的健康
[00:14:45.000 --> 00:14:50.000]  但就在這個時間裡,我自己也病倒了
[00:14:50.000 --> 00:14:55.000]  接下來,我兩個女兒也病倒了
[00:14:55.000 --> 00:15:00.000]  在那個月當中,我們一家四口
[00:15:00.000 --> 00:15:04.000]  一個是睡在醫院,三個是睡在家裡
[00:15:06.000 --> 00:15:10.000]  這種感受是沒有人真正能夠體會得明白的
[00:15:10.000 --> 00:15:15.000]  我還記得有一晚,半夜
[00:15:15.000 --> 00:15:19.000]  我小女兒因為病的緣故哭了,哭醒了
[00:15:19.000 --> 00:15:23.000]  她的哭聲吵醒了我的大女兒
[00:15:23.000 --> 00:15:25.000]  我大女兒也在哭
[00:15:25.000 --> 00:15:28.000]  於是我自己一路安慰我的大女兒
[00:15:28.000 --> 00:15:30.000]  一路抱著我的小女兒
[00:15:30.000 --> 00:15:35.000]  我發覺我自己的眼淚也流出來了
[00:15:35.000 --> 00:15:38.000]  我心裡也有很多不一樣的地方
[00:15:38.000 --> 00:15:48.000]  這種際遇,我相信和你不同的際遇
[00:15:48.000 --> 00:15:52.000]  也有些共通能夠分享的地方
[00:15:52.000 --> 00:15:56.000]  好了,這些都過去了
[00:15:56.000 --> 00:16:01.000]  後來,太太身體比較好
[00:16:02.000 --> 00:16:05.000]  又開始回到我們的理想,我們的生活
[00:16:05.000 --> 00:16:11.000]  當我們想開始有喘息的機會的時候
[00:16:11.000 --> 00:16:20.000]  突然間,我父親就患上了老年的癡呆症
[00:16:20.000 --> 00:16:26.000]  老年的癡呆症是一種很痛苦的疾病
[00:16:26.000 --> 00:16:28.000]  他開始失去記憶
[00:16:30.000 --> 00:16:32.000]  開始見到幻象
[00:16:32.000 --> 00:16:36.000]  開始分不清他做夢和現實生活的差別
[00:16:36.000 --> 00:16:42.000]  於是他有時無緣無故的離開了家裡
[00:16:42.000 --> 00:16:44.000]  我們心裡很焦急
[00:16:44.000 --> 00:16:47.000]  因為他不懂得坐車,又不知道去了哪裡
[00:16:47.000 --> 00:16:53.000]  非常危險,甚至大小便都無法控制
[00:16:53.000 --> 00:16:59.000]  這種痛苦給我很深刻的打擊
[00:16:59.000 --> 00:17:03.000]  我覺得我父親好像突然變了另一個人
[00:17:03.000 --> 00:17:08.000]  他不再認識我,我發覺我也不再認識他
[00:17:08.000 --> 00:17:15.000]  於是我們到處奔跑
[00:17:15.000 --> 00:17:24.000]  最後幫他找了一個相當好的老人中心讓他居住
[00:17:26.000 --> 00:17:29.000]  剛剛我父親能夠進入這個老人中心之後
[00:17:29.000 --> 00:17:37.000]  太太就發覺她的頸很痛,她的腰也很痛
[00:17:37.000 --> 00:17:42.000]  經過檢驗之後,醫生說她的癌症再復發
[00:17:42.000 --> 00:17:48.000]  已經進入了骨頭裡,是一個相當後期的現象
[00:17:48.000 --> 00:17:52.000]  這些一波未平,一波又起
[00:17:54.000 --> 00:18:00.000]  是太太重新進入治療受苦的過程中
[00:18:00.000 --> 00:18:08.000]  於是我又重新擔起整個家庭對上一代
[00:18:08.000 --> 00:18:12.000]  對妻子,對兒女的重壓
[00:18:12.000 --> 00:18:17.000]  正是在這個重壓中的時候
[00:18:20.000 --> 00:18:24.000]  前一天的凌晨,突然有電話打來給我
[00:18:24.000 --> 00:18:27.000]  是老人中心打來的
[00:18:27.000 --> 00:18:35.000]  說我父親不知為何突然在樓梯上向後跌倒
[00:18:35.000 --> 00:18:41.000]  跌下來昏迷,送進了急診室裡
[00:18:41.000 --> 00:18:46.000]  當我去到醫院,父親已經昏迷
[00:18:47.000 --> 00:18:54.000]  過了不夠三個小時,幾句話都沒說就離開這個世界
[00:18:54.000 --> 00:19:06.000]  辦理完這個父親的喪事,我太太的病也越來越嚴重
[00:19:06.000 --> 00:19:15.000]  因此在那年的七月開始,我就停了一切的工作
[00:19:16.000 --> 00:19:23.000]  每天十二至十三個小時,在醫院裡看顧我太太
[00:19:23.000 --> 00:19:30.000]  也在家裡用其餘的時間看顧自己兩個女兒
[00:19:30.000 --> 00:19:38.000]  癌症的痛楚,加上治療的痛苦
[00:19:38.000 --> 00:19:41.000]  我相信很多人都已經聽過
[00:19:41.000 --> 00:19:45.000]  我也不需要在這裡強調或重複
[00:19:46.000 --> 00:19:52.000]  不過無論如何,這幾個月是好像惡夢當中的幾個月
[00:19:52.000 --> 00:19:59.000]  最後在十一月的時候的凌晨
[00:19:59.000 --> 00:20:06.000]  我又再次接到另一個電話,也是醫院打來的電話
[00:20:06.000 --> 00:20:10.000]  當我趕到醫院的時候
[00:20:10.000 --> 00:20:15.000]  我太太已經在五分鐘之前離開了世界
[00:20:15.000 --> 00:20:24.000]  這就是我過去生命當中的一些際遇
[00:20:24.000 --> 00:20:32.000]  曾經有不少人都問過我
[00:20:33.000 --> 00:20:40.000]  你在這一切的遭遇當中,你有沒有試過懷疑神呢?
[00:20:40.000 --> 00:20:46.000]  你有沒有試過對神覺得憤憤不平呢?
[00:20:46.000 --> 00:20:50.000]  我的答案就是,當然有了
[00:20:50.000 --> 00:20:54.000]  如果一個人這樣的際遇
[00:20:54.000 --> 00:20:59.000]  都不會發出懷疑和憤怒的話
[00:20:59.000 --> 00:21:01.000]  這個就根本不是人了
[00:21:01.000 --> 00:21:11.000]  所以我還是相信你的問題,你的憤怒,你的困惑
[00:21:11.000 --> 00:21:16.000]  都是我自己所能夠了解的
[00:21:16.000 --> 00:21:19.000]  因為我也曾經和你一樣
[00:21:19.000 --> 00:21:25.000]  發出過一連串的問題,一連串的痛苦的困惑
[00:21:27.000 --> 00:21:32.000]  我也問過,為什麼這些事要臨到我呢?
[00:21:32.000 --> 00:21:37.000]  我也曾經在祈禱裡面
[00:21:37.000 --> 00:21:41.000]  向神質問說,當我受苦的時候
[00:21:41.000 --> 00:21:43.000]  神啊,你在哪裡呢?
[00:21:43.000 --> 00:21:47.000]  我也曾經暗暗的懷疑過
[00:21:47.000 --> 00:21:54.000]  神啊,你是否將我的生命和我的命運來開玩笑呢?
[00:21:56.000 --> 00:21:58.000]  我也曾經對神質問過說
[00:21:58.000 --> 00:22:00.000]  為什麼你一直在沉默
[00:22:00.000 --> 00:22:04.000]  不表現一下你的能力和愛出來呢?
[00:22:04.000 --> 00:22:09.000]  我也曾經近乎絕望的對神說
[00:22:09.000 --> 00:22:13.000]  我這樣受苦,你就可以得到榮耀了嗎?
[00:22:13.000 --> 00:22:16.000]  我不知道這一連串的問題
[00:22:16.000 --> 00:22:18.000]  是不是你也問過
[00:22:18.000 --> 00:22:22.000]  或者現在仍然在問的問題
[00:22:25.000 --> 00:22:27.000]  我就很想在這個時候
[00:22:27.000 --> 00:22:33.000]  分享一下當我問這些問題的時候的掙扎
[00:22:33.000 --> 00:22:36.000]  和我的了解
[00:22:36.000 --> 00:22:42.000]  我相信你和我一樣
[00:22:42.000 --> 00:22:47.000]  在這一連串的痛苦的際遇當中
[00:22:47.000 --> 00:22:53.000]  第一個最自然從心底裡忍不住湧出來的問題
[00:22:54.000 --> 00:22:58.000]  就是為什麼會這樣呢?
[00:22:58.000 --> 00:23:05.000]  或者正如一首曾經流行過的歌曲裡的其中一句歌詞說
[00:23:05.000 --> 00:23:09.000]  為何偏偏選中我呢?
[00:23:09.000 --> 00:23:14.000]  是,為何偏偏選中我呢?
[00:23:14.000 --> 00:23:19.000]  是,我雖然不是絕對的完美
[00:23:21.000 --> 00:23:25.000]  但是始終不算太壞
[00:23:25.000 --> 00:23:34.000]  起碼我不會壞到應該要去承受這麼重的痛苦的刑罰
[00:23:34.000 --> 00:23:41.000]  我想你這樣的想法很對,也很自然
[00:23:41.000 --> 00:23:44.000]  沒理由不會這樣想
[00:23:47.000 --> 00:23:51.000]  不過讓我們慢慢再深入一點想想
[00:23:51.000 --> 00:23:54.000]  當我發出這個問題的時候
[00:23:54.000 --> 00:23:58.000]  究竟我假設了些什麼?
[00:23:58.000 --> 00:24:01.000]  或者究竟你假設了些什麼?
[00:24:01.000 --> 00:24:04.000]  或者我們作為基督徒
[00:24:04.000 --> 00:24:08.000]  我們都有一個觀念
[00:24:08.000 --> 00:24:16.000]  認為人的苦難多少都是來自神的懲罰
[00:24:17.000 --> 00:24:21.000]  我相信這個了解是對的
[00:24:21.000 --> 00:24:26.000]  因為在聖經裡是多次講述到
[00:24:26.000 --> 00:24:32.000]  我們所有的刑罰是來自我們所做錯的事
[00:24:32.000 --> 00:24:37.000]  人類的痛苦是來自罪的後果
[00:24:37.000 --> 00:24:43.000]  不過如果你細心再看看聖經
[00:24:44.000 --> 00:24:49.000]  看看聖經裡對不同的人的際遇和記載的時候
[00:24:49.000 --> 00:24:55.000]  你就會發覺一個同樣真實的事情
[00:24:55.000 --> 00:25:03.000]  就是並不是一切的苦難都是神的刑罰
[00:25:03.000 --> 00:25:10.000]  在這裡我們要進入一個深一層的人生道理
[00:25:12.000 --> 00:25:15.000]  我所謂深一層的人生道理
[00:25:15.000 --> 00:25:18.000]  就是很多時候當我們說
[00:25:18.000 --> 00:25:21.000]  為什麼這件事要臨到我
[00:25:21.000 --> 00:25:26.000]  為什麼這些痛苦要發生在我身上的時候
[00:25:26.000 --> 00:25:30.000]  我們背後的假設就是說
[00:25:30.000 --> 00:25:33.000]  我沒有做錯
[00:25:33.000 --> 00:25:38.000]  為什麼我要承受這些痛苦
[00:25:39.000 --> 00:25:44.000]  這個我沒有做錯的一個理由的背後
[00:25:44.000 --> 00:25:51.000]  其實就是一句很多人都認為是真理的說話
[00:25:51.000 --> 00:25:57.000]  就是所謂一人做事一人當這個觀念
[00:25:57.000 --> 00:26:01.000]  一人做事一人當
[00:26:01.000 --> 00:26:05.000]  我沒有做錯事
[00:26:06.000 --> 00:26:12.000]  為什麼我要承受這些重重的痛苦呢
[00:26:12.000 --> 00:26:15.000]  我相信這個就是令你很憤怒
[00:26:15.000 --> 00:26:19.000]  覺得很不公平的一個主要的原因
[00:26:19.000 --> 00:26:25.000]  但或者我們現在平心靜氣
[00:26:25.000 --> 00:26:31.000]  想一想一人做事一人當這句話
[00:26:31.000 --> 00:26:34.000]  究竟是不是真理
[00:26:35.000 --> 00:26:38.000]  如果我們真實的面對人生
[00:26:38.000 --> 00:26:41.000]  擴闊我們的眼光
[00:26:41.000 --> 00:26:45.000]  去了解這個世界上所發生的事情
[00:26:45.000 --> 00:26:48.000]  我們就會知道
[00:26:48.000 --> 00:26:52.000]  其實一人做事一人當這句宣言
[00:26:52.000 --> 00:26:56.000]  這個世界上大部分的事情
[00:26:56.000 --> 00:27:00.000]  並不是一人做事一人當
[00:27:01.000 --> 00:27:05.000]  而是一個人做事很多人為他當
[00:27:05.000 --> 00:27:08.000]  你想一下是不是
[00:27:08.000 --> 00:27:13.000]  我們不需要舉例到譬如戰爭
[00:27:13.000 --> 00:27:18.000]  是那幾個有野心的政治家在策劃
[00:27:18.000 --> 00:27:22.000]  在會議桌上的決定
[00:27:22.000 --> 00:27:25.000]  他們這幾個人所做的事
[00:27:25.000 --> 00:27:28.000]  上千上萬的孤兒寡婦
[00:27:29.000 --> 00:27:31.000]  青年人老年人的生命
[00:27:31.000 --> 00:27:35.000]  為他們擔當了後果
[00:27:35.000 --> 00:27:39.000]  我們可以看得比較近
[00:27:39.000 --> 00:27:43.000]  其實在我們生命的際遇當中
[00:27:43.000 --> 00:27:47.000]  無處無刻擺脫不了
[00:27:47.000 --> 00:27:50.000]  其他人所做的事
[00:27:50.000 --> 00:27:54.000]  所遺留給我們的結果和影響
[00:27:54.000 --> 00:27:57.000]  譬如無論你成長到怎樣
[00:27:58.000 --> 00:28:00.000]  你發覺你無法擺脫
[00:28:00.000 --> 00:28:04.000]  你父母的性格
[00:28:04.000 --> 00:28:07.000]  你父母的婚姻
[00:28:07.000 --> 00:28:12.000]  所產生遺留給你的結果
[00:28:12.000 --> 00:28:16.000]  你父母所做的事
[00:28:16.000 --> 00:28:19.000]  你現在為他擔當著
[00:28:19.000 --> 00:28:24.000]  不過杜尊我們也要提醒你
[00:28:24.000 --> 00:28:26.000]  你現在做的事
[00:28:27.000 --> 00:28:30.000]  有很多其他人在為你擔當著
[00:28:30.000 --> 00:28:35.000]  或者你曾經說過一句無情的話
[00:28:35.000 --> 00:28:37.000]  傷害過一個人
[00:28:37.000 --> 00:28:44.000]  你永遠擔當不起那句話所帶來的傷痕
[00:28:44.000 --> 00:28:46.000]  而那句話的傷痕
[00:28:46.000 --> 00:28:50.000]  可能深深刺痛了另一個人的心
[00:28:50.000 --> 00:28:53.000]  而那個人之後的生命
[00:28:53.000 --> 00:28:55.000]  一個完全的改變
[00:28:56.000 --> 00:28:57.000]  帶著仇恨
[00:28:57.000 --> 00:28:59.000]  帶著這種報仇的心理
[00:28:59.000 --> 00:29:02.000]  將它發洩在另一個人身上
[00:29:02.000 --> 00:29:06.000]  於是那個人又承受了這種憤怒
[00:29:06.000 --> 00:29:08.000]  自暴自棄
[00:29:08.000 --> 00:29:12.000]  將他自己周圍的人
[00:29:12.000 --> 00:29:15.000]  落在一個痛苦當中
[00:29:15.000 --> 00:29:19.000]  我不想將這件事說得過份誇張
[00:29:19.000 --> 00:29:21.000]  但這是事實
[00:29:21.000 --> 00:29:24.000]  你知不知道你過去一直所做的事
[00:29:25.000 --> 00:29:28.000]  有很多人在為你擔當著
[00:29:28.000 --> 00:29:33.000]  你都無法彌補你所做的事的後果
[00:29:33.000 --> 00:29:36.000]  正如一些哲學家所說的
[00:29:36.000 --> 00:29:38.000]  我們每一個人所做的事
[00:29:38.000 --> 00:29:39.000]  就好像一塊石頭
[00:29:39.000 --> 00:29:42.000]  扔進一個平靜的湖水當中
[00:29:42.000 --> 00:29:46.000]  於是那些波浪就從這塊石頭
[00:29:46.000 --> 00:29:49.000]  向著四方八面湧出去
[00:29:49.000 --> 00:29:52.000]  當波浪開始湧的時候
[00:29:53.000 --> 00:29:55.000]  我們無法再控制
[00:29:55.000 --> 00:29:58.000]  亦都不知道這些波浪湧去哪裏
[00:29:58.000 --> 00:30:02.000]  或者這個世界
[00:30:02.000 --> 00:30:04.000]  就好像
