
[00:00:00.000 --> 00:00:05.000]  今天我們一起來思想關於能力的問題
[00:08:06.000 --> 00:08:08.000]  你知道我在做什麼
[00:08:08.000 --> 00:08:11.000]  神的能力的彰顯是可以看的
[00:08:11.000 --> 00:08:15.000]  很清楚和魔鬼的能力是不同的
[00:08:15.000 --> 00:08:19.000]  頂姐妹,這裡我想再一次提醒
[00:08:19.000 --> 00:08:24.000]  神的能力永遠都是釋放,祝福
[00:08:24.000 --> 00:08:27.000]  是不會咒詛,不會攻擊
[00:08:27.000 --> 00:08:30.000]  不會殘害,不會捆綁
[00:08:30.000 --> 00:08:32.000]  我想說什麼呢
[00:08:32.000 --> 00:08:35.000]  我做了三十多年的侍奉
[00:08:35.000 --> 00:08:37.000]  見到很多很多的教會
[00:08:37.000 --> 00:08:39.000]  有時候這個事情發生令我很心傷
[00:08:39.000 --> 00:08:42.000]  在教會裡面,神的家裡面
[00:08:42.000 --> 00:08:47.000]  都有基督徒互相攻擊,互相鬥爭
[00:08:47.000 --> 00:08:51.000]  到了一個地步甚至出很陰毒的手法
[00:08:51.000 --> 00:08:55.000]  很惡毒的說話來攻擊
[00:08:55.000 --> 00:08:58.000]  我告訴你,這個不可能是來自神的
[00:08:58.000 --> 00:09:00.000]  只是來自撒旦
[00:09:00.000 --> 00:09:02.000]  你說我為了神的事情可以打他
[00:09:02.000 --> 00:09:05.000]  我在美國聽過一位執事
[00:09:05.000 --> 00:09:10.000]  很有資格的執事,也頗有名的講員
[00:09:10.000 --> 00:09:14.000]  每年的夏令會都是他負責的
[00:09:14.000 --> 00:09:17.000]  那一年,主任穆斯突然想
[00:09:17.000 --> 00:09:20.000]  不如改一下,找一個年輕的弟兄來做
[00:09:20.000 --> 00:09:24.000]  哇,他多生氣
[00:09:24.000 --> 00:09:27.000]  沒讓我做,每年都是我做,今天沒得做
[00:09:27.000 --> 00:09:30.000]  好啊,你就做吧,他跟別人說
[00:09:30.000 --> 00:09:32.000]  你有膽就做吧
[00:09:32.000 --> 00:09:34.000]  我叫人不要參加
[00:09:34.000 --> 00:09:36.000]  我贏了位置有多少人去
[00:09:36.000 --> 00:09:40.000]  我聽到心寒,你明不明
[00:09:40.000 --> 00:09:42.000]  這些說話不可能是來自神的
[00:09:42.000 --> 00:09:45.000]  因為這些是拆位的說話,頂姐妹
[00:09:45.000 --> 00:09:48.000]  屬於神而來的,無論為了什麼的緣故
[00:09:48.000 --> 00:09:50.000]  都是祝福和釋放
[00:09:50.000 --> 00:09:52.000]  我不是說大家不可以批評
[00:09:52.000 --> 00:09:55.000]  我不是說我們人生裡不可以用策略
[00:09:55.000 --> 00:09:57.000]  不過耶穌說的是我們的心
[00:09:57.000 --> 00:09:59.000]  從這句話你就知道你的心
[00:09:59.000 --> 00:10:01.000]  你的心不是要打倒人
[00:10:01.000 --> 00:10:03.000]  你的心是想幫助
[00:10:03.000 --> 00:10:05.000]  有時我們要用不同的方式
[00:10:05.000 --> 00:10:07.000]  去扭轉情況
[00:10:07.000 --> 00:10:11.000]  甚至讓一些人所做的錯事受到阻攔
[00:10:11.000 --> 00:10:13.000]  但你的心是愛他,大家明白嗎
[00:10:13.000 --> 00:10:15.000]  受敵我都要愛他
[00:10:15.000 --> 00:10:17.000]  手可以阻攔他
[00:10:17.000 --> 00:10:20.000]  但我不是要打擊他,不是要打倒他
[00:10:20.000 --> 00:10:23.000]  不是要對付他,不是要綑綁他
[00:10:23.000 --> 00:10:25.000]  不是要傷害他
[00:10:25.000 --> 00:10:30.000]  頂姐妹,記住神的能力永遠就是釋放和祝福
[00:10:30.000 --> 00:10:32.000]  耶穌說得很清楚
[00:10:32.000 --> 00:10:34.000]  不用說,你不要騙自己
[00:10:34.000 --> 00:10:36.000]  你不要騙自己
[00:10:36.000 --> 00:10:38.000]  你的心如何你自己知道
[00:10:38.000 --> 00:10:41.000]  否則的話,聖靈與你無分
[00:10:41.000 --> 00:10:43.000]  這是很嚴重很嚴厲的說話
[00:10:43.000 --> 00:10:45.000]  這是第一個耶穌要說的東西
[00:10:45.000 --> 00:10:47.000]  第二個,耶穌有個比喻
[00:10:47.000 --> 00:10:50.000]  說這個壯漢的家
[00:10:50.000 --> 00:10:53.000]  耶穌說第20節
[00:10:53.000 --> 00:10:56.000]  他說如果我靠神的能力趕鬼
[00:10:56.000 --> 00:11:01.000]  這就是神的國臨到你們了
[00:11:01.000 --> 00:11:05.000]  神的國臨到你們了
[00:11:05.000 --> 00:11:07.000]  什麼叫神的國
[00:11:07.000 --> 00:11:10.000]  我們中國人聽見國就想起國家
[00:11:10.000 --> 00:11:12.000]  想起一個政治的組織
[00:11:12.000 --> 00:11:15.000]  想起一個領土
[00:11:15.000 --> 00:11:16.000]  想起一個軍隊
[00:11:16.000 --> 00:11:17.000]  不是的
[00:11:17.000 --> 00:11:20.000]  希臘人和新約裡面
[00:11:20.000 --> 00:11:21.000]  如果你研究的時候
[00:11:21.000 --> 00:11:23.000]  國巴斯利人這個字
[00:11:23.000 --> 00:11:27.000]  不是指著一個國家的政治組織
[00:11:27.000 --> 00:11:28.000]  而是說到什麼呢
[00:11:28.000 --> 00:11:33.000]  是神自己的掌權
[00:11:33.000 --> 00:11:38.000]  神的國就是神掌權的狀態
[00:11:38.000 --> 00:11:41.000]  所以哪裡有神掌權的狀態
[00:11:41.000 --> 00:11:43.000]  哪裡就是神的國
[00:11:43.000 --> 00:11:46.000]  如果你的心裡面有神掌權
[00:11:46.000 --> 00:11:48.000]  你的心就是神的國
[00:11:48.000 --> 00:11:49.000]  明白了嗎
[00:11:49.000 --> 00:11:51.000]  有一群人他們願意被神掌管
[00:11:51.000 --> 00:11:53.000]  掌權的信服的
[00:11:53.000 --> 00:11:55.000]  那群人就是神的國
[00:11:55.000 --> 00:11:58.000]  就算一間很大很漂亮的教會
[00:11:58.000 --> 00:12:00.000]  如果他沒有願意被神掌權
[00:12:00.000 --> 00:12:03.000]  這間教會也不是神的國
[00:12:03.000 --> 00:12:04.000]  大家明白了嗎
[00:12:04.000 --> 00:12:05.000]  哪裡有神掌權的
[00:12:05.000 --> 00:12:07.000]  哪裡就是神的國
[00:12:07.000 --> 00:12:09.000]  所以我們聽見主耶穌教我們祈禱
[00:12:09.000 --> 00:12:12.000]  願你的國降臨的時候
[00:12:12.000 --> 00:12:17.000]  你不要想著像太空那樣
[00:12:17.000 --> 00:12:18.000]  這樣下來
[00:12:18.000 --> 00:12:19.000]  不是
[00:12:19.000 --> 00:12:21.000]  耶穌講的一個狀態
[00:12:21.000 --> 00:12:24.000]  就是願你的掌權在這個世界上彰顯出來
[00:12:24.000 --> 00:12:25.000]  所以跟著他說
[00:12:25.000 --> 00:12:27.000]  願你的旨意成就在地上
[00:12:27.000 --> 00:12:30.000]  如同成就在天上
[00:12:30.000 --> 00:12:32.000]  這就是神的掌權
[00:12:32.000 --> 00:12:33.000]  你說很抽象
[00:12:33.000 --> 00:12:35.000]  神的掌權究竟怎樣
[00:12:35.000 --> 00:12:38.000]  耶穌說不抽象
[00:12:38.000 --> 00:12:39.000]  神的掌權
[00:12:39.000 --> 00:12:40.000]  神的國你看不到的
[00:12:40.000 --> 00:12:41.000]  肉眼看不到
[00:12:41.000 --> 00:12:46.000]  不過你看到我趕鬼這件事件
[00:12:46.000 --> 00:12:47.000]  這個經驗
[00:12:47.000 --> 00:12:51.000]  你知道神的國已經來了
[00:12:51.000 --> 00:12:52.000]  神的國一點都不抽象
[00:12:52.000 --> 00:12:54.000]  因為有東西看的
[00:12:54.000 --> 00:12:57.000]  神的國透過他所做的作為
[00:12:57.000 --> 00:12:59.000]  我們親眼見到
[00:12:59.000 --> 00:13:01.000]  人不可能做的
[00:13:01.000 --> 00:13:02.000]  做出來的時候
[00:13:02.000 --> 00:13:05.000]  這就是神的國的降臨的彰顯
[00:13:05.000 --> 00:13:06.000]  頂智妹
[00:13:06.000 --> 00:13:07.000]  你看看你自己的人生
[00:13:07.000 --> 00:13:08.000]  看你周圍的人
[00:13:08.000 --> 00:13:12.000]  你看見神的國早已經在這裡
[00:13:12.000 --> 00:13:14.000]  我前晚才從內蒙古回來
[00:13:14.000 --> 00:13:17.000]  去了兩個差不多一個多星期
[00:13:17.000 --> 00:13:19.000]  在那裡的教會
[00:13:19.000 --> 00:13:21.000]  在不同的聖經的學校裡
[00:13:21.000 --> 00:13:22.000]  教學
[00:13:22.000 --> 00:13:24.000]  侍奉
[00:13:24.000 --> 00:13:25.000]  我們一行的人
[00:13:25.000 --> 00:13:27.000]  帶著學生
[00:13:27.000 --> 00:13:28.000]  在北京坐火車
[00:13:28.000 --> 00:13:30.000]  坐了十個小時火車
[00:13:30.000 --> 00:13:32.000]  那些叫硬鵝
[00:13:32.000 --> 00:13:33.000]  十個小時火車
[00:13:33.000 --> 00:13:35.000]  六點多還沒到七點
[00:13:35.000 --> 00:13:38.000]  就去到內蒙古下站
[00:13:38.000 --> 00:13:39.000]  一下站的時候
[00:13:39.000 --> 00:13:41.000]  有兩位教會弟兄已經等我
[00:13:41.000 --> 00:13:42.000]  我都很冷
[00:13:42.000 --> 00:13:43.000]  六點多
[00:13:43.000 --> 00:13:44.000]  不知道幾點鐘在這裡等
[00:13:44.000 --> 00:13:45.000]  正在等我們
[00:13:45.000 --> 00:13:46.000]  一下去的時候
[00:13:46.000 --> 00:13:48.000]  一話不說就幫我們搬行李
[00:13:48.000 --> 00:13:50.000]  其中一個弟兄特別深印象
[00:13:50.000 --> 00:13:51.000]  他不說話
[00:13:51.000 --> 00:13:52.000]  笑嘻嘻的
[00:13:52.000 --> 00:13:54.000]  不斷搬
[00:13:54.000 --> 00:13:55.000]  心裡很感動
[00:13:55.000 --> 00:13:56.000]  到第二天
[00:13:56.000 --> 00:13:57.000]  教會目者說
[00:13:57.000 --> 00:14:00.000]  我們教會裡有一位弟兄
[00:14:00.000 --> 00:14:01.000]  和他太太
[00:14:01.000 --> 00:14:03.000]  很想請我們吃一餐好的
[00:14:03.000 --> 00:14:05.000]  因為我們從遠方來到
[00:14:05.000 --> 00:14:07.000]  這位弟兄很有錢
[00:14:07.000 --> 00:14:09.000]  他做珠寶生意
[00:14:09.000 --> 00:14:12.000]  進去一間很豪華的
[00:14:12.000 --> 00:14:14.000]  吃午餐的地方
[00:14:14.000 --> 00:14:16.000]  就是剛才我說的那個
[00:14:16.000 --> 00:14:18.000]  搬行李的那個
[00:14:18.000 --> 00:14:19.000]  (笑聲)
[00:14:19.000 --> 00:14:20.000]  站在那裡笑嘻嘻
[00:14:20.000 --> 00:14:22.000]  原來他是珠寶的
[00:14:22.000 --> 00:14:24.000]  大生意的大老闆
[00:14:24.000 --> 00:14:26.000]  然後吃到差不多完的時候
[00:14:26.000 --> 00:14:28.000]  他走出來和他太太兩個人講見證
[00:14:28.000 --> 00:14:30.000]  講他五年前之前
[00:14:30.000 --> 00:14:31.000]  怎樣信主
[00:14:31.000 --> 00:14:32.000]  講他信主之前
[00:14:32.000 --> 00:14:33.000]  怎樣打老婆
[00:14:33.000 --> 00:14:35.000]  生活一塌糊塗
[00:14:35.000 --> 00:14:36.000]  大把錢嘛
[00:14:36.000 --> 00:14:37.000]  花不完嘛
[00:14:37.000 --> 00:14:39.000]  大把女人來找他嘛
[00:14:39.000 --> 00:14:43.000]  和他太太搞到互怨仗氣
[00:14:43.000 --> 00:14:44.000]  到信了主之後
[00:14:44.000 --> 00:14:46.000]  怎樣重新回家
[00:14:46.000 --> 00:14:48.000]  重新愛回他太太
[00:14:48.000 --> 00:14:50.000]  最後他們夫婦倆一起
[00:14:50.000 --> 00:14:52.000]  牽手唱讚美詩
[00:14:52.000 --> 00:14:54.000]  美麗到不得了
[00:14:54.000 --> 00:14:55.000]  看著這位弟兄
[00:14:55.000 --> 00:14:58.000]  你知道整個國已經來了
[00:14:58.000 --> 00:15:00.000]  整個國一點都不抽象
[00:15:00.000 --> 00:15:01.000]  耶穌說不抽象的
[00:15:01.000 --> 00:15:02.000]  你看到的
[00:15:02.000 --> 00:15:04.000]  頂多我們張開眼睛
[00:15:04.000 --> 00:15:07.000]  看整個國已經來了
[00:15:07.000 --> 00:15:09.000]  我們不需要再軟弱
[00:15:09.000 --> 00:15:10.000]  我們不需要再擔憂
[00:15:10.000 --> 00:15:12.000]  整個國已經來了
[00:15:12.000 --> 00:15:14.000]  你動眼看不到
[00:15:14.000 --> 00:15:16.000]  但直著神所做的事
[00:15:16.000 --> 00:15:17.000]  已經出現了
[00:15:17.000 --> 00:15:18.000]  已經在了
[00:15:18.000 --> 00:15:19.000]  耶穌說這個就是神的國
[00:15:19.000 --> 00:15:21.000]  第二十節就是這樣
[00:15:21.000 --> 00:15:23.000]  如果我是靠神的能力
[00:15:23.000 --> 00:15:24.000]  講鬼的話
[00:15:24.000 --> 00:15:26.000]  這個就是神的國已經臨到你門了
[00:15:26.000 --> 00:15:29.000]  然後耶穌就再講一個能力的問題
[00:15:29.000 --> 00:15:30.000]  就講到有一個
[00:15:30.000 --> 00:15:32.000]  就舉一個比喻
[00:15:32.000 --> 00:15:33.000]  有一個莊漢
[00:15:33.000 --> 00:15:35.000]  拿著武器
[00:15:35.000 --> 00:15:36.000]  看守自己的家園
[00:15:36.000 --> 00:15:38.000]  他的家財變平安無事
[00:15:38.000 --> 00:15:40.000]  但如果一個更強的人
[00:15:40.000 --> 00:15:42.000]  走來和他爭奪的時候
[00:15:42.000 --> 00:15:43.000]  他就會輸了
[00:15:43.000 --> 00:15:44.000]  我想大家留意一下
[00:15:44.000 --> 00:15:46.000]  耶穌講這個比喻的時候
[00:15:46.000 --> 00:15:48.000]  所用的表達手法
[00:15:48.000 --> 00:15:50.000]  這裡講到這個莊漢
[00:15:50.000 --> 00:15:52.000]  當然就是指魔鬼撒旦
[00:15:52.000 --> 00:15:54.000]  最更強的那個就是他自己
[00:15:54.000 --> 00:15:57.000]  就是從神而來的能力那位
[00:15:57.000 --> 00:15:58.000]  但這個很有趣
[00:15:58.000 --> 00:16:01.000]  他描述這個莊漢看守自己的家園
[00:16:01.000 --> 00:16:04.000]  然後家財就平安無事
[00:16:04.000 --> 00:16:05.000]  很奇怪
[00:16:05.000 --> 00:16:07.000]  原來魔鬼得逞的時候
[00:16:07.000 --> 00:16:09.000]  他控制著人的時候
[00:16:09.000 --> 00:16:10.000]  是平安無事的
[00:16:10.000 --> 00:16:12.000]  因為已經在他的手裡
[00:16:12.000 --> 00:16:14.000]  不會有什麼差錯
[00:16:14.000 --> 00:16:16.000]  直到神的國出現的時候
[00:16:16.000 --> 00:16:17.000]  就搞亂他了
[00:16:17.000 --> 00:16:18.000]  他就不安心了
[00:16:18.000 --> 00:16:21.000]  其實耶穌在暗指那幫人
[00:16:21.000 --> 00:16:22.000]  會攻擊他
[00:16:22.000 --> 00:16:23.000]  你幹嘛攻擊我呢
[00:16:23.000 --> 00:16:25.000]  我又沒有攻擊你
[00:16:25.000 --> 00:16:27.000]  耶穌說我治好一個病的那個人
[00:16:27.000 --> 00:16:28.000]  趕走了一個鬼
[00:16:28.000 --> 00:16:30.000]  你就走來說我是鬼王
[00:16:30.000 --> 00:16:32.000]  這種這麼惡毒的攻擊
[00:16:32.000 --> 00:16:33.000]  是什麼原因呢
[00:16:33.000 --> 00:16:38.000]  因為我搞亂了你平安無事的世界
[00:16:38.000 --> 00:16:40.000]  一個邪惡世界
[00:16:40.000 --> 00:16:41.000]  他控制著的時候
[00:16:41.000 --> 00:16:42.000]  他也會平安無事
[00:16:42.000 --> 00:16:45.000]  但當神的力量來到的時候
[00:16:45.000 --> 00:16:47.000]  這個邪惡世界感覺到威脅
[00:16:47.000 --> 00:16:48.000]  感覺到被他打亂
[00:16:48.000 --> 00:16:50.000]  於是就發炮攻擊
[00:16:50.000 --> 00:16:55.000]  我爸爸不是說話很多的人
[00:16:55.000 --> 00:16:58.000]  但他事實上跟我說了一件事
[00:16:58.000 --> 00:16:59.000]  我想他也是教我做人
[00:16:59.000 --> 00:17:01.000]  只有幾句
[00:17:01.000 --> 00:17:03.000]  其中一句他經常說的
[00:17:03.000 --> 00:17:06.000]  他說我一輩子最自豪的是
[00:17:06.000 --> 00:17:08.000]  沒有敵人的
[00:17:08.000 --> 00:17:09.000]  我沒有敵人的
[00:17:09.000 --> 00:17:12.000]  我對任何人都不會承受
[00:17:12.000 --> 00:17:14.000]  不會做敵人
[00:17:14.000 --> 00:17:17.000]  我想我也受他影響
[00:17:17.000 --> 00:17:18.000]  我頗受影響
[00:17:18.000 --> 00:17:19.000]  如果認識我多一點的人
[00:17:19.000 --> 00:17:21.000]  我在財上面就一家一家
[00:17:21.000 --> 00:17:22.000]  我下了財
[00:17:22.000 --> 00:17:23.000]  其實沒什麼
[00:17:23.000 --> 00:17:26.000]  人也挺柔和的
[00:17:26.000 --> 00:17:28.000]  很斯文的
[00:17:28.000 --> 00:17:30.000]  我這個人很無所謂的
