
[00:00:00.000 --> 00:00:03.200]  也是在兩個數裡面
[00:02:54.400 --> 00:02:56.400]  不知不覺的受他的影響
[00:02:56.400 --> 00:03:01.400]  如果這個社會的文化的潮流是向下的
[00:03:01.400 --> 00:03:03.000]  這個人就跟著向下
[00:03:03.000 --> 00:03:04.200]  向下去
[00:03:04.200 --> 00:03:07.000]  如果這個社會文化的潮流向上
[00:03:07.000 --> 00:03:08.600]  人就跟著向上去
[00:03:08.600 --> 00:03:13.800]  這是一個客觀的力量作用因素的影響
[00:03:15.200 --> 00:03:19.600]  今天的世俗的這個潮流是讓人墮落的
[00:03:19.600 --> 00:03:21.200]  讓人向下
[00:03:21.200 --> 00:03:23.000]  那麼針對這個因素
[00:03:23.000 --> 00:03:25.800]  聖經裡給我們什麼對立的力量
[00:03:25.800 --> 00:03:28.200]  就是教會的團體
[00:03:28.200 --> 00:03:30.400]  Christian Fellowship
[00:03:30.400 --> 00:03:34.000]  這是在這個社會的文化裡面一個
[00:03:34.000 --> 00:03:38.400]  Subculture Subculture
[00:03:38.400 --> 00:03:40.000]  一個次文化
[00:03:40.000 --> 00:03:43.400]  一個對抗的文化
[00:03:44.000 --> 00:03:46.200]  基督徒常常在一起
[00:03:46.200 --> 00:03:47.400]  彼此的提醒
[00:03:47.400 --> 00:03:48.400]  彼此的帶導
[00:03:48.400 --> 00:03:49.600]  彼此的勉勵
[00:03:49.600 --> 00:03:51.400]  彼此的鼓勵
[00:03:51.400 --> 00:03:53.000]  我們要愛主
[00:03:53.000 --> 00:03:54.800]  我們要遵循主的旨意
[00:03:54.800 --> 00:03:56.600]  我們要勝過罪惡
[00:03:56.600 --> 00:03:59.400]  我們要過一個愛主愛人的生活
[00:03:59.400 --> 00:04:01.200]  我們要過一個聖潔的生活
[00:04:01.200 --> 00:04:03.200]  大家一起的這個
[00:04:03.200 --> 00:04:07.800]  這種的交通
[00:04:07.800 --> 00:04:09.400]  這種的團契
[00:04:09.400 --> 00:04:13.400]  這種來往形成一個Subculture
[00:04:13.800 --> 00:04:16.400]  一個Counterculture
[00:04:16.400 --> 00:04:19.200]  讓我們在這個世俗的潮流裡面
[00:04:19.200 --> 00:04:20.400]  能夠站得住
[00:04:20.400 --> 00:04:21.000]  好
[00:04:21.000 --> 00:04:23.000]  我們現在看見兩套東西
[00:04:23.000 --> 00:04:25.600]  第一套東西三個因素
[00:04:25.600 --> 00:04:26.400]  魔鬼
[00:04:26.400 --> 00:04:27.400]  超自然
[00:04:27.400 --> 00:04:28.800]  腥風作浪
[00:04:28.800 --> 00:04:30.200]  還有世俗
[00:04:30.200 --> 00:04:31.400]  包圍我們
[00:04:31.400 --> 00:04:35.000]  還有裡面的私欲劣根性
[00:04:35.000 --> 00:04:36.600]  在裡面作祟
[00:04:36.600 --> 00:04:37.000]  好
[00:04:37.000 --> 00:04:37.800]  這是一套
[00:04:37.800 --> 00:04:38.600]  另外一套
[00:04:38.600 --> 00:04:39.800]  針對的第一套
[00:04:39.800 --> 00:04:41.600]  又有一個超自然的因素
[00:04:41.600 --> 00:04:42.600]  上帝的靈
[00:04:42.600 --> 00:04:43.400]  聖靈
[00:04:43.400 --> 00:04:45.400]  在那裡超自然的因素
[00:04:45.400 --> 00:04:47.400]  幫助我們向上向上
[00:04:47.400 --> 00:04:49.000]  向真向美
[00:04:49.000 --> 00:04:50.400]  那麼另外呢
[00:04:50.400 --> 00:04:52.600]  用我們的新生命重生
[00:04:52.600 --> 00:04:54.600]  真道基督的真理
[00:04:54.600 --> 00:04:55.800]  使我們重生了
[00:04:55.800 --> 00:04:57.000]  這個新的生命
[00:04:57.000 --> 00:04:59.600]  也是一個向上的一個生命
[00:04:59.600 --> 00:05:02.600]  和我們裡面的劣根性剛剛相對
[00:05:02.600 --> 00:05:04.600]  那麼還有
[00:05:04.600 --> 00:05:07.800]  那就是弟兄姊妹的那個來往
[00:05:07.800 --> 00:05:10.400]  那個團契教會的那個影響
[00:05:10.400 --> 00:05:11.000]  好
[00:05:11.000 --> 00:05:12.200]  這是另外一套
[00:05:12.600 --> 00:05:14.000]  所以這兩套呢
[00:05:14.000 --> 00:05:15.800]  是針鋒相對
[00:05:15.800 --> 00:05:17.800]  一個因素向對一個因素
[00:05:17.800 --> 00:05:19.200]  一個因素對一個因素
[00:05:19.200 --> 00:05:20.600]  剛剛成為兩套
[00:05:20.600 --> 00:05:21.800]  基督徒
[00:05:21.800 --> 00:05:24.800]  如果離開了基督徒的群體
[00:05:24.800 --> 00:05:27.600]  很容易失去他的信仰
[00:05:27.600 --> 00:05:30.800]  你看一個一個不聚會的基督徒
[00:05:30.800 --> 00:05:32.800]  一個和別的基督徒不來往的基督徒
[00:05:32.800 --> 00:05:34.800]  很快就冷淡退後
[00:05:34.800 --> 00:05:35.800]  失去他的信仰
[00:05:35.800 --> 00:05:38.200]  被世界統治世俗統化了
[00:05:38.200 --> 00:05:39.800]  很容易很快
[00:05:40.800 --> 00:05:42.800]  所以你看歡喜熱情的基督徒
[00:05:42.800 --> 00:05:45.200]  是常和其他的弟兄姊妹在一起的
[00:05:45.200 --> 00:05:46.600]  互相激勵
[00:05:46.600 --> 00:05:50.200]  這個作用非常的重要
[00:05:50.200 --> 00:05:52.600]  這是神在聖經裡給我們的一個
[00:05:52.600 --> 00:05:58.000]  得勝的一個三重的因素
[00:05:58.000 --> 00:06:01.000]  針對罪惡的三重的因素
[00:06:01.000 --> 00:06:03.800]  新生命是個很真實的東西
[00:06:03.800 --> 00:06:05.600]  我用一個例子來講
[00:06:06.400 --> 00:06:11.400]  我有一段時間住在香港的九龍那邊
[00:06:11.400 --> 00:06:13.400]  我在香港住了37年
[00:06:13.400 --> 00:06:16.400]  其中有兩年住在九龍那邊
[00:06:16.400 --> 00:06:19.200]  民生書院的後面一個地方
[00:06:19.200 --> 00:06:21.000]  中間有一個小小的院子
[00:06:21.000 --> 00:06:23.400]  院子裡頭有一些玫瑰花
[00:06:23.400 --> 00:06:26.400]  那麼那個打理花的人
[00:06:26.400 --> 00:06:31.400]  在香港叫花王
[00:06:31.400 --> 00:06:32.800]  他就告訴我們
[00:06:33.800 --> 00:06:36.200]  原來的那個族人
[00:06:36.200 --> 00:06:40.800]  栽種了這些玫瑰花
[00:06:40.800 --> 00:06:42.400]  玫瑰花怎麼來的呢
[00:06:42.400 --> 00:06:44.800]  原來都是一棵一棵的荊棘
[00:06:44.800 --> 00:06:48.000]  那個花王把荊棘上面的枝子剪掉
[00:06:48.000 --> 00:06:50.800]  把玫瑰的枝子解上去
[00:06:50.800 --> 00:06:52.800]  解枝的方法解上去
[00:06:52.800 --> 00:06:54.800]  結果後來就開玫瑰花
[00:06:54.800 --> 00:06:57.200]  下面還是荊棘
[00:06:57.200 --> 00:06:59.200]  上面就是玫瑰花的枝子
[00:06:59.200 --> 00:07:01.200]  開美麗的玫瑰花
[00:07:01.200 --> 00:07:03.000]  那個花王他說
[00:07:03.000 --> 00:07:04.200]  你要小心啊
[00:07:04.200 --> 00:07:07.800]  下面的那個荊棘的枝子要常常修剪
[00:07:07.800 --> 00:07:09.000]  什麼時候不修剪呢
[00:07:09.000 --> 00:07:10.600]  這個玫瑰花就不開了
[00:07:10.600 --> 00:07:14.600]  那個荊棘的本性又出來了
[00:07:14.600 --> 00:07:17.800]  所以一定要常常把它修剪
[00:07:17.800 --> 00:07:20.600]  上面的玫瑰花繼續開放
[00:07:20.600 --> 00:07:24.200]  這正是基督徒的一種寫照
[00:07:24.200 --> 00:07:25.400]  非常的真實
[00:07:25.400 --> 00:07:27.600]  我們原來有個劣根性在我們裡面
[00:07:27.600 --> 00:07:29.200]  每個人都有個劣根性
[00:07:29.200 --> 00:07:30.800]  是讓我們向下去的
[00:07:32.000 --> 00:07:36.200]  但是我們從真道得了重生
[00:07:36.200 --> 00:07:41.200]  新的生命又開新的人生的花
[00:07:41.200 --> 00:07:44.400]  是美麗的是良善的
[00:07:44.400 --> 00:07:46.000]  那麼在這個時候
[00:07:46.000 --> 00:07:48.200]  我們還要對付我們從前的劣根性
[00:07:48.200 --> 00:07:49.400]  它常常要出來的
[00:07:49.400 --> 00:07:51.800]  我們的劣根性常常要找機會出來
[00:07:51.800 --> 00:07:54.600]  我們要對付它修剪它
[00:07:54.600 --> 00:07:57.400]  基督徒都經禱告是為什麼
[00:07:57.400 --> 00:07:59.200]  修剪劣根性
[00:07:59.200 --> 00:08:00.200]  不給它機會出來
[00:08:00.200 --> 00:08:01.200]  一出來就給它剪掉
[00:08:01.200 --> 00:08:02.400]  一出來就給它剪掉
[00:08:02.400 --> 00:08:03.200]  對付它
[00:08:03.200 --> 00:08:04.800]  這個叫靈修
[00:08:04.800 --> 00:08:07.400]  靈修這個修很有意思
[00:08:07.400 --> 00:08:09.000]  修就是修理了
[00:08:09.000 --> 00:08:11.200]  修理我們的靈性
[00:08:11.200 --> 00:08:13.400]  因為我們這個劣根性
[00:08:13.400 --> 00:08:15.200]  還有的時候要跑出來
[00:08:15.200 --> 00:08:17.200]  我們要修剪它
[00:08:17.200 --> 00:08:22.200]  這是罪惡的第二個方面
[00:08:22.200 --> 00:08:24.800]  我們現在再看
[00:08:26.000 --> 00:08:31.600]  有罪惡的另外一個角度
[00:08:31.600 --> 00:08:36.600]  那就是罪的發展的一個過程
[00:08:36.600 --> 00:08:39.000]  罪惡在我們人生裡面
[00:08:39.000 --> 00:08:40.800]  一個發展的過程
[00:08:40.800 --> 00:08:43.000]  請大家還是第一章
[00:08:43.000 --> 00:08:47.600]  第一章十五節
[00:08:47.600 --> 00:08:49.600]  第一章十五節
[00:08:49.600 --> 00:08:52.200]  司玉既懷了胎
[00:08:52.200 --> 00:08:54.000]  就生出罪來
[00:08:54.000 --> 00:08:57.600]  罪既長成就生出死來
[00:08:57.600 --> 00:08:59.800]  這裡有四步的過程
[00:08:59.800 --> 00:09:02.000]  第一步是成胎
[00:09:02.000 --> 00:09:05.000]  第二步出生
[00:09:05.000 --> 00:09:06.000]  生出來
[00:09:06.000 --> 00:09:10.000]  第三步長成發展
[00:09:10.000 --> 00:09:14.000]  第四最後的結果是死
[00:09:14.000 --> 00:09:16.600]  第一步成胎
[00:09:16.600 --> 00:09:18.600]  第二步出生
[00:09:18.600 --> 00:09:21.200]  第三步長成
[00:09:21.200 --> 00:09:23.400]  第四步死亡
[00:09:23.400 --> 00:09:25.400]  那麼這個意義
[00:09:25.400 --> 00:09:27.400]  用其他的話語來講
[00:09:27.400 --> 00:09:31.400]  就是當罪惡的思想
[00:09:31.400 --> 00:09:34.400]  進到我們的腦海裡頭
[00:09:34.400 --> 00:09:38.400]  如果我們容許它繼續的存留在那裡
[00:09:38.400 --> 00:09:40.400]  它就會慢慢成胎
[00:09:40.400 --> 00:09:42.400]  成了胎
[00:09:42.400 --> 00:09:47.400]  有一天就會從行為裡面表現出來
[00:09:47.400 --> 00:09:49.400]  先是在思想裡成胎
[00:09:49.400 --> 00:09:52.400]  然後我們的思想就變成行為
[00:09:52.400 --> 00:09:54.400]  表現出來
[00:09:54.400 --> 00:09:58.400]  那麼我們有了罪惡的行動以後
[00:09:58.400 --> 00:10:00.400]  這個行動會慢慢越來越複雜
[00:10:00.400 --> 00:10:02.400]  罪生罪罪生罪
[00:10:02.400 --> 00:10:04.400]  會長成會發展
[00:10:04.400 --> 00:10:07.400]  讓那個罪惡更複雜化
[00:10:07.400 --> 00:10:09.400]  更惡化
[00:10:09.400 --> 00:10:10.400]  那就是
[00:10:10.400 --> 00:10:13.400]  The development of sin
[00:10:13.400 --> 00:10:16.400]  The complications of sin
[00:10:16.400 --> 00:10:17.400]  好像病一樣
[00:10:17.400 --> 00:10:19.400]  一個病引到另外一個病
[00:10:19.400 --> 00:10:21.400]  如果你不打理這個病
[00:10:21.400 --> 00:10:25.400]  那個病會病生病病生病
[00:10:25.400 --> 00:10:30.400]  最後的結果就是淑玲的死亡
[00:10:30.400 --> 00:10:33.400]  我們從這個四步裡面就發現
[00:10:33.400 --> 00:10:34.400]  我們怎麼對付罪
[00:10:34.400 --> 00:10:36.400]  基督徒怎麼樣對付罪
[00:10:36.400 --> 00:10:38.400]  這裡面有個秘訣
[00:10:38.400 --> 00:10:41.400]  我們對付罪越早越好
[00:10:41.400 --> 00:10:45.400]  從成胎那個步驟的注意
[00:10:45.400 --> 00:10:47.400]  我們就容易勝過罪
[00:10:47.400 --> 00:10:51.400]  越遲就越難勝過罪
[00:10:51.400 --> 00:10:55.400]  這個德國人有一個諺語
[00:10:55.400 --> 00:10:56.400]  一個成語
[00:10:56.400 --> 00:11:00.400]  就是說你不能夠禁止一隻飛鳥
[00:11:00.400 --> 00:11:03.400]  從你的頭上的天空中飛過
[00:11:03.400 --> 00:11:05.400]  從你的頭頂上的天空中飛過
[00:11:05.400 --> 00:11:07.400]  你不能禁止它
[00:11:07.400 --> 00:11:10.400]  但是你可以不准許一隻鳥
[00:11:10.400 --> 00:11:13.400]  落在你的頭頂上在那裡打窩
[00:11:13.400 --> 00:11:16.400]  築一個巢在你的頭上
[00:11:16.400 --> 00:11:17.400]  你可以把它剝掉
[00:11:17.400 --> 00:11:19.400]  你可以不准它那樣走
[00:11:19.400 --> 00:11:20.400]  就很有意思
[00:11:20.400 --> 00:11:21.400]  換句話說
[00:11:21.400 --> 00:11:22.400]  意思就是說
[00:11:22.400 --> 00:11:25.400]  這個不正確的念頭
[00:11:25.400 --> 00:11:27.400]  不好的念頭
[00:11:27.400 --> 00:11:34.400]  那就是這個試探引誘的念頭
[00:11:34.400 --> 00:11:39.400]  它會在每一個人的思想中閃過
[00:11:39.400 --> 00:11:40.400]  閃過
[00:11:40.400 --> 00:11:44.400]  當它這樣經過我們思想的時候
[00:11:44.400 --> 00:11:47.400]  如果我們准許它停留
[00:11:47.400 --> 00:11:49.400]  它就停留下來
[00:11:49.400 --> 00:11:52.400]  這個罪惡的念頭
[00:11:52.400 --> 00:11:53.400]  經過我們的腦海
[00:11:53.400 --> 00:11:54.400]  你准它停下來
[00:11:54.400 --> 00:11:56.400]  它就繼續留在那
[00:11:56.400 --> 00:11:59.400]  慢慢慢慢就成胎
[00:11:59.400 --> 00:12:01.400]  停留以後成胎
[00:12:01.400 --> 00:12:02.400]  成了胎
[00:12:02.400 --> 00:12:04.400]  那一定要有心動的表現
[00:12:04.400 --> 00:12:05.400]  生出來
[00:12:05.400 --> 00:12:08.400]  所以我們第一步的對付罪惡
[00:12:08.400 --> 00:12:10.400]  就是不准這個罪惡的念頭
[00:12:10.400 --> 00:12:12.400]  在我們的思想裡停留
[00:12:12.400 --> 00:12:13.400]  閃過
[00:12:13.400 --> 00:12:16.400]  沒有人能夠禁止它
[00:12:16.400 --> 00:12:18.400]  我們不可能禁止這個罪惡的念頭
[00:12:18.400 --> 00:12:19.400]  不好的念頭
[00:12:19.400 --> 00:12:22.400]  在我們的思想中閃過
[00:12:22.400 --> 00:12:26.400]  但是我們可以不准它留下
[00:12:26.400 --> 00:12:27.400]  這是一個秘訣
[00:12:27.400 --> 00:12:30.400]  很重要的一個秘訣
[00:12:30.400 --> 00:12:32.400]  當它留下以後
[00:12:32.400 --> 00:12:34.400]  它在我們的生命裡頭
[00:12:34.400 --> 00:12:36.400]  我們的思想裡頭
[00:12:36.400 --> 00:12:37.400]  我們的觀念裡頭
[00:12:37.400 --> 00:12:40.400]  慢慢慢慢成胎了
[00:12:40.400 --> 00:12:41.400]  一成了胎
[00:12:41.400 --> 00:12:43.400]  它就有一個潛力
[00:12:43.400 --> 00:12:45.400]  一個potential
[00:12:45.400 --> 00:12:48.400]  就有一天它要在行動上發出來
[00:12:48.400 --> 00:12:50.400]  所以一切的罪惡的行動
[00:12:50.400 --> 00:12:52.400]  最早動思想開始
[00:12:52.400 --> 00:12:53.400]  所以主耶穌
[00:12:53.400 --> 00:12:55.400]  祂的道理講得很徹底
[00:12:55.400 --> 00:13:00.400]  祂說恨人的就是殺人的
[00:13:00.400 --> 00:13:01.400]  你第一次聽這個道理覺得
[00:13:01.400 --> 00:13:03.400]  這個太極端了
[00:13:03.400 --> 00:13:04.400]  恨人就是殺人
[00:13:04.400 --> 00:13:06.400]  但是這個話一點也不錯
[00:13:06.400 --> 00:13:09.400]  所有殺人的行為都是從恨來
[00:13:09.400 --> 00:13:11.400]  如果你不恨一個人
[00:13:11.400 --> 00:13:13.400]  你不會殺他
[00:13:13.400 --> 00:13:17.400]  所以我們准許恨在我們心裡
[00:13:17.400 --> 00:13:21.400]  慢慢慢慢我們就會做出殺人的行動
[00:13:21.400 --> 00:13:25.400]  所以我們如果想勝過殺人的行動
[00:13:25.400 --> 00:13:28.400]  我們就不准恨留在我們心腦中
[00:13:28.400 --> 00:13:29.400]  對付恨
[00:13:29.400 --> 00:13:31.400]  所以這是主耶穌的一個
[00:13:31.400 --> 00:13:37.400]  非常徹底的一個教訓一個教導
[00:13:37.400 --> 00:13:39.400]  這個罪一生出來
[00:13:39.400 --> 00:13:43.400]  它要越來越複雜
[00:13:43.400 --> 00:13:45.400]  我記得我小的時候
[00:13:45.400 --> 00:13:50.400]  我的父親有拷問我們弟兄姊妹智商
[00:13:50.400 --> 00:13:52.400]  我們的智力
[00:13:52.400 --> 00:13:54.400]  我們的智慧有多高
[00:13:54.400 --> 00:13:57.400]  智商智力
[00:13:57.400 --> 00:13:58.400]  那麼他就發一個問題
[00:13:58.400 --> 00:14:01.400]  他說有一個人在吃糖包子
[00:14:01.400 --> 00:14:05.400]  在北方的那個包子裡頭
[00:14:05.400 --> 00:14:07.400]  是糖心的糖漿在裡頭
[00:14:07.400 --> 00:14:09.400]  他一個人在吃這個糖包子
[00:14:09.400 --> 00:14:10.400]  那麼吃吃吃吃
[00:14:10.400 --> 00:14:13.400]  後來發現這個糖漿在他的背脊上
[00:14:13.400 --> 00:14:16.400]  那麼就問我們怎麼會跑到那裡去
[00:14:16.400 --> 00:14:17.400]  原來是這樣吃嗎
[00:14:17.400 --> 00:14:19.400]  怎麼跑到這個背脊上去
[00:14:19.400 --> 00:14:21.400]  我們就想想想
[00:14:21.400 --> 00:14:23.400]  我們幾個弟兄姊妹那兒想
[00:14:23.400 --> 00:14:24.400]  想了半天想不出來
[00:14:24.400 --> 00:14:26.400]  我們說我們放棄了
[00:14:26.400 --> 00:14:27.400]  我們放棄了
[00:14:27.400 --> 00:14:28.400]  我的父親就告訴我們
[00:14:28.400 --> 00:14:31.400]  他說這個人在吃糖包子
[00:14:31.400 --> 00:14:32.400]  那麼吃的時候
[00:14:32.400 --> 00:14:33.400]  他咬了一口
[00:14:33.400 --> 00:14:35.400]  這個糖漿就流出來了
[00:14:35.400 --> 00:14:36.400]  就流到這裡
[00:14:36.400 --> 00:14:38.400]  很快流下來
[00:14:38.400 --> 00:14:39.400]  趕快去舔
[00:14:39.400 --> 00:14:40.400]  那麼又流到這裡
[00:14:40.400 --> 00:14:41.400]  趕快舔
[00:14:41.400 --> 00:14:42.400]  這個時候
[00:14:42.400 --> 00:14:45.400]  這個糖包子就抵在背上了
[00:14:45.400 --> 00:14:48.400]  那個時候糖漿就抵在背上了
[00:14:48.400 --> 00:14:49.400]  哎呀
[00:14:49.400 --> 00:14:52.400]  這個我從這裡學個功課
[00:14:52.400 --> 00:14:54.400]  這個罪惡的發展就是這樣
[00:14:54.400 --> 00:14:55.400]  就是這樣
[00:14:55.400 --> 00:14:58.400]  原來是在那個糖包子裡面的
[00:14:58.400 --> 00:15:00.400]  受限制的
[00:15:00.400 --> 00:15:02.400]  慢慢慢慢就流出來
[00:15:02.400 --> 00:15:03.400]  流出來發展發展
[00:15:03.400 --> 00:15:07.400]  弄到我們全身都受了罪惡的影響
[00:15:07.400 --> 00:15:09.400]  社會的罪惡的發展都是這樣
[00:15:09.400 --> 00:15:11.400]  是不是原來一點點的惡
[00:15:11.400 --> 00:15:12.400]  後來越來越複雜
[00:15:12.400 --> 00:15:15.400]  越來越的普遍
[00:15:15.400 --> 00:15:17.400]  人類落在罪惡裡面
[00:15:17.400 --> 00:15:19.400]  就是這樣
[00:15:19.400 --> 00:15:21.400]  我記得我在神學院裡面的時候
[00:15:21.400 --> 00:15:22.400]  跟一些同學討論
[00:15:22.400 --> 00:15:25.400]  中國人的思想
[00:15:25.400 --> 00:15:27.400]  性善性惡到底是怎麼樣
[00:15:27.400 --> 00:15:29.400]  孟子講性善
[00:15:29.400 --> 00:15:30.400]  荀子講性惡
[00:15:30.400 --> 00:15:33.400]  到底性善對還是性惡對
[00:15:33.400 --> 00:15:37.400]  基督教剛好把性善性惡都包裹在裡
[00:15:37.400 --> 00:15:42.400]  神最初創造人是善的
[00:15:42.400 --> 00:15:44.400]  我們在神學裡把它叫做
[00:15:44.400 --> 00:15:46.400]  The original righteousness
[00:15:46.400 --> 00:15:48.400]  原義
[00:15:48.400 --> 00:15:49.400]  原來的義
[00:15:49.400 --> 00:15:51.400]  這是人性最初這樣
[00:15:51.400 --> 00:15:53.400]  但是後來人性墮落了
[00:15:53.400 --> 00:15:54.400]  墮落以後
[00:15:54.400 --> 00:15:58.400]  就有了一個罪的根性在裡頭
[00:15:58.400 --> 00:16:02.400]  所以人天性裡面一個罪的傾向
[00:16:02.400 --> 00:16:05.400]  Tendency towards sin
[00:16:05.400 --> 00:16:08.400]  這個Natural tendency towards sin
[00:16:08.400 --> 00:16:10.400]  是我們的天性的一部分
[00:16:10.400 --> 00:16:13.400]  那麼既然我們說天性是善的
[00:16:13.400 --> 00:16:14.400]  現在又說這個惡
[00:16:14.400 --> 00:16:17.400]  又是列根性是根在我們裡面
[00:16:17.400 --> 00:16:18.400]  又是本性
[00:16:18.400 --> 00:16:19.400]  這不是矛盾了嗎
[00:16:19.400 --> 00:16:21.400]  不矛盾
[00:16:21.400 --> 00:16:22.400]  聖經告訴我們
[00:16:22.400 --> 00:16:25.400]  最初神創造人是照著他的形象
[00:16:25.400 --> 00:16:27.400]  正照著神的形象
[00:16:27.400 --> 00:16:29.400]  神的形象是什麼呢
[00:16:29.400 --> 00:16:30.400]  兩方面
[00:16:30.400 --> 00:16:33.400]  第一是他的德性的形象
[00:16:33.400 --> 00:16:35.400]  他的Moral image
[00:16:35.400 --> 00:16:36.400]  他的真理
[00:16:36.400 --> 00:16:37.400]  仁義
[00:16:37.400 --> 00:16:38.400]  聖潔慈愛
[00:16:38.400 --> 00:16:42.400]  這些都是他的Moral image
[00:16:42.400 --> 00:16:45.400]  但是另外還有他的Structural image
[00:16:45.400 --> 00:16:47.400]  他是有理智
[00:16:47.400 --> 00:16:48.400]  有意志
[00:16:48.400 --> 00:16:49.400]  有感情
[00:16:49.400 --> 00:16:50.400]  他有主權
[00:16:50.400 --> 00:16:52.400]  他有創造性等等的
[00:16:52.400 --> 00:16:54.400]  那麼這是神的形象
[00:16:54.400 --> 00:16:57.400]  他按照他的形象創造人
[00:16:57.400 --> 00:16:59.400]  所以人原來是善的
[00:16:59.400 --> 00:17:00.400]  是美的
[00:17:00.400 --> 00:17:01.400]  是好的
[00:17:01.400 --> 00:17:07.400]  不過人自由的意志的錯誤的運用
[00:17:07.400 --> 00:17:09.400]  就產生了惡
[00:17:09.400 --> 00:17:11.400]  上帝創造人
[00:17:11.400 --> 00:17:13.400]  給人自由意志
[00:17:13.400 --> 00:17:15.400]  如果人沒有自由意志
[00:17:15.400 --> 00:17:17.400]  就成了一個傀儡
[00:17:17.400 --> 00:17:20.400]  成了一個Puppet show
[00:17:20.400 --> 00:17:22.400]  一個人手
[00:17:22.400 --> 00:17:24.400]  那些小人在那裡
[00:17:24.400 --> 00:17:27.400]  都是這個人來指揮這些小人做什麼
[00:17:27.400 --> 00:17:28.400]  什麼的動作
[00:17:28.400 --> 00:17:30.400]  那是傀儡
[00:17:30.400 --> 00:17:32.400]  如果我們沒有自由意志
[00:17:32.400 --> 00:17:33.400]  我們都是傀儡
[00:17:33.400 --> 00:17:34.400]  傀儡沒有價值
[00:17:34.400 --> 00:17:35.400]  沒有意義
[00:17:35.400 --> 00:17:36.400]  上帝創造人
[00:17:36.400 --> 00:17:38.400]  不要創造傀儡
[00:17:38.400 --> 00:17:41.400]  他要創造自由意志的人
[00:17:41.400 --> 00:17:44.400]  因為人有了這個自由意志
[00:17:44.400 --> 00:17:46.400]  所以他才是高貴的人
