
[00:00:00.000 --> 00:00:04.200]  我們今天繼續思想有關使命教會的一方面的真理
[00:02:36.000 --> 00:02:38.400]  自己的處境在哪裡
[00:02:38.400 --> 00:02:39.800]  沒有辦法
[00:02:39.800 --> 00:02:42.600]  在那個時候他們所能夠做的
[00:02:42.600 --> 00:02:44.800]  或者說最重要可以做的
[00:02:44.800 --> 00:02:49.800]  就是在驕途打直線電話
[00:02:49.800 --> 00:02:51.200]  同心在雪地兩面
[00:02:51.200 --> 00:02:52.200]  夫婦就祈禱
[00:02:52.200 --> 00:02:54.600]  「神恩,我們沒有其他的幫助」
[00:02:54.600 --> 00:02:57.200]  「如果你不救我們,我們沒有辦法」
[00:02:57.200 --> 00:02:59.200]  就向神同心禱告
[00:02:59.200 --> 00:03:00.400]  很奇妙的,很短的時間
[00:03:00.400 --> 00:03:02.600]  就有一輛拖拉車經過
[00:03:02.600 --> 00:03:07.000]  在公路幫助拖壞車的拖拉車
[00:03:07.000 --> 00:03:10.200]  司機在座位停下車子看出來
[00:03:10.200 --> 00:03:12.200]  「需要幫忙嗎?」
[00:03:12.200 --> 00:03:13.600]  「當然要」
[00:03:13.600 --> 00:03:14.800]  夫婦很高興
[00:03:14.800 --> 00:03:18.000]  拖拉車幫助車子拖平
[00:03:18.000 --> 00:03:19.800]  竟然發動了車子
[00:03:19.800 --> 00:03:22.000]  他們就繼續上路
[00:03:22.000 --> 00:03:24.600]  他們心中充滿著快樂
[00:03:24.600 --> 00:03:27.200]  感謝神聽我們祈禱
[00:03:27.200 --> 00:03:27.800]  過了兩天
[00:03:27.800 --> 00:03:30.000]  有一位很相熟的姐妹打電話給他們
[00:03:30.000 --> 00:03:33.000]  就問他們前天在哪個時間
[00:03:33.000 --> 00:03:35.200]  你們發生什麼事
[00:03:35.200 --> 00:03:36.400]  這對夫婦就問
[00:03:36.400 --> 00:03:38.200]  「你怎麼知道?」
[00:03:38.200 --> 00:03:42.600]  「當時我心中有很大的激動」
[00:03:42.600 --> 00:03:45.600]  「一種負擔,要為你們祈禱」
[00:03:45.600 --> 00:03:47.200]  「好像發生了什麼事」
[00:03:47.200 --> 00:03:48.800]  「當時我在停車場」
[00:03:48.800 --> 00:03:51.000]  「都不理會了,就跪在地上」
[00:03:51.000 --> 00:03:53.200]  「為你們祈禱」
[00:03:53.200 --> 00:03:56.000]  「發生什麼事?」
[00:03:56.000 --> 00:03:57.400]  他們當時就知道
[00:03:57.400 --> 00:03:59.200]  不單神聽他們祈禱
[00:03:59.200 --> 00:04:01.400]  神也感動其他人
[00:04:01.400 --> 00:04:03.000]  來為他們祈禱
[00:04:03.000 --> 00:04:05.200]  而帶給他們拯救
[00:04:05.200 --> 00:04:07.800]  帶給他們救援
[00:04:07.800 --> 00:04:11.800]  當我聽到這對夫婦講述的見證的時候
[00:04:11.800 --> 00:04:13.600]  我心就想
[00:04:13.600 --> 00:04:17.200]  是一種什麼樣的關係呢?
[00:04:17.200 --> 00:04:20.200]  人可以向神直接的呼求
[00:04:20.200 --> 00:04:22.600]  神聽人的禱告
[00:04:22.600 --> 00:04:25.800]  也都感動其他的教徒
[00:04:25.800 --> 00:04:28.400]  為這對夫婦祈禱
[00:04:28.400 --> 00:04:32.400]  而產生一種生命的互相關懷
[00:04:32.400 --> 00:04:35.800]  是一種什麼樣的關係?
[00:04:35.800 --> 00:04:38.000]  大家很多時候聽到聖經裡面
[00:04:38.000 --> 00:04:40.200]  方書主耶穌對門徒說
[00:04:40.200 --> 00:04:43.000]  「我就是生命的糧」
[00:04:43.000 --> 00:04:44.200]  然後又說
[00:04:44.200 --> 00:04:48.000]  「我的肉是可以吃的」
[00:04:48.000 --> 00:04:49.800]  「我的血是可以喝的」
[00:04:49.800 --> 00:04:51.800]  嘩,很嚇人
[00:04:51.800 --> 00:04:56.000]  怎樣吃肉吃血?
[00:04:56.000 --> 00:04:57.000]  主耶穌當然所說的
[00:04:57.000 --> 00:04:59.200]  是從一個屬靈的角度說到
[00:04:59.200 --> 00:05:01.200]  祂的血和肉
[00:05:01.200 --> 00:05:04.400]  代表著祂的代屬、祂的救贖
[00:05:04.400 --> 00:05:06.400]  當我們領受主耶穌的時候
[00:05:06.400 --> 00:05:10.200]  也都領受了祂的生命的代屬
[00:05:10.200 --> 00:05:11.200]  但你想想
[00:05:11.200 --> 00:05:14.400]  當主耶穌用一個象徵來表達的時候
[00:05:14.400 --> 00:05:17.200]  是有更加深入的含義在說
[00:05:17.200 --> 00:05:20.800]  祂的生命進入了我們的生命
[00:05:20.800 --> 00:05:22.800]  我們吃了祂的肉
[00:05:22.800 --> 00:05:26.200]  喝了祂的血
[00:05:26.200 --> 00:05:27.600]  當我們領受了救贖之後
[00:05:27.600 --> 00:05:28.800]  這位天地的上帝
[00:05:28.800 --> 00:05:34.800]  竟然與我們的生命奇妙地聯合了一起
[00:05:34.800 --> 00:05:35.400]  各位弟兄姊妹
[00:05:35.400 --> 00:05:36.200]  我怎樣說
[00:05:36.200 --> 00:05:39.200]  我相信我都不能夠說得最清楚
[00:05:39.200 --> 00:05:40.000]  但你體會到
[00:05:40.000 --> 00:05:44.000]  聖經將一個重要的真理啟示給我們知道
[00:05:44.000 --> 00:05:46.400]  我們中國人說天人合一
[00:05:46.400 --> 00:05:49.000]  我們覺得是一些天方夜譚
[00:05:49.000 --> 00:05:50.800]  但聖經就這樣說
[00:05:50.800 --> 00:05:55.200]  上帝與祂的子民聯合
[00:05:55.200 --> 00:05:59.000]  而產生一種奇妙的生命關係
[00:05:59.000 --> 00:06:01.000]  而今天我們看《約翰一書》
[00:06:01.000 --> 00:06:04.000]  就是思想到聖經怎樣描述這種關係
[00:06:04.000 --> 00:06:06.800]  而我們怎樣保存這種關係
[00:06:06.800 --> 00:06:08.000]  大家打開聖經
[00:06:08.000 --> 00:06:12.000]  《約翰一書》第一章的經文
[00:06:12.000 --> 00:06:17.000]  首先我們思想的就是
[00:06:17.000 --> 00:06:19.400]  聖經描述我們與神與人
[00:06:19.400 --> 00:06:23.800]  有一種心靈相通的團契關係
[00:06:23.800 --> 00:06:25.800]  在第一節開始說
[00:06:25.800 --> 00:06:30.200]  「論到太初就已經存在的生命之道
[00:06:30.200 --> 00:06:32.000]  就是我們所聽見
[00:06:32.000 --> 00:06:33.400]  親眼所看見
[00:06:33.400 --> 00:06:34.600]  仔細觀察過
[00:06:34.600 --> 00:06:37.400]  親手摸過的」
[00:06:37.400 --> 00:06:38.600]  聖經提到就是
[00:06:38.600 --> 00:06:43.200]  在太初就是萬物被造的當時
[00:06:43.200 --> 00:06:44.800]  在太初的時候
[00:06:44.800 --> 00:06:47.600]  已經存在了生命之道
[00:06:47.600 --> 00:06:50.000]  這個存在是經文的內容
[00:06:50.000 --> 00:06:52.000]  是一個過去的時式
[00:06:52.000 --> 00:06:53.600]  在整個世界被造的時候
[00:06:53.600 --> 00:06:57.200]  這位的生命之道已經存在
[00:06:57.200 --> 00:07:00.200]  因為祂是永恆地存在的
[00:07:00.200 --> 00:07:03.000]  而當我們領受了生命之道之後
[00:07:03.000 --> 00:07:06.600]  生命就出現了奇妙的改變
[00:07:06.600 --> 00:07:07.400]  在第二節說
[00:07:07.400 --> 00:07:10.800]  「這生命已經顯現出來」
[00:07:10.800 --> 00:07:12.600]  不單止永恆地存在
[00:07:12.600 --> 00:07:15.600]  祂在歷史當中向我們顯現
[00:07:15.600 --> 00:07:16.600]  讓我們認識祂
[00:07:16.600 --> 00:07:17.600]  因此試圖說
[00:07:17.600 --> 00:07:20.000]  我們親眼見過祂
[00:07:20.000 --> 00:07:22.000]  仔細觀察過祂
[00:07:22.000 --> 00:07:24.600]  親手摸過祂
[00:07:24.600 --> 00:07:25.600]  大家記不記得
[00:07:25.600 --> 00:07:28.800]  那些門徒什麼時候摸過耶穌
[00:07:28.800 --> 00:07:30.200]  很多次都摸過
[00:07:30.200 --> 00:07:31.200]  但最明顯的
[00:07:31.200 --> 00:07:32.800]  聖經所記載的就是
[00:07:32.800 --> 00:07:33.800]  耶穌復活的時候
[00:07:33.800 --> 00:07:35.200]  去到他們當中
[00:07:35.200 --> 00:07:37.000]  他們很害怕
[00:07:37.000 --> 00:07:38.400]  當時主耶穌說
[00:07:38.400 --> 00:07:39.800]  「你們不用怕
[00:07:39.800 --> 00:07:43.200]  你們摸摸我的手、我的腳
[00:07:43.200 --> 00:07:45.600]  靈魂是沒有骨沒有肉的
[00:07:45.600 --> 00:07:46.800]  但你們看看
[00:07:46.800 --> 00:07:51.400]  你們摸摸是有的」
[00:07:51.400 --> 00:07:54.200]  因為主耶穌讓人觸摸祂
[00:07:54.200 --> 00:07:56.000]  不單止在在生的時候
[00:07:56.000 --> 00:07:57.600]  在祂復活之後
[00:07:57.600 --> 00:08:01.200]  同樣讓試圖來觸摸
[00:08:01.200 --> 00:08:02.600]  因此他們很深刻體會到
[00:08:02.600 --> 00:08:05.000]  這是生命之道
[00:08:05.000 --> 00:08:08.400]  而他們將生命之道傳述出來
[00:08:08.400 --> 00:08:10.200]  讓我們都能夠明白
[00:08:10.200 --> 00:08:13.200]  和領受生命之道
[00:08:13.200 --> 00:08:16.600]  我們再看第二節
[00:08:16.600 --> 00:08:17.600]  下面再說
[00:08:17.600 --> 00:08:19.400]  「並且」中間那一句
[00:08:19.400 --> 00:08:21.600]  「並且向你們宣揚
[00:08:21.600 --> 00:08:25.200]  這本來與父同在
[00:08:25.200 --> 00:08:31.200]  又向我們顯現過的永遠的生命」
[00:08:31.200 --> 00:08:33.800]  你記得《約翰福音》一章一節
[00:08:33.800 --> 00:08:35.800]  「太初有道」
[00:08:35.800 --> 00:08:37.000]  然後呢
[00:08:37.000 --> 00:08:39.800]  「道與神同在」
[00:08:39.800 --> 00:08:41.200]  這裡重複說到
[00:08:41.200 --> 00:08:44.200]  在太初的時候
[00:08:44.200 --> 00:08:48.400]  生命之道已經與神同在
[00:08:48.400 --> 00:08:50.200]  「永恆地與神同在」
[00:08:50.200 --> 00:08:52.400]  因為祂就是神
[00:08:52.400 --> 00:08:53.400]  而在當中
[00:08:53.400 --> 00:08:54.600]  聖經就說到
[00:08:54.600 --> 00:08:56.600]  祂們在歷史當中
[00:08:56.600 --> 00:09:00.400]  透過主耶穌向我們顯現出來
[00:09:00.400 --> 00:09:02.400]  當我們領受了這個真道
[00:09:02.400 --> 00:09:04.800]  經歷了祂的真實
[00:09:04.800 --> 00:09:06.800]  我們在日常生活當中
[00:09:06.800 --> 00:09:09.400]  我們都體驗過主耶穌的真實
[00:09:09.400 --> 00:09:13.400]  禱告的時候經歷了我們怎樣蒙英運
[00:09:13.400 --> 00:09:15.600]  在困難當中經歷祂的安慰
[00:09:15.600 --> 00:09:19.400]  好像稍微去摸到耶穌
[00:09:19.400 --> 00:09:22.600]  然後你發覺第三節就說了
[00:09:22.600 --> 00:09:27.000]  「我們把所看見所聽見的向你們宣揚」
[00:09:27.000 --> 00:09:32.000]  目的是「使你們也可與我們心靈相通」
[00:09:32.000 --> 00:09:35.200]  原來當我們領受了福音真理之後
[00:09:35.200 --> 00:09:36.600]  與其他的信徒
[00:09:36.600 --> 00:09:38.200]  突然間心靈都建立了一種
[00:09:38.200 --> 00:09:41.000]  心靈相通的關係
[00:09:41.000 --> 00:09:41.800]  心靈相通
[00:09:41.800 --> 00:09:44.600]  畫本用什麼字眼呢
[00:09:44.600 --> 00:09:46.200]  相交
[00:09:46.200 --> 00:09:49.200]  有些英文聖經翻譯為Fellowship
[00:09:49.200 --> 00:09:54.600]  一種生命的關係就連接在一起
[00:09:54.600 --> 00:09:57.200]  你發覺不單止你與神建立關係
[00:09:57.200 --> 00:09:58.400]  與你身邊的弟兄姊妹
[00:09:58.400 --> 00:10:01.800]  都建立了一種生命的關係
[00:10:01.800 --> 00:10:04.200]  我記得一次在澳洲
[00:10:04.200 --> 00:10:05.000]  遇到一位弟兄
[00:10:05.000 --> 00:10:08.000]  他知道我是香港北角宣道會的牧師
[00:10:08.000 --> 00:10:10.200]  他就很開心地跟我聊天
[00:10:10.200 --> 00:10:11.600]  一直握手
[00:10:11.600 --> 00:10:14.200]  「很感謝你們早年派遣宣教士」
[00:10:14.200 --> 00:10:16.800]  「去到墨爾本傳福音」
[00:10:16.800 --> 00:10:18.200]  「我當時信耶穌」
[00:10:18.200 --> 00:10:21.600]  「現在我在教會當中一直追求」
[00:10:21.600 --> 00:10:23.600]  很開心地和我說
[00:10:23.600 --> 00:10:26.800]  他們怎樣感謝我們
[00:10:26.800 --> 00:10:28.800]  突然間我覺得很奇怪
[00:10:28.800 --> 00:10:30.800]  我都不認識他們
[00:10:30.800 --> 00:10:33.000]  他們很熱情地跟我握手
[00:10:33.000 --> 00:10:34.400]  素未謀面的人
[00:10:34.400 --> 00:10:39.400]  突然間感覺好像與我很有關係
[00:10:39.400 --> 00:10:43.000]  原因是因為我們有共同的生命
[00:10:43.000 --> 00:10:46.600]  再加上一種信仰的歷程
[00:10:46.600 --> 00:10:49.200]  好像因為我們差派宣教士
[00:10:49.200 --> 00:10:52.200]  而他們能夠得到福氣
[00:10:52.200 --> 00:10:53.400]  在上兩個星期
[00:10:53.400 --> 00:10:54.800]  我去到一個團體
[00:10:54.800 --> 00:10:56.400]  香港一個專業團體
[00:10:56.400 --> 00:10:59.000]  一班基督徒成立他們的福音團體
[00:10:59.000 --> 00:11:00.600]  他們工程界一班基督徒
[00:11:00.600 --> 00:11:03.000]  就組織在一起成立團體
[00:11:03.000 --> 00:11:05.200]  我去到見到一位弟兄聊天的時候
[00:11:05.200 --> 00:11:06.400]  另一位姊妹走過來
[00:11:06.400 --> 00:11:07.600]  想跟我聊天
[00:11:07.600 --> 00:11:09.000]  她看見弟兄
[00:11:09.000 --> 00:11:10.000]  她就大聲說
[00:11:10.000 --> 00:11:12.800]  「咦?你也是基督徒?」
[00:11:12.800 --> 00:11:16.000]  他們在工作場合見過面
[00:11:16.000 --> 00:11:16.800]  大家開過會
[00:11:16.800 --> 00:11:18.800]  但不知道大家是基督徒
[00:11:18.800 --> 00:11:19.800]  跟著他們好好聊
[00:11:19.800 --> 00:11:21.800]  就聊了很多事情
[00:11:21.800 --> 00:11:23.600]  雖然好像不認識
[00:11:23.600 --> 00:11:25.600]  但知道是弟兄姊妹
[00:11:25.600 --> 00:11:28.200]  因此有一種好像生命的關係
[00:11:28.200 --> 00:11:29.600]  突然間明白了
[00:11:29.600 --> 00:11:31.800]  突然間建立起來
[00:11:31.800 --> 00:11:34.200]  當我們看回聖經的時候
[00:11:34.200 --> 00:11:35.600]  聖經就這樣描述
[00:11:35.600 --> 00:11:38.600]  我們的生命在主耶穌裡面
[00:11:38.600 --> 00:11:41.000]  無論你覺得祂熟悉不熟悉
[00:11:41.000 --> 00:11:45.400]  的確已經有一種實際的生命的連合
[00:11:45.400 --> 00:11:46.400]  或者我們看看
[00:11:46.400 --> 00:11:48.400]  《約翰福音》前面的經文
[00:11:48.400 --> 00:11:52.000]  《約翰福音》第十七章另一處的經文
[00:11:52.000 --> 00:12:02.000]  《約翰福音》第十七章第二十節
[00:12:07.000 --> 00:12:09.200]  當時主耶穌祂將快離世
[00:12:09.200 --> 00:12:11.200]  為門徒祈禱
[00:12:11.200 --> 00:12:13.600]  在《約翰福音》第十七章第二十節
[00:12:13.600 --> 00:12:15.200]  當時耶穌就這樣說
[00:12:15.200 --> 00:12:42.200]  (《約翰福音》第二十章第二十節)
[00:12:42.200 --> 00:12:44.800]  或者你讀經文的時候覺得有點奇怪
[00:12:44.800 --> 00:12:47.600]  什麼在我裡面在你裡面呢?
[00:12:47.600 --> 00:12:50.000]  但是聖經就描寫一種情況
[00:12:50.000 --> 00:12:53.600]  就是當我們一群熟神的人
[00:12:53.600 --> 00:12:55.600]  在主裡面是合一的
[00:12:55.600 --> 00:12:58.400]  也因此讓基督在我們裡面
[00:12:58.400 --> 00:13:00.000]  聖父、聖子、聖靈
[00:13:00.000 --> 00:13:03.200]  與我們有一種生命的合一
[00:13:03.200 --> 00:13:06.400]  因此當我們真正去活出這種合一的時候
[00:13:06.400 --> 00:13:09.600]  這個世界就知道耶穌基督是真神
[00:13:09.600 --> 00:13:12.800]  是從神而來的救主
[00:13:12.800 --> 00:13:18.800]  我們回到《約翰一書》經文
[00:13:18.800 --> 00:13:21.600]  沒錯,聖經描述一種生命的關係
[00:13:21.600 --> 00:13:23.800]  但是如何能夠去保持
[00:13:23.800 --> 00:13:27.000]  或者說,經過這種關係呢?
[00:13:27.000 --> 00:13:29.800]  在下面的經文就有提及到
[00:13:29.800 --> 00:13:31.200]  但是在提及經文之前
[00:13:31.200 --> 00:13:34.200]  我想分享多一點就是
[00:13:34.200 --> 00:13:36.200]  當我們提到這種關係的時候
[00:13:36.200 --> 00:13:37.800]  其實也很清楚知道
[00:13:37.800 --> 00:13:40.200]  教會也有很多問題
[00:13:40.200 --> 00:13:41.600]  我們剛才唱的詩歌
[00:13:41.600 --> 00:13:42.800]  我們就說
[00:13:42.800 --> 00:13:49.800]  主也求你憐憫教會的軟弱和失敗
[00:13:49.800 --> 00:13:54.600]  我剛剛早前在內地培訓工作
[00:13:54.600 --> 00:13:56.000]  聽到他們跟我分享
[00:13:56.000 --> 00:13:58.800]  他們當地過去的一段歷史
[00:13:58.800 --> 00:14:01.600]  我聽完之後也覺得有點羞愧
[00:14:01.600 --> 00:14:03.600]  他們說他們當中有一間教會
[00:14:03.600 --> 00:14:05.800]  有坐地禮拜堂
[00:14:05.800 --> 00:14:07.600]  但是裡面有兩班弟兄姊妹
[00:14:07.600 --> 00:14:08.800]  大家有紛爭
[00:14:08.800 --> 00:14:11.200]  大家好像水火不容一樣
[00:14:11.200 --> 00:14:15.600]  因此不讓哪一班人在禮拜堂聚會
[00:14:15.600 --> 00:14:19.000]  不讓任何一組人佔領禮拜堂
[00:14:19.000 --> 00:14:21.200]  因此當有人在當中敬拜的時候
[00:14:21.200 --> 00:14:23.200]  他們就在當中吵吵鬧鬧
[00:14:23.200 --> 00:14:26.600]  最終這間禮拜堂就關門了
[00:14:26.600 --> 00:14:28.600]  大家都不進去
[00:14:28.600 --> 00:14:30.800]  但是他們在哪裡崇拜呢?
[00:14:30.800 --> 00:14:37.200]  有一組人就在禮拜堂的前院露天敬拜
[00:14:37.200 --> 00:14:42.000]  另一組人就在後院露天敬拜
[00:14:42.000 --> 00:14:45.000]  我聽到這也有的
[00:14:45.000 --> 00:14:46.600]  原來兩班人經常爭執
[00:14:46.600 --> 00:14:48.200]  周圍的鄰舍都知道
[00:14:48.200 --> 00:14:51.400]  哇 基督徒這麼多事幹
[00:14:51.400 --> 00:14:54.200]  我聽到覺得怎麼可能是這樣
[00:14:54.200 --> 00:14:57.200]  但這是歷史當中的事實
[00:14:57.200 --> 00:15:01.600]  後來竟然是勞動政府幫他們調停
[00:15:01.600 --> 00:15:05.000]  現在暫時安定了
[00:15:05.000 --> 00:15:08.000]  我去到北美的一個城市
[00:15:08.000 --> 00:15:09.400]  看到他們很多懷仁教會
[00:15:09.400 --> 00:15:11.000]  我就很讚賞他們
[00:15:11.000 --> 00:15:13.000]  你們真的很願意傳福音
[00:15:13.000 --> 00:15:15.000]  一直在直課
[00:15:15.000 --> 00:15:17.800]  有位牧師笑笑口走過來跟我說
[00:15:17.800 --> 00:15:21.400]  施牧師 你不知道了
[00:15:21.400 --> 00:15:23.200]  他跟著英文說
[00:15:23.200 --> 00:15:28.200]  我們的教會是分裂的
[00:15:28.200 --> 00:15:29.600]  我們是因為分裂
[00:15:29.600 --> 00:15:33.800]  所以才有這麼多教會走出來
[00:15:33.800 --> 00:15:35.200]  當然這些事情
[00:15:35.200 --> 00:15:37.200]  當你心中再想的時候
[00:15:37.200 --> 00:15:39.200]  會覺得很難過
[00:15:39.200 --> 00:15:41.200]  基督徒為什麼會這樣
[00:15:41.200 --> 00:15:44.800]  甚至你身邊也有一些基督徒同事朋友
[00:15:44.800 --> 00:15:46.600]  有些時候你會覺得
[00:15:46.600 --> 00:15:49.200]  為什麼他們會這樣生活
[00:15:49.200 --> 00:15:51.200]  甚至微信者告訴你
[00:15:51.200 --> 00:15:55.200]  看到他 你不要叫我信耶穌
[00:15:55.200 --> 00:15:57.200]  他跟別人有什麼分別
[00:15:57.200 --> 00:15:59.200]  我信了耶穌之後
[00:15:59.200 --> 00:16:02.800]  對我有什麼分別 有什麼影響
[00:16:02.800 --> 00:16:04.800]  當你小心看回這些事情的時候
[00:16:04.800 --> 00:16:07.400]  你會明白聖經裡面講述的情況
[00:16:07.400 --> 00:16:11.400]  的確教會今天有軟弱
[00:16:11.400 --> 00:16:12.800]  但正因為這樣
[00:16:12.800 --> 00:16:15.200]  這個世界不需要多一個
[00:16:15.200 --> 00:16:18.400]  在黑暗當中的基督徒
[00:16:18.400 --> 00:16:22.800]  不需要多一間在紛爭當中的教會
[00:16:22.800 --> 00:16:24.200]  我們說使命教會
[00:16:24.200 --> 00:16:25.400]  不單單說我們一起
[00:16:25.400 --> 00:16:26.800]  作主耶穌的見證
[00:16:26.800 --> 00:16:29.800]  一起承擔神給我們的使命
[00:16:29.800 --> 00:16:32.200]  同樣在教會裡面
[00:16:32.200 --> 00:16:34.200]  我們有一個堅持
[00:16:34.200 --> 00:16:35.200]  這個堅持就是
[00:16:35.200 --> 00:16:37.000]  無論什麼事情
[00:16:37.000 --> 00:16:40.800]  堅守自己在光明當中
[00:16:40.800 --> 00:16:41.600]  無論怎麼樣
[00:16:41.600 --> 00:16:44.600]  就算教會受到一些不公義的對待逼迫
[00:16:44.600 --> 00:16:49.800]  教會堅守在良善和光明當中
[00:16:49.800 --> 00:16:51.600]  因此使命教會
[00:16:51.600 --> 00:16:54.000]  就是一個透過生命關係
[00:16:54.000 --> 00:16:56.600]  見證神的教會
[00:16:56.600 --> 00:16:57.600]  當然不是我們
[00:16:57.600 --> 00:16:58.800]  我們也有軟弱
[00:16:58.800 --> 00:17:01.200]  但是神自己的恩惠
[00:17:01.200 --> 00:17:04.600]  要帶領他的教會這樣走
[00:17:04.600 --> 00:17:06.000]  如果你覺得有些時候
[00:17:06.000 --> 00:17:07.200]  見到一些不好的見證
[00:17:07.200 --> 00:17:08.800]  有些灰心的時候
[00:17:08.800 --> 00:17:11.200]  你要記得一句話
[00:17:11.200 --> 00:17:12.200]  聖經說
[00:17:12.200 --> 00:17:14.000]  神留下七千人
[00:17:14.000 --> 00:17:17.000]  未曾向巴黎屈膝
[00:17:17.000 --> 00:17:19.600]  仍有很多很多的弟兄姊妹和教會
[00:17:19.600 --> 00:17:22.200]  今天很堅定地見證神
[00:17:22.200 --> 00:17:24.600]  而他們當你小心看的時候
[00:17:24.600 --> 00:17:27.200]  成為了我們的激勵
[00:17:27.200 --> 00:17:28.400]  聖經就這樣說
[00:17:28.400 --> 00:17:30.200]  我們有一種關係
[00:17:30.200 --> 00:17:34.800]  同樣在接著的第一章第五節
[00:17:34.800 --> 00:17:37.600]  我請大家一起讀出第五節
[00:17:37.600 --> 00:17:39.200]  神是光
[00:17:39.200 --> 00:17:42.000]  在他裡面毫無黑暗
[00:17:42.000 --> 00:17:45.600]  這就是我們從他那裡聽見
[00:17:45.600 --> 00:17:48.800]  現在傳給你們的訊息
[00:17:48.800 --> 00:17:50.000]  我們的訊息
[00:17:50.000 --> 00:17:51.200]  科音的訊息就是
[00:17:51.200 --> 00:17:53.000]  神是光
[00:17:53.000 --> 00:17:55.600]  聖經很少直接說到神是什麼
[00:17:55.600 --> 00:17:58.800]  有提到神是愛
[00:17:58.800 --> 00:18:00.600]  神是光
[00:18:00.600 --> 00:18:04.200]  他的本性是完全的光明
[00:18:04.200 --> 00:18:06.400]  在他裡面毫無黑暗
[00:18:06.400 --> 00:18:08.800]  毫無絲毫的詭詐
[00:18:08.800 --> 00:18:12.000]  丁點的欺騙
[00:18:12.000 --> 00:18:15.200]  不宜是沒有
[00:18:15.200 --> 00:18:17.200]  這位上帝他在光明當中
[00:18:17.200 --> 00:18:19.000]  他與我們聯合
[00:18:19.000 --> 00:18:20.800]  因此你和我與他聯合的時候
[00:18:20.800 --> 00:18:23.800]  我們怎麼可以在黑暗裡面呢
[00:18:23.800 --> 00:18:26.000]  因此你看第六節就說
[00:18:26.000 --> 00:18:29.400]  我們若說自己與他心靈相通
[00:18:29.400 --> 00:18:31.400]  卻行在黑暗裡
[00:18:31.400 --> 00:18:35.600]  就是說謊話不實行真理了
[00:18:35.600 --> 00:18:37.000]  這裡所說的黑暗
[00:18:37.000 --> 00:18:39.800]  是說持續在黑暗裡面
[00:18:39.800 --> 00:18:40.200]  沒錯
[00:18:40.200 --> 00:18:42.000]  有時候我們軟弱跌倒
[00:18:42.000 --> 00:18:44.200]  但是何時我們願意回到神的面前
