
[00:00:00.000 --> 00:00:06.560]  我講這個題目,我都多謝我們有同工幫手將powerpoint打出來
[00:11:48.840 --> 00:11:50.840]  是很簡單的動力,是同時並存的
[00:11:50.840 --> 00:11:53.840]  光看這段經文就能看得清楚
[00:11:53.840 --> 00:11:57.840]  所以舊約時代的神既是慈愛的神,又是公義的神
[00:11:57.840 --> 00:12:03.840]  詩篇103篇,第6到第17節是最清楚的例子
[00:12:03.840 --> 00:12:07.840]  所以我看完之後就會覺得
[00:12:07.840 --> 00:12:09.840]  為什麼這樣也能理解錯誤呢?
[00:12:09.840 --> 00:12:13.840]  然後再看看新約的希伯來書一章9節
[00:12:13.840 --> 00:12:18.840]  你喜愛公義,恨惡罪惡,所以神就是你的神
[00:12:18.840 --> 00:12:22.840]  用喜樂由高利,勝過高利的同伴
[00:12:22.840 --> 00:12:26.840]  舊約聖經這樣說,新約就承繼這樣說
[00:12:26.840 --> 00:12:30.840]  我們的神一直都是喜愛公義,恨惡罪惡
[00:12:30.840 --> 00:12:34.840]  新約聖經常常說神是慈愛的神
[00:12:34.840 --> 00:12:36.840]  但是請大家注意
[00:12:36.840 --> 00:12:42.840]  這位慈愛的神是很喜愛公義,恨惡罪惡
[00:12:42.840 --> 00:12:48.840]  我們應該這樣連貫地看舊約和新約
[00:12:48.840 --> 00:12:51.840]  因此新約時代的神也是一樣
[00:12:51.840 --> 00:12:53.840]  又是慈愛又是公義的神
[00:12:53.840 --> 00:12:56.840]  因為神既然是慈愛又是公義的神
[00:12:56.840 --> 00:13:00.840]  神對我們的要求也是既慈愛又公義
[00:13:00.840 --> 00:13:03.840]  祂要求我們也是要這樣做人
[00:13:03.840 --> 00:13:06.840]  有一段經文大家都很熟悉的
[00:13:06.840 --> 00:13:09.840]  哥林多前書13章4到8節
[00:13:09.840 --> 00:13:13.840]  講愛,你細心一點聽聽
[00:13:13.840 --> 00:13:16.840]  愛是恆久忍耐,又有恩慈
[00:13:16.840 --> 00:13:21.840]  愛是不疾度,愛是不自誇,不張狂,不作害羞的事
[00:13:21.840 --> 00:13:24.840]  不求自己的益處,不輕易發牢
[00:13:24.840 --> 00:13:29.840]  不計算人的惡,不喜歡不義
[00:13:29.840 --> 00:13:32.840]  這一句,不要走漏
[00:13:32.840 --> 00:13:34.840]  只喜歡真理
[00:13:34.840 --> 00:13:36.840]  請大家真的注意
[00:13:36.840 --> 00:13:38.840]  哥林多前書13章第6節
[00:13:38.840 --> 00:13:42.840]  不喜歡不義,只喜歡真理
[00:13:42.840 --> 00:13:44.840]  心中有愛的人
[00:13:44.840 --> 00:13:47.840]  他是不喜歡不義的
[00:13:47.840 --> 00:13:50.840]  他是只喜歡真理的
[00:13:50.840 --> 00:13:52.840]  這是很重要的事
[00:13:52.840 --> 00:13:55.840]  我們要記住
[00:13:55.840 --> 00:13:57.840]  心中有愛的人
[00:13:57.840 --> 00:14:00.840]  他是不喜歡不義的
[00:14:00.840 --> 00:14:03.840]  只喜歡真理的
[00:14:03.840 --> 00:14:06.840]  所以心中有愛的人
[00:14:06.840 --> 00:14:09.840]  他是喜歡公義和真理的
[00:14:09.840 --> 00:14:11.840]  基督教倫理
[00:14:11.840 --> 00:14:14.840]  他也是以慈愛和公義
[00:14:14.840 --> 00:14:16.840]  作為一個核心價值
[00:14:16.840 --> 00:14:18.840]  大家明白嗎?
[00:14:18.840 --> 00:14:20.840]  這是很重要的
[00:14:20.840 --> 00:14:23.840]  當我初信主的時候
[00:14:23.840 --> 00:14:28.840]  也是用簡單信心接受所聽見的說法的時候
[00:14:28.840 --> 00:14:31.840]  我是未必深入地去想
[00:14:31.840 --> 00:14:35.840]  既然那些牧者和基督徒都是這樣說
[00:14:35.840 --> 00:14:37.840]  我就接受吧
[00:14:37.840 --> 00:14:39.840]  我是這麼簡單
[00:14:39.840 --> 00:14:42.840]  當時我關心信仰的體驗
[00:14:42.840 --> 00:14:47.840]  總之說耶穌的福音是有造就性的
[00:14:47.840 --> 00:14:49.840]  總之凡是說神愛你的
[00:14:49.840 --> 00:14:51.840]  我全部都會照收的
[00:14:51.840 --> 00:14:52.840]  所有東西都入腦了
[00:14:52.840 --> 00:14:54.840]  但當我讀神學的時候
[00:14:54.840 --> 00:14:58.840]  我就發現事情不是這麼簡單
[00:14:58.840 --> 00:15:01.840]  我漸漸發覺有不同的宗派
[00:15:01.840 --> 00:15:03.840]  不同的神學流派
[00:15:03.840 --> 00:15:05.840]  我覺得每個宗派
[00:15:05.840 --> 00:15:08.840]  每個神學流派都有長處和短處
[00:15:08.840 --> 00:15:11.840]  我覺得是互相尊重
[00:15:11.840 --> 00:15:12.840]  兼修並蓄
[00:15:12.840 --> 00:15:16.840]  比互相供佛更有建設性
[00:15:16.840 --> 00:15:17.840]  可能你會說
[00:15:17.840 --> 00:15:18.840]  你在說這些
[00:15:18.840 --> 00:15:21.840]  你又是指出別人的錯
[00:15:21.840 --> 00:15:23.840]  你是不是覺得自己比別人更好
[00:15:23.840 --> 00:15:24.840]  你問這個問題
[00:15:24.840 --> 00:15:26.840]  如果有的話是很正常的
[00:15:26.840 --> 00:15:28.840]  我這樣回答
[00:15:28.840 --> 00:15:30.840]  我不會覺得自己的見解
[00:15:30.840 --> 00:15:31.840]  等同神的真理
[00:15:31.840 --> 00:15:33.840]  不可能
[00:15:33.840 --> 00:15:35.840]  不過是非常注重
[00:15:35.840 --> 00:15:36.840]  我自己的位份
[00:15:36.840 --> 00:15:38.840]  神對我的呼召
[00:15:38.840 --> 00:15:40.840]  所以我所說的
[00:15:40.840 --> 00:15:41.840]  我所寫的
[00:15:41.840 --> 00:15:42.840]  我所教的
[00:15:42.840 --> 00:15:45.840]  是必須經過客觀的考證
[00:15:45.840 --> 00:15:47.840]  多角度的思考
[00:15:47.840 --> 00:15:48.840]  分析、比較
[00:15:48.840 --> 00:15:50.840]  得出的結論
[00:15:50.840 --> 00:15:51.840]  這是必然的
[00:15:51.840 --> 00:15:56.840]  所以我們一定要知道
[00:15:56.840 --> 00:15:58.840]  我們說的話
[00:15:58.840 --> 00:16:00.840]  是不是你相信的
[00:16:00.840 --> 00:16:03.840]  是不是你貫徹生活實踐出來的
[00:16:03.840 --> 00:16:05.840]  如果不是
[00:16:05.840 --> 00:16:06.840]  你去到哪裡
[00:16:06.840 --> 00:16:08.840]  你都會很容易
[00:16:08.840 --> 00:16:12.840]  被人推翻你所說的話
[00:16:12.840 --> 00:16:14.840]  從此神學研究
[00:16:14.840 --> 00:16:16.840]  我是會播藍群書
[00:16:16.840 --> 00:16:18.840]  我真的很喜歡看書
[00:16:18.840 --> 00:16:20.840]  不過我想告訴大家
[00:16:20.840 --> 00:16:22.840]  我年輕的時候
[00:16:22.840 --> 00:16:24.840]  是沒有心機讀書的
[00:16:24.840 --> 00:16:26.840]  我最大的喜好
[00:16:26.840 --> 00:16:28.840]  就是在球場裡面踢球
[00:16:28.840 --> 00:16:30.840]  但我踢不到
[00:16:30.840 --> 00:16:32.840]  所以你可以想像
[00:16:32.840 --> 00:16:35.840]  一個在球場上活動的人
[00:16:35.840 --> 00:16:38.840]  最後竟然經常去看書
[00:16:38.840 --> 00:16:41.840]  其實這件事的改變是非常大的
[00:16:41.840 --> 00:16:43.840]  是大到我都不可以想像
[00:16:43.840 --> 00:16:44.840]  其實我也不明白
[00:16:44.840 --> 00:16:46.840]  我為什麼會變成今天的我
[00:16:46.840 --> 00:16:49.840]  如果你相信了耶穌之後
[00:16:49.840 --> 00:16:50.840]  可能你會發覺
[00:16:50.840 --> 00:16:53.840]  你有很大的改變
[00:16:53.840 --> 00:16:54.840]  如果不是相信耶穌
[00:16:54.840 --> 00:16:56.840]  你不會變成今天的你
[00:16:56.840 --> 00:16:57.840]  我就是這樣
[00:16:57.840 --> 00:16:59.840]  我自己現在變成
[00:16:59.840 --> 00:17:00.840]  很喜歡看書
[00:17:00.840 --> 00:17:01.840]  充實自己
[00:17:01.840 --> 00:17:02.840]  我又很喜歡看
[00:17:02.840 --> 00:17:04.840]  其他同道社的書
[00:17:04.840 --> 00:17:06.840]  其實我有一個毛病
[00:17:06.840 --> 00:17:07.840]  我不喜歡買衣服
[00:17:07.840 --> 00:17:09.840]  我喜歡去買書
[00:17:09.840 --> 00:17:11.840]  現在頭痛的地方
[00:17:11.840 --> 00:17:13.840]  就是退休之後
[00:17:13.840 --> 00:17:15.840]  書不知道要放在哪裡
[00:17:15.840 --> 00:17:16.840]  這是一個很大的問題
[00:17:16.840 --> 00:17:18.840]  買來買去不知道怎麼辦
[00:17:18.840 --> 00:17:21.840]  我盡量去了解
[00:17:21.840 --> 00:17:24.840]  其他信徒在信仰上的疑問
[00:17:24.840 --> 00:17:26.840]  我自己會覺得
[00:17:26.840 --> 00:17:28.840]  如果我也有這些問題
[00:17:28.840 --> 00:17:31.840]  眾弟兄姊妹也會有類似的問題
[00:17:31.840 --> 00:17:35.840]  所以大家在成長中有掙扎
[00:17:35.840 --> 00:17:37.840]  我們就去學習
[00:17:37.840 --> 00:17:40.840]  嘗試在神的面前探索
[00:17:40.840 --> 00:17:43.840]  有什麼屬靈的回應
[00:17:43.840 --> 00:17:46.840]  這就是我們蒙召的重點
[00:17:46.840 --> 00:17:48.840]  不是傳遞人特別厲害
[00:17:48.840 --> 00:17:49.840]  你不要這樣想
[00:17:49.840 --> 00:17:53.840]  而是我們能不能夠敏感弟兄姊妹
[00:17:53.840 --> 00:17:55.840]  在現在生活的世界裡
[00:17:55.840 --> 00:17:57.840]  她遇到什麼掙扎
[00:17:57.840 --> 00:17:59.840]  當然大家進度各有不同
[00:17:59.840 --> 00:18:01.840]  我不是很應用那些
[00:18:01.840 --> 00:18:07.840]  但是現象背後有什麼理論問題
[00:18:07.840 --> 00:18:09.840]  是我們需要處理的
[00:18:09.840 --> 00:18:13.840]  我剛才不是特意要處理神觀的問題
[00:18:13.840 --> 00:18:16.840]  還有是不是舊約的時代就是律法的時代
[00:18:16.840 --> 00:18:18.840]  新約時代是恩典的時代
[00:18:18.840 --> 00:18:19.840]  這些問題
[00:18:19.840 --> 00:18:23.840]  我不是處理你能不能活得快樂一點
[00:18:23.840 --> 00:18:25.840]  那些很應用性的問題
[00:18:25.840 --> 00:18:26.840]  我未必能做到
[00:18:26.840 --> 00:18:28.840]  但是我會覺得
[00:18:28.840 --> 00:18:30.840]  有些事情我們信得不清楚
[00:18:30.840 --> 00:18:34.840]  是會影響我們一路的成長
[00:18:34.840 --> 00:18:36.840]  接下來很想說第二部分
[00:18:36.840 --> 00:18:39.840]  就是正義和和平
[00:18:39.840 --> 00:18:42.840]  我相信大家對愛與和平的觀念很熟悉
[00:18:42.840 --> 00:18:45.840]  譬如你看以弗所書四章三節
[00:18:45.840 --> 00:18:47.840]  是用和平彼此聯絡
[00:18:47.840 --> 00:18:49.840]  竭力保守
[00:18:49.840 --> 00:18:51.840]  聖靈所賜合而為一的心
[00:18:51.840 --> 00:18:53.840]  同一個做法
[00:18:53.840 --> 00:18:56.840]  參考英文NASB
[00:18:56.840 --> 00:18:59.840]  你看那個句子結構是有一點點不同的
[00:18:59.840 --> 00:19:01.840]  和平是放在後面的
[00:19:01.840 --> 00:19:02.840]  不是在前面的
[00:19:02.840 --> 00:19:04.840]  我再看希臘文
[00:19:04.840 --> 00:19:07.840]  我就提出有另一個可能的翻譯
[00:19:07.840 --> 00:19:10.840]  這個是謙虛的說法
[00:19:10.840 --> 00:19:13.840]  你看過原文之後
[00:19:13.840 --> 00:19:15.840]  你應該知道是這樣翻譯的
[00:19:15.840 --> 00:19:20.840]  是竭力保持在和平聯絡的靈裡面合一
[00:19:20.840 --> 00:19:22.840]  和平呢
[00:19:22.840 --> 00:19:23.840]  Irenus
[00:19:23.840 --> 00:19:25.840]  就是Irene這個字
[00:19:25.840 --> 00:19:27.840]  是和平的聯繫
[00:19:27.840 --> 00:19:29.840]  和在靈裡面合一
[00:19:29.840 --> 00:19:32.840]  這兩樣東西息息相關
[00:19:32.840 --> 00:19:35.840]  以弗所書四章的第一第二節
[00:19:35.840 --> 00:19:36.840]  他說
[00:19:36.840 --> 00:19:38.840]  我為主被囚的勸你們
[00:19:38.840 --> 00:19:39.840]  既然蒙詔
[00:19:39.840 --> 00:19:43.840]  行事為人就當與蒙詔的恩相稱
[00:19:43.840 --> 00:19:46.840]  凡事謙虛溫柔忍耐
[00:19:46.840 --> 00:19:48.840]  用愛心互相寬容
[00:19:48.840 --> 00:19:51.840]  又是看看NASB的英文翻譯
[00:19:51.840 --> 00:19:53.840]  其實
[00:19:53.840 --> 00:19:55.840]  另一個可能的中文翻譯
[00:19:55.840 --> 00:19:57.840]  就是凡事謙虛
[00:19:57.840 --> 00:19:58.840]  溫柔
[00:19:58.840 --> 00:19:59.840]  忍耐
