
[00:00:00.000 --> 00:00:04.500]  我們這一次所講的題目就是基督
[00:04:42.700 --> 00:04:45.300]  沒有一點條件得這個東西
[00:04:45.300 --> 00:04:49.500]  忽然之間忽然送這個人
[00:04:49.500 --> 00:04:51.000]  或者是一大批錢
[00:04:51.000 --> 00:04:52.400]  或者是什麼東西
[00:04:52.400 --> 00:04:54.300]  或者忽然有人送一筆錢
[00:04:54.300 --> 00:04:56.000]  或者送什麼東西給他
[00:04:56.000 --> 00:04:57.400]  沒有一點緣故
[00:04:57.400 --> 00:04:58.600]  沒有一點緣故
[00:04:58.600 --> 00:05:01.400]  這是出於恩典送給他的
[00:05:01.400 --> 00:05:04.800]  這些就是出於恩典來送給他的
[00:05:04.800 --> 00:05:06.600]  如果兩個人為仇
[00:05:06.600 --> 00:05:08.000]  如果兩個人為仇
[00:05:08.000 --> 00:05:11.100]  這兩個人中間是有很大的給予
[00:05:11.100 --> 00:05:13.500]  這兩個人中間是有很大的給予
[00:05:13.500 --> 00:05:16.800]  那麼這個就不可以挨了
[00:05:16.800 --> 00:05:18.000]  他來愛他了
[00:05:18.000 --> 00:05:19.200]  現在這一方面
[00:05:19.200 --> 00:05:20.900]  這個不恨他了
[00:05:20.900 --> 00:05:21.900]  來愛他了
[00:05:21.900 --> 00:05:24.200]  就如同主耶穌在十字架上一樣
[00:05:24.200 --> 00:05:26.500]  就如同主耶穌在十字架上一樣
[00:05:26.500 --> 00:05:30.100]  祂為那一些定祂在十字架上的人禱告
[00:05:30.100 --> 00:05:33.100]  祂為那些定祂在十字架上的人來禱告
[00:05:33.100 --> 00:05:35.200]  求父神赦免他們
[00:05:35.200 --> 00:05:37.400]  求父神赦免他們
[00:05:37.400 --> 00:05:39.000]  這不是出於公義
[00:05:39.000 --> 00:05:40.500]  這個不是出於公義
[00:05:40.500 --> 00:05:44.100]  這不是出於什麼律法的判決
[00:05:44.100 --> 00:05:46.500]  這不是出於什麼律法的判決
[00:05:46.500 --> 00:05:48.500]  完全是出於恩典
[00:05:48.500 --> 00:05:50.400]  完全是出於恩典
[00:05:50.400 --> 00:05:52.300]  剛才我們唱的一首詩
[00:05:52.300 --> 00:05:53.900]  剛才我們唱的一首詩
[00:05:53.900 --> 00:05:56.300]  這是我最愛的一首詩
[00:05:56.300 --> 00:05:57.900]  這個也是我最愛的一首詩
[00:05:57.900 --> 00:06:00.300]  本來不只有兩節
[00:06:00.300 --> 00:06:01.600]  恐怕有五六節
[00:06:01.600 --> 00:06:03.000]  本來不只有兩節
[00:06:03.000 --> 00:06:04.000]  有五六節的
[00:06:04.000 --> 00:06:05.400]  這個寫詩的人
[00:06:05.400 --> 00:06:07.100]  他原來是一個大罪人
[00:06:07.100 --> 00:06:08.300]  這個寫詩的人
[00:06:08.300 --> 00:06:09.900]  原本是一個大罪人
[00:06:09.900 --> 00:06:12.400]  他犯罪作惡
[00:06:12.400 --> 00:06:15.500]  突然聖靈感動他了
[00:06:15.500 --> 00:06:17.900]  他認罪悔改
[00:06:17.900 --> 00:06:21.300]  然後他成為一個傳道人
[00:06:21.300 --> 00:06:22.100]  所以他說
[00:06:22.100 --> 00:06:28.500]  奇異的恩典何等甘甜
[00:06:28.500 --> 00:06:29.800]  第二節他說
[00:06:29.800 --> 00:06:31.500]  如此恩典
[00:06:31.500 --> 00:06:32.500]  第二節說
[00:06:32.500 --> 00:06:37.000]  如此恩典使我敬畏
[00:06:37.000 --> 00:06:39.600]  這個英文的字是叫我害怕
[00:06:39.600 --> 00:06:41.000]  英文的意思就是
[00:06:41.000 --> 00:06:43.000]  甚至是叫我害怕
[00:06:43.000 --> 00:06:45.400]  一個人在為悔改的時候
[00:06:45.400 --> 00:06:46.800]  聖靈感動他
[00:06:46.800 --> 00:06:48.900]  叫他懼怕神的公義
[00:06:48.900 --> 00:06:52.000]  一個人在犯罪的時候
[00:06:52.000 --> 00:06:53.200]  聖靈感動他
[00:06:53.200 --> 00:06:54.900]  叫他懼怕神的公義
[00:06:54.900 --> 00:06:56.500]  他因為懼怕
[00:06:56.500 --> 00:06:58.000]  他來求神的赦免
[00:06:58.000 --> 00:07:00.900]  因為他懼怕來求神的赦免
[00:07:00.900 --> 00:07:02.300]  這裡他然後說
[00:07:02.300 --> 00:07:04.400]  使我心得安慰
[00:07:04.400 --> 00:07:05.300]  後來他說
[00:07:05.300 --> 00:07:07.400]  使我心得安慰
[00:07:07.400 --> 00:07:10.100]  這個英文的話是這樣
[00:07:10.100 --> 00:07:12.700]  恩典叫我害怕
[00:07:12.700 --> 00:07:13.600]  英文的就是
[00:07:13.600 --> 00:07:16.500]  原本是說恩典叫我害怕
[00:07:16.500 --> 00:07:19.700]  反而恩典解決了我的懼怕
[00:07:19.700 --> 00:07:22.400]  反而用恩典來解決我的懼怕
[00:07:22.400 --> 00:07:23.600]  這是神的恩典
[00:07:23.600 --> 00:07:25.000]  這些就是神的恩典
[00:07:25.000 --> 00:07:27.000]  先讓我們怕神
[00:07:27.000 --> 00:07:29.700]  他先要我們有個怕神
[00:07:29.700 --> 00:07:32.800]  然後因為赦免我們的罪
[00:07:32.800 --> 00:07:35.700]  我們就這個懼怕就拿去了
[00:07:35.700 --> 00:07:37.700]  後來因為神赦免我們的罪
[00:07:37.700 --> 00:07:39.900]  就將這個懼怕除去了
[00:07:39.900 --> 00:07:43.300]  各位現在是恩典的時代
[00:07:43.300 --> 00:07:45.400]  各位現在是恩典的時代
[00:07:45.400 --> 00:07:47.800]  因為神不馬上審判人
[00:07:47.800 --> 00:07:50.400]  因為神沒有馬上來審判人
[00:07:50.400 --> 00:07:52.600]  所以許多人藐視神
[00:07:52.600 --> 00:07:54.600]  所以有很多人藐視神
[00:07:54.600 --> 00:07:59.100]  如同主耶穌在十字架上的時候
[00:07:59.100 --> 00:08:00.000]  一般的人說
[00:08:00.000 --> 00:08:01.800]  哈哈你救了別人
[00:08:01.800 --> 00:08:03.100]  你怎麼不救自己呢
[00:08:03.100 --> 00:08:04.000]  有一般人說
[00:08:04.000 --> 00:08:05.700]  哈哈你救了別人
[00:08:05.700 --> 00:08:07.600]  你怎麼不救自己呢
[00:08:07.600 --> 00:08:09.600]  各位他為什麼不能救
[00:08:09.600 --> 00:08:10.800]  不救自己呢
[00:08:10.800 --> 00:08:13.600]  各位他為什麼不救自己呢
[00:08:13.600 --> 00:08:15.400]  因為他要救你就救我了
[00:08:15.400 --> 00:08:17.100]  因為他要救你救我了
[00:08:17.100 --> 00:08:19.400]  他足夠的能救自己
[00:08:19.400 --> 00:08:21.100]  他足夠可以救自己的
[00:08:21.100 --> 00:08:24.000]  因為他有恩典有憐憫有慈愛
[00:08:24.000 --> 00:08:25.200]  他不肯救自己
[00:08:25.200 --> 00:08:27.500]  因為他有恩典有憐憫有慈愛
[00:08:27.500 --> 00:08:29.400]  他不肯救他自己
[00:08:29.400 --> 00:08:32.200]  恩典也可以說是這樣
[00:08:32.200 --> 00:08:33.700]  恩典也可以這樣說
[00:08:33.700 --> 00:08:36.200]  如果一個人欠了很大的債
[00:08:36.200 --> 00:08:38.400]  如果一個人欠了很大一筆債
[00:08:38.400 --> 00:08:40.800]  是超過他所能夠還的
[00:08:40.800 --> 00:08:43.100]  是超過他自己所能夠還的
[00:08:43.100 --> 00:08:45.600]  另有一個人來替他還這個債
[00:08:45.600 --> 00:08:48.100]  另外有一個人替他還了這筆債
[00:08:48.100 --> 00:08:53.200]  讓他萬算的脫離這個債的關係
[00:08:53.200 --> 00:08:57.100]  讓他完全脫離這個債務的關係
[00:08:57.100 --> 00:08:58.700]  各位弟兄姊妹
[00:08:58.700 --> 00:08:59.700]  各位弟兄姊妹
[00:08:59.700 --> 00:09:05.400]  為什麼耶穌基督的救恩這麼寶貴呢?
[00:09:05.400 --> 00:09:11.100]  因為天下人間沒有別的辦法
[00:09:11.100 --> 00:09:14.300]  沒有第二個救法
[00:09:14.300 --> 00:09:17.600]  只有耶穌能夠救我們
[00:09:17.600 --> 00:09:21.900]  如果一個人在一個房子裏頭
[00:09:21.900 --> 00:09:25.400]  這個房子是木頭造的
[00:09:25.400 --> 00:09:30.600]  這裏邊有人在這裏睡著了
[00:09:30.600 --> 00:09:35.300]  這個火焰非常的厲害
[00:09:35.300 --> 00:09:38.500]  他們沒有辦法脫離那個火
[00:09:38.500 --> 00:09:42.700]  但是這個救火隊來了
[00:09:42.700 --> 00:09:48.800]  他們拼命的穿過這個火這個煙
[00:09:48.800 --> 00:09:53.500]  他們盡量來設法子來整治這些煙
[00:09:53.500 --> 00:09:57.000]  拼命的把他救出來了
[00:09:57.000 --> 00:09:59.700]  這是恩典
[00:09:59.700 --> 00:10:06.200]  各位,如果有一個人快要餓死了
[00:10:06.200 --> 00:10:12.500]  在非洲中部有幾年的饑荒
[00:10:12.500 --> 00:10:16.200]  很多的人餓死了
[00:10:16.200 --> 00:10:20.300]  那麼這個人快要餓死的時候
[00:10:20.300 --> 00:10:25.800]  你來送他水,送他乾糧
[00:10:25.800 --> 00:10:27.900]  你救他的命
[00:10:27.900 --> 00:10:30.500]  這是恩典
[00:10:30.500 --> 00:10:35.800]  各位,如果有人遇到船壞了
[00:10:35.800 --> 00:10:38.500]  我又一次,這個船是沒有壞
[00:10:38.500 --> 00:10:40.000]  但是這個人掉在海裏了
[00:10:40.000 --> 00:10:42.400]  有一次我遇到船沒有壞
[00:10:42.400 --> 00:10:44.100]  不過有人跌落海裏面
[00:10:44.100 --> 00:10:48.300]  晚上十一點鐘的時候
[00:10:48.300 --> 00:10:51.600]  我正要睡覺了
[00:10:51.600 --> 00:10:53.400]  我看那個月亮
[00:10:53.400 --> 00:10:55.200]  以前在這個船這邊
[00:10:55.200 --> 00:10:56.900]  忽然那個月亮摸到那邊去了
[00:10:56.900 --> 00:10:59.000]  我看那個月亮原本在船的那邊
[00:10:59.000 --> 00:11:00.900]  忽然間轉到那邊
[00:11:00.900 --> 00:11:03.000]  我就發現這個船打了個頭了
[00:11:03.000 --> 00:11:06.100]  我就發現那個船在那裏兜了個彎
[00:11:06.100 --> 00:11:10.200]  我就聽見這個水獸他們在這個船上跑來跑去
[00:11:10.200 --> 00:11:15.400]  我看他們要下這個救生船
[00:11:15.400 --> 00:11:17.700]  我看他們要在這裏下這個救生船
[00:11:17.700 --> 00:11:21.400]  我看這個燈照在這個黑黑的水面上
[00:11:21.400 --> 00:11:24.800]  我看見那個蛇燈照在黑黑的水面上
[00:11:24.800 --> 00:11:26.000]  我問是什麼事情呢?
[00:11:26.000 --> 00:11:27.100]  什麼事情呢?
[00:11:27.100 --> 00:11:28.400]  掉了一個人
[00:11:28.400 --> 00:11:31.100]  是,跌了一個人落海裏面
[00:11:31.100 --> 00:11:32.400]  有人跌落海裏面
[00:11:32.400 --> 00:11:34.800]  如果我們那個船沒有跳頭
[00:11:34.800 --> 00:11:36.500]  如果這個船不掉轉頭
[00:11:36.500 --> 00:11:37.800]  一直往前走
[00:11:37.800 --> 00:11:39.200]  一直往前行
[00:11:39.200 --> 00:11:42.200]  那一個人沒有一點希望可以存在
[00:11:42.200 --> 00:11:45.500]  這個人沒有一點希望可以生還
[00:11:45.500 --> 00:11:47.500]  我們就看那個救生船出去了
[00:11:47.500 --> 00:11:49.700]  我們就看見這個救生船被放過去了
[00:11:49.700 --> 00:11:51.000]  一會兒就不見了
[00:11:51.000 --> 00:11:53.400]  差不多在這個黑黑的遠遠的地方
[00:11:53.400 --> 00:11:55.000]  後來去到黑黑的地方
[00:11:55.000 --> 00:11:56.000]  差不多看不見了
[00:11:56.000 --> 00:11:57.600]  我們就大家都在等呢
[00:11:57.600 --> 00:11:58.800]  我們大家在這裏等
[00:11:58.800 --> 00:12:00.500]  能夠找到這個人嗎?
[00:12:00.500 --> 00:12:03.700]  能不能夠找到這個浸的人呢?
[00:12:03.700 --> 00:12:05.600]  一會兒慢慢這個船回來了
[00:12:05.600 --> 00:12:07.400]  一會兒慢慢的船回來了
[00:12:07.400 --> 00:12:09.700]  這個救生船裏面多了一個人
[00:12:09.700 --> 00:12:11.900]  在救生船裏面多了一個人
[00:12:11.900 --> 00:12:13.300]  頭髮都濕了
[00:12:13.300 --> 00:12:14.400]  頭髮都濕了
[00:12:14.400 --> 00:12:15.400]  衣服都濕了
[00:12:15.400 --> 00:12:16.500]  衣服都濕了
[00:12:16.500 --> 00:12:19.600]  我們把這個人從失望中救回來了
[00:12:19.600 --> 00:12:22.300]  將這個人從死亡中救回上來
[00:12:22.300 --> 00:12:23.700]  這就是救人
[00:12:23.700 --> 00:12:25.400]  這個就是救人
[00:12:25.400 --> 00:12:27.200]  如果一個人犯了大罪
[00:12:27.200 --> 00:12:29.000]  如果一個人犯了大罪
[00:12:29.000 --> 00:12:32.100]  這個罪是應該處死刑的
[00:12:32.100 --> 00:12:35.100]  這個罪是應該處死刑的
[00:12:35.100 --> 00:12:38.900]  他已經在這個監牢裏面
[00:12:38.900 --> 00:12:43.800]  等著那一天要被殺
[00:12:43.800 --> 00:12:48.300]  他在監牢裏面等著一天要受刑了
[00:12:48.300 --> 00:12:49.900]  忽然有一個人
[00:12:49.900 --> 00:12:51.200]  忽然有一個人
[00:12:51.200 --> 00:12:53.100]  他肯代替他死
[00:12:53.100 --> 00:12:54.800]  他肯代替他死
[00:12:54.800 --> 00:12:55.800]  讓他活
[00:12:55.800 --> 00:12:57.000]  讓他活著
[00:12:57.000 --> 00:12:58.000]  這就是恩典
[00:12:58.000 --> 00:12:59.100]  這個是恩典
[00:12:59.100 --> 00:13:00.200]  救了他的命
[00:13:00.200 --> 00:13:01.800]  救了他的命
[00:13:01.800 --> 00:13:03.600]  各位我們要明白
[00:13:03.600 --> 00:13:07.900]  主耶穌的恩典是什麽
[00:13:07.900 --> 00:13:10.500]  並不是向我們做朋友
[00:13:10.500 --> 00:13:12.400]  並不是向我們做朋友
[00:13:12.400 --> 00:13:14.500]  來拜望朋友
[00:13:14.500 --> 00:13:16.100]  拜訪一下朋友
[00:13:16.100 --> 00:13:18.900]  擺幾箱盒子點心
[00:13:18.900 --> 00:13:20.900]  擺幾箱盒子點心
[00:13:20.900 --> 00:13:22.100]  送他點禮物
[00:13:22.100 --> 00:13:24.100]  送一些禮物
[00:13:24.100 --> 00:13:25.100]  我告訴各位
[00:13:25.100 --> 00:13:26.200]  我告訴各位
[00:13:26.200 --> 00:13:27.900]  神的恩典不是這樣
[00:13:27.900 --> 00:13:29.500]  神的恩典不是這樣
[00:13:29.500 --> 00:13:31.900]  神的恩典是生死的關係
[00:13:31.900 --> 00:13:34.600]  神的恩典是生死的關係
[00:13:34.600 --> 00:13:37.600]  所以是完全純粹的恩典
[00:13:37.600 --> 00:13:40.300]  所以這個話是完全純粹的恩典
[00:13:40.300 --> 00:13:41.800]  我們再看一節聖經
[00:13:41.800 --> 00:13:43.100]  我們再看一節聖經
[00:13:43.100 --> 00:13:45.600]  在哥倫多侯書
[00:13:45.600 --> 00:13:48.500]  在哥倫多侯書第八章第九節
[00:13:48.500 --> 00:13:50.400]  在哥倫多侯書第八章第九節
[00:13:50.400 --> 00:13:51.800]  在哥倫多侯書第八章第九節
[00:13:51.800 --> 00:13:54.500]  在哥倫多侯書第八章第九節
[00:13:54.500 --> 00:13:58.100]  說:你們知道我們主耶穌基督的恩典
[00:13:58.100 --> 00:13:59.800]  祂本來富足
[00:13:59.800 --> 00:14:02.000]  卻為你們成了貧窮
[00:14:02.000 --> 00:14:03.900]  叫你們因祂的貧窮
[00:14:03.900 --> 00:14:07.300]  可以成為富足
[00:14:07.300 --> 00:14:11.900]  主耶穌為我們變成了極貧窮
[00:14:11.900 --> 00:14:15.100]  主耶穌為我們變成了極貧窮
[00:14:15.100 --> 00:14:18.300]  所以祂能夠恩待你,恩待我
[00:14:18.300 --> 00:14:20.900]  所以祂能夠恩待你,恩待我
[00:14:20.900 --> 00:14:22.800]  再看約翰第一章
[00:14:22.800 --> 00:14:23.900]  約翰福音第一章
[00:14:23.900 --> 00:14:26.000]  再看約翰福音的第一章
[00:14:26.000 --> 00:14:27.400]  第十六節十七節
[00:14:27.400 --> 00:14:29.600]  第十六、十七節
[00:14:29.600 --> 00:14:32.600]  約翰福音第一章十六、十七節
[00:14:32.600 --> 00:14:35.800]  於是說:從祂豐滿的恩典裡
[00:14:35.800 --> 00:14:37.500]  我們都領受了
[00:14:37.500 --> 00:14:39.800]  而且恩上加恩
[00:14:39.800 --> 00:14:42.300]  律法本是直著摩西傳的
[00:14:42.300 --> 00:14:46.400]  恩典和真理都是由耶穌基督來的
[00:14:46.400 --> 00:14:47.800]  讚美感謝我們的主
[00:14:47.800 --> 00:14:49.600]  讚美感謝我們的主
[00:14:49.600 --> 00:14:53.600]  主耶穌來是帶了恩典和真理
[00:14:53.600 --> 00:14:56.200]  主耶穌來是帶了恩典和真理
[00:14:56.200 --> 00:14:59.800]  從祂豐滿的恩典裡我們都領受了
[00:14:59.800 --> 00:15:03.600]  從祂豐滿的恩典裡我們都領受了
[00:15:03.600 --> 00:15:07.600]  各位,我們再看一節聖經
[00:15:07.600 --> 00:15:09.000]  各位我們再看一節聖經
[00:15:09.000 --> 00:15:11.600]  路加福音的四章第十八節
[00:15:11.600 --> 00:15:15.200]  路加福音的第四章的十八節
[00:15:15.200 --> 00:15:18.800]  這是主耶穌在會堂裡念一山養福
[00:15:18.800 --> 00:15:22.600]  這個是主耶穌在會堂裡讀這個以賽亞書
[00:15:22.600 --> 00:15:26.800]  祂念了但是祂沒有念完
[00:15:26.800 --> 00:15:28.200]  祂讀那一段聖經
[00:15:28.200 --> 00:15:33.400]  但是祂沒有將那一段讀完
[00:15:33.400 --> 00:15:35.600]  這裡說主的力不在我身上
[00:15:35.600 --> 00:15:37.800]  因為祂用膏告我
[00:15:37.800 --> 00:15:40.200]  叫我全夫人及貧窮的人
[00:15:40.200 --> 00:15:43.400]  猜顯我報告被擄的德釋放
[00:15:43.400 --> 00:15:45.200]  乞訝的德看見
[00:15:45.200 --> 00:15:47.400]  要那受壓制的德自由
[00:15:47.400 --> 00:15:51.200]  報告神越納人的欺民
[00:15:51.200 --> 00:15:54.000]  如果你看一山的六十一章
[00:15:54.000 --> 00:15:55.800]  看這一節聖經
[00:15:55.800 --> 00:15:59.200]  主耶穌沒有念完那一節聖經
[00:15:59.200 --> 00:16:00.800]  如果你讀以賽亞
[00:16:00.800 --> 00:16:02.800]  我念完這段聖經
[00:16:02.800 --> 00:16:05.000]  還有一句主耶穌沒有讀
[00:16:05.000 --> 00:16:09.000]  下面一句就是耶福華報仇的日子
[00:16:09.000 --> 00:16:12.000]  下面那句就說要報仇的日子
[00:16:12.000 --> 00:16:13.000]  祂沒有念
[00:16:13.000 --> 00:16:13.800]  祂沒有讀
[00:16:13.800 --> 00:16:19.400]  因為從耶福華的信念到祂報仇的時候
[00:16:19.400 --> 00:16:22.200]  中間給相當的時間
[00:16:22.200 --> 00:16:25.800]  因為從耶福華的欺民到報仇的日子
[00:16:25.800 --> 00:16:27.800]  中間是相隔一段時間
[00:16:27.800 --> 00:16:32.200]  現在已經有了兩千年的信念
[00:16:32.200 --> 00:16:34.000]  現在已經有兩千年了
[00:16:34.000 --> 00:16:35.200]  好像一個欺民一樣
[00:16:35.200 --> 00:16:38.400]  這是耶福華越納人的時候
[00:16:38.400 --> 00:16:41.000]  這個是耶福華越納人的時候
[00:16:41.000 --> 00:16:43.000]  是大社會人的時候
[00:16:43.000 --> 00:16:45.000]  是大社會的時候
[00:16:45.000 --> 00:16:47.400]  請我們看羅馬的五章的九節
[00:16:47.400 --> 00:16:52.600]  請看羅馬書第五章的第九節
[00:16:52.600 --> 00:16:57.200]  羅馬書第五章第九節
[00:16:57.200 --> 00:16:57.800]  在這裡說
[00:16:57.800 --> 00:17:02.200]  現在我們既靠著他的清怡
[00:17:02.200 --> 00:17:06.600]  就更要藉著他免去神的憤怒
[00:17:06.600 --> 00:17:08.800]  怎麼能免去神的憤怒呢?
[00:17:08.800 --> 00:17:11.200]  怎樣能夠免去神的憤怒呢?
[00:17:11.200 --> 00:17:13.600]  連靠著耶穌的報恤
[00:17:13.600 --> 00:17:16.400]  因為靠著耶穌的補血
[00:17:16.400 --> 00:17:20.800]  我們以後還要講關於耶穌的報恤的真理
[00:17:20.800 --> 00:17:23.800]  我們以後還會詳細講關於耶穌的補血的道理
[00:17:23.800 --> 00:17:26.800]  那麼現在在這個恩典的時代
[00:17:26.800 --> 00:17:29.400]  現在我們在這個恩典的時代
[00:17:29.400 --> 00:17:31.000]  藉著恩典
[00:17:31.000 --> 00:17:32.200]  主耶穌
[00:17:32.200 --> 00:17:33.800]  也藉著祂的聖靈
[00:17:33.800 --> 00:17:38.200]  是設立一個恩典的國度
