
[00:00:00.000 --> 00:00:02.320]  提摩特赫書是很值得我們留意的
[00:01:25.320 --> 00:01:26.480]  就說到
[00:01:26.480 --> 00:01:28.200]  面對這樣的世界
[00:01:28.480 --> 00:01:31.360]  第一個很重要的祝福提醒我們
[00:01:31.360 --> 00:01:33.280]  就是要有志向
[00:01:33.280 --> 00:01:34.840]  說到心態
[00:01:34.840 --> 00:01:36.040]  心態最重要
[00:01:36.040 --> 00:01:37.160]  用什麼樣的心態
[00:01:37.160 --> 00:01:38.440]  去看待這個世界
[00:01:38.440 --> 00:01:40.040]  那個志向是什麼呢
[00:01:40.040 --> 00:01:41.280]  那我就總結了
[00:01:41.280 --> 00:01:42.720]  上一次的題目
[00:01:42.720 --> 00:01:43.800]  兩句話
[00:01:43.800 --> 00:01:47.000]  要堅持自己的貴重
[00:01:47.000 --> 00:01:50.360]  和不甘自己
[00:01:50.360 --> 00:01:51.120]  避前
[00:01:51.120 --> 00:01:52.320]  大家記得嗎
[00:01:52.320 --> 00:01:54.720]  引起你可能的回憶
[00:01:54.720 --> 00:01:56.480]  今天我們轉到第二個
[00:01:56.560 --> 00:01:58.600]  我覺得很想和大家分享
[00:01:58.600 --> 00:02:00.080]  提摩泰赫書裡面
[00:02:00.080 --> 00:02:01.520]  很重要的祝福
[00:02:01.520 --> 00:02:03.200]  這個可能你沒有想到
[00:02:03.200 --> 00:02:05.040]  不過我一看的時候
[00:02:05.040 --> 00:02:07.000]  你會發覺事實上是這樣
[00:02:07.000 --> 00:02:08.560]  就是今天我們的題目
[00:02:08.560 --> 00:02:11.360]  我們都需要同行者
[00:02:11.360 --> 00:02:13.880]  如果你打開這個
[00:02:13.880 --> 00:02:15.280]  短短的提摩泰赫書
[00:02:15.280 --> 00:02:16.320]  讀下去的時候
[00:02:16.320 --> 00:02:18.320]  有一個很特別的發現
[00:02:18.320 --> 00:02:19.920]  你會發覺裡面有很多人名
[00:02:19.920 --> 00:02:22.240]  很多人名
[00:02:22.240 --> 00:02:23.000]  我數一下
[00:02:23.000 --> 00:02:24.800]  只有名字的25個
[00:02:25.160 --> 00:02:27.080]  還有一些和他的谷企人
[00:02:27.080 --> 00:02:28.040]  還有很多
[00:02:28.040 --> 00:02:29.080]  就是說
[00:02:29.080 --> 00:02:31.760]  保羅在他人生最後的階段
[00:02:31.760 --> 00:02:33.160]  他快死了
[00:02:33.160 --> 00:02:35.000]  為什麼寫這麼多人名出來
[00:02:35.000 --> 00:02:35.680]  這個這樣
[00:02:35.680 --> 00:02:36.400]  那個這樣
[00:02:36.400 --> 00:02:38.200]  和這個要說的那些
[00:02:38.200 --> 00:02:39.920]  這件事
[00:02:39.920 --> 00:02:41.680]  引起我很大的興趣
[00:02:41.680 --> 00:02:43.720]  於是我就慢慢做功課
[00:02:43.720 --> 00:02:45.640]  和大家一起來研究
[00:02:45.640 --> 00:02:47.080]  這些人
[00:02:47.080 --> 00:02:49.640]  有些根本是沒辦法可以
[00:02:49.640 --> 00:02:51.560]  找到資料的
[00:02:51.560 --> 00:02:52.440]  因為有些名字
[00:02:52.440 --> 00:02:53.000]  我們都
[00:02:53.000 --> 00:02:53.720]  我怎麼聽過
[00:02:53.720 --> 00:02:54.720]  有些人當然
[00:02:54.800 --> 00:02:55.680]  我們都聽過名字
[00:02:55.680 --> 00:02:57.280]  因為提摩泰當然有很多
[00:02:57.280 --> 00:02:59.120]  關於他的資料
[00:02:59.120 --> 00:03:00.000]  還有一些名字
[00:03:00.000 --> 00:03:01.960]  我們比較熟悉的路加
[00:03:01.960 --> 00:03:03.640]  馬可這些
[00:03:03.640 --> 00:03:04.960]  但是還有一些名字
[00:03:04.960 --> 00:03:06.680]  什麼亞居拉
[00:03:06.680 --> 00:03:09.320]  或者什麼布田
[00:03:09.320 --> 00:03:11.120]  底馬這些名字
[00:03:11.120 --> 00:03:13.080]  真的出現了之後
[00:03:13.080 --> 00:03:14.320]  我們甚至在歷史上
[00:03:14.320 --> 00:03:15.480]  都找不到他是誰
[00:03:15.480 --> 00:03:17.800]  不過無論如何
[00:03:17.800 --> 00:03:19.640]  我就開始研究
[00:03:19.640 --> 00:03:21.320]  為什麼這麼多的名字
[00:03:21.320 --> 00:03:22.640]  有些名字
[00:03:22.640 --> 00:03:24.080]  他講了的時候
[00:03:24.080 --> 00:03:25.920]  會講幾句關於他的東西
[00:03:25.920 --> 00:03:27.640]  有些只有一句
[00:03:27.640 --> 00:03:30.360]  或者只是有兩三個字去形容他
[00:03:30.360 --> 00:03:32.120]  有些甚至只有個名字
[00:03:32.120 --> 00:03:33.600]  什麼都沒說
[00:03:33.600 --> 00:03:35.880]  那究竟這些名字背後
[00:03:35.880 --> 00:03:37.680]  是一個什麼意義呢
[00:03:37.680 --> 00:03:40.840]  那我進入去保羅的心境裡面
[00:03:40.840 --> 00:03:41.840]  我就開始發現
[00:03:41.840 --> 00:03:42.600]  沒錯
[00:03:42.600 --> 00:03:43.720]  2000年之後
[00:03:43.720 --> 00:03:45.320]  我們很多人的名字
[00:03:45.320 --> 00:03:46.840]  對於我們來說沒什麼意思的
[00:03:46.840 --> 00:03:47.640]  是不是
[00:03:47.640 --> 00:03:50.000]  但是我們相信
[00:03:50.000 --> 00:03:51.600]  對於保羅來說
[00:03:51.600 --> 00:03:53.320]  每一個名字背後
[00:03:53.360 --> 00:03:54.920]  都有一段他的故事
[00:03:54.920 --> 00:03:56.640]  有他的回憶
[00:03:56.640 --> 00:03:57.960]  有些像我們
[00:03:57.960 --> 00:03:59.480]  去別人家裡的時候
[00:03:59.480 --> 00:04:02.000]  總是看到他們家裡的雪櫃
[00:04:02.000 --> 00:04:04.680]  貼著很多塊磁石
[00:04:04.680 --> 00:04:06.320]  磁石有些
[00:04:06.320 --> 00:04:08.560]  是有些風景什麼的
[00:04:08.560 --> 00:04:09.680]  有時候我們看的時候
[00:04:09.680 --> 00:04:10.720]  這個風景也很美
[00:04:10.720 --> 00:04:11.800]  這個沒什麼特別
[00:04:11.800 --> 00:04:12.520]  貼來幹什麼
[00:04:12.520 --> 00:04:13.920]  但其實對於我們來說
[00:04:13.920 --> 00:04:14.440]  沒什麼意思
[00:04:14.440 --> 00:04:15.920]  但是對於屋主來說
[00:04:15.920 --> 00:04:17.880]  每一個磁石
[00:04:17.880 --> 00:04:19.760]  都有一段的故事
[00:04:19.760 --> 00:04:20.760]  都有一段的回憶
[00:04:20.760 --> 00:04:21.400]  就是這樣
[00:04:21.400 --> 00:04:22.520]  意義很深
[00:04:22.560 --> 00:04:24.240]  我們今天試著走進去
[00:04:24.240 --> 00:04:25.080]  保羅
[00:04:25.080 --> 00:04:27.600]  在他自己的心境裡面
[00:04:27.600 --> 00:04:29.080]  這些名字
[00:04:29.080 --> 00:04:31.480]  對於他有些什麼意思
[00:04:31.480 --> 00:04:34.080]  剛才我們問
[00:04:34.080 --> 00:04:37.080]  保羅都人之將死了
[00:04:37.080 --> 00:04:38.320]  都剩下幾個月了
[00:04:38.320 --> 00:04:39.120]  他自己都知道
[00:04:39.120 --> 00:04:40.480]  還說這麼多人名
[00:04:40.480 --> 00:04:40.920]  幹什麼
[00:04:40.920 --> 00:04:41.640]  只顧著這個
[00:04:41.640 --> 00:04:42.600]  說那個
[00:04:42.600 --> 00:04:44.280]  我一路想的時候
[00:04:44.280 --> 00:04:46.040]  我發覺真的很有意思
[00:04:46.040 --> 00:04:48.880]  原來我們發覺
[00:04:48.880 --> 00:04:51.600]  一個人的生命有沒有意義
[00:04:52.040 --> 00:04:53.600]  正如有很多社會學家
[00:04:53.600 --> 00:04:55.080]  在研究的結果一樣
[00:04:55.080 --> 00:04:56.240]  一個人他覺得
[00:04:56.240 --> 00:04:57.920]  他自己的生命有沒有意義
[00:04:57.920 --> 00:05:00.360]  和在他的生命過程裡面
[00:05:00.360 --> 00:05:01.520]  他有沒有建立一些
[00:05:01.520 --> 00:05:03.280]  有意義的關係
[00:05:03.280 --> 00:05:04.320]  是分不開的
[00:05:04.320 --> 00:05:06.400]  你發覺如果一個人
[00:05:06.400 --> 00:05:08.360]  他在他過去的人生當中
[00:05:08.360 --> 00:05:09.880]  他建立了很多
[00:05:09.880 --> 00:05:11.520]  很有意義的關係
[00:05:11.520 --> 00:05:12.600]  他曾經有人
[00:05:12.600 --> 00:05:14.280]  他可以付出過給他
[00:05:14.280 --> 00:05:15.960]  或者曾經有人
[00:05:15.960 --> 00:05:17.040]  去愛過他
[00:05:17.040 --> 00:05:18.760]  他接受了別人的愛
[00:05:18.760 --> 00:05:20.000]  Give and take
[00:05:20.000 --> 00:05:21.400]  又或者
[00:05:21.440 --> 00:05:22.800]  他經驗到
[00:05:22.800 --> 00:05:25.280]  他曾經有屬於某一個
[00:05:25.280 --> 00:05:26.120]  的生命
[00:05:26.120 --> 00:05:28.080]  和他一個很深的聯繫
[00:05:28.080 --> 00:05:30.280]  或者起碼最基本的
[00:05:30.280 --> 00:05:31.720]  有人覺得他重要
[00:05:31.720 --> 00:05:34.800]  或者他曾經讓其他人
[00:05:34.800 --> 00:05:37.600]  都覺得他是重要的話
[00:05:37.600 --> 00:05:40.040]  他的生命是有意思的
[00:05:40.040 --> 00:05:41.560]  反而如果一個人
[00:05:41.560 --> 00:05:43.560]  是沒有這些關係的話
[00:05:43.560 --> 00:05:45.320]  他會突然間發覺自己
[00:05:45.320 --> 00:05:47.840]  是沒有什麼存在的生命的意思
[00:05:49.960 --> 00:05:51.720]  我若干年前
[00:05:51.720 --> 00:05:54.440]  有機會是因為
[00:05:54.440 --> 00:05:56.320]  陪伴外父的病
[00:05:56.320 --> 00:05:58.120]  他臨終的時候
[00:05:58.120 --> 00:05:59.800]  我在香港有
[00:05:59.800 --> 00:06:01.560]  差不多兩個多月
[00:06:01.560 --> 00:06:03.320]  在善中病房
[00:06:03.320 --> 00:06:09.160]  有時晚上善中病房陪病人
[00:06:09.160 --> 00:06:10.920]  經驗是很特別的
[00:06:10.920 --> 00:06:12.320]  我不知道你試過沒有
[00:06:12.320 --> 00:06:16.520]  當人都走了
[00:06:16.520 --> 00:06:17.680]  探病的人
[00:06:17.680 --> 00:06:19.200]  夜幕低垂的時候
[00:06:20.200 --> 00:06:22.200]  我發現原來病房
[00:06:22.200 --> 00:06:24.200]  還有很多聲音
[00:06:24.200 --> 00:06:25.200]  很多聲音
[00:06:25.200 --> 00:06:27.200]  你知不知道是什麼聲音
[00:06:27.200 --> 00:06:29.200]  第一當然是
[00:06:29.200 --> 00:06:30.200]  新人的聲音
[00:06:30.200 --> 00:06:31.200]  因為很痛
[00:06:31.200 --> 00:06:33.200]  多數是癌症
[00:06:33.200 --> 00:06:35.200]  很痛的新人聲音大家都知道
[00:06:35.200 --> 00:06:37.200]  但還有聲音我沒有想到
[00:06:37.200 --> 00:06:39.200]  你知道是什麼聲音嗎
[00:06:39.200 --> 00:06:42.200]  機器聲音不是
[00:06:42.200 --> 00:06:44.200]  那些人叫的名字
[00:06:44.200 --> 00:06:45.200]  很特別
[00:06:45.200 --> 00:06:47.200]  比男人白天都不出聲
[00:06:48.200 --> 00:06:50.200]  晚上人都走了
[00:06:50.200 --> 00:06:51.200]  他就叫了
[00:06:51.200 --> 00:06:53.200]  名字我不知道是誰
[00:06:53.200 --> 00:06:54.200]  可能是他的兒子
[00:06:54.200 --> 00:06:55.200]  可能是他的女兒
[00:06:55.200 --> 00:06:56.200]  可能是他老婆
[00:06:56.200 --> 00:06:58.200]  上午老婆來探他的時候
[00:06:58.200 --> 00:06:59.200]  他不跟她說話
[00:06:59.200 --> 00:07:01.200]  他走了之後就叫他的名字
[00:07:01.200 --> 00:07:02.200]  還有一樣東西
[00:07:02.200 --> 00:07:03.200]  我是很深刻的
[00:07:03.200 --> 00:07:05.200]  每晚都有人叫的時候
[00:07:05.200 --> 00:07:07.200]  就說我對不起
[00:07:07.200 --> 00:07:08.200]  什麼名字
[00:07:08.200 --> 00:07:09.200]  我真的很對不起
[00:07:09.200 --> 00:07:11.200]  但他根本不站在那裡
[00:07:11.200 --> 00:07:13.200]  沒有坐在旁邊
[00:07:13.200 --> 00:07:14.200]  但他要說
[00:07:14.200 --> 00:07:15.200]  他想告訴你
[00:07:15.200 --> 00:07:17.200]  我很後悔
[00:07:17.200 --> 00:07:19.200]  人生走到這裡的時候
[00:07:19.200 --> 00:07:20.200]  坦白說
[00:07:20.200 --> 00:07:21.200]  大家都會明白
[00:07:21.200 --> 00:07:23.200]  事業重不重
[00:07:23.200 --> 00:07:24.200]  已經沒有意思了
[00:07:24.200 --> 00:07:26.200]  可能你在生命中衝過
[00:07:26.200 --> 00:07:27.200]  搏過
[00:07:27.200 --> 00:07:29.200]  甚至跟人鬥過
[00:07:29.200 --> 00:07:31.200]  最後你踩上去了
[00:07:31.200 --> 00:07:32.200]  但突然間發覺
[00:07:32.200 --> 00:07:33.200]  什麼都沒有意思
[00:07:33.200 --> 00:07:35.200]  反而在過程當中
[00:07:35.200 --> 00:07:37.200]  你忽略了關係
[00:07:37.200 --> 00:07:39.200]  你丟下了什麼有空
[00:07:39.200 --> 00:07:40.200]  現在寂寞
[00:07:40.200 --> 00:07:41.200]  在搏殺
[00:07:41.200 --> 00:07:42.200]  我賺到錢的時候
[00:07:42.200 --> 00:07:43.200]  跟你去旅行
[00:07:43.200 --> 00:07:45.200]  但現在已經太遲了
[00:07:45.200 --> 00:07:46.200]  已經太遲了
[00:07:46.200 --> 00:07:48.200]  錢就更加沒有意思
[00:07:48.200 --> 00:07:49.200]  權力這些都沒有意思
[00:07:49.200 --> 00:07:52.200]  剩下的就是那些關係
[00:07:52.200 --> 00:07:54.200]  很多時候他發現的時候
[00:07:54.200 --> 00:07:56.200]  可能已經太遲了
[00:07:56.200 --> 00:07:59.200]  但這不只是社會學提醒我們的東西
[00:07:59.200 --> 00:08:00.200]  其實聖經裡面
[00:08:00.200 --> 00:08:01.200]  時常都提醒我們
[00:08:01.200 --> 00:08:03.200]  我們需要同行者
[00:08:03.200 --> 00:08:04.200]  神造我們的時候
[00:08:04.200 --> 00:08:07.200]  是定義在我們人性裡面
[00:08:07.200 --> 00:08:08.200]  給我們這種渴求
[00:08:08.200 --> 00:08:10.200]  我們沒有其他人
[00:08:10.200 --> 00:08:12.200]  我們是沒有生存的意義的
[00:08:12.200 --> 00:08:13.200]  我們要跟人建立
[00:08:13.200 --> 00:08:15.200]  一些不斷的關係
[00:08:15.200 --> 00:08:17.200]  我考考大家
[00:08:17.200 --> 00:08:20.200]  創世紀
[00:08:20.200 --> 00:08:22.200]  創世紀一開始的時候
[00:08:22.200 --> 00:08:24.200]  第一章神創造這個宇宙
[00:08:24.200 --> 00:08:26.200]  一樣每一次都說
[00:08:26.200 --> 00:08:28.200]  每一天都說
[00:08:28.200 --> 00:08:29.200]  這是好的
[00:08:29.200 --> 00:08:30.200]  看是好的
[00:08:30.200 --> 00:08:31.200]  當然了
[00:08:31.200 --> 00:08:33.200]  神自己創造怎麼會不完美呢
[00:08:33.200 --> 00:08:34.200]  到了第三章
[00:08:34.200 --> 00:08:36.200]  人開始犯罪
[00:08:36.200 --> 00:08:37.200]  就開始不完美了
[00:08:37.200 --> 00:08:38.200]  這是事實
[00:08:38.200 --> 00:08:39.200]  人犯罪之後
[00:08:39.200 --> 00:08:40.200]  有鬥爭
[00:08:40.200 --> 00:08:41.200]  有死亡
[00:08:41.200 --> 00:08:42.200]  什麼都有了
[00:08:42.200 --> 00:08:43.200]  第一第二章
[00:08:43.200 --> 00:08:44.200]  應該一切都完美的時候
[00:08:44.200 --> 00:08:45.200]  我考考大家
[00:08:45.200 --> 00:08:48.200]  有一句話說不完美
[00:08:48.200 --> 00:08:50.200]  在《撻臭》裡
[00:08:50.200 --> 00:08:51.200]  二章十八節
[00:08:51.200 --> 00:08:53.200]  能不能背出來呢
[00:08:53.200 --> 00:08:54.200]  神說
[00:08:54.200 --> 00:08:58.200]  那人獨居不好
[00:08:58.200 --> 00:09:01.200]  神本來的心意是
[00:09:01.200 --> 00:09:03.200]  獨居是不好的
[00:09:03.200 --> 00:09:05.200]  是因為不夠的
[00:09:05.200 --> 00:09:06.200]  我們需要
[00:09:06.200 --> 00:09:08.200]  神造我們的時候
[00:09:08.200 --> 00:09:09.200]  在我們裡面
[00:09:09.200 --> 00:09:10.200]  有一種需要的營養
[00:09:10.200 --> 00:09:12.200]  是要跟其他人一起
[00:09:12.200 --> 00:09:14.200]  剛才說過
[00:09:14.200 --> 00:09:15.200]  付出
[00:09:15.200 --> 00:09:16.200]  去接納
[00:09:16.200 --> 00:09:19.200]  去建立這些有意義的關係的時候
[00:09:19.200 --> 00:09:21.200]  就有生命的意義
[00:09:21.200 --> 00:09:22.200]  這個我相信
[00:09:22.200 --> 00:09:23.200]  保羅
[00:09:23.200 --> 00:09:25.200]  到了生命快要結束的時候
[00:09:25.200 --> 00:09:27.200]  他同樣表達出
[00:09:27.200 --> 00:09:29.200]  他那種生命裡面
[00:09:29.200 --> 00:09:31.200]  那種很真實的
[00:09:31.200 --> 00:09:32.200]  這樣的需求
[00:09:32.200 --> 00:09:33.200]  渴求
[00:09:33.200 --> 00:09:35.200]  和他回顧的時候
[00:09:35.200 --> 00:09:37.200]  意義就在那裡
[00:09:37.200 --> 00:09:39.200]  今天我們回一點時間
[00:09:39.200 --> 00:09:40.200]  看看
[00:09:40.200 --> 00:09:42.200]  保羅在這堆名字裡面
[00:09:42.200 --> 00:09:44.200]  和背後
[00:09:44.200 --> 00:09:45.200]  所說出來的那個
[00:09:45.200 --> 00:09:46.200]  同行者
[00:09:46.200 --> 00:09:48.200]  當然我們說
[00:09:48.200 --> 00:09:49.200]  最重要的
[00:09:49.200 --> 00:09:50.200]  保羅
[00:09:50.200 --> 00:09:52.200]  他的同行者是神自己
[00:09:52.200 --> 00:09:54.200]  我們下一次會說
[00:09:54.200 --> 00:09:56.200]  今天我們只說人間
[00:09:56.200 --> 00:09:58.200]  保羅都很坦白的告訴我們
[00:09:58.200 --> 00:10:00.200]  他很多的同行者
[00:10:00.200 --> 00:10:02.200]  對他是多麼重要
[00:10:02.200 --> 00:10:03.200]  和有意義
[00:10:03.200 --> 00:10:05.200]  希望不單止保羅的經驗
[00:10:05.200 --> 00:10:07.200]  這些都能夠成為你和我
[00:10:07.200 --> 00:10:09.200]  提醒我們自己
[00:10:09.200 --> 00:10:11.200]  如何建立
[00:10:11.200 --> 00:10:12.200]  這個同行者
[00:10:12.200 --> 00:10:13.200]  是過我們的人生
[00:10:13.200 --> 00:10:14.200]  這一方面
[00:10:14.200 --> 00:10:15.200]  很重要的真理
[00:10:15.200 --> 00:10:16.200]  好不好
[00:10:16.200 --> 00:10:17.200]  我們一起研究一下
[00:10:17.200 --> 00:10:18.200]  我嘗試將他分為
[00:10:18.200 --> 00:10:20.200]  三個層次
[00:10:20.200 --> 00:10:21.200]  的人
[00:10:21.200 --> 00:10:23.200]  我做了很多功夫的
[00:10:23.200 --> 00:10:24.200]  有些人真的找不到
[00:10:24.200 --> 00:10:25.200]  背景的
[00:10:25.200 --> 00:10:26.200]  有些找到的
[00:10:26.200 --> 00:10:27.200]  我就研究一下
[00:10:27.200 --> 00:10:29.200]  我做完之後
[00:10:29.200 --> 00:10:30.200]  和大家試試分
[00:10:30.200 --> 00:10:31.200]  第一個
[00:10:31.200 --> 00:10:33.200]  就是我們剛才所讀的聖經
[00:10:33.200 --> 00:10:35.200]  有一個人
[00:10:35.200 --> 00:10:37.200]  叫做亞彌釋忽
[00:10:37.200 --> 00:10:39.200]  名字我們都不熟悉
[00:10:39.200 --> 00:10:41.200]  保羅有三四節的聖經
[00:10:41.200 --> 00:10:42.200]  講他
[00:10:42.200 --> 00:10:43.200]  那當然有些東西
[00:10:43.200 --> 00:10:45.200]  我就進入去
[00:10:45.200 --> 00:10:47.200]  我們第一個亞彌釋忽
[00:10:47.200 --> 00:10:49.200]  和保羅很多時候
[00:10:49.200 --> 00:10:51.200]  加上和他一家
[00:10:51.200 --> 00:10:52.200]  即是他一家人
[00:10:52.200 --> 00:10:54.200]  那個和保羅之間
[00:10:54.200 --> 00:10:56.200]  所發生的關係
[00:10:56.200 --> 00:10:58.200]  為什麼要說幾節
[00:10:58.200 --> 00:11:00.200]  關於亞彌釋忽呢
[00:11:00.200 --> 00:11:02.200]  亞彌釋忽和保羅的關係
[00:11:02.200 --> 00:11:04.200]  怎樣我們都找不到
[00:11:04.200 --> 00:11:06.200]  一些很詳細的資料
[00:11:06.200 --> 00:11:08.200]  因為保羅是很好的朋友
[00:11:08.200 --> 00:11:10.200]  又或者亞彌釋忽
[00:11:10.200 --> 00:11:11.200]  是保羅侍奉的時候
[00:11:11.200 --> 00:11:12.200]  所認識的
[00:11:12.200 --> 00:11:13.200]  後來亞彌釋忽覺得
[00:11:13.200 --> 00:11:15.200]  保羅很值得尊敬
[00:11:15.200 --> 00:11:16.200]  總而言之
[00:11:16.200 --> 00:11:18.200]  保羅說的幾句說話裡面
[00:11:18.200 --> 00:11:19.200]  第一
[00:11:19.200 --> 00:11:21.200]  他說亞彌釋忽
[00:11:21.200 --> 00:11:23.200]  值得他記載
[00:11:23.200 --> 00:11:25.200]  和去感激
[00:11:25.200 --> 00:11:27.200]  和令他很快樂
[00:11:27.200 --> 00:11:29.200]  剛才說亞彌釋忽
[00:11:29.200 --> 00:11:31.200]  令我很安慰很快樂
[00:11:31.200 --> 00:11:33.200]  他用一個對比的方式
[00:11:33.200 --> 00:11:34.200]  來說
[00:11:34.200 --> 00:11:36.200]  一開始說亞彌釋忽
[00:11:36.200 --> 00:11:38.200]  令他經常很暢快
[00:11:38.200 --> 00:11:42.200]  很多感恩的心境
[00:11:42.200 --> 00:11:44.200]  然後之前一節
[00:11:44.200 --> 00:11:47.200]  你看見保羅做了一個很強的對比
[00:11:47.200 --> 00:11:49.200]  第十五節那裡說
[00:11:49.200 --> 00:11:50.200]  你知道
[00:11:50.200 --> 00:11:52.200]  所有在亞細亞的人
[00:11:52.200 --> 00:11:54.200]  都離棄了我
[00:11:54.200 --> 00:11:57.200]  原來保羅
[00:11:57.200 --> 00:11:58.200]  其實他很大膽
[00:11:58.200 --> 00:11:59.200]  他都很坦白
[00:11:59.200 --> 00:12:01.200]  我很佩服保羅
[00:12:01.200 --> 00:12:03.200]  有什麼不能說
[00:12:03.200 --> 00:12:05.200]  他說其實我覺得
[00:12:05.200 --> 00:12:07.200]  我很難過
[00:12:07.200 --> 00:12:09.200]  我很孤單
[00:12:09.200 --> 00:12:11.200]  因為很多人
[00:12:11.200 --> 00:12:13.200]  我以為他還會在這裡
[00:12:13.200 --> 00:12:15.200]  還記得我的人已經離棄了我
[00:12:15.200 --> 00:12:17.200]  在提摩太后書裡面
[00:12:17.200 --> 00:12:19.200]  有幾個字
[00:12:19.200 --> 00:12:21.200]  他重複出現的
[00:12:21.200 --> 00:12:23.200]  離棄是其中一個字
[00:12:23.200 --> 00:12:25.200]  所以代表保羅當時的心境裡面
[00:12:25.200 --> 00:12:27.200]  是有一個很深的傷
[00:12:27.200 --> 00:12:28.200]  難過
[00:12:28.200 --> 00:12:30.200]  他不是要埋怨人
[00:12:30.200 --> 00:12:31.200]  而是他很坦白
[00:12:31.200 --> 00:12:33.200]  幾次說離棄了我
[00:12:33.200 --> 00:12:34.200]  人們離棄我
[00:12:34.200 --> 00:12:35.200]  剛才都說了
[00:12:35.200 --> 00:12:37.200]  所有在亞細亞的人
[00:12:37.200 --> 00:12:39.200]  都離棄我
[00:12:39.200 --> 00:12:41.200]  還有一個第四章裡說到
[00:12:41.200 --> 00:12:42.200]  叫做底碼
[00:12:42.200 --> 00:12:45.200]  因為貪愛世界的緣故
[00:12:45.200 --> 00:12:47.200]  他應該不是這樣的
[00:12:47.200 --> 00:12:49.200]  但是他離棄我
[00:12:49.200 --> 00:12:51.200]  去了帖薩萊尼加
[00:12:51.200 --> 00:12:53.200]  還有
[00:12:53.200 --> 00:12:55.200]  他說甚至我第一次
[00:12:55.200 --> 00:12:57.200]  好幾年前
[00:12:57.200 --> 00:12:59.200]  我在羅馬政府底下
[00:12:59.200 --> 00:13:01.200]  我為自己申辯
[00:13:01.200 --> 00:13:02.200]  我是沒有罪的
[00:13:02.200 --> 00:13:04.200]  但是他們抓了我坐牢的時候
[00:13:04.200 --> 00:13:05.200]  他說什麼
[00:13:05.200 --> 00:13:07.200]  沒有一個人
[00:13:07.200 --> 00:13:08.200]  支持我
[00:13:08.200 --> 00:13:10.200]  反而離棄我
[00:13:10.200 --> 00:13:13.200]  保羅說這幾句話的時候
[00:13:13.200 --> 00:13:16.200]  很大膽的說出他心裡的那種難過
[00:13:16.200 --> 00:13:18.200]  剛才說我
[00:13:18.200 --> 00:13:20.200]  我不是說保羅審判那些人
[00:13:20.200 --> 00:13:21.200]  保羅沒有的
[00:13:21.200 --> 00:13:22.200]  不會這樣做
[00:13:22.200 --> 00:13:24.200]  但是保羅很坦白說我很難過
[00:13:24.200 --> 00:13:25.200]  為什麼
[00:13:25.200 --> 00:13:28.200]  因為當我最需要人的時候
[00:13:28.200 --> 00:13:31.200]  我發覺那些人失蹤了
[00:13:31.200 --> 00:13:32.200]  他遺棄了我
[00:13:32.200 --> 00:13:34.200]  或者遺忘了我
[00:13:34.200 --> 00:13:37.200]  在他們的世界裡已經沒有我
[00:13:37.200 --> 00:13:38.200]  但這一種心境
