
[00:00:00.000 --> 00:00:02.000]  大家好,我是Daniel
[00:05:12.060 --> 00:05:16.060]  他們會問究竟甚麼是行律法呢?
[00:05:16.060 --> 00:05:21.060]  作者覺得這裡說行律法不是說所有的好行為
[00:05:21.060 --> 00:05:25.060]  而是說一個身份的標記
[00:05:25.060 --> 00:05:35.060]  特別是猶太人說的國禮、飲食規矩、節旗、生活方式
[00:05:35.060 --> 00:05:37.060]  其實不是在說好行為
[00:05:37.060 --> 00:05:39.060]  而是身份的標記
[00:05:39.060 --> 00:05:43.060]  即是你要遵守這些東西
[00:05:43.060 --> 00:05:47.060]  例如國禮、飲食規矩、節旗
[00:05:47.060 --> 00:05:50.060]  並不是代表行好行為
[00:05:50.060 --> 00:05:54.060]  而是你做這些事就代表你是猶太人
[00:05:54.060 --> 00:05:56.060]  你進入了猶太人的群體
[00:05:56.060 --> 00:05:59.060]  所以這件事是重要的
[00:05:59.060 --> 00:06:01.060]  所以保羅反對這件事
[00:06:01.060 --> 00:06:05.060]  是反對不應該叫外邦人要變成猶太人
[00:06:05.060 --> 00:06:07.060]  才可以得到這個救恩
[00:06:07.060 --> 00:06:11.060]  他的意思不是叫我們不要守律法
[00:06:11.060 --> 00:06:13.060]  不是叫我們不要馴服神
[00:06:13.060 --> 00:06:16.060]  而是叫我們外邦人不需要變成猶太人
[00:06:16.060 --> 00:06:18.060]  所以才可以獲取救恩
[00:06:18.060 --> 00:06:23.060]  作者繼續展述下去
[00:06:23.060 --> 00:06:28.060]  究竟我們怎樣理解猶太人和外邦人的關係呢?
[00:06:28.060 --> 00:06:35.060]  他說合一不等於抹去差異
[00:06:35.060 --> 00:06:39.060]  當保羅說不分猶太人和希利尼人的時候
[00:06:39.060 --> 00:06:45.060]  他不是在說世界上已經沒有猶太人和外邦人
[00:06:45.060 --> 00:06:47.060]  而是作者想說
[00:06:47.060 --> 00:06:54.060]  既然我們現在一同在尼塞亞同蒙恩典
[00:06:54.060 --> 00:06:57.060]  同受英許的時候
[00:06:57.060 --> 00:07:01.060]  我們的身份其實仍然存在
[00:07:01.060 --> 00:07:06.060]  即是說猶太的信徒仍然可以保持猶太的身份
[00:07:06.060 --> 00:07:09.060]  猶太的照明
[00:07:09.060 --> 00:07:13.060]  而外邦信徒就不需要變成猶太人
[00:07:13.060 --> 00:07:17.060]  外邦信徒仍然可以有外邦信徒的身份
[00:07:17.060 --> 00:07:21.060]  但大家可以一同敬畏同一位上帝
[00:07:21.060 --> 00:07:24.060]  他反對了兩種極端
[00:07:24.060 --> 00:07:27.060]  就是外邦人一定要猶太化
[00:07:27.060 --> 00:07:28.060]  變成猶太人
[00:07:28.060 --> 00:07:30.060]  或者另一個極端就是
[00:07:30.060 --> 00:07:32.060]  所有猶太身份都要取消
[00:07:32.060 --> 00:07:33.060]  猶太教沒有了
[00:07:33.060 --> 00:07:37.060]  現在全部被基督教所取代
[00:07:37.060 --> 00:07:40.060]  作者認為這兩個極端都是不可取的
[00:07:40.060 --> 00:07:45.060]  最後到底律法還有沒有價值呢?
[00:07:45.060 --> 00:07:48.060]  在密西亞尼族的人
[00:07:48.060 --> 00:07:51.060]  他們通常不會認為律法完全沒有用
[00:07:51.060 --> 00:07:56.060]  他們認為律法仍然是神聖的教導
[00:07:56.060 --> 00:08:00.060]  仍然是以色列在約裡面的生活方式
[00:08:00.060 --> 00:08:03.060]  仍然是指向尼塞亞的道路
[00:08:03.060 --> 00:08:10.060]  他們認為保羅仍然說律法是糞蒙的師傅
[00:08:10.060 --> 00:08:16.060]  只是說律法在歷史上有一個引導的作用
[00:08:16.060 --> 00:08:22.060]  但現在既然我們信徒是靠聖靈去活出神的心意
[00:08:22.060 --> 00:08:27.060]  焦點應該不再是靠律法去建立我們的身份
[00:08:27.060 --> 00:08:31.060]  而是靠聖靈去活出我們的生命
[00:08:31.060 --> 00:08:36.060]  所以對我們今時今日有什麼啟發呢?
[00:08:36.060 --> 00:08:39.060]  我們看到密西亞尼族的觀點的時候
[00:08:39.060 --> 00:08:45.060]  當然是幫助我們尊重猶太的根源
[00:08:45.060 --> 00:08:50.060]  因為我們知道基督信仰不是突然從天而降
[00:08:50.060 --> 00:08:57.060]  而是直根在以色列和猶太的歷史文化和聖經裡面
[00:08:57.060 --> 00:09:05.060]  我想密西亞尼族的觀點其實幫助我們避免了一些反猶的閱讀
[00:09:05.060 --> 00:09:09.060]  這些其實是造成一些很嚴重的歷史後果
[00:09:09.060 --> 00:09:12.060]  如果我們誤解了保羅是反猶太教
[00:09:12.060 --> 00:09:15.060]  我們會不會都變成反猶太教
[00:09:15.060 --> 00:09:18.060]  甚至不單是反猶太教
[00:09:18.060 --> 00:09:19.060]  變成反猶太人的話
[00:09:19.060 --> 00:09:23.060]  其實會帶來很嚴重的後果
[00:09:23.060 --> 00:09:25.060]  在歷史上也出現過
[00:09:25.060 --> 00:09:31.060]  第三就是幫助我們思考普世教會是怎麼一回事
[00:09:31.060 --> 00:09:36.060]  如果福音可以進入每一個民族、每一個文化裡面
[00:09:36.060 --> 00:09:43.060]  其實就代表我們不需要令到每一個人都變成同一種模式
[00:09:43.060 --> 00:09:45.060]  都好像變成一模一樣
[00:09:45.060 --> 00:09:48.060]  才等於是基督徒
[00:09:48.060 --> 00:09:50.060]  才等於是有救人
[00:09:50.060 --> 00:09:55.060]  而是究竟當福音進入到每一個文化裡面
[00:09:55.060 --> 00:09:59.060]  會不會有不同的展現模式呢?
[00:09:59.060 --> 00:10:02.060]  那班人怎麼可以同時保持自己的文化
[00:10:02.060 --> 00:10:06.060]  同時也成為基督徒呢?
[00:10:06.060 --> 00:10:10.060]  所以我們用密西亞尼族的觀點
[00:10:10.060 --> 00:10:14.060]  一個理財猶太的視角去看加拉太書
[00:10:14.060 --> 00:10:20.060]  重點就是帶出保羅其實不是想拆毀猶太信仰
[00:10:20.060 --> 00:10:25.060]  而是他想宣告以色列的上帝已經藉著尼賽亞
[00:10:25.060 --> 00:10:30.060]  打開了向萬國這份恩典的門
[00:10:30.060 --> 00:10:34.060]  所以猶太人不需要失去猶太的身份
[00:10:34.060 --> 00:10:39.060]  外邦人也不需要改變自己的民族身份
[00:10:39.060 --> 00:10:44.060]  而去加入尼賽亞這個群體
[00:10:44.060 --> 00:10:49.060]  可以跟得這份的英雄一同成為上帝的子民
[00:10:49.060 --> 00:10:52.060]  今天的分享就到這裡,多謝大家
