
[00:00:00.000 --> 00:00:03.080]  究竟我們的上帝是一位什麼樣的上帝呢?
[00:04:04.840 --> 00:04:07.000]  所以如果我們今天從卑敏神學
[00:04:07.000 --> 00:04:10.720]  再次認識這位上帝的時候
[00:04:10.720 --> 00:04:13.000]  重新認識到我們這位的上帝
[00:04:13.000 --> 00:04:15.240]  不是那位只是高高在上
[00:04:15.240 --> 00:04:16.720]  不關我們事的上帝
[00:04:16.720 --> 00:04:21.120]  而是因為祂在乎我們
[00:04:21.120 --> 00:04:23.520]  祂願意投入這個世界裡面
[00:04:23.520 --> 00:04:25.360]  進入這個世界裡面
[00:04:25.360 --> 00:04:29.200]  以愛和我們一同去走
[00:04:29.200 --> 00:04:32.680]  和我們一起經歷
[00:04:32.680 --> 00:04:36.440]  和我們一起可以在祂裡面
[00:04:36.440 --> 00:04:39.000]  這樣同行的一位上帝
[00:04:39.000 --> 00:04:41.120]  這就是先知神學這本書
[00:04:41.120 --> 00:04:42.720]  想要告訴我們的常識
[00:04:42.720 --> 00:04:45.000]  好,今天就分享到這裡
[00:04:45.000 --> 00:04:47.000]  遲點再見大家 拜拜
[00:04:47.000 --> 00:04:49.000]  (CC字幕製作:貝爾)

