
[00:00:00.000 --> 00:00:02.760]  感謝耶穌基督在祂的大愛裡面
[00:01:58.640 --> 00:02:01.640]  我們稱之為一個全人的福音
[00:02:01.640 --> 00:02:04.440]  不只是靈性那方面
[00:02:04.440 --> 00:02:06.440]  我們只是同神的關係
[00:02:06.440 --> 00:02:07.440]  不是的
[00:02:07.440 --> 00:02:09.440]  而是因著信仰
[00:02:09.440 --> 00:02:10.640]  我們的身體
[00:02:10.640 --> 00:02:12.440]  我們的心靈
[00:02:12.440 --> 00:02:13.840]  我們的心理狀況
[00:02:13.840 --> 00:02:16.040]  我們跟人的關係
[00:02:16.040 --> 00:02:18.440]  更加重要是靈的方面
[00:02:18.440 --> 00:02:21.040]  因為靈就是讓我們知道
[00:02:21.040 --> 00:02:23.040]  我們生命的意義
[00:02:23.040 --> 00:02:25.040]  我們生命的源頭
[00:02:25.040 --> 00:02:27.640]  是承托著我們整個人
[00:02:27.640 --> 00:02:31.040]  以致能夠扭轉我們整個人生
[00:02:31.040 --> 00:02:33.640]  成為一個最大的動力
[00:02:33.640 --> 00:02:35.240]  這是很重要的
[00:02:35.240 --> 00:02:37.840]  我們進入主題研習
[00:02:37.840 --> 00:02:39.440]  《九經操練》
[00:02:39.440 --> 00:02:41.040]  看看這個題目
[00:02:41.040 --> 00:02:42.640]  其實就是講到
[00:02:42.640 --> 00:02:45.840]  人生真的會有很多的操練
[00:02:45.840 --> 00:02:46.840]  很多的艱難
[00:02:46.840 --> 00:02:48.640]  特別我們經歷了幾年
[00:02:48.640 --> 00:02:50.040]  在疫情裏面
[00:02:50.040 --> 00:02:52.640]  世界有很多的動盪
[00:02:52.640 --> 00:02:55.040]  人生怎會不艱難
[00:02:55.040 --> 00:02:57.440]  怎會不會有操練呢
[00:02:57.440 --> 00:02:59.240]  不過我們又怎能夠
[00:02:59.240 --> 00:03:00.840]  身心捨靈
[00:03:00.840 --> 00:03:02.040]  都能夠得力
[00:03:02.040 --> 00:03:04.240]  以致原來這個《九經操練》
[00:03:04.240 --> 00:03:06.040]  是聖哉的
[00:03:06.040 --> 00:03:09.640]  是能夠讓我們讚美聖哉的
[00:03:09.640 --> 00:03:11.640]  好,今天我們起步了
[00:03:11.640 --> 00:03:12.840]  各位都在
[00:03:12.840 --> 00:03:14.440]  就是一起參加
[00:03:14.440 --> 00:03:16.040]  真是好了
[00:03:16.040 --> 00:03:19.040]  所以連續七次的講道
[00:03:19.040 --> 00:03:20.840]  我們一系列的訊息
[00:03:20.840 --> 00:03:22.840]  原來幫助我們對應很多
[00:03:22.840 --> 00:03:24.840]  不同人生的處境
[00:03:24.840 --> 00:03:27.040]  關乎我們整個人生
[00:03:27.040 --> 00:03:29.440]  是可以得力的
[00:03:29.440 --> 00:03:30.640]  所以很歡迎你
[00:03:30.640 --> 00:03:32.240]  可以邀請新朋友
[00:03:32.240 --> 00:03:33.040]  或者有些教徒
[00:03:33.040 --> 00:03:34.640]  會不會他都未有教會生活
[00:03:34.640 --> 00:03:36.040]  你邀請他來
[00:03:36.040 --> 00:03:39.040]  還有配合很多的小組學習和體驗
[00:03:39.040 --> 00:03:41.040]  所以如果你手上有今天的筆記
[00:03:41.040 --> 00:03:42.040]  你都發覺是零碎
[00:03:42.040 --> 00:03:43.040]  是不同的
[00:03:43.040 --> 00:03:43.840]  如果沒有不要緊
[00:03:43.840 --> 00:03:45.440]  你進入我的電子版
[00:03:45.440 --> 00:03:47.440]  一起可以分享的
[00:03:47.440 --> 00:03:51.040]  好,今天我的題目叫「零到一百」
[00:03:51.040 --> 00:03:52.840]  這麼特別的,是嗎?
[00:03:52.840 --> 00:03:55.240]  我們很想和大家一起去看
[00:03:55.240 --> 00:03:56.840]  一個聖經人物
[00:03:56.840 --> 00:03:59.040]  所以是一個聖經人物的訊息
[00:03:59.040 --> 00:04:00.640]  約伯
[00:04:00.640 --> 00:04:02.840]  你留意外面我們的海報
[00:04:02.840 --> 00:04:05.640]  都是用了約伯的其中一節
[00:04:05.640 --> 00:04:10.240]  就好像一個主題的金句一樣
[00:04:10.240 --> 00:04:13.840]  約伯可以說是《九經操練》的人生
[00:04:13.840 --> 00:04:15.240]  在聖經裏面
[00:04:15.240 --> 00:04:18.440]  他是一個受苦的一個代表
[00:04:18.440 --> 00:04:21.240]  他的生命可以說是去到谷底
[00:04:21.240 --> 00:04:22.840]  徹底的破壞
[00:04:22.840 --> 00:04:24.240]  去到零
[00:04:24.240 --> 00:04:29.040]  但是他的生命可以經歷完全的復原
[00:04:29.040 --> 00:04:29.840]  所以是一百
[00:04:29.840 --> 00:04:32.240]  零到一百其實有這個意思
[00:04:32.240 --> 00:04:33.440]  不過在這個訊息裏面
[00:04:33.440 --> 00:04:37.440]  你會看到很多零、一百、一百、零
[00:04:37.440 --> 00:04:39.440]  給我們有很多的提醒
[00:04:39.440 --> 00:04:42.040]  《一百記》和《真言傳道書》
[00:04:42.040 --> 00:04:46.040]  稱之為聖經裏面的智慧書
[00:04:46.040 --> 00:04:47.640]  很想我們想一下
[00:04:47.640 --> 00:04:49.840]  智慧何在呢?
[00:04:49.840 --> 00:04:52.640]  這個智慧又怎樣能夠幫助我們
[00:04:52.640 --> 00:04:57.440]  超越很多人生的苦難
[00:04:57.440 --> 00:05:00.040]  很多的起起跌跌
[00:05:00.040 --> 00:05:04.440]  這種的智慧是甚麼智慧呢?
[00:05:04.440 --> 00:05:06.040]  好,我們進入約伯記
[00:05:06.040 --> 00:05:07.840]  第一章一至到八節
[00:05:07.840 --> 00:05:09.440]  其實就是一個引言
[00:05:09.440 --> 00:05:12.640]  帶出究竟約伯是一個怎樣的人
[00:05:12.640 --> 00:05:15.840]  它裏面說到烏斯地的約伯
[00:05:15.840 --> 00:05:18.440]  烏斯地是不知在哪裏的
[00:05:18.440 --> 00:05:20.640]  不過有考究
[00:05:20.640 --> 00:05:23.040]  就不是屬於當時巴勒斯坦
[00:05:23.040 --> 00:05:25.840]  即不是以色列民那一帶
[00:05:25.840 --> 00:05:30.040]  是應該去到近以東阿蘭一帶
[00:05:30.040 --> 00:05:31.440]  因為通常那些地方
[00:05:31.440 --> 00:05:34.040]  一起會出現這個地方名
[00:05:34.040 --> 00:05:40.840]  從而講到這個訊息不只是針對以色列民神的選民
[00:05:40.840 --> 00:05:43.040]  就是當時以外的
[00:05:43.040 --> 00:05:46.040]  好像象徵一個普世的
[00:05:46.040 --> 00:05:48.440]  約伯的訊息是一個普世的訊息
[00:05:48.440 --> 00:05:51.240]  今天都很值得我們去關心
[00:05:51.240 --> 00:05:56.240]  你看到約伯是一個很完全、很正直、很蒙福的
[00:05:56.240 --> 00:05:59.840]  如果用一個身心舍靈來比喻
[00:05:59.840 --> 00:06:02.040]  約伯真是一百分
[00:06:02.040 --> 00:06:05.040]  他身心舍靈都很完美
[00:06:05.040 --> 00:06:07.040]  我們逐方面看一下
[00:06:07.040 --> 00:06:09.440]  他的身體應該是很強壯
[00:06:09.440 --> 00:06:12.640]  生活裏面都是很有力
[00:06:12.640 --> 00:06:15.640]  他建立了一個很大的家業
[00:06:15.640 --> 00:06:19.240]  很多的羊、駱駝、牛、驢
[00:06:19.240 --> 00:06:21.640]  還有很多的瀑被
[00:06:21.640 --> 00:06:23.040]  如果不是身體強健
[00:06:23.040 --> 00:06:25.040]  又怎會這麼有力呢
[00:06:25.040 --> 00:06:26.640]  他一無所缺
[00:06:26.640 --> 00:06:29.040]  並且都有一個很大的家庭
[00:06:29.040 --> 00:06:34.040]  有十個兒女、七個兒子、三個女兒等等
[00:06:34.040 --> 00:06:38.040]  從而我們知道其實他的情緒、心理都是非常好
[00:06:38.040 --> 00:06:42.040]  他被形容是完全為人正直
[00:06:42.040 --> 00:06:44.040]  品格亦都是很良好
[00:06:44.040 --> 00:06:47.040]  這個是受人所稱譽的
[00:06:47.040 --> 00:06:48.040]  亦都可想而知
[00:06:48.040 --> 00:06:52.040]  他人際關係亦都是很不錯
[00:06:52.040 --> 00:06:54.040]  裏面講到東方人當中
[00:06:54.040 --> 00:06:56.040]  他自為自大
[00:06:56.040 --> 00:07:01.040]  每個人都認為他是一個很偉大、很好的人
[00:07:01.040 --> 00:07:03.040]  是稱譽他
[00:07:03.040 --> 00:07:04.040]  在家人當中
[00:07:04.040 --> 00:07:08.040]  他的兒女裏面都是和睦的
[00:07:08.040 --> 00:07:11.040]  兒女經常在家裏擺設筵席
[00:07:11.040 --> 00:07:15.040]  就會叫姐妹們一起一起吃喝
[00:07:15.040 --> 00:07:18.040]  可想而知家庭是和睦
[00:07:18.040 --> 00:07:21.040]  有很好的家庭關係
[00:07:21.040 --> 00:07:23.040]  一切這麼好
[00:07:23.040 --> 00:07:26.040]  但最重要的是他敬畏上帝
[00:07:26.040 --> 00:07:28.040]  遠離惡事
[00:07:28.040 --> 00:07:29.040]  一個這樣的人
[00:07:29.040 --> 00:07:33.040]  他亦都經常向神獻上梵祭
[00:07:33.040 --> 00:07:35.040]  來求高神
[00:07:35.040 --> 00:07:36.040]  總括第八節
[00:07:36.040 --> 00:07:40.040]  地上再沒有人像他這樣
[00:07:40.040 --> 00:07:43.040]  在這裏讓我們看到一個敬畏神的人
[00:07:43.040 --> 00:07:45.040]  真是蒙福
[00:07:45.040 --> 00:07:48.040]  他的蒙福是所有各方面的
[00:07:48.040 --> 00:07:49.040]  身心所舍靈
[00:07:49.040 --> 00:07:52.040]  所有方面都彰顯他的蒙福
[00:07:52.040 --> 00:07:53.040]  在這裏讓我們留意
[00:07:53.040 --> 00:07:56.040]  不是每個人都像董武式一樣
[00:07:56.040 --> 00:07:58.040]  像伯伯一樣
[00:07:58.040 --> 00:07:59.040]  是否一定要有家庭
[00:07:59.040 --> 00:08:01.040]  是否一定要有很多兒女
[00:08:01.040 --> 00:08:03.040]  是否一定要有很多財產
[00:08:03.040 --> 00:08:05.040]  這樣才是蒙福
[00:08:05.040 --> 00:08:06.040]  不是
[00:08:06.040 --> 00:08:09.040]  而是他各方面可以給人的感覺
[00:08:09.040 --> 00:08:11.040]  他都是有力的
[00:08:11.040 --> 00:08:14.040]  這亦是出於上帝的美意
[00:08:14.040 --> 00:08:18.040]  神都要這樣來賜福我們各方面
[00:08:18.040 --> 00:08:21.040]  成為一個很美好的見證
[00:08:21.040 --> 00:08:24.040]  不過晴天霹靂
[00:08:24.040 --> 00:08:26.040]  這個晴天霹靂
[00:08:26.040 --> 00:08:28.040]  讓約伯的生命
[00:08:28.040 --> 00:08:32.040]  好像從一百到徹底破壞到零
[00:08:32.040 --> 00:08:34.040]  這個晴天霹靂
[00:08:34.040 --> 00:08:36.040]  這個這麼大的破壞
[00:08:36.040 --> 00:08:38.040]  是從哪裏而來呢?
[00:08:38.040 --> 00:08:40.040]  是從那惡者撒旦
[00:08:40.040 --> 00:08:43.040]  撒旦都妒忌約伯
[00:08:43.040 --> 00:08:46.040]  他來到神的面前挑戰
[00:08:46.040 --> 00:08:49.040]  質疑耶和華神
[00:08:49.040 --> 00:08:52.040]  他說約伯這麼敬畏上帝
[00:08:52.040 --> 00:08:54.040]  難道是無辜?
[00:08:54.040 --> 00:08:58.040]  你試試從他手裏破壞他一切所有的
[00:08:58.040 --> 00:08:59.040]  拿走他一切
[00:08:59.040 --> 00:09:03.040]  看看他會否當面馬上離棄你
[00:09:03.040 --> 00:09:06.040]  各位,今天你倚靠上帝
[00:09:06.040 --> 00:09:09.040]  是否只是上帝要賜福給你
[00:09:09.040 --> 00:09:12.040]  你才跟隨上帝?
[00:09:12.040 --> 00:09:15.040]  沒錯,人都是軟弱的
[00:09:15.040 --> 00:09:19.040]  但是我們試試成為我們信仰的反思
[00:09:19.040 --> 00:09:23.040]  就因著一個這麼大的質疑挑戰之下
[00:09:23.040 --> 00:09:24.040]  上帝容許
[00:09:24.040 --> 00:09:26.040]  不過要加上條件
[00:09:26.040 --> 00:09:30.040]  不可以伸手加害於他
[00:09:30.040 --> 00:09:33.040]  於是一連串的禍患
[00:09:33.040 --> 00:09:36.040]  就臨到這位約伯
[00:09:36.040 --> 00:09:38.040]  他逐漸失去他所有
[00:09:38.040 --> 00:09:41.040]  首先失去了他所有的生畜
[00:09:41.040 --> 00:09:43.040]  那些牛、羊、鹵
[00:09:43.040 --> 00:09:46.040]  那些財產變得一無所有
[00:09:46.040 --> 00:09:49.040]  更加很悲慘的是人命
[00:09:49.040 --> 00:09:52.040]  他的僕人在很多的災難
[00:09:52.040 --> 00:09:54.040]  被擄掠等等的當中
[00:09:54.040 --> 00:09:57.040]  僕人都失去了
[00:09:57.040 --> 00:10:00.040]  在一次狂風吹塔的屋子
[00:10:00.040 --> 00:10:03.040]  壓死了他所有的兒女
[00:10:03.040 --> 00:10:04.040]  是否很慘?
[00:10:04.040 --> 00:10:07.040]  父母最痛愛的是自己的子女
[00:10:07.040 --> 00:10:11.040]  但這個時候約伯連他的子女都失去了
[00:10:11.040 --> 00:10:13.040]  在這個時候
[00:10:13.040 --> 00:10:15.040]  撒旦的攻擊還未止
[00:10:15.040 --> 00:10:17.040]  他再質疑挑戰上帝
[00:10:17.040 --> 00:10:19.040]  當然這些全部都是身外物
[00:10:19.040 --> 00:10:21.040]  不是他自己
[00:10:21.040 --> 00:10:24.040]  於是撒旦再要攻擊
[00:10:24.040 --> 00:10:28.040]  直接臨到約伯身上
[00:10:28.040 --> 00:10:31.040]  他全身長滿了毒瘡
[00:10:31.040 --> 00:10:35.040]  甚至連他的容貌都被毀
[00:10:35.040 --> 00:10:36.040]  你看看經文
[00:10:36.040 --> 00:10:38.040]  你會看到其後有幾個朋友
[00:10:38.040 --> 00:10:41.040]  他說遠遠都不認得約伯
[00:10:41.040 --> 00:10:43.040]  你就可想而知
[00:10:43.040 --> 00:10:46.040]  這個全身長滿毒瘡
[00:10:46.040 --> 00:10:48.040]  是一個頗厲害的
[00:10:48.040 --> 00:10:51.040]  頗痛苦的經歷
[00:10:51.040 --> 00:10:53.040]  不單止是這樣
[00:10:53.040 --> 00:10:58.040]  在當時約伯的妻子都冷言冷語對他
[00:10:58.040 --> 00:11:01.040]  他說不如你離開上帝吧
[00:11:01.040 --> 00:11:03.040]  你死了吧
[00:11:03.040 --> 00:11:07.040]  約伯在那個時候
[00:11:07.040 --> 00:11:09.040]  他沒有回應他的妻子
[00:11:09.040 --> 00:11:11.040]  我相信有時情緒很低落
[00:11:11.040 --> 00:11:13.040]  極大的痛苦
[00:11:13.040 --> 00:11:15.040]  你試想想他的妻子
[00:11:15.040 --> 00:11:17.040]  失去十個子女
[00:11:17.040 --> 00:11:19.040]  見到她的丈夫這樣受苦
[00:11:19.040 --> 00:11:21.040]  他很無助的時候
[00:11:21.040 --> 00:11:23.040]  可能在情緒裡
[00:11:23.040 --> 00:11:26.040]  他都有一些很晦氣的說話
[00:11:26.040 --> 00:11:29.040]  這不等於他來犧牲
[00:11:29.040 --> 00:11:31.040]  不過我們都要分得清楚
[00:11:31.040 --> 00:11:33.040]  不過亦有可能
[00:11:33.040 --> 00:11:35.040]  連在說話裡
[00:11:35.040 --> 00:11:39.040]  都會有一種非常大的沮喪
[00:11:39.040 --> 00:11:42.040]  罪魁禍首
[00:11:42.040 --> 00:11:44.040]  所有的苦難
[00:11:44.040 --> 00:11:46.040]  原來就是出於那惡者
[00:11:46.040 --> 00:11:47.040]  撒旦
[00:11:47.040 --> 00:11:48.040]  魔鬼
[00:11:48.040 --> 00:11:51.040]  這個靈界的叛逆者
[00:11:51.040 --> 00:11:54.040]  不過有時我覺得很特別
[00:11:54.040 --> 00:11:56.040]  我們人總是埋怨上帝
[00:11:56.040 --> 00:11:58.040]  不是埋怨魔鬼
[00:11:58.040 --> 00:12:00.040]  不如我們改口吧
[00:12:00.040 --> 00:12:02.040]  為什麼不是埋怨魔鬼
[00:12:02.040 --> 00:12:03.040]  而是埋怨上帝呢
[00:12:03.040 --> 00:12:05.040]  會不會我們知道魔鬼是真的
[00:12:05.040 --> 00:12:07.040]  他害我不是糟糕嗎
[00:12:07.040 --> 00:12:09.040]  上帝是美善的
[00:12:09.040 --> 00:12:12.040]  上帝總不會來害我的
[00:12:12.040 --> 00:12:15.040]  不過如果我們本末倒置就糟糕了
[00:12:15.040 --> 00:12:17.040]  可能我們都會問
[00:12:17.040 --> 00:12:20.040]  聖經有一句說話很重要
[00:12:20.040 --> 00:12:22.040]  勿要謹守警醒
[00:12:22.040 --> 00:12:24.040]  因為那惡者
[00:12:24.040 --> 00:12:26.040]  我們這個對頭魔鬼
[00:12:26.040 --> 00:12:28.040]  又稱為撒旦
[00:12:28.040 --> 00:12:30.040]  好像咆哮的獅子
[00:12:30.040 --> 00:12:31.040]  遍地遊行
[00:12:31.040 --> 00:12:33.040]  尋找可以吞吃的人
[00:12:33.040 --> 00:12:36.040]  特別是他想吞吃那些屬神的人
[00:12:36.040 --> 00:12:38.040]  最好我們和他一樣
[00:12:38.040 --> 00:12:41.040]  這樣去滅亡就最好了
[00:12:41.040 --> 00:12:43.040]  所以小心他的吞吃
[00:12:43.040 --> 00:12:45.040]  可能我們都會問
[00:12:45.040 --> 00:12:47.040]  為什麼上帝不阻止
[00:12:47.040 --> 00:12:50.040]  上帝有大能阻止
[00:12:50.040 --> 00:12:52.040]  這個真的是一個很好的問題
[00:12:52.040 --> 00:12:54.040]  為什麼不阻止
[00:12:54.040 --> 00:12:56.040]  難道上帝會知道
[00:12:56.040 --> 00:13:00.040]  若白是會屈服給撒旦
[00:13:00.040 --> 00:13:03.040]  還是上帝會相信
[00:13:03.040 --> 00:13:06.040]  若白不會屈服
[00:13:06.040 --> 00:13:09.040]  以致令撒旦啞口
[00:13:09.040 --> 00:13:12.040]  你覺得誰是真的
[00:13:12.040 --> 00:13:14.040]  我們相信上帝
[00:13:14.040 --> 00:13:19.040]  他是相信若白的信心
[00:13:19.040 --> 00:13:21.040]  其實再想深一層
[00:13:21.040 --> 00:13:25.040]  其實那惡者挑戰的是誰
[00:13:25.040 --> 00:13:28.040]  其實最終是上帝
[00:13:28.040 --> 00:13:31.040]  你這麼祝福若白
[00:13:31.040 --> 00:13:34.040]  你知道他不會離險你嗎
[00:13:34.040 --> 00:13:38.040]  其實這個是挑戰上帝
[00:13:38.040 --> 00:13:41.040]  若白怎麼面對
[00:13:41.040 --> 00:13:44.040]  他真的值得神去信任
[00:13:44.040 --> 00:13:47.040]  因為他真的有那份信心
[00:13:47.040 --> 00:13:48.040]  在一章尾的時候
[00:13:48.040 --> 00:13:49.040]  若白這樣說
[00:13:49.040 --> 00:13:51.040]  我赤身出於母胎
[00:13:51.040 --> 00:13:53.040]  亦必赤身歸回
[00:13:53.040 --> 00:13:55.040]  賞賜的是耶和華
[00:13:55.040 --> 00:13:56.040]  收取的是耶和華
[00:13:56.040 --> 00:13:59.040]  他的名是應當稱頌的
[00:13:59.040 --> 00:14:00.040]  這個時候我們看到若白
[00:14:00.040 --> 00:14:01.040]  他真的是一個
[00:14:01.040 --> 00:14:03.040]  沒有信心跟隨主的人
[00:14:03.040 --> 00:14:06.040]  他沒有因為他眼前一切所擁有
[00:14:06.040 --> 00:14:08.040]  他的兒女 他的財物
[00:14:08.040 --> 00:14:10.040]  他生活裏面無缺
[00:14:10.040 --> 00:14:13.040]  他過著一個很豐足的生活
[00:14:13.040 --> 00:14:16.040]  沒有因為這樣他忘記上帝
[00:14:16.040 --> 00:14:17.040]  他反而知道
[00:14:17.040 --> 00:14:20.040]  其實他的本相是怎樣
[00:14:20.040 --> 00:14:23.040]  他本來是零的
[00:14:23.040 --> 00:14:24.040]  他所有的一百
[00:14:24.040 --> 00:14:28.040]  其實都是從神而來的
[00:14:28.040 --> 00:14:30.040]  他本來一無所有
[00:14:30.040 --> 00:14:33.040]  所以人不可以自誇
[00:14:33.040 --> 00:14:34.040]  很多時候我面對
[00:14:34.040 --> 00:14:35.040]  有時候在安息禮拜
[00:14:35.040 --> 00:14:38.040]  我看到家人那種傷痛
[00:14:38.040 --> 00:14:39.040]  甚至有教徒
[00:14:39.040 --> 00:14:40.040]  有親人的離世
[00:14:40.040 --> 00:14:42.040]  我們都是非常痛心
[00:14:42.040 --> 00:14:44.040]  怎會不痛心呢
[00:14:44.040 --> 00:14:46.040]  不過有時候值得我們去想
[00:14:46.040 --> 00:14:48.040]  我有時候都會這樣安慰
[00:14:48.040 --> 00:14:50.040]  我自己都經歷過
[00:14:50.040 --> 00:14:53.040]  其實我們要慰藥那位親人
[00:14:53.040 --> 00:14:56.040]  我們要慰藥曾經擁有的關係
[00:14:56.040 --> 00:14:58.040]  我們曾經一起的生活
[00:14:58.040 --> 00:15:00.040]  我們都要感恩
[00:15:00.040 --> 00:15:04.040]  因為這些本來都出於上帝
[00:15:04.040 --> 00:15:05.040]  約伯他知道
[00:15:05.040 --> 00:15:07.040]  即是說他的兒女離開他
[00:15:07.040 --> 00:15:11.040]  他的兒女歸回在哪裏
[00:15:11.040 --> 00:15:15.040]  他的兒女都歸回上帝
[00:15:15.040 --> 00:15:17.040]  一切歸回上帝
[00:15:17.040 --> 00:15:20.040]  所以因此他在一切的事上
[00:15:20.040 --> 00:15:21.040]  他沒有犯罪
[00:15:21.040 --> 00:15:24.040]  他都不以上帝為狂妄
[00:15:24.040 --> 00:15:26.040]  狂妄在經文裏面就是愚昧
[00:15:26.040 --> 00:15:29.040]  難道上帝是蠢的嗎
[00:15:29.040 --> 00:15:30.040]  他不知道
[00:15:30.040 --> 00:15:31.040]  他知道所有
[00:15:31.040 --> 00:15:33.040]  所以他沒有犯罪
[00:15:33.040 --> 00:15:35.040]  沒有因而離開上帝
[00:15:35.040 --> 00:15:37.040]  就算他的身體長滿瘡也好
[00:15:37.040 --> 00:15:39.040]  第二章尾
[00:15:39.040 --> 00:15:41.040]  在一切的事上
[00:15:41.040 --> 00:15:47.040]  約伯都沒有以口犯罪
[00:15:47.040 --> 00:15:48.040]  很特別
[00:15:48.040 --> 00:15:50.040]  在二章十字之後
[00:15:50.040 --> 00:15:55.040]  其實撒旦原來就已經再沒有出現
[00:15:55.040 --> 00:15:57.040]  這個可能我們沒有留意
[00:15:57.040 --> 00:16:00.040]  他從來都不是約伯記的主角
[00:16:00.040 --> 00:16:03.040]  很早已經不在了
[00:16:03.040 --> 00:16:05.040]  《雅各書》裏面提醒我們
[00:16:05.040 --> 00:16:06.040]  我們要信服神
[00:16:06.040 --> 00:16:09.040]  不要抵擋魔鬼
[00:16:09.040 --> 00:16:12.040]  魔鬼就要離開我們逃跑
[00:16:12.040 --> 00:16:13.040]  我都曾經提過
[00:16:13.040 --> 00:16:15.040]  不要把榮耀給他
[00:16:15.040 --> 00:16:18.040]  不要把他看得這麼重要
[00:16:18.040 --> 00:16:20.040]  這個時候我們變得很無知
[00:16:20.040 --> 00:16:21.040]  我們很恐懼
[00:16:21.040 --> 00:16:23.040]  我們真的分不清楚
[00:16:23.040 --> 00:16:25.040]  以致我們恐懼
[00:16:25.040 --> 00:16:26.040]  我們無知
[00:16:26.040 --> 00:16:28.040]  求主幫助我們
[00:16:28.040 --> 00:16:32.040]  所以約伯記在這裏應該完了
[00:16:32.040 --> 00:16:37.040]  不過其實徹底的破壞在這裏還未完
[00:16:37.040 --> 00:16:39.040]  更大的挑戰在哪裏
[00:16:39.040 --> 00:16:42.040]  更大的挑戰在往後
[00:16:42.040 --> 00:16:44.040]  你會看到很長的
[00:16:44.040 --> 00:16:47.040]  由第四章一直到第三十七章
[00:16:47.040 --> 00:16:50.040]  其實原來是在靈裏面的對話
[00:16:50.040 --> 00:16:53.040]  約伯有三個好朋友
[00:16:53.040 --> 00:16:56.040]  以利法比勒特所犯
[00:16:56.040 --> 00:16:57.040]  不止的
[00:16:57.040 --> 00:16:59.040]  還有最後的對話
[00:16:59.040 --> 00:17:00.040]  原來有四位
[00:17:00.040 --> 00:17:03.040]  這些都是約伯的好朋友
[00:17:03.040 --> 00:17:07.040]  他們曾經七日七夜去陪伴約伯
[00:17:07.040 --> 00:17:08.040]  見到他的苦
[00:17:08.040 --> 00:17:10.040]  默不作聲
[00:17:10.040 --> 00:17:12.040]  你想想那份的同在
[00:17:12.040 --> 00:17:15.040]  那份的憐憫是多麼的大
[00:17:15.040 --> 00:17:18.040]  但是終於都忍不住
[00:17:18.040 --> 00:17:19.040]  他們都開口
[00:17:19.040 --> 00:17:21.040]  一路一路來到去思想
[00:17:21.040 --> 00:17:23.040]  為什麼約伯受苦呢
[00:17:23.040 --> 00:17:26.040]  其實一路一路很多很多的說話
[00:17:26.040 --> 00:17:28.040]  人有時真的很長篇大論
[00:17:28.040 --> 00:17:30.040]  很多說話
[00:17:30.040 --> 00:17:34.040]  不過他們來來去去都認定
[00:17:34.040 --> 00:17:37.040]  你一定因為犯罪而受苦
