
[00:00:00.000 --> 00:00:09.000]  十六章有很多文案,新約羅馬書只是保羅其中一封書信
[00:03:45.000 --> 00:03:48.000]  但是如今卻夢見了神的恩典
[00:03:48.000 --> 00:03:53.000]  在耶穌基督裡的救贖,百百清二
[00:03:53.000 --> 00:03:57.000]  每一個都是神所救贖的
[00:03:57.000 --> 00:03:59.000]  每一個都是神所愛的
[00:03:59.000 --> 00:04:03.000]  彷如我們一樣,每一個都是神所愛的
[00:04:03.000 --> 00:04:05.000]  第二個重點是什麼呢?
[00:04:05.000 --> 00:04:10.000]  這個經文,告訴我們27個人名
[00:04:10.000 --> 00:04:12.000]  是來自非常不同的背景
[00:04:12.000 --> 00:04:16.000]  我不是詳細說,因為如果詳細說,又是另一篇道理
[00:04:16.000 --> 00:04:19.000]  有男有女,有希臘有羅馬
[00:04:19.000 --> 00:04:23.000]  也有外邦猶太教的信徒
[00:04:23.000 --> 00:04:27.000]  有些是在囚的,曾經坐過牢的,低下的
[00:04:27.000 --> 00:04:29.000]  身份不光彩的
[00:04:29.000 --> 00:04:33.000]  但有些身份很顯赫的,在高位的
[00:04:33.000 --> 00:04:37.000]  每一個都是神所體重
[00:04:37.000 --> 00:04:40.000]  彷如又帶回我們到《羅馬書》第一章
[00:04:40.000 --> 00:04:45.000]  福音本是神的大能,要救一切相信的
[00:04:45.000 --> 00:04:49.000]  一切相信的,無論是猶太人還是外邦人
[00:04:49.000 --> 00:04:51.000]  這個福音是給所有人的
[00:04:51.000 --> 00:04:55.000]  我們看到整個經文當中,27個人名
[00:04:55.000 --> 00:04:57.000]  就能看到神的心意是怎樣的
[00:04:57.000 --> 00:04:59.000]  第三個心意是什麼呢?
[00:04:59.000 --> 00:05:01.000]  第三個心意
[00:05:01.000 --> 00:05:09.000]  神很喜歡一個信徒能夠互相配得
[00:05:09.000 --> 00:05:15.000]  經文你會看到,不單止保羅用聖徒,在耶穌基督裡
[00:05:15.000 --> 00:05:20.000]  他會用同公,親屬,兄弟,親愛的
[00:05:20.000 --> 00:05:24.000]  當中,特別是大家看第二節的菲比
[00:05:24.000 --> 00:05:29.000]  他是數來幫助保羅和很多人的人
[00:05:29.000 --> 00:05:36.000]  可能是金錢上,物資上,救助上,款待人等等
[00:05:36.000 --> 00:05:42.000]  所以保羅說,當菲比從堅格里,在哥倫多附近的地方
[00:05:42.000 --> 00:05:44.000]  去到羅馬的時候
[00:05:44.000 --> 00:05:48.000]  請羅馬教會的信徒好好接待菲比
[00:05:48.000 --> 00:05:50.000]  在那裡執事
[00:05:50.000 --> 00:05:52.000]  第六節,我們又看到
[00:05:52.000 --> 00:05:54.000]  又問馬利亞安
[00:05:54.000 --> 00:05:56.000]  馬利亞是什麼人呢?
[00:05:56.000 --> 00:05:58.000]  馬利亞是為你們多受勞苦的
[00:05:58.000 --> 00:06:02.000]  在他們當中,有一個人叫馬利亞
[00:06:02.000 --> 00:06:08.000]  是為羅馬教會付出很多心力
[00:06:08.000 --> 00:06:12.000]  去照顧牧養很多弟兄姊妹
[00:06:12.000 --> 00:06:14.000]  第十二節,彼釋
[00:06:14.000 --> 00:06:16.000]  一樣的
[00:06:16.000 --> 00:06:18.000]  你會看到,在教會裏
[00:06:18.000 --> 00:06:24.000]  當保羅和眾人問候這27個人名的時候
[00:06:24.000 --> 00:06:28.000]  他會知道這些人是願意互相付出
[00:06:28.000 --> 00:06:30.000]  互相配搭
[00:06:30.000 --> 00:06:32.000]  去建立基督的身體
[00:06:32.000 --> 00:06:34.000]  彷如在第十二章
[00:06:34.000 --> 00:06:36.000]  我們曾經說過
[00:06:36.000 --> 00:06:38.000]  在第四和第五節說過
[00:06:38.000 --> 00:06:40.000]  我們有很多的肢體
[00:06:40.000 --> 00:06:42.000]  但都有不一樣的用處
[00:06:42.000 --> 00:06:44.000]  在基督裏成為一群
[00:06:44.000 --> 00:06:46.000]  互相聯絡做肢體
[00:06:46.000 --> 00:06:48.000]  第四節
[00:06:48.000 --> 00:06:56.000]  神很喜歡群體的敬拜
[00:06:56.000 --> 00:06:58.000]  在第十節
[00:06:58.000 --> 00:07:00.000]  阿彌多佈和第十一節的拿奇數
[00:07:00.000 --> 00:07:04.000]  是用一個家庭來做一個單位
[00:07:04.000 --> 00:07:06.000]  整個家庭
[00:07:06.000 --> 00:07:10.000]  不單止是保羅向個人問安
[00:07:10.000 --> 00:07:12.000]  而是向一個家庭問安
[00:07:12.000 --> 00:07:14.000]  並且在第五和第二十三節
[00:07:14.000 --> 00:07:16.000]  你會看到有些家庭
[00:07:16.000 --> 00:07:18.000]  開放他們的家庭
[00:07:18.000 --> 00:07:22.000]  讓弟兄姊妹去做崇拜
[00:07:22.000 --> 00:07:26.000]  聚會、小組、團契、查經
[00:07:26.000 --> 00:07:28.000]  在第一世紀羅馬的城市
[00:07:28.000 --> 00:07:30.000]  或其他城市
[00:07:30.000 --> 00:07:32.000]  不會有座堂式的教會
[00:07:32.000 --> 00:07:34.000]  是家庭教會
[00:07:34.000 --> 00:07:36.000]  彷如我們內地一樣
[00:07:36.000 --> 00:07:40.000]  有很多地方是開放家庭
[00:07:40.000 --> 00:07:42.000]  我們當中也試過
[00:07:42.000 --> 00:07:44.000]  開放家庭
[00:07:44.000 --> 00:07:46.000]  大家開小組查經
[00:07:46.000 --> 00:07:50.000]  那就是崇拜團契的地方
[00:07:50.000 --> 00:07:52.000]  又讓我們看到
[00:07:52.000 --> 00:07:54.000]  羅馬書十二章一節
[00:07:54.000 --> 00:07:56.000]  將身體獻上當作活祭
[00:07:56.000 --> 00:07:58.000]  聖潔蒙神所喜悅
[00:07:58.000 --> 00:08:00.000]  如此侍奉如此敬拜
[00:08:00.000 --> 00:08:02.000]  是神所喜悅
[00:08:02.000 --> 00:08:04.000]  第五節
[00:08:04.000 --> 00:08:10.000]  神有個心意
[00:08:10.000 --> 00:08:12.000]  我們每一個人
[00:08:12.000 --> 00:08:14.000]  就像耶穌基督一樣
[00:08:14.000 --> 00:08:16.000]  為別人寫記
[00:08:16.000 --> 00:08:18.000]  寫記的生命
[00:08:18.000 --> 00:08:20.000]  第三節提及
[00:08:20.000 --> 00:08:22.000]  伯記拉、阿居拉
[00:08:22.000 --> 00:08:24.000]  這對夫婦的名字不陌生
[00:08:24.000 --> 00:08:26.000]  因為在史唐人傳第十八章
[00:08:26.000 --> 00:08:28.000]  我們看到保羅
[00:08:28.000 --> 00:08:32.000]  如何與積蓬杖棚的夫婦相遇
[00:08:32.000 --> 00:08:34.000]  但這對夫婦
[00:08:34.000 --> 00:08:36.000]  經文提及
[00:08:36.000 --> 00:08:38.000]  為保羅的生命
[00:08:38.000 --> 00:08:40.000]  將頸項置之度外
[00:08:40.000 --> 00:08:42.000]  換言之
[00:08:42.000 --> 00:08:44.000]  保羅能夠站在這裡
[00:08:44.000 --> 00:08:46.000]  寫這封書信
[00:08:46.000 --> 00:08:48.000]  保羅能夠繼續他的宣教旅程
[00:08:48.000 --> 00:08:50.000]  是很多得這對夫婦
[00:08:50.000 --> 00:08:52.000]  沒有這對夫婦
[00:08:52.000 --> 00:08:56.000]  保羅是不可能生存的
[00:08:56.000 --> 00:08:58.000]  我們不知道發生了什麼事
[00:08:58.000 --> 00:09:00.000]  經文沒有提及
[00:09:00.000 --> 00:09:02.000]  史唐人傳也沒有提及
[00:09:02.000 --> 00:09:04.000]  但這對夫婦將他們的生命
[00:09:04.000 --> 00:09:06.000]  放在一個很危險的地方
[00:09:06.000 --> 00:09:08.000]  以至保羅得以救活
[00:09:08.000 --> 00:09:10.000]  這對夫婦
[00:09:10.000 --> 00:09:12.000]  保羅是救命恩人
[00:09:12.000 --> 00:09:14.000]  沒有這對夫婦
[00:09:14.000 --> 00:09:18.000]  保羅不能繼續他的宣教旅程
[00:09:18.000 --> 00:09:20.000]  第七節
[00:09:20.000 --> 00:09:22.000]  有兩個人
[00:09:22.000 --> 00:09:24.000]  安多尼古和尤尼亞
[00:09:24.000 --> 00:09:28.000]  與保羅一同坐牢
[00:09:28.000 --> 00:09:30.000]  保羅為什麼要坐牢?
[00:09:30.000 --> 00:09:32.000]  是否他做錯了什麼?
[00:09:32.000 --> 00:09:34.000]  不是,保羅沒有做錯
[00:09:34.000 --> 00:09:36.000]  保羅是為了福音的緣故
[00:09:36.000 --> 00:09:38.000]  而坐牢
[00:09:38.000 --> 00:09:40.000]  我們知道
[00:09:40.000 --> 00:09:42.000]  同樣的安多尼古和尤尼亞
[00:09:42.000 --> 00:09:44.000]  也是
[00:09:44.000 --> 00:09:46.000]  他們擺上了生命
[00:09:46.000 --> 00:09:48.000]  坐牢,為什麼呢?
[00:09:48.000 --> 00:09:50.000]  因為他們為福音,為耶穌基督
[00:09:50.000 --> 00:09:52.000]  的生命見證
[00:09:52.000 --> 00:09:54.000]  見證耶穌是基督這回事
[00:09:54.000 --> 00:09:56.000]  而坐牢
[00:09:56.000 --> 00:09:58.000]  是這樣的
[00:09:58.000 --> 00:10:00.000]  第十三節我們看到
[00:10:00.000 --> 00:10:02.000]  問主女的老夫
[00:10:02.000 --> 00:10:04.000]  蒙神揀選
[00:10:04.000 --> 00:10:06.000]  但又問他母親安
[00:10:06.000 --> 00:10:08.000]  老夫,Rufus的母親
[00:10:08.000 --> 00:10:10.000]  這個母親當保羅
[00:10:10.000 --> 00:10:12.000]  如同自己的兒子
[00:10:12.000 --> 00:10:16.000]  如何很悉心地照顧
[00:10:16.000 --> 00:10:18.000]  擺上看顧
[00:10:18.000 --> 00:10:20.000]  是不是?
[00:10:20.000 --> 00:10:22.000]  我不知道有沒有人當你是一個兒子
[00:10:22.000 --> 00:10:24.000]  或者女兒
[00:10:24.000 --> 00:10:26.000]  照顧你
[00:10:26.000 --> 00:10:28.000]  看起來很寶貴
[00:10:28.000 --> 00:10:30.000]  當自己的兒子
[00:10:30.000 --> 00:10:32.000]  所有事情
[00:10:32.000 --> 00:10:34.000]  都是說
[00:10:34.000 --> 00:10:36.000]  這些人物很想
[00:10:36.000 --> 00:10:38.000]  他們的生命付出很大的代價
[00:10:38.000 --> 00:10:40.000]  擺上了自己的一切
[00:10:40.000 --> 00:10:42.000]  為了別人而活
[00:10:42.000 --> 00:10:44.000]  為了保羅而活
[00:10:44.000 --> 00:10:46.000]  為了福音而活
[00:10:46.000 --> 00:10:48.000]  好像又帶給我們
[00:10:48.000 --> 00:10:50.000]  十三章第八節,我們曾經說過
[00:10:50.000 --> 00:10:52.000]  凡事都不可虧欠人
[00:10:52.000 --> 00:10:54.000]  我們常常要虧欠
[00:10:54.000 --> 00:10:56.000]  什麼?
[00:10:56.000 --> 00:10:58.000]  對人的愛
[00:10:58.000 --> 00:11:00.000]  大家記得吧
[00:11:00.000 --> 00:11:02.000]  我們常常以愛為虧欠
[00:11:02.000 --> 00:11:04.000]  我們好像欠了別人一件事
[00:11:04.000 --> 00:11:06.000]  欠了別人的愛
[00:11:06.000 --> 00:11:08.000]  上帝沒有欠我們任何東西
[00:11:08.000 --> 00:11:10.000]  但他在十字架上施予我們愛
[00:11:10.000 --> 00:11:12.000]  同樣的,上帝也希望我們
[00:11:12.000 --> 00:11:14.000]  看身邊的弟兄姊妹,人都是一樣
[00:11:14.000 --> 00:11:16.000]  我們欠了他們的愛
[00:11:16.000 --> 00:11:18.000]  我們願意去奉獻施予
[00:11:18.000 --> 00:11:20.000]  最後一樣
[00:11:20.000 --> 00:11:22.000]  上帝要我們
[00:11:22.000 --> 00:11:26.000]  入世,但不屬世
[00:11:26.000 --> 00:11:28.000]  進入這個世界
[00:11:28.000 --> 00:11:30.000]  為主作見證,但不要屬於這個世界
[00:11:30.000 --> 00:11:32.000]  在當中第五節
[00:11:32.000 --> 00:11:34.000]  我們看到,他會問
[00:11:34.000 --> 00:11:36.000]  以拜尼土安
[00:11:36.000 --> 00:11:38.000]  這個以拜尼土是誰?
[00:11:38.000 --> 00:11:40.000]  他是保羅在亞細亞,即土耳其一帶
[00:11:40.000 --> 00:11:42.000]  在基督初贖的果子
[00:11:42.000 --> 00:11:46.000]  保羅,我知道他最少有三次宣教會程
[00:11:46.000 --> 00:11:48.000]  第四
[00:11:48.000 --> 00:11:50.000]  在旅程當中
[00:11:50.000 --> 00:11:52.000]  在亞細亞
[00:11:52.000 --> 00:11:54.000]  加拉太,以弗所
[00:11:54.000 --> 00:11:56.000]  傳道報道的時候
[00:11:56.000 --> 00:11:58.000]  帶了一個人信主
[00:11:58.000 --> 00:12:00.000]  就是這裡說的第五節
[00:12:00.000 --> 00:12:02.000]  以拜尼土安
[00:12:02.000 --> 00:12:04.000]  已經是過了
[00:12:04.000 --> 00:12:06.000]  相當年
[00:12:06.000 --> 00:12:08.000]  若干年之後
[00:12:08.000 --> 00:12:10.000]  保羅才在戈林多
[00:12:10.000 --> 00:12:12.000]  寫封信給羅馬教會
[00:12:12.000 --> 00:12:14.000]  換言之
[00:12:14.000 --> 00:12:16.000]  這個第五節的
[00:12:16.000 --> 00:12:18.000]  以拜尼土
[00:12:18.000 --> 00:12:20.000]  在初信到現在
[00:12:20.000 --> 00:12:22.000]  仍然堅心信靠耶穌基督
[00:12:22.000 --> 00:12:26.000]  仍然是一個
[00:12:26.000 --> 00:12:28.000]  很危險的
[00:12:28.000 --> 00:12:30.000]  在一個
[00:12:30.000 --> 00:12:32.000]  敵黨基督的時代當中
[00:12:32.000 --> 00:12:34.000]  他站得穩
[00:12:34.000 --> 00:12:36.000]  這個以拜尼土
[00:12:36.000 --> 00:12:38.000]  在第十節有一個叫
[00:12:38.000 --> 00:12:40.000]  亞比尼安,亞比尼安是經過
[00:12:40.000 --> 00:12:42.000]  試驗的
[00:12:42.000 --> 00:12:44.000]  Tested, approved
[00:12:44.000 --> 00:12:46.000]  在生命當中
[00:12:46.000 --> 00:12:48.000]  面對很多考驗
[00:12:48.000 --> 00:12:50.000]  但是靠著主
[00:12:50.000 --> 00:12:52.000]  堅持得住
[00:12:52.000 --> 00:12:54.000]  仍然站在這裡
[00:12:54.000 --> 00:12:56.000]  所以保羅就問第十節的亞比尼安
[00:12:56.000 --> 00:12:58.000]  看到嗎?弟兄姊妹
[00:12:58.000 --> 00:13:00.000]  這些生命
[00:13:00.000 --> 00:13:02.000]  是讓我們看到什麼呢?
[00:13:02.000 --> 00:13:04.000]  不要效法這個世界
[00:13:04.000 --> 00:13:06.000]  要心意更新
[00:13:06.000 --> 00:13:08.000]  而變化
[00:13:08.000 --> 00:13:10.000]  測驗上帝的善良
[00:13:10.000 --> 00:13:12.000]  傳傳可喜的旨意
[00:13:12.000 --> 00:13:14.000]  總體來說
[00:13:14.000 --> 00:13:16.000]  這些弟兄姊妹
[00:13:16.000 --> 00:13:18.000]  可以說是
[00:13:18.000 --> 00:13:20.000]  有兩個向導
[00:13:20.000 --> 00:13:22.000]  其實我們經常聽到
[00:13:22.000 --> 00:13:24.000]  27個人名
[00:13:24.000 --> 00:13:26.000]  他們愛神
[00:13:26.000 --> 00:13:28.000]  又愛身邊的人
[00:13:28.000 --> 00:13:30.000]  如同自己
[00:13:30.000 --> 00:13:32.000]  他們和神有一個
[00:13:32.000 --> 00:13:34.000]  很密切的關係
[00:13:34.000 --> 00:13:36.000]  但他們又回應上主的心意
[00:13:36.000 --> 00:13:38.000]  能夠去到服侍
[00:13:38.000 --> 00:13:40.000]  身邊很多有需要的人
[00:13:40.000 --> 00:13:42.000]  很美麗
[00:13:42.000 --> 00:13:44.000]  你看這些文案
[00:13:44.000 --> 00:13:46.000]  應該
[00:13:46.000 --> 00:13:48.000]  看完之後
[00:13:48.000 --> 00:13:50.000]  應該沒什麼
[00:13:50.000 --> 00:13:52.000]  但再反覆思想
[00:13:52.000 --> 00:13:54.000]  其實很感動
[00:13:54.000 --> 00:13:56.000]  這是很美麗的教會圖畫
[00:13:56.000 --> 00:14:02.000]  在查宣家28週年
[00:14:02.000 --> 00:14:04.000]  我們已經公司化了
[00:14:04.000 --> 00:14:06.000]  兩個半月
[00:14:06.000 --> 00:14:08.000]  現在三月中
[00:14:08.000 --> 00:14:10.000]  我們成立公司
[00:14:10.000 --> 00:14:12.000]  一月一號
[00:14:12.000 --> 00:14:14.000]  這樣就兩個半月
[00:14:14.000 --> 00:14:16.000]  不知道過去兩個半月
[00:14:16.000 --> 00:14:18.000]  你有什麼感覺
[00:14:18.000 --> 00:14:20.000]  我看到很多美麗的圖畫
[00:14:20.000 --> 00:14:22.000]  有些是延續性的
[00:14:22.000 --> 00:14:24.000]  街頭報道
[00:14:24.000 --> 00:14:26.000]  有些是行區祈禱
[00:14:26.000 --> 00:14:28.000]  今天下午有
[00:14:28.000 --> 00:14:30.000]  但有些是
[00:14:30.000 --> 00:14:32.000]  過去未做的
[00:14:32.000 --> 00:14:34.000]  我們看到
[00:14:34.000 --> 00:14:36.000]  有些是
[00:14:36.000 --> 00:14:38.000]  過去未做的
[00:14:38.000 --> 00:14:40.000]  但現在很願意去做
[00:14:40.000 --> 00:14:42.000]  包括
[00:14:42.000 --> 00:14:44.000]  盤點
[00:14:44.000 --> 00:14:46.000]  清貨大行動
[00:14:46.000 --> 00:14:48.000]  我真的
[00:14:48.000 --> 00:14:50.000]  我和寧B開組
[00:14:50.000 --> 00:14:52.000]  牽手
[00:14:52.000 --> 00:14:54.000]  看到你們生水生焊
[00:14:54.000 --> 00:14:56.000]  又抹又扔又收拾
[00:14:56.000 --> 00:14:58.000]  教會
[00:14:58.000 --> 00:15:00.000]  你見到教會好像
[00:15:00.000 --> 00:15:02.000]  乾淨了整齊了很多
[00:15:02.000 --> 00:15:04.000]  你覺不覺
[00:15:04.000 --> 00:15:06.000]  你真的不覺
[00:15:06.000 --> 00:15:08.000]  大King 等等
[00:15:08.000 --> 00:15:10.000]  你帶我去巡迴圈 誰不覺
[00:15:10.000 --> 00:15:12.000]  整齊了很多 扔了很多東西
[00:15:12.000 --> 00:15:14.000]  當然那時候說
[00:15:14.000 --> 00:15:16.000]  四月一號 現在八月一號
[00:15:16.000 --> 00:15:18.000]  還有時間 再去
[00:15:18.000 --> 00:15:20.000]  很多弟兄姊妹
[00:15:20.000 --> 00:15:22.000]  為了這個家付出了很多
[00:15:22.000 --> 00:15:24.000]  接下來
[00:15:24.000 --> 00:15:26.000]  兩個星期後 今天是十七號
[00:15:26.000 --> 00:15:28.000]  兩個星期後的下午
[00:15:28.000 --> 00:15:30.000]  我們有八個弟兄姊妹
[00:15:30.000 --> 00:15:32.000]  受針和過會
[00:15:32.000 --> 00:15:34.000]  去柴酸街
[00:15:34.000 --> 00:15:36.000]  我們很希望每一個都能夠出席
[00:15:36.000 --> 00:15:38.000]  下午可以的時候出席
[00:15:38.000 --> 00:15:40.000]  見證神的工作
[00:15:40.000 --> 00:15:42.000]  並且歡迎他們加入
[00:15:42.000 --> 00:15:44.000]  柴酸街的大家庭
[00:15:44.000 --> 00:15:46.000]  一起去共建生命
[00:15:46.000 --> 00:15:50.000]  不過保羅寫的問安
[00:15:50.000 --> 00:15:52.000]  他不是停在
[00:15:52.000 --> 00:15:54.000]  十六節
[00:15:54.000 --> 00:15:56.000]  很大段的
[00:15:56.000 --> 00:15:58.000]  是說問安
[00:15:58.000 --> 00:16:00.000]  不過他在十七和十九節說了一件事
[00:16:00.000 --> 00:16:02.000]  這件事很特別
[00:16:02.000 --> 00:16:04.000]  這件事是說
[00:16:04.000 --> 00:16:06.000]  有些人
[00:16:06.000 --> 00:16:08.000]  有些人就是
[00:16:08.000 --> 00:16:10.000]  保羅說
[00:16:10.000 --> 00:16:12.000]  黃馬教會的信徒你們要小心
[00:16:12.000 --> 00:16:14.000]  黃馬教會的信徒你們要小心
[00:16:14.000 --> 00:16:16.000]  為什麼要小心
[00:16:16.000 --> 00:16:18.000]  因為他說有些人
[00:16:18.000 --> 00:16:20.000]  有些人用一些言語
[00:16:20.000 --> 00:16:22.000]  去攔阻住
[00:16:22.000 --> 00:16:24.000]  信徒
[00:16:24.000 --> 00:16:26.000]  去跟從耶穌
[00:16:26.000 --> 00:16:28.000]  在十七和十九節
[00:16:28.000 --> 00:16:30.000]  你會看到
[00:16:30.000 --> 00:16:32.000]  經文說到
[00:16:32.000 --> 00:16:34.000]  有些人會
[00:16:34.000 --> 00:16:36.000]  傳一個假的道理
[00:16:36.000 --> 00:16:38.000]  他們不是真的愛神
[00:16:38.000 --> 00:16:40.000]  他們不是服侍神
[00:16:40.000 --> 00:16:42.000]  他們是服侍自己
[00:16:42.000 --> 00:16:44.000]  他們是敬拜偶像
[00:16:44.000 --> 00:16:46.000]  為什麼保羅
[00:16:46.000 --> 00:16:48.000]  會轉了方向
[00:16:48.000 --> 00:16:50.000]  問候一些人安
[00:16:50.000 --> 00:16:52.000]  突然又說
[00:16:52.000 --> 00:16:54.000]  有些假的先知
[00:16:54.000 --> 00:16:56.000]  假的教師
[00:16:56.000 --> 00:16:58.000]  在他們當中
[00:16:58.000 --> 00:17:00.000]  傳一些假的道理
[00:17:00.000 --> 00:17:02.000]  我相信
[00:17:02.000 --> 00:17:04.000]  當我們說
[00:17:04.000 --> 00:17:06.000]  教會是一個很美麗的圖畫
[00:17:06.000 --> 00:17:08.000]  有這麼多人命
[00:17:08.000 --> 00:17:10.000]  不過現實
[00:17:10.000 --> 00:17:12.000]  我們又知道
[00:17:12.000 --> 00:17:14.000]  其實不是
[00:17:14.000 --> 00:17:16.000]  其實教會也是充滿著
[00:17:16.000 --> 00:17:18.000]  很多的挑戰
[00:17:18.000 --> 00:17:20.000]  而在挑戰當中
[00:17:20.000 --> 00:17:22.000]  這些假教師和
[00:17:22.000 --> 00:17:24.000]  這些敵黨的人
[00:17:24.000 --> 00:17:26.000]  是怎樣出現的
[00:17:26.000 --> 00:17:28.000]  不是無端端出現的
[00:17:28.000 --> 00:17:30.000]  這些人
[00:17:30.000 --> 00:17:32.000]  這些人是怎樣出現的
[00:17:32.000 --> 00:17:34.000]  保羅再推下去的時候
[00:17:34.000 --> 00:17:36.000]  他推到第20節
[00:17:36.000 --> 00:17:38.000]  有一個殺彈的名字
[00:17:38.000 --> 00:17:40.000]  看到嗎
[00:17:40.000 --> 00:17:42.000]  第20節
[00:17:42.000 --> 00:17:44.000]  每一個敵黨教會
[00:17:44.000 --> 00:17:46.000]  表面上
[00:17:46.000 --> 00:17:48.000]  有一個人出現
[00:17:48.000 --> 00:17:50.000]  其實不是
[00:17:50.000 --> 00:17:52.000]  他背後有一個蒙蔽他的眼睛
[00:17:52.000 --> 00:17:54.000]  把他的好意念放在這個人的心中
[00:17:54.000 --> 00:17:56.000]  去敵黨教會
[00:17:56.000 --> 00:17:58.000]  這個就是殺彈的工作
[00:17:58.000 --> 00:18:00.000]  殺彈是要破壞教會
[00:18:00.000 --> 00:18:02.000]  讓教會不能夠健康地成長
[00:18:02.000 --> 00:18:04.000]  認識耶穌是基督
[00:18:04.000 --> 00:18:06.000]  這個是殺彈的工作
[00:18:06.000 --> 00:18:08.000]  而殺彈的工作
[00:18:08.000 --> 00:18:10.000]  是很特別的
[00:18:10.000 --> 00:18:12.000]  聖經說
[00:18:12.000 --> 00:18:14.000]  用什麼來形容殺彈
[00:18:14.000 --> 00:18:16.000]  創世紀第三章
[00:18:16.000 --> 00:18:20.000]  用什麼動物
[00:18:20.000 --> 00:18:22.000]  其實很奇怪
[00:18:22.000 --> 00:18:24.000]  你不覺得很奇怪嗎
[00:18:24.000 --> 00:18:26.000]  如果
[00:18:26.000 --> 00:18:28.000]  我是作者的時候
[00:18:28.000 --> 00:18:30.000]  聖經作者
[00:18:30.000 --> 00:18:32.000]  我就不會用蛇,我會用大象
[00:18:32.000 --> 00:18:34.000]  夠大隻
[00:18:34.000 --> 00:18:36.000]  嚇死你,或者長頸鹿
[00:18:36.000 --> 00:18:38.000]  遠遠都能看到
[00:18:38.000 --> 00:18:40.000]  或者
[00:18:40.000 --> 00:18:42.000]  形容過老虎的獅子
[00:18:42.000 --> 00:18:44.000]  老虎的凶猛
[00:18:44.000 --> 00:18:46.000]  當然形容這些
[00:18:46.000 --> 00:18:48.000]  但怎樣用蛇來形容
[00:18:48.000 --> 00:18:50.000]  殺彈
