
[00:00:00.000 --> 00:00:04.500]  現在,國際解放禮開始。
[00:06:35.000 --> 00:06:38.000]  這個光是兩種的意義
[00:06:38.000 --> 00:06:43.000]  生活見證的光和福音的光
[00:06:43.000 --> 00:06:46.000]  兩種意義合在一起
[00:06:46.000 --> 00:06:49.000]  是完整的光
[00:06:49.000 --> 00:06:51.000]  這個大的福具
[00:06:51.000 --> 00:06:55.000]  代表主耶穌基督的福音
[00:06:55.000 --> 00:06:59.000]  現在我們要從那裡取光
[00:06:59.000 --> 00:07:07.000]  我現在唱第十七首
[00:07:07.000 --> 00:07:09.000]  第十七首
[00:07:09.000 --> 00:07:13.000]  我們唱第十七首
[00:07:13.000 --> 00:07:17.000]  我現在唱第十七首
[00:07:17.000 --> 00:07:21.000]  第十七首
[00:07:21.000 --> 00:07:25.000]  我現在唱第十七首
[00:07:25.000 --> 00:07:29.000]  第十七首
[00:07:29.000 --> 00:07:33.000]  我現在唱第十七首
[00:07:33.000 --> 00:07:37.000]  第十七首
[00:07:37.000 --> 00:07:41.000]  我現在唱第十七首
[00:07:41.000 --> 00:07:45.000]  第十七首
[00:07:45.000 --> 00:07:49.000]  我現在唱第十七首
[00:07:49.000 --> 00:07:53.000]  第十七首
[00:07:53.000 --> 00:07:57.000]  我現在唱第十七首
[00:07:57.000 --> 00:08:01.000]  第十七首
[00:08:01.000 --> 00:08:05.000]  我現在唱第十七首
[00:08:05.000 --> 00:08:09.000]  第十七首
[00:08:09.000 --> 00:08:13.000]  我現在唱第十七首
[00:08:13.000 --> 00:08:17.000]  第十七首
[00:08:17.000 --> 00:08:21.000]  我現在唱第十七首
[00:08:21.000 --> 00:08:25.000]  第十七首
[00:08:25.000 --> 00:08:29.000]  我現在唱第十七首
[00:08:29.000 --> 00:08:31.000]  第十七首
[00:08:31.000 --> 00:08:33.000]  請各位聽眾現在的福音
[00:08:33.000 --> 00:08:35.000]  請大家請大家
[00:08:35.000 --> 00:08:39.000]  請各位聽眾現在的福音
[00:08:39.000 --> 00:08:43.000]  請各位聽眾現在的福音
[00:08:43.000 --> 00:08:47.000]  請各位聽眾現在的福音
[00:08:47.000 --> 00:08:51.000]  請各位聽眾現在的福音
[00:08:51.000 --> 00:08:55.000]  請各位聽眾現在的福音
[00:08:55.000 --> 00:08:59.000]  請各位聽眾現在的福音
[00:08:59.000 --> 00:09:03.000]  請各位聽眾現在的福音
[00:09:03.000 --> 00:09:07.000]  請各位聽眾現在的福音
[00:09:07.000 --> 00:09:11.000]  請各位聽眾現在的福音
[00:09:11.000 --> 00:09:15.000]  請各位聽眾現在的福音
[00:09:15.000 --> 00:09:19.000]  請各位聽眾現在的福音
[00:09:19.000 --> 00:09:23.000]  請各位聽眾現在的福音
[00:09:23.000 --> 00:09:27.000]  請各位聽眾現在的福音
[00:09:27.000 --> 00:09:31.000]  請各位聽眾現在的福音
[00:09:31.000 --> 00:09:35.000]  請各位聽眾現在的福音
[00:09:35.000 --> 00:09:39.000]  請各位聽眾現在的福音
[00:09:39.000 --> 00:09:43.000]  請各位聽眾現在的福音
[00:09:43.000 --> 00:09:47.000]  請各位聽眾現在的福音
[00:09:47.000 --> 00:09:51.000]  請各位聽眾現在的福音
[00:09:51.000 --> 00:09:55.000]  請各位聽眾現在的福音
[00:09:55.000 --> 00:09:59.000]  請各位聽眾現在的福音
[00:09:59.000 --> 00:10:03.000]  請各位聽眾現在的福音
[00:10:03.000 --> 00:10:07.000]  請各位聽眾現在的福音
[00:10:07.000 --> 00:10:11.000]  請各位聽眾現在的福音
[00:10:11.000 --> 00:10:15.000]  請各位聽眾現在的福音
[00:10:15.000 --> 00:10:19.000]  請各位聽眾現在的福音
[00:10:19.000 --> 00:10:23.000]  請各位聽眾現在的福音
[00:10:23.000 --> 00:10:27.000]  請各位聽眾現在的福音
[00:10:27.000 --> 00:10:31.000]  請各位聽眾現在的福音
[00:10:31.000 --> 00:10:35.000]  請各位聽眾現在的福音
[00:10:35.000 --> 00:10:39.000]  請各位聽眾現在的福音
[00:10:39.000 --> 00:10:43.000]  請各位聽眾現在的福音
[00:10:43.000 --> 00:10:47.000]  請各位聽眾現在的福音
[00:10:47.000 --> 00:10:51.000]  請各位聽眾現在的福音
[00:10:51.000 --> 00:10:55.000]  請各位聽眾現在的福音
[00:10:55.000 --> 00:10:59.000]  請各位聽眾現在的福音
[00:10:59.000 --> 00:11:03.000]  請各位聽眾現在的福音
[00:11:03.000 --> 00:11:07.000]  請各位聽眾現在的福音
[00:11:07.000 --> 00:11:11.000]  請各位聽眾現在的福音
[00:11:11.000 --> 00:11:15.000]  請各位聽眾現在的福音
[00:11:15.000 --> 00:11:19.000]  請各位聽眾現在的福音
[00:11:19.000 --> 00:11:23.000]  請各位聽眾現在的福音
[00:11:23.000 --> 00:11:27.000]  請各位聽眾現在的福音
[00:11:27.000 --> 00:11:31.000]  請各位聽眾現在的福音
[00:11:31.000 --> 00:11:35.000]  請各位聽眾現在的福音
[00:11:35.000 --> 00:11:39.000]  請各位聽眾現在的福音
[00:11:39.000 --> 00:11:43.000]  請各位聽眾現在的福音
[00:11:43.000 --> 00:11:47.000]  請各位聽眾現在的福音
[00:11:47.000 --> 00:11:51.000]  請各位聽眾現在的福音
[00:11:51.000 --> 00:11:55.000]  請各位聽眾現在的福音
[00:11:55.000 --> 00:11:59.000]  請各位聽眾現在的福音
[00:11:59.000 --> 00:12:03.000]  請各位聽眾現在的福音
[00:12:03.000 --> 00:12:07.000]  請各位聽眾現在的福音
[00:12:07.000 --> 00:12:11.000]  請各位聽眾現在的福音
[00:12:11.000 --> 00:12:15.000]  請各位聽眾現在的福音
[00:12:15.000 --> 00:12:19.000]  請各位聽眾現在的福音
[00:12:19.000 --> 00:12:23.000]  請各位聽眾現在的福音
[00:12:23.000 --> 00:12:27.000]  請各位聽眾現在的福音
[00:12:27.000 --> 00:12:31.000]  請各位聽眾現在的福音
[00:12:31.000 --> 00:12:35.000]  請各位聽眾現在的福音
[00:12:35.000 --> 00:12:39.000]  請各位聽眾現在的福音
[00:12:39.000 --> 00:12:43.000]  請各位聽眾現在的福音
[00:12:43.000 --> 00:12:47.000]  請各位聽眾現在的福音
[00:12:47.000 --> 00:12:51.000]  請各位聽眾現在的福音
[00:12:51.000 --> 00:12:55.000]  請各位聽眾現在的福音
[00:12:55.000 --> 00:12:59.000]  請各位聽眾現在的福音
[00:12:59.000 --> 00:13:03.000]  請各位聽眾現在的福音
[00:13:03.000 --> 00:13:07.000]  請各位聽眾現在的福音
[00:13:07.000 --> 00:13:11.000]  請各位聽眾現在的福音
[00:13:11.000 --> 00:13:15.000]  請各位聽眾現在的福音
[00:13:15.000 --> 00:13:19.000]  請各位聽眾現在的福音
[00:13:19.000 --> 00:13:23.000]  請各位聽眾現在的福音
[00:13:23.000 --> 00:13:27.000]  請各位聽眾現在的福音
[00:13:27.000 --> 00:13:31.000]  請各位聽眾現在的福音
[00:13:31.000 --> 00:13:35.000]  請各位聽眾現在的福音
[00:13:35.000 --> 00:13:39.000]  請各位聽眾現在的福音
[00:13:39.000 --> 00:13:43.000]  願上帝所賜賜予以外的平安
[00:13:43.000 --> 00:13:45.000]  祝你們的心懷平安
[00:13:45.000 --> 00:13:48.000]  祝你們認識敬愛上帝和聖徒
[00:13:48.000 --> 00:13:50.000]  主耶穌基督
[00:13:50.000 --> 00:13:52.000]  願全人的上帝
[00:13:52.000 --> 00:13:54.000]  聖父聖子聖靈
[00:13:54.000 --> 00:13:58.000]  所賜的能力恩惠
[00:13:58.000 --> 00:14:01.000]  降在你們當中
[00:14:01.000 --> 00:14:05.000]  祝你們往世界一味的發光
[00:14:05.000 --> 00:14:08.000]  完成宣教的大使命
[00:14:08.000 --> 00:14:10.000]  直到主耶穌基督再來
[00:14:10.000 --> 00:14:12.000]  阿們
[00:14:13.000 --> 00:14:24.000]  (音樂)
[00:14:24.000 --> 00:14:31.000]  (音樂)

