
[00:00:00.000 --> 00:00:05.000]  天上的主,我們同心敬拜祢
[00:03:07.000 --> 00:03:10.000]  會去祈禱、會去計劃
[00:03:10.000 --> 00:03:14.000]  怎樣來將信仰可以行出來
[00:03:14.000 --> 00:03:18.000]  不是好像自然而然就沒有問題
[00:03:18.000 --> 00:03:22.000]  而是刻意的去面對那些阻礙
[00:03:22.000 --> 00:03:25.000]  讓信仰可以行出來
[00:03:25.000 --> 00:03:28.000]  我相信當我們這樣做的時候
[00:03:28.000 --> 00:03:30.000]  當我們持久的實行
[00:03:30.000 --> 00:03:32.000]  就經歷到那種生命
[00:03:32.000 --> 00:03:36.000]  能夠真是自然流露出那種行動
[00:03:36.000 --> 00:03:38.000]  叫我們心可以滿足
[00:03:38.000 --> 00:03:41.000]  所以今天亦都是我們一個特別的主日
[00:03:41.000 --> 00:03:42.000]  是社關主日
[00:03:42.000 --> 00:03:46.000]  我們都會特別關心到社會上的需要
[00:03:46.000 --> 00:03:51.000]  讓信仰都能夠活然在我們所身處的社會環境
[00:03:51.000 --> 00:03:53.000]  所以弟兄姊妹在這段時間
[00:03:53.000 --> 00:03:54.000]  我再一次說
[00:03:54.000 --> 00:03:57.000]  我們大家更多為這方面祈禱
[00:03:57.000 --> 00:04:00.000]  求神給我們成為一個真實的
[00:04:00.000 --> 00:04:03.000]  是裡外一致的教徒
[00:04:03.000 --> 00:04:07.000]  是能夠可以真正地行出信仰
[00:04:07.000 --> 00:04:09.000]  這個時候大家一起再遍翻聖經
[00:04:09.000 --> 00:04:11.000]  我們看看今天我們讀的經文
[00:04:11.000 --> 00:04:13.000]  二創教書第五十八章
[00:04:13.000 --> 00:04:15.000]  特別思想的就是
[00:04:15.000 --> 00:04:19.000]  聖經提到怎樣是真實的敬虔
[00:04:19.000 --> 00:04:24.000]  二創教書第五十八章
[00:04:24.000 --> 00:04:26.000]  一開始的時候就提及
[00:04:26.000 --> 00:04:29.000]  神去責備當時的以色列人
[00:04:29.000 --> 00:04:31.000]  責備他們甚麼呢
[00:04:31.000 --> 00:04:33.000]  第一節這樣說
[00:04:33.000 --> 00:04:37.000]  「你要張開喉嚨呼叫,不可停止
[00:04:37.000 --> 00:04:41.000]  你要提高聲音像吹號角一樣
[00:04:41.000 --> 00:04:45.000]  神吩咐以色列人要大聲呼喚麥城
[00:04:45.000 --> 00:04:47.000]  好像吹號角一樣
[00:04:47.000 --> 00:04:49.000]  很清晰、很明朗
[00:04:49.000 --> 00:04:51.000]  他們會聽見的
[00:04:51.000 --> 00:04:53.000]  向他們說甚麼呢
[00:04:53.000 --> 00:04:56.000]  你要向我的子民宣告他們的過犯
[00:04:56.000 --> 00:05:00.000]  向我的國家陳明他們的罪惡」
[00:05:00.000 --> 00:05:01.000]  是甚麼呢
[00:05:01.000 --> 00:05:03.000]  「他們天天尋求我
[00:05:03.000 --> 00:05:05.000]  樂意明白我的道路
[00:05:05.000 --> 00:05:07.000]  好像行義的國民
[00:05:07.000 --> 00:05:10.000]  不離棄他們神的公理
[00:05:10.000 --> 00:05:12.000]  他們向我求問公義的判斷
[00:05:12.000 --> 00:05:14.000]  又喜歡親近神」
[00:05:14.000 --> 00:05:16.000]  一直這樣說
[00:05:16.000 --> 00:05:18.000]  神告訴百姓知道
[00:05:18.000 --> 00:05:22.000]  你們好像是一個行義的國民
[00:05:22.000 --> 00:05:24.000]  好像是
[00:05:24.000 --> 00:05:26.000]  然後第二節是說
[00:05:26.000 --> 00:05:27.000]  他們沒有錯
[00:05:27.000 --> 00:05:29.000]  有一種表面的敬虔
[00:05:29.000 --> 00:05:31.000]  他們天天去求問神
[00:05:31.000 --> 00:05:33.000]  他們天天去敬拜
[00:05:33.000 --> 00:05:36.000]  好想能夠明白上帝的道
[00:05:36.000 --> 00:05:38.000]  公義的道是甚麼
[00:05:38.000 --> 00:05:41.000]  好想表達他們對神的敬虔
[00:05:41.000 --> 00:05:44.000]  甚至他們會去禁食
[00:05:44.000 --> 00:05:47.000]  向神表達那種尋求的心
[00:05:47.000 --> 00:05:49.000]  但在這個時候
[00:05:49.000 --> 00:05:51.000]  他們就不太明白
[00:05:51.000 --> 00:05:53.000]  他說上帝我這樣對你
[00:05:53.000 --> 00:05:56.000]  我這樣來敬虔對你
[00:05:56.000 --> 00:05:58.000]  為甚麼你不理呢
[00:05:58.000 --> 00:06:00.000]  所以第三節他們就說
[00:06:00.000 --> 00:06:03.000]  「為甚麼我們禁食你不看呢
[00:06:03.000 --> 00:06:07.000]  為甚麼我們刻苦己生你不理會呢」
[00:06:07.000 --> 00:06:12.000]  他們覺得自己很敬虔
[00:06:12.000 --> 00:06:14.000]  他們都會按照神的吩咐
[00:06:14.000 --> 00:06:18.000]  來禁食禱告尋求神
[00:06:18.000 --> 00:06:21.000]  你當神會賜福他們
[00:06:21.000 --> 00:06:27.000]  但何時他們為自己這種表面的敬虔誇口的時候
[00:06:27.000 --> 00:06:30.000]  他們看不到自己真實的狀況
[00:06:30.000 --> 00:06:32.000]  他們說上帝我們這麼敬虔
[00:06:32.000 --> 00:06:35.000]  你應該賜福我們保佑我們
[00:06:35.000 --> 00:06:38.000]  這是當時他們的信念
[00:06:38.000 --> 00:06:42.000]  但為甚麼你不祝福我們面對這麼多的仇敵呢
[00:06:42.000 --> 00:06:44.000]  他們在問神
[00:06:44.000 --> 00:06:46.000]  但神就回答他們
[00:06:46.000 --> 00:06:49.000]  大家再看第三節中間
[00:06:49.000 --> 00:06:52.000]  「國漢啊!你們在禁食的日子
[00:06:52.000 --> 00:06:56.000]  仍然追求自己喜歡做的事
[00:06:56.000 --> 00:07:00.000]  欺壓為你們作供的人
[00:07:00.000 --> 00:07:04.000]  你們一邊禁食一邊做自己喜歡做的事
[00:07:04.000 --> 00:07:06.000]  這裡所說的喜歡做的事
[00:07:06.000 --> 00:07:10.000]  不是說我們不可以自己去做一些喜歡做的事
[00:07:10.000 --> 00:07:16.000]  這裡喜歡做的事是指他們只願意自己作主
[00:07:16.000 --> 00:07:17.000]  我喜歡自作主張
[00:07:17.000 --> 00:07:19.000]  我喜歡做的事
[00:07:19.000 --> 00:07:22.000]  所以在文聖經翻譯這句話
[00:07:22.000 --> 00:07:26.000]  叫做「Do my own business」
[00:07:26.000 --> 00:07:27.000]  我自己做
[00:07:27.000 --> 00:07:30.000]  神啊!你不用理會我自己想做的事
[00:07:30.000 --> 00:07:32.000]  你不要理會
[00:07:32.000 --> 00:07:36.000]  神就告訴他們甚麼是禁食
[00:07:36.000 --> 00:07:37.000]  沒錯
[00:07:37.000 --> 00:07:40.000]  禁食是將一些平時的飲食放下
[00:07:40.000 --> 00:07:43.000]  以至可以專心尋求神
[00:07:43.000 --> 00:07:44.000]  禱告神
[00:07:44.000 --> 00:07:47.000]  但禁食背後是指一個人
[00:07:47.000 --> 00:07:50.000]  他願意在神面前謙卑自己
[00:07:50.000 --> 00:07:52.000]  承認自己的不足
[00:07:52.000 --> 00:07:54.000]  放下自我
[00:07:54.000 --> 00:07:56.000]  然後向神表明
[00:07:56.000 --> 00:07:59.000]  他願意聽從神的話
[00:07:59.000 --> 00:08:04.000]  是決心去順從上帝的旨意生活
[00:08:04.000 --> 00:08:08.000]  這是禁食背後真實的動機
[00:08:08.000 --> 00:08:10.000]  但他們不是這樣做
[00:08:10.000 --> 00:08:12.000]  反而他們做自己要做的事
[00:08:12.000 --> 00:08:15.000]  不理會上帝的旨意來生活
[00:08:15.000 --> 00:08:17.000]  甚至聖經說
[00:08:17.000 --> 00:08:20.000]  你們欺壓為你們工作的人
[00:08:20.000 --> 00:08:24.000]  那些為他們做工的人
[00:08:24.000 --> 00:08:26.000]  他們欺壓他們
[00:08:27.000 --> 00:08:29.000]  說回欺壓的時候
[00:08:29.000 --> 00:08:30.000]  我想大家都會想到
[00:08:30.000 --> 00:08:32.000]  我們所身處的社會
[00:08:32.000 --> 00:08:35.000]  常常聽到很多欺壓的事情
[00:08:35.000 --> 00:08:38.000]  特別是一些員工
[00:08:38.000 --> 00:08:41.000]  面對著剝削的情況
[00:08:41.000 --> 00:08:46.000]  有些人說香港有最低工資的條例
[00:08:46.000 --> 00:08:49.000]  應該沒有甚麼工資的勞資的問題
[00:08:49.000 --> 00:08:54.000]  大家知道我們有最低工資的要求
[00:08:54.000 --> 00:08:57.000]  一個小時多少錢?
[00:08:57.000 --> 00:08:59.000]  現在少少減少了
[00:08:59.000 --> 00:09:01.000]  三十四個半
[00:09:01.000 --> 00:09:03.000]  最低限度要給人一個小時
[00:09:03.000 --> 00:09:07.000]  有三十四個半的工資
[00:09:07.000 --> 00:09:09.000]  但亦都要發覺一些情況之下
[00:09:09.000 --> 00:09:13.000]  有條例但不一定有公義
[00:09:13.000 --> 00:09:17.000]  一位太太住在一個劏房裏面
[00:09:17.000 --> 00:09:20.000]  這間劏房已經稍為便宜
[00:09:20.000 --> 00:09:23.000]  二千八元一個月
[00:09:23.000 --> 00:09:25.000]  當她找工作的時候
[00:09:25.000 --> 00:09:27.000]  她找到一份工作
[00:09:27.000 --> 00:09:29.000]  很高興有一份工作
[00:09:29.000 --> 00:09:32.000]  但她發覺這份工作有一個特別的情況
[00:09:32.000 --> 00:09:36.000]  她自己做一間公司裏面的清潔工
[00:09:36.000 --> 00:09:39.000]  在一間很高級的商廈裏面的一間公司
[00:09:39.000 --> 00:09:43.000]  但老闆特別要求她做一件事情
[00:09:43.000 --> 00:09:47.000]  你只可以一天做四個小時
[00:09:47.000 --> 00:09:53.000]  而且一個月不可以做多過十五天
[00:09:53.000 --> 00:09:57.000]  所以你計算時鐘的計數
[00:09:57.000 --> 00:10:01.000]  一個月不會多過二千五百元
[00:10:01.000 --> 00:10:04.000]  剛才說她租金是多少錢?
[00:10:04.000 --> 00:10:06.000]  二千八
[00:10:06.000 --> 00:10:10.000]  所以連自己劏房的租金都交不起
[00:10:10.000 --> 00:10:13.000]  何況她日常的生活所需
[00:10:13.000 --> 00:10:16.000]  沒錯她有一份工作
[00:10:16.000 --> 00:10:20.000]  老闆按照條例按時鐘計算給她
[00:10:20.000 --> 00:10:24.000]  但這個特別的時間安排
[00:10:24.000 --> 00:10:29.000]  令公司不需要負擔她的其他福利
[00:10:29.000 --> 00:10:36.000]  因為她不是一個已經合時鐘要求的標準情況下
[00:10:36.000 --> 00:10:42.000]  是不需要僱主給她任何這方面的福利
[00:10:42.000 --> 00:10:44.000]  因此她沒有採有工作
[00:10:44.000 --> 00:10:48.000]  而她仍然是貧窮
[00:10:48.000 --> 00:10:51.000]  我們見到有很多不同的條例
[00:10:51.000 --> 00:10:54.000]  但人在這個過程裏面仍然可以用很多方法
[00:10:54.000 --> 00:11:01.000]  去剝削了人所能得到的需要和供應
[00:11:01.000 --> 00:11:03.000]  很多事情當我們想到的時候
[00:11:03.000 --> 00:11:06.000]  就會看到聖經所說當時的以色列人
[00:11:06.000 --> 00:11:09.000]  他們欺壓為他們工作的人
[00:11:09.000 --> 00:11:11.000]  一方面他們禁食祈禱
[00:11:11.000 --> 00:11:14.000]  但另一方面欺壓自己的工人
[00:11:14.000 --> 00:11:15.000]  因此神就告訴他們
[00:11:15.000 --> 00:11:19.000]  你們的禁食我不會越立
[00:11:19.000 --> 00:11:22.000]  所以在聖經第四節中間
[00:11:22.000 --> 00:11:24.000]  你會看到聖經說
[00:11:24.000 --> 00:11:29.000]  你們不要像今天這樣的禁食
[00:11:29.000 --> 00:11:33.000]  使你們的聲音可以聽聞於天上
[00:11:33.000 --> 00:11:37.000]  意思是說神是不會聽你們的祈禱
[00:11:37.000 --> 00:11:40.000]  只是有表面的敬虔
[00:11:40.000 --> 00:11:45.000]  但沒有真實的公義和慈愛的行為
[00:11:45.000 --> 00:11:48.000]  神是不會要這一種敬虔
[00:11:48.000 --> 00:11:53.000]  就算他們做足當時的要求
[00:11:53.000 --> 00:11:56.000]  那種表現去披麻蒙灰
[00:11:56.000 --> 00:11:58.000]  在第五節所說
[00:11:58.000 --> 00:12:04.000]  難道這種禁食是叫人垂頭還一斤的位置
[00:12:04.000 --> 00:12:08.000]  用麻布和爐灰鋪在下面嗎?
[00:12:08.000 --> 00:12:11.000]  這可以稱為稱者是禁食
[00:12:11.000 --> 00:12:14.000]  或說是所越立的日子嗎?
[00:12:14.000 --> 00:12:18.000]  他們表達那種謙虛
[00:12:18.000 --> 00:12:20.000]  去垂起頭
[00:12:20.000 --> 00:12:22.000]  用麻布鋪在下面
[00:12:22.000 --> 00:12:24.000]  灑一層灰
[00:12:24.000 --> 00:12:28.000]  表達那種內心的謙卑
[00:12:28.000 --> 00:12:31.000]  但這只是表面的行動
[00:12:31.000 --> 00:12:33.000]  不是真實的謙卑
[00:12:33.000 --> 00:12:38.000]  神說這種禁食不是我所要的
[00:12:38.000 --> 00:12:39.000]  因此當我們讀的時候
[00:12:39.000 --> 00:12:43.000]  我們會看到神給人一個很大的提醒
[00:12:43.000 --> 00:12:49.000]  沒錯 有敬虔的敬拜、禱告、禁食
[00:12:49.000 --> 00:12:51.000]  神喜歡
[00:12:51.000 --> 00:12:56.000]  但這種喜歡是表達了你內心真實的情況
[00:12:56.000 --> 00:13:01.000]  如果行為和敬虔不相稱
[00:13:01.000 --> 00:13:06.000]  神說這些敬虔是不越立的
[00:13:06.000 --> 00:13:07.000]  聖經再進一步說
[00:13:07.000 --> 00:13:12.000]  真正的敬虔是會尋求公義的
[00:13:12.000 --> 00:13:16.000]  是會關懷到身邊很多被捆綁的人的需要
[00:13:16.000 --> 00:13:20.000]  大家再留意下第六節
[00:13:20.000 --> 00:13:23.000]  聖經說我所揀選的禁食不是這樣嗎?
[00:13:23.000 --> 00:13:24.000]  是怎樣的呢?
[00:13:24.000 --> 00:13:27.000]  不是要鬆開空殼的鎖鏈
[00:13:27.000 --> 00:13:29.000]  解開鴨上的繩索
[00:13:29.000 --> 00:13:31.000]  才被壓迫地獲得自由
[00:13:31.000 --> 00:13:34.000]  截斷所有的鴨貓
[00:13:34.000 --> 00:13:38.000]  去鬆開那些空殼的繩、鎖鏈
[00:13:38.000 --> 00:13:41.000]  這裏空殼表達了一種不公義
[00:13:41.000 --> 00:13:45.000]  或剝奪別人利益的一種行動
[00:13:45.000 --> 00:13:48.000]  這些聖經稱為空殼
[00:13:48.000 --> 00:13:51.000]  亦是去解開鴨上的繩索
[00:13:51.000 --> 00:13:56.000]  這些繩索是指那些鴨旁邊開關的地方
[00:13:56.000 --> 00:13:57.000]  你一打開繩索
[00:13:57.000 --> 00:13:59.000]  那些鴨就打開
[00:13:59.000 --> 00:14:02.000]  因此人就可以得到自由
[00:14:02.000 --> 00:14:07.000]  那種的勁拳是鬆開空殼的鎖鏈
[00:14:07.000 --> 00:14:10.000]  是解開鴨上的繩索
[00:14:10.000 --> 00:14:12.000]  叫人得到自由
[00:14:12.000 --> 00:14:15.000]  亦都不讓人再在壓迫當中
[00:14:15.000 --> 00:14:19.000]  這是聖經所說的勁拳
[00:14:19.000 --> 00:14:21.000]  當我上到這裏的時候
[00:14:21.000 --> 00:14:23.000]  我就很自然地想起
[00:14:23.000 --> 00:14:25.000]  在我們自己中國內地
[00:14:25.000 --> 00:14:31.000]  聽到很多不同的被捆綁不公義的事情
[00:14:31.000 --> 00:14:33.000]  當然香港亦都不少
[00:14:33.000 --> 00:14:36.000]  但是中國我留意到近十年
[00:14:36.000 --> 00:14:41.000]  大家都知道中國城市化的情況非常之快速
[00:14:41.000 --> 00:14:43.000]  很多本來是農地
[00:14:43.000 --> 00:14:45.000]  現在就已經改變用途
[00:14:45.000 --> 00:14:48.000]  變成了很多新型的建築物
[00:14:48.000 --> 00:14:49.000]  但是過程裏面
[00:14:49.000 --> 00:14:54.000]  有很多很多的農民得不到應得的一個賠償
[00:14:54.000 --> 00:14:59.000]  很多的基層幹部做了一件事情
[00:14:59.000 --> 00:15:02.000]  我們叫很簡單說四個字
[00:15:02.000 --> 00:15:05.000]  就是賤買貴賣
[00:15:05.000 --> 00:15:07.000]  大家明白
[00:15:07.000 --> 00:15:08.000]  很低賤的價錢
[00:15:08.000 --> 00:15:11.000]  去幫農民買了一大片土地
[00:15:11.000 --> 00:15:16.000]  但是很貴的價值賣給很多地產商
[00:15:16.000 --> 00:15:19.000]  然後中間圖取暴利
[00:15:19.000 --> 00:15:24.000]  很多的農民不單找不到一個新的居所
[00:15:24.000 --> 00:15:28.000]  很多生活上突然出現了新的問題
[00:15:28.000 --> 00:15:31.000]  亦都有在這樣的情況之下
[00:15:31.000 --> 00:15:34.000]  我們聽到有很多的維權的律師
[00:15:34.000 --> 00:15:39.000]  他們嘗試為這些農民尋找公義的對待
[00:15:39.000 --> 00:15:43.000]  其實有不少的維權律師是基督徒
[00:15:43.000 --> 00:15:45.000]  其中一位維權的律師
[00:15:45.000 --> 00:15:46.000]  可能大家都會聽過
[00:15:46.000 --> 00:15:49.000]  叫李柏光先生
[00:15:49.000 --> 00:15:52.000]  李弟兄本身是一位很聰明
[00:15:52.000 --> 00:15:54.000]  很有前途的律師
[00:15:54.000 --> 00:15:59.000]  他本身是北大法學系的博士
[00:15:59.000 --> 00:16:01.000]  他有很大的前途
[00:16:01.000 --> 00:16:04.000]  但是他心裏很想關心這些農民的需要
[00:16:04.000 --> 00:16:07.000]  所以他為他們做很多法律的訴訟
[00:16:07.000 --> 00:16:09.000]  同時他本身是基督徒
[00:16:09.000 --> 00:16:11.000]  他也翻譯了很多信仰的書
[00:16:11.000 --> 00:16:15.000]  特別他留心到很多的基督徒受到迫害
[00:16:15.000 --> 00:16:18.000]  所以也為他們有維權
[00:16:18.000 --> 00:16:21.000]  我們很感謝看到這些弟兄姊妹
[00:16:21.000 --> 00:16:23.000]  他們在當中所做的事情
[00:16:23.000 --> 00:16:26.000]  但是今年的二月發出一個消息
[00:16:26.000 --> 00:16:29.000]  我們聽到都很震驚
[00:16:29.000 --> 00:16:31.000]  大家可能看報紙都會留意到一件事情
[00:16:31.000 --> 00:16:34.000]  就是這位李柏光先生
[00:16:34.000 --> 00:16:37.000]  他突然間有個消息說他在醫院
[00:16:37.000 --> 00:16:40.000]  突然間有肝病
[00:16:40.000 --> 00:16:43.000]  所以急性肝病
[00:16:43.000 --> 00:16:48.000]  他突然間死了
[00:16:48.000 --> 00:16:53.000]  死的時候是四十九歲
[00:16:53.000 --> 00:16:55.000]  你聽到這個消息的時候
[00:16:55.000 --> 00:16:58.000]  你自然會想為什麼?
[00:16:58.000 --> 00:17:00.000]  背後有什麼故事?
[00:17:00.000 --> 00:17:02.000]  過去沒有病的情況
[00:17:02.000 --> 00:17:06.000]  突然間會肝病死了
[00:17:06.000 --> 00:17:08.000]  在裏面你可以看到
[00:17:08.000 --> 00:17:13.000]  不公不義的事情出現
[00:17:13.000 --> 00:17:16.000]  當然我們也想到
[00:17:16.000 --> 00:17:18.000]  有很多的教徒
[00:17:18.000 --> 00:17:22.000]  他們是真實地活出他們的信仰
[00:17:22.000 --> 00:17:28.000]  但是會承擔、承受很大的代價
[00:17:28.000 --> 00:17:29.000]  或者我們不一定
[00:17:29.000 --> 00:17:33.000]  上帝要我們為公義而死
[00:17:33.000 --> 00:17:36.000]  但是背後仍然有一個很清楚的
[00:17:36.000 --> 00:17:38.000]  對我們的心意就是
[00:17:38.000 --> 00:17:42.000]  如果只顧著敬虔的外表
[00:17:42.000 --> 00:17:46.000]  而不是真實地活出那種敬虔
[00:17:46.000 --> 00:17:48.000]  特別是在此所講及的
[00:17:48.000 --> 00:17:51.000]  顧念那些被捆綁的人
[00:17:51.000 --> 00:17:55.000]  那個不是真正的敬虔
[00:17:55.000 --> 00:18:00.000]  當然我們未必是做律師
[00:18:00.000 --> 00:18:01.000]  我想到有一位弟兄
[00:18:01.000 --> 00:18:03.000]  我過去都曾經提及一位弟兄
[00:18:03.000 --> 00:18:05.000]  他分享他自己的經歷
[00:18:05.000 --> 00:18:07.000]  我心裏也為他感恩
[00:18:07.000 --> 00:18:08.000]  他本身在一間公司裏面
[00:18:08.000 --> 00:18:11.000]  做一個人事部的經理
[00:18:11.000 --> 00:18:14.000]  在人力資源部工作
[00:18:14.000 --> 00:18:15.000]  在那段時間
[00:18:15.000 --> 00:18:17.000]  公司有很大的經濟困難
[00:18:17.000 --> 00:18:19.000]  所以要裁員
[00:18:19.000 --> 00:18:21.000]  裁員就找誰呢?
[00:18:21.000 --> 00:18:22.000]  就找他負責
[00:18:22.000 --> 00:18:24.000]  因為他是人事部
[00:18:24.000 --> 00:18:27.000]  公司要求他裁多少人
[00:18:27.000 --> 00:18:30.000]  然後告訴他明事暗事
[00:18:30.000 --> 00:18:33.000]  公司經濟不行
[00:18:33.000 --> 00:18:38.000]  遣散費越少越好
[00:18:38.000 --> 00:18:41.000]  這位弟兄很作難
[00:18:41.000 --> 00:18:44.000]  在他自己一路祈禱的時候
[00:18:44.000 --> 00:18:47.000]  他覺得一路鼓勵他的心
[00:18:47.000 --> 00:18:50.000]  要盡量為你能夠做的事情
[00:18:50.000 --> 00:18:52.000]  去行公義
[00:18:52.000 --> 00:18:53.000]  因此這位弟兄就說
[00:18:53.000 --> 00:18:55.000]  他就在很多不同的方式
[00:18:55.000 --> 00:18:58.000]  一路來到旁邊鼓勵老闆
[00:18:58.000 --> 00:19:00.000]  不行的 不行的
[00:19:00.000 --> 00:19:02.000]  要按規矩去做
[00:19:02.000 --> 00:19:04.000]  一路鼓勵老闆
[00:19:04.000 --> 00:19:10.000]  無論如何都要給足夠的遣散費給同事
[00:19:10.000 --> 00:19:12.000]  在過程裏面他都做很多功夫
[00:19:12.000 --> 00:19:16.000]  幫這些同事去尋找一些相關的公司
[00:19:16.000 --> 00:19:19.000]  為他們安排一些新的崗位
[00:19:19.000 --> 00:19:22.000]  在過程裏面老闆曾經很不高興
[00:19:22.000 --> 00:19:28.000]  甚至考慮不如你也是被裁員
[00:19:28.000 --> 00:19:30.000]  但是弟兄在過程裏面
[00:19:30.000 --> 00:19:33.000]  他一直都帶著信心去做
[00:19:33.000 --> 00:19:36.000]  老闆都接受了他的意見
[00:19:36.000 --> 00:19:41.000]  而盡量去做一個公正的安排
[00:19:41.000 --> 00:19:43.000]  沒錯 有些時候會付的代價
[00:19:43.000 --> 00:19:45.000]  但是在過程裏面仍然知道
[00:19:45.000 --> 00:19:48.000]  神喜悅他這樣做
[00:19:48.000 --> 00:19:50.000]  而他亦都幫助這些同事
[00:19:50.000 --> 00:19:53.000]  得到公義的對待
[00:19:53.000 --> 00:19:55.000]  或者你有不同的崗位
[00:19:55.000 --> 00:19:57.000]  或者神給你不同的尊嚴
[00:19:57.000 --> 00:19:59.000]  神給你的尊嚴
[00:19:59.000 --> 00:20:03.000]  不是只是為了發展事業
[00:20:03.000 --> 00:20:05.000]  亦都不是單單為了
[00:20:05.000 --> 00:20:08.000]  讓你能夠生活好一點 舒適一點
[00:20:08.000 --> 00:20:11.000]  沒錯 很多時候神賜給我們這些恩典
[00:20:11.000 --> 00:20:14.000]  但神給你不同的條件 不同的尊嚴
[00:20:14.000 --> 00:20:18.000]  是為了讓你能夠成為別人的祝福
[00:20:18.000 --> 00:20:24.000]  是為了讓你能夠釋放別人的捆綁
[00:20:24.000 --> 00:20:28.000]  而帶來生命的那種自由
[00:20:28.000 --> 00:20:30.000]  真正的敬虔 正所說
[00:20:30.000 --> 00:20:35.000]  是會去鬆開空獲的鎖鏈
[00:20:35.000 --> 00:20:38.000]  是解開扼上的繩索
[00:20:38.000 --> 00:20:41.000]  亦都是神喜悅我們所做的事情
[00:20:41.000 --> 00:20:43.000]  我們在讀的時候 正所說
[00:20:43.000 --> 00:20:45.000]  不單止是尋求公義
[00:20:45.000 --> 00:20:48.000]  更加講述到很多具體的關懷的行動
[00:20:48.000 --> 00:20:53.000]  下面第七節 大家再揭開看看
[00:20:53.000 --> 00:20:57.000]  第七節 大家可以一起和我再讀一次嗎?
[00:20:57.000 --> 00:21:01.000]  「不是要把你的食物分給飢餓的人
