
[00:00:00.000 --> 00:00:02.600]  大家知道今天是我們教會的特別日子
[00:03:00.960 --> 00:03:03.880]  因為是主所珍貴的
[00:03:03.880 --> 00:03:06.960]  同樣我們在當中學習去尊重
[00:03:06.960 --> 00:03:09.600]  去重視基督的身體
[00:03:09.600 --> 00:03:11.960]  我們去保貴它
[00:03:11.960 --> 00:03:12.440]  另一方面
[00:03:12.440 --> 00:03:13.320]  當你自己知道
[00:03:13.320 --> 00:03:15.440]  你也是教會的一部分
[00:03:15.440 --> 00:03:17.400]  你是基督身體的一部分
[00:03:17.400 --> 00:03:19.600]  如果你知道基督愛教會
[00:03:19.600 --> 00:03:22.080]  也表示基督愛你
[00:03:22.080 --> 00:03:23.960]  所以你要珍惜自己
[00:03:23.960 --> 00:03:26.160]  不要糟蹋自己
[00:03:26.160 --> 00:03:27.920]  當你珍惜自己的時候
[00:03:27.920 --> 00:03:30.640]  其實你也是在愛教會
[00:03:30.640 --> 00:03:32.880]  也是主耶穌所愛的
[00:03:32.880 --> 00:03:34.640]  所以當你回來教會的時候
[00:03:34.640 --> 00:03:37.240]  你成為基督身體的一部分
[00:03:37.240 --> 00:03:40.880]  你就不必要去否定自己
[00:03:40.880 --> 00:03:42.520]  因為主愛你
[00:03:42.520 --> 00:03:44.800]  你也去珍惜自己
[00:03:44.800 --> 00:03:46.280]  因此我們常常記得一件事情
[00:03:46.280 --> 00:03:50.600]  就是教會是基督的身體
[00:03:50.600 --> 00:03:51.440]  我們記得
[00:03:51.440 --> 00:03:52.560]  一起說一次
[00:03:52.560 --> 00:03:55.640]  教會是基督的身體
[00:03:55.640 --> 00:03:57.400]  我們當中一起學習
[00:03:57.400 --> 00:03:59.800]  去建立基督的身體
[00:03:59.800 --> 00:04:00.760]  在聖經裏面一開始
[00:04:00.760 --> 00:04:03.240]  十二章十二節就說一件事情
[00:04:03.240 --> 00:04:05.160]  它說「就如身子是一個
[00:04:05.160 --> 00:04:07.120]  卻有許多肢體
[00:04:07.120 --> 00:04:08.520]  而這肢體雖多
[00:04:08.520 --> 00:04:10.400]  仍是一個身子
[00:04:10.400 --> 00:04:13.000]  基督也是這樣」
[00:04:13.000 --> 00:04:13.880]  聖經就提及
[00:04:13.880 --> 00:04:14.640]  沒錯
[00:04:14.640 --> 00:04:16.760]  在主耶穌的身體裏面
[00:04:16.760 --> 00:04:18.680]  有許多不同的肢體
[00:04:18.680 --> 00:04:19.600]  當然所說的
[00:04:19.600 --> 00:04:21.760]  不單單是說整個世界
[00:04:21.760 --> 00:04:23.280]  普世的教會
[00:04:23.280 --> 00:04:25.720]  也說了許多地區的教會
[00:04:25.720 --> 00:04:26.680]  地區的教會
[00:04:26.680 --> 00:04:27.800]  當人數增加的時候
[00:04:27.800 --> 00:04:28.880]  我們感謝神
[00:04:28.880 --> 00:04:29.880]  許多人信主
[00:04:29.880 --> 00:04:31.440]  許多人得救
[00:04:31.440 --> 00:04:32.280]  當然有些時候
[00:04:32.280 --> 00:04:33.400]  我們也會感覺
[00:04:33.400 --> 00:04:34.760]  人數多了
[00:04:34.760 --> 00:04:36.840]  也挺困難的
[00:04:36.840 --> 00:04:38.000]  當你坐下一個座位
[00:04:38.000 --> 00:04:38.880]  去搜身間回來
[00:04:38.880 --> 00:04:40.480]  發現座位被人霸佔了
[00:04:40.480 --> 00:04:41.840]  你就很不開心
[00:04:41.840 --> 00:04:43.760]  為何這麼麻煩?
[00:04:43.760 --> 00:04:46.440]  少些人行不行?
[00:04:46.440 --> 00:04:48.560]  但無論你有甚麼感受也好
[00:04:48.560 --> 00:04:49.480]  你記得
[00:04:49.480 --> 00:04:52.160]  仍是一個身體
[00:04:52.160 --> 00:04:53.720]  我們仍然是彼此之間
[00:04:53.720 --> 00:04:55.800]  互相相屬於的
[00:04:55.800 --> 00:04:57.680]  是互相幫助的
[00:04:57.680 --> 00:04:59.320]  互相建立的
[00:04:59.320 --> 00:05:02.360]  都是一個身體
[00:05:02.360 --> 00:05:04.120]  當然有些時候你會感受到
[00:05:04.120 --> 00:05:06.400]  身體如何成為你的祝福
[00:05:06.400 --> 00:05:09.520]  你的左手突然擦損了
[00:05:09.520 --> 00:05:12.120]  右手幫手用膠布黏緊
[00:05:12.120 --> 00:05:14.400]  或者用膏抹一抹
[00:05:14.400 --> 00:05:16.280]  讓它舒服一點
[00:05:16.280 --> 00:05:17.840]  你會經歷過
[00:05:17.840 --> 00:05:20.200]  但同時你也可能會經歷過
[00:05:20.200 --> 00:05:22.840]  一隻手傷害另一隻手
[00:05:22.840 --> 00:05:24.720]  你有沒有試過切蘋果的時候
[00:05:24.720 --> 00:05:26.960]  右手切傷左手?
[00:05:26.960 --> 00:05:29.360]  不小心割傷了
[00:05:29.360 --> 00:05:31.080]  你會不會立即拿刀來
[00:05:31.080 --> 00:05:32.000]  刺一刺右手
[00:05:32.000 --> 00:05:35.360]  「你這麼壞,割傷我」
[00:05:35.360 --> 00:05:36.520]  你不會的
[00:05:36.520 --> 00:05:37.720]  你會接納它
[00:05:37.720 --> 00:05:39.800]  你會原諒它
[00:05:39.800 --> 00:05:42.960]  因為它也是身體的一部分
[00:05:42.960 --> 00:05:44.920]  所以你會體會到無論如何
[00:05:44.920 --> 00:05:45.960]  聖經清楚說
[00:05:45.960 --> 00:05:47.880]  我們肢體雖多
[00:05:47.880 --> 00:05:51.680]  仍是一個身子
[00:05:51.680 --> 00:05:54.120]  當中是會付出代價
[00:05:54.120 --> 00:05:56.560]  但同時會察覺生命之間的
[00:05:56.560 --> 00:05:58.200]  互相影響
[00:05:58.200 --> 00:05:59.960]  互相的祝福
[00:05:59.960 --> 00:06:01.600]  所以大前提是
[00:06:01.600 --> 00:06:04.960]  要記得我們是一個身子
[00:06:04.960 --> 00:06:05.800]  然後聖經說到
[00:06:05.800 --> 00:06:08.120]  在下面十三節說
[00:06:08.120 --> 00:06:10.600]  「都從一位聖靈受洗
[00:06:10.600 --> 00:06:12.120]  成了一個身體
[00:06:12.120 --> 00:06:15.560]  忍於一位聖靈」
[00:06:15.560 --> 00:06:18.680]  我們的生命都是源於一位的聖靈
[00:06:18.680 --> 00:06:21.640]  是從聖靈重生了我們
[00:06:21.640 --> 00:06:25.440]  因此我們生命有共同的源頭
[00:06:25.440 --> 00:06:28.280]  亦是我們一體的一個基礎
[00:06:28.280 --> 00:06:29.640]  而且每一天
[00:06:29.640 --> 00:06:31.080]  是忍於一位聖靈
[00:06:31.080 --> 00:06:32.040]  這裡所說的忍
[00:06:32.040 --> 00:06:34.200]  是不斷的現在時式
[00:06:34.200 --> 00:06:36.240]  亦意味著你每天領受聖靈
[00:06:36.240 --> 00:06:37.440]  給你的感動
[00:06:37.440 --> 00:06:40.040]  安慰、提醒
[00:06:40.040 --> 00:06:41.560]  是每一天的經歷
[00:06:41.560 --> 00:06:42.920]  而所有屬神的人
[00:06:42.920 --> 00:06:44.880]  在你裡面都有聖靈
[00:06:44.880 --> 00:06:46.720]  同一位聖靈在你心中
[00:06:46.720 --> 00:06:48.600]  去安慰、去幫助
[00:06:48.600 --> 00:06:50.960]  以至我們之間有一種共通的
[00:06:50.960 --> 00:06:53.640]  生命能力的源頭
[00:06:53.640 --> 00:06:55.440]  就是聖靈的工作
[00:06:55.440 --> 00:06:57.440]  所以是一個身體
[00:06:57.440 --> 00:06:59.440]  而另一方面你發覺聖經所說
[00:06:59.440 --> 00:07:01.160]  「身體要小心
[00:07:01.160 --> 00:07:03.600]  不要自己分隔開出來」
[00:07:03.600 --> 00:07:06.680]  請大家看看十五節
[00:07:06.680 --> 00:07:08.280]  第十五節我請大家一起讀一讀
[00:07:08.280 --> 00:07:09.800]  第十五節
[00:07:09.800 --> 00:07:11.560]  「切若腳說
[00:07:11.560 --> 00:07:13.000]  我不是手
[00:07:13.000 --> 00:07:15.480]  所以不屬乎身子
[00:07:15.480 --> 00:07:19.320]  他不能因此就不屬乎身子」
[00:07:19.320 --> 00:07:21.760]  我們不可以把自己分隔出來
[00:07:21.760 --> 00:07:22.760]  告訴自己
[00:07:22.760 --> 00:07:25.000]  我又不是手
[00:07:25.000 --> 00:07:27.160]  沒有它那麼靈活
[00:07:27.160 --> 00:07:28.600]  我又沒有它那麼顯眼
[00:07:28.600 --> 00:07:29.440]  我是一隻腳
[00:07:29.440 --> 00:07:31.760]  沒有人看見我下面的一隻腳
[00:07:31.760 --> 00:07:32.720]  因此就告訴自己
[00:07:32.720 --> 00:07:35.160]  我不屬於身體
[00:07:35.160 --> 00:07:39.280]  如果你在團契做一個總務職員的工作
[00:07:39.280 --> 00:07:40.600]  你不可以告訴自己
[00:07:40.600 --> 00:07:41.520]  我又不是執事
[00:07:41.520 --> 00:07:42.640]  又不是穆僱長
[00:07:42.640 --> 00:07:44.360]  又不是甚麼領袖
[00:07:44.360 --> 00:07:46.680]  我不屬於教會
[00:07:46.680 --> 00:07:49.600]  教會的事情與我無關
[00:07:49.600 --> 00:07:50.920]  是嗎?
[00:07:50.920 --> 00:07:52.400]  你也不可以因為這樣說
[00:07:52.400 --> 00:07:55.480]  你就不屬於自己的身體
[00:07:55.480 --> 00:07:58.200]  你仍然是身體的一部分
[00:07:58.200 --> 00:08:01.960]  我們是不可以把自己隨便分隔出來
[00:08:01.960 --> 00:08:04.120]  你是身體的一部分
[00:08:04.120 --> 00:08:05.720]  是互相影響
[00:08:05.720 --> 00:08:07.800]  互相的建立
[00:08:07.800 --> 00:08:09.400]  另一方面你發覺我剛才說
[00:08:09.400 --> 00:08:11.120]  不單止不要分隔自己
[00:08:11.120 --> 00:08:12.760]  我們是彼此需要的
[00:08:12.760 --> 00:08:15.720]  你看看二十一節
[00:08:15.720 --> 00:08:18.760]  「眼不能對手說,我用不著你
[00:08:18.760 --> 00:08:22.000]  頭也不能對腳說,我用不著你
[00:08:22.000 --> 00:08:24.560]  眼不能對手說,我不需要你
[00:08:24.560 --> 00:08:26.800]  我隻眼一眼觀七
[00:08:26.800 --> 00:08:29.200]  明利,明利
[00:08:29.200 --> 00:08:32.720]  看到很多的事物,不需要你看」
[00:08:32.720 --> 00:08:33.600]  我想大家很明白
[00:08:33.600 --> 00:08:34.840]  如果你想拿一本聖經
[00:08:34.840 --> 00:08:36.880]  眼睛都在那裡
[00:08:36.880 --> 00:08:40.200]  然後用指揮的手去拿一本聖經
[00:08:40.200 --> 00:08:42.160]  但你的手不聽話
[00:08:42.160 --> 00:08:43.440]  放在那裡
[00:08:43.440 --> 00:08:45.000]  我不動
[00:08:45.000 --> 00:08:46.560]  「快點拿吧,快點拿吧」
[00:08:46.560 --> 00:08:48.240]  不動
[00:08:48.240 --> 00:08:50.200]  你也挺麻煩的
[00:08:50.200 --> 00:08:53.520]  如果你的手不能與你的整人配合
[00:08:53.520 --> 00:08:55.520]  你就很困難
[00:08:55.520 --> 00:08:57.960]  我最近有機會教一個諸學班
[00:08:57.960 --> 00:08:59.760]  我很深刻體會到
[00:08:59.760 --> 00:09:02.880]  沒錯,我在當中教導一些聖經真理
[00:09:02.880 --> 00:09:05.240]  但有很多同工及弟兄姊妹
[00:09:05.240 --> 00:09:07.800]  在背後做很多功夫
[00:09:07.800 --> 00:09:13.160]  很多報名、編排、登記、手續
[00:09:13.160 --> 00:09:15.480]  如果不是他們在背後做很多功夫
[00:09:15.480 --> 00:09:19.200]  那個諸學班是不可以開誠的
[00:09:19.200 --> 00:09:20.680]  所有事情
[00:09:20.680 --> 00:09:23.360]  有些重要些,有些像次要些
[00:09:23.360 --> 00:09:26.120]  但聖經怎樣說呢?二十二節
[00:09:26.120 --> 00:09:27.320]  聖經說
[00:09:27.320 --> 00:09:31.120]  「不但如此,身上之體人以為軟弱的
[00:09:31.120 --> 00:09:34.120]  更是不可少的」
[00:09:34.120 --> 00:09:35.760]  是不可以少的
[00:09:35.760 --> 00:09:37.960]  身體的每一部分
[00:09:37.960 --> 00:09:39.760]  都有它獨特的作用
[00:09:39.760 --> 00:09:41.440]  是不可以少的
[00:09:41.440 --> 00:09:42.800]  一起發揮功用
[00:09:42.800 --> 00:09:46.560]  才能產生最終的果效
[00:09:46.560 --> 00:09:47.680]  所以第一
[00:09:47.680 --> 00:09:50.200]  留意不要將自己分隔出來
[00:09:50.200 --> 00:09:52.320]  你是肢體的一部分
[00:09:52.320 --> 00:09:53.480]  第二
[00:09:53.480 --> 00:09:56.200]  明白我們彼此之間互相需要
[00:09:56.200 --> 00:09:57.760]  不要小看自己
[00:09:57.760 --> 00:10:00.640]  知道自己是不可少的一部分
[00:10:00.640 --> 00:10:04.720]  這個時候大家看前面第十章
[00:10:04.720 --> 00:10:05.840]  第十章聖經提到
[00:10:05.840 --> 00:10:08.200]  神席聖餐不斷提醒我們
[00:10:08.200 --> 00:10:11.680]  是同屬於耶穌基督的身體
[00:10:11.680 --> 00:10:14.520]  是一同屬於耶穌基督的身體
[00:10:14.520 --> 00:10:18.080]  你看看第十章第十六節
[00:10:18.080 --> 00:10:19.480]  我們所祝福的杯
[00:10:19.480 --> 00:10:22.080]  豈不是同領基督的血嗎?
[00:10:22.080 --> 00:10:23.080]  所抹開的餅
[00:10:23.080 --> 00:10:25.600]  豈不是同領基督的身體嗎?
[00:10:25.600 --> 00:10:29.040]  聖經提到我們是一同去領受的
[00:10:29.040 --> 00:10:31.280]  你記得聖餐的時候
[00:10:31.280 --> 00:10:34.520]  是一個群體一起去領受的
[00:10:34.520 --> 00:10:35.600]  當你領受的時候
[00:10:35.600 --> 00:10:38.000]  你知道是一同
[00:10:38.000 --> 00:10:40.160]  有些教會因此用不同的方法
[00:10:40.160 --> 00:10:41.880]  特別人數少一些的時候
[00:10:41.880 --> 00:10:43.760]  他們方便的時刻
[00:10:43.760 --> 00:10:45.800]  就用一些不同的做法
[00:10:45.800 --> 00:10:48.240]  我試過二三十人一起領受聖餐
[00:10:48.240 --> 00:10:51.040]  主禮的牧師有一個麵包
[00:10:51.040 --> 00:10:53.000]  一個大豬仔包
[00:10:53.000 --> 00:10:55.000]  我們大家一人撕少少
[00:10:55.000 --> 00:10:57.000]  一邊傳一邊撕少少
[00:10:57.000 --> 00:11:01.560]  很清楚意識到是從一個包來的
[00:11:01.560 --> 00:11:03.960]  有些時候也幫我們更加意識到
[00:11:03.960 --> 00:11:06.600]  我們是一個的群體
[00:11:06.600 --> 00:11:10.680]  所以說是同領基督的身體
[00:11:10.680 --> 00:11:13.960]  而這方面看回聖經的二十節提到
[00:11:13.960 --> 00:11:14.920]  我乃是說
[00:11:14.920 --> 00:11:17.760]  外邦人所獻的祭是祭鬼
[00:11:17.760 --> 00:11:19.120]  不是祭神
[00:11:19.120 --> 00:11:22.160]  我不願意你們與鬼相交
[00:11:22.160 --> 00:11:23.400]  很多不認識神的人
[00:11:23.400 --> 00:11:24.400]  這些外邦的人
[00:11:24.400 --> 00:11:26.320]  他們去祭鬼
[00:11:26.320 --> 00:11:28.760]  那些祭品當我們吃的時候
[00:11:28.760 --> 00:11:31.760]  是與鬼有一種相交
[00:11:31.760 --> 00:11:33.400]  一種團契
[00:11:33.400 --> 00:11:35.680]  與他們之間有一種關係
[00:11:35.680 --> 00:11:38.200]  但聖經特別將這件事情分別出來
[00:11:38.200 --> 00:11:39.880]  我們是不同的
[00:11:39.880 --> 00:11:42.280]  我們是屬於耶穌基督的
[00:11:42.280 --> 00:11:44.160]  因此我們被分別出來
[00:11:44.160 --> 00:11:46.040]  當我們領受聖餐的時候
[00:11:46.040 --> 00:11:49.960]  我們是同領基督的身體
[00:11:49.960 --> 00:11:54.360]  也表明了我們與主耶穌之間的生命關係
[00:11:54.360 --> 00:11:55.840]  所以聖餐的時候
[00:11:55.840 --> 00:11:58.520]  當你憑信心去領受
[00:11:58.520 --> 00:12:01.000]  你知道不是一個單單的儀式
[00:12:01.000 --> 00:12:02.280]  而是你表明
[00:12:02.280 --> 00:12:04.760]  你願意憑信心接受
[00:12:04.760 --> 00:12:06.360]  耶穌基督的身體
[00:12:06.360 --> 00:12:10.320]  也接受祂赦罪的補血
[00:12:10.320 --> 00:12:13.920]  確認我的生命不斷蒙主的潔淨
[00:12:13.920 --> 00:12:17.720]  而祂與我之間有一種生命的關係
[00:12:17.720 --> 00:12:20.280]  所以待會當你領受聖餐的時候
[00:12:20.280 --> 00:12:22.160]  你不要隨便
[00:12:22.160 --> 00:12:23.480]  你的心第一知道
[00:12:23.480 --> 00:12:25.600]  我與主耶穌有清楚的關係
[00:12:25.600 --> 00:12:27.400]  透過聖餐表達出來
[00:12:27.400 --> 00:12:28.880]  另一方面亦表達出
[00:12:28.880 --> 00:12:30.840]  你與旁邊的弟兄姊妹之間
[00:12:30.840 --> 00:12:32.760]  是互為之體
[00:12:32.760 --> 00:12:35.240]  我們一同是基督的身體
[00:12:35.240 --> 00:12:38.240]  而耶穌基督住在我們裡面

