
[00:00:00.000 --> 00:00:03.720]  剛才大家所看的這段經文
[00:01:43.200 --> 00:01:46.560]  首尾都是很呼應的一段記載
[00:01:46.560 --> 00:01:50.000]  一開始說到以色列人和阿瑪利人去打仗
[00:01:50.000 --> 00:01:57.400]  結尾又說到上帝藉著以色列人和阿瑪利人的爭戰
[00:01:57.400 --> 00:02:00.080]  而在爭戰的過程中
[00:02:00.080 --> 00:02:02.480]  得勝的秘訣是甚麼呢
[00:02:02.480 --> 00:02:06.760]  就是摩西在山上舉起他的手
[00:02:06.760 --> 00:02:12.800]  我們詳細看看這段經文中所表達的訊息
[00:02:12.800 --> 00:02:15.240]  在第8至9節說
[00:02:15.240 --> 00:02:19.760]  那時阿瑪利人來了,在利菲定和以色列人爭戰
[00:02:19.760 --> 00:02:21.320]  摩西對約書亞說
[00:02:21.320 --> 00:02:25.560]  你為我們選出人來,出去和阿瑪利人爭戰
[00:02:25.560 --> 00:02:30.680]  明天我手裡要拿著神的像,站在山頂上
[00:02:30.680 --> 00:02:34.000]  阿瑪利人是一個遊牧民族
[00:02:34.000 --> 00:02:40.480]  活躍於當時的加南地南部的一些地方
[00:02:40.480 --> 00:02:42.760]  從創世紀去看
[00:02:42.760 --> 00:02:47.080]  阿瑪利人和以東人是有一些關係
[00:02:47.080 --> 00:02:50.960]  可能以東和以素也很有關係
[00:02:50.960 --> 00:02:55.280]  所以可能阿瑪利人是以素的後人也說不定
[00:02:55.280 --> 00:02:58.640]  沒有詳細記載,但有可能有這個關係
[00:02:58.640 --> 00:03:03.120]  在這裡,阿瑪利人在《春夏集記》
[00:03:03.120 --> 00:03:06.920]  只是出現在這裡的地方,在這件事裡
[00:03:06.920 --> 00:03:12.600]  他們突然出現,在利菲定這個地方和以色列人打仗
[00:03:12.600 --> 00:03:16.600]  在這裡沒有說明為何大家會有一個爭執在裡面
[00:03:16.600 --> 00:03:21.680]  也沒有說有多少人,也沒有詳細去說
[00:03:21.680 --> 00:03:26.240]  但是因為發生的地方也同樣在利菲定這個地方
[00:03:26.240 --> 00:03:31.320]  所以可能是和爭奪一些水源有關係
[00:03:31.320 --> 00:03:33.760]  也可能是和一些貿易路線
[00:03:33.760 --> 00:03:38.920]  大家爭一些路段有關係
[00:03:38.920 --> 00:03:42.960]  在多年之後,摩西回顧這件事
[00:03:42.960 --> 00:03:47.640]  他更加說明了當時阿瑪利人有一個手段的卑劣
[00:03:47.640 --> 00:03:50.360]  摩西這樣說
[00:03:50.360 --> 00:03:54.800]  阿瑪利人趁著以色列人疲乏困倦的時候
[00:03:54.800 --> 00:03:58.520]  攻擊你後方所有軟弱無力的人
[00:03:58.520 --> 00:04:01.200]  摩西就是這樣形容當時
[00:04:01.200 --> 00:04:04.240]  一群阿瑪利人對待以色列人的情況
[00:04:04.240 --> 00:04:08.800]  這裡是以色列人第一次和外族
[00:04:08.800 --> 00:04:12.320]  可以說是和外敵一場的打仗
[00:04:12.320 --> 00:04:15.360]  情況和之前是很不同的
[00:04:15.360 --> 00:04:21.360]  之前當上帝幫助以色列人爭戰的時候
[00:04:21.360 --> 00:04:23.960]  通常上帝就和以色列人說
[00:04:23.960 --> 00:04:26.920]  你們要安靜,不用出聲
[00:04:26.920 --> 00:04:29.560]  你們安靜,不用出聲就可以了
[00:04:29.560 --> 00:04:31.600]  上帝就會自己工作
[00:04:31.600 --> 00:04:33.800]  但是在這裡就不同了
[00:04:33.800 --> 00:04:40.200]  這裡上帝也要讓以色列人學習另一個功課
[00:04:40.200 --> 00:04:45.520]  摩西就叫約書亞去選一些人出來
[00:04:45.520 --> 00:04:48.880]  和阿瑪利人打仗
[00:04:48.880 --> 00:04:53.320]  這些選出來的人雖然未必是互合之眾
[00:04:53.320 --> 00:04:56.720]  但也不是一些驍勇善戰的人
[00:04:56.720 --> 00:05:01.000]  但約書亞領受了摩西的命令
[00:05:01.000 --> 00:05:05.760]  帶領他們和有備而來的阿瑪利人打仗
[00:05:05.760 --> 00:05:11.560]  在這裡摩西在山上舉起他的像或舉手
[00:05:11.560 --> 00:05:14.480]  帶著他的像在山上舉手
[00:05:14.480 --> 00:05:18.560]  可能手中有像,手中沒有像
[00:05:18.560 --> 00:05:22.160]  不過這個像仍然在摩西的身邊
[00:05:22.160 --> 00:05:26.440]  這個像在埃及的時候
[00:05:26.440 --> 00:05:30.080]  摩西舉起的像就有災禍降臨
[00:05:30.080 --> 00:05:33.280]  降下了十災給當時的埃及人
[00:05:33.280 --> 00:05:37.800]  當出埃及的時候,去到紅海的邊
[00:05:37.800 --> 00:05:41.720]  他就舉起這個像,紅海就分開了
[00:05:41.720 --> 00:05:45.120]  來到利菲頂這個地方沒有水了
[00:05:45.120 --> 00:05:48.000]  摩西用這個像擊打一盤石頭
[00:05:48.000 --> 00:05:51.320]  就有水出來給以色列人飲用
[00:05:51.320 --> 00:05:56.880]  這個時候摩西帶著這個像上山
[00:05:56.880 --> 00:06:03.200]  這個像可以說是顯示上帝的權能再一次的顯現
[00:06:03.200 --> 00:06:09.080]  由這件事開始,直到摩西帶領以色列人進入西乃山
[00:06:09.080 --> 00:06:12.680]  這一段路程裡,在這個路程裡
[00:06:12.680 --> 00:06:14.720]  都沒有再行一個特別的神蹟
[00:06:14.720 --> 00:06:16.600]  所以去到西乃山之前
[00:06:16.600 --> 00:06:21.720]  這個可以說是上帝在以色列人當中行的
[00:06:21.720 --> 00:06:25.080]  在這個階段裡最後一個神蹟
[00:06:25.080 --> 00:06:27.400]  在第十節十一節這樣說
[00:06:27.400 --> 00:06:31.560]  於是約書亞照著摩西對他所說的話行
[00:06:31.560 --> 00:06:35.520]  沒有亞馬利人爭前,摩西亞倫互議都上了山頂
[00:06:35.520 --> 00:06:39.280]  摩西何時舉手,以色列人就得勝
[00:06:39.280 --> 00:06:42.600]  何時垂手,亞馬利人就得勝
[00:06:42.600 --> 00:06:46.320]  在這裡,摩西在山上舉起的手
[00:06:46.320 --> 00:06:48.680]  可能是他單手舉的手
[00:06:48.680 --> 00:06:51.680]  也可能是兩隻手一起舉
[00:06:51.680 --> 00:06:55.000]  為什麼摩西舉手,以色列人就得勝呢?
[00:06:55.000 --> 00:06:58.520]  他的手放下來,亞馬利人就得勝呢?
[00:06:58.520 --> 00:07:03.640]  傳統的解釋可以說是摩西舉手祈禱
[00:07:03.640 --> 00:07:06.920]  聖經很多次都說出
[00:07:06.920 --> 00:07:09.760]  當人舉手的時候就開聲去禱告
[00:07:09.760 --> 00:07:13.800]  這個做法可以說跟摩西在埃及地的時候
[00:07:13.800 --> 00:07:16.520]  降下十災的時候的做法都相同
[00:07:16.520 --> 00:07:20.200]  不過由於經文沒有很詳細的去說
[00:07:20.200 --> 00:07:22.080]  摩西是不是舉手的時候
[00:07:22.080 --> 00:07:26.200]  或者手中有杖的時候有禱告
[00:07:26.200 --> 00:07:29.960]  也沒有說明他說了什麼,只是說他舉手
[00:07:29.960 --> 00:07:33.000]  所以他說簡單的描述
[00:07:33.000 --> 00:07:35.800]  舉起手,下面就贏了
[00:07:35.800 --> 00:07:39.680]  放下手,我們那邊的人就輸了
[00:07:39.680 --> 00:07:44.960]  只是說出了舉手,放下手對戰局的一個影響
[00:07:44.960 --> 00:07:47.360]  也許一個最直接的解釋
[00:07:47.360 --> 00:07:51.600]  就是當摩西舉手的時候,是宣告神的同在
[00:07:51.600 --> 00:07:56.800]  帶出了上帝的權能
[00:07:56.800 --> 00:08:00.840]  上帝在我們這裡幫助我們,所以我們就贏了
[00:08:00.840 --> 00:08:07.040]  這個意思也在之後當摩西去祝壇的時候
[00:08:07.040 --> 00:08:10.400]  起名,能夠得到一個支持
[00:08:10.400 --> 00:08:13.600]  接著第十二節就說了
[00:08:13.600 --> 00:08:18.480]  摩西的手發沉,他們就搬石頭來放在他以下
[00:08:18.480 --> 00:08:22.040]  他就坐在上面,阿倫和胡爾扶著他的手
[00:08:22.040 --> 00:08:24.640]  一個在這邊,一個在那邊
[00:08:24.640 --> 00:08:27.720]  他的手就穩住,直到日落的時候
[00:08:27.720 --> 00:08:32.000]  當然舉手是相當累的一個動作
[00:08:32.000 --> 00:08:36.040]  我想大家都試過舉手
[00:08:36.040 --> 00:08:41.360]  你舉手最久是多少分鐘,大家有沒有計算過
[00:08:41.360 --> 00:08:44.560]  你舉手可以不放下手多久
[00:08:44.560 --> 00:08:46.760]  我有計算過
[00:08:46.760 --> 00:08:50.960]  我的紀錄是一個多小時
[00:08:50.960 --> 00:08:54.320]  不放手,不過是很累的
[00:08:54.320 --> 00:08:55.480]  現在我也做不到
[00:08:55.480 --> 00:08:58.000]  其實你回家試試這樣舉手
[00:08:58.000 --> 00:08:59.960]  幾分鐘已經想放下來
[00:08:59.960 --> 00:09:02.320]  是很累的一個動作
[00:09:02.320 --> 00:09:04.840]  當時摩西這樣舉手,當然是很累
[00:09:04.840 --> 00:09:05.960]  一手放下來
[00:09:05.960 --> 00:09:09.240]  但是他們都看到摩西放下來的時候
[00:09:09.240 --> 00:09:13.240]  下面的戰局就有影響了
[00:09:13.240 --> 00:09:16.680]  所以兩個助手就馬上搬一塊石頭來
[00:09:16.680 --> 00:09:18.000]  讓摩西坐下
[00:09:18.000 --> 00:09:20.120]  接著一人扶著一隻手
[00:09:20.120 --> 00:09:23.280]  讓摩西兩隻手不停舉起
[00:09:23.280 --> 00:09:26.120]  接著下面的戰局
[00:09:26.120 --> 00:09:28.680]  當然就是以色列節節得勝
[00:09:28.680 --> 00:09:30.560]  到了日落天黑的時候
[00:09:30.560 --> 00:09:35.160]  可以說這個戰況完全能夠勝利
[00:09:35.160 --> 00:09:38.720]  接著在第13,14節這樣記載的情況
[00:09:38.720 --> 00:09:41.640]  約書亞用刀殺了阿瑪利人王
[00:09:41.640 --> 00:09:45.560]  阿瑪利人王和他的百姓
[00:09:45.560 --> 00:09:46.920]  耶和華對摩西說
[00:09:46.920 --> 00:09:48.920]  我要將阿瑪利人的名號
[00:09:48.920 --> 00:09:51.040]  從天下傳言圖抹
[00:09:51.040 --> 00:09:54.280]  你要將這話寫在書上作紀念
[00:09:54.280 --> 00:09:56.440]  又念給約書亞聽
[00:09:56.440 --> 00:09:58.520]  在這裡可以這麼說
[00:09:58.520 --> 00:10:04.200]  很簡略的說出了約書亞打贏了這場仗
[00:10:04.200 --> 00:10:08.080]  在這裡好像說到約書亞只是一個配角
[00:10:08.080 --> 00:10:10.720]  這段經文裡面輕輕帶過約書亞
[00:10:10.720 --> 00:10:12.200]  做了一件這樣的事
[00:10:12.200 --> 00:10:15.560]  好像說到主角就是摩西
[00:10:15.560 --> 00:10:18.440]  在山上舉起手
[00:10:18.440 --> 00:10:20.200]  約書亞就贏了
[00:10:20.200 --> 00:10:22.640]  但其實在這段經文裡面
[00:10:22.640 --> 00:10:24.560]  在後面我們就看到
[00:10:24.560 --> 00:10:29.040]  這一場仗是耶和華的征戰
[00:10:29.040 --> 00:10:31.240]  耶和華的祭壇
[00:10:31.240 --> 00:10:33.560]  耶和華的升旗
[00:10:33.560 --> 00:10:37.200]  顯示真正的主角在這場仗裡面
[00:10:37.200 --> 00:10:38.760]  不是約書亞
[00:10:38.760 --> 00:10:40.640]  也不是摩西
[00:10:40.640 --> 00:10:42.440]  而是上帝自己
[00:10:42.440 --> 00:10:44.800]  在這場仗裡面去證明
[00:10:44.800 --> 00:10:48.880]  或顯明了上帝在以色列人的中間
[00:10:48.880 --> 00:10:50.160]  我在這裡
[00:10:50.160 --> 00:10:51.280]  用了一字眼
[00:10:51.280 --> 00:10:52.400]  我在這裡
[00:10:52.400 --> 00:10:55.160]  而這個表現
[00:10:55.160 --> 00:10:57.520]  其實也在回答
[00:10:57.520 --> 00:10:58.760]  這一段經文裡面
[00:10:58.760 --> 00:11:00.920]  上一段經文最後一節
[00:11:00.920 --> 00:11:02.200]  那個問題
[00:11:02.200 --> 00:11:06.240]  就是一群以色列人去到利菲定的時候
[00:11:06.240 --> 00:11:07.520]  因為沒有水喝
[00:11:07.520 --> 00:11:09.240]  真的很渴
[00:11:09.240 --> 00:11:10.480]  然後就跟摩西說
[00:11:10.480 --> 00:11:11.720]  埋怨摩西
[00:11:11.720 --> 00:11:15.200]  為什麼你要帶我們出來埃及
[00:11:15.200 --> 00:11:16.560]  讓我們來這裡
[00:11:16.560 --> 00:11:17.720]  渴死了
[00:11:17.720 --> 00:11:19.360]  就有埋怨摩西
[00:11:19.360 --> 00:11:21.080]  然後
[00:11:21.080 --> 00:11:22.760]  當然埋怨摩西
[00:11:22.760 --> 00:11:24.080]  其實埋怨是什麼呢
[00:11:24.080 --> 00:11:25.280]  是埋怨上帝
[00:11:25.280 --> 00:11:28.160]  上帝是不是在我們中間呢
[00:11:28.160 --> 00:11:30.520]  最後的問題是問這個
[00:11:30.520 --> 00:11:31.360]  然後
[00:11:31.360 --> 00:11:36.000]  摩西不驚的時候就回答這個問題
[00:11:36.000 --> 00:11:36.880]  就是
[00:11:36.880 --> 00:11:38.880]  上帝在我們中間
[00:11:38.880 --> 00:11:40.880]  打一場仗為什麼會贏呢
[00:11:40.880 --> 00:11:43.480]  就是因為上帝在我們中間
[00:11:43.480 --> 00:11:44.880]  為我們爭戰
[00:11:44.880 --> 00:11:47.920]  所以我們才會贏
[00:11:47.920 --> 00:11:49.840]  在第十五十六節裡面
[00:11:49.840 --> 00:11:50.880]  接著
[00:11:50.880 --> 00:11:52.880]  摩西做了一個行動
[00:11:52.880 --> 00:11:54.240]  摩西捉了一座壇
[00:11:54.240 --> 00:11:56.120]  起名叫耶和華離世
[00:11:56.120 --> 00:11:56.800]  又說
[00:11:56.800 --> 00:11:58.400]  耶和華已經起了誓
[00:11:58.400 --> 00:12:02.000]  必世世代代和阿瑪利人爭戰
[00:12:02.000 --> 00:12:05.320]  這一次可以說是摩西第一次捉壇
[00:12:05.320 --> 00:12:08.000]  下一次的捉壇就在西乃山
[00:12:08.000 --> 00:12:10.720]  西乃山和上帝納約的時候
[00:12:10.720 --> 00:12:12.720]  摩西捉了一座壇
[00:12:12.720 --> 00:12:13.760]  捉壇
[00:12:13.760 --> 00:12:15.920]  在創世紀
[00:12:15.920 --> 00:12:17.200]  有很多不同的人
[00:12:17.200 --> 00:12:20.920]  都有捉壇的習慣
[00:12:20.920 --> 00:12:22.280]  通常捉壇
[00:12:22.280 --> 00:12:23.880]  就是表達了什麼呢
[00:12:23.880 --> 00:12:25.280]  表達了
[00:12:25.280 --> 00:12:27.280]  上帝對他的拯救
[00:12:27.280 --> 00:12:30.680]  或者上帝對群體的拯救
[00:12:30.680 --> 00:12:31.560]  接著
[00:12:31.560 --> 00:12:34.400]  也有一個將來的味道
[00:12:34.400 --> 00:12:35.240]  上帝
[00:12:35.240 --> 00:12:37.440]  你既然這樣也去拯救我們了
[00:12:37.440 --> 00:12:38.720]  或者幫助我們
[00:12:38.720 --> 00:12:40.320]  求你在前面的路
[00:12:40.320 --> 00:12:44.200]  繼續引導我們前面的人生的路程
[00:12:44.200 --> 00:12:46.440]  或者我們這個群體的路程
[00:12:46.440 --> 00:12:48.200]  摩西在這裡
[00:12:48.200 --> 00:12:50.480]  捉壇最直接的原因
[00:12:50.480 --> 00:12:51.960]  可以說就是對
[00:12:51.960 --> 00:12:53.720]  打勝這一場的仗
[00:12:53.720 --> 00:12:56.360]  向上帝獻上一個感恩
[00:12:56.360 --> 00:12:58.000]  耶和華離世
[00:12:58.000 --> 00:12:59.360]  意思就是說
[00:12:59.360 --> 00:13:01.280]  耶和華是我升旗
[00:13:01.280 --> 00:13:02.160]  是指到
[00:13:02.160 --> 00:13:04.520]  有一條很長的旗桿
[00:13:04.520 --> 00:13:05.800]  有一條布
[00:13:05.800 --> 00:13:07.360]  掛在這裡
[00:13:07.360 --> 00:13:08.760]  是代表著
[00:13:08.760 --> 00:13:14.200]  很遠處已經看到一個這樣的標誌
[00:13:14.200 --> 00:13:16.640]  在後來的
[00:13:16.640 --> 00:13:20.040]  以色列的民族的習慣裡面
[00:13:20.040 --> 00:13:21.480]  當舉起旗桿
[00:13:21.480 --> 00:13:22.680]  或者當時也是
[00:13:22.680 --> 00:13:24.680]  就是焦聚一些民眾
[00:13:24.680 --> 00:13:27.000]  去宣告他打仗了
[00:13:27.000 --> 00:13:28.360]  預備打仗了
[00:13:28.360 --> 00:13:29.560]  也可以說
[00:13:29.560 --> 00:13:32.880]  在詩篇60篇有一節的經文這樣說
[00:13:32.880 --> 00:13:36.440]  耶和華為敬畏他的人樹立升旗
[00:13:36.440 --> 00:13:39.320]  使他們可以逃到上帝那裡
[00:13:39.320 --> 00:13:42.560]  躲避敵人的攻戰
[00:13:42.560 --> 00:13:44.320]  這個耶和華的升旗
[00:13:44.320 --> 00:13:46.720]  是代表著上帝的臨在
[00:13:46.720 --> 00:13:48.720]  宣告他的能力
[00:13:48.720 --> 00:13:50.120]  宣告他的保護
[00:13:50.120 --> 00:13:53.920]  保護他的子民免受敵人的侵害
[00:13:53.920 --> 00:13:55.120]  在這裡
[00:13:55.120 --> 00:13:56.240]  第16節說
[00:13:56.240 --> 00:13:59.320]  摩西遊說
[00:13:59.320 --> 00:14:01.320]  向耶和華的升旗舉手
[00:14:01.320 --> 00:14:05.120]  耶和華必世世代代和亞馬利人爭戰
[00:14:05.120 --> 00:14:08.920]  強調的是上帝為以色列人打這場仗
[00:14:08.920 --> 00:14:11.520]  勝敗在乎耶和華
[00:14:11.520 --> 00:14:13.320]  以色列人所做的是什麼呢
[00:14:13.320 --> 00:14:15.920]  就是要倚靠這位上帝
[00:14:15.920 --> 00:14:19.720]  才能夠在戰爭當中得勝
[00:14:19.720 --> 00:14:22.520]  這就是這段經文
[00:14:22.520 --> 00:14:25.920]  很精簡的說了這個事蹟
[00:14:25.920 --> 00:14:30.120]  其實這件事對以色列人來說是相當重要
[00:14:30.120 --> 00:14:32.320]  因為當他們出埃及的時候
[00:14:32.320 --> 00:14:35.320]  他們自己去打一個仗
[00:14:35.320 --> 00:14:37.520]  是第一場的勝仗
[00:14:37.520 --> 00:14:40.120]  之後他們進入迦南地
[00:14:40.120 --> 00:14:42.520]  是要打很多場的仗
[00:14:42.520 --> 00:14:45.120]  去進入上帝應許的地方
[00:14:45.120 --> 00:14:49.720]  所以這個第一場的戰爭經驗相當重要
[00:14:49.720 --> 00:14:51.720]  對他們前面的路
[00:14:51.720 --> 00:14:54.920]  就是跟從上帝的路
[00:14:54.920 --> 00:14:58.920]  是起了相當重要的作用
[00:14:58.920 --> 00:15:00.320]  在這段經文裡
[00:15:00.320 --> 00:15:03.920]  究竟我們可以有什麼學習的地方
[00:15:03.920 --> 00:15:06.720]  對我們來說有什麼提醒呢
[00:15:06.720 --> 00:15:10.320]  我想至少有三方面的提醒
[00:15:10.320 --> 00:15:12.920]  第一就是正如我剛才所說
[00:15:12.920 --> 00:15:15.320]  上帝在這件事裡
[00:15:15.320 --> 00:15:18.120]  是要讓以色列人知道
[00:15:18.120 --> 00:15:20.520]  上帝的幫助的同時
[00:15:20.520 --> 00:15:25.120]  他們也要盡上他們的本分
[00:15:25.120 --> 00:15:27.720]  在這場的爭戰裡
[00:15:27.720 --> 00:15:31.320]  基本上是一個可以說
[00:15:31.320 --> 00:15:33.920]  是上帝跟人之間
[00:15:33.920 --> 00:15:38.520]  一個彼此協調合作的勝利
[00:15:38.520 --> 00:15:41.720]  不過重心的主角也不是人
[00:15:41.720 --> 00:15:42.920]  是上帝
[00:15:42.920 --> 00:15:49.320]  但兩者也某程度可以說缺一不可
[00:15:49.320 --> 00:15:51.720]  人生如戰場可以說
[00:15:51.720 --> 00:15:52.720]  我們在生活當中
[00:15:52.720 --> 00:15:54.920]  我們也會面對很多的挑戰
[00:15:54.920 --> 00:15:56.920]  這些都是在所難免的事
[00:15:56.920 --> 00:15:58.120]  作為一個基督徒
[00:15:58.120 --> 00:15:59.320]  我們在生活當中
[00:15:59.320 --> 00:16:01.720]  我們怎樣去遵守上帝的道
[00:16:01.720 --> 00:16:03.120]  都是一種考驗
[00:16:03.120 --> 00:16:04.720]  都是一種挑戰
[00:16:04.720 --> 00:16:06.720]  聖經經常跟我們說
[00:16:06.720 --> 00:16:10.320]  要倚靠上帝我們才能得勝
[00:16:10.320 --> 00:16:13.120]  那什麼是倚靠上帝呢
[00:16:13.120 --> 00:16:14.520]  在這件事裡
[00:16:14.520 --> 00:16:16.520]  摩西在山上舉手
[00:16:16.520 --> 00:16:19.320]  約書在山下打仗
[00:16:19.320 --> 00:16:21.520]  倚靠上帝
[00:16:21.520 --> 00:16:25.720]  是不是單單就是摩西在山上舉手
[00:16:25.720 --> 00:16:27.920]  就會打贏這場仗呢
[00:16:27.920 --> 00:16:29.320]  在這件事裡
[00:16:29.320 --> 00:16:30.920]  他讓我們看到
[00:16:30.920 --> 00:16:34.720]  約書在山下也要很認真地打仗
[00:16:34.720 --> 00:16:38.120]  盡自己的努力去打贏這場仗
[00:16:38.120 --> 00:16:42.120]  在這件事裡我們看到
[00:16:42.120 --> 00:16:45.120]  上帝可以說是藉著人的努力
[00:16:45.120 --> 00:16:47.520]  跟著去打贏
[00:16:47.520 --> 00:16:50.320]  打勝這場仗
[00:16:50.320 --> 00:16:53.520]  最近公開考試也完結了
[00:16:53.520 --> 00:16:55.120]  我舉個例子
[00:16:55.120 --> 00:16:57.920]  假設有一個年輕人這樣祈禱
[00:16:57.920 --> 00:16:59.320]  他在考試之前
[00:16:59.320 --> 00:17:03.520]  祈求上帝給他一個好的考試成績
[00:17:03.520 --> 00:17:05.920]  這個祈禱你覺得好不好
[00:17:05.920 --> 00:17:07.320]  都是好的
[00:17:07.320 --> 00:17:08.920]  沒有對錯的
[00:17:08.920 --> 00:17:11.520]  就是祈求上帝給我一個好的成績
[00:17:11.520 --> 00:17:14.920]  這個也是可以這樣去祈禱的
[00:17:14.920 --> 00:17:18.920]  但是當他很認真地祈禱
[00:17:18.920 --> 00:17:22.320]  每晚都很真誠地祈禱之後
[00:17:22.320 --> 00:17:26.520]  他就日以繼夜 夜以繼日
[00:17:26.520 --> 00:17:28.320]  做些什麼呢
[00:17:28.320 --> 00:17:29.720]  打遊戲機
[00:17:29.720 --> 00:17:33.320]  日又打 夜又打 打到天昏地暗
[00:17:33.320 --> 00:17:36.320]  跟著他去考試
[00:17:36.320 --> 00:17:38.720]  大家知道成績會是怎樣
[00:17:38.720 --> 00:17:39.920]  他不溫習
[00:17:39.920 --> 00:17:41.120]  然後他就說
[00:17:41.120 --> 00:17:42.720]  上帝為什麼你不聽我的祈禱
[00:17:42.720 --> 00:17:47.720]  我的成績怎麼這麼差呢
[00:17:47.720 --> 00:17:50.920]  大家一聽完你都知道有什麼問題
[00:17:50.920 --> 00:17:52.720]  其實許奕的祈禱
[00:17:52.720 --> 00:17:53.720]  如果我為他祈禱
[00:17:53.720 --> 00:17:55.720]  我會這樣為他祈禱
[00:17:55.720 --> 00:17:58.120]  我求上帝給你有智慧
[00:17:58.120 --> 00:17:59.720]  能夠明白
[00:17:59.720 --> 00:18:02.920]  在溫習裡面明白書本的內容
[00:18:02.920 --> 00:18:05.520]  我也祈求上帝給你有毅力
[00:18:05.520 --> 00:18:08.120]  能夠持續地去溫習
[00:18:08.120 --> 00:18:09.520]  我也為你祈求
[00:18:09.520 --> 00:18:10.920]  讓你考試的時候
[00:18:10.920 --> 00:18:13.120]  你有足夠的智慧
[00:18:13.120 --> 00:18:15.120]  讓你溫習的
[00:18:15.120 --> 00:18:17.720]  你能夠完全發揮出來
[00:18:17.720 --> 00:18:19.520]  這個我為你的祈禱
[00:18:19.520 --> 00:18:21.320]  如果我為一個年輕人讀書
[00:18:21.320 --> 00:18:22.920]  我就會為他這樣去祈禱
[00:18:22.920 --> 00:18:25.920]  當然我們也要求上帝保守的結果
[00:18:25.920 --> 00:18:27.720]  在這裡
[00:18:27.720 --> 00:18:32.920]  人跟上帝某程度是有一個一同的參與
[00:18:32.920 --> 00:18:35.120]  不過這個也要小心
[00:18:35.120 --> 00:18:37.520]  在這裡摩西也說
[00:18:37.520 --> 00:18:41.120]  勝敗不是在於人的能力
[00:18:41.120 --> 00:18:44.720]  勝敗是在於摩西舉手的時候
[00:18:44.720 --> 00:18:47.320]  去宣告神的主權
[00:18:47.320 --> 00:18:48.920]  宣告神的權能
[00:18:48.920 --> 00:18:51.520]  這個才是勝敗的關鍵
[00:18:51.520 --> 00:18:55.720]  但是在過程當中也有人的參與
[00:18:55.720 --> 00:19:01.120]  有時候我們會將祈禱變成一種咒語
[00:19:01.120 --> 00:19:02.720]  什麼叫咒語呢
[00:19:02.720 --> 00:19:05.720]  咒語就是大家都看過很多劇集
[00:19:05.720 --> 00:19:07.320]  很多電影都說
[00:19:07.320 --> 00:19:11.320]  有些人唸唸有詞在咒語
[00:19:11.320 --> 00:19:13.520]  當他唸唸有詞在咒語的時候
[00:19:13.520 --> 00:19:16.320]  靈界就有事發生了
[00:19:16.320 --> 00:19:19.520]  所以咒語是有法力的
[00:19:19.520 --> 00:19:22.720]  有些人說
[00:19:22.720 --> 00:19:25.920]  我的祈禱上帝為什麼不聽呢
[00:19:25.920 --> 00:19:28.720]  他不聽我的祈禱為什麼我還要信他呢
[00:19:28.720 --> 00:19:30.320]  很多時候我們以為
[00:19:30.320 --> 00:19:34.720]  祈禱是來操控上帝的一種心態
[00:19:34.720 --> 00:19:37.720]  但是祈禱不是咒語
[00:19:37.720 --> 00:19:40.720]  我們不要將祈禱當成一種咒語
[00:19:40.720 --> 00:19:43.720]  好像操控上帝的一個工具
[00:19:43.720 --> 00:19:45.720]  祈禱的作用是什麼呢
[00:19:45.720 --> 00:19:48.720]  其中一個作用就是
