
[00:00:00.000 --> 00:00:02.440]  宣導家在這幾年裏面
[00:04:13.880 --> 00:04:18.160]  耶穌在《馬達福音》二十三章已經說得很清楚
[00:04:18.160 --> 00:04:20.800]  以色列人如何對待他的態度
[00:04:20.800 --> 00:04:22.320]  不是對待聖殿的態度
[00:04:22.320 --> 00:04:23.600]  而是對待他的態度
[00:04:23.600 --> 00:04:25.560]  決定了可以說
[00:04:25.560 --> 00:04:29.960]  聖殿和以色列整個民族的前路
[00:04:29.960 --> 00:04:31.680]  如何繼續走
[00:04:31.680 --> 00:04:34.160]  耶穌在第二節說
[00:04:34.160 --> 00:04:38.680]  他預言這個聖殿將要被毀
[00:04:38.680 --> 00:04:43.080]  在耶穌說了一段話的時候
[00:04:43.080 --> 00:04:44.760]  在一個橄欖山上
[00:04:44.760 --> 00:04:47.400]  是相當有意思的
[00:04:47.400 --> 00:04:53.160]  橄欖山說了耶穌自己的復活和再臨的事
[00:04:53.160 --> 00:04:59.440]  是根據撒加利亞書在舊約十四章第四節說
[00:04:59.440 --> 00:05:08.000]  那日他的腳必站在耶路撒冷前面朝東的橄欖山上
[00:05:08.000 --> 00:05:12.000]  當時尼采亞再臨就在橄欖山上
[00:05:12.000 --> 00:05:14.600]  會將這個地方一分為二
[00:05:14.600 --> 00:05:17.600]  即是形容到尼采亞再臨的時候
[00:05:17.600 --> 00:05:20.600]  榮耀在橄欖山這個地方
[00:05:20.600 --> 00:05:22.840]  耶穌就在這個地方裡面
[00:05:22.840 --> 00:05:24.840]  去講述他自己的再臨
[00:05:24.840 --> 00:05:28.000]  是相當有具體的意義在裡面
[00:05:28.000 --> 00:05:30.520]  在新約聖經提到世界的末了
[00:05:30.520 --> 00:05:31.800]  有六次這麼多
[00:05:31.800 --> 00:05:34.600]  有五次在馬太福音那裡
[00:05:34.600 --> 00:05:36.720]  在這裡馬太福音是強調
[00:05:36.720 --> 00:05:41.640]  去前瞻可以說當講主宰這個萊瓦世界的末了
[00:05:41.640 --> 00:05:46.080]  強調最後的審判和一切將要完成的事
[00:05:46.080 --> 00:05:47.080]  究竟是怎樣
[00:05:47.080 --> 00:05:49.800]  在希伯來書裡面說
[00:05:49.800 --> 00:05:54.800]  他帶出了十字架這個事件
[00:05:54.800 --> 00:05:57.000]  引入這個世界
[00:05:57.000 --> 00:05:59.440]  是帶來了一個時代的改變
[00:05:59.440 --> 00:06:02.600]  所以由耶穌被釘十字架那一刻開始
[00:06:02.600 --> 00:06:05.400]  就是一個末世的降臨
[00:06:05.400 --> 00:06:06.600]  降臨
[00:06:07.600 --> 00:06:09.320]  耶穌的再臨
[00:06:09.320 --> 00:06:12.600]  是和人類歷史有一個很密切的關係
[00:06:12.600 --> 00:06:16.280]  也代表著人類歷史結束的一個時刻
[00:06:16.280 --> 00:06:18.280]  代表著上帝的榮耀
[00:06:18.280 --> 00:06:21.280]  完全將在地上的一個時刻
[00:06:21.280 --> 00:06:23.080]  人類的歷史有開始
[00:06:23.080 --> 00:06:24.280]  也有終結
[00:06:24.280 --> 00:06:26.880]  所以從聖經的角度
[00:06:26.880 --> 00:06:28.520]  或者從信仰的角度
[00:06:28.520 --> 00:06:31.680]  我們可以說人類的歷史是將會有終結的一天
[00:06:31.680 --> 00:06:33.040]  那一天是怎樣的呢?
[00:06:33.040 --> 00:06:35.040]  就是主耶穌再來
[00:06:35.040 --> 00:06:37.120]  施行審判的那一時
[00:06:37.120 --> 00:06:40.400]  就是人類歷史的一個終結
[00:06:40.400 --> 00:06:47.600]  接著在第24章的第4至14節
[00:06:47.600 --> 00:06:50.000]  那裡是說一個災難
[00:06:50.000 --> 00:06:53.680]  另一個字眼是說生產的痛苦
[00:06:53.680 --> 00:06:59.200]  一切耶穌所說的災難的發生
[00:06:59.200 --> 00:07:03.200]  都是耶穌再來的時候的一個兆頭
[00:07:04.200 --> 00:07:09.480]  聽耶穌說話的一代人去世之前
[00:07:09.480 --> 00:07:12.040]  他們都會看到部分的事情
[00:07:12.040 --> 00:07:14.240]  是一路一路地出現
[00:07:14.240 --> 00:07:18.480]  雖然這些災難會不停地發生
[00:07:18.480 --> 00:07:20.960]  但是只代表末日近了
[00:07:20.960 --> 00:07:23.600]  不是代表末日到了
[00:07:23.600 --> 00:07:25.480]  而只不過是很近了
[00:07:25.480 --> 00:07:26.760]  這是一個警告
[00:07:26.760 --> 00:07:31.760]  警告耶穌的再來審判是很真實必然的臨到
[00:07:31.760 --> 00:07:34.840]  但是這段時期會有一個延遲
[00:07:34.840 --> 00:07:36.760]  可以說會有一段時間
[00:07:36.760 --> 00:07:38.760]  多久不知道
[00:07:38.760 --> 00:07:40.960]  在這裡耶穌的警告
[00:07:40.960 --> 00:07:42.760]  這一段時間
[00:07:42.760 --> 00:07:45.320]  其實都會有一段頗長的時刻
[00:07:45.320 --> 00:07:46.480]  勸過那些門徒
[00:07:46.480 --> 00:07:48.960]  必須要謹慎、謹慎
[00:07:48.960 --> 00:07:51.880]  不要讓那些假的彌賽
[00:07:51.880 --> 00:07:55.360]  自稱為救主的人去欺騙
[00:07:55.360 --> 00:07:58.320]  在第4、5節那裡說
[00:07:58.320 --> 00:07:59.320]  耶穌回答說
[00:07:59.320 --> 00:08:00.240]  你不要謹慎
[00:08:00.240 --> 00:08:02.080]  免得有人迷惑你們
[00:08:02.080 --> 00:08:05.600]  因為將來有好些人冒我的名來說
[00:08:05.600 --> 00:08:06.600]  我是基督
[00:08:06.600 --> 00:08:08.880]  並且要迷惑許多人
[00:08:08.880 --> 00:08:13.160]  在一些困難的時刻
[00:08:13.160 --> 00:08:15.640]  在一些大的試煉的時候
[00:08:15.640 --> 00:08:19.400]  人很容易盲目地去跟隨一些
[00:08:19.400 --> 00:08:23.120]  自稱可以幫助人的一些救主
[00:08:23.120 --> 00:08:25.160]  這個大家都很理解
[00:08:25.160 --> 00:08:26.320]  當你很有困難的時候
[00:08:26.320 --> 00:08:26.960]  如果有人說
[00:08:26.960 --> 00:08:28.080]  我可以幫你
[00:08:28.080 --> 00:08:29.840]  我一定可以幫到你
[00:08:29.840 --> 00:08:33.640]  當然有很多人未必會相信
[00:08:33.640 --> 00:08:36.160]  但是有很多人在困難中
[00:08:36.160 --> 00:08:39.280]  就會相信這些人所說的話
[00:08:39.280 --> 00:08:41.080]  將自己的盼望
[00:08:41.080 --> 00:08:44.480]  將自己的前路
[00:08:44.480 --> 00:08:50.560]  交託給一個自稱為假基督的人的手上
[00:08:50.560 --> 00:08:53.240]  冒我的名來
[00:08:53.240 --> 00:08:55.680]  可能是指有一些人
[00:08:55.680 --> 00:08:59.720]  以耶穌的名義來說一些話
[00:08:59.720 --> 00:09:02.480]  也可能是指有些人進一步宣稱
[00:09:02.480 --> 00:09:04.880]  我就是那一個彌賽
[00:09:04.880 --> 00:09:07.120]  我就是那一個救主
[00:09:07.120 --> 00:09:10.560]  冒耶穌冒他的名來
[00:09:10.560 --> 00:09:13.480]  好像說到
[00:09:13.480 --> 00:09:17.160]  他就是那一個救主
[00:09:17.160 --> 00:09:19.880]  我就是來拯救你們的那一位
[00:09:19.880 --> 00:09:21.400]  每一代的人
[00:09:21.400 --> 00:09:25.160]  每一代都有不同的人自稱自己是救主
[00:09:25.160 --> 00:09:26.480]  特別是在第一世紀
[00:09:26.480 --> 00:09:28.440]  主耶穌降生之後
[00:09:28.440 --> 00:09:29.240]  他離世之後
[00:09:29.240 --> 00:09:29.960]  在第一世紀
[00:09:29.960 --> 00:09:31.720]  有很多人自稱
[00:09:31.720 --> 00:09:33.920]  我就是彌賽
[00:09:33.920 --> 00:09:35.120]  我就是那個救主
[00:09:35.120 --> 00:09:36.600]  你們來跟從我
[00:09:36.600 --> 00:09:40.680]  在第六至第八節這樣說
[00:09:40.680 --> 00:09:43.760]  你們也要聽見打仗和打仗的風聲
[00:09:43.760 --> 00:09:45.360]  總不要驚慌
[00:09:45.360 --> 00:09:47.400]  因為這些事是必須有的
[00:09:47.400 --> 00:09:49.280]  只是末期還沒有到
[00:09:49.280 --> 00:09:50.440]  民要攻打民
[00:09:50.440 --> 00:09:51.600]  國要攻打國
[00:09:51.600 --> 00:09:53.800]  多處必有饑荒地震
[00:09:53.800 --> 00:09:56.120]  這都是災難的起頭
[00:09:56.560 --> 00:09:59.240]  在這裡的上下文
[00:09:59.240 --> 00:10:00.960]  他們看是生產之難
[00:10:00.960 --> 00:10:03.560]  其實就是一個災難
[00:10:03.560 --> 00:10:08.600]  這個名詞基本上到了一個專有名詞的地步
[00:10:08.600 --> 00:10:10.440]  就是彌賽的產難
[00:10:10.440 --> 00:10:14.400]  意思就是彌賽、彌林
[00:10:14.400 --> 00:10:16.760]  在臨的時代之前
[00:10:16.760 --> 00:10:18.960]  所發生的危難
[00:10:18.960 --> 00:10:22.960]  在這裡說到打仗和打仗的風聲
[00:10:22.960 --> 00:10:25.160]  有饑荒、有地震
[00:10:25.160 --> 00:10:30.480]  這個其實在第一世紀經常發生的事
[00:10:30.480 --> 00:10:32.240]  當然到了我們這個世紀
[00:10:32.240 --> 00:10:35.440]  我們也發覺這些情況越來越嚴重
[00:10:35.440 --> 00:10:37.840]  在這裡不是說有這些事
[00:10:37.840 --> 00:10:38.800]  末日就到了
[00:10:38.800 --> 00:10:41.320]  而是看到耶穌說
[00:10:41.320 --> 00:10:45.160]  是指向那些假的先知、假的基督
[00:10:45.160 --> 00:10:47.640]  你看看現在有民要攻打民
[00:10:47.640 --> 00:10:48.880]  國要攻打國
[00:10:48.880 --> 00:10:50.600]  有地震、有風聲
[00:10:50.600 --> 00:10:52.320]  所以現在末日就到了
[00:10:52.320 --> 00:10:53.760]  現在就是末日
[00:10:53.760 --> 00:10:56.760]  我就是來拯救你們的救主
[00:10:56.760 --> 00:10:59.480]  耶穌在這裡說出了
[00:10:59.480 --> 00:11:03.640]  不要對這些假的彌賽的聲稱
[00:11:03.640 --> 00:11:05.480]  被它迷惑了
[00:11:05.480 --> 00:11:08.320]  在一個災難的時期
[00:11:08.320 --> 00:11:12.920]  任何人都會心靈裡有驚慌的不安的情況
[00:11:12.920 --> 00:11:14.680]  但是耶穌在這裡說
[00:11:14.680 --> 00:11:16.280]  當有這些事情發生
[00:11:16.280 --> 00:11:17.560]  民要攻打民
[00:11:17.560 --> 00:11:18.640]  國要攻打國
[00:11:18.640 --> 00:11:20.200]  有饑荒、有地震
[00:11:20.200 --> 00:11:23.320]  這個不是等於末日已經到了
[00:11:23.320 --> 00:11:26.520]  而是只是災難的起頭
[00:11:26.520 --> 00:11:31.120]  就是說最後的末日的日子還沒到
[00:11:31.120 --> 00:11:34.640]  這只不過是一個預兆、一個先兆
[00:11:34.640 --> 00:11:40.200]  所以不要被那些假的自稱為救主的人欺騙
[00:11:40.200 --> 00:11:42.400]  這些只是災難的起頭
[00:11:42.400 --> 00:11:46.360]  這個要延伸到我再來的時候
[00:11:46.360 --> 00:11:47.840]  那一刻的期間
[00:11:47.840 --> 00:11:50.400]  都會有這樣的事情發生
[00:11:50.760 --> 00:11:54.280]  在這裡說到這些災難
[00:11:54.280 --> 00:11:58.280]  必須有
[00:11:58.280 --> 00:12:00.760]  是會有的一個發生
[00:12:00.760 --> 00:12:03.680]  可能是指耶穌去統治的時候
[00:12:03.680 --> 00:12:05.680]  或者耶穌降臨的時候
[00:12:05.680 --> 00:12:07.600]  有很多的衝突
[00:12:07.600 --> 00:12:09.600]  在所難免
[00:12:09.600 --> 00:12:11.120]  家庭之間的衝突
[00:12:11.120 --> 00:12:15.040]  因為信耶穌不信耶穌之間的人的衝突
[00:12:15.040 --> 00:12:19.440]  這些情況是會出現的
[00:12:19.440 --> 00:12:21.080]  在這幾節的經文
[00:12:21.080 --> 00:12:22.920]  可以說耶穌說
[00:12:22.920 --> 00:12:26.440]  在祂升天之後
[00:12:26.440 --> 00:12:29.440]  到祂再降臨的期間
[00:12:29.440 --> 00:12:34.880]  這個世界是會有很多不同的災難發生
[00:12:34.880 --> 00:12:36.440]  但是這幾節的經文
[00:12:36.440 --> 00:12:40.240]  並不是壓制我們去等待耶穌再來的熱情
[00:12:40.240 --> 00:12:41.560]  而是警告我們
[00:12:41.560 --> 00:12:43.440]  警告跟隨的人
[00:12:43.440 --> 00:12:45.600]  不要誤解了這些兆頭
[00:12:45.600 --> 00:12:47.320]  不要以為有些災難
[00:12:47.320 --> 00:12:48.320]  耶穌就到了
[00:12:48.320 --> 00:12:49.520]  耶穌就降臨了
[00:12:49.520 --> 00:12:50.120]  不是
[00:12:50.120 --> 00:12:52.680]  而是不要去聽那些假的
[00:12:52.680 --> 00:12:54.400]  尼塞亞
[00:12:54.400 --> 00:12:57.880]  自稱為救主的那些人的聲稱
[00:12:57.880 --> 00:13:02.360]  不要期待耶穌可以說過早降臨
[00:13:02.360 --> 00:13:05.040]  這些只是災難的一個起頭
[00:13:05.040 --> 00:13:08.000]  在第九至十三節
[00:13:08.000 --> 00:13:09.680]  耶穌繼續說
[00:13:09.680 --> 00:13:12.040]  這些災難
[00:13:12.040 --> 00:13:14.680]  或者有什麼情況會發生呢?
[00:13:14.680 --> 00:13:17.360]  「那時人要把你們陷在患難裡
[00:13:17.360 --> 00:13:18.840]  也要殺害你們
[00:13:18.840 --> 00:13:21.600]  你們又要為我的名被萬民恨惡
[00:13:21.600 --> 00:13:23.760]  那時必有許多人跌倒
[00:13:23.760 --> 00:13:26.040]  也要被彼此陷害
[00:13:26.040 --> 00:13:27.280]  彼此恨惡
[00:13:27.280 --> 00:13:29.360]  且有好些假先知起來
[00:13:29.360 --> 00:13:30.520]  迷惑多人
[00:13:30.520 --> 00:13:32.320]  只因不快的事增多
[00:13:32.320 --> 00:13:35.360]  許多人的愛心才漸漸冷淡了
[00:13:35.360 --> 00:13:38.400]  唯有忍耐到底的必然得救」
[00:13:38.400 --> 00:13:41.640]  在這裡跟從耶穌的人
[00:13:41.640 --> 00:13:46.840]  不單止要面對饑荒地震
[00:13:46.840 --> 00:13:50.400]  還有一些事情會發生
[00:13:50.400 --> 00:13:51.800]  他們會遭到迫害
[00:13:51.800 --> 00:13:55.000]  甚至會殺害
[00:13:55.000 --> 00:13:56.600]  因著信仰的緣故
[00:13:56.600 --> 00:13:58.160]  在這裡說你們
[00:13:58.160 --> 00:14:04.160]  當然這些對象不單止是在當時那一刻
[00:14:04.160 --> 00:14:05.880]  這些事情只是發生在
[00:14:05.880 --> 00:14:08.960]  耶穌當時所說的對象那裡
[00:14:08.960 --> 00:14:11.760]  你們其實可以說是超越了一個時代
[00:14:11.760 --> 00:14:14.240]  是指一群跟從耶穌的人
[00:14:14.240 --> 00:14:18.160]  都可能會經歷或面對的一些事情
[00:14:18.160 --> 00:14:21.520]  全世界都在敵意當中
[00:14:21.520 --> 00:14:26.160]  去很多不信上帝
[00:14:26.160 --> 00:14:30.040]  或者是敵對上帝的人群當中
[00:14:30.040 --> 00:14:32.360]  去敵對那些跟從上帝的人
[00:14:32.360 --> 00:14:35.480]  這些迫害其實很早就已經發生了
[00:14:35.480 --> 00:14:37.040]  在一個慘難當中
[00:14:37.040 --> 00:14:38.240]  在一個災難的期間
[00:14:38.240 --> 00:14:40.160]  其實由初期教會一開始
[00:14:40.160 --> 00:14:42.720]  一群門徒已經很經歷這個情況
[00:14:42.720 --> 00:14:46.000]  他們面對猶太人的迫害
[00:14:46.000 --> 00:14:48.400]  當時政權的迫害
[00:14:48.400 --> 00:14:50.240]  所以耶穌說這句話
[00:14:50.240 --> 00:14:52.320]  是很親身的一個經驗
[00:14:52.320 --> 00:14:54.800]  耶穌在這裡表明
[00:14:54.800 --> 00:14:56.000]  很多的迫害
[00:14:56.000 --> 00:14:57.040]  很多的患難
[00:14:57.040 --> 00:14:58.760]  危難來到的時候
[00:14:58.760 --> 00:15:00.560]  在這個世代很多人
[00:15:00.560 --> 00:15:02.760]  都會在信仰上跌倒
[00:15:02.760 --> 00:15:04.840]  並且很多時候
[00:15:04.840 --> 00:15:07.960]  還會在跟從他的人當中
[00:15:07.960 --> 00:15:10.480]  會彼此的憎恨
[00:15:11.880 --> 00:15:14.120]  社會當中會很混亂
[00:15:14.120 --> 00:15:16.240]  在教會的群體
[00:15:16.240 --> 00:15:19.960]  也會有很多不同的問題產生
[00:15:19.960 --> 00:15:23.560]  有些人甚至出賣其他的人
[00:15:23.560 --> 00:15:25.640]  可能因著個人的利益
[00:15:25.640 --> 00:15:26.920]  可能不同的原因
[00:15:26.920 --> 00:15:29.280]  去出賣其他相信耶穌的人
[00:15:29.280 --> 00:15:30.640]  在這一章裡面
[00:15:30.640 --> 00:15:31.880]  有幾次引用了
[00:15:31.880 --> 00:15:34.800]  彈爾尼蘇的一些說話
[00:15:34.800 --> 00:15:38.440]  可能跟當時有某些相似的地方
[00:15:38.440 --> 00:15:41.600]  就是那些人因為偏離了他們的信仰
[00:15:41.600 --> 00:15:44.200]  受了假先知的一些迷惑
[00:15:44.200 --> 00:15:48.440]  而那些人也彼此憎恨
[00:15:48.440 --> 00:15:51.840]  因為信仰根基不穩固的時候
[00:15:51.840 --> 00:15:54.520]  信仰也不穩固
[00:15:54.520 --> 00:15:56.600]  信仰的認識不清楚
[00:15:56.600 --> 00:15:57.800]  所以到最後
[00:15:57.800 --> 00:16:00.800]  他們慢慢一步一步偏離信仰
[00:16:00.800 --> 00:16:02.720]  彼此的出賣
[00:16:02.720 --> 00:16:03.600]  彼此的憎恨
[00:16:03.600 --> 00:16:06.320]  到處充滿了很多邪惡的事
[00:16:06.320 --> 00:16:09.480]  大部分人的愛心也冷淡了
[00:16:09.800 --> 00:16:12.320]  在這裡的描述
[00:16:12.320 --> 00:16:15.040]  不僅是說那些未相信耶穌的人
[00:16:15.040 --> 00:16:18.560]  也包括那些自稱相信耶穌的人
[00:16:18.560 --> 00:16:22.000]  或者在這裡可以看到
[00:16:22.000 --> 00:16:26.120]  他們一些很具體情況的發生
[00:16:26.120 --> 00:16:27.800]  但是耶穌說
[00:16:27.800 --> 00:16:29.440]  仍然有一群人
[00:16:29.440 --> 00:16:32.800]  那一群人是在愛裡面
[00:16:32.800 --> 00:16:35.200]  是在耶穌的愛裡面
[00:16:35.200 --> 00:16:38.200]  儘管受著迫害
[00:16:38.200 --> 00:16:40.120]  儘管有這麼多的迷惑
[00:16:40.120 --> 00:16:42.080]  但他們仍然很清楚
[00:16:42.080 --> 00:16:44.200]  很堅定地去跟從耶穌
[00:16:44.200 --> 00:16:45.760]  他們忍耐到底
[00:16:45.760 --> 00:16:49.760]  這群人最後會得到耶穌的拯救
[00:16:49.760 --> 00:16:52.160]  在這裡可以說
[00:16:52.160 --> 00:16:54.760]  他們從個人的角度
[00:16:54.760 --> 00:16:57.480]  我們要對信仰有清楚的認識
[00:16:57.480 --> 00:16:59.480]  以及有一個堅定的心智
[00:16:59.480 --> 00:17:02.360]  才能夠在這些患難裡面
[00:17:02.360 --> 00:17:06.600]  能夠一路一路地去跟從上帝
[00:17:06.600 --> 00:17:09.040]  而不會最後離開
[00:17:09.040 --> 00:17:11.120]  從這個角度去看
[00:17:11.120 --> 00:17:12.880]  很多時候我們以為
[00:17:12.880 --> 00:17:17.840]  社會有這麼敵對教會的群體
[00:17:17.840 --> 00:17:21.360]  教會裡面的群體也這麼混亂
[00:17:21.360 --> 00:17:25.560]  可以說福音是否可以一步一步地傳播下去呢?
[00:17:25.560 --> 00:17:27.920]  耶穌接著在這裡說
[00:17:27.920 --> 00:17:29.280]  不是的
[00:17:29.280 --> 00:17:30.960]  仍然有一群人
[00:17:30.960 --> 00:17:34.000]  縱然有這麼多的困難
[00:17:34.000 --> 00:17:35.600]  他們沒有放棄信仰
[00:17:35.600 --> 00:17:39.000]  縱然面對這麼多的患難、迫害
[00:17:39.000 --> 00:17:44.680]  他們仍然將福音一步一步地傳開
[00:17:44.680 --> 00:17:47.600]  在這裡有很多人
[00:17:47.600 --> 00:17:49.520]  因著假先知的緣故
[00:17:49.520 --> 00:17:51.160]  因為有迫不得的緣故
[00:17:51.160 --> 00:17:52.640]  因為有困難的緣故
[00:17:52.640 --> 00:17:55.160]  他們離開了信仰
[00:17:55.160 --> 00:17:56.800]  失去了信心
[00:17:56.800 --> 00:18:00.440]  可能懼怕面對肉身上
[00:18:00.440 --> 00:18:03.720]  人身際遇上的困境
[00:18:03.720 --> 00:18:08.040]  怕面對人的一些迫害
[00:18:08.040 --> 00:18:09.560]  所以他們放棄信仰
[00:18:09.560 --> 00:18:11.240]  什麼原因離開信仰
[00:18:11.240 --> 00:18:12.760]  在這裡基本上不重要
[00:18:12.760 --> 00:18:14.360]  最重要的是結果
[00:18:14.360 --> 00:18:15.520]  結果都是一樣
[00:18:15.520 --> 00:18:19.360]  他們到最後都是離開了信仰
[00:18:19.360 --> 00:18:21.560]  結果都是一樣
[00:18:21.560 --> 00:18:26.400]  整個世代都會有這樣的情況發生
[00:18:26.400 --> 00:18:27.960]  耶穌的年代是這樣
[00:18:27.960 --> 00:18:31.120]  不同的年代都有這樣的情況發生
[00:18:31.120 --> 00:18:32.720]  但是這個不代表
[00:18:32.720 --> 00:18:37.840]  縱然有這麼多人沒有守住真道
[00:18:37.840 --> 00:18:39.440]  從人間的角度
[00:18:39.440 --> 00:18:42.000]  可以說福音傳不下去了
