
[00:00:00.000 --> 00:00:03.120]  那就…隱然就是這樣的
[00:06:37.440 --> 00:06:39.440]  人之常情
[00:06:39.440 --> 00:06:43.440]  不過這個行動卻是被耶穌所責備
[00:06:43.440 --> 00:06:45.440]  這個行動是不受歡迎的
[00:06:45.440 --> 00:06:47.440]  耶穌說什麼呢?
[00:06:47.440 --> 00:06:49.440]  他說你是撒旦
[00:06:49.440 --> 00:06:53.440]  為什麼稱呼彼得為撒旦呢?
[00:06:53.440 --> 00:06:55.440]  因為經文有解釋的
[00:06:55.440 --> 00:07:01.440]  他說彼得體貼人的意思,不體貼神的意思
[00:07:01.440 --> 00:07:05.440]  撒旦在我們身上的工作是讓我們體貼自己的意思
[00:07:05.440 --> 00:07:07.440]  按著自己的心意而行
[00:07:07.440 --> 00:07:09.440]  滿足自己的需要
[00:07:09.440 --> 00:07:14.440]  而多過是討神的喜悅,過著神所喜悅的生活
[00:07:14.440 --> 00:07:16.440]  榮耀上帝的聖名
[00:07:16.440 --> 00:07:17.440]  是這樣的
[00:07:17.440 --> 00:07:20.440]  撒旦的工作是讓我們離開上帝
[00:07:20.440 --> 00:07:23.440]  走自己覺得自己對的路
[00:07:23.440 --> 00:07:25.440]  是嗎?
[00:07:25.440 --> 00:07:28.440]  不論是信主前,或者是現在
[00:07:28.440 --> 00:07:33.440]  撒旦用多方,多次,用不同的試探
[00:07:33.440 --> 00:07:37.440]  也都導引著我們走自己的路
[00:07:37.440 --> 00:07:39.440]  而不是天父的路
[00:07:39.440 --> 00:07:43.440]  耶穌來到,為什麼要釘十字架呢?
[00:07:43.440 --> 00:07:46.440]  因為祂馴服基督,馴服天父上帝
[00:07:46.440 --> 00:07:49.440]  耶穌基督馴服天父上帝
[00:07:49.440 --> 00:07:54.440]  在《赫西瑪利元》也很清楚地表明
[00:07:54.440 --> 00:07:58.440]  耶穌說:父啊,凡事祢都能
[00:07:58.440 --> 00:08:00.440]  求祢將這杯落開
[00:08:00.440 --> 00:08:05.440]  但應而不要從我的意思,只要從祢的意思
[00:08:05.440 --> 00:08:08.440]  聽從天父的心意行事
[00:08:08.440 --> 00:08:11.440]  耶穌基督在地上聽從天父的心意行事
[00:08:11.440 --> 00:08:17.440]  祂帶來一個具體的目標和方向
[00:08:17.440 --> 00:08:21.440]  在《馬可福音》記載了為什麼耶穌來到世上
[00:08:21.440 --> 00:08:23.440]  聽天父的話
[00:08:23.440 --> 00:08:26.440]  第一,祂要傳一個天國的福音
[00:08:26.440 --> 00:08:30.440]  馴服帶來的本身就是讓世人都聽到一個福音
[00:08:30.440 --> 00:08:35.440]  第二,耶穌是為我們贖罪,成為贖家
[00:08:35.440 --> 00:08:37.440]  替代我們的罪
[00:08:37.440 --> 00:08:40.440]  好叫我們從罪裡得到釋放
[00:08:40.440 --> 00:08:45.440]  第三,祂一猜派門徒去傳揚這個福音
[00:08:45.440 --> 00:08:50.440]  耶穌基督按照天父的心意傳福音
[00:08:50.440 --> 00:08:52.440]  叫人悔改
[00:08:52.440 --> 00:08:54.440]  讓我們從罪裡得到釋放
[00:08:54.440 --> 00:08:58.440]  並且祂將會離開
[00:08:58.440 --> 00:08:59.440]  祂步向十字架之路
[00:08:59.440 --> 00:09:01.440]  所以祂就吩咐門徒
[00:09:01.440 --> 00:09:03.440]  祂服喚之後吩咐門徒
[00:09:03.440 --> 00:09:09.440]  你延續我在地上曾經做的這個工作
[00:09:09.440 --> 00:09:10.440]  福音的使命
[00:09:10.440 --> 00:09:12.440]  就是繼續去傳福音
[00:09:12.440 --> 00:09:14.440]  就是讓人去悔改得救
[00:09:14.440 --> 00:09:16.440]  今天神設立地上教會
[00:09:16.440 --> 00:09:19.440]  也是有重要的目的
[00:09:19.440 --> 00:09:20.440]  就是傳揚福音
[00:09:20.440 --> 00:09:22.440]  這是我們宣道會的精神
[00:09:22.440 --> 00:09:28.440]  當門徒知道耶穌的身份和使命的時候
[00:09:28.440 --> 00:09:31.440]  耶穌接著向門徒和群眾
[00:09:31.440 --> 00:09:35.440]  所有人發出一個邀請
[00:09:35.440 --> 00:09:38.440]  若有人跟從我
[00:09:38.440 --> 00:09:41.440]  就當寫記背棄他的十字架跟從我
[00:09:43.440 --> 00:09:46.440]  跟從這裡不是第一次門徒聽見
[00:09:46.440 --> 00:09:50.440]  因為在第一章已經說到耶穌呼召門徒
[00:09:50.440 --> 00:09:55.440]  呼召彼得、雅各、約翰、安德烈
[00:09:55.440 --> 00:09:57.440]  寫下他們的慾望
[00:09:57.440 --> 00:09:59.440]  來跟隨耶穌基督
[00:09:59.440 --> 00:10:05.440]  當耶穌呼召門徒跟隨的時候
[00:10:05.440 --> 00:10:13.440]  他沒有隱藏、掩飾、沖淡門徒的代價
[00:10:13.440 --> 00:10:17.440]  他說如果你真的跟從我
[00:10:17.440 --> 00:10:19.440]  你要付出相當沉重的代價
[00:10:19.440 --> 00:10:20.440]  包括什麼?
[00:10:20.440 --> 00:10:23.440]  你要寫記和背十字架
[00:10:23.440 --> 00:10:25.440]  仿如什麼?
[00:10:25.440 --> 00:10:27.440]  仿如有人邀請你跟從我
[00:10:27.440 --> 00:10:30.440]  你跟從我的時候
[00:10:30.440 --> 00:10:32.440]  你去坐電的椅子
[00:10:32.440 --> 00:10:35.440]  你去絞刑或獅子坑
[00:10:35.440 --> 00:10:39.440]  其實這是不受歡迎的邀請
[00:10:39.440 --> 00:10:44.440]  差不多人們聽起來是很難受的
[00:10:44.440 --> 00:10:45.440]  特別是第一世紀
[00:10:45.440 --> 00:10:52.440]  大家要明白十字架是一個羞辱、痛苦的記號
[00:10:52.440 --> 00:10:55.440]  誰會背十字架?
[00:10:55.440 --> 00:10:56.440]  沒有人想的
[00:10:56.440 --> 00:10:58.440]  你想不想?
[00:10:59.440 --> 00:11:01.440]  第一世紀的門徒聽到的時候
[00:11:01.440 --> 00:11:02.440]  群眾聽到的時候
[00:11:02.440 --> 00:11:04.440]  很多人都不想的
[00:11:04.440 --> 00:11:07.440]  怎麼會呼召我跟從你的時候要背十字架?
[00:11:07.440 --> 00:11:09.440]  這是什麼邀請?
[00:11:09.440 --> 00:11:11.440]  殉道的邀請?
[00:11:11.440 --> 00:11:16.440]  不過耶穌卻是展現了他的情懷
[00:11:16.440 --> 00:11:19.440]  你們要以基督耶穌的心為心
[00:11:19.440 --> 00:11:21.440]  他本有神的形象
[00:11:21.440 --> 00:11:24.440]  卻不以與神同等為強奪的
[00:11:24.440 --> 00:11:25.440]  反倒虛己
[00:11:25.440 --> 00:11:27.440]  取了奴僕的形象
[00:11:27.440 --> 00:11:28.440]  成了人的樣式
[00:11:28.440 --> 00:11:29.440]  既有人的樣子
[00:11:29.440 --> 00:11:31.440]  就自己卑微
[00:11:31.440 --> 00:11:32.440]  全心馴服
[00:11:32.440 --> 00:11:33.440]  以至於死
[00:11:33.440 --> 00:11:34.440]  且死在十字架上
[00:11:34.440 --> 00:11:37.440]  這是耶穌基督的情懷
[00:11:37.440 --> 00:11:40.440]  他現在呼召門徒跟隨他的人
[00:11:40.440 --> 00:11:41.440]  跟我
[00:11:41.440 --> 00:11:42.440]  我是這樣的
[00:11:42.440 --> 00:11:44.440]  我是這樣的
[00:11:44.440 --> 00:11:46.440]  我願意捨棄一切
[00:11:46.440 --> 00:11:49.440]  為的是馴服天父的心意
[00:11:49.440 --> 00:11:52.440]  並且為眾人捨己
[00:11:52.440 --> 00:11:53.440]  跟我
[00:11:54.440 --> 00:11:56.440]  我們要問
[00:11:56.440 --> 00:11:58.440]  為什麼值得跟隨耶穌?
[00:11:58.440 --> 00:11:59.440]  這樣的邀請
[00:11:59.440 --> 00:12:00.440]  為什麼值得跟隨?
[00:12:00.440 --> 00:12:02.440]  所以耶穌在下文說
[00:12:02.440 --> 00:12:05.440]  給了我們兩個主要原因
[00:12:05.440 --> 00:12:07.440]  為什麼我們要跟隨?
[00:12:07.440 --> 00:12:08.440]  為什麼我們要跟隨?
[00:12:08.440 --> 00:12:10.440]  這兩個主要原因
[00:12:10.440 --> 00:12:12.440]  用一個英文字代表了
[00:12:12.440 --> 00:12:13.440]  或者兩個中文字
[00:12:13.440 --> 00:12:15.440]  一個英文字叫Life
[00:12:15.440 --> 00:12:16.440]  L-I-F-E
[00:12:16.440 --> 00:12:17.440]  Life
[00:12:17.440 --> 00:12:19.440]  中文就是生命
[00:12:19.440 --> 00:12:21.440]  你們想想
[00:12:21.440 --> 00:12:22.440]  弟兄姊妹
[00:12:23.440 --> 00:12:24.440]  群眾
[00:12:24.440 --> 00:12:25.440]  你們想想
[00:12:25.440 --> 00:12:27.440]  生命這個議題
[00:12:27.440 --> 00:12:29.440]  第一個原因
[00:12:29.440 --> 00:12:32.440]  為什麼耶穌呼召他們跟隨耶穌基督
[00:12:32.440 --> 00:12:34.440]  跟隨他背上十字架
[00:12:34.440 --> 00:12:35.440]  第一個原因
[00:12:35.440 --> 00:12:36.440]  第35節
[00:12:36.440 --> 00:12:38.440]  因為凡要救自己生命的
[00:12:38.440 --> 00:12:40.440]  必喪掉生命
[00:12:40.440 --> 00:12:42.440]  生命這個字
[00:12:42.440 --> 00:12:44.440]  可以譯作靈魂
[00:12:44.440 --> 00:12:45.440]  生命或者靈魂
[00:12:45.440 --> 00:12:47.440]  一個人沒有靈魂
[00:12:47.440 --> 00:12:49.440]  是死的
[00:12:49.440 --> 00:12:52.440]  沒有靈魂就沒有了
[00:12:52.440 --> 00:12:54.440]  記不記得路加福音12章
[00:12:54.440 --> 00:12:55.440]  16到21節
[00:12:55.440 --> 00:12:57.440]  一個耶穌說的比喻
[00:12:57.440 --> 00:12:59.440]  有一個很富有的人
[00:12:59.440 --> 00:13:03.440]  家財滿貫
[00:13:03.440 --> 00:13:04.440]  接著說
[00:13:04.440 --> 00:13:06.440]  哇 今年收成有更多
[00:13:06.440 --> 00:13:08.440]  我的貨倉
[00:13:08.440 --> 00:13:10.440]  我的糧倉已經爆了
[00:13:10.440 --> 00:13:11.440]  那怎麼辦?
[00:13:11.440 --> 00:13:13.440]  蓋一個更大的
[00:13:13.440 --> 00:13:14.440]  多一點
[00:13:14.440 --> 00:13:16.440]  為什麼要蓋多一點?
[00:13:16.440 --> 00:13:18.440]  讓我可以吃喝玩樂
[00:13:18.440 --> 00:13:20.440]  滿足我的人生
[00:13:21.440 --> 00:13:23.440]  接著耶穌說什麼?
[00:13:23.440 --> 00:13:25.440]  無知的人
[00:13:25.440 --> 00:13:26.440]  無知的人
[00:13:26.440 --> 00:13:28.440]  我今天拿了你的靈魂
[00:13:28.440 --> 00:13:30.440]  賺了所有東西
[00:13:30.440 --> 00:13:32.440]  有什麼好處?
[00:13:32.440 --> 00:13:34.440]  你明白嗎?
[00:13:34.440 --> 00:13:37.440]  你擁有了全世界的東西
[00:13:37.440 --> 00:13:39.440]  你沒有了靈魂
[00:13:39.440 --> 00:13:42.440]  有什麼好處?
[00:13:42.440 --> 00:13:46.440]  所以那兩條問題
[00:13:46.440 --> 00:13:49.440]  耶穌在第36、37節問的那兩條問題
[00:13:49.440 --> 00:13:51.440]  人就算賺得全世界
[00:13:51.440 --> 00:13:53.440]  賠償自己的生命
[00:13:53.440 --> 00:13:54.440]  有什麼益處?
[00:13:54.440 --> 00:13:56.440]  答案是什麼?
[00:13:56.440 --> 00:13:57.440]  無益處
[00:13:57.440 --> 00:13:58.440]  Nothing
[00:13:58.440 --> 00:13:59.440]  第二條問題
[00:13:59.440 --> 00:14:02.440]  人能夠拿什麼來換生命?
[00:14:02.440 --> 00:14:04.440]  答案是什麼?
[00:14:04.440 --> 00:14:05.440]  又是一樣
[00:14:05.440 --> 00:14:07.440]  沒有任何東西可以換
[00:14:07.440 --> 00:14:08.440]  Nothing
[00:14:08.440 --> 00:14:11.440]  你想想生命的議題
[00:14:11.440 --> 00:14:14.440]  你有了所有東西
[00:14:14.440 --> 00:14:17.440]  但是沒有了生命
[00:14:17.440 --> 00:14:19.440]  有關是什麼事?
[00:14:19.440 --> 00:14:21.440]  所以第一個
[00:14:21.440 --> 00:14:23.440]  耶穌要門徒群眾
[00:14:23.440 --> 00:14:25.440]  當耶穌呼召他們
[00:14:25.440 --> 00:14:27.440]  背十字架跟從的時候
[00:14:27.440 --> 00:14:28.440]  你想想
[00:14:28.440 --> 00:14:30.440]  生命是什麼一回事?
[00:14:30.440 --> 00:14:32.440]  生命是什麼一回事?
[00:14:32.440 --> 00:14:33.440]  第二個
[00:14:33.440 --> 00:14:34.440]  他給了一個原因
[00:14:34.440 --> 00:14:37.440]  為什麼我們要跟從耶穌
[00:14:37.440 --> 00:14:38.440]  背十字架
[00:14:38.440 --> 00:14:40.440]  38節
[00:14:40.440 --> 00:14:42.440]  他講到的
[00:14:42.440 --> 00:14:44.440]  耶穌說他會在
[00:14:44.440 --> 00:14:46.440]  聖天父的榮耀
[00:14:46.440 --> 00:14:48.440]  和眾天使降臨的時候
[00:14:48.440 --> 00:14:49.440]  彰顯
[00:14:49.440 --> 00:14:51.440]  就是說耶穌基督再會回來
[00:14:51.440 --> 00:14:53.440]  九章一節有兩個意思
[00:14:53.440 --> 00:14:55.440]  他說
[00:14:55.440 --> 00:14:58.440]  在有人還沒上過死美之前
[00:14:58.440 --> 00:15:00.440]  可以看見神的國
[00:15:00.440 --> 00:15:02.440]  大有能力的降臨
[00:15:02.440 --> 00:15:03.440]  兩個意思
[00:15:03.440 --> 00:15:04.440]  第一個就是下文
[00:15:04.440 --> 00:15:06.440]  九章二節
[00:15:06.440 --> 00:15:08.440]  就是耶穌登山變像
[00:15:08.440 --> 00:15:11.440]  留待下個星期時才會講這段經文
[00:15:11.440 --> 00:15:13.440]  在登山變像當中
[00:15:13.440 --> 00:15:14.440]  三個門徒
[00:15:14.440 --> 00:15:16.440]  看見神的榮耀
[00:15:16.440 --> 00:15:17.440]  但是
[00:15:17.440 --> 00:15:19.440]  在臨前十五章也講到
[00:15:19.440 --> 00:15:21.440]  當耶穌基督死了
[00:15:21.440 --> 00:15:22.440]  復活了
[00:15:22.440 --> 00:15:24.440]  有幾百人
[00:15:24.440 --> 00:15:28.440]  五百人看見耶穌基督復活的事蹟
[00:15:28.440 --> 00:15:30.440]  很多人還沒死之前
[00:15:30.440 --> 00:15:32.440]  看見復活的主
[00:15:32.440 --> 00:15:35.440]  大有能力的站在他們的根前
[00:15:35.440 --> 00:15:37.440]  彰顯上帝的榮耀
[00:15:37.440 --> 00:15:42.440]  在耶穌基督再回來的時候
[00:15:42.440 --> 00:15:44.440]  我相信
[00:15:44.440 --> 00:15:45.440]  我四重福音
[00:15:45.440 --> 00:15:47.440]  耶穌基督是災危的君王
[00:15:47.440 --> 00:15:49.440]  他再回來的時候
[00:15:49.440 --> 00:15:52.440]  他會作終極的審判
[00:15:52.440 --> 00:15:53.440]  終極的審判
[00:15:53.440 --> 00:15:55.440]  並要將那些人
[00:15:55.440 --> 00:15:56.440]  拒絕耶穌的人
[00:15:56.440 --> 00:15:58.440]  不跟從耶穌的人
[00:15:58.440 --> 00:16:00.440]  唾棄十字架的人
[00:16:00.440 --> 00:16:02.440]  當作可恥的
[00:16:02.440 --> 00:16:05.440]  你明白嗎
[00:16:05.440 --> 00:16:06.440]  即使在地上
[00:16:06.440 --> 00:16:08.440]  有了所有東西
[00:16:08.440 --> 00:16:10.440]  但是沒有了耶穌基督
[00:16:10.440 --> 00:16:11.440]  到那一天
[00:16:11.440 --> 00:16:13.440]  在神的根前
[00:16:13.440 --> 00:16:14.440]  他會說什麼呢
[00:16:14.440 --> 00:16:16.440]  你是可恥的
[00:16:16.440 --> 00:16:17.440]  shameful
[00:16:17.440 --> 00:16:18.440]  ashamed
[00:16:18.440 --> 00:16:22.440]  人生
[00:16:22.440 --> 00:16:24.440]  有80年
[00:16:24.440 --> 00:16:26.440]  詩篇90篇
[00:16:26.440 --> 00:16:28.440]  有70年80年
[00:16:28.440 --> 00:16:29.440]  風光蔚積
[00:16:29.440 --> 00:16:31.440]  享受榮華富貴
[00:16:31.440 --> 00:16:32.440]  你卻是
[00:16:32.440 --> 00:16:33.440]  永遠地
[00:16:33.440 --> 00:16:34.440]  eternally
[00:16:34.440 --> 00:16:35.440]  永遠地
[00:16:35.440 --> 00:16:36.440]  80億年
[00:16:36.440 --> 00:16:38.440]  在痛苦
[00:16:38.440 --> 00:16:40.440]  火湖當中
[00:16:40.440 --> 00:16:42.440]  值得嗎
[00:16:42.440 --> 00:16:45.440]  這是耶穌對
[00:16:45.440 --> 00:16:47.440]  當時人們發出的挑戰
[00:16:47.440 --> 00:16:48.440]  想起生命的議題
[00:16:48.440 --> 00:16:50.440]  不單止今世
[00:16:50.440 --> 00:16:51.440]  你要怎麼想
[00:16:51.440 --> 00:16:53.440]  你要想想將來
[00:16:53.440 --> 00:16:54.440]  是嗎
[00:16:54.440 --> 00:16:56.440]  你要想想生命的議題
[00:16:56.440 --> 00:16:58.440]  好像背負十字架
[00:16:58.440 --> 00:16:59.440]  沒有人想背負
[00:16:59.440 --> 00:17:01.440]  不過你不背負的時候
[00:17:01.440 --> 00:17:04.440]  卻是付出了更加沉重的代價
[00:17:08.440 --> 00:17:10.440]  好,說到這裡的時候
[00:17:10.440 --> 00:17:14.440]  接著我們去想一些形容
[00:17:14.440 --> 00:17:16.440]  因為經文差不多說完了
[00:17:16.440 --> 00:17:18.440]  我想想一些形容
[00:17:18.440 --> 00:17:20.440]  寫幾背十架
[00:17:20.440 --> 00:17:22.440]  第一
[00:17:22.440 --> 00:17:24.440]  寫幾背十架
[00:17:24.440 --> 00:17:29.440]  耶穌被捕
[00:17:29.440 --> 00:17:32.440]  接著受死埋葬
[00:17:32.440 --> 00:17:34.440]  那些叛徒四散
[00:17:34.440 --> 00:17:36.440]  被帶回去打魚
[00:17:36.440 --> 00:17:38.440]  《約翰福音》第21章
[00:17:38.440 --> 00:17:42.440]  接著耶穌再次向他顯現
[00:17:42.440 --> 00:17:48.440]  耶穌再次向曾經出賣他的彼得
[00:17:48.440 --> 00:17:50.440]  再呼召他來跟從我
[00:17:50.440 --> 00:17:52.440]  來跟從我
[00:17:52.440 --> 00:17:55.440]  你曾經將十字架放下
[00:17:55.440 --> 00:17:57.440]  拎回起來
[00:17:57.440 --> 00:17:58.440]  弟兄姊妹
[00:17:58.440 --> 00:17:59.440]  拎回起來
[00:17:59.440 --> 00:18:00.440]  來跟從我
[00:18:00.440 --> 00:18:01.440]  不過跟從呢
[00:18:01.440 --> 00:18:02.440]  來跟從耶穌
[00:18:02.440 --> 00:18:03.440]  你要想
[00:18:03.440 --> 00:18:04.440]  你要付代價的彼得
[00:18:04.440 --> 00:18:06.440]  你再想清楚代價是什麼
[00:18:06.440 --> 00:18:07.440]  代價是什麼
[00:18:07.440 --> 00:18:09.440]  到你年老的時候
[00:18:09.440 --> 00:18:11.440]  你要伸手出來
[00:18:11.440 --> 00:18:12.440]  別人幫你
