
[00:00:00.000 --> 00:00:04.120]  當耶穌在地上開始祂的侍奉
[00:01:41.040 --> 00:01:43.480]  每一晚都有這樣的情況
[00:01:43.480 --> 00:01:44.400]  很多人
[00:01:44.400 --> 00:01:46.640]  利美人一個管弦樂隊吹奏
[00:01:46.640 --> 00:01:48.320]  有很多火光熊熊
[00:01:48.320 --> 00:01:50.200]  有很多人一起去讚美上帝
[00:01:50.200 --> 00:01:52.560]  基本上在這個節期裡
[00:01:52.560 --> 00:01:54.200]  大約有一個星期的時間
[00:01:54.200 --> 00:01:56.280]  每一晚都有這樣的情況出現
[00:01:56.280 --> 00:01:59.080]  在聖殿的範圍裡
[00:01:59.080 --> 00:02:00.880]  火光熊熊
[00:02:00.880 --> 00:02:04.320]  照亮整個耶路撒冷城的地方
[00:02:04.320 --> 00:02:06.320]  所以你可以想像
[00:02:06.320 --> 00:02:08.680]  當時有很多人聚集的情況
[00:02:08.680 --> 00:02:10.080]  就在這個時候
[00:02:10.080 --> 00:02:12.360]  耶穌在這裡有一個很大的宣告
[00:02:12.360 --> 00:02:15.640]  祂說我是世界的光
[00:02:15.640 --> 00:02:17.480]  光這個隱喻
[00:02:17.480 --> 00:02:19.240]  可以說基本上充滿了
[00:02:19.240 --> 00:02:20.760]  如果你看舊約聖經
[00:02:20.760 --> 00:02:24.880]  很多時候都用光來作一些隱喻的意思
[00:02:24.880 --> 00:02:26.800]  譬如神的話語
[00:02:26.800 --> 00:02:27.920]  神的律法
[00:02:27.920 --> 00:02:30.440]  就是那些接受教導的人
[00:02:30.440 --> 00:02:33.000]  引路的光
[00:02:33.000 --> 00:02:33.880]  耶和華的律法就是
[00:02:33.880 --> 00:02:36.560]  我腳前的燈就是我路上的光
[00:02:36.560 --> 00:02:38.080]  耶和華是我的亮光
[00:02:38.080 --> 00:02:39.400]  是我的拯救
[00:02:39.400 --> 00:02:41.800]  所以光這個寓意
[00:02:41.800 --> 00:02:44.680]  這個隱含的意思
[00:02:44.680 --> 00:02:46.480]  在當時的猶太人來說
[00:02:46.480 --> 00:02:50.320]  是相當熟悉的
[00:02:50.320 --> 00:02:54.840]  在鑄盤節火光熊熊的時候
[00:02:54.840 --> 00:03:00.520]  耶穌引用這個寓意
[00:03:00.520 --> 00:03:04.720]  去表示一個很重要的真理
[00:03:04.720 --> 00:03:06.440]  在夜晚的時候
[00:03:06.440 --> 00:03:09.960]  可以說那些火光來到了
[00:03:09.960 --> 00:03:12.000]  但是黑暗仍然在這裡
[00:03:12.000 --> 00:03:13.160]  所以也在這裡
[00:03:13.160 --> 00:03:14.720]  光暗
[00:03:14.720 --> 00:03:16.800]  黑暗和光明之間
[00:03:16.800 --> 00:03:19.600]  在這裡好像一個鬥爭一樣
[00:03:19.600 --> 00:03:22.400]  黑暗在這裡掙扎
[00:03:22.400 --> 00:03:25.360]  和光明在掙扎
[00:03:25.360 --> 00:03:27.000]  黎明就來了
[00:03:27.000 --> 00:03:30.440]  但是黑暗在這裡掙扎
[00:03:30.440 --> 00:03:33.720]  就好像寓意到罪惡
[00:03:33.720 --> 00:03:36.280]  在光明的照亮當中
[00:03:36.280 --> 00:03:39.480]  在這裡的掙扎一樣
[00:03:39.480 --> 00:03:40.440]  耶穌來到了
[00:03:40.440 --> 00:03:43.440]  祂帶出上帝的拯救
[00:03:43.440 --> 00:03:44.720]  上帝的角度
[00:03:44.720 --> 00:03:48.080]  但是上帝的完全的角度
[00:03:48.080 --> 00:03:49.760]  其實還沒有來到
[00:03:49.760 --> 00:03:51.440]  耶穌復活升天之後
[00:03:51.440 --> 00:03:52.640]  祂還會再來
[00:03:52.640 --> 00:03:55.320]  最後的大審判才會完全來到
[00:03:55.320 --> 00:03:56.320]  在這個過程中
[00:03:56.320 --> 00:03:58.320]  可以說也代表著
[00:03:58.320 --> 00:04:01.360]  罪惡的世界仍然在這裡掙扎
[00:04:01.360 --> 00:04:02.000]  在這裡
[00:04:02.000 --> 00:04:05.480]  所以耶穌用「我是世界的光」的時候
[00:04:05.480 --> 00:04:06.720]  其實對當時
[00:04:06.720 --> 00:04:08.720]  無論是猶太人
[00:04:08.720 --> 00:04:11.880]  或者其他不是猶太人
[00:04:11.880 --> 00:04:14.360]  都其實不是很陌生
[00:04:14.360 --> 00:04:16.360]  或者不是很格格不入
[00:04:16.360 --> 00:04:18.720]  在這裡
[00:04:18.720 --> 00:04:20.640]  當耶穌有這個宣稱之後
[00:04:20.640 --> 00:04:22.640]  就引來了一個很大的爭論
[00:04:22.640 --> 00:04:25.000]  其實就是講到權柄的問題
[00:04:25.000 --> 00:04:27.880]  其實在耶穌的傳道的過程中
[00:04:27.880 --> 00:04:31.080]  一直都是這個問題經常出現
[00:04:31.080 --> 00:04:31.760]  就是說
[00:04:31.760 --> 00:04:33.360]  耶穌你有什麼權柄
[00:04:33.360 --> 00:04:34.920]  去有這樣的宣稱
[00:04:34.920 --> 00:04:36.880]  又或者你這樣的宣稱
[00:04:36.880 --> 00:04:38.320]  怎樣去
[00:04:38.320 --> 00:04:39.760]  我們用我們的說話去講
[00:04:39.760 --> 00:04:41.480]  怎樣去驗證、論證
[00:04:41.480 --> 00:04:43.520]  你說的話是真實
[00:04:43.520 --> 00:04:45.320]  在一個這麼強烈的
[00:04:45.320 --> 00:04:47.320]  可以說宗教的儀式裡面
[00:04:47.320 --> 00:04:49.480]  耶穌有這樣的宣稱的時候
[00:04:49.480 --> 00:04:51.480]  那個震撼力其實是很大的
[00:04:51.480 --> 00:04:52.960]  耶穌在這裡宣稱
[00:04:52.960 --> 00:04:54.160]  「我是世界的光」的時候
[00:04:54.160 --> 00:04:57.240]  祂不是一個抽象的宣講的原諒
[00:04:57.240 --> 00:04:59.240]  祂有具體的說明
[00:04:59.240 --> 00:05:00.320]  祂在這裡繼續去講
[00:05:00.320 --> 00:05:01.000]  祂說
[00:05:01.000 --> 00:05:03.720]  「跟從我的就不再黑暗裡走
[00:05:03.720 --> 00:05:06.200]  必要得著生命的光」
[00:05:06.200 --> 00:05:07.160]  在這裡
[00:05:07.160 --> 00:05:08.600]  耶穌繼續去講
[00:05:08.600 --> 00:05:11.200]  「我是世界的光」是什麼意思呢
[00:05:11.200 --> 00:05:13.200]  「跟從我的就不在黑暗裡」
[00:05:13.200 --> 00:05:16.800]  就是能夠得著生命的光明
[00:05:16.800 --> 00:05:18.520]  在這裡
[00:05:18.520 --> 00:05:21.680]  這個宣稱或者解釋
[00:05:21.680 --> 00:05:23.680]  其實約翰去記載下來
[00:05:23.680 --> 00:05:24.680]  是一個很大的儀式
[00:05:24.680 --> 00:05:27.480]  除了因為在鑄盤節裡面
[00:05:27.480 --> 00:05:31.600]  有一個很大的機會
[00:05:31.600 --> 00:05:33.600]  去表示耶穌的拯救
[00:05:33.600 --> 00:05:35.600]  和耶穌的身份
[00:05:35.600 --> 00:05:38.600]  也都引到下面第九章
[00:05:38.600 --> 00:05:39.600]  《約翰福音》第九章
[00:05:39.600 --> 00:05:42.400]  我想大家經常引用的一個例子
[00:05:42.400 --> 00:05:43.400]  或者一個故事
[00:05:43.400 --> 00:05:46.400]  就是耶穌醫好一個生來黑眼的一個人
[00:05:46.400 --> 00:05:51.400]  耶穌就是使到一個生來黑眼的人
[00:05:51.400 --> 00:05:52.400]  能夠看得見
[00:05:52.400 --> 00:05:56.400]  而那些自以為看得見的人
[00:05:56.400 --> 00:05:58.400]  開著眼睛看得見東西的人
[00:05:58.400 --> 00:06:01.400]  但他們卻是看不到光明
[00:06:01.400 --> 00:06:03.400]  其實約翰在下文裡面
[00:06:03.400 --> 00:06:05.400]  正正要表達一個這樣的意思
[00:06:05.400 --> 00:06:07.400]  剛來到這個世界
[00:06:07.400 --> 00:06:09.400]  人有什麼反應呢
[00:06:09.400 --> 00:06:11.400]  接著在第十三十四節
[00:06:11.400 --> 00:06:13.400]  法利塞人就去質疑
[00:06:13.400 --> 00:06:16.400]  耶穌這個權柄這個說法
[00:06:16.400 --> 00:06:17.400]  第十三節在這裡說
[00:06:17.400 --> 00:06:18.400]  法利塞人對他說
[00:06:18.400 --> 00:06:20.400]  你是為自己作見證
[00:06:20.400 --> 00:06:21.400]  你的見證不真
[00:06:21.400 --> 00:06:22.400]  耶穌說
[00:06:22.400 --> 00:06:24.400]  我雖然為自己作見證
[00:06:24.400 --> 00:06:26.400]  我的見證還是真的
[00:06:26.400 --> 00:06:29.400]  因我知道我從那裡來往那裡去
[00:06:29.400 --> 00:06:34.400]  你們卻不知道我從那裡來往那裡去
[00:06:34.400 --> 00:06:36.400]  耶穌在這裡說
[00:06:36.400 --> 00:06:38.400]  我自己很清楚知道我在哪裡來
[00:06:38.400 --> 00:06:40.400]  我知道我自己在說什麼
[00:06:40.400 --> 00:06:42.400]  我知道我從那裡來
[00:06:42.400 --> 00:06:43.400]  我知道我會去那裡
[00:06:43.400 --> 00:06:44.400]  但你們不知道
[00:06:44.400 --> 00:06:46.400]  你們不知道我從那裡來
[00:06:46.400 --> 00:06:49.400]  你們也不知道我會去那裡
[00:06:49.400 --> 00:06:52.400]  所以耶穌在這裡說
[00:06:52.400 --> 00:06:54.400]  我講的說話
[00:06:54.400 --> 00:06:57.400]  其實我很清楚自己在說什麼
[00:06:57.400 --> 00:07:01.400]  還有天父會為我作見證
[00:07:01.400 --> 00:07:03.400]  還有在後面的經文裡說
[00:07:03.400 --> 00:07:05.400]  十四至十六章裡說
[00:07:05.400 --> 00:07:09.400]  聖靈也會為耶穌作見證
[00:07:09.400 --> 00:07:12.400]  所以其實耶穌在這裡說
[00:07:12.400 --> 00:07:14.400]  我很清楚知道自己說的話
[00:07:14.400 --> 00:07:17.400]  我這句話說的內容
[00:07:17.400 --> 00:07:19.400]  我很清楚我的身份
[00:07:19.400 --> 00:07:21.400]  不單止我自己去說
[00:07:21.400 --> 00:07:25.400]  也有上帝作我的見證
[00:07:25.400 --> 00:07:26.400]  然後他說
[00:07:26.400 --> 00:07:27.400]  為什麼你們會不明白呢
[00:07:27.400 --> 00:07:29.400]  十五十六章裡說
[00:07:29.400 --> 00:07:31.400]  你們是以外貌判斷人
[00:07:31.400 --> 00:07:32.400]  我卻不判斷人
[00:07:32.400 --> 00:07:33.400]  就是判斷人
[00:07:33.400 --> 00:07:35.400]  我的判斷也是真的
[00:07:35.400 --> 00:07:38.400]  因為不是我獨自在這裡
[00:07:38.400 --> 00:07:42.400]  還有差我來的父與我同在
[00:07:42.400 --> 00:07:44.400]  在這裡耶穌可以說
[00:07:44.400 --> 00:07:47.400]  一個判斷
[00:07:47.400 --> 00:07:50.400]  就是為什麼你們不明白
[00:07:50.400 --> 00:07:52.400]  或者不認識我呢
[00:07:52.400 --> 00:07:56.400]  因為你們那個看事的標準
[00:07:56.400 --> 00:07:58.400]  和我看事的標準是很不同
[00:07:58.400 --> 00:08:00.400]  你們的標準是什麼呢
[00:08:00.400 --> 00:08:01.400]  耶穌在這裡說
[00:08:01.400 --> 00:08:04.400]  你們以外貌去判斷人
[00:08:04.400 --> 00:08:06.400]  當時的發理塞人
[00:08:06.400 --> 00:08:09.400]  也用外貌去判斷耶穌
[00:08:09.400 --> 00:08:10.400]  當時的人說
[00:08:10.400 --> 00:08:12.400]  你耶穌在哪裡出生呢
[00:08:12.400 --> 00:08:14.400]  他出生在一個很窮的地方
[00:08:14.400 --> 00:08:15.400]  很貧窮的地方
[00:08:15.400 --> 00:08:16.400]  很落後的地方
[00:08:16.400 --> 00:08:18.400]  這個地方有什麼好
[00:08:18.400 --> 00:08:20.400]  有什麼偉人出來呢
[00:08:20.400 --> 00:08:23.400]  所以用耶穌的出生地
[00:08:23.400 --> 00:08:25.400]  去定了耶穌的身份
[00:08:25.400 --> 00:08:26.400]  基本上
[00:08:26.400 --> 00:08:30.400]  也在當時一群發理塞人
[00:08:30.400 --> 00:08:32.400]  一群猶大人的宗教領袖
[00:08:32.400 --> 00:08:37.400]  用很多外在的人間的傳統
[00:08:37.400 --> 00:08:39.400]  去衡量什麼
[00:08:39.400 --> 00:08:41.400]  舉個例子
[00:08:41.400 --> 00:08:42.400]  什麼叫敬虔呢
[00:08:42.400 --> 00:08:43.400]  他們有個標準
[00:08:43.400 --> 00:08:45.400]  他們說做了外在的行為
[00:08:45.400 --> 00:08:46.400]  就是敬虔
[00:08:46.400 --> 00:08:49.400]  所以他們用的標準
[00:08:49.400 --> 00:08:50.400]  用的評估
[00:08:50.400 --> 00:08:52.400]  不是按照上帝的標準
[00:08:52.400 --> 00:08:53.400]  可以這麼說
[00:08:53.400 --> 00:08:54.400]  耶穌在這裡說
[00:08:54.400 --> 00:08:55.400]  你們的標準
[00:08:55.400 --> 00:08:58.400]  是用你們自己的
[00:08:58.400 --> 00:09:00.400]  可以說錯誤的標準去衡量
[00:09:00.400 --> 00:09:01.400]  或者去看事物
[00:09:01.400 --> 00:09:03.400]  看不到我是來自上帝
[00:09:03.400 --> 00:09:05.400]  但是我的標準是什麼呢
[00:09:05.400 --> 00:09:06.400]  我會有判斷的
[00:09:06.400 --> 00:09:07.400]  耶穌在這裡說
[00:09:07.400 --> 00:09:08.400]  不是不作判斷
[00:09:08.400 --> 00:09:10.400]  而是判斷標準是什麼
[00:09:10.400 --> 00:09:11.400]  耶穌在這裡說
[00:09:11.400 --> 00:09:13.400]  我的標準是來自上帝
[00:09:13.400 --> 00:09:15.400]  我以上帝的標準為標準
[00:09:15.400 --> 00:09:16.400]  可以這麼說
[00:09:16.400 --> 00:09:17.400]  也可以在這裡說
[00:09:17.400 --> 00:09:19.400]  那些發理塞人
[00:09:19.400 --> 00:09:22.400]  他們只是去定別人的罪
[00:09:22.400 --> 00:09:23.400]  耶穌來到
[00:09:23.400 --> 00:09:26.400]  祂不是作一個判斷
[00:09:26.400 --> 00:09:27.400]  定誰有罪誰沒有罪
[00:09:27.400 --> 00:09:28.400]  祂來到
[00:09:28.400 --> 00:09:30.400]  是要私人一個拯救
[00:09:30.400 --> 00:09:33.400]  所以在這裡
[00:09:33.400 --> 00:09:36.400]  約翰遜整本書都經常去說
[00:09:36.400 --> 00:09:39.400]  上帝差派耶穌來到
[00:09:39.400 --> 00:09:42.400]  祂將審判的權柄賜給耶穌
[00:09:42.400 --> 00:09:46.400]  祂的判斷也必然具有權柄
[00:09:46.400 --> 00:09:47.400]  而且耶穌的判斷
[00:09:47.400 --> 00:09:49.400]  是按照上帝的標準
[00:09:49.400 --> 00:09:51.400]  而不是按照人間的標準
[00:09:51.400 --> 00:09:53.400]  所以耶穌的判斷
[00:09:53.400 --> 00:09:55.400]  必定是公平
[00:09:55.400 --> 00:09:57.400]  然後耶穌再去說
[00:09:57.400 --> 00:09:59.400]  再去用另一個角度
[00:09:59.400 --> 00:10:02.400]  去印證自己所說的是真實
[00:10:02.400 --> 00:10:04.400]  七十八節那裡說
[00:10:04.400 --> 00:10:06.400]  你們的律法上有記著說
[00:10:06.400 --> 00:10:08.400]  兩個人的見證是真的
[00:10:08.400 --> 00:10:10.400]  我是為自己作見證
[00:10:10.400 --> 00:10:12.400]  還有差我來的乎
[00:10:12.400 --> 00:10:14.400]  也是為我作見證
[00:10:14.400 --> 00:10:17.400]  在這裡耶穌在說
[00:10:17.400 --> 00:10:19.400]  用律法的角度去說
[00:10:19.400 --> 00:10:20.400]  因為發理塞人
[00:10:20.400 --> 00:10:23.400]  很多時候都訴諸於什麼呢
[00:10:23.400 --> 00:10:25.400]  就是耶穌你沒有跟隨到律法
[00:10:25.400 --> 00:10:27.400]  就是你所說的
[00:10:27.400 --> 00:10:29.400]  我所做的不是跟隨律法
[00:10:29.400 --> 00:10:31.400]  耶穌在這裡正正說
[00:10:31.400 --> 00:10:32.400]  我所說的我所做的
[00:10:32.400 --> 00:10:36.400]  正正就是要完成了律法的精神
[00:10:36.400 --> 00:10:39.400]  所以祂不是違反律法
[00:10:39.400 --> 00:10:41.400]  是完全了律法
[00:10:41.400 --> 00:10:42.400]  所以耶穌在這裡說
[00:10:42.400 --> 00:10:44.400]  在律法上也記載著
[00:10:44.400 --> 00:10:46.400]  有兩個人的見證
[00:10:46.400 --> 00:10:50.400]  這也是一個可信的見證
[00:10:50.400 --> 00:10:51.400]  所以耶穌在這裡說
[00:10:51.400 --> 00:10:53.400]  我說的話不單是我說
[00:10:53.400 --> 00:10:57.400]  還有天父為我作見證
[00:10:57.400 --> 00:10:59.400]  這也合乎在舊約裡
[00:10:59.400 --> 00:11:00.400]  一些很重要的事
[00:11:00.400 --> 00:11:02.400]  作見證不單是一個人
[00:11:02.400 --> 00:11:04.400]  要是很多人作見證
[00:11:04.400 --> 00:11:07.400]  才能夠去作一個判斷
[00:11:07.400 --> 00:11:09.400]  耶穌說完之後
[00:11:09.400 --> 00:11:12.400]  19至20節
[00:11:12.400 --> 00:11:14.400]  然後人們就問
[00:11:14.400 --> 00:11:16.400]  究竟你的父在哪裡呢
[00:11:16.400 --> 00:11:17.400]  好像問一句
[00:11:17.400 --> 00:11:19.400]  你說你有父為你作見證
[00:11:19.400 --> 00:11:20.400]  你的父在哪裡呢
[00:11:20.400 --> 00:11:21.400]  19節在這裡說
[00:11:21.400 --> 00:11:22.400]  他們就問他說
[00:11:22.400 --> 00:11:24.400]  你的父在哪裡呢
[00:11:24.400 --> 00:11:25.400]  耶穌回答說
[00:11:25.400 --> 00:11:26.400]  你們不認識我
[00:11:26.400 --> 00:11:28.400]  也不認識我的父
[00:11:28.400 --> 00:11:29.400]  若是認識我
[00:11:29.400 --> 00:11:30.400]  也就認識我的父
[00:11:30.400 --> 00:11:31.400]  這就是耶穌在
[00:11:31.400 --> 00:11:34.400]  殿裡的庫房教訓人士所說的
[00:11:34.400 --> 00:11:36.400]  也沒有人拿他
[00:11:36.400 --> 00:11:39.400]  因為他的時候還沒有到
[00:11:39.400 --> 00:11:41.400]  在約翰福音裡
[00:11:41.400 --> 00:11:42.400]  如果你看約翰福音
[00:11:42.400 --> 00:11:43.400]  你會發覺
[00:11:43.400 --> 00:11:45.400]  很多人對耶穌的話有誤解
[00:11:45.400 --> 00:11:47.400]  然後耶穌再去解釋
[00:11:47.400 --> 00:11:50.400]  祂所說的意思是什麼
[00:11:50.400 --> 00:11:52.400]  因為約翰是一個
[00:11:52.400 --> 00:11:54.400]  很多時候用一個螺旋式
[00:11:54.400 --> 00:11:55.400]  我們說兜一個圈
[00:11:55.400 --> 00:11:56.400]  說完同一樣東西
[00:11:56.400 --> 00:11:57.400]  再兜一個圈
[00:11:57.400 --> 00:11:59.400]  好像同一個主題
[00:11:59.400 --> 00:12:00.400]  但是不斷深入
[00:12:00.400 --> 00:12:04.400]  讓人明白這個主題的意思是什麼
[00:12:04.400 --> 00:12:07.400]  在這裡耶穌說
[00:12:07.400 --> 00:12:10.400]  我有父作我的見證
[00:12:10.400 --> 00:12:13.400]  所以這個我和父的關係
[00:12:13.400 --> 00:12:15.400]  其實不單止在這裡表達
[00:12:15.400 --> 00:12:18.400]  也在之後的一些經文裡
[00:12:18.400 --> 00:12:19.400]  很詳細的說
[00:12:19.400 --> 00:12:23.400]  耶穌和天父的關係是什麼
[00:12:23.400 --> 00:12:25.400]  所以耶穌在這裡說
[00:12:25.400 --> 00:12:27.400]  如果你們認識我的父
[00:12:27.400 --> 00:12:29.400]  就是說你認識我
[00:12:29.400 --> 00:12:30.400]  你就認識我的父
[00:12:30.400 --> 00:12:35.400]  因為我是完全遵照上帝的吩咐
[00:12:35.400 --> 00:12:39.400]  來到這個世界去作天父的工作
[00:12:39.400 --> 00:12:43.400]  所以如果你們認識我的身份的時候
[00:12:43.400 --> 00:12:45.400]  你們就認識天父
[00:12:45.400 --> 00:12:47.400]  因為某程度耶穌在這裡說
[00:12:47.400 --> 00:12:52.400]  在地上完全代表天父的工作
[00:12:52.400 --> 00:12:56.400]  代表天父的權柄
[00:12:56.400 --> 00:12:58.400]  在這裡可以這麼說
[00:12:58.400 --> 00:12:59.400]  耶穌在這裡說
[00:12:59.400 --> 00:13:04.400]  我自己將天父完全的彰顯出來
[00:13:04.400 --> 00:13:06.400]  所以你看到我
[00:13:06.400 --> 00:13:08.400]  就即是看到天父
[00:13:08.400 --> 00:13:11.400]  當然人們第一步去說
[00:13:11.400 --> 00:13:13.400]  耶穌說我的父為我作見證的時候
[00:13:13.400 --> 00:13:15.400]  他想的是人間的父親
[00:13:15.400 --> 00:13:17.400]  所以才有這樣的問題
[00:13:17.400 --> 00:13:18.400]  但耶穌的意思是
[00:13:18.400 --> 00:13:21.400]  這個父是天父
[00:13:21.400 --> 00:13:24.400]  是上帝為我作見證
[00:13:24.400 --> 00:13:27.400]  到最後一二十字的經文裡
[00:13:27.400 --> 00:13:30.400]  耶穌在這裡說這句話的背景是什麼
[00:13:30.400 --> 00:13:31.400]  這個我們再說
[00:13:31.400 --> 00:13:34.400]  耶穌在聖殿的庫房裡說這句話
[00:13:34.400 --> 00:13:38.400]  這裡應該是在聖殿裡的奉獻箱
[00:13:38.400 --> 00:13:42.400]  就是奉獻箱附近的地方
[00:13:42.400 --> 00:13:45.400]  去講一個這樣的言論
[00:13:45.400 --> 00:13:47.400]  而最後約翰說這句話
[00:13:47.400 --> 00:13:48.400]  沒有人拿他
[00:13:48.400 --> 00:13:51.400]  因為他的時候還沒有到
[00:13:51.400 --> 00:13:55.400]  在這裡其實時候是指什麼
[00:13:55.400 --> 00:13:57.400]  約翰很明顯地說
[00:13:57.400 --> 00:14:00.400]  這個時候是耶穌被釘十字架的時候
[00:14:00.400 --> 00:14:03.400]  也說人們為什麼不抓他
[00:14:03.400 --> 00:14:05.400]  不是因為人的緣故
[00:14:05.400 --> 00:14:09.400]  是因為耶穌被釘十字架的時候還沒有到
[00:14:09.400 --> 00:14:10.400]  所以這一句話
[00:14:10.400 --> 00:14:13.400]  其實約翰是去表達
[00:14:13.400 --> 00:14:15.400]  耶穌被釘十字架
[00:14:15.400 --> 00:14:19.400]  這個時間不是由人去定
[00:14:19.400 --> 00:14:21.400]  是由上帝去定
[00:14:21.400 --> 00:14:24.400]  上帝說耶穌死的時候還沒有到
[00:14:24.400 --> 00:14:26.400]  所以那些人就算你做什麼
[00:14:26.400 --> 00:14:30.400]  都不可以去決定耶穌的命運
[00:14:30.400 --> 00:14:36.400]  不可以決定耶穌那一個人生的行程
[00:14:36.400 --> 00:14:38.400]  其實這裡是表達
[00:14:38.400 --> 00:14:41.400]  耶穌整個人生都是他自己做決定
[00:14:41.400 --> 00:14:43.400]  不是被動的
[00:14:43.400 --> 00:14:48.400]  被人做了一些行動去影響
[00:14:48.400 --> 00:14:55.400]  他前面要實踐上帝給他使命的一條路
[00:14:55.400 --> 00:14:58.400]  短短的十節
[00:14:58.400 --> 00:15:01.400]  就講了一段經文
[00:15:01.400 --> 00:15:03.400]  講了耶穌的宣告
[00:15:03.400 --> 00:15:04.400]  我是世界的光
[00:15:04.400 --> 00:15:07.400]  接著一班人質疑他的權柄
[00:15:07.400 --> 00:15:10.400]  接著耶穌再表達自己的身份
[00:15:10.400 --> 00:15:13.400]  我講的為什麼是有權柄
[00:15:13.400 --> 00:15:16.400]  接著講到他和天父的關係
[00:15:16.400 --> 00:15:17.400]  在這段經文裡
[00:15:17.400 --> 00:15:19.400]  我們可以看到三個
[00:15:19.400 --> 00:15:22.400]  最少三個很重要的內容
[00:15:22.400 --> 00:15:25.400]  這段經文裡很表達耶穌的身份
[00:15:25.400 --> 00:15:27.400]  正如剛才所說
[00:15:27.400 --> 00:15:30.400]  朱牌就是紀念上帝拯救以色列人
[00:15:30.400 --> 00:15:33.400]  將埃及在曠野當中四十年
[00:15:33.400 --> 00:15:37.400]  照顧他們住一些帳棚的日子
[00:15:37.400 --> 00:15:39.400]  所以朱牌就是紀念上帝的拯救
[00:15:39.400 --> 00:15:41.400]  和上帝的保守
[00:15:41.400 --> 00:15:47.400]  當耶穌指出他就是救贖主的時候
[00:15:47.400 --> 00:15:49.400]  其他人質疑他的見證
[00:15:49.400 --> 00:15:51.400]  質疑他的說法
[00:15:51.400 --> 00:15:53.400]  所以耶穌要去論證
[00:15:53.400 --> 00:15:55.400]  證明自己的身份
[00:15:55.400 --> 00:15:57.400]  在這裡他用了兩個角度
[00:15:57.400 --> 00:16:00.400]  第一個角度就是自己的見證
[00:16:00.400 --> 00:16:03.400]  我可以見證我說的是真的
[00:16:03.400 --> 00:16:05.400]  他的表達是什麼呢
[00:16:05.400 --> 00:16:08.400]  他說我很清楚知道我在哪裡來
[00:16:08.400 --> 00:16:10.400]  我知道我在哪裡來
[00:16:10.400 --> 00:16:11.400]  我會去哪裡
[00:16:11.400 --> 00:16:13.400]  你們不知道
[00:16:13.400 --> 00:16:14.400]  我知道我的源頭
[00:16:14.400 --> 00:16:15.400]  那些人認識耶穌
[00:16:15.400 --> 00:16:18.400]  當然他的源頭就是約瑟的兒子
[00:16:18.400 --> 00:16:20.400]  最多就是去到那裡
[00:16:20.400 --> 00:16:21.400]  但是耶穌說
[00:16:21.400 --> 00:16:23.400]  我的源頭你們不知道
[00:16:23.400 --> 00:16:27.400]  所以在《約翰福音》第一章第一節裡說
[00:16:27.400 --> 00:16:30.400]  道與神同在,道就是神
[00:16:30.400 --> 00:16:32.400]  這裡就是指耶穌的源頭
[00:16:32.400 --> 00:16:36.400]  他就是上帝來到這個人間
