
[00:00:00.000 --> 00:00:02.920]  今天是一個很特別的主日
[00:02:31.120 --> 00:02:32.560]  能夠有機會
[00:02:32.560 --> 00:02:37.320]  有多些機會聽到保羅對他們的勸勉和鼓勵
[00:02:37.320 --> 00:02:40.280]  這一段經文一個很重要的重點
[00:02:40.280 --> 00:02:43.720]  就是反映了保羅一個很重要的生命的質素
[00:02:43.720 --> 00:02:48.640]  就是整個人是怎樣去彰顯耶穌偉大
[00:02:48.640 --> 00:02:52.960]  怎樣讓耶穌的名在他的身上
[00:02:52.960 --> 00:02:55.160]  無論在甚麼情況當中
[00:02:55.160 --> 00:02:57.440]  都是彰顯偉大
[00:02:57.440 --> 00:02:59.560]  無論生無論死
[00:02:59.560 --> 00:03:01.560]  保羅一個方向就是
[00:03:01.560 --> 00:03:05.240]  怎樣活出一個跟從耶穌的生命
[00:03:05.240 --> 00:03:07.320]  讓其他人藉著他的生命
[00:03:07.320 --> 00:03:11.280]  能夠認識耶穌是一位真真實實的救主
[00:03:11.280 --> 00:03:13.080]  所以保羅的生命裏面
[00:03:13.080 --> 00:03:16.600]  無論從內心他的思想的想法
[00:03:16.600 --> 00:03:19.320]  和外在的行為的表達
[00:03:19.320 --> 00:03:24.120]  都可以反映到他是全心全意的去效法耶穌
[00:03:24.120 --> 00:03:29.880]  一心去見證耶穌的福音寶貴
[00:03:29.880 --> 00:03:34.400]  當人的生命將焦點放在這方面的時候
[00:03:34.400 --> 00:03:39.160]  放在怎樣彰顯耶穌偉大的方向的時候
[00:03:39.160 --> 00:03:40.600]  人的私心
[00:03:40.600 --> 00:03:46.720]  人的自誇就會逐漸地減少
[00:03:46.720 --> 00:03:48.600]  其實在這個表達裏面
[00:03:48.600 --> 00:03:49.920]  保羅是反映了
[00:03:49.920 --> 00:03:51.160]  因為之前他說
[00:03:51.160 --> 00:03:53.480]  有些人去傳福音
[00:03:53.480 --> 00:03:57.480]  不是為了榮耀耶穌
[00:03:57.480 --> 00:03:58.680]  傳的福音有沒有錯呢?
[00:03:58.680 --> 00:03:59.440]  沒有錯
[00:03:59.440 --> 00:04:01.440]  傳一個純正的福音
[00:04:01.440 --> 00:04:04.880]  不過保羅說有些人的動機卻是不純正
[00:04:04.880 --> 00:04:07.560]  有很多人是為了自己的名利
[00:04:07.560 --> 00:04:09.600]  而去傳這個福音
[00:04:09.600 --> 00:04:10.960]  但保羅在說
[00:04:10.960 --> 00:04:12.360]  我的整個一生
[00:04:12.360 --> 00:04:14.240]  我不是為了個人的利益
[00:04:14.240 --> 00:04:15.960]  不是為了個人的名譽
[00:04:15.960 --> 00:04:17.640]  去傳講這個福音
[00:04:17.640 --> 00:04:19.360]  我整個所作的一切
[00:04:19.360 --> 00:04:21.000]  都是為了去彰顯
[00:04:21.000 --> 00:04:23.080]  耶穌基督的明智偉大
[00:04:23.080 --> 00:04:25.040]  所以保羅在說
[00:04:25.040 --> 00:04:28.400]  其實在勸勉一群菲律賓教的信徒
[00:04:28.400 --> 00:04:29.600]  你們要效法我
[00:04:29.600 --> 00:04:31.440]  這個態度
[00:04:31.440 --> 00:04:34.560]  就好像我效法耶穌一樣
[00:04:34.560 --> 00:04:36.320]  這是整個菲律賓書裏面
[00:04:36.320 --> 00:04:39.320]  一個很重要的方向
[00:04:39.320 --> 00:04:42.680]  保羅在很困難的時候
[00:04:42.680 --> 00:04:46.080]  面對生死的邊緣的時候
[00:04:46.080 --> 00:04:47.960]  他有一個這麼清楚的方向
[00:04:47.960 --> 00:04:49.640]  或者這麼大的勇氣
[00:04:49.640 --> 00:04:53.120]  去面對他自己的際遇
[00:04:53.120 --> 00:04:55.440]  為什麼他能夠有這樣的態度呢?
[00:04:55.440 --> 00:04:57.200]  其實基於在此說出
[00:04:57.200 --> 00:04:59.600]  有兩個很重要的事實
[00:04:59.600 --> 00:05:00.800]  第一個事實就是
[00:05:00.800 --> 00:05:01.960]  他很相信
[00:05:01.960 --> 00:05:03.080]  無論他生
[00:05:03.080 --> 00:05:04.200]  無論他死
[00:05:04.200 --> 00:05:05.560]  上帝都拯救他
[00:05:05.560 --> 00:05:08.920]  他相信上帝可以拯救他脫離困難
[00:05:08.920 --> 00:05:12.160]  讓他在審訊的過程裏面
[00:05:12.160 --> 00:05:13.440]  他能夠被釋放
[00:05:13.440 --> 00:05:15.240]  他相信上帝
[00:05:15.240 --> 00:05:16.800]  可以這樣去拯救他
[00:05:16.800 --> 00:05:19.640]  不過同時他也相信
[00:05:19.640 --> 00:05:22.320]  就算我在審訊的過程裏面
[00:05:22.320 --> 00:05:23.760]  我面對死亡
[00:05:23.760 --> 00:05:26.920]  上帝同樣都會拯救我
[00:05:26.920 --> 00:05:30.440]  他會拯救我的靈魂在他的身邊
[00:05:30.440 --> 00:05:32.120]  永遠受他的保護
[00:05:32.120 --> 00:05:35.560]  所以其實保羅去看上帝的拯救
[00:05:35.560 --> 00:05:37.120]  是看得很通透
[00:05:37.120 --> 00:05:39.400]  上帝可以拯救我脫離困難
[00:05:39.400 --> 00:05:41.960]  上帝可以不拯救我脫離困難
[00:05:41.960 --> 00:05:43.960]  但是縱然我面對困難
[00:05:43.960 --> 00:05:45.200]  以至於死
[00:05:45.200 --> 00:05:47.440]  上帝仍然在拯救我
[00:05:47.440 --> 00:05:49.440]  他會拯救我到底
[00:05:49.440 --> 00:05:52.400]  這是保羅一個很重要的信念
[00:05:52.400 --> 00:05:53.600]  第二方面就是
[00:05:53.600 --> 00:05:55.880]  他說照著我所切勿所盼望的
[00:05:55.880 --> 00:05:58.440]  沒有一事能叫我羞愧
[00:05:58.440 --> 00:06:04.720]  他相信上帝讓他在羅馬的官員的審訊過程裏面
[00:06:04.720 --> 00:06:06.040]  上帝會給他智慧
[00:06:06.040 --> 00:06:07.560]  上帝會給他勇氣
[00:06:07.560 --> 00:06:11.040]  去為福音作見證
[00:06:11.040 --> 00:06:12.640]  所以保羅很相信
[00:06:12.640 --> 00:06:14.280]  無論我在什麼處境
[00:06:14.280 --> 00:06:16.000]  在審訊的過程裏面
[00:06:16.000 --> 00:06:18.360]  上帝仍然在我身邊保護著我
[00:06:18.360 --> 00:06:19.520]  他賜給我勇氣
[00:06:19.520 --> 00:06:20.640]  只不過是智慧
[00:06:20.640 --> 00:06:22.600]  去為他作見證
[00:06:22.600 --> 00:06:24.920]  以至到我不會羞愧
[00:06:24.920 --> 00:06:28.200]  保羅有這兩個很重要的凝訊
[00:06:28.200 --> 00:06:30.280]  所以他可以說出
[00:06:30.280 --> 00:06:32.400]  無論生死都好
[00:06:32.400 --> 00:06:35.560]  我都是彰顯耶穌基督為大
[00:06:35.560 --> 00:06:37.800]  所以保羅很清楚知道
[00:06:37.800 --> 00:06:40.000]  無論審訊結果是怎樣
[00:06:40.000 --> 00:06:43.920]  他都可以大膽地在任何情況當中
[00:06:43.920 --> 00:06:45.520]  去為福音的緣故
[00:06:45.520 --> 00:06:47.880]  去見證福音的真實
[00:06:47.880 --> 00:06:49.960]  在每一個公開的場合
[00:06:49.960 --> 00:06:51.440]  在眾人的面前
[00:06:51.440 --> 00:06:55.680]  都要讓耶穌的名字能夠得著榮耀
[00:06:55.680 --> 00:06:57.200]  無論得著釋放
[00:06:57.200 --> 00:06:58.040]  繼續生存
[00:06:58.040 --> 00:06:59.520]  或者被判死刑
[00:06:59.520 --> 00:07:00.680]  面對死亡
[00:07:00.680 --> 00:07:03.760]  他都要讓耶穌的名字
[00:07:03.760 --> 00:07:04.960]  耶穌的名
[00:07:04.960 --> 00:07:07.640]  能夠的榮耀能夠彰顯出來
[00:07:07.640 --> 00:07:08.720]  在這裡我們看到
[00:07:08.720 --> 00:07:12.000]  保羅去看生死都是一樣
[00:07:12.000 --> 00:07:14.360]  我們去看生死有分別
[00:07:14.360 --> 00:07:17.080]  生和死好像是很對立
[00:07:17.080 --> 00:07:19.800]  但是保羅他們在說
[00:07:19.800 --> 00:07:21.040]  我願意生
[00:07:21.040 --> 00:07:24.440]  但我同時有勇氣面對死亡
[00:07:24.440 --> 00:07:28.360]  因為如果我在審訊過程裡面面對死亡
[00:07:28.360 --> 00:07:29.360]  對我來說
[00:07:29.360 --> 00:07:32.160]  我是面對面去見到耶穌
[00:07:32.160 --> 00:07:34.160]  如果我繼續生存的時候
[00:07:34.160 --> 00:07:36.320]  其實保羅都不是為了生存而生存
[00:07:36.320 --> 00:07:39.680]  他覺得我繼續有生命的時候
[00:07:39.680 --> 00:07:42.960]  是為了菲律賓教會的信徒有需要
[00:07:42.960 --> 00:07:45.120]  所以用我們簡單的說法去說
[00:07:45.120 --> 00:07:47.440]  我的生存源是為了你
[00:07:47.440 --> 00:07:49.480]  很感性的說話去說
[00:07:49.480 --> 00:07:52.000]  為什麼我會說我生存源是為了你
[00:07:52.000 --> 00:07:53.600]  所以保羅在這裡
[00:07:53.600 --> 00:07:58.720]  他說他是為了菲律賓信徒的利益的好處去緣故
[00:07:58.720 --> 00:08:01.360]  他覺得繼續生存是一件好事
[00:08:01.360 --> 00:08:02.600]  但面對死亡
[00:08:02.600 --> 00:08:05.200]  也都不是一件壞事
[00:08:05.200 --> 00:08:08.040]  生、死在人來說
[00:08:08.040 --> 00:08:10.600]  這兩個是很對立的一件事情
[00:08:10.600 --> 00:08:12.360]  但是保羅強調的
[00:08:12.360 --> 00:08:16.240]  這兩者的共通的地方是什麼呢
[00:08:16.240 --> 00:08:17.560]  都有好處
[00:08:17.560 --> 00:08:19.240]  生有好處
[00:08:19.240 --> 00:08:21.680]  死同樣有好處
[00:08:21.680 --> 00:08:24.320]  所以保羅在這裡
[00:08:24.320 --> 00:08:28.320]  他可以說是一個看透生死的基因
[00:08:28.320 --> 00:08:29.160]  保羅在這裡說
[00:08:29.160 --> 00:08:31.560]  如果在生死當中
[00:08:31.560 --> 00:08:33.560]  如果我是可以選擇的話
[00:08:33.560 --> 00:08:36.760]  他其實說我情願離世與基督同在
[00:08:36.760 --> 00:08:38.920]  我情願面對
[00:08:38.920 --> 00:08:41.480]  為了信仰的緣故面對死亡
[00:08:41.480 --> 00:08:44.080]  可以面對面去見到耶穌
[00:08:44.080 --> 00:08:47.000]  但是為了你們的緣故
[00:08:47.000 --> 00:08:48.400]  我就選擇
[00:08:48.400 --> 00:08:49.560]  如果可以選擇的話
[00:08:49.560 --> 00:08:52.520]  我就選擇繼續留在地上
[00:08:52.520 --> 00:08:53.880]  為了幫助你們
[00:08:53.880 --> 00:08:57.240]  繼續有個堅固的信心去跟從上帝
[00:08:57.240 --> 00:08:58.520]  活著
[00:08:58.520 --> 00:09:01.480]  當我繼續生存的時候
[00:09:01.480 --> 00:09:04.280]  其實我都可以在我侍奉過程裡
[00:09:04.280 --> 00:09:06.480]  我受困苦的過程裡
[00:09:06.480 --> 00:09:09.840]  繼續去經歷耶穌基督的寶貴
[00:09:09.840 --> 00:09:11.560]  不論生死
[00:09:11.560 --> 00:09:12.680]  生存
[00:09:12.680 --> 00:09:13.880]  繼續生的話
[00:09:13.880 --> 00:09:15.080]  我在侍奉
[00:09:15.080 --> 00:09:16.120]  在困難當中
[00:09:16.120 --> 00:09:17.880]  去經歷耶穌的真實
[00:09:17.880 --> 00:09:18.880]  當我面對
[00:09:18.880 --> 00:09:21.880]  就算為了信仰的緣故面對死亡
[00:09:21.880 --> 00:09:26.280]  我也都可以在整個面對死亡的過程裡
[00:09:26.280 --> 00:09:28.640]  去經歷耶穌的真實
[00:09:28.640 --> 00:09:31.240]  無論生死對我來說
[00:09:31.240 --> 00:09:32.640]  都有個好處
[00:09:32.640 --> 00:09:34.840]  不過保羅在這裡去選擇
[00:09:34.840 --> 00:09:36.400]  就是如果我可以選擇
[00:09:36.400 --> 00:09:38.360]  他選擇的背後的原則就是
[00:09:38.360 --> 00:09:39.760]  我為了你們的緣故
[00:09:39.760 --> 00:09:41.560]  為了你們的好處的緣故
[00:09:41.560 --> 00:09:45.480]  我會選擇仍然有生命存留在地上
[00:09:45.480 --> 00:09:47.040]  為了去鼓勵你們
[00:09:47.040 --> 00:09:48.040]  幫助你們
[00:09:48.040 --> 00:09:51.280]  菲勒比在這裡
[00:09:51.280 --> 00:09:54.480]  就是保羅說出他自己的心路歷程
[00:09:54.480 --> 00:09:55.400]  可以這麼說
[00:09:55.400 --> 00:09:59.400]  這個不是為了自己任何的好處
[00:09:59.400 --> 00:10:02.200]  或利益的緣故去作出選擇
[00:10:02.200 --> 00:10:03.640]  他反照之前
[00:10:03.640 --> 00:10:06.760]  他說有一些人為了個人的利益
[00:10:06.760 --> 00:10:07.840]  而去傳講福音
[00:10:07.840 --> 00:10:10.680]  成為一個很強烈的對比
[00:10:10.680 --> 00:10:12.240]  接著保羅再繼續說
[00:10:12.240 --> 00:10:14.960]  他自己的心路歷程之後
[00:10:14.960 --> 00:10:15.800]  他再說
[00:10:15.800 --> 00:10:19.120]  其實我很有一個期望
[00:10:19.120 --> 00:10:20.480]  去到你們當中
[00:10:20.480 --> 00:10:22.360]  去給你們更多的鼓勵
[00:10:22.360 --> 00:10:24.200]  和更多的支持
[00:10:24.200 --> 00:10:26.640]  但保羅在之後說
[00:10:26.640 --> 00:10:28.720]  其實最重要的不是
[00:10:28.720 --> 00:10:33.040]  能夠去到菲勒比教會的信徒當中
[00:10:33.040 --> 00:10:35.000]  去到或去不到
[00:10:35.000 --> 00:10:37.240]  是否面對面見到他們
[00:10:37.240 --> 00:10:38.600]  都不是最重要
[00:10:38.600 --> 00:10:41.400]  最重要或保羅最關心的就是
[00:10:41.400 --> 00:10:42.680]  他想知道的
[00:10:42.680 --> 00:10:45.040]  就是一群菲勒比教會的信徒
[00:10:45.040 --> 00:10:46.800]  他們的行事為人
[00:10:46.800 --> 00:10:48.560]  是否配得過稱為
[00:10:48.560 --> 00:10:53.000]  已經得著耶穌基督的福音的一群人
[00:10:53.000 --> 00:10:54.920]  保羅最關心的是一樣
[00:10:54.920 --> 00:10:56.120]  究竟你們
[00:10:56.120 --> 00:10:57.640]  無論我到達
[00:10:57.640 --> 00:10:58.600]  是否見到你們
[00:10:58.600 --> 00:11:00.400]  我又見不到你們
[00:11:00.400 --> 00:11:02.680]  你們是否真的能夠
[00:11:02.680 --> 00:11:04.120]  你們的行事為人
[00:11:04.120 --> 00:11:05.240]  是配得
[00:11:05.240 --> 00:11:06.520]  說你們已經得著了
[00:11:06.520 --> 00:11:08.760]  這個寶貴的福音呢
[00:11:08.760 --> 00:11:10.560]  其實保羅在這裡繼續去解釋
[00:11:10.560 --> 00:11:11.560]  意思就是
[00:11:11.560 --> 00:11:13.960]  你們是否有同一個心智
[00:11:13.960 --> 00:11:15.200]  站立得穩
[00:11:15.200 --> 00:11:16.800]  在困難的當中
[00:11:16.800 --> 00:11:18.960]  在面對因為信仰的緣故
[00:11:18.960 --> 00:11:20.160]  面對困難的時候
[00:11:20.160 --> 00:11:22.480]  仍然站立得穩呢
[00:11:22.480 --> 00:11:24.120]  為著福音的緣故
[00:11:24.120 --> 00:11:27.840]  仍然堅守你們的信仰呢
[00:11:27.840 --> 00:11:30.520]  不怕敵人的驚嚇
[00:11:30.520 --> 00:11:34.360]  不怕其他人的威逼呢
[00:11:34.360 --> 00:11:35.880]  其實當時菲律賓教會的信徒
[00:11:35.880 --> 00:11:38.240]  面對甚麼敵人呢
[00:11:38.240 --> 00:11:40.120]  不是太肯定
[00:11:40.120 --> 00:11:43.760]  不過保羅在這裡是一個原則性的說法
[00:11:43.760 --> 00:11:45.160]  這個敵人可以指
[00:11:45.160 --> 00:11:48.560]  凡是挑戰他們信仰
[00:11:48.560 --> 00:11:52.240]  讓他們不繼續去持守信仰的
[00:11:52.240 --> 00:11:53.720]  一些人、一些事
[00:11:53.720 --> 00:11:55.840]  都是福音的敵人
[00:11:55.840 --> 00:11:59.440]  所以無論當時菲律賓教會的信徒
[00:11:59.440 --> 00:12:01.040]  要面對甚麼敵人
[00:12:01.040 --> 00:12:03.760]  他們都要同心的站立得穩
[00:12:03.760 --> 00:12:06.400]  堅守他們的信心
[00:12:06.400 --> 00:12:09.600]  保羅其實在這裡再進一步去解釋
[00:12:09.600 --> 00:12:13.280]  為甚麼他們要同心的站立得穩
[00:12:13.280 --> 00:12:15.480]  面對不同的壓力呢
[00:12:15.480 --> 00:12:18.880]  在當時教會的信徒
[00:12:18.880 --> 00:12:21.280]  其實可以說無權無勢
[00:12:21.280 --> 00:12:22.840]  有甚麼可以依靠呢
[00:12:22.840 --> 00:12:24.240]  一無所求
[00:12:24.240 --> 00:12:31.880]  只是一群沒有任何支援的小民
[00:12:31.880 --> 00:12:34.560]  在當時的教會
[00:12:34.560 --> 00:12:37.000]  他們面對的壓力是很大的
[00:12:37.000 --> 00:12:38.280]  我經常去說
[00:12:38.280 --> 00:12:39.440]  如果大家記得
[00:12:39.440 --> 00:12:42.400]  我們現在的社會情況
[00:12:42.400 --> 00:12:46.560]  是和當時信徒所面對的社會情況很不同
[00:12:46.560 --> 00:12:48.600]  我們在香港是一個
[00:12:48.600 --> 00:12:51.360]  相對來說是一個宗教自由的地方
[00:12:51.360 --> 00:12:52.120]  相對來說
[00:12:52.120 --> 00:12:55.840]  我們都有較多的人身的保障
[00:12:55.840 --> 00:12:59.480]  有法律的一些保障
[00:12:59.480 --> 00:13:02.800]  但在當時初期教會的信徒
[00:13:02.800 --> 00:13:05.200]  他們面對的壓力是甚麼呢
[00:13:05.200 --> 00:13:08.120]  猶太教的人給他們一個迫害
[00:13:08.120 --> 00:13:11.640]  當時整個羅馬政府給他們一個迫害
[00:13:11.640 --> 00:13:14.680]  因為當時羅馬政府的宗教政策是
[00:13:14.680 --> 00:13:16.960]  我說你可以合法存在
[00:13:16.960 --> 00:13:18.720]  你就可以合法存在
[00:13:18.720 --> 00:13:20.360]  但正如我說的
[00:13:20.360 --> 00:13:22.440]  你不在我的合法名單之內
[00:13:22.440 --> 00:13:27.840]  你就不可以有自由聚會的機會或權利
[00:13:27.840 --> 00:13:31.000]  而當時羅馬政府也漸漸發覺
[00:13:31.000 --> 00:13:32.680]  這群信耶穌的人
[00:13:32.680 --> 00:13:37.080]  其實不是在他們合法的宗教名單裏
[00:13:37.080 --> 00:13:41.840]  所以其實他們沒有一個集體聚會
[00:13:41.840 --> 00:13:47.320]  即是一個自由崇拜的權利和地位
[00:13:47.320 --> 00:13:49.360]  所以是要被捉拿
[00:13:49.360 --> 00:13:52.520]  用這個字眼去說是要被打壓
[00:13:52.520 --> 00:13:54.200]  所以他們面對的是
[00:13:54.200 --> 00:13:56.360]  猶太教的人的壓迫
[00:13:56.360 --> 00:13:59.000]  和羅馬政府的壓迫
[00:13:59.000 --> 00:14:00.040]  在他們來說
[00:14:00.040 --> 00:14:01.280]  有甚麼可以抵抗呢
[00:14:01.280 --> 00:14:02.520]  無權無勢
[00:14:02.520 --> 00:14:04.280]  小民一班
[00:14:04.280 --> 00:14:06.560]  沒有能力去面對
[00:14:06.560 --> 00:14:09.360]  可以說基本上是以卵擊石
[00:14:09.360 --> 00:14:11.080]  即是以卵擊石
[00:14:11.080 --> 00:14:13.360]  沒有能力去反抗
[00:14:13.360 --> 00:14:15.800]  但保羅繼續說
[00:14:15.800 --> 00:14:20.760]  如果你們是因為信仰的緣故而受苦
[00:14:20.760 --> 00:14:23.640]  這正正是上帝的心意
[00:14:23.640 --> 00:14:26.440]  保羅在這裡引出了耶穌的榜樣
[00:14:26.440 --> 00:14:28.040]  耶穌也以身作則
[00:14:28.040 --> 00:14:31.080]  祂為了傳揚上帝道的緣故
[00:14:31.080 --> 00:14:32.880]  祂也受了很多的苦難
[00:14:32.880 --> 00:14:35.920]  甚至祂被釘在十字架上
[00:14:35.920 --> 00:14:37.920]  所以跟從耶穌的人
[00:14:37.920 --> 00:14:40.040]  也學習了耶穌的榜樣
[00:14:40.040 --> 00:14:41.320]  耶穌既然是這樣
[00:14:41.320 --> 00:14:42.680]  我們跟從祂的人
[00:14:42.680 --> 00:14:47.280]  豈能夠置身事外呢
[00:14:47.280 --> 00:14:49.200]  所以跟從祂的人
[00:14:49.200 --> 00:14:51.960]  如果都要因為信仰的緣故
[00:14:51.960 --> 00:14:53.640]  而面對一些困難
[00:14:53.640 --> 00:14:54.640]  一些的迫害
[00:14:54.640 --> 00:14:56.040]  又有甚麼出奇呢
[00:14:56.040 --> 00:14:57.760]  用我們的說話去說
[00:14:57.760 --> 00:15:05.560]  所以保羅在這裡說出一個方向
[00:15:05.560 --> 00:15:07.760]  就是去鼓勵一班信徒
[00:15:07.760 --> 00:15:10.760]  你們如果因為信仰的緣故
[00:15:10.760 --> 00:15:12.880]  而面對迫害、面對受苦
[00:15:12.880 --> 00:15:16.480]  這正正是上帝的心意
[00:15:16.480 --> 00:15:18.720]  上帝呼召你們出來
[00:15:18.720 --> 00:15:24.440]  正正就是要為上帝打一場美好的仗
[00:15:24.440 --> 00:15:27.200]  在這裡保羅繼續說
[00:15:27.200 --> 00:15:30.720]  其實你們能夠這樣去受苦
[00:15:30.720 --> 00:15:32.240]  也是一個恩典
[00:15:32.240 --> 00:15:34.760]  能夠信耶穌是一個恩典
[00:15:34.760 --> 00:15:36.840]  能夠為信仰的緣故
[00:15:36.840 --> 00:15:38.200]  遭受一些困難
[00:15:38.200 --> 00:15:40.080]  也是一個恩典
[00:15:40.080 --> 00:15:42.480]  其實保羅在這裡為甚麼這樣說呢
[00:15:42.480 --> 00:15:43.880]  保羅在這裡說
[00:15:43.880 --> 00:15:46.800]  其實你們可以不用受這些困難
[00:15:46.800 --> 00:15:49.200]  其實可以不用受這些迫害
[00:15:49.200 --> 00:15:51.120]  只要你們說幾個字就可以了
[00:15:51.120 --> 00:15:52.880]  說我不信耶穌
[00:15:52.880 --> 00:15:54.080]  甚麼事都沒有了
[00:15:54.080 --> 00:15:57.080]  你們可以有另一個生活
[00:15:57.080 --> 00:16:00.760]  但正正是為甚麼你們要面對一個困難呢
[00:16:00.760 --> 00:16:02.360]  為甚麼要面對這樣的挑戰呢
[00:16:02.360 --> 00:16:05.320]  正正是因為你們願意信耶穌
[00:16:05.320 --> 00:16:07.480]  就是因為你們信了耶穌
[00:16:07.480 --> 00:16:11.400]  信了耶穌顯示你們領受了上帝的恩典
[00:16:11.400 --> 00:16:13.280]  所以保羅在這裡說
[00:16:13.280 --> 00:16:16.000]  當你們去受這些迫害
[00:16:16.000 --> 00:16:17.360]  受這些苦難的時候
[00:16:17.360 --> 00:16:22.240]  正正是顯明你們已經領受了上帝給你們的福氣
[00:16:22.240 --> 00:16:24.880]  而那一群迫害你們的人
[00:16:24.880 --> 00:16:29.680]  也正正顯明他們未曾認識上帝
[00:16:29.680 --> 00:16:31.720]  他們未領受上帝的恩典
[00:16:31.720 --> 00:16:33.760]  所以他們是一群沉淪的人
[00:16:33.760 --> 00:16:36.760]  迫害你們的人是一群沉淪的人
[00:16:36.760 --> 00:16:39.520]  而你們在困難、苦難當中
[00:16:39.520 --> 00:16:44.440]  顯明了你們已經在上帝的恩典當中
[00:16:44.440 --> 00:16:49.960]  保羅在這裡提出一個很重要的方向
[00:16:49.960 --> 00:16:53.320]  就是今天你們所受的苦
[00:16:53.320 --> 00:16:56.760]  和我所遭受的苦其實是一樣的
[00:16:56.760 --> 00:16:59.280]  可能我們所遭遇的困難不一樣
[00:16:59.280 --> 00:17:04.080]  但為甚麼我們會遭受困難的原因是一樣的
[00:17:04.080 --> 00:17:07.120]  我因為去傳講耶穌的緣故
[00:17:07.120 --> 00:17:08.160]  今天我坐牢
[00:17:08.160 --> 00:17:11.720]  要面對一個很嚴重的審訊
[00:17:11.720 --> 00:17:14.360]  你們也是因為相信耶穌
[00:17:14.360 --> 00:17:18.720]  所以面對這些困難、這些迫害
[00:17:18.720 --> 00:17:22.080]  我們所受的困難、迫害
[00:17:22.080 --> 00:17:23.560]  形式不一樣
[00:17:23.560 --> 00:17:25.680]  不過原因也是一樣
[00:17:25.680 --> 00:17:27.760]  所以我們可以說
[00:17:27.760 --> 00:17:31.840]  都是為福音的緣故而去受困難的一群人
[00:17:31.840 --> 00:17:35.280]  某程度來說我們都是福音的夥伴
[00:17:35.280 --> 00:17:38.240]  我們是夥伴的關係
[00:17:38.240 --> 00:17:39.840]  保羅在這裡勸勉他們
[00:17:39.840 --> 00:17:42.560]  要靠著同一位的聖靈
