
[00:00:00.000 --> 00:00:05.000]  (你如何看待自己的生活?)
[00:05:09.160 --> 00:05:09.840]  但去到今天
[00:05:09.840 --> 00:05:11.400]  當我不斷去努力的時候
[00:05:11.400 --> 00:05:13.320]  其實上帝也會一樣去回應我
[00:05:13.320 --> 00:05:13.960]  去到今天
[00:05:13.960 --> 00:05:16.160]  我都覺得
[00:05:16.160 --> 00:05:20.360]  都是一個合乎中度的收入和生活
[00:05:20.360 --> 00:05:21.360]  我不會富足的
[00:05:21.360 --> 00:05:22.800]  我不會有錢剩的
[00:05:22.800 --> 00:05:24.840]  但是上帝的恩典是夠我用的
[00:05:24.840 --> 00:05:26.680]  這個就是我的生命
[00:05:26.680 --> 00:05:28.880]  我都覺得不是每一個人
[00:05:28.880 --> 00:05:30.040]  都要去夢照
[00:05:30.040 --> 00:05:31.440]  去傳福音
[00:05:31.440 --> 00:05:32.120]  做傳人
[00:05:32.120 --> 00:05:33.600]  才會有意義的
[00:05:33.600 --> 00:05:35.240]  其實工作的價值是什麼呢?
[00:05:35.240 --> 00:05:37.040]  其實我們每一個人都需要尋索
[00:05:37.040 --> 00:05:38.120]  而上帝給我們每一個人
[00:05:38.120 --> 00:05:39.120]  都有不同的恩賜
[00:05:39.120 --> 00:05:40.480]  而在你的恩賜裡面
[00:05:40.480 --> 00:05:43.000]  其實你找不找到裡面那份熱情
[00:05:43.000 --> 00:05:43.960]  在你的工作裡面
[00:05:43.960 --> 00:05:45.160]  你的滿足感是什麼
[00:05:45.160 --> 00:05:47.480]  還有那份工作帶給你那份熱情的時候
[00:05:47.480 --> 00:05:48.640]  是不是你喜歡的
[00:05:48.640 --> 00:05:49.760]  是不是你享受的
[00:05:49.760 --> 00:05:50.480]  如果是的
[00:05:50.480 --> 00:05:53.440]  你對準到這是你自己的呼召的時候
[00:05:53.440 --> 00:05:54.440]  你就會明白
[00:05:54.440 --> 00:05:55.080]  在當中
[00:05:55.080 --> 00:05:57.040]  你的滿足感是來自什麼
[00:05:57.040 --> 00:05:58.200]  是你的使命
[00:05:58.200 --> 00:06:00.040]  而不是本身那份工作的價值
[00:06:00.040 --> 00:06:00.960]  即使你掃街
[00:06:00.960 --> 00:06:01.960]  即使你洗碗
[00:06:01.960 --> 00:06:02.920]  即使你洗廁所
[00:06:02.920 --> 00:06:04.440]  你都一樣可以很有滿足
[00:06:04.440 --> 00:06:05.400]  正如我坐牢的時候
[00:06:05.400 --> 00:06:06.480]  我都要洗廁所
[00:06:06.480 --> 00:06:07.480]  起初我都覺得
[00:06:07.480 --> 00:06:09.560]  很難接受洗廁所
[00:06:09.560 --> 00:06:10.800]  還要在監獄裡面的廁所
[00:06:10.800 --> 00:06:11.800]  你想想會多髒
[00:06:11.800 --> 00:06:13.200]  但是當你去洗的時候
[00:06:13.200 --> 00:06:13.920]  我發覺就是
[00:06:13.920 --> 00:06:15.120]  我洗得很開心
[00:06:15.120 --> 00:06:16.560]  洗完之後洗得很乾淨
[00:06:16.560 --> 00:06:17.120]  洗完之後
[00:06:17.120 --> 00:06:17.840]  人們就跟我說
[00:06:17.840 --> 00:06:18.680]  Kathy你洗完之後
[00:06:18.680 --> 00:06:20.640]  我要第一個去廁所
[00:06:20.640 --> 00:06:23.120]  就因為我很欣賞你洗廁所洗得很乾淨
[00:06:23.120 --> 00:06:24.400]  我要用你第一個
[00:06:24.400 --> 00:06:25.400]  即是你洗完的廁所
[00:06:25.400 --> 00:06:27.360]  我要成為第一個用家
[00:06:27.360 --> 00:06:29.800]  裡面那種滿足的價值是來自
[00:06:29.800 --> 00:06:32.360]  人們欣賞我洗廁所洗得很乾淨
[00:06:32.360 --> 00:06:34.800]  所以其實工作是不分季節
[00:06:34.800 --> 00:06:35.760]  重點的是
[00:06:35.760 --> 00:06:36.520]  在過程裡面
[00:06:36.520 --> 00:06:38.200]  你找不找到你的滿足感
[00:06:38.200 --> 00:06:40.200]  (CC字幕製作:貝爾)
[00:06:40.200 --> 00:06:42.200]  (CC字幕製作:貝爾)
[00:06:42.200 --> 00:06:44.200]  (CC字幕製作:貝爾)
[00:06:44.200 --> 00:06:46.200]  (CC字幕製作:貝爾)
[00:06:46.200 --> 00:06:48.200]  MING PAO CANADA | MING PAO TORONTO

