
[00:00:00.000 --> 00:00:04.560]  大家再看聖經羅馬書第一第二章
[00:01:43.600 --> 00:01:45.400]  可能你去博物館會看到一些
[00:01:45.400 --> 00:01:48.800]  令你很深刻的一些情景
[00:01:49.560 --> 00:01:53.600]  一個地方擺滿了骷髏骨頭
[00:01:53.600 --> 00:01:57.560]  一個一個頭顱在你的面前出現
[00:01:57.560 --> 00:02:00.120]  當你看這些圖片
[00:02:00.120 --> 00:02:02.040]  或者你親自去到的時候
[00:02:02.040 --> 00:02:07.120]  你會感受到其實很多生命在過去被殘殺了
[00:02:07.120 --> 00:02:10.360]  正因為有這樣的歷史
[00:02:10.360 --> 00:02:13.360]  人類很多時候產生一種反省
[00:02:13.360 --> 00:02:18.440]  反省到其實人必須要尊重其他的生命
[00:02:19.320 --> 00:02:23.080]  不會以為其他的民族比自己次等一點
[00:02:23.080 --> 00:02:28.160]  好像希特拉認為猶太人的民族是次等一點的
[00:02:28.160 --> 00:02:29.720]  因此殘殺他們
[00:02:29.720 --> 00:02:34.600]  不會認為那些貧寒的人比自己更加沒有價值
[00:02:34.600 --> 00:02:37.440]  我的價值比他高比他強
[00:02:37.440 --> 00:02:41.120]  而產生對別人的輕視甚至是殘殺
[00:02:41.120 --> 00:02:43.280]  因此大家都會知道歷史當中
[00:02:43.280 --> 00:02:46.080]  在1945年聯合國的成立
[00:02:46.080 --> 00:02:48.720]  是也有一個這樣的意味
[00:02:48.920 --> 00:02:49.920]  因此在成立之後
[00:02:49.920 --> 00:02:54.000]  第二年1946年就設立了人權的委員會
[00:02:54.000 --> 00:02:58.040]  後來就訂定了國際的人權法案
[00:02:58.040 --> 00:03:00.680]  在這些法案的背後
[00:03:00.680 --> 00:03:04.480]  是想人重新去確認人的尊嚴
[00:03:04.480 --> 00:03:06.160]  每一個人的價值
[00:03:06.160 --> 00:03:09.640]  因此這些人權法案的序言
[00:03:09.640 --> 00:03:12.000]  其中有一段我讀給大家聽
[00:03:12.000 --> 00:03:13.720]  這個序言所說
[00:03:13.720 --> 00:03:17.760]  承認每一個人都有與生俱來的尊嚴
[00:03:18.760 --> 00:03:21.520]  並且生而平等
[00:03:21.520 --> 00:03:25.760]  是有不可以被剝奪的權利
[00:03:25.760 --> 00:03:31.640]  這些一切是世界自由公義和和平的基礎
[00:03:31.640 --> 00:03:34.200]  這個世界能夠可以和平
[00:03:34.200 --> 00:03:35.440]  可以有自由
[00:03:35.440 --> 00:03:40.440]  是基於對每一個生命的尊嚴和重視
[00:03:40.440 --> 00:03:43.760]  因此這些人權法案
[00:03:43.760 --> 00:03:46.880]  一開始開宗明義就講清楚
[00:03:46.880 --> 00:03:49.280]  這個重要的基礎
[00:03:49.280 --> 00:03:53.240]  當人開始察覺這方面的重要性的時候
[00:03:53.240 --> 00:03:55.440]  很多的人權學者就出現
[00:03:55.440 --> 00:03:57.440]  去研究有關人權的課題
[00:03:57.440 --> 00:04:00.200]  其中有一些學者很清楚的承認
[00:04:00.200 --> 00:04:02.400]  當他們探討人權的時候
[00:04:02.400 --> 00:04:03.400]  就問一個問題
[00:04:03.400 --> 00:04:06.280]  究竟人權的基礎在哪裡呢?
[00:04:06.280 --> 00:04:11.000]  是誰賦予人有一種生來
[00:04:11.000 --> 00:04:14.720]  就被尊重的那份權利呢?
[00:04:15.240 --> 00:04:18.800]  因此這些人權學者就算不是教徒
[00:04:18.800 --> 00:04:20.400]  很多時候都會承認
[00:04:20.400 --> 00:04:24.200]  人權的起始點是創造
[00:04:24.200 --> 00:04:29.200]  不是哪個政權將這種權利授予給人
[00:04:29.200 --> 00:04:32.120]  而是上帝一位的造物主
[00:04:32.120 --> 00:04:34.120]  當他創造人的時候
[00:04:34.120 --> 00:04:35.960]  將一種尊嚴
[00:04:35.960 --> 00:04:36.960]  Dignity
[00:04:36.960 --> 00:04:39.800]  來擺在人的生命裡面
[00:04:39.800 --> 00:04:42.400]  因此人權的起始點
[00:04:42.600 --> 00:04:45.840]  很多時候當探討到最後的時候
[00:04:45.840 --> 00:04:47.840]  發覺就是創造
[00:04:47.840 --> 00:04:50.240]  所以你和我也知道
[00:04:50.240 --> 00:04:51.520]  在《成因》裡面清楚講到
[00:04:51.520 --> 00:04:54.480]  神按照人的自己的形象
[00:04:54.480 --> 00:04:56.120]  去做男做女
[00:04:56.120 --> 00:04:58.200]  無論是男女
[00:04:58.200 --> 00:05:00.200]  無論是富貴貧窮的
[00:05:00.200 --> 00:05:01.880]  無論是什麼年紀的
[00:05:01.880 --> 00:05:04.440]  他們有神的形象
[00:05:04.440 --> 00:05:06.000]  我們有神的形象
[00:05:06.000 --> 00:05:08.640]  大家知道這裡不是在說你的外形
[00:05:08.640 --> 00:05:11.040]  是人那種的品格
[00:05:11.360 --> 00:05:15.320]  那種生命原有的美善質素
[00:05:15.320 --> 00:05:17.320]  是神的形象
[00:05:17.320 --> 00:05:19.520]  因此因為這個緣故
[00:05:19.520 --> 00:05:21.520]  人是值得我們尊重的
[00:05:21.520 --> 00:05:22.880]  所以你記得
[00:05:22.880 --> 00:05:25.320]  當我們讀到《針研》第十四章的時候
[00:05:25.320 --> 00:05:26.480]  《成因》就說
[00:05:26.480 --> 00:05:29.840]  那些欺壓貧寒的
[00:05:29.840 --> 00:05:33.560]  就是欲沒做他的主
[00:05:33.560 --> 00:05:35.240]  一個貧窮的人
[00:05:35.240 --> 00:05:36.440]  你欺壓他
[00:05:36.440 --> 00:05:38.800]  不單單是欺壓他這個人
[00:05:38.800 --> 00:05:42.080]  而且你是羞辱著創造他的主
[00:05:42.080 --> 00:05:46.720]  上帝以自己和人是連上關係
[00:05:46.720 --> 00:05:50.640]  因此當我們想到人那種的尊嚴
[00:05:50.640 --> 00:05:52.640]  未必因為他比你聰明
[00:05:52.640 --> 00:05:54.720]  未必因為他比你有錢
[00:05:54.720 --> 00:05:57.440]  而只因為他是被神所做的
[00:05:57.440 --> 00:05:59.400]  《聖經》就呼籲我們
[00:05:59.400 --> 00:06:01.680]  要學習去尊重他們
[00:06:01.680 --> 00:06:03.880]  因為尊重他們
[00:06:03.880 --> 00:06:05.880]  就是尊敬主
[00:06:07.160 --> 00:06:08.880]  當我們這樣去了解的時候
[00:06:08.880 --> 00:06:10.160]  就會察覺到
[00:06:10.160 --> 00:06:11.440]  當我們說人權
[00:06:11.440 --> 00:06:14.480]  其實人權有很多重要的基礎
[00:06:14.480 --> 00:06:17.240]  是源於神的創造
[00:06:17.240 --> 00:06:18.400]  亦是基督
[00:06:18.400 --> 00:06:21.920]  我們心裏很願意來跟隨
[00:06:21.920 --> 00:06:24.240]  我剛剛在昨天
[00:06:24.240 --> 00:06:26.760]  我去了粉嶺的宣道園
[00:06:26.760 --> 00:06:28.160]  有一個奉獻禮
[00:06:28.160 --> 00:06:30.800]  去到的時候遇到一班長者
[00:06:30.800 --> 00:06:32.880]  見到一班長者的時候
[00:06:32.880 --> 00:06:34.240]  我才發覺原來
[00:06:34.240 --> 00:06:34.960]  在很多年前
[00:06:34.960 --> 00:06:36.320]  1971年
[00:06:36.320 --> 00:06:38.120]  宣道園是香港的
[00:06:38.120 --> 00:06:40.440]  一個基督教的兒童福利會
[00:06:40.440 --> 00:06:42.000]  其實是美國的宣教社
[00:06:42.000 --> 00:06:43.360]  在香港開辦的
[00:06:43.360 --> 00:06:46.880]  在當時他們以一元美金的價錢
[00:06:46.880 --> 00:06:48.320]  賣了給宣道會
[00:06:48.320 --> 00:06:50.320]  後來成為了宣道園
[00:06:50.320 --> 00:06:54.120]  但早年這班兒童在當中得到照顧
[00:06:54.120 --> 00:06:55.600]  後來他們都長大了
[00:06:55.600 --> 00:06:57.240]  現在已經退休了
[00:06:57.240 --> 00:06:58.800]  他們就回來一起
[00:06:58.800 --> 00:07:01.240]  來慶祝這個奉獻禮
[00:07:01.240 --> 00:07:03.480]  他們就說不單止
[00:07:03.480 --> 00:07:05.720]  這一間兒童園
[00:07:05.720 --> 00:07:09.240]  在當時還有烏溪沙兒童園
[00:07:09.240 --> 00:07:11.560]  不知道你們知不知道在哪裡
[00:07:11.560 --> 00:07:13.320]  你們去過的
[00:07:13.320 --> 00:07:15.920]  就是現在烏溪沙的原地
[00:07:15.920 --> 00:07:18.960]  其中一位長者一位婆婆告訴我
[00:07:18.960 --> 00:07:21.280]  她說我在當地長大
[00:07:21.280 --> 00:07:23.080]  6歲到18歲
[00:07:23.080 --> 00:07:27.440]  6歲到18歲在營地的大石屋
[00:07:27.440 --> 00:07:28.200]  你們記得嗎?
[00:07:28.200 --> 00:07:30.240]  住了14個小朋友
[00:07:30.240 --> 00:07:33.280]  有60多家這樣的小朋友
[00:07:33.280 --> 00:07:35.640]  每一家有一個阿姑
[00:07:35.640 --> 00:07:37.760]  就是我們現在所說的
[00:07:37.760 --> 00:07:41.520]  照顧兒童的一些代母或代父
[00:07:41.520 --> 00:07:44.200]  在當中帶領他們成長
[00:07:44.200 --> 00:07:47.320]  我見到他們的時候都為他們開心
[00:07:47.320 --> 00:07:49.600]  他們說我們現在還保持聯繫
[00:07:49.600 --> 00:07:53.000]  我們的關係甚至比我們親生的兄弟姐妹好
[00:07:53.000 --> 00:07:55.000]  我就問他們
[00:07:55.000 --> 00:07:57.480]  你們多不多人信耶穌呢?
[00:07:57.480 --> 00:08:01.080]  他們說我們差不多七八成的人
[00:08:01.080 --> 00:08:02.400]  都信了耶穌
[00:08:03.400 --> 00:08:06.720]  當我想起他們分享的經歷的時候
[00:08:06.720 --> 00:08:07.520]  我就想
[00:08:07.520 --> 00:08:09.400]  在當時香港的社會
[00:08:09.400 --> 00:08:11.480]  很多的兒童是孤兒
[00:08:11.480 --> 00:08:14.400]  也有一些是單親家庭
[00:08:14.400 --> 00:08:16.560]  但是父母沒有能力照顧他們
[00:08:16.560 --> 00:08:20.520]  因此很多的兒童被人遺棄了
[00:08:20.520 --> 00:08:22.320]  或者是被人輕視
[00:08:22.320 --> 00:08:26.080]  但是在基督徒的很多他們的愛心
[00:08:26.080 --> 00:08:28.200]  和按照聖經的教導裏面
[00:08:28.200 --> 00:08:32.280]  他們就安排來成立這些兒童園
[00:08:32.840 --> 00:08:36.600]  而產生對很多生命的保守和祝福
[00:08:36.600 --> 00:08:39.360]  對生命的尊重
[00:08:39.360 --> 00:08:41.040]  是付諸行動
[00:08:41.040 --> 00:08:44.560]  產生對生命的幫助
[00:08:44.560 --> 00:08:46.320]  各位電影姐妹
[00:08:46.320 --> 00:08:48.240]  當我們想到人權的時候
[00:08:48.240 --> 00:08:50.240]  其實最基本的
[00:08:50.240 --> 00:08:52.680]  是對人的生命的尊重
[00:08:52.680 --> 00:08:55.040]  但是你再留心看的時候
[00:08:55.040 --> 00:08:56.360]  發覺聖經在說
[00:08:56.360 --> 00:08:58.680]  如果沒有了對神的敬畏
[00:08:58.680 --> 00:09:01.920]  就不能真正的尊重人
[00:09:02.240 --> 00:09:03.760]  大家再看聖經
[00:09:03.760 --> 00:09:06.160]  我們去到羅馬書前面的第一章
[00:09:06.160 --> 00:09:08.040]  第二十節
[00:09:08.040 --> 00:09:11.840]  我們看看和合本
[00:09:11.840 --> 00:09:14.440]  一章二十節就提到
[00:09:14.440 --> 00:09:16.840]  這位上帝雖然人見不到
[00:09:16.840 --> 00:09:20.920]  但是透過所造的自然界的各樣物件
[00:09:20.920 --> 00:09:22.760]  就會知道祂的存在
[00:09:22.760 --> 00:09:23.920]  二十節說
[00:09:23.920 --> 00:09:25.360]  自從造天地以來
[00:09:25.360 --> 00:09:27.600]  神的永能和神聖
[00:09:27.600 --> 00:09:29.160]  是明明可知的
[00:09:29.160 --> 00:09:30.400]  雖是眼不能見
[00:09:30.400 --> 00:09:32.240]  但藉著所造之物
[00:09:32.240 --> 00:09:33.520]  就可以曉得
[00:09:33.520 --> 00:09:35.520]  叫人無可推諉
[00:09:35.520 --> 00:09:37.560]  但是雖然是這樣
[00:09:37.560 --> 00:09:39.880]  有人仍然否定有神
[00:09:39.880 --> 00:09:41.640]  所以二十一節就說
[00:09:41.640 --> 00:09:43.600]  因為他們雖然知道神
[00:09:43.600 --> 00:09:46.400]  卻不當作神榮耀他
[00:09:46.400 --> 00:09:48.440]  也不感謝他
[00:09:48.440 --> 00:09:51.080]  他們的思念變為虛妄
[00:09:51.080 --> 00:09:54.320]  無知的心就昏暗了
[00:09:54.320 --> 00:09:56.360]  不願意承認有神
[00:09:56.360 --> 00:09:59.720]  因此不能夠去真正明白
[00:09:59.720 --> 00:10:01.640]  這個世界的事情
[00:10:01.640 --> 00:10:06.000]  以致他們的思念變為虛妄
[00:10:06.000 --> 00:10:08.240]  無知的心出現了
[00:10:08.240 --> 00:10:11.640]  內心開始昏暗
[00:10:11.640 --> 00:10:14.880]  今天當人說到權利的時候
[00:10:14.880 --> 00:10:18.320]  如果不懂得先敬為神
[00:10:18.320 --> 00:10:20.200]  這種權利就變成了
[00:10:20.200 --> 00:10:24.680]  一種自我中心的心態
[00:10:24.680 --> 00:10:28.040]  認為按照我自己的喜好
[00:10:28.040 --> 00:10:31.040]  按照我的意願去作出選擇
[00:10:31.040 --> 00:10:33.560]  這就是我的人權
[00:10:33.560 --> 00:10:34.880]  是我所歡喜的
[00:10:34.880 --> 00:10:37.280]  是我覺得我應該得到的
[00:10:37.280 --> 00:10:39.880]  就成為了他的人權
[00:10:39.880 --> 00:10:42.360]  不理會因此對整個社會
[00:10:42.360 --> 00:10:44.440]  對整個文化有什麼影響
[00:10:44.440 --> 00:10:47.400]  那未必是他的考慮
[00:10:47.400 --> 00:10:50.760]  這時當人不想到去敬畏神
[00:10:50.760 --> 00:10:52.640]  就不真正知道
[00:10:52.640 --> 00:10:55.520]  如何去尊重生命
[00:10:55.520 --> 00:11:00.360]  在過程中出現了很多所謂反道德的趨勢
[00:11:00.360 --> 00:11:02.680]  不需要任何道德的規範
[00:11:02.680 --> 00:11:04.720]  因此就按自己的意願
[00:11:04.720 --> 00:11:07.880]  要定出什麼是我的權利
[00:11:07.880 --> 00:11:11.920]  大家可能會留意到今天的社會
[00:11:11.920 --> 00:11:13.920]  不單止很多人說人權
[00:11:13.920 --> 00:11:16.640]  很多小朋友都開始學會了
[00:11:16.640 --> 00:11:19.200]  有時如果你坐地鐵或在街上
[00:11:19.200 --> 00:11:22.240]  突然看到一個小朋友站在街上
[00:11:22.240 --> 00:11:23.600]  不肯上學
[00:11:23.600 --> 00:11:25.400]  媽媽牽著他的手
[00:11:25.400 --> 00:11:26.960]  你可能聽到他大聲說
[00:11:26.960 --> 00:11:28.480]  我不上學
[00:11:28.480 --> 00:11:33.120]  我有人權不上學的
[00:11:33.120 --> 00:11:35.440]  很多人都會學會
[00:11:35.440 --> 00:11:38.440]  去不做一些自己不想做的事
[00:11:38.440 --> 00:11:41.480]  或者做一些自己意欲要做的事
[00:11:41.480 --> 00:11:45.800]  就說這是我的人權
[00:11:45.800 --> 00:11:48.480]  我們這段時間會說多一些關於
[00:11:48.480 --> 00:11:51.440]  這個社會有的一些社會的風氣
[00:11:51.440 --> 00:11:54.320]  譬如我們提到同志運動
[00:11:54.320 --> 00:11:56.600]  同性戀運動的事情
[00:11:56.600 --> 00:12:00.320]  在台灣有一些同志運動的推動人
[00:12:00.320 --> 00:12:04.040]  他們很清楚將他們的信念說出來
[00:12:04.040 --> 00:12:06.000]  他們說到其中有一些人
[00:12:06.000 --> 00:12:07.120]  他們這樣說
[00:12:07.120 --> 00:12:09.320]  他說在一個很自由主義
[00:12:09.320 --> 00:12:13.760]  和平等的保障的概念之下
[00:12:13.760 --> 00:12:15.840]  自由和平等
[00:12:15.840 --> 00:12:17.960]  都是我們很重視的
[00:12:17.960 --> 00:12:20.360]  一個對人尊重的表達
[00:12:20.360 --> 00:12:23.040]  但他們就說在這兩種的概念之下
[00:12:23.040 --> 00:12:27.680]  我們所有的婚姻形態是可以被接受的
[00:12:27.680 --> 00:12:32.480]  各種的可能性應該被我們去承認
[00:12:32.480 --> 00:12:35.600]  什麼叫做各種的婚姻形態呢?
[00:12:35.600 --> 00:12:39.960]  他們是說我們應該去接受同婚
[00:12:39.960 --> 00:12:43.280]  這個同是小童的童
[00:12:43.280 --> 00:12:47.040]  是說一個成年人和一個兒童
[00:12:47.040 --> 00:12:49.080]  很有一種的感情
[00:12:49.080 --> 00:12:51.560]  他們相愛想結婚
[00:12:51.560 --> 00:12:53.160]  應該去接受他們
[00:12:53.160 --> 00:12:55.840]  叫做同婚
[00:12:55.840 --> 00:13:00.040]  他們又說要接受近親的婚姻
[00:13:00.040 --> 00:13:02.280]  哥哥很喜歡妹妹
[00:13:02.280 --> 00:13:03.800]  他們想結婚
[00:13:03.800 --> 00:13:06.080]  這是各種婚姻的形態之一
[00:13:06.080 --> 00:13:08.000]  我們應該去承認他們
[00:13:08.000 --> 00:13:09.600]  接受他們
[00:13:09.600 --> 00:13:12.440]  他們就說基於自由的原則
[00:13:12.440 --> 00:13:15.040]  基於平等的權利的概念
[00:13:15.040 --> 00:13:18.120]  就應該去接受他們
[00:13:18.120 --> 00:13:18.920]  有一次你發覺
[00:13:18.920 --> 00:13:23.840]  你可能會聽到在美國有一些組織出現
[00:13:23.840 --> 00:13:25.240]  這個組織周圍宣傳
[00:13:25.240 --> 00:13:27.040]  也有很多不同的海報
[00:13:27.040 --> 00:13:28.120]  其中一張海報
[00:13:28.120 --> 00:13:31.360]  一個很壯健的男士
[00:13:31.360 --> 00:13:34.400]  他手裏面夾著一個小孩子
[00:13:34.400 --> 00:13:36.280]  很親密的關係
[00:13:36.280 --> 00:13:38.800]  你以為是爸爸和兒子嗎?
[00:13:38.800 --> 00:13:39.960]  原來不是
[00:13:39.960 --> 00:13:41.760]  是什麼組織呢?
[00:13:41.760 --> 00:13:48.800]  這個就是美國的男人男孩戀協會
[00:13:48.800 --> 00:13:55.000]  不斷去爭取戀童合法化
[00:13:55.000 --> 00:13:56.760]  當你看到這些事的時候
[00:13:56.760 --> 00:14:00.120]  你的心裏面是很難受的
[00:14:00.120 --> 00:14:02.200]  但這個世界裏面很多人
[00:14:02.200 --> 00:14:04.400]  他說我們有人權的
[00:14:04.400 --> 00:14:07.080]  你要尊重我的人權
[00:14:07.080 --> 00:14:11.080]  因此就推出很多不同的
[00:14:11.080 --> 00:14:15.720]  扭曲了的一種訴求
[00:14:15.720 --> 00:14:17.840]  而這些訴求
[00:14:17.840 --> 00:14:19.480]  和聖經所講述的
[00:14:19.480 --> 00:14:21.680]  對人生命的尊重
[00:14:21.680 --> 00:14:25.040]  是完全的兩回事
[00:14:25.040 --> 00:14:27.200]  當人失去了對神的敬畏
[00:14:27.200 --> 00:14:28.840]  那種所謂尊重
[00:14:28.840 --> 00:14:33.280]  只不過是自己自我意欲的
[00:14:33.280 --> 00:14:37.680]  一種追求、濫求
[00:14:37.680 --> 00:14:40.080]  而尋求自己個人的滿足
[00:14:40.080 --> 00:14:44.640]  多於是對整體的社會的祝福
[00:14:44.640 --> 00:14:49.480]  或者我們回到聖經第二章
[00:14:49.480 --> 00:14:52.040]  在第二章的聖經裏面提到
[00:14:52.040 --> 00:14:53.920]  「你者判斷人的也
[00:14:53.920 --> 00:14:55.080]  無論你是誰
[00:14:55.080 --> 00:14:57.160]  都沒有辦法推諉
[00:14:57.160 --> 00:14:59.320]  你在什麼事上判斷人
[00:14:59.320 --> 00:15:01.960]  就在什麼事上定自己的罪
[00:15:01.960 --> 00:15:03.040]  因為你所作的
[00:15:03.040 --> 00:15:06.520]  正是你所判斷的」
[00:15:06.520 --> 00:15:08.360]  聖經裏面很清楚地講到
[00:15:08.360 --> 00:15:09.480]  每一個人
[00:15:09.480 --> 00:15:10.280]  你要知道
[00:15:10.280 --> 00:15:15.200]  神會用公平的原則去作判斷
[00:15:15.200 --> 00:15:18.400]  神不會有雙重的標準
[00:15:18.400 --> 00:15:21.200]  這裡提及「你者判斷人的也」
[00:15:21.200 --> 00:15:23.000]  去到第十七節
[00:15:23.000 --> 00:15:24.680]  你要知道這裡所講的「你」
[00:15:24.680 --> 00:15:26.360]  是在講猶太人
[00:15:26.360 --> 00:15:29.040]  當時猶太人認為自己是神的選民
[00:15:29.040 --> 00:15:31.400]  他比其他外邦人更好
[00:15:31.400 --> 00:15:32.680]  外邦人犯罪
[00:15:32.680 --> 00:15:35.320]  但他們是公義的
[00:15:35.320 --> 00:15:36.680]  但神就告訴他們
[00:15:36.680 --> 00:15:38.160]  你們不要以為
[00:15:38.160 --> 00:15:41.680]  你們用一個原則去判斷別人
[00:15:41.680 --> 00:15:43.560]  而自己正正是犯了
[00:15:43.560 --> 00:15:47.200]  你們責備人所犯的事情
[00:15:47.200 --> 00:15:47.840]  聖經就說
[00:15:47.840 --> 00:15:51.560]  你們不要以為神有雙重的原則
[00:15:51.560 --> 00:15:52.920]  聖經就說
[00:15:52.920 --> 00:15:54.480]  你們不可以推諉
[00:15:54.480 --> 00:15:56.360]  你們自己所犯的事
[00:15:56.360 --> 00:15:57.640]  因為它說
[00:15:57.640 --> 00:16:00.280]  「你在什麼事上判斷人
[00:16:00.280 --> 00:16:04.440]  就在什麼事上定自己的罪
[00:16:04.440 --> 00:16:06.480]  不要按照自己的準則
[00:16:06.480 --> 00:16:08.000]  來行出來
[00:16:08.000 --> 00:16:11.360]  是神清楚知道的」
[00:16:11.360 --> 00:16:13.520]  當聖經提到講述這件事情時
[00:16:13.520 --> 00:16:14.720]  亦表明出
[00:16:14.720 --> 00:16:19.800]  上帝是給人有平等的對待
[00:16:19.800 --> 00:16:22.680]  如果你說別人沒有誠信
[00:16:22.680 --> 00:16:26.840]  上帝會按照這個準則去審判你
[00:16:26.840 --> 00:16:29.400]  如果你要求別人尊重你
[00:16:29.400 --> 00:16:32.520]  你也應當尊重別人
[00:16:32.520 --> 00:16:33.840]  這在聖經中很清楚
[00:16:33.840 --> 00:16:38.480]  是神給我們公平的對待
[00:16:38.480 --> 00:16:39.560]  但在過程中
[00:16:39.560 --> 00:16:40.560]  你看回聖經時
[00:16:40.560 --> 00:16:42.000]  剛才第一章提到
[00:16:42.000 --> 00:16:44.920]  聖經宣告神的存在
[00:16:44.920 --> 00:16:46.080]  第二章
[00:16:46.080 --> 00:16:47.680]  聖經一開始提到
[00:16:47.680 --> 00:16:51.680]  神給人有平等的地位
[00:16:51.680 --> 00:16:54.680]  但既然有神
[00:16:54.680 --> 00:16:57.760]  神亦會有公義的審判
[00:16:57.760 --> 00:17:00.560]  所以接著聖經就提到審判
[00:17:00.560 --> 00:17:04.600]  大家看看第二節
[00:17:04.600 --> 00:17:08.000]  「我們知道神必照著真理
[00:17:08.000 --> 00:17:11.640]  審判行者涉事的人
[00:17:11.640 --> 00:17:13.840]  按照真理作出審判
[00:17:13.840 --> 00:17:16.720]  不是按照個人自己所喜好的
[00:17:16.720 --> 00:17:18.920]  來作審判」
[00:17:18.920 --> 00:17:20.480]  今天大家會留意到
[00:17:20.480 --> 00:17:21.840]  這個世界裏面
[00:17:21.840 --> 00:17:24.560]  很多人提到人權和權利
[00:17:24.560 --> 00:17:29.520]  這些權利是不斷不斷地擴大
[00:17:29.520 --> 00:17:31.840]  是不斷按照自己所喜好的
[00:17:31.840 --> 00:17:35.800]  來將這些權利重新定義
[00:17:35.800 --> 00:17:37.160]  正如剛才所說
[00:17:37.160 --> 00:17:38.600]  某些婚姻的形態
[00:17:38.600 --> 00:17:40.960]  定義是我的權利
[00:17:40.960 --> 00:17:42.440]  但聖經不是這樣說
[00:17:42.440 --> 00:17:45.280]  聖經說按照神的真理
[00:17:45.280 --> 00:17:47.760]  來作出判斷
[00:17:47.760 --> 00:17:51.120]  再看看第三節
[00:17:51.120 --> 00:17:53.240]  在第三節最後一句
[00:17:53.240 --> 00:17:57.400]  「你以為能逃脫神的審判嗎?」
[00:17:57.400 --> 00:18:01.200]  然後第五節最後一句
[00:18:01.200 --> 00:18:06.240]  「就是祂彰顯公義審判的那天
[00:18:06.240 --> 00:18:09.800]  所要發的憤怒」
[00:18:09.800 --> 00:18:11.600]  上帝提出
[00:18:11.600 --> 00:18:13.800]  祂是創造生命的
[00:18:13.800 --> 00:18:16.480]  祂賦予生命尊嚴
[00:18:16.480 --> 00:18:20.080]  因此我們應該重視生命
[00:18:20.080 --> 00:18:22.040]  但同時祂很清楚指出
[00:18:22.040 --> 00:18:25.760]  祂會按照真理來作出審判
[00:18:25.760 --> 00:18:28.520]  人不可以按照自己的意願
[00:18:28.520 --> 00:18:31.320]  來定這個標準
[00:18:31.320 --> 00:18:34.960]  而是按照神的真理來確定
[00:18:34.960 --> 00:18:37.080]  什麼是人的權利
[00:18:37.080 --> 00:18:41.360]  什麼是要去凝聚的
[00:18:41.360 --> 00:18:42.640]  當很多人今天說到
[00:18:42.640 --> 00:18:46.120]  這個世界應該留心人的權利的時候
[00:18:46.120 --> 00:18:48.520]  不斷將權利化大的時候
[00:18:48.520 --> 00:18:53.440]  就將人權絕對化
[00:18:53.440 --> 00:18:55.280]  大家可能這幾天看報紙
[00:18:55.280 --> 00:18:56.560]  我不知道你們有沒有留意到
[00:18:56.560 --> 00:18:58.680]  昨天的報紙
[00:18:58.680 --> 00:19:02.400]  報紙提到有些在內地的黑心食品
[00:19:02.400 --> 00:19:04.480]  我們偶爾聽到
[00:19:04.480 --> 00:19:05.680]  我不知道你們看完之後
[00:19:05.680 --> 00:19:09.920]  你們敢不敢再吃皮蛋
[00:19:09.920 --> 00:19:11.280]  我永遠不會想到
[00:19:11.280 --> 00:19:14.960]  竟然有人大量製造一些皮蛋
[00:19:14.960 --> 00:19:20.880]  這些皮蛋是用工業用的硫酸
[00:19:20.880 --> 00:19:24.040]  來做醃製
[00:19:24.040 --> 00:19:27.040]  這些工業用的硫酸酮
[00:19:27.040 --> 00:19:29.280]  帶來的是什麼後果呢
