
[00:00:00.000 --> 00:00:02.000]  大家都會記得我們在英國季度
[00:03:15.000 --> 00:03:17.000]  禱告的訊息的時候
[00:03:17.000 --> 00:03:20.000]  我們求神將一個很清晰的意識
[00:03:20.000 --> 00:03:23.000]  很深刻地覺得自己的需要
[00:03:23.000 --> 00:03:24.000]  有那種動力
[00:03:24.000 --> 00:03:26.000]  來學習耶穌
[00:03:26.000 --> 00:03:27.000]  來祈禱
[00:03:27.000 --> 00:03:29.000]  所以我們嘗試從聖經的兩方面看看
[00:03:29.000 --> 00:03:34.000]  大家看回剛才的《馬可福音》
[00:03:34.000 --> 00:03:42.000]  《馬可福音》當時我們看的第一章
[00:03:42.000 --> 00:03:44.000]  聖經在35節就提到
[00:03:44.000 --> 00:03:48.000]  主耶穌他清早起來祈禱的事情
[00:03:48.000 --> 00:03:50.000]  如果大家留心前面
[00:03:50.000 --> 00:03:51.000]  就會留意到
[00:03:51.000 --> 00:03:54.000]  主耶穌去了加伯隆這個地方
[00:03:54.000 --> 00:03:59.000]  其實他一清早就去到會堂裡面教訓人
[00:03:59.000 --> 00:04:02.000]  在聖經的21節開始提及
[00:04:02.000 --> 00:04:04.000]  當他去教導人之後
[00:04:04.000 --> 00:04:05.000]  後來就趕鬼
[00:04:05.000 --> 00:04:06.000]  然後趕鬼之後
[00:04:06.000 --> 00:04:10.000]  聖經就提到他去了西門的惡母家
[00:04:10.000 --> 00:04:13.000]  後來又醫治了西門的惡母
[00:04:13.000 --> 00:04:14.000]  所以你可以想像
[00:04:14.000 --> 00:04:16.000]  主耶穌一開始就一清晨
[00:04:16.000 --> 00:04:17.000]  一路工作工作
[00:04:17.000 --> 00:04:20.000]  差不多去到傍晚的時間
[00:04:20.000 --> 00:04:21.000]  去到晚上的時候
[00:04:21.000 --> 00:04:24.000]  大家看看聖經的32節
[00:04:24.000 --> 00:04:27.000]  第一章的32節
[00:04:27.000 --> 00:04:29.000]  聖經就說天晚日落的時候
[00:04:29.000 --> 00:04:33.000]  有人帶著一切害病的和被鬼附的
[00:04:33.000 --> 00:04:35.000]  來到耶穌的座前
[00:04:35.000 --> 00:04:38.000]  然後合乘的人都聚集在門前
[00:04:38.000 --> 00:04:41.000]  耶穌就治好了許多害國人病的人
[00:04:41.000 --> 00:04:43.000]  又趕出許多鬼
[00:04:43.000 --> 00:04:44.000]  不許鬼說話
[00:04:44.000 --> 00:04:45.000]  因為鬼認識他
[00:04:45.000 --> 00:04:47.000]  大家看完經文就知道
[00:04:47.000 --> 00:04:48.000]  當時晚上的時候
[00:04:48.000 --> 00:04:50.000]  應該是休息的時候
[00:04:50.000 --> 00:04:53.000]  但仍有很多人樂業不絕
[00:04:53.000 --> 00:04:54.000]  來找耶穌
[00:04:54.000 --> 00:04:56.000]  耶穌沒有拒絕他們
[00:04:56.000 --> 00:04:58.000]  就一個一個來醫治他們
[00:04:58.000 --> 00:05:00.000]  幫助他們
[00:05:00.000 --> 00:05:01.000]  所以你可以想像
[00:05:01.000 --> 00:05:06.000]  耶穌當時的身體狀況應該是怎樣的呢
[00:05:06.000 --> 00:05:09.000]  應該是很累的時間
[00:05:09.000 --> 00:05:11.000]  理該他就睡一覺
[00:05:11.000 --> 00:05:13.000]  好的一覺
[00:05:13.000 --> 00:05:15.000]  第二天早上晚一點起來
[00:05:15.000 --> 00:05:17.000]  就足夠休息
[00:05:17.000 --> 00:05:20.000]  可能星期一是全團休息天
[00:05:20.000 --> 00:05:24.000]  可能有這樣的歷史根據都未定
[00:05:24.000 --> 00:05:25.000]  我們都會這樣想
[00:05:25.000 --> 00:05:28.000]  他應該是需要休息的
[00:05:28.000 --> 00:05:31.000]  但聖經就提到在第35節
[00:05:31.000 --> 00:05:32.000]  聖經就說
[00:05:32.000 --> 00:05:34.000]  次日早晨天未亮的時候
[00:05:34.000 --> 00:05:36.000]  耶穌起來到曠野地方
[00:05:36.000 --> 00:05:39.000]  去在那裡禱告
[00:05:39.000 --> 00:05:40.000]  天未亮的時候
[00:05:40.000 --> 00:05:42.000]  耶穌去到曠野地方
[00:05:42.000 --> 00:05:44.000]  大家可以想像一個很安靜的地方
[00:05:44.000 --> 00:05:47.000]  一個不會被打擾的地方
[00:05:47.000 --> 00:05:49.000]  一個獨處的地方
[00:05:49.000 --> 00:05:52.000]  他一個人去到那個地方就祈禱了
[00:05:52.000 --> 00:05:54.000]  或者我們再問回剛才的問題
[00:05:54.000 --> 00:05:57.000]  為什麼耶穌要這麼早
[00:05:57.000 --> 00:05:59.000]  天未亮
[00:05:59.000 --> 00:06:02.000]  他就要去祈禱呢?
[00:06:02.000 --> 00:06:04.000]  原因在哪裡呢?
[00:06:04.000 --> 00:06:05.000]  或者我們再看下面
[00:06:05.000 --> 00:06:07.000]  會更加清楚知道原因
[00:06:07.000 --> 00:06:08.000]  36節
[00:06:08.000 --> 00:06:09.000]  聖經就說
[00:06:09.000 --> 00:06:11.000]  西門和同伴追了他去
[00:06:11.000 --> 00:06:13.000]  遇見了就對他說
[00:06:13.000 --> 00:06:15.000]  眾人都找你
[00:06:15.000 --> 00:06:18.000]  當時耶穌就回答
[00:06:18.000 --> 00:06:20.000]  我們可以往別處去
[00:06:20.000 --> 00:06:21.000]  到鄰近的鄉村
[00:06:21.000 --> 00:06:23.000]  我也好在那裡傳道
[00:06:23.000 --> 00:06:27.000]  因為我是為者是出來的
[00:06:27.000 --> 00:06:29.000]  當時我相信當彼得和其他門徒
[00:06:29.000 --> 00:06:30.000]  起來的時候
[00:06:30.000 --> 00:06:32.000]  發現不見了耶穌
[00:06:32.000 --> 00:06:34.000]  然後就到處去找他
[00:06:34.000 --> 00:06:35.000]  找了一段時間之後
[00:06:35.000 --> 00:06:36.000]  找到他了
[00:06:36.000 --> 00:06:37.000]  他就說了
[00:06:37.000 --> 00:06:40.000]  眾人都找你
[00:06:40.000 --> 00:06:41.000]  大家想一想
[00:06:41.000 --> 00:06:43.000]  當彼得這樣說的時候
[00:06:43.000 --> 00:06:48.000]  這句話有什麼含義呢?
[00:06:48.000 --> 00:06:51.000]  眾人都找你啊
[00:06:51.000 --> 00:06:53.000]  這也好像意味著
[00:06:53.000 --> 00:06:57.000]  耶穌為什麼你這麼早走出來
[00:06:57.000 --> 00:06:59.000]  很多人需要你幫忙
[00:06:59.000 --> 00:07:03.000]  你為什麼不回應他們呢?
[00:07:03.000 --> 00:07:05.000]  可能甚至含有一點
[00:07:05.000 --> 00:07:08.000]  好像責怪耶穌的語氣
[00:07:08.000 --> 00:07:09.000]  為什麼你要獨自一個人
[00:07:09.000 --> 00:07:10.000]  走出來這裡
[00:07:10.000 --> 00:07:11.000]  這麼多人找你
[00:07:11.000 --> 00:07:14.000]  你都不理他們呢?
[00:07:14.000 --> 00:07:17.000]  當時耶穌沒有和彼得爭拗
[00:07:17.000 --> 00:07:19.000]  應不應該早出來
[00:07:19.000 --> 00:07:20.000]  他反而說了第二件事情
[00:07:20.000 --> 00:07:23.000]  剛才三十八節所說的
[00:07:23.000 --> 00:07:25.000]  我們可以去別處
[00:07:25.000 --> 00:07:26.000]  去鄰近的鄉村
[00:07:26.000 --> 00:07:28.000]  去那裡傳道
[00:07:28.000 --> 00:07:29.000]  然後寫了這樣說
[00:07:29.000 --> 00:07:35.000]  因為我是為這事出來的
[00:07:35.000 --> 00:07:36.000]  當時耶穌的回答
[00:07:36.000 --> 00:07:39.000]  令到門徒們很驚訝
[00:07:39.000 --> 00:07:41.000]  為什麼他會這樣說呢?
[00:07:41.000 --> 00:07:43.000]  如果從人的角度來說
[00:07:43.000 --> 00:07:45.000]  當時耶穌的侍奉的生命
[00:07:45.000 --> 00:07:46.000]  去到一個巔峰
[00:07:46.000 --> 00:07:48.000]  雖然剛剛出來沒多久
[00:07:48.000 --> 00:07:50.000]  但是開始有很多人認識他
[00:07:50.000 --> 00:07:52.000]  他的名聲傳播到處
[00:07:52.000 --> 00:07:55.000]  而且的確有很多的需要
[00:07:55.000 --> 00:07:58.000]  也有很多的機會
[00:07:58.000 --> 00:07:59.000]  竟然耶穌說
[00:07:59.000 --> 00:08:02.000]  我們現在去第二個地方
[00:08:02.000 --> 00:08:04.000]  加勃隆豈不是一個
[00:08:04.000 --> 00:08:06.000]  好的侍奉的地方呢?
[00:08:06.000 --> 00:08:08.000]  大家接納你的服侍
[00:08:08.000 --> 00:08:10.000]  而且也有很多的需要
[00:08:10.000 --> 00:08:12.000]  為什麼耶穌會說
[00:08:12.000 --> 00:08:14.000]  現在要去第二個地方?
[00:08:14.000 --> 00:08:15.000]  我相信當時的門徒
[00:08:15.000 --> 00:08:16.000]  是很難明白
[00:08:16.000 --> 00:08:19.000]  為什麼耶穌會這樣決定
[00:08:19.000 --> 00:08:20.000]  但是聖經告訴我們
[00:08:20.000 --> 00:08:21.000]  主耶穌說
[00:08:21.000 --> 00:08:24.000]  因為我是為這事出來的
[00:08:24.000 --> 00:08:25.000]  主耶穌清楚說出
[00:08:25.000 --> 00:08:28.000]  他自己內心很清楚明白
[00:08:28.000 --> 00:08:31.000]  他的生命的方向
[00:08:31.000 --> 00:08:32.000]  他是為什麼事情
[00:08:32.000 --> 00:08:34.000]  來到世上呢?
[00:08:34.000 --> 00:08:38.000]  他去傳道和講鬼
[00:08:38.000 --> 00:08:39.000]  優先的
[00:08:39.000 --> 00:08:43.000]  是將福音傳到不同的地方
[00:08:43.000 --> 00:08:44.000]  不單是加勃隆的地方
[00:08:44.000 --> 00:08:46.000]  所以他說我要去到
[00:08:46.000 --> 00:08:48.000]  其他的地方
[00:08:48.000 --> 00:08:50.000]  去傳揚神的道
[00:08:50.000 --> 00:08:53.000]  然後再來講鬼、醫病
[00:08:53.000 --> 00:08:54.000]  所以他的重點
[00:08:54.000 --> 00:08:56.000]  不單是為了能夠在一個地方
[00:08:56.000 --> 00:08:58.000]  來醫病、講鬼
[00:08:58.000 --> 00:09:01.000]  他的重點是各處的地方
[00:09:01.000 --> 00:09:02.000]  各位電影姐妹
[00:09:02.000 --> 00:09:04.000]  當我們看這段的時候
[00:09:04.000 --> 00:09:06.000]  突然間我們明白了
[00:09:06.000 --> 00:09:09.000]  當我們祈禱的時候
[00:09:09.000 --> 00:09:11.000]  我們的心思
[00:09:11.000 --> 00:09:14.000]  可以再清晰自己的方向
[00:09:14.000 --> 00:09:15.000]  在禱告當中
[00:09:15.000 --> 00:09:16.000]  不單是我們有事情
[00:09:16.000 --> 00:09:17.000]  講給神聽
[00:09:17.000 --> 00:09:19.000]  而是神讓我們知道
[00:09:19.000 --> 00:09:22.000]  人生的方向應該是怎樣
[00:09:22.000 --> 00:09:23.000]  正如主耶穌在禱告當中
[00:09:23.000 --> 00:09:27.000]  重新確認他的方向
[00:09:27.000 --> 00:09:29.000]  按照這個方向
[00:09:29.000 --> 00:09:31.000]  他就能夠作出取捨
[00:09:31.000 --> 00:09:32.000]  哪些要做
[00:09:32.000 --> 00:09:33.000]  哪些不要做
[00:09:33.000 --> 00:09:34.000]  哪些要去
[00:09:34.000 --> 00:09:36.000]  哪些不要去
[00:09:36.000 --> 00:09:37.000]  各位電影姐妹
[00:09:37.000 --> 00:09:39.000]  今天香港人很忙碌
[00:09:39.000 --> 00:09:41.000]  其中一個重要原因
[00:09:41.000 --> 00:09:43.000]  就是失去了方向
[00:09:43.000 --> 00:09:45.000]  失去方向的時候
[00:09:45.000 --> 00:09:47.000]  無從去判斷
[00:09:47.000 --> 00:09:48.000]  哪些要做
[00:09:48.000 --> 00:09:50.000]  哪些不要做
[00:09:50.000 --> 00:09:51.000]  因此對一個基督徒來說
[00:09:51.000 --> 00:09:53.000]  有清楚人生方向
[00:09:53.000 --> 00:09:56.000]  就會避免一些不必要的忙碌
[00:09:56.000 --> 00:09:59.000]  而且能夠知道去取捨
[00:09:59.000 --> 00:10:00.000]  這是第一方面
[00:10:00.000 --> 00:10:02.000]  第二方面我們發現
[00:10:02.000 --> 00:10:04.000]  當時耶穌祈禱完之後
[00:10:04.000 --> 00:10:06.000]  雖然彼得告訴他
[00:10:06.000 --> 00:10:08.000]  很多人等著你
[00:10:08.000 --> 00:10:11.000]  但耶穌不會給予人的期望
[00:10:11.000 --> 00:10:13.000]  來牽制著他
[00:10:13.000 --> 00:10:16.000]  他不會給予人的需要
[00:10:16.000 --> 00:10:17.000]  沒錯有需要
[00:10:17.000 --> 00:10:20.000]  不過需要不等於
[00:10:20.000 --> 00:10:22.000]  他必須要回應
[00:10:22.000 --> 00:10:25.000]  這個世界有很多的需要
[00:10:25.000 --> 00:10:26.000]  但不是所有的需要
[00:10:26.000 --> 00:10:28.000]  都要你回應
[00:10:28.000 --> 00:10:29.000]  很簡單的例子
[00:10:29.000 --> 00:10:30.000]  大家知道
[00:10:30.000 --> 00:10:33.000]  當耶穌去到不是大池的時候
[00:10:33.000 --> 00:10:35.000]  是不是有很多的病人
[00:10:35.000 --> 00:10:37.000]  大家記得聖經的故事
[00:10:37.000 --> 00:10:40.000]  當時耶穌醫治了多少個人
[00:10:40.000 --> 00:10:42.000]  如果你記得
[00:10:42.000 --> 00:10:43.000]  是一個
[00:10:43.000 --> 00:10:46.000]  三十八年病患的人
[00:10:46.000 --> 00:10:48.000]  耶穌知道他去到
[00:10:48.000 --> 00:10:50.000]  只是為了他
[00:10:50.000 --> 00:10:52.000]  不是所有的需要
[00:10:52.000 --> 00:10:53.000]  都要你去回應
[00:10:53.000 --> 00:10:55.000]  但當你禱告的時候
[00:10:55.000 --> 00:10:59.000]  你能夠不避眼前的事情牽制你
[00:10:59.000 --> 00:11:00.000]  以至你分辨清楚
[00:11:00.000 --> 00:11:02.000]  你要做的是什麼
[00:11:02.000 --> 00:11:04.000]  或者問回剛才的問題
[00:11:04.000 --> 00:11:06.000]  為什麼趁著天未亮的時候
[00:11:06.000 --> 00:11:08.000]  要起床呢
[00:11:08.000 --> 00:11:10.000]  我想問一下
[00:11:10.000 --> 00:11:13.000]  當彼得出來找耶穌的時候
[00:11:13.000 --> 00:11:15.000]  有沒有人已經來到
[00:11:15.000 --> 00:11:18.000]  找耶穌醫治
[00:11:18.000 --> 00:11:20.000]  有沒有
[00:11:20.000 --> 00:11:22.000]  很明顯已經有了
[00:11:22.000 --> 00:11:24.000]  因為當彼得和耶穌說的時候
[00:11:24.000 --> 00:11:26.000]  他說
[00:11:26.000 --> 00:11:28.000]  眾人都找你
[00:11:28.000 --> 00:11:29.000]  當他出來的時候
[00:11:29.000 --> 00:11:31.000]  已經有很多人來找耶穌
[00:11:31.000 --> 00:11:33.000]  不過不見了他
[00:11:33.000 --> 00:11:35.000]  可以猜想當時已經有很多人
[00:11:35.000 --> 00:11:37.000]  很早就來找耶穌
[00:11:37.000 --> 00:11:39.000]  似乎在主耶穌的心裡面
[00:11:39.000 --> 00:11:41.000]  祂知道如果祂不是早一點出來的話
[00:11:41.000 --> 00:11:43.000]  整個環境有很大的
[00:11:43.000 --> 00:11:45.000]  或者說拖力
[00:11:45.000 --> 00:11:46.000]  拉力
[00:11:46.000 --> 00:11:47.000]  令到祂不能夠
[00:11:47.000 --> 00:11:49.000]  即時
[00:11:49.000 --> 00:11:51.000]  可以作出一些判斷
[00:11:51.000 --> 00:11:53.000]  因此祂早一點出來的時候
[00:11:53.000 --> 00:11:55.000]  給自己機會去安靜
[00:11:55.000 --> 00:11:58.000]  然後一種敏銳的心靈知道
[00:11:58.000 --> 00:12:00.000]  我不是要回應他們的
[00:12:00.000 --> 00:12:03.000]  我是應該去到其他的村莊
[00:12:03.000 --> 00:12:06.000]  去幫助他們明白福音
[00:12:06.000 --> 00:12:08.000]  趁其他人還沒有出現
[00:12:08.000 --> 00:12:10.000]  趁需要還沒有來到眼前的時候
[00:12:10.000 --> 00:12:13.000]  祂就先來祈禱
[00:12:13.000 --> 00:12:16.000]  以至更清晰自己的方向
[00:12:16.000 --> 00:12:20.000]  所以主耶穌很早就起身了
[00:12:20.000 --> 00:12:21.000]  但是另一個問題
[00:12:21.000 --> 00:12:22.000]  大家都會想
[00:12:22.000 --> 00:12:24.000]  難道耶穌不用睡覺嗎?
[00:12:24.000 --> 00:12:27.000]  我想跟大家說
[00:12:27.000 --> 00:12:29.000]  當我今天說到這段經文的時候
[00:12:29.000 --> 00:12:31.000]  我不想大家以為
[00:12:31.000 --> 00:12:34.000]  基督徒就可以不用睡覺
[00:12:34.000 --> 00:12:36.000]  或者牧師你們敬虔一點
[00:12:36.000 --> 00:12:38.000]  你們一天睡三個小時都可以了
[00:12:38.000 --> 00:12:39.000]  不是的
[00:12:39.000 --> 00:12:41.000]  我很清楚知道
[00:12:41.000 --> 00:12:44.000]  我們身體睡眠的需要
[00:12:44.000 --> 00:12:46.000]  是出於神的創造
[00:12:46.000 --> 00:12:48.000]  整個創造秩序
[00:12:48.000 --> 00:12:50.000]  是讓人有機會工作
[00:12:50.000 --> 00:12:52.000]  有機會休息的
[00:12:52.000 --> 00:12:54.000]  因此當你可以很舒服地睡
[00:12:54.000 --> 00:12:56.000]  七個小時、八個小時、九個小時的時候
[00:12:56.000 --> 00:12:58.000]  你不要內疚
[00:12:58.000 --> 00:13:01.000]  哎呀,糟了,睡了這麼多天
[00:13:01.000 --> 00:13:03.000]  如果你有機會休息
[00:13:03.000 --> 00:13:05.000]  你在當中感恩
[00:13:05.000 --> 00:13:07.000]  領受神給你休息的機會
[00:13:07.000 --> 00:13:09.000]  香港人其中一個最大的問題
[00:13:09.000 --> 00:13:12.000]  就是睡眠不足
[00:13:12.000 --> 00:13:14.000]  因此產生很多的情緒
[00:13:14.000 --> 00:13:16.000]  甚至意外
[00:13:16.000 --> 00:13:17.000]  大家知道我說
[00:13:17.000 --> 00:13:18.000]  交通意外
[00:13:18.000 --> 00:13:22.000]  很多時候是因為司機睡眠不足產生的
[00:13:22.000 --> 00:13:24.000]  既然是這樣
[00:13:24.000 --> 00:13:27.000]  如果我們需要睡眠、需要休息
[00:13:27.000 --> 00:13:29.000]  而主耶穌又可以這麼早起床
[00:13:29.000 --> 00:13:31.000]  那為什麼祂可以呢?
[00:13:31.000 --> 00:13:33.000]  我相信在某些時候
[00:13:33.000 --> 00:13:36.000]  當我們的心靈警覺到
[00:13:36.000 --> 00:13:38.000]  環境的狀況
[00:13:38.000 --> 00:13:40.000]  有些時候這種心靈警覺
[00:13:40.000 --> 00:13:44.000]  知道我們可以暫時放下身體的需要
[00:13:44.000 --> 00:13:47.000]  我所說的是暫時
[00:13:47.000 --> 00:13:50.000]  當他意識到整個的環境
[00:13:50.000 --> 00:13:52.000]  對他有一個很強的拉力的時候
[00:13:52.000 --> 00:13:55.000]  他知道他必須要清晰自己的方向
[00:13:55.000 --> 00:13:57.000]  所以暫時放下一些需要
[00:13:57.000 --> 00:13:59.000]  睡少一點
[00:13:59.000 --> 00:14:01.000]  但是目的是更加明白
[00:14:01.000 --> 00:14:04.000]  以至他知道當作的路
[00:14:04.000 --> 00:14:06.000]  當作的事情
[00:14:06.000 --> 00:14:10.000]  但是如果你身體有的確的需要
[00:14:10.000 --> 00:14:13.000]  你不要以為一定要睡少一點
[00:14:13.000 --> 00:14:15.000]  才可以祈禱
[00:14:15.000 --> 00:14:17.000]  或者你可不可以考慮
[00:14:17.000 --> 00:14:19.000]  我真的決心
[00:14:19.000 --> 00:14:20.000]  祈禱求神
[00:14:20.000 --> 00:14:24.000]  讓我可以請到半天假期
[00:14:24.000 --> 00:14:27.000]  或者你說很難請假的
[00:14:27.000 --> 00:14:29.000]  或者你可以考慮
[00:14:29.000 --> 00:14:31.000]  吃一個很簡單的午餐
[00:14:31.000 --> 00:14:32.000]  一份三文治
[00:14:32.000 --> 00:14:34.000]  五分鐘十分鐘吃完
[00:14:34.000 --> 00:14:36.000]  用你的午餐時間
[00:14:36.000 --> 00:14:38.000]  就那段時間
[00:14:38.000 --> 00:14:41.000]  全心的專心的祈禱
[00:14:41.000 --> 00:14:44.000]  去嘗試爭取機會
[00:14:44.000 --> 00:14:46.000]  來祈禱
[00:14:46.000 --> 00:14:49.000]  不一定是不睡覺去祈禱
[00:14:49.000 --> 00:14:51.000]  當然我知道有些時候
[00:14:51.000 --> 00:14:53.000]  的確是沒有其他的可能性
[00:14:53.000 --> 00:14:54.000]  但你可能是知道
[00:14:54.000 --> 00:14:56.000]  暫時要放下身體的需要
[00:14:56.000 --> 00:14:59.000]  以至你能夠有空間去祈禱
[00:14:59.000 --> 00:15:00.000]  我感覺到香港人
[00:15:00.000 --> 00:15:01.000]  香港的基督徒
[00:15:01.000 --> 00:15:02.000]  不去祈禱
[00:15:02.000 --> 00:15:06.000]  大多數不是因為不夠時間
[00:15:06.000 --> 00:15:08.000]  你明白我的意思嗎?
[00:15:08.000 --> 00:15:10.000]  大多數基督徒不去祈禱
[00:15:10.000 --> 00:15:12.000]  不是因為沒有時間
[00:15:12.000 --> 00:15:13.000]  你只要問他
[00:15:13.000 --> 00:15:18.000]  你每天上網用了多少時間?
[00:15:18.000 --> 00:15:19.000]  你只要問他
[00:15:19.000 --> 00:15:21.000]  你每天用了多少時間看電視?
[00:15:21.000 --> 00:15:23.000]  你就會發現他有時間看電視
[00:15:23.000 --> 00:15:25.000]  有時間上網
[00:15:25.000 --> 00:15:28.000]  但沒有時間祈禱
[00:15:28.000 --> 00:15:30.000]  香港有很多研究發現
[00:15:30.000 --> 00:15:33.000]  香港人現在的忙碌情況很厲害
[00:15:33.000 --> 00:15:34.000]  不過同時
[00:15:34.000 --> 00:15:37.000]  娛樂事業發展得非常快
[00:15:37.000 --> 00:15:39.000]  很多人用很多時間娛樂
[00:15:39.000 --> 00:15:41.000]  我不是反對娛樂
[00:15:41.000 --> 00:15:43.000]  但我想說的就是
[00:15:43.000 --> 00:15:46.000]  當你真的意識到自己需要
[00:15:46.000 --> 00:15:50.000]  你會找到時間祈禱
[00:15:50.000 --> 00:15:54.000]  因此常常留心自己生命的情況
[00:15:54.000 --> 00:15:56.000]  有時候我回想
[00:15:56.000 --> 00:15:58.000]  香港的忙碌情況
[00:15:58.000 --> 00:16:01.000]  有些像是高速汽車
[00:16:01.000 --> 00:16:03.000]  一些跑車
[00:16:03.000 --> 00:16:05.000]  一邊跑一邊跑的時候
[00:16:05.000 --> 00:16:07.000]  越駛越快
[00:16:07.000 --> 00:16:10.000]  到了一個很危險的狀況
[00:16:10.000 --> 00:16:11.000]  我曾經說過
[00:16:11.000 --> 00:16:13.000]  我自己過去學駕駛的時候
[00:16:13.000 --> 00:16:15.000]  我記得有一次
[00:16:15.000 --> 00:16:17.000]  師父帶我去一個
[00:16:17.000 --> 00:16:20.000]  小小斜坡的路
[00:16:20.000 --> 00:16:22.000]  一邊駕駛的時候
[00:16:22.000 --> 00:16:23.000]  我當時想著
[00:16:23.000 --> 00:16:24.000]  下到斜坡底
[00:16:24.000 --> 00:16:26.000]  師父就會叫我轉右邊
