
[00:00:00.000 --> 00:00:02.400]  我們這個季度一直在說
[00:02:02.700 --> 00:02:04.400]  很多你持守在真理
[00:02:04.400 --> 00:02:06.400]  很多這個世界的人
[00:02:06.400 --> 00:02:09.300]  未必會很接受很喜歡
[00:02:09.300 --> 00:02:10.600]  其實我們也不需要出奇
[00:02:10.600 --> 00:02:13.200]  如果你記得《約翰福音》第一章提到
[00:02:13.200 --> 00:02:14.400]  聖經就說
[00:02:14.400 --> 00:02:16.800]  光來到世間
[00:02:16.800 --> 00:02:18.900]  光照作黑暗裡
[00:02:18.900 --> 00:02:24.200]  黑暗卻不接受光
[00:02:24.200 --> 00:02:25.500]  聖經又提到
[00:02:25.500 --> 00:02:28.200]  當主耶穌來到自己的地方來
[00:02:28.200 --> 00:02:29.800]  這個世界是祂所創造的
[00:02:29.800 --> 00:02:32.200]  當然是屬於祂自己的地方
[00:02:32.200 --> 00:02:33.500]  來到自己的地方來
[00:02:33.500 --> 00:02:37.400]  自己的人卻不接待祂
[00:02:37.400 --> 00:02:38.300]  但是接著聖經說
[00:02:38.300 --> 00:02:41.800]  「凡接待他的,就是信他名的人
[00:02:41.800 --> 00:02:46.600]  他就賜他們權柄,作為神的兒女」
[00:02:46.600 --> 00:02:47.600]  所以你和我
[00:02:47.600 --> 00:02:49.400]  當你堅守真理的時候
[00:02:49.400 --> 00:02:51.300]  不被世界所接受
[00:02:51.300 --> 00:02:53.300]  是一件不值得出奇的事情
[00:02:53.300 --> 00:02:55.200]  因為我們的主耶穌
[00:02:55.200 --> 00:02:57.600]  也同樣這樣經歷
[00:02:57.600 --> 00:02:59.800]  但是當我們這樣經歷的時候
[00:02:59.800 --> 00:03:01.500]  我們需要常常思想
[00:03:01.500 --> 00:03:03.700]  如何能夠靠著神的幫助
[00:03:03.700 --> 00:03:06.700]  讓我們的生命持守著真理
[00:03:06.700 --> 00:03:09.800]  因此聖經在這方面多處提醒我們
[00:03:09.800 --> 00:03:11.500]  我們要一起思想
[00:03:11.500 --> 00:03:12.900]  如何靠著聖靈
[00:03:12.900 --> 00:03:14.900]  持守著生命的真理
[00:03:14.900 --> 00:03:16.000]  大家打開聖經
[00:03:16.000 --> 00:03:21.300]  提摩太后書
[00:03:21.300 --> 00:03:22.500]  剛才讀的經文
[00:03:22.500 --> 00:03:24.800]  首先我們看到的就是
[00:03:24.800 --> 00:03:27.100]  保羅勸告提摩太
[00:03:27.100 --> 00:03:29.000]  不需要為自己的信仰
[00:03:29.000 --> 00:03:31.500]  覺得羞恥
[00:03:31.500 --> 00:03:33.500]  有三節提及羞恥
[00:03:33.500 --> 00:03:37.500]  在第一章第八節
[00:03:37.500 --> 00:03:42.600]  「你不要以給我們的主作見證為恥」
[00:03:42.600 --> 00:03:43.400]  第二
[00:03:43.400 --> 00:03:48.400]  「也不要以我這為主被囚的為恥」
[00:03:48.400 --> 00:03:51.900]  第三到十二節
[00:03:51.900 --> 00:03:54.300]  「為這緣故我有受這些苦難
[00:03:54.300 --> 00:03:57.400]  然而我不以為恥」
[00:03:57.400 --> 00:03:58.700]  保羅勸告提摩太
[00:03:58.700 --> 00:03:59.900]  告訴他
[00:03:59.900 --> 00:04:01.200]  你不要覺得
[00:04:01.200 --> 00:04:02.900]  當你為主作見證
[00:04:02.900 --> 00:04:05.000]  不要為這個見證覺得羞辱
[00:04:05.000 --> 00:04:06.800]  覺得羞恥
[00:04:06.800 --> 00:04:07.700]  你也不要因為我
[00:04:07.700 --> 00:04:09.600]  現在因為信仰的緣故
[00:04:09.600 --> 00:04:11.300]  被拉到監牢當中
[00:04:11.300 --> 00:04:13.300]  因此覺得羞恥
[00:04:13.300 --> 00:04:15.500]  更不要因為我們要為福音的緣故
[00:04:15.500 --> 00:04:17.000]  受一些苦難
[00:04:17.000 --> 00:04:20.500]  而因此覺得羞恥
[00:04:20.500 --> 00:04:22.000]  其實大家都很明白
[00:04:22.000 --> 00:04:24.600]  這些事情應該是很光榮的事情
[00:04:24.600 --> 00:04:26.100]  是為神作見證
[00:04:26.100 --> 00:04:28.900]  榮耀的福音是很光榮的事情
[00:04:28.900 --> 00:04:31.000]  但這個世界常常把光榮
[00:04:31.000 --> 00:04:34.100]  和羞辱的事情顛倒了
[00:04:34.100 --> 00:04:35.700]  一些很值得光榮的事情
[00:04:35.700 --> 00:04:37.700]  被人認為是羞辱的
[00:04:37.700 --> 00:04:42.000]  同時也有傾轉的情形
[00:04:42.000 --> 00:04:44.900]  我記得有一次聽到一個情況
[00:04:44.900 --> 00:04:46.200]  一個中學生
[00:04:46.200 --> 00:04:47.500]  女學生
[00:04:47.500 --> 00:04:48.600]  在小息的時候
[00:04:48.600 --> 00:04:50.100]  在一間學校裏面
[00:04:50.100 --> 00:04:51.500]  和同學一路誇耀
[00:04:51.500 --> 00:04:54.600]  她自己昨晚的經歷
[00:04:54.600 --> 00:04:56.900]  她昨晚和她男朋友
[00:04:56.900 --> 00:04:59.600]  有不正常的關係
[00:04:59.600 --> 00:05:01.100]  但她覺得很光榮
[00:05:01.100 --> 00:05:02.700]  因此在同學面前
[00:05:02.700 --> 00:05:04.700]  竟然很細微地講述
[00:05:04.700 --> 00:05:07.200]  她昨晚的經歷
[00:05:07.200 --> 00:05:07.900]  在那時候
[00:05:07.900 --> 00:05:10.200]  一位女老師走到近
[00:05:10.200 --> 00:05:12.000]  一位年輕的老師
[00:05:12.000 --> 00:05:14.600]  這位同學沒有任何羞恥的感覺
[00:05:14.600 --> 00:05:17.700]  反而走過來和這位老師說
[00:05:17.700 --> 00:05:19.800]  老師 我昨晚這樣這樣
[00:05:19.800 --> 00:05:21.100]  你試過沒有
[00:05:21.100 --> 00:05:22.200]  你沒有試過
[00:05:22.200 --> 00:05:25.800]  我試過了
[00:05:25.800 --> 00:05:27.100]  當我聽到這件事的時候
[00:05:27.100 --> 00:05:27.900]  我心裏就想
[00:05:27.900 --> 00:05:29.200]  這個世代
[00:05:29.200 --> 00:05:32.000]  很多走在光明的路上的人
[00:05:32.000 --> 00:05:34.500]  覺得羞恥
[00:05:34.500 --> 00:05:36.600]  但有些走羞恥的路上的人
[00:05:36.600 --> 00:05:38.600]  覺得光榮
[00:05:38.600 --> 00:05:41.700]  是一個怎樣的世界呢?
[00:05:41.700 --> 00:05:42.800]  但作為教徒
[00:05:42.800 --> 00:05:45.200]  我們心裏體會到
[00:05:45.200 --> 00:05:48.400]  這位主耶穌帶給我們的光榮
[00:05:48.400 --> 00:05:51.300]  未必即時被人察覺到
[00:05:51.300 --> 00:05:52.700]  但你知道
[00:05:52.700 --> 00:05:54.100]  你所信的福音
[00:05:54.100 --> 00:05:55.900]  是永恆的真理
[00:05:55.900 --> 00:05:57.300]  所以你知道
[00:05:57.300 --> 00:06:00.300]  你不需要為自己所信的信仰
[00:06:00.300 --> 00:06:02.200]  覺得任何羞恥
[00:06:02.200 --> 00:06:05.200]  不需要被人影響了你內心的感受
[00:06:05.200 --> 00:06:06.300]  因為你知道
[00:06:06.300 --> 00:06:09.500]  你所信的是光明的道
[00:06:09.500 --> 00:06:11.000]  為何不需要覺得羞恥呢?
[00:06:11.000 --> 00:06:14.300]  聖經有幾方面提到原因在哪裏
[00:06:14.300 --> 00:06:18.000]  你再看回十二節
[00:06:18.000 --> 00:06:21.000]  「為者緣故我也受者些苦難
[00:06:21.000 --> 00:06:23.100]  然而我不以為此
[00:06:23.100 --> 00:06:26.000]  因為知道我所信的是誰
[00:06:26.000 --> 00:06:31.300]  也深信他能保存我所交付他的」
[00:06:31.300 --> 00:06:31.900]  很清楚
[00:06:31.900 --> 00:06:34.700]  保羅說我知道我所信的是誰
[00:06:34.700 --> 00:06:37.900]  大家留意不是說他知道他所信的是
[00:06:37.900 --> 00:06:39.500]  甚麼教條
[00:06:39.500 --> 00:06:41.100]  甚麼理論
[00:06:41.100 --> 00:06:43.400]  不是這些教條
[00:06:43.400 --> 00:06:47.000]  而是哪一位真實的上帝
[00:06:47.000 --> 00:06:48.100]  是他認識的
[00:06:48.100 --> 00:06:49.700]  是他經歷過的
[00:06:49.700 --> 00:06:50.900]  這位上帝
[00:06:50.900 --> 00:06:54.100]  他說我知道是哪一位
[00:06:54.100 --> 00:06:56.100]  如果大家記得在提摩提後書第一章
[00:06:56.100 --> 00:06:56.900]  我們不需要翻
[00:06:56.900 --> 00:07:00.300]  看到保羅說他面對很大的壓力
[00:07:00.300 --> 00:07:02.600]  你不靈能性
[00:07:02.600 --> 00:07:05.400]  甚至連活命的指望都沒有
[00:07:05.400 --> 00:07:07.200]  差不多要死了
[00:07:07.200 --> 00:07:09.800]  在那時候他全心的依靠神
[00:07:09.800 --> 00:07:12.800]  他就經歷到他以前曾經拯救我
[00:07:12.800 --> 00:07:14.000]  現在拯救我
[00:07:14.000 --> 00:07:16.600]  將來他會繼續拯救我
[00:07:16.600 --> 00:07:17.700]  在保羅一生當中
[00:07:17.700 --> 00:07:20.600]  經歷了神很真實對他的拯救
[00:07:20.600 --> 00:07:23.400]  因此這位上帝不是抽象的
[00:07:23.400 --> 00:07:25.800]  是每天與他同行
[00:07:25.800 --> 00:07:29.800]  因此他說我知道我所信的是誰
[00:07:29.800 --> 00:07:30.800]  我們中間的弟兄姊妹
[00:07:30.800 --> 00:07:33.400]  很多人曾經經歷過神的真實
[00:07:33.400 --> 00:07:35.000]  很多弟兄姊妹告訴我
[00:07:35.000 --> 00:07:38.800]  你們的經歷給了我很多幫助
[00:07:38.800 --> 00:07:41.000]  一位姐妹當她剛受浸後
[00:07:41.000 --> 00:07:42.400]  跟我們分享
[00:07:42.400 --> 00:07:45.600]  她說她以前工作壓力很大
[00:07:45.600 --> 00:07:47.400]  每個星期起碼兩三個晚上
[00:07:47.400 --> 00:07:50.600]  要吃安眠藥才能睡覺
[00:07:50.600 --> 00:07:52.400]  但當我信主之後
[00:07:52.400 --> 00:07:54.600]  神給她一種很特別的平安
[00:07:54.600 --> 00:07:56.200]  她說從此之後
[00:07:56.200 --> 00:07:58.600]  不用吃安眠藥就能睡覺
[00:07:58.600 --> 00:08:01.600]  她的內心很安寧地睡覺
[00:08:01.600 --> 00:08:04.400]  因為將自己的難處交託給神
[00:08:04.400 --> 00:08:07.400]  她說她弟弟以前脾氣暴躁
[00:08:07.400 --> 00:08:11.400]  信主之後整個人改變了
[00:08:11.400 --> 00:08:15.200]  媽媽看到她兩個的子女
[00:08:15.200 --> 00:08:16.400]  這麼大的改變
[00:08:16.400 --> 00:08:19.400]  因此很開心他們讀聖經回教會
[00:08:19.400 --> 00:08:22.000]  晚上她沒有讀聖經的時候
[00:08:22.000 --> 00:08:24.200]  這位未信主的媽媽告訴她
[00:08:24.200 --> 00:08:28.000]  今晚讀聖經了嗎?
[00:08:28.000 --> 00:08:30.200]  人經歷過神的真實的時候
[00:08:30.200 --> 00:08:32.200]  就可以很清楚地告訴自己
[00:08:32.200 --> 00:08:35.200]  我知我所信的是誰
[00:08:35.200 --> 00:08:37.000]  因此不擔心
[00:08:37.000 --> 00:08:39.200]  也不怕別人怎樣看自己
[00:08:39.200 --> 00:08:41.000]  沒有任何羞辱的感覺
[00:08:41.000 --> 00:08:46.000]  只知道神將祂真實的恩典賜給自己
[00:08:46.000 --> 00:08:47.000]  保羅更加說
[00:08:47.000 --> 00:08:52.200]  也深信祂能保存我所交付祂的
[00:08:52.200 --> 00:08:54.000]  祂的生命 祂的工作
[00:08:54.000 --> 00:08:57.000]  祂的榮辱全部交託給神
[00:08:57.000 --> 00:09:01.600]  知道這位上帝能夠保守著祂
[00:09:01.600 --> 00:09:03.000]  第二方面 保羅提到
[00:09:03.000 --> 00:09:04.400]  不需要受到羞恥的
[00:09:04.400 --> 00:09:06.600]  不需要感覺有羞辱的
[00:09:06.600 --> 00:09:11.000]  在第一章第十節
[00:09:11.000 --> 00:09:12.400]  在中間一句話說
[00:09:12.400 --> 00:09:14.600]  「祂已經把死廢去
[00:09:14.600 --> 00:09:15.800]  藉著福音
[00:09:15.800 --> 00:09:20.000]  將不能壞的生命彰顯出來」
[00:09:20.000 --> 00:09:22.400]  因為主耶穌賜給我們的福音
[00:09:22.400 --> 00:09:24.800]  是創作一個永恆的生命
[00:09:24.800 --> 00:09:26.600]  不能夠扭壞的生命
[00:09:26.600 --> 00:09:27.600]  藉著福音
[00:09:27.600 --> 00:09:32.000]  將不能壞的生命彰顯出來
[00:09:32.000 --> 00:09:34.200]  我有機會前一陣子看一個畫展
[00:09:34.200 --> 00:09:35.400]  看到一些油畫
[00:09:35.400 --> 00:09:37.400]  其中一幅油畫比較深刻
[00:09:37.400 --> 00:09:41.200]  這幅油畫畫了一個很老的老翁
[00:09:41.200 --> 00:09:47.400]  這個老翁的衣服是很殘舊殘破
[00:09:47.400 --> 00:09:50.000]  他的身軀好像很淪蕩
[00:09:50.000 --> 00:09:52.600]  很多很瘦很瘦的情況
[00:09:52.600 --> 00:09:56.600]  他滿頭的白髮也有白鬍鬚
[00:09:56.600 --> 00:09:58.000]  彎曲著的身體
[00:09:58.000 --> 00:10:00.600]  是一個很低沉的狀況
[00:10:00.600 --> 00:10:03.000]  下面的提詞寫著什麼呢
[00:10:03.000 --> 00:10:06.600]  寫著「Past Glory」
[00:10:06.600 --> 00:10:09.000]  是過去了的榮耀
[00:10:09.000 --> 00:10:10.200]  或者這位先生
[00:10:10.200 --> 00:10:12.800]  過去曾經有很光明的過去
[00:10:12.800 --> 00:10:16.800]  但是現在的光明似乎都過去了
[00:10:16.800 --> 00:10:17.600]  當我看的時候
[00:10:17.600 --> 00:10:19.400]  我就想了很多事情
[00:10:19.400 --> 00:10:20.400]  我心裡就想
[00:10:20.400 --> 00:10:22.800]  沒錯 人的Glory 人的榮耀
[00:10:22.800 --> 00:10:24.600]  可以很快的過去
[00:10:24.600 --> 00:10:26.200]  但是在神的裡面
[00:10:26.200 --> 00:10:29.600]  神將那個永恆的不扭曲的生命
[00:10:29.600 --> 00:10:31.800]  賜給我們
[00:10:31.800 --> 00:10:33.000]  在我們生命當中
[00:10:33.000 --> 00:10:35.600]  有不扭曲的生命
[00:10:35.600 --> 00:10:37.200]  接著我就想了一句
[00:10:37.200 --> 00:10:39.200]  我當然不敢寫上去
[00:10:39.200 --> 00:10:41.800]  自己的心就想
[00:10:41.800 --> 00:10:46.200]  Into greater glory
[00:10:46.200 --> 00:10:50.000]  Life, eternal life in Christ
[00:10:50.000 --> 00:10:52.600]  進入一個更大的榮耀裡面
[00:10:52.600 --> 00:10:53.600]  這個榮耀就是
[00:10:53.600 --> 00:10:55.000]  在基督裡面
[00:10:55.000 --> 00:10:58.000]  一個永遠的生命
[00:10:58.000 --> 00:10:58.800]  各位弟兄姊妹
[00:10:58.800 --> 00:11:00.400]  這個是非常之真實
[00:11:00.400 --> 00:11:02.400]  聖經多次強調
[00:11:02.400 --> 00:11:05.400]  福音裡面藏著不扭曲的生命
[00:11:05.400 --> 00:11:08.000]  因此當你面對一些人取笑的時候
[00:11:08.000 --> 00:11:09.600]  可能他會取笑你
[00:11:09.600 --> 00:11:10.800]  但是你自己知道
[00:11:10.800 --> 00:11:12.600]  你所領受的福音
[00:11:12.600 --> 00:11:14.200]  所領受的真理
[00:11:14.200 --> 00:11:17.200]  是藏著不扭曲的生命
[00:11:17.200 --> 00:11:20.000]  你在當中要感謝神
[00:11:20.000 --> 00:11:20.800]  第三再看
[00:11:20.800 --> 00:11:22.800]  我們去到第二章第九節
[00:11:22.800 --> 00:11:26.800]  普羅重覆說他所受的苦
[00:11:26.800 --> 00:11:29.200]  二章九節
[00:11:29.200 --> 00:11:31.000]  我為這福音受苦難
[00:11:31.000 --> 00:11:32.400]  甚至被捆綁
[00:11:32.400 --> 00:11:33.800]  像犯人一樣
[00:11:33.800 --> 00:11:37.200]  然而神的道不被捆綁
[00:11:37.200 --> 00:11:38.600]  沒錯 普羅在當時
[00:11:38.600 --> 00:11:42.200]  溫慾福音被抓去坐牢
[00:11:42.200 --> 00:11:43.800]  但是他知道神的道
[00:11:43.800 --> 00:11:47.800]  不因為他坐牢而受到捆綁
[00:11:47.800 --> 00:11:48.800]  他被捆綁
[00:11:48.800 --> 00:11:51.000]  但是神的道不會被捆綁
[00:11:51.000 --> 00:11:53.600]  他可以很放心面對一切
[00:11:53.600 --> 00:11:57.800]  沒有任何羞辱的感覺
[00:11:57.800 --> 00:12:00.200]  我不知道大家有些時候會感覺怎樣
[00:12:00.200 --> 00:12:01.000]  當你自己
[00:12:01.000 --> 00:12:03.000]  可能某些日子
[00:12:03.000 --> 00:12:06.200]  可能事業比較有困難
[00:12:06.200 --> 00:12:07.800]  身體又軟弱的時候
[00:12:07.800 --> 00:12:08.800]  甚至你覺得
[00:12:08.800 --> 00:12:10.200]  我這樣說自己的基督徒
[00:12:10.200 --> 00:12:12.600]  好像很沒面子
[00:12:12.600 --> 00:12:14.200]  不需要介意你自己的軟弱
[00:12:14.200 --> 00:12:15.600]  縱使你多麼軟弱
[00:12:15.600 --> 00:12:19.200]  神的道不因為你的軟弱而受捆綁
[00:12:19.200 --> 00:12:20.000]  甚至很多時候
[00:12:20.000 --> 00:12:20.800]  出乎你意料
[00:12:20.800 --> 00:12:21.800]  在軟弱當中
[00:12:21.800 --> 00:12:24.600]  神的能力彰顯出來
[00:12:24.600 --> 00:12:26.000]  我早前看到一個見證
[00:12:26.000 --> 00:12:26.800]  心中很感動
[00:12:26.800 --> 00:12:28.400]  跟大家分享
[00:12:28.400 --> 00:12:29.400]  這篇見證說到
[00:12:29.400 --> 00:12:30.800]  一對宣教士夫婦
[00:12:30.800 --> 00:12:33.600]  去到一個很落後的部族傳福音
[00:12:33.600 --> 00:12:35.800]  但是部族人士不接受他們
[00:12:35.800 --> 00:12:37.200]  一直排斥他們
[00:12:37.200 --> 00:12:39.000]  去到他們部族的邊緣
[00:12:39.000 --> 00:12:42.000]  一個小屋讓他們住在那裡
[00:12:42.000 --> 00:12:43.800]  他們沒有機會接觸當地的人
[00:12:43.800 --> 00:12:46.200]  很多年都沒有機會接觸到
[00:12:46.200 --> 00:12:47.800]  後來因為糧食的問題
[00:12:47.800 --> 00:12:49.800]  村裡的人
[00:12:49.800 --> 00:12:51.600]  都容許一個少年人
[00:12:51.600 --> 00:12:53.800]  去賣一些食物給他們
[00:12:53.800 --> 00:12:56.800]  唯一是一個人接觸到他們
[00:12:56.800 --> 00:12:59.000]  這對夫婦感謝神
[00:12:59.000 --> 00:13:00.600]  給他們機會接觸一個少年人
[00:13:00.600 --> 00:13:03.200]  一直幫助少年人認識耶穌
[00:13:03.200 --> 00:13:05.000]  後來他們相信了
[00:13:05.000 --> 00:13:07.000]  但是因為生活上太艱難
[00:13:07.000 --> 00:13:09.400]  當這位太太懷孕之後
[00:13:09.400 --> 00:13:10.800]  當她生了嬰兒
[00:13:10.800 --> 00:13:13.800]  就死在村莊裡
[00:13:13.800 --> 00:13:16.200]  這位父親抱著一個嬰孩
[00:13:16.200 --> 00:13:17.800]  灰心喪志
[00:13:17.800 --> 00:13:20.400]  他就決心回到自己的國家
[00:13:20.400 --> 00:13:21.800]  而且回到國家之後
[00:13:21.800 --> 00:13:24.600]  他從此不再回教會
[00:13:24.600 --> 00:13:27.200]  因為他覺得這位神虧待了他
[00:13:27.200 --> 00:13:29.800]  讓他太太死在異鄉
[00:13:29.800 --> 00:13:31.400]  後來這女兒就一直長大
[00:13:31.400 --> 00:13:32.200]  很多年之後
[00:13:32.200 --> 00:13:34.000]  這女兒長大成人
[00:13:34.000 --> 00:13:35.200]  自己已經結婚
[00:13:35.200 --> 00:13:37.400]  有一次參加一個宣教大會
[00:13:37.400 --> 00:13:41.200]  聽到一位主教來到港島
[00:13:41.200 --> 00:13:44.800]  這位主教說到他在哪個地方成長
[00:13:44.800 --> 00:13:48.600]  說到他的部落當中很多人信主
[00:13:48.600 --> 00:13:49.800]  當他聽到名字的時候
[00:13:49.800 --> 00:13:52.600]  好像他媽媽以前去的那個地方
[00:13:52.600 --> 00:13:55.800]  聚會之後出去和這位牧者聊天
[00:13:55.800 --> 00:13:57.400]  一聊的時候
[00:13:57.400 --> 00:14:00.200]  這位牧者本來沒有什麼精神
[00:14:00.200 --> 00:14:01.200]  一講到那裡的時候
[00:14:01.200 --> 00:14:03.000]  整個人完全不同
[00:14:03.000 --> 00:14:04.800]  很興奮地說
[00:14:04.800 --> 00:14:09.400]  「對了 你媽媽就是帶我信主了」
[00:14:09.400 --> 00:14:11.800]  這位姐妹不太明白
[00:14:11.800 --> 00:14:15.800]  「我就是送食物給她的少年」
[00:14:15.800 --> 00:14:17.000]  「很多年之前」
[00:14:17.000 --> 00:14:19.000]  「你的媽媽帶你我信主」
[00:14:19.000 --> 00:14:20.400]  「我回到自己的家庭」
[00:14:20.400 --> 00:14:22.400]  「我帶了我全家人信主」
[00:14:22.400 --> 00:14:24.800]  「後來我村莊裡面很多人信主」
[00:14:24.800 --> 00:14:26.600]  「今天我們這個地區」
[00:14:26.600 --> 00:14:29.600]  「有超過五十萬人信主」
[00:14:29.600 --> 00:14:30.200]  「我感恩神」
[00:14:30.200 --> 00:14:32.400]  「今天我是他們中間的主教」
[00:14:32.400 --> 00:14:36.400]  「帶領整個地區的教會」
[00:14:36.400 --> 00:14:38.200]  當我看的時候
[00:14:38.200 --> 00:14:41.600]  我心裡有一點震動
[00:14:41.600 --> 00:14:45.600]  後來這個消息傳回給
[00:14:45.600 --> 00:14:48.600]  以前做宣教士的弟兄知道
[00:14:48.600 --> 00:14:51.800]  這位宣教士腦淚縱橫
[00:14:51.800 --> 00:14:55.200]  他就再次回到神的面前
[00:14:55.200 --> 00:14:56.400]  人被捆綁
[00:14:56.400 --> 00:14:58.800]  但是福音不會被捆綁
[00:14:58.800 --> 00:14:59.800]  在國內
[00:14:59.800 --> 00:15:01.600]  當國內轉變的時候
[00:15:01.600 --> 00:15:03.000]  1949年
[00:15:03.000 --> 00:15:05.600]  宣教士被趕逐離開中國
[00:15:05.600 --> 00:15:06.600]  有人以為從此之後
[00:15:06.600 --> 00:15:09.200]  教會要消滅了
[00:15:09.200 --> 00:15:10.200]  但是從那個時候
[00:15:10.200 --> 00:15:11.800]  一直到今天
[00:15:11.800 --> 00:15:15.800]  教會是幾十倍地增長
[00:15:15.800 --> 00:15:19.600]  沒有人可以壓制福音的能力
[00:15:19.600 --> 00:15:22.200]  因為福音本來是神的大能
[00:15:22.200 --> 00:15:24.200]  在人被捆綁的時候
[00:15:24.200 --> 00:15:26.200]  仍然不被捆綁
[00:15:26.200 --> 00:15:27.600]  因此你們我可以放膽
[00:15:27.600 --> 00:15:29.200]  不需要覺得羞恥
[00:15:29.200 --> 00:15:32.200]  在當中領受這位偉大的上帝
[00:15:32.200 --> 00:15:34.200]  給我們的恩惠
[00:15:34.200 --> 00:15:36.800]  我們再看下面的經文
[00:15:36.800 --> 00:15:38.200]  在聖經跟著的第一章
[00:15:38.200 --> 00:15:40.000]  第十三節提到
[00:15:40.000 --> 00:15:43.200]  不單止我們不需要羞恥
[00:15:43.200 --> 00:15:45.600]  更加在第十三節說
[00:15:45.600 --> 00:15:49.200]  你從我聽的那純正話語的規模
[00:15:49.200 --> 00:15:52.800]  要用在基督耶穌裡的信心和愛心
[00:15:52.800 --> 00:15:55.600]  常常地守住
[00:15:55.600 --> 00:15:56.800]  領受了真道之後
[00:15:56.800 --> 00:15:58.800]  不單止投入記憶
[00:15:58.800 --> 00:16:02.200]  更加是自己以信心和愛心
[00:16:02.200 --> 00:16:04.800]  去守住真道
[00:16:04.800 --> 00:16:06.200]  大家會留意到
[00:16:06.200 --> 00:16:08.000]  聖經的福音書
[00:16:08.000 --> 00:16:08.800]  到最後的時候
[00:16:08.800 --> 00:16:11.200]  提到末世的情況
[00:16:11.200 --> 00:16:12.800]  常常提到在末世的時候
[00:16:12.800 --> 00:16:13.800]  很多人會跌倒
[00:16:13.800 --> 00:16:15.400]  說是基督徒
[00:16:15.400 --> 00:16:16.400]  然後說到很多基督徒
[00:16:16.400 --> 00:16:19.200]  他們彼此間互相的恨惡
[00:16:19.200 --> 00:16:20.800]  互相的陷害
[00:16:20.800 --> 00:16:23.200]  很多很多不法的事情發生
[00:16:23.200 --> 00:16:24.200]  聖經就說
[00:16:24.200 --> 00:16:25.200]  很多人的愛心
[00:16:25.200 --> 00:16:28.200]  就漸漸地冷淡了
[00:16:28.200 --> 00:16:29.800]  環境影響了我們
