
[00:00:00.000 --> 00:00:02.340]  上一節課我們總結了
[00:02:21.840 --> 00:02:26.240]  希以諾一書不屬於聖經正典
[00:02:26.240 --> 00:02:29.240]  好 我們看看聖經到底是什麼?
[00:02:29.240 --> 00:02:32.540]  我們說聖經乃是第二重道
[00:02:32.540 --> 00:02:39.240]  是對於道的種種的見證、記錄、傳遞
[00:02:39.240 --> 00:02:44.240]  那麼聖經這一重道對我們意味著什麼呢?
[00:02:44.240 --> 00:02:48.040]  常常有人說他們被聖靈感動
[00:02:48.040 --> 00:02:50.140]  懂得了某些知識
[00:02:50.140 --> 00:02:52.040]  所以要做出某些事件
[00:02:52.040 --> 00:02:55.040]  這種說法有沒有一定道理呢?
[00:02:55.040 --> 00:02:57.640]  我們來從今天的聖經論的話
[00:02:57.640 --> 00:03:01.740]  我們來看看我們到底怎麼樣去理解聖經
[00:03:01.740 --> 00:03:04.040]  好 首先一個問題是
[00:03:04.040 --> 00:03:10.240]  請問這兩根箭頭合起來有多長呢?
[00:03:10.240 --> 00:03:11.940]  可能你會跟我說
[00:03:11.940 --> 00:03:13.540]  這怎麼能看得出來?
[00:03:13.540 --> 00:03:16.040]  我又沒有尺
[00:03:16.040 --> 00:03:17.340]  沒錯
[00:03:17.340 --> 00:03:19.440]  沒有尺子就沒有標準
[00:03:19.440 --> 00:03:22.840]  沒有標準就會留於主觀
[00:03:22.840 --> 00:03:26.040]  度、量、衡是這樣
[00:03:26.040 --> 00:03:28.540]  信仰和道德也是這樣
[00:03:28.540 --> 00:03:30.440]  沒有一定的標準的話
[00:03:30.440 --> 00:03:36.240]  信仰和道德都會留於自己主觀的一些判斷或者想像
[00:03:36.240 --> 00:03:39.740]  都是說我覺得、我認為
[00:03:39.740 --> 00:03:42.440]  但是你覺得、你認為
[00:03:42.440 --> 00:03:47.440]  就為什麼一定是真理、是客觀的、是正確的或者準確的呢?
[00:03:47.440 --> 00:03:50.740]  那你必須要有標準
[00:03:50.740 --> 00:03:53.340]  所以我們看一下怎麼來理解
[00:03:53.340 --> 00:03:57.940]  什麼是標準、什麼是正確的或者準確的呢?
[00:03:57.940 --> 00:03:59.440]  以下有幾種說法
[00:03:59.440 --> 00:04:01.640]  你看看有沒有什麼漏洞
[00:04:01.640 --> 00:04:03.240]  第一種說法是
[00:04:03.240 --> 00:04:06.540]  大多數人以為對的便是對的
[00:04:06.540 --> 00:04:11.940]  大多數人以為錯的便是錯的
[00:04:11.940 --> 00:04:16.540]  很明顯 不一定
[00:04:16.540 --> 00:04:20.140]  大多數人也有可能會犯錯
[00:04:20.140 --> 00:04:21.640]  第二種的話
[00:04:21.640 --> 00:04:23.640]  人的良心知道對錯
[00:04:23.640 --> 00:04:27.540]  只要對得住良心就是對的
[00:04:27.540 --> 00:04:28.740]  那也不一定
[00:04:28.740 --> 00:04:32.340]  如果他良心被狗吃了呢?
[00:04:32.340 --> 00:04:35.740]  如果他良心被蒙蔽了呢?
[00:04:35.740 --> 00:04:38.740]  那很難說
[00:04:38.740 --> 00:04:40.440]  第三條
[00:04:40.440 --> 00:04:46.840]  世上沒有絕對對錯 一切都是相對的
[00:04:46.840 --> 00:04:52.140]  這句話是最具有蒙蔽性的了
[00:04:52.140 --> 00:04:53.140]  為什麼呢?
[00:04:53.140 --> 00:04:57.440]  因為如果世上沒有絕對對錯 一切都是相對的
[00:04:57.440 --> 00:05:01.240]  那這句話本身是絕對的呢?
[00:05:01.240 --> 00:05:03.440]  還是相對的呢?
[00:05:03.440 --> 00:05:06.640]  如果說這句話是絕對對的話
[00:05:06.640 --> 00:05:11.240]  那就世上就沒有說一切都是相對的了
[00:05:11.240 --> 00:05:15.040]  所以這句話不可靠 成為不了標準
[00:05:15.040 --> 00:05:16.840]  還有一種說法說是
[00:05:16.840 --> 00:05:20.040]  科學說是對的就是對的
[00:05:20.040 --> 00:05:21.640]  問題在於我們發現
[00:05:21.640 --> 00:05:29.640]  從古至今 科學的定律不斷在改變當中
[00:05:29.640 --> 00:05:32.840]  還有一個有趣的例子
[00:05:32.840 --> 00:05:34.540]  史密斯先生的話呢
[00:05:34.540 --> 00:05:36.140]  一位大科學家
[00:05:36.140 --> 00:05:38.940]  他是因為電子的理論
[00:05:38.940 --> 00:05:41.040]  他說這個電子的內部呢
[00:05:41.040 --> 00:05:42.440]  原子的理論
[00:05:42.440 --> 00:05:43.840]  原子的內部的話呢
[00:05:43.840 --> 00:05:45.640]  就像一個棗糕一樣的
[00:05:45.640 --> 00:05:49.440]  這種模型他獲得了諾貝爾物理學獎
[00:05:49.440 --> 00:05:50.540]  過了幾十年之後
[00:05:50.540 --> 00:05:53.240]  他的兒子小史密斯的話呢
[00:05:53.240 --> 00:05:56.440]  他說原子內部是空的
[00:05:56.440 --> 00:05:58.040]  有電子在運行
[00:05:58.040 --> 00:06:01.440]  他因為他的原子模型的話呢
[00:06:01.440 --> 00:06:03.240]  得了諾貝爾物理學獎
[00:06:03.240 --> 00:06:05.340]  推翻了他父親的講法
[00:06:05.340 --> 00:06:06.740]  所以我們發現
[00:06:06.740 --> 00:06:10.540]  所謂的科學理論也是在不斷的變化的
[00:06:10.540 --> 00:06:13.640]  所以說科學說是對的就是對的
[00:06:13.640 --> 00:06:16.540]  不一定
[00:06:16.540 --> 00:06:19.840]  那麼呢 最後一種說法是呢
[00:06:19.840 --> 00:06:25.140]  神的話才是判斷是非對錯的標準
[00:06:25.140 --> 00:06:28.940]  你認不認可呢
[00:06:28.940 --> 00:06:30.640]  那如果你認可的話
[00:06:30.640 --> 00:06:32.140]  神的話是什麼呢
[00:06:32.140 --> 00:06:34.940]  神的話就集結在聖經裡頭
[00:06:34.940 --> 00:06:35.740]  也就是說
[00:06:35.740 --> 00:06:41.140]  聖經就是我們判斷是非對錯的標準
[00:06:41.140 --> 00:06:41.840]  也就是說
[00:06:41.840 --> 00:06:43.540]  你的很多的
[00:06:43.540 --> 00:06:46.640]  你覺得你以為你相信
[00:06:46.640 --> 00:06:49.440]  都是要經過聖經的衡量
[00:06:49.440 --> 00:06:54.240]  才能確定它是否對或者錯
[00:06:54.240 --> 00:06:55.440]  在某種意義上
[00:06:55.440 --> 00:06:57.940]  聖經就成為一把尺子
[00:06:57.940 --> 00:06:59.840]  一種標準
[00:06:59.840 --> 00:07:01.940]  所以我們認識聖經
[00:07:01.940 --> 00:07:06.140]  認識聖經論是非常重要的
[00:07:06.140 --> 00:07:08.740]  那麼聖經是神的話語
[00:07:08.740 --> 00:07:10.240]  這裡提到
[00:07:10.240 --> 00:07:13.140]  提摩太后書三章十六節說到
[00:07:13.140 --> 00:07:15.740]  聖經都是神所默示的
[00:07:15.740 --> 00:07:19.040]  於教訓 督則 使人歸正
[00:07:19.040 --> 00:07:21.940]  教導人學藝都是有益的
[00:07:21.940 --> 00:07:27.340]  教屬神的人得以完全預備行各樣的善事
[00:07:27.340 --> 00:07:28.140]  他這裡提到
[00:07:28.140 --> 00:07:30.740]  聖經是神所默示的
[00:07:30.740 --> 00:07:34.240]  默示是什麼意思呢?
[00:07:34.240 --> 00:07:35.940]  好 我們看看
[00:07:35.940 --> 00:07:38.340]  對於默示的理解的話
[00:07:38.340 --> 00:07:40.640]  有不同的幾種看法
[00:07:40.640 --> 00:07:42.940]  如右邊圖所寫的
[00:07:42.940 --> 00:07:44.240]  有的人認為
[00:07:44.240 --> 00:07:48.140]  聖經默示就是默寫的意思
[00:07:48.140 --> 00:07:49.740]  也就是說
[00:07:49.740 --> 00:07:52.640]  神說一句 人寫一句
[00:07:52.640 --> 00:07:54.740]  這叫默寫
[00:07:54.740 --> 00:07:57.140]  聖經都是神所默示給人
[00:07:57.140 --> 00:07:59.640]  人默寫出來的
[00:07:59.640 --> 00:08:01.840]  是這樣子的嗎?
[00:08:01.840 --> 00:08:07.340]  那為什麼每個作者所寫的風格又會不一樣呢?
[00:08:07.340 --> 00:08:08.340]  我們發現
[00:08:08.340 --> 00:08:12.540]  聖經很多書卷的風格都不一樣
[00:08:12.540 --> 00:08:15.140]  如果這是同一個作者的話
[00:08:15.140 --> 00:08:20.340]  為什麼風格會有這麼大的差異呢?
[00:08:20.340 --> 00:08:24.940]  這是我們值得去理解的
[00:08:24.940 --> 00:08:27.540]  好 另外一種說法認為
[00:08:27.540 --> 00:08:29.540]  聖經都是神所默示的
[00:08:29.540 --> 00:08:32.240]  默示是指啟發的意思
[00:08:32.240 --> 00:08:33.740]  什麼叫啟發呢?
[00:08:33.740 --> 00:08:34.640]  就是說
[00:08:34.640 --> 00:08:38.040]  神藉著某些啟發作者
[00:08:38.040 --> 00:08:40.640]  就是啟發某些作者寫出這些話
[00:08:40.640 --> 00:08:42.940]  就好像美麗的風景
[00:08:42.940 --> 00:08:46.240]  啟發詩人寫出了美麗的詩篇
[00:08:46.240 --> 00:08:51.140]  這完全是作者個人的感受和意見
[00:08:51.140 --> 00:08:52.140]  也就是說
[00:08:52.140 --> 00:08:55.040]  神給了某些啟發給聖經的作者
[00:08:55.040 --> 00:08:57.540]  聖經的作者受了這些啟發
[00:08:57.540 --> 00:09:01.640]  表達出了他自己個人的感受和意見
[00:09:01.640 --> 00:09:04.240]  寫下了聖經
[00:09:04.240 --> 00:09:08.240]  那是不是神默示是這種意思呢?
[00:09:08.240 --> 00:09:09.340]  很明顯
[00:09:09.340 --> 00:09:13.740]  當我們說聖經 神的話是我們的標準
[00:09:13.740 --> 00:09:16.340]  是我們腳前的燈 路上的光的時候
[00:09:16.340 --> 00:09:23.740]  它就不僅僅是人的某些個人的意見或主觀感受了
[00:09:23.740 --> 00:09:26.840]  所以這種想法也不對
[00:09:26.840 --> 00:09:29.040]  那麼第三種看法
[00:09:29.040 --> 00:09:33.340]  他認為聖經是神所默示的什麼意思呢?
[00:09:33.340 --> 00:09:34.840]  默示這個字
[00:09:34.840 --> 00:09:38.340]  原文的意思是siel+neutos
[00:09:38.340 --> 00:09:41.940]  就是神的靈呼出的意思
[00:09:41.940 --> 00:09:42.740]  也就是說
[00:09:42.740 --> 00:09:44.440]  它要翻譯成準確的講法
[00:09:44.440 --> 00:09:47.940]  應該是神所呼出來的
[00:09:47.940 --> 00:09:52.640]  或者說就是神所感動出來的
[00:09:52.640 --> 00:09:55.040]  所以聖經不是默寫
[00:09:55.040 --> 00:09:57.840]  因為聖經的作者寫作的時候
[00:09:57.840 --> 00:10:00.240]  也經過了深思熟慮
[00:10:00.240 --> 00:10:02.540]  也經過了研究取材
[00:10:02.540 --> 00:10:04.340]  也有他的個人風格
[00:10:04.340 --> 00:10:06.440]  也有他的個人的感受
[00:10:06.440 --> 00:10:07.440]  很明顯
[00:10:07.440 --> 00:10:11.840]  約伯紀的感受跟詩篇的感受
[00:10:11.840 --> 00:10:19.140]  跟出埃及籍的感受是非常不一樣的
[00:10:19.140 --> 00:10:20.540]  但是我們要說
[00:10:20.540 --> 00:10:22.840]  在這個寫作過程當中
[00:10:22.840 --> 00:10:27.540]  並不僅僅是聖經作者個體的參與
[00:10:27.540 --> 00:10:29.940]  神也參與在當中
[00:10:29.940 --> 00:10:34.740]  或者說聖靈也參與在當中
[00:10:34.740 --> 00:10:37.440]  在這個寫作的過程當中
[00:10:37.440 --> 00:10:39.440]  聖靈會引導他
[00:10:39.440 --> 00:10:43.440]  所以他寫出來的就是神的話語了
[00:10:43.440 --> 00:10:46.140]  怎麼去理解聖靈引導他呢?
[00:10:46.140 --> 00:10:48.340]  其實默示這個字
[00:10:48.340 --> 00:10:51.040]  原文是有一幅圖畫的
[00:10:51.040 --> 00:10:52.440]  我曾經跟大家講過
[00:10:52.440 --> 00:10:54.440]  這幅圖畫說的什麼意思呢?
[00:10:54.440 --> 00:10:59.840]  就是一條船行走在茫茫大海上
[00:10:59.840 --> 00:11:02.540]  沒有帆 也沒有槳
[00:11:02.540 --> 00:11:05.840]  那麼它靠什麼來行動呢?
[00:11:05.840 --> 00:11:08.040]  它是靠海浪的推動
[00:11:08.040 --> 00:11:09.640]  風的吹動
[00:11:09.640 --> 00:11:10.840]  所以我們常常說
[00:11:10.840 --> 00:11:12.940]  聖靈如水可以潔淨
[00:11:12.940 --> 00:11:18.140]  聖靈如風來吹動
[00:11:18.140 --> 00:11:19.640]  當我們發現
[00:11:19.640 --> 00:11:24.640]  聖靈被水和風共同的推動的時候
[00:11:24.640 --> 00:11:29.440]  船會在這個水面上留下一條軌跡
[00:11:29.440 --> 00:11:33.640]  我們把這個軌跡叫做聖經的記錄
[00:11:33.640 --> 00:11:34.840]  但是我們發現
[00:11:34.840 --> 00:11:36.940]  如果船不同的話
[00:11:36.940 --> 00:11:40.240]  記錄下來的軌跡也會不一樣
[00:11:40.240 --> 00:11:43.940]  它是遊艇 還是大輪船 還是小帆板
[00:11:43.940 --> 00:11:46.040]  它所記錄的軌跡都不一樣
[00:11:46.040 --> 00:11:49.240]  所以每一個船不一樣的時候
[00:11:49.240 --> 00:11:51.440]  就像每一個作者不一樣的時候
[00:11:51.440 --> 00:11:55.240]  他所記錄的東西都會有風格的差異
[00:11:55.240 --> 00:11:59.040]  但是他怎麼動 他自己沒法動
[00:11:59.040 --> 00:12:03.040]  它都是靠聖靈的風和浪的推動
[00:12:03.040 --> 00:12:05.240]  所以它是聖靈的風浪
[00:12:05.240 --> 00:12:07.540]  神的風浪推動的結果
[00:12:07.540 --> 00:12:10.540]  也就是漠視出來的
[00:12:10.540 --> 00:12:14.140]  並不是人自己主觀臆想出來
[00:12:14.140 --> 00:12:17.340]  雖然每條船 每個作者不一樣
[00:12:17.340 --> 00:12:19.940]  所以造成的軌跡會有差異
[00:12:19.940 --> 00:12:22.840]  但是它最終內在的動力
[00:12:22.840 --> 00:12:27.540]  它的引導力 乃是出自於神
[00:12:27.540 --> 00:12:32.840]  好 這次我們對於聖經的神學認識
[00:12:32.840 --> 00:12:35.440]  為什麼它具有這樣權威性的話
[00:12:35.440 --> 00:12:39.040]  因為它背後的作者乃是神
[00:12:39.040 --> 00:12:42.040]  但是神在使用每一條船
[00:12:42.040 --> 00:12:44.940]  或者說神在使用每一個聖經作者
[00:12:44.940 --> 00:12:48.240]  在記錄下他的感動的時候
[00:12:48.240 --> 00:12:51.240]  他也並沒有否定或者拋棄掉
[00:12:51.240 --> 00:12:56.840]  每一個作者的風格 經驗 歷史和感受
[00:12:56.840 --> 00:12:59.440]  形成了我們的每一卷經卷
[00:12:59.440 --> 00:13:03.440]  這是聖經神學對於聖經的看法
[00:13:03.440 --> 00:13:05.940]  那麼我們想
[00:13:05.940 --> 00:13:08.940]  為什麼我們說聖經是神的話語呢?
[00:13:08.940 --> 00:13:11.340]  我們需要找出一些證據來
[00:13:11.340 --> 00:13:13.840]  一般來講的話 證據有兩種
[00:13:13.840 --> 00:13:17.940]  一種叫內證 一種叫外證
[00:13:17.940 --> 00:13:21.740]  所謂的內證就是內部的證據
[00:13:21.740 --> 00:13:26.240]  經文自己內部的證明 邏輯的證明
[00:13:26.240 --> 00:13:30.840]  外證的話就是外邊的歷史 人物
[00:13:30.840 --> 00:13:33.640]  各種材料的證明 叫外證
[00:13:33.640 --> 00:13:37.240]  我們首先來看一下內證
[00:13:37.240 --> 00:13:39.340]  彼得後書這樣講的
[00:13:39.340 --> 00:13:42.240]  一章二十節 他這樣講到
[00:13:42.240 --> 00:13:44.640]  第一要緊的 該知道
[00:13:44.640 --> 00:13:49.540]  經上所有的寓言沒有可隨私意解說的
[00:13:49.540 --> 00:13:53.240]  因為寓言從來沒有出於人意的
[00:13:53.240 --> 00:13:57.740]  乃是人被聖靈感動 說出神的話來
[00:13:57.740 --> 00:14:00.840]  他這裡明明講到經上這些記錄的話
[00:14:00.840 --> 00:14:03.040]  不是出於人自己的意思
[00:14:03.040 --> 00:14:06.040]  乃是人被聖靈感動 說出神的話來
[00:14:06.040 --> 00:14:09.540]  是神所感動保守的
[00:14:09.540 --> 00:14:13.340]  這就是一個內證
[00:14:13.340 --> 00:14:16.440]  那麼被感動這個詞 我剛剛也解釋了
[00:14:16.440 --> 00:14:19.440]  它的圖畫是船在海上的圖畫
[00:14:19.440 --> 00:14:22.640]  我們想 它這裡說明了聖經的作者
[00:14:22.640 --> 00:14:27.340]  乃是被聖靈支配引領而寫出神的話語
[00:14:27.340 --> 00:14:29.940]  所以它有自己的獨特性
[00:14:29.940 --> 00:14:33.440]  但其最終話語的力量 源泉
[00:14:33.440 --> 00:14:37.440]  是來自神的靈
[00:14:37.440 --> 00:14:42.440]  所以在新約作者引用舊約的聖經時
[00:14:42.440 --> 00:14:48.740]  往往說的是主說 或者主藉著先知所說
[00:14:48.740 --> 00:14:54.040]  而不是舊約作者說
[00:14:54.040 --> 00:14:56.240]  也就是說 很明顯
[00:14:56.240 --> 00:14:58.840]  新約的作者引用舊約聖經
[00:14:58.840 --> 00:15:04.540]  就直接地認為那是先知傳遞的神的話語
[00:15:04.540 --> 00:15:08.040]  或者是神親自說出來的話語
[00:15:08.040 --> 00:15:12.740]  而不僅僅是人的話語
[00:15:12.740 --> 00:15:16.640]  比方說 我們再看到《馬太福音》一章二十二節
[00:15:16.640 --> 00:15:19.240]  這裡寫道 這一切的成就
[00:15:19.240 --> 00:15:22.540]  是要因驗主藉先知所說的話
[00:15:22.540 --> 00:15:25.340]  《史獨行傳》一章十六節說
[00:15:25.340 --> 00:15:27.940]  弟兄們 聖靈藉大衛的口
[00:15:27.940 --> 00:15:31.740]  在聖經上預言 領人捉拿耶穌的猶大
[00:15:31.740 --> 00:15:34.740]  這話是必須因驗的
[00:15:34.740 --> 00:15:37.440]  這些種種的證據都說明
[00:15:37.440 --> 00:15:45.140]  新約的作者認為舊約就是神的話語
[00:15:45.140 --> 00:15:51.040]  這是新約對舊約的內證
[00:15:51.040 --> 00:15:55.040]  那麼你說新約證明聖經是神的話語
[00:15:55.040 --> 00:15:58.540]  那新約怎麼來證明自己是不是神的話語呢?
[00:15:58.540 --> 00:16:02.340]  我們在後面再去解說
[00:16:02.340 --> 00:16:06.240]  既然有內證的話 我們就有外證
[00:16:06.240 --> 00:16:12.740]  外證的話 之後在下一節我們再繼續解釋
[00:16:12.740 --> 00:16:14.740]  (字幕製作:貝爾)

