
[00:00:00.000 --> 00:00:10.000]  我們活在一個轉折的大時代當中
[00:03:29.000 --> 00:03:34.000]  百姓因為他們自己多方的犯罪墮落而被神要懲罰
[00:03:34.000 --> 00:03:37.000]  百姓因為他們自己多方的犯罪被神要懲罰
[00:03:37.000 --> 00:03:43.000]  所以被擄到巴比倫這個地方過一種非常艱苦的生活
[00:03:43.000 --> 00:03:46.000]  所以被擄到巴比倫這個地方過一種非常艱苦的生活
[00:03:46.000 --> 00:03:51.000]  有70年的時間在這個異邦的地方完全失去了自由
[00:03:51.000 --> 00:03:55.000]  有70年的時間在這個異邦的地方完全失去了自由
[00:03:55.000 --> 00:03:57.000]  除了哀嘆之外還有什麼可以做
[00:03:57.000 --> 00:03:59.000]  除了哀嘆還可以做什麼呢
[00:03:59.000 --> 00:04:05.000]  但神就一一興起不同的先知來鼓舞以色列百姓
[00:04:05.000 --> 00:04:09.000]  但神就興起不同的先知一一來鼓舞以色列的百姓
[00:04:09.000 --> 00:04:11.000]  其中一位就是以塞亞這位人物
[00:04:11.000 --> 00:04:13.000]  其中一位就是以塞亞
[00:04:13.000 --> 00:04:17.000]  大家知道以塞亞是王族身份的一位成員
[00:04:17.000 --> 00:04:20.000]  大家知道以塞亞是王族身份的一位成員
[00:04:20.000 --> 00:04:29.000]  他大概在主前739年在這位烏西亞王駕崩的那一年而蒙召作先知
[00:04:29.000 --> 00:04:36.000]  他大概在主前739年在這位烏西亞王駕崩的那一年而蒙召作先知
[00:04:36.000 --> 00:04:43.000]  一直服事到西西加的年代,即公元701年
[00:04:43.000 --> 00:04:47.000]  一直服事到西西加的年代,即公元701年
[00:04:47.000 --> 00:04:50.000]  直到西那基納攻陷耶路撒冷之後
[00:04:50.000 --> 00:04:58.000]  整個半個世紀以色列百姓就被擄到異邦地來過苦痛的生活
[00:04:58.000 --> 00:05:01.000]  直到西那基納攻佔了耶路撒冷之後
[00:05:01.000 --> 00:05:06.000]  他們就被俘虜過了半個世紀的流亡生活
[00:05:06.000 --> 00:05:10.000]  而以塞亞先知本身也在被擄的群體當中
[00:05:10.000 --> 00:05:13.000]  而以塞亞先知本身也在被擄的群體當中
[00:05:13.000 --> 00:05:21.000]  所以他自己也會在一種動蕩不安的處境裡面深受這種傷害
[00:05:21.000 --> 00:05:25.000]  所以在動蕩不安的處境當中他也深受傷害
[00:05:25.000 --> 00:05:33.000]  但是他在失控的環境裡面卻呼喊你要安慰安慰安慰我的百姓
[00:05:33.000 --> 00:05:38.000]  但是就在失控的環境當中他呼喊說你要安慰安慰我的百姓
[00:05:38.000 --> 00:05:42.000]  更是在紛亂不穩當的時刻裡面
[00:05:42.000 --> 00:05:48.000]  他提醒百姓你們要得力在乎平靜安穩
[00:05:48.000 --> 00:05:54.000]  在混亂不穩的時局當中他提醒百姓你們得力在乎平靜安穩
[00:05:54.000 --> 00:05:58.000]  又在生活感到多種的壓力困擾之下
[00:05:58.000 --> 00:06:02.000]  他也提醒他們說你要重新得力
[00:06:02.000 --> 00:06:08.000]  好像如瑩剪翅上藤一樣飛揚出去
[00:06:08.000 --> 00:06:10.000]  又在生活感到無比壓力之下
[00:06:10.000 --> 00:06:13.000]  他提醒百姓你們要如瑩展翅上藤
[00:06:13.000 --> 00:06:15.000]  生活要飛揚開去
[00:06:15.000 --> 00:06:17.000]  當我們面對恐懼
[00:06:17.000 --> 00:06:19.000]  好像今天早上萊特穆斯所說
[00:06:19.000 --> 00:06:24.000]  沮喪的時候神應他說你不要害怕
[00:06:24.000 --> 00:06:28.000]  當我們沮喪的時候像今早萊特穆斯所說的那種情況
[00:06:28.000 --> 00:06:30.000]  他又說你們不要害怕
[00:06:30.000 --> 00:06:35.000]  因為我必救贖你
[00:06:35.000 --> 00:06:40.000]  因為你雖然經過水火
[00:06:40.000 --> 00:06:45.000]  但是我必與你同在
[00:06:45.000 --> 00:06:48.000]  這些都是先知安慰的說話
[00:06:48.000 --> 00:06:51.000]  這些都是先知安慰之言
[00:06:51.000 --> 00:06:55.000]  又是一個虛假是非黑白失去公義的世代裡面
[00:06:55.000 --> 00:06:57.000]  先知這樣的呼籲
[00:06:57.000 --> 00:07:01.000]  在一個虛假是非黑白不分的這樣的世代當中
[00:07:01.000 --> 00:07:02.000]  先知呼喊說
[00:07:02.000 --> 00:07:06.000]  諸天要如雨傾盆下降
[00:07:06.000 --> 00:07:07.000]  雲要降下
[00:07:07.000 --> 00:07:10.000]  公義定要裂開
[00:07:10.000 --> 00:07:12.000]  諸天要如雨傾盆而降
[00:07:12.000 --> 00:07:13.000]  需要降下
[00:07:13.000 --> 00:07:14.000]  公義定要裂開
[00:07:14.000 --> 00:07:16.000]  救恩湧出
[00:07:16.000 --> 00:07:21.000]  使公義能夠一同的滋長
[00:07:21.000 --> 00:07:24.000]  這個都是耶和華親口說的話
[00:07:24.000 --> 00:07:27.000]  這些都是耶和華親口說的話
[00:07:27.000 --> 00:07:36.000]  而且公義能力唯獨在乎耶和華
[00:07:36.000 --> 00:07:41.000]  這個是不是應該就是我們應該聽清楚神恩言的宣告呢?
[00:07:41.000 --> 00:07:45.000]  這是否就是我們應該聽清楚來自神恩言的宣告呢?
[00:07:45.000 --> 00:07:50.000]  這個宣告就出現在《儀剎書》40到48章這個段落裡面
[00:07:50.000 --> 00:07:55.000]  這些宣告出現在《儀剎書》40到48章這個段落當中
[00:07:55.000 --> 00:07:57.000]  大家知道儀剎分成兩個部分
[00:07:57.000 --> 00:08:00.000]  1到39然後40到66
[00:08:00.000 --> 00:08:02.000]  大家知道《儀剎書》分成兩個部分
[00:08:02.000 --> 00:08:06.000]  第一章到39章然後40到66章
[00:08:06.000 --> 00:08:11.000]  後面這一部40到66章是以曠野的呼喊來開始
[00:08:11.000 --> 00:08:15.000]  40到66章後半段是以曠野的呼喊作為一個開始
[00:08:15.000 --> 00:08:17.000]  但以新天新地來結束
[00:08:17.000 --> 00:08:20.000]  但以新天新地來作結束
[00:08:20.000 --> 00:08:22.000]  其中里記載神偉大的救贖
[00:08:22.000 --> 00:08:24.000]  其中記載了神偉大的救贖
[00:08:24.000 --> 00:08:27.000]  強調神救恩的普世性
[00:08:27.000 --> 00:08:29.000]  強調了神救恩的普世性
[00:08:29.000 --> 00:08:34.000]  預告將來有一日公義的日頭一定會照耀全人類
[00:08:34.000 --> 00:08:39.000]  預告將來一天公義的日頭必定照耀全人類
[00:08:39.000 --> 00:08:42.000]  所以《儀剎書》的精彩的地方就是因為
[00:08:42.000 --> 00:08:46.000]  神會介入在人類的歷史的段落當中
[00:08:46.000 --> 00:08:48.000]  所以《儀剎書》精彩的地方就是
[00:08:48.000 --> 00:08:51.000]  神必定介入人類墮落的歷史當中
[00:08:51.000 --> 00:08:57.000]  以一種體恤的態度來輓回失敗墮落犯罪的子民
[00:08:57.000 --> 00:09:00.000]  以體恤的態度輓回失敗墮落的子民
[00:09:00.000 --> 00:09:03.000]  能夠拯救人世人全面的生命可以革新
[00:09:03.000 --> 00:09:07.000]  拯救人類使人生命全然的革新
[00:09:07.000 --> 00:09:12.000]  所以這本書給我們看到在我們平凡的人生裡面又很複雜
[00:09:12.000 --> 00:09:17.000]  所以書卷讓我們看到平凡的人生當中有很多的複雜
[00:09:17.000 --> 00:09:21.000]  甚至讓我們很失望這種的經歷裡面
[00:09:21.000 --> 00:09:23.000]  甚至會落入失望的經歷當中
[00:09:23.000 --> 00:09:29.000]  但是才知道神如何介入給我們無比的希望
[00:09:29.000 --> 00:09:32.000]  但是神說到神的介入又給了我們無比的希望
[00:09:32.000 --> 00:09:34.000]  這幅圖畫慢慢的展開
[00:09:34.000 --> 00:09:36.000]  這幅圖畫慢慢的展開
[00:09:36.000 --> 00:09:39.000]  這個就是40到48章的主要內容
[00:09:39.000 --> 00:09:41.000]  這就是40到48章主要的內容
[00:09:41.000 --> 00:09:45.000]  讓我們看到任何人和物都可以被神使用
[00:09:45.000 --> 00:09:49.000]  讓我們看見任何的人和物神都可以使用
[00:09:49.000 --> 00:09:53.000]  在我這次預備的信息裡面我自己都大得提醒
[00:09:53.000 --> 00:09:56.000]  在這一次預備信息的過程中我也大大得到了提醒
[00:09:56.000 --> 00:09:59.000]  我雖然侍奉主差不多接近50年了
[00:09:59.000 --> 00:10:03.000]  但是仍然在信仰上有一個更新的突破
[00:10:03.000 --> 00:10:05.000]  我雖然侍奉主接近50年
[00:10:05.000 --> 00:10:07.000]  但還是在信仰上有了更新和突破
[00:10:07.000 --> 00:10:10.000]  對神有一個完全新的概念
[00:10:10.000 --> 00:10:12.000]  對神有了一個完全新的概念
[00:10:12.000 --> 00:10:15.000]  他可以透過不信主的人
[00:10:15.000 --> 00:10:19.000]  不信的君王來做奇妙的請求的工作
[00:10:19.000 --> 00:10:23.000]  他可以透過不信的君王來成就奇妙的工作
[00:10:23.000 --> 00:10:26.000]  即是說他會利用世上的政權
[00:10:26.000 --> 00:10:30.000]  去達到他自己對人類請求的目的
[00:10:30.000 --> 00:10:33.000]  也就是說神可以利用世上的政權
[00:10:33.000 --> 00:10:35.000]  達到神自己拯救人類的目的
[00:10:35.000 --> 00:10:38.000]  所以弟兄姐妹給我們一個伏線
[00:10:38.000 --> 00:10:42.000]  所以弟兄姐妹給我們一個伏線
[00:10:42.000 --> 00:10:45.000]  所以我們會在一個很無望
[00:10:45.000 --> 00:10:48.000]  很都不知道怎樣的處境裡面
[00:10:48.000 --> 00:10:50.000]  所以昨天袁教授都要辭職
[00:10:50.000 --> 00:10:53.000]  所以我們活在一個好像無往不知怎樣的處境
[00:10:53.000 --> 00:10:56.000]  就像昨天袁教授也都請辭了
[00:10:56.000 --> 00:10:58.000]  我相信他講的那句話是真言來的
[00:10:58.000 --> 00:11:03.000]  我相信他講出來都是真言
[00:11:03.000 --> 00:11:05.000]  香港怎麼會變成這樣
[00:11:05.000 --> 00:11:07.000]  香港為什麼變成這樣
[00:11:07.000 --> 00:11:12.000]  因為人離開了這位創造宇宙歷史的主宰
[00:11:12.000 --> 00:11:17.000]  因為人類離開了這位創造宇宙和歷史的主宰
[00:11:17.000 --> 00:11:20.000]  有人說我們教會是沒有經濟力量
[00:11:20.000 --> 00:11:22.000]  有人說我們教會沒有經濟力量
[00:11:22.000 --> 00:11:25.000]  這些就是迷信的人他們對教會的看法
[00:11:25.000 --> 00:11:27.000]  這是違信的人對教會的看法
[00:11:27.000 --> 00:11:30.000]  在上帝眼中他們犯了罪
[00:11:30.000 --> 00:11:33.000]  但在上帝的眼中他們是犯了罪的
[00:11:33.000 --> 00:11:39.000]  但上帝可以利用這些犯罪的人完成他的任務
[00:11:39.000 --> 00:11:42.000]  但上帝還是可以用這些犯罪的人完成任務
[00:11:42.000 --> 00:11:44.000]  你聽下去你就知道我在講什麼
[00:11:44.000 --> 00:11:46.000]  聽下去你就知道我在講什麼
[00:11:46.000 --> 00:11:51.000]  其實今天我們不單止活在香港這個狹窄的小島裡面
[00:11:51.000 --> 00:11:55.000]  其實今天我們不是單單活在香港這個狹窄的小島上
[00:11:55.000 --> 00:11:57.000]  我所以為是抗勢的意思
[00:11:57.000 --> 00:12:01.000]  整個世界國際間根本就是一個這樣的環境
[00:12:01.000 --> 00:12:05.000]  我說的抗勢就是整個世界國際間都是這樣的環境
[00:12:05.000 --> 00:12:10.000]  危機比以色列的年代更大
[00:12:10.000 --> 00:12:13.000]  生態破壞,氣候反常
[00:12:13.000 --> 00:12:15.000]  生態的破壞,氣候的反常
[00:12:15.000 --> 00:12:17.000]  政局的混亂,全世界都一樣
[00:12:17.000 --> 00:12:20.000]  政局的混亂,全世界都是一樣
[00:12:20.000 --> 00:12:22.000]  衝突的頻繁
[00:12:22.000 --> 00:12:24.000]  疫症的猖獗
[00:12:24.000 --> 00:12:25.000]  育症的猖獗
[00:12:25.000 --> 00:12:27.000]  貧富懸殊
[00:12:27.000 --> 00:12:30.000]  民生的困苦
[00:12:30.000 --> 00:12:31.000]  道德的敗壞
[00:12:31.000 --> 00:12:33.000]  不單單香港是這樣的
[00:12:33.000 --> 00:12:34.000]  全球都是這樣的
[00:12:34.000 --> 00:12:36.000]  道德的敗壞不止是香港
[00:12:36.000 --> 00:12:38.000]  全世界都是這樣
[00:12:38.000 --> 00:12:42.000]  再加上我們香港扭曲的教育制度
[00:12:42.000 --> 00:12:44.000]  再加上在香港扭曲的教育制度
[00:12:44.000 --> 00:12:47.000]  令到我們很多父母不得不
[00:12:47.000 --> 00:12:49.000]  要做虎媽虎爸
[00:12:49.000 --> 00:12:51.000]  逼我們的小朋友
[00:12:51.000 --> 00:12:54.000]  要贏在起跑線裡面
[00:12:54.000 --> 00:12:57.000]  令很多的父母無奈地成為虎爸虎媽
[00:12:57.000 --> 00:13:00.000]  要小朋友贏在起跑線上
[00:13:00.000 --> 00:13:03.000]  職場上有很多辦公室的政治鬥爭
[00:13:03.000 --> 00:13:06.000]  職場上又有很多辦公室的政治鬥爭
[00:13:06.000 --> 00:13:11.000]  經濟的集團,商貿,富家
[00:13:11.000 --> 00:13:14.000]  壟斷社會的經濟
[00:13:14.000 --> 00:13:16.000]  巨大的經濟集團,那些商鋪
[00:13:16.000 --> 00:13:18.000]  他們壟斷了整個經濟
[00:13:18.000 --> 00:13:22.000]  剝奪了所謂公平公義的原則
[00:13:22.000 --> 00:13:25.000]  剝奪了公平公義這些原則
[00:13:25.000 --> 00:13:27.000]  社會上非常的混亂
[00:13:27.000 --> 00:13:29.000]  心靈不安,悔惱
[00:13:29.000 --> 00:13:32.000]  資訊混亂,生命不安
[00:13:32.000 --> 00:13:35.000]  因為整個社會是罪惡滔天
[00:13:35.000 --> 00:13:37.000]  因為整個社會都是罪惡滔天
[00:13:37.000 --> 00:13:40.000]  心靈哀嘆
[00:13:40.000 --> 00:13:42.000]  我們都不知道怎麼為這個社會
[00:13:42.000 --> 00:13:44.000]  這個地球來祈禱
[00:13:44.000 --> 00:13:46.000]  我們根本不知道怎麼為社會
[00:13:46.000 --> 00:13:48.000]  為這個地球來禱告
[00:13:48.000 --> 00:13:52.000]  在前幾天找到另一個相似的地球
[00:13:52.000 --> 00:13:54.000]  不如我們移民去那裡
[00:13:54.000 --> 00:13:56.000]  再來一個新的境界
[00:13:56.000 --> 00:13:59.000]  如果真的找到和外星的一個相似地球的地方
[00:13:59.000 --> 00:14:01.000]  我們不如一同移民
[00:14:01.000 --> 00:14:03.000]  找一個新的境界吧
[00:14:03.000 --> 00:14:04.000]  但是要記得
[00:14:04.000 --> 00:14:07.000]  上帝已經應許將來有一個新天新地
[00:14:07.000 --> 00:14:11.000]  為我們所有屬主的人而預備的
[00:14:11.000 --> 00:14:13.000]  但記得上帝已經為所有屬主的人
[00:14:13.000 --> 00:14:15.000]  預備了一個新天新地
[00:14:15.000 --> 00:14:17.000]  正因為這種處境
[00:14:17.000 --> 00:14:20.000]  以趙亞書古舊的這段經文
[00:14:20.000 --> 00:14:23.000]  就會帶來給我們不斷的安慰和激勵
[00:14:23.000 --> 00:14:24.000]  正因為同樣的處境
[00:14:24.000 --> 00:14:26.000]  古舊的以趙亞書的經文
[00:14:26.000 --> 00:14:28.000]  今天可以帶給我們安慰鼓勵
[00:14:28.000 --> 00:14:31.000]  所以我有責任按照經文
[00:14:31.000 --> 00:14:33.000]  向大家解說清楚
[00:14:33.000 --> 00:14:39.000]  神對我們今天在這個不安的世代中的激勵和安慰
[00:14:39.000 --> 00:14:42.000]  所以我就有責任要按照神的話語
[00:14:42.000 --> 00:14:44.000]  在今天這個不安的世代當中
[00:14:44.000 --> 00:14:45.000]  給予大家激勵安慰
[00:14:45.000 --> 00:14:47.000]  在這系列的講道裡面
[00:14:47.000 --> 00:14:49.000]  在這個系列的講道當中
[00:14:49.000 --> 00:14:52.000]  我會用較具時代的眼光
[00:14:52.000 --> 00:14:54.000]  和副創意的手法
[00:14:54.000 --> 00:14:57.000]  來宣講詮釋神的話語
[00:14:57.000 --> 00:14:59.000]  我會用比較具有時代的眼光
[00:14:59.000 --> 00:15:02.000]  還有副創意的手法宣講神的話語
[00:15:02.000 --> 00:15:07.000]  在今天早上我首先講第40章1到11節
[00:15:07.000 --> 00:15:10.000]  今天首先講的是40章1到11節
[00:15:10.000 --> 00:15:15.000]  我想用馬可福音第4章37節來開始
[00:15:15.000 --> 00:15:19.000]  我希望用馬可福音第4章37節來開始
[00:15:19.000 --> 00:15:23.000]  馬可記錄忽然狂風大作
[00:15:23.000 --> 00:15:28.000]  波浪打入船內以至船灌滿了水
[00:15:28.000 --> 00:15:30.000]  馬可的記載說忽然狂風大作
[00:15:30.000 --> 00:15:33.000]  波浪打入船內以至船灌滿了水
[00:15:33.000 --> 00:15:36.000]  這裡是記錄耶穌和昔日的門徒
[00:15:36.000 --> 00:15:40.000]  他們工作完之後乘船到別處去想休息的時候
[00:15:40.000 --> 00:15:42.000]  以為本來沒有事
[00:15:42.000 --> 00:15:44.000]  這裡記載當日耶穌和門徒工作完畢
[00:15:44.000 --> 00:15:46.000]  乘船到別的地方去休息
[00:15:46.000 --> 00:15:47.000]  以為可以平安無事
[00:15:47.000 --> 00:15:49.000]  突然間起了大風浪
[00:15:49.000 --> 00:15:52.000]  但突然風浪興起了
[00:15:52.000 --> 00:15:55.000]  全船都淹沒了水
[00:15:55.000 --> 00:15:56.000]  全船都灌滿了水
[00:15:56.000 --> 00:15:57.000]  悶到驚得不得了
[00:15:57.000 --> 00:15:58.000]  我們沒命了
[00:15:58.000 --> 00:16:00.000]  門徒害怕我們沒命了
[00:16:00.000 --> 00:16:04.000]  沙石之間他們很難平復他們的心靈
[00:16:04.000 --> 00:16:06.000]  沙石之間他們不能平復心靈
[00:16:06.000 --> 00:16:10.000]  但耶穌問他們你們為什麼這麼害怕
[00:16:10.000 --> 00:16:13.000]  但耶穌就問他們你們為什麼害怕
[00:16:13.000 --> 00:16:15.000]  你們沒信心嗎
[00:16:15.000 --> 00:16:16.000]  你們沒有信心嗎
[00:16:16.000 --> 00:16:18.000]  誰在這裡
[00:16:18.000 --> 00:16:19.000]  誰在這裡
[00:16:19.000 --> 00:16:21.000]  誰在這裡
[00:16:21.000 --> 00:16:22.000]  誰在這裡
[00:16:22.000 --> 00:16:28.000]  大家就明白耶穌這番話是對門徒的提醒
[00:16:28.000 --> 00:16:30.000]  怕是沒用的
[00:16:30.000 --> 00:16:34.000]  最重要是誰掌控這個歷史和風浪
[00:16:34.000 --> 00:16:37.000]  大家知道這是耶穌告訴門徒
[00:16:37.000 --> 00:16:38.000]  害怕是沒有用的
[00:16:38.000 --> 00:16:40.000]  最重要知道誰在掌管歷史
[00:16:40.000 --> 00:16:42.000]  誰在主宰風浪
[00:16:42.000 --> 00:16:45.000]  同樣我們人生經常在平穩的日子裡面
[00:16:45.000 --> 00:16:49.000]  突然會面臨一些突然的遭遇
[00:16:49.000 --> 00:16:51.000]  是我們自己都預料不到的
[00:16:51.000 --> 00:16:54.000]  同樣在人生好像平穩的日子當中
[00:16:54.000 --> 00:16:58.000]  一下子會出現一些突然來到我們措手不及的事情
[00:16:58.000 --> 00:17:00.000]  有時令到我們真的很不愉快
[00:17:00.000 --> 00:17:03.000]  活在困苦痛苦之中
[00:17:03.000 --> 00:17:05.000]  令我們很不愉快
[00:17:05.000 --> 00:17:06.000]  活在了困苦痛苦里
[00:17:06.000 --> 00:17:09.000]  令我們很多時候信心動搖
[00:17:09.000 --> 00:17:10.000]  令我們的信心出現動搖
[00:17:10.000 --> 00:17:11.000]  神那麼愛我
[00:17:11.000 --> 00:17:14.000]  為什麼容許這些事發生在我的身上
[00:17:14.000 --> 00:17:16.000]  或者我的家人的身上
[00:17:16.000 --> 00:17:17.000]  神既然愛我
[00:17:17.000 --> 00:17:19.000]  為什麼事情發生在我的身上
[00:17:19.000 --> 00:17:21.000]  或者我家人的身上呢
[00:17:21.000 --> 00:17:25.000]  很多基督徒上聖都有這種很大的疑問
[00:17:25.000 --> 00:17:28.000]  神不是可以解決一切的問題嗎
[00:17:28.000 --> 00:17:30.000]  好像《青年聖歌》以前一首歌
[00:17:30.000 --> 00:17:33.000]  救諸能解決一切問題
[00:17:33.000 --> 00:17:36.000]  但實際上我們經歷的不是
[00:17:36.000 --> 00:17:39.000]  就像我們心中常常有的疑問
[00:17:39.000 --> 00:17:41.000]  神不是能夠解決一切的問題嗎
[00:17:41.000 --> 00:17:44.000]  但事實的經過看到的好像不是這樣
[00:17:44.000 --> 00:17:50.000]  我們真的要經歷人生的那種煎熬的狀態
[00:17:50.000 --> 00:17:52.000]  我們經歷了人生煎熬的狀態
[00:17:52.000 --> 00:17:54.000]  我們真的受不住了
[00:17:54.000 --> 00:17:55.000]  受不了了
[00:17:55.000 --> 00:17:57.000]  主啊你是真的嗎
[00:17:57.000 --> 00:17:59.000]  主啊你是真的嗎
[00:17:59.000 --> 00:18:00.000]  這個屬靈徵戰的日子
[00:18:00.000 --> 00:18:01.000]  幾時要結束呢
[00:18:01.000 --> 00:18:04.000]  這些屬靈徵戰的日子何時結束呢
[00:18:04.000 --> 00:18:07.000]  這個正是以色列書40到48章
[00:18:07.000 --> 00:18:10.000]  原讀者他們所面對的處境
[00:18:10.000 --> 00:18:12.000]  這就是以色列書40到48章
[00:18:12.000 --> 00:18:14.000]  原本讀者他們面對的處境
[00:18:14.000 --> 00:18:19.000]  他們面對亡國被俘虜到外邦這種現實
[00:18:19.000 --> 00:18:21.000]  他們面對亡國被擄外邦的現實
[00:18:21.000 --> 00:18:24.000]  他們掙扎了已經超過半個世紀
[00:18:24.000 --> 00:18:26.000]  他們掙扎超過半個世紀了
[00:18:26.000 --> 00:18:32.000]  耶利米新知的預言好像還沒有應驗
[00:18:32.000 --> 00:18:35.000]  一切都好像石沈大海一樣
[00:18:35.000 --> 00:18:37.000]  一切好像石沈大海
[00:18:37.000 --> 00:18:41.000]  彷彿再沒有任何的徵兆和音訊
[00:18:41.000 --> 00:18:43.000]  彷彿再沒有任何的徵兆和音訊
[00:18:43.000 --> 00:18:45.000]  長期這種歷史的困局
[00:18:45.000 --> 00:18:50.000]  要很多以色列百姓信仰頻臨崩潰
[00:18:50.000 --> 00:18:53.000]  這樣的歷史困局
[00:18:53.000 --> 00:18:55.000]  令很多以色列人他們的信仰崩潰了
[00:18:55.000 --> 00:18:58.000]  這條片我們看到香港很多基督徒
[00:18:58.000 --> 00:19:01.000]  有時都有類似的經驗
[00:19:01.000 --> 00:19:03.000]  讓我們看到很多香港的基督徒
[00:19:03.000 --> 00:19:05.000]  有類似的經驗
[00:19:05.000 --> 00:19:07.000]  二十多年的工作突然一下子
[00:19:07.000 --> 00:19:09.000]  可以被老闆炒了去
[00:19:09.000 --> 00:19:12.000]  二十幾年的工作一下子老闆把你炒了
[00:19:12.000 --> 00:19:15.000]  或者突然之間你的婚姻裡面出現問題
[00:19:15.000 --> 00:19:17.000]  最後結果就是離異
[00:19:17.000 --> 00:19:20.000]  婚姻突然出現問題最後就要分開
[00:19:20.000 --> 00:19:24.000]  或者在家庭裡面有些青少年的子女
[00:19:24.000 --> 00:19:28.000]  因為他們的搏弈性情令他們非常難搞
[00:19:28.000 --> 00:19:30.000]  或者家庭當中青少年的子女
[00:19:30.000 --> 00:19:33.000]  他的反叛令你不知道怎樣處理
[00:19:33.000 --> 00:19:36.000]  令你心碎
[00:19:36.000 --> 00:19:39.000]  或者你過去有疾病的痛苦
[00:19:39.000 --> 00:19:42.000]  突然殺入你的生命里
[00:19:42.000 --> 00:19:43.000]  或者也有疾病的痛苦
[00:19:43.000 --> 00:19:46.000]  突然殺進了你的生命當中
[00:19:46.000 --> 00:19:49.000]  我這一年求主特別保守我身體要健康
[00:19:49.000 --> 00:19:52.000]  這一年我特別的求主保守身體健康
[00:19:52.000 --> 00:19:54.000]  因為已經進入一個七十歲的年代的人
[00:19:54.000 --> 00:19:56.000]  不是健康是必然
[00:19:56.000 --> 00:19:59.000]  因為已經進入了七十歲的這樣人生健康
[00:19:59.000 --> 00:20:01.000]  健康不是必然的
[00:20:01.000 --> 00:20:06.000]  起碼我自己所愛的師母是在幾年前有癌症
[00:20:06.000 --> 00:20:11.000]  起碼我所愛的師母幾年前就受到癌症的侵入
[00:20:11.000 --> 00:20:14.000]  牧師一樣的要受煎熬的
[00:20:14.000 --> 00:20:17.000]  牧師也同樣的也要面對煎熬
[00:20:17.000 --> 00:20:23.000]  但是上帝很多時候就用這些經驗來磨練我們
