
[00:00:00.000 --> 00:00:04.480]  這段經文有一個線型結構
[00:11:03.520 --> 00:11:05.520]  讓他四肢癱瘓呢?
[00:11:05.520 --> 00:11:07.520]  他寫到這個時候
[00:11:07.520 --> 00:11:09.520]  神的主權
[00:11:09.520 --> 00:11:11.520]  神可以掌管一切
[00:11:11.520 --> 00:11:13.520]  神的主權
[00:11:13.520 --> 00:11:15.520]  容許這件事發生,是非常可怕的
[00:11:15.520 --> 00:11:19.520]  非常可怕,他寫到這裡的時候
[00:11:19.520 --> 00:11:23.520]  神可以
[00:11:23.520 --> 00:11:25.520]  預定一切
[00:11:25.520 --> 00:11:27.520]  包括他的救恩
[00:11:27.520 --> 00:11:29.520]  他信了耶穌,包括他的救恩
[00:11:29.520 --> 00:11:31.520]  也包括
[00:11:31.520 --> 00:11:33.520]  讓他四肢癱瘓
[00:11:33.520 --> 00:11:35.520]  非常可怕,神的預定
[00:11:35.520 --> 00:11:37.520]  有一天,當他在家裡
[00:11:37.520 --> 00:11:39.520]  年少的時候
[00:11:39.520 --> 00:11:41.520]  他出院之後
[00:11:41.520 --> 00:11:43.520]  還沒多久
[00:11:43.520 --> 00:11:45.520]  有一個中學生探望他
[00:11:45.520 --> 00:11:47.520]  應該是他的同學
[00:11:47.520 --> 00:11:49.520]  送了一本書給他,就是右邊那本書
[00:11:49.520 --> 00:11:51.520]  The Reformed Doctrine of Predestination
[00:11:51.520 --> 00:11:53.520]  預定論的教義
[00:11:53.520 --> 00:11:57.520]  一個By Lorraine Bottner
[00:11:57.520 --> 00:11:59.520]  寫的
[00:11:59.520 --> 00:12:01.520]  這本書
[00:12:01.520 --> 00:12:03.520]  改變了一生
[00:12:03.520 --> 00:12:05.520]  讓他仍然
[00:12:05.520 --> 00:12:07.520]  堅信耶穌基督
[00:12:07.520 --> 00:12:09.520]  並且為主作見證
[00:12:09.520 --> 00:12:11.520]  這本書說什麼呢?
[00:12:11.520 --> 00:12:13.520]  這本書的頭幾頁
[00:12:13.520 --> 00:12:15.520]  開始說
[00:12:15.520 --> 00:12:17.520]  很多人誤解了預定論
[00:12:17.520 --> 00:12:19.520]  還有
[00:12:19.520 --> 00:12:21.520]  對神的教義
[00:12:21.520 --> 00:12:23.520]  有很多無知
[00:12:23.520 --> 00:12:25.520]  不認識上帝
[00:12:25.520 --> 00:12:27.520]  所以當患難來到的時候
[00:12:27.520 --> 00:12:29.520]  就覺得神不好
[00:12:29.520 --> 00:12:31.520]  還有神是壞的
[00:12:31.520 --> 00:12:33.520]  所以就不相信了
[00:12:33.520 --> 00:12:35.520]  這本書一開始說什麼呢?
[00:12:35.520 --> 00:12:37.520]  神掌管一切
[00:12:37.520 --> 00:12:39.520]  包括什麼呢?
[00:12:39.520 --> 00:12:41.520]  摩斯書四章七字
[00:12:41.520 --> 00:12:43.520]  我降雨在這個城,不降雨在那個城
[00:12:43.520 --> 00:12:45.520]  神有主權
[00:12:45.520 --> 00:12:47.520]  在哪個城市降雨
[00:12:47.520 --> 00:12:49.520]  哪個城市沒有雨
[00:12:49.520 --> 00:12:51.520]  平靜風和浪
[00:12:51.520 --> 00:12:53.520]  耶穌一說
[00:12:53.520 --> 00:12:55.520]  住了吧,靜了吧,整個海都靜了
[00:12:59.520 --> 00:13:01.520]  作者Lorraine
[00:13:01.520 --> 00:13:03.520]  這本書的作者說
[00:13:03.520 --> 00:13:05.520]  其實上帝就是
[00:13:05.520 --> 00:13:07.520]  就是這樣
[00:13:07.520 --> 00:13:09.520]  他就沒有主權
[00:13:09.520 --> 00:13:11.520]  他喜歡給你東西
[00:13:11.520 --> 00:13:13.520]  他也可以不給你東西
[00:13:13.520 --> 00:13:15.520]  那你說為什麼他給他東西
[00:13:15.520 --> 00:13:17.520]  而不給我東西呢?
[00:13:17.520 --> 00:13:19.520]  只有一個答案
[00:13:19.520 --> 00:13:21.520]  路加福音十章二十一節
[00:13:21.520 --> 00:13:23.520]  是因為你的美意
[00:13:23.520 --> 00:13:25.520]  本是如此
[00:13:25.520 --> 00:13:27.520]  是上帝的美好計劃
[00:13:27.520 --> 00:13:29.520]  為什麼你有
[00:13:29.520 --> 00:13:31.520]  而我沒有
[00:13:31.520 --> 00:13:33.520]  是因為上帝的美意
[00:13:33.520 --> 00:13:35.520]  上帝的美意
[00:13:35.520 --> 00:13:39.520]  作者繼續寫
[00:13:39.520 --> 00:13:41.520]  Jonie
[00:13:41.520 --> 00:13:43.520]  在文章繼續寫
[00:13:43.520 --> 00:13:45.520]  他說其實
[00:13:45.520 --> 00:13:47.520]  上帝所謂sovereignty的主權
[00:13:47.520 --> 00:13:49.520]  是因為他可以掌管一切
[00:13:49.520 --> 00:13:51.520]  但是這是一個purposeful sovereignty
[00:13:51.520 --> 00:13:53.520]  所以叫做providence
[00:13:53.520 --> 00:13:55.520]  什麼意思呢?
[00:13:55.520 --> 00:13:57.520]  每一個神的主權
[00:13:57.520 --> 00:13:59.520]  是有目的的
[00:13:59.520 --> 00:14:01.520]  是指向一個更加
[00:14:01.520 --> 00:14:03.520]  上帝要預備了
[00:14:03.520 --> 00:14:05.520]  最好的計劃
[00:14:05.520 --> 00:14:07.520]  發生在你和我身上
[00:14:07.520 --> 00:14:09.520]  過程當中有苦難
[00:14:09.520 --> 00:14:11.520]  但那不是the end,不是終點
[00:14:11.520 --> 00:14:13.520]  是有目的的這個苦難
[00:14:13.520 --> 00:14:15.520]  他就引用
[00:14:15.520 --> 00:14:17.520]  他看到這本書的時候
[00:14:17.520 --> 00:14:19.520]  他繼續引用
[00:14:19.520 --> 00:14:21.520]  羅馬書九章二十至二十一節
[00:14:21.520 --> 00:14:23.520]  他想到什麼呢?
[00:14:23.520 --> 00:14:25.520]  上帝是堯杖
[00:14:25.520 --> 00:14:27.520]  他是泥土
[00:14:27.520 --> 00:14:29.520]  就是說
[00:14:29.520 --> 00:14:31.520]  堯杖可以怎樣形成
[00:14:31.520 --> 00:14:33.520]  塑造泥土
[00:14:33.520 --> 00:14:35.520]  什麼形狀都可以
[00:14:35.520 --> 00:14:37.520]  當他想到這裏的時候
[00:14:37.520 --> 00:14:39.520]  他就說
[00:14:39.520 --> 00:14:41.520]  坐在靈椅的Jonie說
[00:14:41.520 --> 00:14:43.520]  上帝我四肢癱瘓
[00:14:43.520 --> 00:14:45.520]  我動不了
[00:14:45.520 --> 00:14:47.520]  求主幫助我
[00:14:47.520 --> 00:14:49.520]  讓我成為一個榮耀你的器皿
[00:14:49.520 --> 00:14:51.520]  以致到我能夠行你喜悅的事
[00:14:51.520 --> 00:14:53.520]  為什麼他有這樣的信心呢?
[00:14:53.520 --> 00:14:55.520]  因為那本書
[00:14:55.520 --> 00:14:57.520]  剛才說的那本書
[00:14:57.520 --> 00:14:59.520]  他就說
[00:14:59.520 --> 00:15:01.520]  其實是因為
[00:15:01.520 --> 00:15:03.520]  上帝的終極主權
[00:15:03.520 --> 00:15:05.520]  是個人的
[00:15:05.520 --> 00:15:07.520]  是有智慧的
[00:15:07.520 --> 00:15:09.520]  是美好的
[00:15:09.520 --> 00:15:11.520]  特別這本書說到
[00:15:11.520 --> 00:15:13.520]  他說
[00:15:13.520 --> 00:15:15.520]  上帝要在耶穌基督身上
[00:15:15.520 --> 00:15:17.520]  得著榮耀
[00:15:17.520 --> 00:15:19.520]  那上帝怎樣在耶穌基督身上
[00:15:19.520 --> 00:15:21.520]  得著榮耀呢?
[00:15:21.520 --> 00:15:23.520]  就是讓耶穌基督在十字架上
[00:15:23.520 --> 00:15:25.520]  所流的血
[00:15:25.520 --> 00:15:27.520]  成就了救贖計劃
[00:15:27.520 --> 00:15:29.520]  就顯出上帝的榮耀
[00:15:29.520 --> 00:15:31.520]  坐在靈椅的Jonie說
[00:15:31.520 --> 00:15:33.520]  如果上帝
[00:15:33.520 --> 00:15:35.520]  耶穌基督愛我
[00:15:35.520 --> 00:15:37.520]  愛到一個程度
[00:15:37.520 --> 00:15:39.520]  為我捨命流血的時候
[00:15:39.520 --> 00:15:41.520]  而我又不是愛上帝
[00:15:41.520 --> 00:15:43.520]  愛到這樣的程度
[00:15:43.520 --> 00:15:45.520]  那他說
[00:15:45.520 --> 00:15:47.520]  這個上帝這個耶穌基督
[00:15:47.520 --> 00:15:49.520]  是值得我去信靠的
[00:15:49.520 --> 00:15:51.520]  即是我四肢癱瘓
[00:15:51.520 --> 00:15:53.520]  你明白嗎?
[00:15:53.520 --> 00:15:55.520]  所以Jonie寫這篇文章的時候
[00:15:55.520 --> 00:15:57.520]  當我很失望的時候
[00:15:57.520 --> 00:15:59.520]  當我很沮喪的時候
[00:15:59.520 --> 00:16:01.520]  當我覺得自己
[00:16:01.520 --> 00:16:03.520]  軟弱無助的時候
[00:16:03.520 --> 00:16:05.520]  我仍然坐在靈椅當中
[00:16:05.520 --> 00:16:07.520]  展現我的笑容
[00:16:07.520 --> 00:16:09.520]  這樣就彰顯了上帝的榮耀
[00:16:09.520 --> 00:16:11.520]  你明白嗎?弟弟姐妹
[00:16:11.520 --> 00:16:13.520]  當我們不幸的時候
[00:16:13.520 --> 00:16:15.520]  仍然的你們現在在教會
[00:16:15.520 --> 00:16:17.520]  不敬拜上帝
[00:16:17.520 --> 00:16:19.520]  這就彰顯了上帝的榮耀
[00:16:19.520 --> 00:16:21.520]  你們回教會是有目的的
[00:16:21.520 --> 00:16:23.520]  不單止在散會後有茶聚
[00:16:23.520 --> 00:16:25.520]  大家團聚生活
[00:16:25.520 --> 00:16:27.520]  一會兒去唱詩
[00:16:27.520 --> 00:16:29.520]  走在街邊
[00:16:29.520 --> 00:16:31.520]  你們相聚
[00:16:31.520 --> 00:16:33.520]  就是顯出上帝的榮耀
[00:16:33.520 --> 00:16:37.520]  生命是有意義的
[00:16:37.520 --> 00:16:39.520]  生命的意義是在於我們認識神
[00:16:39.520 --> 00:16:41.520]  和將神彰顯出來
[00:16:43.520 --> 00:16:45.520]  寫到這個時候
[00:16:45.520 --> 00:16:47.520]  Johnny說:想不到
[00:16:47.520 --> 00:16:49.520]  一個四肢癱瘓的人
[00:16:49.520 --> 00:16:51.520]  我四肢癱瘓都可以
[00:16:51.520 --> 00:16:53.520]  去彰顯上帝的榮耀
[00:16:53.520 --> 00:16:55.520]  我的一舉一動
[00:16:55.520 --> 00:16:57.520]  影響上帝的名聲
[00:16:57.520 --> 00:16:59.520]  聲譽匪夷所思
[00:16:59.520 --> 00:17:01.520]  不過上帝的美意
[00:17:01.520 --> 00:17:03.520]  就是如此
[00:17:03.520 --> 00:17:05.520]  總結的時候
[00:17:05.520 --> 00:17:07.520]  看完這本書Johnny說
[00:17:07.520 --> 00:17:09.520]  其實耶穌基督的
[00:17:09.520 --> 00:17:11.520]  受死和復活
[00:17:11.520 --> 00:17:13.520]  證明了上帝
[00:17:13.520 --> 00:17:15.520]  祂的主權和榮耀的心意
[00:17:15.520 --> 00:17:19.520]  耶穌基督的受死和復活
[00:17:19.520 --> 00:17:21.520]  彰顯了上帝的主權和榮耀
[00:17:21.520 --> 00:17:29.520]  而祂自己的生命
[00:17:29.520 --> 00:17:31.520]  常常想起
[00:17:31.520 --> 00:17:33.520]  俄羅斯書1:27
[00:17:33.520 --> 00:17:35.520]  那句說話
[00:17:35.520 --> 00:17:37.520]  基督在你們的心裡
[00:17:37.520 --> 00:17:39.520]  盛耀有榮耀的盼望
[00:17:39.520 --> 00:17:41.520]  我坐在這裡
[00:17:41.520 --> 00:17:43.520]  什麼都做不到
[00:17:43.520 --> 00:17:45.520]  常常都要人幫忙
[00:17:45.520 --> 00:17:47.520]  但是基督在我心裡
[00:17:47.520 --> 00:17:49.520]  盛耀有榮耀的盼望
[00:17:49.520 --> 00:17:55.520]  聖經整本書
[00:17:55.520 --> 00:17:57.520]  都是充滿著
[00:17:57.520 --> 00:17:59.520]  神主權性的目的
[00:17:59.520 --> 00:18:01.520]  有個purposeful sovereignty
[00:18:01.520 --> 00:18:03.520]  舊約的約瑟
[00:18:03.520 --> 00:18:05.520]  被兄弟所賣
[00:18:05.520 --> 00:18:07.520]  又坐牢
[00:18:07.520 --> 00:18:09.520]  又被人宰相
[00:18:09.520 --> 00:18:11.520]  如何總結他一生
[00:18:11.520 --> 00:18:13.520]  倉洗記
[00:18:13.520 --> 00:18:15.520]  50章
[00:18:15.520 --> 00:18:17.520]  19-20節
[00:18:17.520 --> 00:18:19.520]  見到十個弟兄
[00:18:19.520 --> 00:18:21.520]  約瑟說不要害怕
