
[00:00:00.000 --> 00:00:03.000]  大家知道我們從今個季度開始
[00:02:47.000 --> 00:02:51.000]  你們不要憑外貌去斷定是非
[00:02:51.000 --> 00:02:58.000]  你要憑著公平去判斷、去斷定是非
[00:02:58.000 --> 00:03:01.000]  真正的合乎真理的判斷
[00:03:01.000 --> 00:03:04.000]  是按照公平公正的原則
[00:03:04.000 --> 00:03:09.000]  按照聖經真理的原則作出判斷
[00:03:09.000 --> 00:03:10.000]  而論斷
[00:03:10.000 --> 00:03:12.000]  聖經的意思是說
[00:03:12.000 --> 00:03:15.000]  一個人按照一些很表面的
[00:03:15.000 --> 00:03:17.000]  或者初步的估計
[00:03:17.000 --> 00:03:21.000]  作為一種最終的結論
[00:03:21.000 --> 00:03:24.000]  他看不到全盤的情況
[00:03:24.000 --> 00:03:28.000]  很片面地就立刻作出一些結論
[00:03:28.000 --> 00:03:33.000]  而且往往帶著一個惡意的動機
[00:03:33.000 --> 00:03:36.000]  要低貶別人、要去傷害別人
[00:03:36.000 --> 00:03:38.000]  帶著這樣的動機
[00:03:38.000 --> 00:03:40.000]  要去否定別人
[00:03:40.000 --> 00:03:43.000]  而產生出的就是論斷
[00:03:43.000 --> 00:03:45.000]  就是惡意的批評
[00:03:45.000 --> 00:03:46.000]  因此沒有錯
[00:03:46.000 --> 00:03:48.000]  基督徒要小心作判斷
[00:03:48.000 --> 00:03:50.000]  但同時要小心防備
[00:03:50.000 --> 00:03:52.000]  自己在有意無意之間
[00:03:52.000 --> 00:03:55.000]  作出對別人的惡意的批評
[00:03:55.000 --> 00:03:57.000]  作出論斷
[00:03:57.000 --> 00:03:59.000]  所以我們求神給我們這方面的智慧
[00:03:59.000 --> 00:04:00.000]  我們一起看聖經
[00:04:00.000 --> 00:04:04.000]  思想如何作出合適的一種態度
[00:04:04.000 --> 00:04:05.000]  剛才讀的聖經
[00:04:05.000 --> 00:04:10.000]  哥林多前書第四章
[00:04:10.000 --> 00:04:11.000]  第四章的經文
[00:04:11.000 --> 00:04:13.000]  當時保羅面對著
[00:04:13.000 --> 00:04:15.000]  哥林多教會的信徒
[00:04:15.000 --> 00:04:18.000]  很多軟弱的地方
[00:04:18.000 --> 00:04:19.000]  其中一件事就是
[00:04:19.000 --> 00:04:21.000]  當時的信徒經常議論
[00:04:21.000 --> 00:04:25.000]  哪個領袖是最堅強呢
[00:04:25.000 --> 00:04:27.000]  哪個領袖是最好呢
[00:04:27.000 --> 00:04:31.000]  是保羅、是基法、是阿波羅
[00:04:31.000 --> 00:04:33.000]  有很多這樣的評論
[00:04:33.000 --> 00:04:36.000]  在當時保羅就提醒他們
[00:04:36.000 --> 00:04:41.000]  唯有等候神讓他自己去做判斷
[00:04:41.000 --> 00:04:42.000]  不是我們
[00:04:42.000 --> 00:04:45.000]  而是神自己最終去判斷
[00:04:45.000 --> 00:04:47.000]  保羅在第四章第一節就這樣說
[00:04:47.000 --> 00:04:50.000]  人應當以我們為基督的執事
[00:04:50.000 --> 00:04:53.000]  為神奧秘時的管家
[00:04:53.000 --> 00:04:57.000]  所求於管家的是要他有忠心
[00:04:57.000 --> 00:04:59.000]  執事大家知道的意思
[00:04:59.000 --> 00:05:01.000]  就是僕人的意思
[00:05:01.000 --> 00:05:02.000]  保羅就說
[00:05:02.000 --> 00:05:04.000]  你為何當我們是神的僕人
[00:05:04.000 --> 00:05:06.000]  是管家來的
[00:05:06.000 --> 00:05:08.000]  無論管理事或管理人
[00:05:08.000 --> 00:05:10.000]  都是僕人之一
[00:05:10.000 --> 00:05:12.000]  都是奴隸之一
[00:05:12.000 --> 00:05:14.000]  是要向主人作出交代
[00:05:14.000 --> 00:05:17.000]  作出負責
[00:05:17.000 --> 00:05:18.000]  各位弟兄姊妹
[00:05:18.000 --> 00:05:19.000]  或者你會覺得
[00:05:19.000 --> 00:05:22.000]  那些牧師傳道宣教士是管家
[00:05:22.000 --> 00:05:25.000]  但聖經不是這樣說
[00:05:25.000 --> 00:05:29.000]  所有的弟兄姊妹都是管家
[00:05:29.000 --> 00:05:31.000]  你記得聖經前書所說
[00:05:31.000 --> 00:05:35.000]  我們要作神百般恩賜的甚麼
[00:05:35.000 --> 00:05:37.000]  好管家
[00:05:37.000 --> 00:05:40.000]  我們每個人領受神給我們不同的才幹
[00:05:40.000 --> 00:05:43.000]  因此我們要做好管家
[00:05:43.000 --> 00:05:45.000]  好好運用他
[00:05:45.000 --> 00:05:46.000]  而聖經所說
[00:05:46.000 --> 00:05:49.000]  所求於管家的是要他有甚麼
[00:05:49.000 --> 00:05:51.000]  有忠心
[00:05:51.000 --> 00:05:53.000]  忠心的意思就是
[00:05:53.000 --> 00:05:56.000]  知道自己領受神給我的託付
[00:05:56.000 --> 00:06:00.000]  我就盡力去做好神給我的託付
[00:06:00.000 --> 00:06:04.000]  發揮得好去滿足神對我的心意
[00:06:04.000 --> 00:06:09.000]  忠心就是一個盡力完成神所託付的意思
[00:06:09.000 --> 00:06:10.000]  恩接伯樂說
[00:06:10.000 --> 00:06:11.000]  你們不要當我們是甚麼
[00:06:11.000 --> 00:06:13.000]  我們只不過是僕人
[00:06:13.000 --> 00:06:15.000]  是要向神來交代
[00:06:15.000 --> 00:06:17.000]  而亞茲亦說出
[00:06:17.000 --> 00:06:21.000]  他不是要向人來交代
[00:06:21.000 --> 00:06:22.000]  沒錯
[00:06:22.000 --> 00:06:25.000]  要向人有一種負責的態度
[00:06:25.000 --> 00:06:28.000]  但最終是向神來交代
[00:06:28.000 --> 00:06:31.000]  因為神是他的主
[00:06:31.000 --> 00:06:33.000]  接著伯樂就馬上說
[00:06:33.000 --> 00:06:36.000]  大家看第三節
[00:06:36.000 --> 00:06:39.000]  我被你們論斷或被別人論斷
[00:06:39.000 --> 00:06:45.000]  我都以為是極小的事情
[00:06:45.000 --> 00:06:48.000]  他說連我自己都不論斷自己
[00:06:48.000 --> 00:06:53.000]  我記得有一次在北美參觀一間小學
[00:06:53.000 --> 00:06:56.000]  發覺他們有很多不同的獎項給學生
[00:06:56.000 --> 00:07:00.000]  有第一名 有不同科目的優異獎
[00:07:00.000 --> 00:07:05.000]  我突然發覺他們頒了很多進步獎
[00:07:05.000 --> 00:07:07.000]  學生以前成績很差
[00:07:07.000 --> 00:07:09.000]  本來是30分的
[00:07:09.000 --> 00:07:10.000]  現在有40分
[00:07:10.000 --> 00:07:11.000]  未合格
[00:07:11.000 --> 00:07:12.000]  不過比以前好一點
[00:07:12.000 --> 00:07:15.000]  所以頒了進步獎給他
[00:07:15.000 --> 00:07:17.000]  去鼓勵他
[00:07:17.000 --> 00:07:18.000]  我覺得非常之好
[00:07:18.000 --> 00:07:23.000]  的確我們需要從個別不同的情況來衡量一個人
[00:07:23.000 --> 00:07:25.000]  對於他來說可能成績很差
[00:07:25.000 --> 00:07:28.000]  但他的確比以前進步了
[00:07:28.000 --> 00:07:30.000]  值得對他有鼓勵
[00:07:30.000 --> 00:07:33.000]  當然從一個客觀的標準來說
[00:07:33.000 --> 00:07:34.000]  他是不合格的
[00:07:34.000 --> 00:07:36.000]  但我再想深一層
[00:07:36.000 --> 00:07:40.000]  究竟這個學生有沒有真正的努力
[00:07:40.000 --> 00:07:42.000]  是否真正進步了
[00:07:42.000 --> 00:07:44.000]  其實沒有人真正知道
[00:07:44.000 --> 00:07:48.000]  或者他這次又寫對一兩條
[00:07:48.000 --> 00:07:50.000]  多了40分
[00:07:50.000 --> 00:07:53.000]  我們未必會明白全盤的實況
[00:07:53.000 --> 00:07:55.000]  但聖經告訴我們
[00:07:55.000 --> 00:07:57.000]  無論別人怎樣看你
[00:07:57.000 --> 00:08:01.000]  同樣你知道別人未必正確地認識你
[00:08:01.000 --> 00:08:02.000]  因此你留心
[00:08:02.000 --> 00:08:07.000]  不要太介懷別人對你的評價
[00:08:07.000 --> 00:08:09.000]  甚至保羅所說的
[00:08:09.000 --> 00:08:12.000]  「看為極小的事情」
[00:08:12.000 --> 00:08:15.000]  我記得自己很多年都很上上
[00:08:15.000 --> 00:08:19.000]  很受傳道書第七章的經文所提醒
[00:08:19.000 --> 00:08:21.000]  不如大家看看
[00:08:21.000 --> 00:08:31.000]  請看聖經詩篇真言後面的傳道書第七章
[00:08:31.000 --> 00:08:36.000]  第七章 聖經的720頁
[00:08:36.000 --> 00:08:44.000]  在傳道書第七章21節
[00:08:44.000 --> 00:08:46.000]  聖經這樣說
[00:08:46.000 --> 00:08:48.000]  「人所說的一切話
[00:08:48.000 --> 00:08:50.000]  你不要放在心上
[00:08:50.000 --> 00:08:53.000]  恐怕聽見你的僕人咒助你」
[00:08:53.000 --> 00:08:54.000]  為甚麼呢?
[00:08:54.000 --> 00:09:00.000]  因為你心裡知道自己有一層女廁咒助別人
[00:09:00.000 --> 00:09:04.000]  聖經說得很具體很直接
[00:09:04.000 --> 00:09:05.000]  你那麼介意幹甚麼?
[00:09:05.000 --> 00:09:06.000]  你經常都是這樣
[00:09:06.000 --> 00:09:08.000]  你自己也是這樣
[00:09:08.000 --> 00:09:10.000]  你說別人咒助你
[00:09:10.000 --> 00:09:14.000]  你記不記得你自己曾經咒助別人?
[00:09:14.000 --> 00:09:16.000]  聖經描寫人的軟弱
[00:09:16.000 --> 00:09:17.000]  我們也會有軟弱
[00:09:17.000 --> 00:09:20.000]  有時也會說一些不應該說的話
[00:09:20.000 --> 00:09:22.000]  因此你去嘗試體諒別人
[00:09:22.000 --> 00:09:25.000]  他可能也有他的軟弱
[00:09:25.000 --> 00:09:27.000]  有時他說錯話
[00:09:27.000 --> 00:09:29.000]  甚至咒助了你
[00:09:29.000 --> 00:09:31.000]  不要太介懷
[00:09:31.000 --> 00:09:34.000]  這也成為我常常提醒
[00:09:34.000 --> 00:09:36.000]  別人對你的評價評論
[00:09:36.000 --> 00:09:39.000]  沒有留心去分辨
[00:09:39.000 --> 00:09:42.000]  有沒有值得自己留心的地方
[00:09:42.000 --> 00:09:43.000]  但如果發覺
[00:09:43.000 --> 00:09:45.000]  或是有些地方可能他誤會了
[00:09:45.000 --> 00:09:47.000]  你就不要太介懷
[00:09:47.000 --> 00:09:51.000]  因為極少的事就好了
[00:09:51.000 --> 00:09:57.000]  我們回到後面的哥倫多前書第四章
[00:09:57.000 --> 00:10:00.000]  普羅說我自己也不敢去論斷自己
[00:10:00.000 --> 00:10:03.000]  究竟我在神面前是一等呢?
[00:10:03.000 --> 00:10:04.000]  二等呢?
[00:10:04.000 --> 00:10:05.000]  三等還是九等呢?
[00:10:05.000 --> 00:10:08.000]  他也不敢去論斷自己
[00:10:08.000 --> 00:10:10.000]  他說我雖不覺得自己有錯
[00:10:10.000 --> 00:10:11.000]  第四章
[00:10:11.000 --> 00:10:14.000]  他也不能因此得以稱義
[00:10:14.000 --> 00:10:18.000]  因為判斷我的是主自己
[00:10:18.000 --> 00:10:21.000]  是他才真正明白
[00:10:21.000 --> 00:10:24.000]  他不讓自己的判斷影響了自己的情緒
[00:10:24.000 --> 00:10:27.000]  他只是不斷要求自己忠心
[00:10:27.000 --> 00:10:31.000]  忠心去完成神對他的託付
[00:10:31.000 --> 00:10:33.000]  然後聖經說
[00:10:33.000 --> 00:10:35.000]  所以時候未到
[00:10:35.000 --> 00:10:38.000]  什麼都不要論斷
[00:10:38.000 --> 00:10:39.000]  只等主來
[00:10:39.000 --> 00:10:42.000]  祂要照出暗中的隱情
[00:10:42.000 --> 00:10:44.000]  顯明人心的意念
[00:10:44.000 --> 00:10:46.000]  或者說人心的動機
[00:10:46.000 --> 00:10:49.000]  在那時候就會從神那裡
[00:10:49.000 --> 00:10:50.000]  不是從人那裡
[00:10:50.000 --> 00:10:53.000]  得到真正的稱讚
[00:10:53.000 --> 00:10:55.000]  我有幾次提及一件事情
[00:10:55.000 --> 00:10:58.000]  就是有一個團契
[00:10:58.000 --> 00:11:04.000]  一位姐妹負責編排哪一位領師
[00:11:04.000 --> 00:11:06.000]  但是大家團契的團友後來發覺
[00:11:06.000 --> 00:11:09.000]  為什麼每次領師都是他自己
[00:11:09.000 --> 00:11:12.000]  都是他自己出來領師
[00:11:12.000 --> 00:11:14.000]  你知領得不是太好
[00:11:14.000 --> 00:11:16.000]  有人就開始有些意見
[00:11:16.000 --> 00:11:20.000]  這個姐妹這麼喜歡出風頭
[00:11:20.000 --> 00:11:21.000]  每次都是他領師
[00:11:21.000 --> 00:11:23.000]  每個人都要看著他
[00:11:23.000 --> 00:11:25.000]  集中在他的身上
[00:11:25.000 --> 00:11:28.000]  甚至有些人就開始有些批評
[00:11:28.000 --> 00:11:32.000]  這個姐妹真的很自我中心
[00:11:32.000 --> 00:11:34.000]  等等的說話就出來
[00:11:34.000 --> 00:11:36.000]  有位認識她的姐妹
[00:11:36.000 --> 00:11:37.000]  比較熟悉她
[00:11:37.000 --> 00:11:39.000]  有一次就坦誠地問她
[00:11:39.000 --> 00:11:42.000]  為什麼每次都是你領師
[00:11:42.000 --> 00:11:45.000]  這位姐妹就很開心有人問她
[00:11:45.000 --> 00:11:46.000]  你不知道
[00:11:46.000 --> 00:11:48.000]  我其實很不想領的
[00:11:48.000 --> 00:11:51.000]  但我更加怕別人推遲我
[00:11:51.000 --> 00:11:54.000]  所以我更加怕去找人領師
[00:11:54.000 --> 00:11:56.000]  我最怕別人推遲我的時候
[00:11:56.000 --> 00:11:58.000]  我就會很難受
[00:11:58.000 --> 00:12:02.000]  所以我寧願自己辛苦一點自己領
[00:12:02.000 --> 00:12:04.000]  原來她有個性格
[00:12:04.000 --> 00:12:06.000]  不敢叫人做事
[00:12:06.000 --> 00:12:08.000]  但姐妹就交託這件事給她
[00:12:08.000 --> 00:12:11.000]  她就只有自己去領師
[00:12:11.000 --> 00:12:13.000]  當第一次明白之後
[00:12:13.000 --> 00:12:14.000]  就說你放心
[00:12:14.000 --> 00:12:15.000]  你找我吧
[00:12:15.000 --> 00:12:16.000]  我幫忙
[00:12:16.000 --> 00:12:19.000]  接著情況就不同了
[00:12:19.000 --> 00:12:21.000]  有些時候我們不會明白
[00:12:21.000 --> 00:12:25.000]  從表面上去了解對方真實的原因
[00:12:25.000 --> 00:12:27.000]  這些聖經提醒我們
[00:12:27.000 --> 00:12:28.000]  要留心
[00:12:28.000 --> 00:12:30.000]  有些時候如果你有機會去了解
[00:12:30.000 --> 00:12:32.000]  去澄清是好事
[00:12:32.000 --> 00:12:34.000]  有些情況你不能了解
[00:12:34.000 --> 00:12:37.000]  你就等到主來
[00:12:37.000 --> 00:12:40.000]  主要將暗中的隱情顯明
[00:12:40.000 --> 00:12:42.000]  將人心的動機顯明
[00:12:42.000 --> 00:12:43.000]  在那個時候
[00:12:43.000 --> 00:12:48.000]  你們我們就會知道真實的狀況
[00:12:48.000 --> 00:12:49.000]  很多人都說
[00:12:49.000 --> 00:12:53.000]  到有一天在天家見到主的時候
[00:12:53.000 --> 00:12:57.000]  主給我們各人有不同的評價
[00:12:57.000 --> 00:13:01.000]  我們大多數都會跌眼鏡
[00:13:01.000 --> 00:13:04.000]  原來祂是這樣的
[00:13:04.000 --> 00:13:06.000]  原來祂平時很隱藏的
[00:13:06.000 --> 00:13:11.000]  原來在神眼中是最蒙稱讚的僕人
[00:13:11.000 --> 00:13:12.000]  因此聖經提醒我們
[00:13:12.000 --> 00:13:15.000]  不要太快地作出論斷
[00:13:15.000 --> 00:13:17.000]  只等主來
[00:13:17.000 --> 00:13:19.000]  祂要照出暗中的隱情
[00:13:19.000 --> 00:13:21.000]  和人心的意念
[00:13:21.000 --> 00:13:23.000]  這是第一方面我們看到的
[00:13:23.000 --> 00:13:24.000]  第二方面
[00:13:24.000 --> 00:13:28.000]  聖經是跟著第六節到第八節
[00:13:28.000 --> 00:13:30.000]  提醒我們不要自以為是
[00:13:30.000 --> 00:13:32.000]  要留心
[00:13:32.000 --> 00:13:34.000]  因為驕傲的內心
[00:13:34.000 --> 00:13:37.000]  就會發出批評的話
[00:13:37.000 --> 00:13:39.000]  在第六節保羅是這樣說
[00:13:39.000 --> 00:13:41.000]  「弟兄們,我為你們的緣故
[00:13:41.000 --> 00:13:44.000]  那這些事轉給自己和阿波羅
[00:13:44.000 --> 00:13:48.000]  叫你們效法我們不可過於聖經所記
[00:13:48.000 --> 00:13:50.000]  免得你們自高自大
[00:13:50.000 --> 00:13:54.000]  貴重者過,輕看那過」
[00:13:54.000 --> 00:13:55.000]  保羅說我是不得已的
[00:13:55.000 --> 00:13:58.000]  拿自己和阿波羅來比較
[00:13:58.000 --> 00:14:00.000]  我們其實不想比較
[00:14:00.000 --> 00:14:01.000]  但是保羅說
[00:14:01.000 --> 00:14:03.000]  我希望你們明白
[00:14:03.000 --> 00:14:04.000]  效法我們
[00:14:04.000 --> 00:14:06.000]  沒錯你們應該效法我們
[00:14:06.000 --> 00:14:08.000]  那些敬虔的事情
[00:14:08.000 --> 00:14:11.000]  但不要過於聖經的依據
[00:14:11.000 --> 00:14:14.000]  仍然要聖經為最後的依據
[00:14:14.000 --> 00:14:18.000]  不要過於聖經所記
[00:14:18.000 --> 00:14:20.000]  免得他分門別類
[00:14:20.000 --> 00:14:22.000]  去貴重那個
[00:14:22.000 --> 00:14:24.000]  我是屬於保羅派的
[00:14:24.000 --> 00:14:27.000]  因此我比阿波羅派還要厲害
[00:14:27.000 --> 00:14:29.000]  不要這樣做
[00:14:29.000 --> 00:14:31.000]  剛剛前幾天
[00:14:31.000 --> 00:14:34.000]  一班教務同工一齊來分享
[00:14:34.000 --> 00:14:37.000]  其中一位分堂很資深的目者
[00:14:37.000 --> 00:14:40.000]  他很坦誠地分享自己的經歷
[00:14:40.000 --> 00:14:43.000]  他自己說最近一件事反省
[00:14:43.000 --> 00:14:46.000]  覺得自己當中有驕傲的心
[00:14:46.000 --> 00:14:48.000]  他說當他自己看回聖經的時候
[00:14:48.000 --> 00:14:50.000]  看到啟示69章
[00:14:50.000 --> 00:14:52.000]  甚至提醒他
[00:14:52.000 --> 00:14:54.000]  聖經說到當時約翰
[00:14:54.000 --> 00:14:58.000]  領受天使將信息傳給他
[00:14:58.000 --> 00:15:01.000]  而當時這位約翰
[00:15:01.000 --> 00:15:03.000]  他就馬上俯伏在地上
[00:15:03.000 --> 00:15:06.000]  想敬拜這位天使
[00:15:06.000 --> 00:15:09.000]  但天使立時攔阻他
[00:15:09.000 --> 00:15:11.000]  說千萬不可
[00:15:11.000 --> 00:15:15.000]  你和我和那些為耶穌作見證的
[00:15:15.000 --> 00:15:19.000]  都是同作僕人
[00:15:19.000 --> 00:15:23.000]  你當要敬拜主
[00:15:23.000 --> 00:15:26.000]  無論你是什麼身份
[00:15:26.000 --> 00:15:30.000]  或者你在教會主要學校教了二十年
[00:15:30.000 --> 00:15:36.000]  或者你在師班唱了十年的唱詩
[00:15:36.000 --> 00:15:38.000]  很多不同的經驗
[00:15:38.000 --> 00:15:39.000]  很多不同的侍奉
[00:15:39.000 --> 00:15:41.000]  很多不同的背景
[00:15:41.000 --> 00:15:42.000]  但你知道
[00:15:42.000 --> 00:15:44.000]  在神的面前
[00:15:44.000 --> 00:15:46.000]  都是神的僕人
[00:15:46.000 --> 00:15:50.000]  不要期望別人對你那種敬服
[00:15:50.000 --> 00:15:54.000]  而是只是一起敬拜主
[00:15:54.000 --> 00:15:56.000]  當我聽到這位和我分享的時候
[00:15:56.000 --> 00:15:58.000]  我都不斷提醒自己
[00:15:58.000 --> 00:15:59.000]  要留心
[00:15:59.000 --> 00:16:02.000]  單單敬拜神
[00:16:02.000 --> 00:16:05.000]  我們只不過一同作僕人
[00:16:05.000 --> 00:16:07.000]  當時他們彼此又分門別類
[00:16:07.000 --> 00:16:09.000]  因此貴重者過
[00:16:09.000 --> 00:16:11.000]  輕看也過
[00:16:11.000 --> 00:16:14.000]  容易去高抬自己就否定別人
[00:16:14.000 --> 00:16:16.000]  我們常常都會提及
[00:16:16.000 --> 00:16:18.000]  有些人自己不自覺
[00:16:18.000 --> 00:16:21.000]  耐心去低踩別人
[00:16:21.000 --> 00:16:23.000]  目的是什麼?
[00:16:23.000 --> 00:16:26.000]  想提升自己
[00:16:26.000 --> 00:16:28.000]  我記得我以前寫過一篇目叫《心聲》
[00:16:28.000 --> 00:16:30.000]  不知道大家記不記得
[00:16:30.000 --> 00:16:32.000]  我都很直接地寫
[00:16:32.000 --> 00:16:33.000]  我的題目就是
[00:16:33.000 --> 00:16:38.000]  慎防大北宣主義
[00:16:38.000 --> 00:16:39.000]  要留心
[00:16:39.000 --> 00:16:42.000]  我們教會雖然在當中蒙受神很多的恩惠
[00:16:42.000 --> 00:16:45.000]  但保存著那份謙虛
[00:16:45.000 --> 00:16:48.000]  因為有北美的牧者曾經對我說
[00:16:48.000 --> 00:16:49.000]  牧師
[00:16:49.000 --> 00:16:51.000]  你們北宣的弟兄姊妹
[00:16:51.000 --> 00:16:52.000]  有時來到我們那邊
[00:16:52.000 --> 00:16:54.000]  有些移民 有些探訪
[00:16:54.000 --> 00:16:57.000]  有些是很忠心地投入教會侍奉
[00:16:57.000 --> 00:17:02.000]  不過有些都經常帶給我們麻煩
[00:17:02.000 --> 00:17:05.000]  我問:什麼麻煩?
[00:17:05.000 --> 00:17:07.000]  他們常常對我說
[00:17:07.000 --> 00:17:11.000]  我們北宣不是這樣的
[00:17:11.000 --> 00:17:14.000]  你們可以這樣的
[00:17:14.000 --> 00:17:20.000]  將自己認為最好的套在別人身上
[00:17:20.000 --> 00:17:24.000]  以為唯有這個做法才是最好的
[00:17:24.000 --> 00:17:26.000]  我們需要留心
[00:17:26.000 --> 00:17:29.000]  不同的處境有不同的做法
[00:17:29.000 --> 00:17:33.000]  因此我們留心大北宣主義
[00:17:33.000 --> 00:17:36.000]  我們要提醒自己 謙卑自己
[00:17:36.000 --> 00:17:37.000]  我們常常說
[00:17:37.000 --> 00:17:40.000]  神阻擋驕傲的人
[00:17:40.000 --> 00:17:43.000]  賜恩給謙卑的人
[00:17:43.000 --> 00:17:46.000]  有容量的就會繼續蒙恩
[00:17:46.000 --> 00:17:51.000]  沒有容量的就停止了神的恩典
[00:17:51.000 --> 00:17:54.000]  一個人當他內心有自傲的時候
[00:17:54.000 --> 00:17:56.000]  他就會批評別人
[00:17:56.000 --> 00:17:59.000]  他就會產生那種惡意的論斷
[00:17:59.000 --> 00:18:01.000]  我們要常常留心
[00:18:01.000 --> 00:18:03.000]  你再看回聖經說
[00:18:03.000 --> 00:18:06.000]  在第八節
[00:18:06.000 --> 00:18:11.000]  他說:你們已經飽足了
[00:18:11.000 --> 00:18:13.000]  已經豐足豐富了
[00:18:13.000 --> 00:18:16.000]  不如我們自己就作王了
[00:18:16.000 --> 00:18:18.000]  我願你們果真作王
[00:18:18.000 --> 00:18:22.000]  叫我們也得與你們一同作王
[00:18:22.000 --> 00:18:23.000]  人最大的問題就是
[00:18:23.000 --> 00:18:25.000]  以為自己已經很足夠了
[00:18:25.000 --> 00:18:26.000]  已經豐足了
[00:18:26.000 --> 00:18:27.000]  已經滿足了
[00:18:27.000 --> 00:18:32.000]  因此不願意再謙卑地尋求恩典
[00:18:32.000 --> 00:18:34.000]  但是你留心看回前的第七節
[00:18:34.000 --> 00:18:36.000]  這節經文太寶貴了
[00:18:36.000 --> 00:18:38.000]  當你明白這節經文的時候
[00:18:38.000 --> 00:18:40.000]  你和我就不會以為
[00:18:40.000 --> 00:18:42.000]  我們已經飽足了
[00:18:42.000 --> 00:18:44.000]  不需要神的恩典
[00:18:44.000 --> 00:18:46.000]  不如一起讀第七節
[00:18:46.000 --> 00:18:50.000]  使你與人不同的是誰呢?
[00:18:50.000 --> 00:18:53.000]  你有什麼不是領受的呢?
[00:18:53.000 --> 00:18:56.000]  若是領受的,為何折花
[00:18:56.000 --> 00:18:59.000]  彷彿不是領受的呢?
[00:18:59.000 --> 00:19:03.000]  聖經說:有什麼不是領受的?
[00:19:03.000 --> 00:19:04.000]  你今天的健康
[00:19:04.000 --> 00:19:06.000]  你今天的地位
[00:19:06.000 --> 00:19:08.000]  你的資源
