
[00:00:00.000 --> 00:00:03.040]  在上兩次講讓方的講道裏面
[00:06:08.280 --> 00:06:10.720]  一個是西門彼得的兄弟安德烈
[00:06:10.720 --> 00:06:13.760]  他先找著自己的哥哥西門對他說
[00:06:13.760 --> 00:06:15.480]  我們遇見尼塞亞了
[00:06:15.480 --> 00:06:17.360]  尼塞亞翻出來就是基督
[00:06:17.360 --> 00:06:19.720]  於是領他去見耶穌
[00:06:19.720 --> 00:06:21.040]  耶穌看著他說
[00:06:21.040 --> 00:06:22.880]  你是約翰的兒子西門
[00:06:22.880 --> 00:06:24.680]  你要稱為基發
[00:06:24.680 --> 00:06:28.960]  在這裏安德烈帶著他的兄弟
[00:06:28.960 --> 00:06:30.360]  他自己跟隨耶穌
[00:06:30.360 --> 00:06:34.520]  接著他就告訴這個兄弟彼得
[00:06:34.520 --> 00:06:35.680]  當時叫西門
[00:06:35.680 --> 00:06:38.720]  就說我們遇見尼塞亞了
[00:06:38.720 --> 00:06:40.160]  你們來看看
[00:06:40.160 --> 00:06:42.320]  帶著他來到耶穌的面前
[00:06:42.320 --> 00:06:47.280]  接著耶穌就為彼得改了一個名
[00:06:47.280 --> 00:06:49.040]  本來叫做西門
[00:06:49.040 --> 00:06:52.120]  現在你叫做彼得
[00:06:52.120 --> 00:06:53.720]  你要稱為基發
[00:06:53.720 --> 00:06:55.880]  基發翻出來就是彼得的意思
[00:06:55.880 --> 00:06:56.960]  之前叫西門
[00:06:56.960 --> 00:06:58.280]  現在叫基發
[00:06:58.280 --> 00:07:00.960]  在這裏其實不是一個
[00:07:00.960 --> 00:07:04.160]  可以說不是一個耶穌的預言
[00:07:04.160 --> 00:07:06.680]  而是說的一個宣告
[00:07:06.680 --> 00:07:11.520]  他說耶穌要彼得成為一個甚麼人
[00:07:11.520 --> 00:07:14.440]  彼得你要成為一個甚麼人
[00:07:14.440 --> 00:07:18.920]  反映了彼得的生命上
[00:07:18.920 --> 00:07:21.360]  或者性格上的改變
[00:07:21.360 --> 00:07:24.600]  有些人可能從這裏去說
[00:07:24.600 --> 00:07:29.800]  耶穌將西門改名為基發
[00:07:29.800 --> 00:07:31.920]  是要將一個教會
[00:07:31.920 --> 00:07:34.240]  擔當一個很重要的角色給他
[00:07:34.240 --> 00:07:36.160]  所以要改這個名
[00:07:36.160 --> 00:07:38.440]  但這裏沒有很清楚是這樣說
[00:07:38.440 --> 00:07:39.640]  在這裏
[00:07:39.640 --> 00:07:42.520]  耶穌只是去表達一件事
[00:07:42.520 --> 00:07:45.320]  無論是表達一個
[00:07:45.320 --> 00:07:47.320]  耶穌去說彼得
[00:07:47.320 --> 00:07:49.200]  你的生命上的改變
[00:07:49.200 --> 00:07:51.120]  或者有些人覺得
[00:07:51.120 --> 00:07:56.680]  彼得要擔當更大責任的角色的轉變
[00:07:56.680 --> 00:07:59.560]  但是其實在這裏的焦點
[00:07:59.560 --> 00:08:02.120]  應該說這裏的焦點
[00:08:02.120 --> 00:08:03.880]  這個名字的改變
[00:08:03.880 --> 00:08:07.280]  是耶穌很清楚知道一個人
[00:08:07.280 --> 00:08:09.480]  那個人的生命
[00:08:09.480 --> 00:08:13.280]  看穿了一個人將要面對甚麼事
[00:08:13.280 --> 00:08:15.280]  或者他的前路是怎樣
[00:08:15.280 --> 00:08:17.720]  是表示耶穌本身
[00:08:17.720 --> 00:08:19.720]  他有這個能力
[00:08:19.720 --> 00:08:24.160]  他知道人的一切的事是怎樣
[00:08:24.160 --> 00:08:26.840]  重點是放在耶穌那裏
[00:08:26.840 --> 00:08:28.880]  其實重點不是放在
[00:08:28.880 --> 00:08:32.160]  西門彼得的這個身上
[00:08:32.160 --> 00:08:34.840]  是強調耶穌的主權
[00:08:34.840 --> 00:08:37.480]  或者耶穌對人的認識
[00:08:37.480 --> 00:08:44.200]  接著在這裏到43至51節
[00:08:44.200 --> 00:08:47.080]  接著再有兩個門徒
[00:08:47.080 --> 00:08:48.280]  一個叫肥力
[00:08:48.280 --> 00:08:50.280]  一個叫拿丹葉
[00:08:50.280 --> 00:08:53.720]  在這裏記載43至51節
[00:08:53.720 --> 00:08:56.440]  他怎樣去跟隨著耶穌
[00:08:56.440 --> 00:08:58.120]  在這個名單裏面
[00:08:58.120 --> 00:09:02.400]  可以說這短短的經文裏面
[00:09:02.400 --> 00:09:05.400]  其實亦都是對導賢
[00:09:05.400 --> 00:09:07.040]  即是我們第1項
[00:09:07.040 --> 00:09:09.560]  1章1至18節裏面的導賢所說
[00:09:09.560 --> 00:09:12.920]  有一些人他到自己的地方來
[00:09:12.920 --> 00:09:14.920]  自己的人是不接受他
[00:09:14.920 --> 00:09:19.160]  但有些人卻是因為相信他的緣故
[00:09:19.160 --> 00:09:21.320]  他得著上帝給他的權柄
[00:09:21.320 --> 00:09:23.040]  作神的兒女
[00:09:23.040 --> 00:09:24.600]  在這幾段經文裏說了
[00:09:24.600 --> 00:09:26.600]  有一班人已經開始
[00:09:26.600 --> 00:09:29.080]  因著相信耶穌的緣故
[00:09:29.080 --> 00:09:32.720]  能夠被稱為上帝的兒女
[00:09:32.720 --> 00:09:35.240]  接著43至44節說
[00:09:35.240 --> 00:09:37.760]  有次日耶穌想要往加利利去
[00:09:37.760 --> 00:09:39.320]  遇見肥力就對他說
[00:09:39.320 --> 00:09:41.120]  來,跟從我吧
[00:09:41.120 --> 00:09:42.800]  這肥力是伯塞大人
[00:09:42.800 --> 00:09:45.600]  和安德烈彼得同城
[00:09:45.600 --> 00:09:48.760]  在這裏可以強調
[00:09:48.760 --> 00:09:52.200]  其實楊芳的作者楊寒女強調
[00:09:52.200 --> 00:09:56.200]  一個人認識耶穌或者跟從耶穌
[00:09:56.200 --> 00:09:58.800]  是因為有人為他做見證
[00:09:58.800 --> 00:10:01.000]  以致有人為他做見證
[00:10:01.000 --> 00:10:01.960]  他有初步認識
[00:10:01.960 --> 00:10:03.480]  接著他就找耶穌
[00:10:03.480 --> 00:10:07.040]  接著就有一些事情發生
[00:10:07.040 --> 00:10:09.640]  所以他就繼續跟隨耶穌
[00:10:09.640 --> 00:10:13.640]  在這裏是強調見證的重要性
[00:10:13.640 --> 00:10:15.720]  一個人認識了耶穌
[00:10:15.720 --> 00:10:16.600]  跟隨了耶穌
[00:10:16.600 --> 00:10:19.640]  他就向另一些人去做見證
[00:10:19.640 --> 00:10:21.120]  接著另一些人
[00:10:21.120 --> 00:10:23.040]  由一步去見到耶穌
[00:10:23.040 --> 00:10:25.880]  來到自己親身來到耶穌面前
[00:10:25.880 --> 00:10:28.240]  接著他又跟隨著耶穌
[00:10:28.240 --> 00:10:33.520]  這是強調了這個模式的某程度
[00:10:33.520 --> 00:10:35.840]  接著之後又發生什麼事呢
[00:10:35.840 --> 00:10:38.040]  肥力跟隨了耶穌之後
[00:10:38.040 --> 00:10:39.880]  45至46節在這裏說
[00:10:39.880 --> 00:10:41.440]  肥力又找了拿達業
[00:10:41.440 --> 00:10:42.520]  就對他說
[00:10:42.520 --> 00:10:45.040]  律法摩西在律法上所寫的
[00:10:45.040 --> 00:10:48.560]  和眾仙之所記的那位
[00:10:48.560 --> 00:10:49.600]  我們預見了
[00:10:49.600 --> 00:10:52.240]  就是約瑟的兒子拿撒勒人耶穌
[00:10:52.240 --> 00:10:53.680]  拿達業對他說
[00:10:53.680 --> 00:10:56.560]  拿撒勒還人出什麼好的呢
[00:10:56.560 --> 00:10:57.320]  肥力說
[00:10:57.320 --> 00:10:59.960]  你來看
[00:10:59.960 --> 00:11:04.280]  正如安德烈帶領彼得來到耶穌面前
[00:11:04.280 --> 00:11:10.480]  肥力也希望帶領拿達業來到耶穌面前
[00:11:10.480 --> 00:11:12.080]  在這裏可以見到
[00:11:12.080 --> 00:11:16.120]  一個帶一個去讓人認識耶穌
[00:11:16.120 --> 00:11:19.560]  在這裏肥力和安德烈的見證
[00:11:19.560 --> 00:11:22.280]  雖然對象一樣都是耶穌
[00:11:22.280 --> 00:11:24.040]  但他們宣稱的內容
[00:11:24.040 --> 00:11:26.720]  如果發覺是有些不同的
[00:11:26.720 --> 00:11:29.840]  安德烈的見證就是
[00:11:29.840 --> 00:11:32.120]  那個耶穌就是尼塞亞
[00:11:32.120 --> 00:11:36.000]  就是舊約仙之論所說的那個尼塞亞
[00:11:36.000 --> 00:11:38.680]  但是肥力怎麼說呢
[00:11:38.680 --> 00:11:40.400]  肥力的說法就是
[00:11:40.400 --> 00:11:43.640]  耶穌就是摩西在律法上所寫的
[00:11:43.640 --> 00:11:46.000]  和眾仙之所記的那位
[00:11:46.000 --> 00:11:47.240]  就是這個了
[00:11:47.240 --> 00:11:48.760]  就是耶穌了
[00:11:48.760 --> 00:11:50.400]  在這裏可以說
[00:11:50.400 --> 00:11:52.680]  雖然他們用了不同的字眼
[00:11:52.680 --> 00:11:56.040]  但他們從不同的角度去見證
[00:11:56.040 --> 00:11:59.880]  耶穌就是上帝差派來的那個救主
[00:11:59.880 --> 00:12:02.080]  由摩西的律法
[00:12:02.080 --> 00:12:06.240]  就是摩西所說的那個要來的仙子
[00:12:06.240 --> 00:12:10.800]  眾仙之要講將要來臨的那個尼塞亞
[00:12:10.800 --> 00:12:12.400]  就是這個了
[00:12:12.400 --> 00:12:15.760]  他說從不同的角度去印證或見證
[00:12:15.760 --> 00:12:20.480]  耶穌就是上帝差派來的這個救主
[00:12:20.480 --> 00:12:22.920]  在這裏拿丹葉他的出生
[00:12:22.920 --> 00:12:27.840]  可以說是在加拿大出生的
[00:12:27.840 --> 00:12:29.840]  在那個地方長大
[00:12:29.840 --> 00:12:32.680]  那個地方也是加利利一個城鎮
[00:12:32.680 --> 00:12:36.160]  在當時來說猶太人的地方
[00:12:36.160 --> 00:12:39.360]  往往對加利利人不是很看得起的
[00:12:39.360 --> 00:12:43.440]  甚至連加利利人去看拿撒勒人
[00:12:43.440 --> 00:12:45.240]  基本上也不是很看得起的
[00:12:45.240 --> 00:12:47.680]  拿撒勒這個地方在當時來說
[00:12:47.680 --> 00:12:50.520]  是一個不會被人看得起的地方
[00:12:50.520 --> 00:12:53.600]  在這裏出生被人看不起
[00:12:53.600 --> 00:12:55.120]  過了很多年之後
[00:12:55.120 --> 00:12:57.120]  就算在士大人主教可以見到
[00:12:57.120 --> 00:13:00.000]  有人去信耶穌的人
[00:13:00.000 --> 00:13:02.600]  就叫拿撒勒教黨的一班人
[00:13:02.600 --> 00:13:04.600]  拿撒勒教黨的一班人
[00:13:04.600 --> 00:13:06.600]  這些人不借一顧的一班人
[00:13:06.600 --> 00:13:08.520]  可以從這裏看到
[00:13:08.520 --> 00:13:10.000]  在當時很長的時期
[00:13:10.000 --> 00:13:12.840]  拿撒勒這個地方怎會有什麼好東西出呢
[00:13:12.840 --> 00:13:16.080]  你還說上帝的救主從這個地方出來
[00:13:16.080 --> 00:13:17.520]  有沒有搞錯呀
[00:13:17.520 --> 00:13:18.920]  不可能的
[00:13:18.920 --> 00:13:21.120]  如果是應該在耶路撒冷出
[00:13:21.120 --> 00:13:24.520]  這個正宗皇室之地
[00:13:24.520 --> 00:13:27.360]  怎會在那個寂寂無名的地方呢
[00:13:27.360 --> 00:13:29.640]  但肥力就說了一句話
[00:13:29.640 --> 00:13:31.440]  他就說那你來看吧
[00:13:31.440 --> 00:13:32.720]  你自己來看吧
[00:13:32.720 --> 00:13:34.720]  你來看看是不是這樣
[00:13:34.720 --> 00:13:36.440]  這一句話可以說是一個挑戰
[00:13:36.440 --> 00:13:37.760]  對拿達葉
[00:13:37.760 --> 00:13:40.600]  其實這句話不單止對拿達葉是一個挑戰
[00:13:40.600 --> 00:13:43.560]  是對看約翰福音的人是一個挑戰
[00:13:43.560 --> 00:13:46.400]  可能有些人會說耶穌是救主
[00:13:46.400 --> 00:13:47.480]  有沒有搞錯呀
[00:13:47.480 --> 00:13:48.480]  祂是救主
[00:13:48.480 --> 00:13:50.480]  接著我們可以說那你自己去看看吧
[00:13:50.480 --> 00:13:51.480]  意思就是這樣
[00:13:51.480 --> 00:13:52.520]  你來看看
[00:13:52.520 --> 00:13:55.480]  祂是不是上帝所設立的那個救主
[00:13:55.480 --> 00:13:57.480]  接著在47、48節裏說
[00:13:57.480 --> 00:14:00.080]  耶穌看見看見拿達葉來
[00:14:00.080 --> 00:14:01.080]  就指著他說
[00:14:01.080 --> 00:14:01.760]  看吶
[00:14:01.760 --> 00:14:03.240]  這是個真以色列人
[00:14:03.240 --> 00:14:04.920]  他心裏沒有鬼乍的
[00:14:04.920 --> 00:14:06.320]  拿達葉對耶穌說
[00:14:06.320 --> 00:14:08.480]  你從哪裡知道我呢
[00:14:08.480 --> 00:14:09.760]  耶穌回答說
[00:14:09.760 --> 00:14:11.640]  肥力華沒有招呼你
[00:14:11.640 --> 00:14:13.800]  你在無花果樹底下
[00:14:13.800 --> 00:14:16.360]  我就看見你了
[00:14:16.360 --> 00:14:18.040]  在這裏耶穌說
[00:14:18.040 --> 00:14:20.520]  拿達葉是一個真以色列人
[00:14:20.520 --> 00:14:23.640]  不是說這個真以色列人是一個很完全的人
[00:14:23.640 --> 00:14:26.320]  他是一個已經得到上帝完全拯救的人
[00:14:26.320 --> 00:14:27.120]  不是
[00:14:27.120 --> 00:14:29.400]  說他是一個真以色列人的意思是
[00:14:29.400 --> 00:14:30.400]  耶穌已經說了
[00:14:30.400 --> 00:14:32.200]  他心裏沒有鬼乍
[00:14:32.200 --> 00:14:33.400]  他沒有騙人
[00:14:33.400 --> 00:14:36.720]  他心裏是一個很單純的一個人
[00:14:36.720 --> 00:14:39.400]  就是說他是一個真以色列人
[00:14:39.400 --> 00:14:43.320]  可以說拿達葉對耶穌的批評
[00:14:43.320 --> 00:14:46.920]  或者對耶穌出身的批評
[00:14:46.920 --> 00:14:49.680]  都是出於他自己的個性的僅值
[00:14:49.680 --> 00:14:52.040]  他完全沒有任何的不好的動機
[00:14:52.040 --> 00:14:53.400]  或者不好的想法
[00:14:53.400 --> 00:14:55.280]  沒有任何的鬼乍
[00:14:55.280 --> 00:14:56.920]  只是出於一個動機
[00:14:56.920 --> 00:14:57.720]  在他認識裏面
[00:14:57.720 --> 00:15:00.560]  是的這個地方不會有好東西出來的
[00:15:00.560 --> 00:15:02.080]  他就是這樣說
[00:15:02.080 --> 00:15:03.920]  但是在這裏
[00:15:03.920 --> 00:15:07.400]  他願意親自來到耶穌的面前
[00:15:07.400 --> 00:15:10.360]  看看你的宣稱是不是真的
[00:15:10.360 --> 00:15:13.800]  拿達葉問的問題就是
[00:15:13.800 --> 00:15:15.560]  你在哪裏知道我呢
[00:15:15.560 --> 00:15:17.560]  他問耶穌的問題
[00:15:17.560 --> 00:15:19.920]  接著耶穌很簡單的說出
[00:15:19.920 --> 00:15:22.440]  耶穌很簡單的說出他的性格
[00:15:22.440 --> 00:15:23.320]  未見過他
[00:15:23.320 --> 00:15:24.680]  就已經知道你的性格是甚麼
[00:15:24.680 --> 00:15:26.680]  其實拿達葉在當時也很驚訝
[00:15:26.680 --> 00:15:28.240]  你怎麼認識我呢
[00:15:28.240 --> 00:15:29.760]  你怎麼知道我是這樣呢
[00:15:29.760 --> 00:15:32.040]  你是我肚裏面的一條蟲
[00:15:32.040 --> 00:15:34.640]  你怎麼知道我是一個沒有鬼乍的人呢
[00:15:34.640 --> 00:15:36.240]  你怎麼知道我是一個單純的人呢
[00:15:36.240 --> 00:15:37.480]  耶穌說我知道
[00:15:37.480 --> 00:15:39.080]  你就是一個很單純的人
[00:15:39.080 --> 00:15:42.000]  接著說了一個很客觀的事實
[00:15:42.000 --> 00:15:42.800]  客觀的事實就是
[00:15:42.800 --> 00:15:45.120]  在無花果樹底下
[00:15:45.120 --> 00:15:46.960]  你在那裏的時候我已經見到你了
[00:15:46.960 --> 00:15:48.280]  聖經沒有很清楚說到
[00:15:48.280 --> 00:15:50.120]  究竟這個事件是怎樣
[00:15:50.120 --> 00:15:55.120]  不過應該在拿達葉的當中
[00:15:55.120 --> 00:15:57.320]  他的回應裏面我們見到就是
[00:15:57.320 --> 00:15:59.600]  從他的回應裏面我們知道
[00:15:59.600 --> 00:16:01.160]  在這個情境
[00:16:01.160 --> 00:16:02.640]  不可能耶穌會知道
[00:16:02.640 --> 00:16:03.640]  但是他知道
[00:16:03.640 --> 00:16:08.840]  這個對於客觀來說是一個超自然的知識
[00:16:08.840 --> 00:16:10.000]  是不可能知道
[00:16:10.000 --> 00:16:10.920]  但是竟然知道
[00:16:10.920 --> 00:16:12.560]  可能拿達葉在很遠
[00:16:12.560 --> 00:16:14.960]  可能在十三公里幾公里很遠
[00:16:14.960 --> 00:16:15.920]  在那裏
[00:16:15.920 --> 00:16:16.920]  不知道發生甚麼事
[00:16:16.920 --> 00:16:19.640]  耶穌說你在那裏的時候我已經見到你了
[00:16:19.640 --> 00:16:23.280]  所以對於拿達葉來說
[00:16:23.280 --> 00:16:24.520]  從這個回應
[00:16:24.520 --> 00:16:27.160]  他就知道耶穌不是一個普通人
[00:16:27.160 --> 00:16:30.200]  普通人是不可能知道這個情況
[00:16:30.200 --> 00:16:32.240]  所以從耶穌的回應裏面
[00:16:32.240 --> 00:16:33.800]  他就馬上認識
[00:16:33.800 --> 00:16:38.960]  耶穌不是一個普通人
[00:16:38.960 --> 00:16:40.080]  在這個宣稱裏面
[00:16:40.080 --> 00:16:41.640]  他馬上宣稱是甚麼呢
[00:16:41.640 --> 00:16:43.920]  第49至51節說
[00:16:43.920 --> 00:16:47.280]  拿達葉說拉比你是神的兒子
[00:16:47.280 --> 00:16:48.800]  你是以色列的王
[00:16:48.800 --> 00:16:49.800]  耶穌對他說
[00:16:49.800 --> 00:16:52.920]  因為我說在無花果樹底下看見你
[00:16:52.920 --> 00:16:54.040]  你就相信嗎
[00:16:54.040 --> 00:16:56.840]  你將要看比這更大的事
[00:16:56.840 --> 00:17:00.160]  又說我實實在在的告訴你們
[00:17:00.160 --> 00:17:02.040]  你們將要看見天開了
[00:17:02.040 --> 00:17:07.680]  神的使者在上去下來在人子身上
[00:17:07.680 --> 00:17:13.120]  當可以說耶穌顯出他這個特殊的
[00:17:13.120 --> 00:17:17.600]  超自然的能力對這個拿達葉的認識之後
[00:17:17.600 --> 00:17:22.200]  這個拿達葉很快就消除了對耶穌的疑惑
[00:17:22.200 --> 00:17:25.360]  他馬上宣稱耶穌
[00:17:25.360 --> 00:17:28.240]  他從拉比第一個尊稱
[00:17:28.240 --> 00:17:33.960]  拉比是當時人對一些老師的很大的尊稱
[00:17:33.960 --> 00:17:36.600]  接著的說法是甚麼呢
[00:17:36.600 --> 00:17:39.480]  你是不單止一個拉比
