
[00:00:00.000 --> 00:00:04.600]  今天我們所看的第八章的經文
[00:03:00.840 --> 00:03:05.520]  要求一個實在的同在讓他看得見
[00:03:05.520 --> 00:03:09.440]  在我們今天所看的第八章
[00:03:09.440 --> 00:03:15.280]  紀顛的生命困難不但是面對外族人米顛人的攻擊
[00:03:15.280 --> 00:03:19.440]  事實上當時的米顛人其實已經壞不成軍
[00:03:19.440 --> 00:03:23.560]  已經不是對紀顛的軍隊是一個威脅
[00:03:23.560 --> 00:03:27.400]  紀顛要去面對的確實同一個陣型
[00:03:27.400 --> 00:03:32.800]  像同族人三種人的疑惑還有譏笑
[00:03:32.800 --> 00:03:38.000]  包括是以法連人 梭格人 還有皮魯伊勒人
[00:03:38.000 --> 00:03:41.040]  紀顛用不同的說話的方式
[00:03:41.040 --> 00:03:45.240]  是回應這三族人的提問還有嘲笑
[00:03:45.240 --> 00:03:48.040]  去面對以法連人的時候
[00:03:48.040 --> 00:03:51.840]  紀顛選擇去講一些差妹的話
[00:03:51.840 --> 00:03:54.560]  去封成這些以法連人
[00:03:54.560 --> 00:03:56.760]  明明上帝不是這樣說話的
[00:03:56.760 --> 00:04:00.040]  但是在第三節就願望上帝說
[00:04:00.040 --> 00:04:03.440]  米顛人已經叫在以法連人的手中
[00:04:03.440 --> 00:04:07.600]  並且覺得自己做的不比以法連人多
[00:04:07.600 --> 00:04:14.000]  以及可以去免去以法連人對紀顛的軍隊的擄鬧的狀態
[00:04:14.000 --> 00:04:19.480]  這樣可見 紀顛放下了神父教自己的身份還有責任
[00:04:19.480 --> 00:04:23.160]  他怕麻煩 怕以法連人找他麻煩
[00:04:23.160 --> 00:04:25.400]  他就這樣說 其實不是我幹的
[00:04:25.400 --> 00:04:30.840]  是以法連人 你們親自把米顛人擊敗的
[00:04:30.840 --> 00:04:36.800]  相反 他去面對梭格人還有皮魯伊勒人
[00:04:36.800 --> 00:04:41.360]  紀顛就有以色列們的拯救者的角色
[00:04:41.360 --> 00:04:45.240]  轉變成為一個壓迫者的角色
[00:04:45.240 --> 00:04:52.120]  因著梭格人還有皮魯伊勒人不肯對紀顛的軍隊行善
[00:04:52.120 --> 00:04:54.320]  不肯給他們有餅吃
[00:04:54.320 --> 00:04:56.720]  所以紀顛就立下誓言
[00:04:56.720 --> 00:05:00.680]  當他打勝仗回來這個地方的時候
[00:05:00.680 --> 00:05:05.360]  他要用野地的金條還有資金去打傷梭格人
[00:05:05.360 --> 00:05:10.080]  甚至把以魯伊勒人所住的城樓去拆毀
[00:05:10.080 --> 00:05:12.840]  自己人殘害自己的人
[00:05:12.840 --> 00:05:16.400]  在16到17節 他是這樣說的
[00:05:16.400 --> 00:05:19.800]  於是他就拿著城裡的長老
[00:05:19.800 --> 00:05:22.520]  用野地的金條還有資條
[00:05:22.520 --> 00:05:27.960]  這的梭格人又拆了他們皮魯伊勒人的城樓
[00:05:27.960 --> 00:05:30.440]  殺了城裡的人
[00:05:30.440 --> 00:05:33.840]  當他平平安安從戰場回來的時候
[00:05:33.840 --> 00:05:37.600]  他的確說到做到殘忍的行為
[00:05:37.600 --> 00:05:40.400]  明明紀顛的敵人只有一群人
[00:05:40.400 --> 00:05:41.640]  就是米顛人
[00:05:41.640 --> 00:05:47.200]  但在這裡他所敵視的不只有米顛人自己
[00:05:47.200 --> 00:05:50.520]  還有跟著他同族的這三種的人類
[00:05:50.520 --> 00:05:55.400]  伊法連人 梭格人 還有皮魯伊勒人
[00:05:55.400 --> 00:05:58.400]  他不論是從一個差妹者的角色
[00:05:58.400 --> 00:06:00.680]  從一個壓迫者的角色
[00:06:00.680 --> 00:06:04.520]  都不是神本來去呼召他作為使士
[00:06:04.520 --> 00:06:06.840]  作為審判者的角色
[00:06:06.840 --> 00:06:11.120]  那個模樣都不是神去呼召他的
[00:06:11.120 --> 00:06:14.280]  有幾年開始不按上帝的吩咐
[00:06:14.280 --> 00:06:17.960]  去面對不同的族群的疑問很有蹊蹺
[00:06:17.960 --> 00:06:21.440]  他的侍奉聲音逐漸的走向下坡
[00:06:21.440 --> 00:06:22.880]  儘管如此
[00:06:22.880 --> 00:06:25.760]  上帝依然按照他的應許
[00:06:25.760 --> 00:06:28.480]  將米顛人交在他的手中
[00:06:28.480 --> 00:06:31.440]  不過令他真正陷入罪的網羅
[00:06:31.440 --> 00:06:36.800]  是我們今天所念的22節到35節的經文
[00:06:36.800 --> 00:06:40.040]  我想請大家幫我再念一遍
[00:06:40.040 --> 00:06:45.000]  22到23節 預備起
[00:06:45.000 --> 00:06:47.920]  伊斯蘭人對麒麟人說
[00:06:47.920 --> 00:06:50.760]  你既然救了我很多年
[00:06:50.760 --> 00:06:53.520]  就該理解我了
[00:06:53.520 --> 00:06:56.520]  但我兒子不理解你了
[00:06:56.520 --> 00:07:00.120]  你也對他說我不理你了
[00:07:00.120 --> 00:07:02.640]  我兒子也不理你了
[00:07:02.640 --> 00:07:05.320]  沒有他會理你了
[00:07:05.320 --> 00:07:08.120]  當我們去看到麒麟的反應
[00:07:08.120 --> 00:07:10.960]  其實我們覺得他的反應很合理
[00:07:10.960 --> 00:07:12.400]  也很正常
[00:07:12.400 --> 00:07:15.280]  他好像很認清自己的身分
[00:07:15.280 --> 00:07:18.520]  和葉和華的身分是有差別的
[00:07:18.520 --> 00:07:20.880]  唯有葉和華才是管理者
[00:07:20.880 --> 00:07:22.880]  去管理他自己的百姓
[00:07:22.880 --> 00:07:27.960]  而麒麟自己其實只是眾多百姓的一個人
[00:07:27.960 --> 00:07:30.600]  不過他進罪的網羅的地步
[00:07:30.600 --> 00:07:33.080]  就是在24節
[00:07:33.080 --> 00:07:35.400]  麒麟又對他們說
[00:07:35.400 --> 00:07:37.520]  我只有一千四酬你們
[00:07:37.520 --> 00:07:41.520]  請你們個人把所奪的耳環給我
[00:07:41.520 --> 00:07:44.960]  因為敵人都戴金耳環
[00:07:44.960 --> 00:07:47.720]  他們是以色馬利人
[00:07:47.720 --> 00:07:53.320]  他將打勝仗所奪來的戰利品收集起來
[00:07:53.320 --> 00:07:57.560]  經文裡面說大概有1700克
[00:07:57.560 --> 00:08:00.400]  瑟克勒的金紙
[00:08:00.400 --> 00:08:03.280]  然後去做一個以福德
[00:08:03.280 --> 00:08:08.480]  1700克的金紙是多重的概念呢
[00:08:08.480 --> 00:08:09.960]  假如我們換算是
[00:08:09.960 --> 00:08:13.600]  好像今天以公斤作為量奪的單位
[00:08:13.600 --> 00:08:16.920]  大概是19公斤左右
[00:08:16.920 --> 00:08:20.080]  其實如果我們今天去旅行的話
[00:08:20.080 --> 00:08:22.880]  我們大部分的航空公司的規定的
[00:08:22.880 --> 00:08:26.680]  行李的重量是20公斤
[00:08:26.680 --> 00:08:29.360]  現在有些是23公斤
[00:08:29.360 --> 00:08:32.520]  可能你會覺得一個行李箱的重量
[00:08:32.520 --> 00:08:35.280]  裝滿了已經很重了
[00:08:35.280 --> 00:08:39.840]  今天要用一個行李上的重量的黃金
[00:08:39.840 --> 00:08:41.920]  去做一個以福德
[00:08:41.920 --> 00:08:44.480]  會不會有一點誇張呢
[00:08:44.480 --> 00:08:46.720]  不知道弟兄姊妹認不認知
[00:08:46.720 --> 00:08:49.520]  以福德是一個什麼的東西
[00:08:49.520 --> 00:08:53.440]  當然按照《出埃及記》28章的記載
[00:08:53.440 --> 00:08:57.920]  以福德是一個可見獨立存在的物體
[00:08:57.920 --> 00:09:00.360]  不過它通常是出現在哪裡的呢
[00:09:00.360 --> 00:09:04.400]  它通常是出現在記事的衣服的上面
[00:09:04.400 --> 00:09:06.000]  生衣的上面
[00:09:06.000 --> 00:09:09.320]  都會有以福德就是中間的那個位置
[00:09:09.320 --> 00:09:12.880]  就是圖片上胸前的那個部分
[00:09:12.880 --> 00:09:16.120]  以福德的記載方法是相當複雜的
[00:09:16.120 --> 00:09:18.320]  用料也十分的昂貴
[00:09:18.320 --> 00:09:20.360]  包括用金色的線
[00:09:20.360 --> 00:09:23.200]  藍色 紫色 珠紅色的線
[00:09:23.200 --> 00:09:26.080]  細麻 然後有不同種類的寶石
[00:09:26.080 --> 00:09:29.080]  你可以看見圖片上有不同種類的寶石
[00:09:29.080 --> 00:09:30.320]  黃金等等
[00:09:30.320 --> 00:09:35.800]  也雕刻了以色列十二個字派的名字
[00:09:35.800 --> 00:09:38.440]  《出埃及記》的經文只要講述
[00:09:38.440 --> 00:09:41.560]  就是製造這個以福德的方法
[00:09:41.560 --> 00:09:45.080]  它沒有說明這個以福德的重量
[00:09:45.080 --> 00:09:46.880]  不過你可以想像
[00:09:46.880 --> 00:09:49.160]  假如這個以福德是
[00:09:49.160 --> 00:09:51.920]  芝西生衣商的一個部分
[00:09:51.920 --> 00:09:55.840]  我們可以猜想它應該不會重到20公斤
[00:09:55.840 --> 00:09:59.280]  你想像你穿一個20公斤的東西
[00:09:59.280 --> 00:10:01.720]  在你的身上的時候
[00:10:01.720 --> 00:10:03.200]  如果你是那個芝西
[00:10:03.200 --> 00:10:04.800]  你應該會被重襲
[00:10:04.800 --> 00:10:07.080]  就是你扛著一個行李上
[00:10:07.080 --> 00:10:08.400]  你會被重襲
[00:10:08.400 --> 00:10:10.280]  所以我們可以推論的是
[00:10:10.280 --> 00:10:13.200]  今天所製造的以福德的方法
[00:10:13.200 --> 00:10:15.000]  很可能不是按照
[00:10:15.000 --> 00:10:18.000]  《出埃及記》的經文的方法去製造
[00:10:18.000 --> 00:10:20.320]  要不然即使不能穿上
[00:10:20.320 --> 00:10:22.280]  也會被重襲
[00:10:22.280 --> 00:10:24.400]  收集金的耳環
[00:10:24.400 --> 00:10:26.000]  製造以福德
[00:10:26.000 --> 00:10:29.960]  這兩個行為你可能會想像到什麼呢?
[00:10:29.960 --> 00:10:31.640]  對我們來說
[00:10:31.640 --> 00:10:33.800]  可能什麼都聯想不到
[00:10:33.800 --> 00:10:35.480]  收集戰利品
[00:10:35.480 --> 00:10:37.680]  再去做一個祭祀的聲音
[00:10:37.680 --> 00:10:40.280]  不是一件敬拜神的美事嗎?
[00:10:40.280 --> 00:10:43.360]  本來仇敵之物是不可取的
[00:10:43.360 --> 00:10:46.080]  回饋到神的身上不是很好的嗎?
[00:10:46.080 --> 00:10:48.560]  不過在周月的時代
[00:10:48.560 --> 00:10:49.880]  今天這兩個行為
[00:10:49.880 --> 00:10:53.160]  可以都說是違背了上帝的律例
[00:10:53.160 --> 00:10:54.760]  以福德的存在
[00:10:54.760 --> 00:10:57.960]  是重溫神旨意的象徵
[00:10:57.960 --> 00:11:00.240]  本來只有聖潔的祭祀
[00:11:00.240 --> 00:11:02.960]  可能才會擁有這個東西
[00:11:02.960 --> 00:11:06.120]  而祭祀作為神與人的連結
[00:11:06.120 --> 00:11:09.640]  將積物帶到神的面前
[00:11:09.640 --> 00:11:10.920]  周圍呈現
[00:11:10.920 --> 00:11:15.120]  現在祭奠也擁有了這件的以福德
[00:11:15.120 --> 00:11:18.120]  明明不是祂身分該做的事情
[00:11:18.120 --> 00:11:21.320]  祂卻自以為是的去做了
[00:11:21.320 --> 00:11:25.480]  同時像本來應該存放在灰沫裡面
[00:11:25.480 --> 00:11:27.400]  才出現的以福德
[00:11:27.400 --> 00:11:30.360]  離開了宗教中心的地方
[00:11:30.360 --> 00:11:33.960]  離開了祂本身應該設立的地方
[00:11:33.960 --> 00:11:37.440]  卻設立在祭奠所在的地方
[00:11:37.440 --> 00:11:38.600]  這一切一切
[00:11:38.600 --> 00:11:41.760]  其實祭奠的都逐漸走偏了
[00:11:41.760 --> 00:11:44.040]  祂作為自己是以先例門
[00:11:44.040 --> 00:11:46.720]  作為神子民做事的方法
[00:11:46.720 --> 00:11:48.400]  而慢慢學習了
[00:11:48.400 --> 00:11:52.280]  迦蘭外邦彝族的生活風氣
[00:11:52.280 --> 00:11:55.320]  祂卻將來不可見的神
[00:11:55.320 --> 00:11:59.640]  變成一個以福德可見的偶像
[00:11:59.640 --> 00:12:03.160]  明明以前當祭奠蒙照的時候
[00:12:03.160 --> 00:12:07.480]  祂是拆掉敬拜巴黎偶像的壇
[00:12:07.480 --> 00:12:09.320]  裡面祂有一個別的名稱
[00:12:09.320 --> 00:12:10.680]  叫做耶路巴黎
[00:12:10.680 --> 00:12:13.840]  意思就是祂與巴黎去爭論
[00:12:13.840 --> 00:12:14.880]  可是今天
[00:12:14.880 --> 00:12:18.920]  祂卻激造了一個新的可見的偶像
[00:12:18.920 --> 00:12:23.600]  想讓人去敬拜那位可見的上帝
[00:12:23.600 --> 00:12:27.400]  把上帝當作是一個偶像那樣去參拜
[00:12:27.400 --> 00:12:31.040]  與敬拜巴黎的外邦人並沒有差別
[00:12:31.040 --> 00:12:33.600]  本來是一個敬錢的行為
[00:12:33.600 --> 00:12:37.160]  卻做了一個虛假的模樣
[00:12:37.160 --> 00:12:41.520]  到最後去求聞神的心意的時候
[00:12:41.520 --> 00:12:46.560]  聖潔的地方竟成為了祭奠全家人的網羅
[00:12:46.560 --> 00:12:50.200]  經文特別去記載在第三十節
[00:12:50.200 --> 00:12:53.560]  祭奠有七十個親生的兒子
[00:12:53.560 --> 00:12:57.760]  因為他娶了很多很多的妻
[00:12:57.760 --> 00:13:01.120]  今天的生命見證不見得特別的好
[00:13:01.120 --> 00:13:04.760]  一個正常人其實不會有七十個兒子
[00:13:04.760 --> 00:13:06.680]  三位既算是女兒
[00:13:06.680 --> 00:13:11.120]  因為聖經很少去記載女性的出生
[00:13:11.120 --> 00:13:12.720]  可是現代人可能覺得
[00:13:12.720 --> 00:13:15.680]  其實兩三個孩子已經很多了
[00:13:15.680 --> 00:13:18.200]  算很多的殘的家庭
[00:13:18.200 --> 00:13:21.720]  但是祭奠是七十個孩子的父親
[00:13:21.720 --> 00:13:24.840]  到底是一個怎樣的概念
[00:13:24.840 --> 00:13:27.800]  祭奠其中一位兒子的名字
[00:13:27.800 --> 00:13:31.040]  記錄在我們今天所讀的經文裡面
[00:13:31.040 --> 00:13:34.200]  他叫做亞比米勒
[00:13:34.200 --> 00:13:37.040]  亞比米勒的名字的意思是
[00:13:37.040 --> 00:13:40.120]  我的父親是王
[00:13:40.120 --> 00:13:44.720]  這可見當今天的生命走到最後的一個階段
[00:13:44.720 --> 00:13:48.080]  都不是一個很好的生命還有見證
[00:13:48.080 --> 00:13:53.320]  他的生活隨從了渣男王的習俗思想
[00:13:53.320 --> 00:13:56.320]  他幫自己的兒子的名字
[00:13:56.320 --> 00:14:00.040]  再改為我的父親是王
[00:14:00.040 --> 00:14:03.520]  他說明自己才是真正的王者
[00:14:03.520 --> 00:14:08.080]  他卻忘記了真正的王是葉和華的本身
[00:14:08.080 --> 00:14:10.520]  在生命記裡面
[00:14:10.520 --> 00:14:14.880]  怎樣去講涉獵一個王的經文的呢
[00:14:14.880 --> 00:14:19.720]  在生命記十七章十七節是這樣說的
[00:14:19.720 --> 00:14:22.920]  他不可以為自己多利廢品
[00:14:22.920 --> 00:14:25.920]  恐怕他的心變邪
[00:14:25.920 --> 00:14:30.000]  也不可以為自己多積金銀
[00:14:30.000 --> 00:14:32.280]  可是在這裡
[00:14:32.280 --> 00:14:35.080]  祭奠兩件事情都做了
[00:14:35.080 --> 00:14:41.240]  他多利廢品也為自己多利金銀
[00:14:41.240 --> 00:14:43.480]  後來當祭奠死後
[00:14:43.480 --> 00:14:46.960]  以色列人在那裡大行淫亂
[00:14:46.960 --> 00:14:53.520]  忘記了葉和華是祭奠的手所施行的恩惠和拯救
[00:14:53.520 --> 00:14:56.720]  一步一步用了四十年的時間
[00:14:56.720 --> 00:15:00.720]  離開了神本身對這個民俗的心意
[00:15:00.720 --> 00:15:02.640]  甚至是他的下一代
[00:15:02.640 --> 00:15:05.880]  他的兒子亞彼米勒興起的時候
[00:15:05.880 --> 00:15:08.680]  比祭奠所犯下的錯更甚
[00:15:08.680 --> 00:15:10.680]  做法更加的殘暴
[00:15:10.680 --> 00:15:13.640]  殺死了自己七十個兄弟
[00:15:13.640 --> 00:15:18.120]  然後自己自立自己為祭師
[00:15:18.120 --> 00:15:22.000]  但事實上他並不是那個神所剪身的人
[00:15:22.000 --> 00:15:26.640]  神是惡魔的心在亞彼米勒裡面滋生
[00:15:26.640 --> 00:15:31.520]  這是世紀第九章告訴我們的故事
[00:15:31.520 --> 00:15:35.280]  今天我發了很多很多的篇幅
[00:15:35.280 --> 00:15:38.120]  去講述關於祭奠的生命
[00:15:38.120 --> 00:15:43.040]  那個故事的來龍去脈怎樣由好變為差
[00:15:43.040 --> 00:15:48.680]  一開始的時候他只是不跟隨葉和華的吩咐
[00:15:48.680 --> 00:15:56.000]  到最後連生命的模式都跟隨了加拿人金拜的風氣還有思維
[00:15:56.000 --> 00:15:59.920]  以及他以為祭奠了以福德的時候
[00:15:59.920 --> 00:16:03.520]  神的心意就會跟以色列人同在
[00:16:03.520 --> 00:16:08.280]  到底祭奠的生命帶給我們什麼重要的課題呢
[00:16:08.280 --> 00:16:13.640]  今天我很想透過三個重點去總結我今天的講道
[00:16:13.640 --> 00:16:18.160]  以及我們可以怎樣應用在我們的生命之中
[00:16:18.160 --> 00:16:24.560]  第一個重點是我們要尋找生命中個人重複的模式
[00:16:24.560 --> 00:16:29.160]  就是我們個人生命中重複發生的模式
[00:16:29.160 --> 00:16:35.680]  在世事紀第六到八章其實都在講述祭奠的故事
[00:16:35.680 --> 00:16:40.160]  由祭奠蒙罩、打仗到死亡
[00:16:40.160 --> 00:16:44.040]  祭奠的人設其實沒有太大的轉變
[00:16:44.040 --> 00:16:47.880]  他是一個每一件事都要求要證據
[00:16:47.880 --> 00:16:50.960]  要可見神與他同在
[00:16:50.960 --> 00:16:52.800]  在他的生命故事中
[00:16:52.800 --> 00:16:59.800]  不論是火燒肉和餅 建造耶和華沙龍的祭壇
[00:16:59.800 --> 00:17:02.720]  然後乾屍羊毛的見證
[00:17:02.720 --> 00:17:05.920]  甚至是現在他祭奠以福德
[00:17:05.920 --> 00:17:11.760]  我不可以說這一切的動機都是完全的錯誤
[00:17:11.760 --> 00:17:14.480]  但是有一件事是有問題的
[00:17:14.480 --> 00:17:18.840]  就是祭奠的生命其實重複的模式
[00:17:18.840 --> 00:17:22.160]  都是要看見實體的物件
[00:17:22.160 --> 00:17:24.680]  要發現一些實質的事
[00:17:24.680 --> 00:17:28.120]  才能覺得神真的是與他同在
[00:17:28.120 --> 00:17:32.520]  所以他才會不停在生命中做很多很多的事情
[00:17:32.520 --> 00:17:36.120]  去證明真的神真的與我們同在
[00:17:36.120 --> 00:17:38.160]  但是這樣的祭奠
[00:17:38.160 --> 00:17:40.840]  他卻侷限了神的工作
[00:17:40.840 --> 00:17:46.080]  以有限的眼光去示上我們無限的上帝
[00:17:46.080 --> 00:17:49.200]  而祭奠其實只是求他眼中的神
[00:17:49.200 --> 00:17:50.880]  應該就是這樣的
[00:17:50.880 --> 00:17:54.360]  每一次出現都是應該這樣出現的
[00:17:54.360 --> 00:17:56.680]  他自以為自己是神 是皇
[00:17:56.680 --> 00:17:59.520]  但其實看不見神不是這樣想
[00:17:59.520 --> 00:18:01.840]  神也不是這樣做事
[00:18:01.840 --> 00:18:04.200]  我想大家再一次去思考
[00:18:04.200 --> 00:18:07.640]  我一開始在講道的部分
[00:18:07.640 --> 00:18:10.040]  我問了大家幾個問題
[00:18:10.040 --> 00:18:13.760]  你所認識的神其實是一個怎樣的神
[00:18:13.760 --> 00:18:17.880]  你會怎樣去形容我們的神呢
[00:18:17.880 --> 00:18:23.720]  我們要尋找到底我們生命中 重複發生的模式是怎樣
[00:18:23.720 --> 00:18:26.600]  到底我們是怎樣經歷神的呢
[00:18:26.600 --> 00:18:30.640]  我們其實是嘗試要自己去發掘
[00:18:30.640 --> 00:18:34.000]  到底我們是怎樣看待我們的上帝
[00:18:34.000 --> 00:18:38.800]  有沒有一些事情我們侷限了神的出現的時機
[00:18:38.800 --> 00:18:40.560]  神出現的方法
[00:18:40.560 --> 00:18:45.280]  要求神要這樣這樣去回應我們的禱告
[00:18:45.280 --> 00:18:48.360]  要那樣的去做呢
[00:18:48.360 --> 00:18:50.040]  這個是第一個重點
[00:18:50.040 --> 00:18:51.680]  就是我們要尋找
[00:18:51.680 --> 00:18:57.200]  我們是怎樣去經歷神的重複的模樣
[00:18:57.200 --> 00:19:01.200]  第二點就是尋求神的心意
[00:19:01.200 --> 00:19:04.880]  在整章第八章的世界經文
[00:19:04.880 --> 00:19:09.480]  其實都沒有提及過神的名字的出現
[00:19:09.480 --> 00:19:13.000]  人隨自己的心意走到一個地步
[00:19:13.000 --> 00:19:16.200]  就是自己做出所有的決定
[00:19:16.200 --> 00:19:18.560]  神在這段經文當中
[00:19:18.560 --> 00:19:22.400]  其實好像是沒有發生 沒有工作
[00:19:22.400 --> 00:19:23.840]  這給我們的提醒是
[00:19:23.840 --> 00:19:27.080]  人可以做很多的事 很多的行為
[00:19:27.080 --> 00:19:31.800]  以為我們是帶著神的使命還有身分去出發
[00:19:31.800 --> 00:19:38.080]  但人可以從未參與在這些事情的當中
[00:19:38.080 --> 00:19:39.160]  俗話一點說
[00:19:39.160 --> 00:19:41.360]  就是其實我們做很多的事
[00:19:41.360 --> 00:19:45.160]  可以都說不實 不關神的事
[00:19:45.160 --> 00:19:46.800]  所以拜託大家
[00:19:46.800 --> 00:19:51.640]  不要以神的名字去做自己想做的事
[00:19:51.640 --> 00:19:53.680]  我們需要時刻敏銳
[00:19:53.680 --> 00:19:56.640]  神到底想我們做什麼的決定
[00:19:56.640 --> 00:19:58.440]  不要我們做了決定以後
[00:19:58.440 --> 00:20:02.080]  才去尋找神的心意
[00:20:02.080 --> 00:20:05.160]  其實神的心意是很明確的
[00:20:05.160 --> 00:20:08.120]  所有的話語都記載在聖經之內
[00:20:08.120 --> 00:20:11.120]  但是我們有沒有好好讀我們的聖經
[00:20:11.120 --> 00:20:14.360]  以致我們每次去做重大的決定的時候
[00:20:14.360 --> 00:20:16.360]  不用驚慌了
[00:20:16.360 --> 00:20:18.240]  我們常常會經歷的是
[00:20:18.240 --> 00:20:20.120]  我們時常去禱告
[00:20:20.120 --> 00:20:21.720]  最常發生的是
[00:20:21.720 --> 00:20:24.640]  我們還沒有得到天父的回應的時候
[00:20:24.640 --> 00:20:26.600]  我們就要做決定
[00:20:26.600 --> 00:20:28.880]  就好像今天要回應
[00:20:28.880 --> 00:20:31.200]  就是已犯連人的事情
[00:20:31.200 --> 00:20:34.000]  他因為害怕已犯連人的責打
[00:20:34.000 --> 00:20:36.680]  所以他就隨口的回應已犯連人
[00:20:36.680 --> 00:20:38.800]  用說插妹的話
[00:20:38.800 --> 00:20:40.560]  又或者是我們的禱告
[00:20:40.560 --> 00:20:43.400]  常常就是圍繞著我們的工作
[00:20:43.400 --> 00:20:46.920]  我們做事要順利 平安 純粹
[00:20:46.920 --> 00:20:48.360]  身體健康
[00:20:48.360 --> 00:20:50.400]  這些都是重要的
[00:20:50.400 --> 00:20:51.800]  但更重要的是
[00:20:51.800 --> 00:20:55.640]  到底我們的生命是否只有工作
[00:20:55.640 --> 00:20:57.440]  只有家庭
[00:20:57.440 --> 00:20:59.600]  而作為一個基督徒
[00:20:59.600 --> 00:21:01.760]  我們可不可以參與
[00:21:01.760 --> 00:21:05.440]  在神場我們去做的事情
[00:21:05.440 --> 00:21:08.440]  而並非我們做完很多的決定
[00:21:08.440 --> 00:21:10.520]  我們做了很多的計畫
[00:21:10.520 --> 00:21:12.080]  然後我們跟神說
[00:21:12.080 --> 00:21:15.240]  你去參與我們的計畫
[00:21:15.240 --> 00:21:18.960]  還是我們參與在神的計畫當中
[00:21:18.960 --> 00:21:21.520]  在世世代代八章的經文
[00:21:21.520 --> 00:21:25.520]  神可以不參與在這些的當中
[00:21:25.520 --> 00:21:29.400]  我們會怎樣去做我們的決定呢
[00:21:29.400 --> 00:21:34.080]  這是我想弟兄姊妹去思想的第二個部分
[00:21:34.080 --> 00:21:37.600]  第三個部分是我們怎樣去敬拜
[00:21:37.600 --> 00:21:41.200]  我們怎樣去認識我們的神
[00:21:41.200 --> 00:21:43.680]  今天使用的方法是
[00:21:43.680 --> 00:21:46.200]  建造一個可見的以福德
[00:21:46.200 --> 00:21:49.400]  去代表神的同在還有心意
