
[00:00:00.000 --> 00:00:06.000]  歡迎大家回到UVAS的時間
[00:06:06.000 --> 00:06:11.000]  叫做孤獨部長,或者寂寞部長
[00:06:11.000 --> 00:06:13.000]  去處理這個問題
[00:06:13.000 --> 00:06:16.000]  不論調查是怎樣
[00:06:16.000 --> 00:06:18.000]  我們看到的是,在這個世界裏
[00:06:18.000 --> 00:06:23.000]  原來很多人都和身邊的人沒有真正的連結
[00:06:23.000 --> 00:06:25.000]  或者在這個世界裏
[00:06:25.000 --> 00:06:29.000]  大家都感受不到真正的愛是怎樣
[00:06:29.000 --> 00:06:32.000]  今天看的經文是來自C篇69篇
[00:06:32.000 --> 00:06:34.000]  是大衛的詩
[00:06:34.000 --> 00:06:37.000]  大衛作為一個君王
[00:06:37.000 --> 00:06:39.000]  他位高權重
[00:06:39.000 --> 00:06:42.000]  作為一個君王很可能都未必有真正的朋友
[00:06:42.000 --> 00:06:48.000]  只有自己的官員或者一些神僕等等
[00:06:48.000 --> 00:06:50.000]  因此在C篇裏
[00:06:50.000 --> 00:06:56.000]  他表達了一種孤單或者寂寞的感覺
[00:06:56.000 --> 00:06:59.000]  所以這篇詩是以哀歌為詞
[00:06:59.000 --> 00:07:01.000]  裏面有很多的訴求
[00:07:01.000 --> 00:07:04.000]  並且以感恩讚曲為宗
[00:07:04.000 --> 00:07:11.000]  亦因為內容和耶穌基督在新約福音書裏的經歷類似
[00:07:11.000 --> 00:07:14.000]  所以我們會形容這篇詩篇
[00:07:14.000 --> 00:07:17.000]  是其中一篇尼塞亞的詩篇
[00:07:17.000 --> 00:07:19.000]  但因為詩篇69太長
[00:07:19.000 --> 00:07:21.000]  我們不會看完
[00:07:21.000 --> 00:07:24.000]  只看幾節大衛所經歷的事
[00:07:24.000 --> 00:07:27.000]  或者他內心的狀態
[00:07:27.000 --> 00:07:30.000]  會否說出一些心聲
[00:07:30.000 --> 00:07:32.000]  在69篇第一節說
[00:07:32.000 --> 00:07:34.000]  神啊求你救我
[00:07:34.000 --> 00:07:36.000]  因為中水就要淹沒我
[00:07:36.000 --> 00:07:38.000]  我心陷在淤泥中
[00:07:38.000 --> 00:07:39.000]  沒有立腳之地
[00:07:39.000 --> 00:07:41.000]  我到了深水之主
[00:07:41.000 --> 00:07:43.000]  波濤漫過我身
[00:07:43.000 --> 00:07:45.000]  我因呼求困乏
[00:07:45.000 --> 00:07:46.000]  喉嚨發乾
[00:07:46.000 --> 00:07:48.000]  我因等候神眼睛失明
[00:07:48.000 --> 00:07:49.000]  無故恨我的
[00:07:49.000 --> 00:07:51.000]  比我的頭髮還多
[00:07:51.000 --> 00:07:52.000]  無理與我為仇
[00:07:52.000 --> 00:07:55.000]  要把我剪除的甚為強盛
[00:07:55.000 --> 00:07:56.000]  我沒有搶奪
[00:07:56.000 --> 00:07:59.000]  他們竟然要我償還
[00:07:59.000 --> 00:08:00.000]  神啊我的愚昧
[00:08:00.000 --> 00:08:01.000]  祢原知道
[00:08:01.000 --> 00:08:05.000]  我的罪險不能向祢隱瞞
[00:08:05.000 --> 00:08:06.000]  在1至5節裏
[00:08:06.000 --> 00:08:09.000]  他說了一個心靈的狀況
[00:08:09.000 --> 00:08:11.000]  他用了很多描述形容
[00:08:11.000 --> 00:08:14.000]  就好像心陷在淤泥當中
[00:08:14.000 --> 00:08:17.000]  淤泥好像絕住你一樣
[00:08:17.000 --> 00:08:19.000]  或者很骯髒
[00:08:19.000 --> 00:08:22.000]  亦都說到他在深水之中
[00:08:22.000 --> 00:08:25.000]  波濤漫過我身
[00:08:25.000 --> 00:08:27.000]  感覺自己好像是一個無助
[00:08:27.000 --> 00:08:29.000]  四面受困
[00:08:29.000 --> 00:08:30.000]  很徬徨
[00:08:30.000 --> 00:08:32.000]  甚至是去到一個
[00:08:32.000 --> 00:08:36.000]  即將死亡千鈞一髮的狀態
[00:08:36.000 --> 00:08:39.000]  他形容就是
[00:08:39.000 --> 00:08:41.000]  他因為呼求困乏
[00:08:41.000 --> 00:08:43.000]  喉嚨已經發乾
[00:08:43.000 --> 00:08:46.000]  因為等候神眼睛都已經失明
[00:08:46.000 --> 00:08:51.000]  其實就是形容他叫到口乾
[00:08:51.000 --> 00:08:53.000]  叫到聲沙
[00:08:53.000 --> 00:08:55.000]  或者哭到眼睛都腫了
[00:08:55.000 --> 00:08:58.000]  他去到一個這樣的地步
[00:08:58.000 --> 00:09:02.000]  呼求上帝或者等候神
[00:09:02.000 --> 00:09:04.000]  去到一個這樣的地步
[00:09:04.000 --> 00:09:09.000]  然後他開始說一個處境的問題
[00:09:09.000 --> 00:09:12.000]  發現原來他身邊有一些敵人
[00:09:12.000 --> 00:09:14.000]  有一些敵擋他
[00:09:14.000 --> 00:09:16.000]  或者他的仇敵
[00:09:16.000 --> 00:09:18.000]  說到無辜恨他
[00:09:18.000 --> 00:09:21.000]  亦都無理和他為仇
[00:09:21.000 --> 00:09:24.000]  他不明白為何他會被人憎恨
[00:09:24.000 --> 00:09:27.000]  甚至會被人以他為仇
[00:09:27.000 --> 00:09:30.000]  甚至要取了他的性命
[00:09:30.000 --> 00:09:32.000]  覺得有一種委屈
[00:09:32.000 --> 00:09:34.000]  或者一種無辜在裏面
[00:09:34.000 --> 00:09:36.000]  一種委屈和無辜
[00:09:36.000 --> 00:09:39.000]  去到最後他就求上帝
[00:09:39.000 --> 00:09:43.000]  「神啊,我的愚昧,祢原知道我的罪險不能向祢隱瞞」
[00:09:43.000 --> 00:09:47.000]  這個愚昧在其他聖經的經文裏面
[00:09:47.000 --> 00:09:51.000]  可能是說他是一個敵擋神的人
[00:09:51.000 --> 00:09:53.000]  即是這個愚昧
[00:09:53.000 --> 00:09:55.000]  但在這個處境下
[00:09:55.000 --> 00:09:59.000]  是說他承認自己是笨拙
[00:09:59.000 --> 00:10:01.000]  不完全,甚至有些軟弱
[00:10:01.000 --> 00:10:05.000]  但期望上帝都去救一個這麼軟弱的人
[00:10:07.000 --> 00:10:09.000]  因此在一至五句我們見到
[00:10:09.000 --> 00:10:11.000]  大衛就好像一個沒有朋友
[00:10:11.000 --> 00:10:13.000]  只有敵人的狀態
[00:10:13.000 --> 00:10:16.000]  沒有辦法向身邊的人傾訴
[00:10:16.000 --> 00:10:20.000]  就算說了好像都沒有人聽到
[00:10:20.000 --> 00:10:21.000]  沒有人明白
[00:10:21.000 --> 00:10:27.000]  以致他去到最後只能夠找他的神去傾訴
[00:10:27.000 --> 00:10:29.000]  可能對他來說
[00:10:29.000 --> 00:10:33.000]  在這個狀態他的神都好像向他沉默一樣
[00:10:33.000 --> 00:10:36.000]  所以是一個非常孤獨或者寂寞的狀態
[00:10:36.000 --> 00:10:42.000]  我們剛剛提到孤獨和寂寞的分別
[00:10:42.000 --> 00:10:47.000]  寂寞或者孤獨來自甚麼處境呢?
[00:10:47.000 --> 00:10:49.000]  有兩個的狀況
[00:10:49.000 --> 00:10:52.000]  第一個可能是一個情境的隔離
[00:10:52.000 --> 00:10:56.000]  這個可能和身體有關係
[00:10:56.000 --> 00:10:57.000]  和肉體有關係
[00:10:57.000 --> 00:10:59.000]  可能是我們的肉體被剝奪
[00:10:59.000 --> 00:11:03.000]  和其他人中間的結連或者連接
[00:11:03.000 --> 00:11:05.000]  可能是因為死亡
[00:11:05.000 --> 00:11:07.000]  因為離婚
[00:11:07.000 --> 00:11:09.000]  一些生活的變動
[00:11:09.000 --> 00:11:11.000]  移民等等
[00:11:11.000 --> 00:11:14.000]  令到一個本身親密的關係
[00:11:14.000 --> 00:11:18.000]  以某種的方式被切斷
[00:11:18.000 --> 00:11:21.000]  改變或者永遠的終止
[00:11:21.000 --> 00:11:26.000]  當然這個切斷可能是短暫的
[00:11:26.000 --> 00:11:27.000]  可以壓抑的
[00:11:27.000 --> 00:11:28.000]  可以抑制的
[00:11:28.000 --> 00:11:32.000]  亦都可能是會令到我們
[00:11:32.000 --> 00:11:35.000]  心陷其中 無法自拔
[00:11:35.000 --> 00:11:38.000]  當然這個外部的
[00:11:38.000 --> 00:11:41.000]  或者肉體的隔絕
[00:11:41.000 --> 00:11:42.000]  其實是可以解決的
[00:11:42.000 --> 00:11:45.000]  可能是重逢
[00:11:45.000 --> 00:11:47.000]  或者上次我記得
[00:11:47.000 --> 00:11:49.000]  今天Annie不在
[00:11:49.000 --> 00:11:50.000]  他們結婚的時候
[00:11:50.000 --> 00:11:53.000]  林旭曾經提過
[00:11:53.000 --> 00:11:58.000]  在機場見到他的太太回來的時候
[00:11:58.000 --> 00:12:01.000]  那種重逢是非常喜悅的
[00:12:01.000 --> 00:12:04.000]  可以透過重聚去解決
[00:12:04.000 --> 00:12:06.000]  甚至可能建立一段新的關係
[00:12:06.000 --> 00:12:09.000]  亦都可以解決到這種情境隔離
[00:12:09.000 --> 00:12:13.000]  以致寂寞或者孤單
[00:12:13.000 --> 00:12:15.000]  但另一種比較難去處理
[00:12:15.000 --> 00:12:17.000]  就是一種情感的隔絕
[00:12:17.000 --> 00:12:20.000]  這種情感的隔絕不是因為一個事件
[00:12:20.000 --> 00:12:24.000]  或者單一的問題而衍生出來
[00:12:24.000 --> 00:12:25.000]  可能是內在的
[00:12:25.000 --> 00:12:27.000]  可能是一種慢性的寂寞
[00:12:27.000 --> 00:12:29.000]  只是存在很久
[00:12:29.000 --> 00:12:33.000]  一種好像不被理解
[00:12:33.000 --> 00:12:37.000]  因為沒有親密和忠誠的關係
[00:12:37.000 --> 00:12:40.000]  以致衍生出一種寂寞
[00:12:40.000 --> 00:12:42.000]  所以有些人說
[00:12:42.000 --> 00:12:44.000]  就算兩夫妻結了婚
[00:12:44.000 --> 00:12:47.000]  可能都可以同床異夢
[00:12:47.000 --> 00:12:50.000]  一種情感的隔絕
[00:12:50.000 --> 00:12:52.000]  我們要解決這種隔絕
[00:12:52.000 --> 00:12:55.000]  可能有些人用了一些錯的方法
[00:12:55.000 --> 00:12:59.000]  甚至可能以一個焦慮的形式出現
[00:12:59.000 --> 00:13:03.000]  因為正正很想和其他人有一個
[00:13:03.000 --> 00:13:05.000]  親密和忠誠的連結
[00:13:05.000 --> 00:13:07.000]  所以就去找
[00:13:07.000 --> 00:13:08.000]  很快地去找
[00:13:08.000 --> 00:13:12.000]  瘋狂地努力追求一些膚淺的連結
[00:13:12.000 --> 00:13:16.000]  可能是流連酒吧、夜場、濫交、汙酒
[00:13:16.000 --> 00:13:18.000]  吸煙成癮
[00:13:18.000 --> 00:13:20.000]  或者為了討好其他人
[00:13:20.000 --> 00:13:23.000]  而屈就自己、委屈自己
[00:13:23.000 --> 00:13:26.000]  認為沒有人能夠真正地了解自己
[00:13:26.000 --> 00:13:29.000]  建立一種很膚淺的連結
[00:13:29.000 --> 00:13:33.000]  這種人可能有一種自我中心
[00:13:33.000 --> 00:13:35.000]  或者自我沉溺
[00:13:35.000 --> 00:13:38.000]  可能來自於對自己的形象
[00:13:38.000 --> 00:13:41.000]  一個不完整的形式
[00:13:41.000 --> 00:13:44.000]  以致很需要其他人的肯定
[00:13:44.000 --> 00:13:47.000]  久而久之可能是逃避社交
[00:13:47.000 --> 00:13:51.000]  因為很害怕其他人對自己的評價
[00:13:51.000 --> 00:13:53.000]  變得孤僻
[00:13:53.000 --> 00:13:56.000]  然後不再開放自己
[00:13:56.000 --> 00:13:59.000]  這是情感的隔絕
[00:13:59.000 --> 00:14:04.000]  大衛面對一個這樣的狀況
[00:14:04.000 --> 00:14:05.000]  他如何解決呢?
[00:14:05.000 --> 00:14:08.000]  或者在他的詩篇、討告中
[00:14:08.000 --> 00:14:10.000]  也見到一點端倪
[00:14:10.000 --> 00:14:12.000]  在隔了一點經文
[00:14:12.000 --> 00:14:15.000]  到了第十三節有一個變化
[00:14:15.000 --> 00:14:16.000]  他一直說
[00:14:16.000 --> 00:14:19.000]  「至於我耶和華再月立的時候
[00:14:19.000 --> 00:14:20.000]  向祢討告
[00:14:20.000 --> 00:14:22.000]  神啊,求祢按祢豐盛的慈愛
[00:14:22.000 --> 00:14:24.000]  憑祢拯救的信實
[00:14:24.000 --> 00:14:25.000]  應允我
[00:14:25.000 --> 00:14:27.000]  求祢答救我脫離淤泥
[00:14:27.000 --> 00:14:30.000]  不叫我陷在其中
[00:14:30.000 --> 00:14:32.000]  求祢使我脫離那些恨我的人
[00:14:32.000 --> 00:14:35.000]  使我脫離心水
[00:14:35.000 --> 00:14:37.000]  求祢不用波濤漫過我
[00:14:37.000 --> 00:14:39.000]  不用深淵吞滅我
[00:14:39.000 --> 00:14:43.000]  不用深坑在我耳上合口」
[00:14:43.000 --> 00:14:46.000]  在這裡他好像有一個轉念
[00:14:46.000 --> 00:14:49.000]  剛剛好像是一個不斷訴苦
[00:14:49.000 --> 00:14:54.000]  但如今他現在對著一個對象
[00:14:54.000 --> 00:14:57.000]  就是和他的神討告
[00:14:57.000 --> 00:15:01.000]  因為他知道這個神一定會月立他的討告
[00:15:01.000 --> 00:15:03.000]  好像是一個突然間的覺醒
[00:15:03.000 --> 00:15:06.000]  並且他在他的討告中見到
[00:15:06.000 --> 00:15:11.000]  他知道上帝會按他豐盛的慈愛
[00:15:11.000 --> 00:15:13.000]  並且拯救的信實
[00:15:13.000 --> 00:15:15.000]  去應允他的討告
[00:15:15.000 --> 00:15:20.000]  這個關係讓我們看到
[00:15:20.000 --> 00:15:27.000]  大衛肯定自己是值得被上帝所愛
[00:15:27.000 --> 00:15:30.000]  在這個絕望中他找到一個盼望
[00:15:30.000 --> 00:15:33.000]  並且他用剛剛那個狀態的一些形容
[00:15:33.000 --> 00:15:35.000]  可能是淤泥
[00:15:35.000 --> 00:15:36.000]  那些恨我的人
[00:15:36.000 --> 00:15:41.000]  並且心水、波濤、深淵、深坑等等
[00:15:41.000 --> 00:15:43.000]  去祈求上帝去答救他
[00:15:43.000 --> 00:15:46.000]  或者脫離一個這樣的狀態
[00:15:46.000 --> 00:15:48.000]  在16節他繼續說
[00:15:48.000 --> 00:15:49.000]  「耶和華,求祢應允我
[00:15:49.000 --> 00:15:51.000]  因為祢的慈愛本為美好
[00:15:51.000 --> 00:15:53.000]  求祢按祢豐盛的憐憫
[00:15:53.000 --> 00:15:56.000]  轉回眷顧我
[00:15:56.000 --> 00:15:58.000]  不要轉念,不顧祢的僕任
[00:15:58.000 --> 00:16:01.000]  我在急難之中求祢速速應允我
[00:16:01.000 --> 00:16:03.000]  求祢親近我,救贖我
[00:16:03.000 --> 00:16:07.000]  求祢因我受敵的緣故將我贖回」
[00:16:07.000 --> 00:16:11.000]  他以上帝對他的慈愛和憐憫
[00:16:11.000 --> 00:16:20.000]  去對抗從情境和在自己內裡的那種情感的孤單和寂寞
[00:16:20.000 --> 00:16:23.000]  然後最後一句就是
[00:16:23.000 --> 00:16:24.000]  「求祢親近我,救贖我
[00:16:24.000 --> 00:16:28.000]  求祢因我受敵的緣故將我贖回」
[00:16:28.000 --> 00:16:30.000]  在這個禱告裏面
[00:16:30.000 --> 00:16:38.000]  好像是將大衛和上帝重建一份親密的關係
[00:16:38.000 --> 00:16:43.000]  「願上帝來與我親近並且挽回他,贖回他」
[00:16:43.000 --> 00:16:45.000]  在前面的經文亦都說
[00:16:45.000 --> 00:16:47.000]  「轉回眷顧他」
[00:16:47.000 --> 00:16:52.000]  希望在一個絕境裏面找到一個盼望
[00:16:52.000 --> 00:16:56.000]  這個就是大衛的一個出路
[00:16:56.000 --> 00:17:00.000]  我們都看到在整本聖經裏面
[00:17:00.000 --> 00:17:02.000]  由始祖的犯罪
[00:17:02.000 --> 00:17:06.000]  以至人與人之間的關係出現破裂
[00:17:06.000 --> 00:17:08.000]  互相去指責,說謊
[00:17:08.000 --> 00:17:10.000]  為自己的心變開脫等等
[00:17:10.000 --> 00:17:15.000]  以至人失去了和神或其他人的真誠
[00:17:15.000 --> 00:17:18.000]  真摯的一個親密的關係
[00:17:18.000 --> 00:17:24.000]  因此整個聖經其實都是一個復原的工作
[00:17:24.000 --> 00:17:29.000]  讓我們能夠重建在伊甸園裏面
[00:17:29.000 --> 00:17:32.000]  與人與神的一個關係
[00:17:32.000 --> 00:17:36.000]  這個關係可能是縱向與上帝
[00:17:36.000 --> 00:17:39.000]  亦都可以是橫向與其他人
[00:17:39.000 --> 00:17:44.000]  如何解決那種情境上的孤獨呢?
[00:17:44.000 --> 00:17:48.000]  我覺得就是敏感流心連結
[00:17:48.000 --> 00:17:51.000]  當你經歷過上帝的愛
[00:17:51.000 --> 00:17:53.000]  或經歷過人間的愛
[00:17:53.000 --> 00:17:57.000]  我們都可以讓其他人感受到
[00:17:57.000 --> 00:18:01.000]  其實他是值得被人關心,值得被愛的
[00:18:01.000 --> 00:18:06.000]  但至於那種情感上的寂寞
[00:18:06.000 --> 00:18:07.000]  很難處理
[00:18:07.000 --> 00:18:11.000]  但亦都有一些心理學家去形容
[00:18:11.000 --> 00:18:13.000]  要處理那種寂寞
[00:18:13.000 --> 00:18:17.000]  反而不是去找很多朋友
[00:18:17.000 --> 00:18:20.000]  或建立很多膚淺的關係
[00:18:20.000 --> 00:18:23.000]  反而是一種獨處
[00:18:23.000 --> 00:18:26.000]  寂寞本身是傷害自身
[00:18:26.000 --> 00:18:31.000]  但獨處卻是讓我們認識或接納自己
[00:18:31.000 --> 00:18:36.000]  這種獨處不是厭世避世的獨處
[00:18:36.000 --> 00:18:39.000]  不是逃避社交的獨處
[00:18:39.000 --> 00:18:43.000]  而是將精神放在更崇高的事情上
[00:18:43.000 --> 00:18:46.000]  去與自己結連
[00:18:46.000 --> 00:18:47.000]  本身可能是破碎的
[00:18:47.000 --> 00:18:49.000]  本身可能很需要其他人肯定的
[00:18:49.000 --> 00:18:52.000]  但在獨處中我們會變得更完整
[00:18:52.000 --> 00:18:55.000]  知道自己是值得被愛
[00:18:55.000 --> 00:18:58.000]  並且擺脫社交的需求
[00:18:58.000 --> 00:19:02.000]  或其他人目光的綑綁
[00:19:02.000 --> 00:19:07.000]  反而對抗寂寞不是要去找很多人
[00:19:07.000 --> 00:19:11.000]  而是面對自己,與自己相處
[00:19:11.000 --> 00:19:14.000]  甚至在獨處中找到上帝
[00:19:14.000 --> 00:19:18.000]  這才是最終的出路
[00:19:18.000 --> 00:19:21.000]  我自己在預備的時候
[00:19:21.000 --> 00:19:25.000]  我都會回想自己是否孤獨
[00:19:25.000 --> 00:19:27.000]  或是自己是否寂寞
[00:19:27.000 --> 00:19:31.000]  可能人長大了或結婚了
[00:19:31.000 --> 00:19:34.000]  的確好像少了
[00:19:34.000 --> 00:19:36.000]  或是我比較理性
[00:19:36.000 --> 00:19:39.000]  這些經驗不算很多
[00:19:39.000 --> 00:19:42.000]  但我自己回想有兩個片段
[00:19:42.000 --> 00:19:46.000]  對我來說都是人生中
[00:19:46.000 --> 00:19:53.000]  頗寂寞或孤單的階段
[00:19:53.000 --> 00:19:55.000]  第一個階段是
[00:19:55.000 --> 00:19:57.000]  在我剛出來工作的時候
[00:19:57.000 --> 00:20:01.000]  還未畢業,就入了一間廣告公司工作
[00:20:01.000 --> 00:20:05.000]  那間廣告公司給我一個很低的薪金
[00:20:05.000 --> 00:20:09.000]  但要做很長的工時
[00:20:09.000 --> 00:20:13.000]  例如在公司過夜或通宵工作等等
[00:20:13.000 --> 00:20:16.000]  當時我自己有一個習慣
[00:20:16.000 --> 00:20:21.000]  無論你十點、十一、十二點下班
[00:20:21.000 --> 00:20:23.000]  其實都沒有分別
[00:20:23.000 --> 00:20:25.000]  那時候又沒有拍拖
[00:20:25.000 --> 00:20:28.000]  所以每次晚上下班的時候
[00:20:28.000 --> 00:20:29.000]  無論幾點
[00:20:29.000 --> 00:20:32.000]  我都會自己一個去灣仔的海傍
[00:20:32.000 --> 00:20:34.000]  因為那時候公司在灣仔
[00:20:34.000 --> 00:20:36.000]  又沒有拍拖
[00:20:36.000 --> 00:20:39.000]  所以我會看著別人拍拖
[00:20:39.000 --> 00:20:41.000]  但那時候不是這樣
[00:20:41.000 --> 00:20:44.000]  在那裏安靜自己
[00:20:44.000 --> 00:20:48.000]  去重整消化那天發生了甚麼事
[00:20:48.000 --> 00:20:51.000]  我有沒有可以做得更好的地方
[00:20:51.000 --> 00:20:54.000]  或者在那裏和上帝有一個約會
[00:20:54.000 --> 00:20:56.000]  在那裏看聖經
[00:20:56.000 --> 00:20:58.000]  有時自己也會畫畫
[00:20:58.000 --> 00:21:01.000]  因為孤單和寂寞
[00:21:01.000 --> 00:21:03.000]  所以就畫畫
[00:21:03.000 --> 00:21:07.000]  這兩張是當時的作品
[00:21:07.000 --> 00:21:09.000]  都是自己一個
[00:21:09.000 --> 00:21:11.000]  燈柱一幅
[00:21:11.000 --> 00:21:13.000]  人又一個
[00:21:13.000 --> 00:21:16.000]  對我來說那段階段
[00:21:16.000 --> 00:21:19.000]  雖然沒有拍拖
[00:21:19.000 --> 00:21:26.000]  或者環境好像有很多壓力等等
[00:21:26.000 --> 00:21:28.000]  但原來在那段時間
[00:21:28.000 --> 00:21:33.000]  海傍造就了很多成長的空間
[00:21:33.000 --> 00:21:37.000]  和和上帝建立了一個很好的關係
[00:21:37.000 --> 00:21:39.000]  這是第一個
