
[00:00:00.000 --> 00:00:02.000]  明天已經是2月了
[00:01:10.000 --> 00:01:12.000]  Thread就出一個帖文
[00:01:12.000 --> 00:01:14.000]  看看廣大網民的意見
[00:01:14.000 --> 00:01:16.000]  求意見
[00:01:16.000 --> 00:01:18.000]  坐等
[00:01:18.000 --> 00:01:20.000]  不知道是不是這樣
[00:01:20.000 --> 00:01:22.000]  還是
[00:01:22.000 --> 00:01:24.000]  這些都太久了
[00:01:24.000 --> 00:01:26.000]  就問AI
[00:01:26.000 --> 00:01:28.000]  一分鐘就能給出答案
[00:01:28.000 --> 00:01:30.000]  你們是哪一種
[00:01:30.000 --> 00:01:32.000]  最親密的朋友
[00:01:32.000 --> 00:01:34.000]  沒有嗎?原來你們沒有朋友
[00:01:34.000 --> 00:01:36.000]  還是不會找朋友
[00:01:36.000 --> 00:01:38.000]  好
[00:01:38.000 --> 00:01:40.000]  信不過
[00:01:40.000 --> 00:01:42.000]  原來你們的朋友信不過
[00:01:42.000 --> 00:01:44.000]  你覺得可靠的
[00:01:44.000 --> 00:01:46.000]  前輩師長有沒有
[00:01:46.000 --> 00:01:48.000]  有的,也有的
[00:01:48.000 --> 00:01:50.000]  我怕你們會說「沒有,沒有這些人」
[00:01:50.000 --> 00:01:52.000]  也有的
[00:01:52.000 --> 00:01:54.000]  廣大網民的意見
[00:01:54.000 --> 00:01:56.000]  上Thread出一個帖文
[00:01:56.000 --> 00:01:58.000]  有沒有
[00:01:58.000 --> 00:02:00.000]  也沒有
[00:02:00.000 --> 00:02:02.000]  AI呢
[00:02:02.000 --> 00:02:04.000]  也有,也多AI
[00:02:04.000 --> 00:02:06.000]  其他沒有舉手的
[00:02:06.000 --> 00:02:08.000]  是什麼
[00:02:08.000 --> 00:02:10.000]  就是不想
[00:02:10.000 --> 00:02:12.000]  無謂去想這些
[00:02:12.000 --> 00:02:14.000]  先去玩遊戲
[00:02:14.000 --> 00:02:16.000]  正所謂世上無難事
[00:02:16.000 --> 00:02:18.000]  只要不去想
[00:02:18.000 --> 00:02:20.000]  大家其他的是這些嗎
[00:02:20.000 --> 00:02:22.000]  我們生活當中
[00:02:22.000 --> 00:02:24.000]  總會遇到
[00:02:24.000 --> 00:02:26.000]  就算你不想也會遇到困難
[00:02:26.000 --> 00:02:28.000]  有時困難就像
[00:02:28.000 --> 00:02:30.000]  一座山
[00:02:30.000 --> 00:02:32.000]  那麼大那麼高
[00:02:32.000 --> 00:02:34.000]  我們本能上會想找一些
[00:02:34.000 --> 00:02:36.000]  比這個困難更大
[00:02:36.000 --> 00:02:38.000]  的靠山去依靠
[00:02:38.000 --> 00:02:40.000]  而我們今天所看的
[00:02:40.000 --> 00:02:42.000]  經文,詩篇121篇
[00:02:42.000 --> 00:02:44.000]  詩人就是在
[00:02:44.000 --> 00:02:46.000]  面對困難時發出了一個問題
[00:02:46.000 --> 00:02:48.000]  我的幫助
[00:02:48.000 --> 00:02:50.000]  從何而來
[00:02:50.000 --> 00:02:52.000]  我們就在
[00:02:52.000 --> 00:02:54.000]  詩篇當中去找一找
[00:02:54.000 --> 00:02:56.000]  我們先看看經文
[00:02:56.000 --> 00:02:58.000]  就是
[00:02:58.000 --> 00:03:00.000]  第一節
[00:03:00.000 --> 00:03:02.000]  會不會太小
[00:03:02.000 --> 00:03:04.000]  我要向山舉目
[00:03:04.000 --> 00:03:06.000]  我的幫助從何而來
[00:03:06.000 --> 00:03:08.000]  我的幫助從造天地
[00:03:08.000 --> 00:03:10.000]  的耶和華而來
[00:03:10.000 --> 00:03:12.000]  從經文
[00:03:12.000 --> 00:03:14.000]  來看,詩人當時
[00:03:14.000 --> 00:03:16.000]  似乎在做什麼
[00:03:16.000 --> 00:03:18.000]  這篇詩篇有一個標題
[00:03:18.000 --> 00:03:20.000]  叫《上行之詩》
[00:03:20.000 --> 00:03:22.000]  其實意思就是
[00:03:22.000 --> 00:03:24.000]  神的子民會上到
[00:03:24.000 --> 00:03:26.000]  神在耶路撒冷的
[00:03:26.000 --> 00:03:28.000]  聖殿
[00:03:28.000 --> 00:03:30.000]  因此詩人寫這篇詩的時候
[00:03:30.000 --> 00:03:32.000]  應該就是在
[00:03:32.000 --> 00:03:34.000]  耶路撒冷的聖殿路途上
[00:03:34.000 --> 00:03:36.000]  當時的猶太人
[00:03:36.000 --> 00:03:38.000]  不是每個人都住在耶路撒冷
[00:03:38.000 --> 00:03:40.000]  所以
[00:03:40.000 --> 00:03:42.000]  當有一些節期
[00:03:42.000 --> 00:03:44.000]  例如御御節
[00:03:44.000 --> 00:03:46.000]  他們需要回到
[00:03:46.000 --> 00:03:48.000]  耶路撒冷過節
[00:03:48.000 --> 00:03:50.000]  詩人當時應該
[00:03:50.000 --> 00:03:52.000]  在要回到耶路撒冷
[00:03:52.000 --> 00:03:54.000]  過節的途中
[00:03:54.000 --> 00:03:56.000]  在古代回到耶路撒冷
[00:03:56.000 --> 00:03:58.000]  即是回到他們的鄉下
[00:03:58.000 --> 00:04:00.000]  就不像現在這樣
[00:04:00.000 --> 00:04:02.000]  你現在回到鄉下
[00:04:02.000 --> 00:04:04.000]  可能你心目中的日本鄉下
[00:04:04.000 --> 00:04:06.000]  或者你真正的鄉下
[00:04:06.000 --> 00:04:08.000]  你就是上網
[00:04:08.000 --> 00:04:10.000]  搶便宜機票
[00:04:10.000 --> 00:04:12.000]  或者是訂高鐵
[00:04:12.000 --> 00:04:14.000]  坐大巴
[00:04:14.000 --> 00:04:16.000]  當時要騎馬
[00:04:16.000 --> 00:04:18.000]  騎驢
[00:04:18.000 --> 00:04:20.000]  甚至窮困的人
[00:04:20.000 --> 00:04:22.000]  走路
[00:04:22.000 --> 00:04:24.000]  他們回去的時候
[00:04:24.000 --> 00:04:26.000]  路途都很遙遠
[00:04:26.000 --> 00:04:28.000]  中間會經過一些礦野
[00:04:28.000 --> 00:04:30.000]  可能在礦野走著走著
[00:04:30.000 --> 00:04:32.000]  突然有野獸出現
[00:04:32.000 --> 00:04:34.000]  就吃了你
[00:04:34.000 --> 00:04:36.000]  其實野獸都不算最害怕
[00:04:36.000 --> 00:04:38.000]  更可惜的是遇到盜賊
[00:04:38.000 --> 00:04:40.000]  打劫你
[00:04:40.000 --> 00:04:42.000]  其實走去耶路撒冷的路
[00:04:42.000 --> 00:04:44.000]  是很危險的
[00:04:44.000 --> 00:04:46.000]  因為這樣
[00:04:46.000 --> 00:04:48.000]  通常不會一個人
[00:04:48.000 --> 00:04:50.000]  朝聖一個人走
[00:04:50.000 --> 00:04:52.000]  而是會一群人走
[00:04:52.000 --> 00:04:54.000]  可能是一個家族
[00:04:54.000 --> 00:04:56.000]  甚至幾個家族
[00:04:56.000 --> 00:04:58.000]  一起上路
[00:04:58.000 --> 00:05:00.000]  而這一篇就是一群朝聖者
[00:05:00.000 --> 00:05:02.000]  一路走的時候
[00:05:02.000 --> 00:05:04.000]  一路對唱
[00:05:04.000 --> 00:05:06.000]  唱歌的詩篇
[00:05:06.000 --> 00:05:08.000]  這兩節可能是一個人
[00:05:08.000 --> 00:05:10.000]  在唱第一節
[00:05:10.000 --> 00:05:12.000]  之後可能自己再唱第二節
[00:05:12.000 --> 00:05:14.000]  自問自答
[00:05:14.000 --> 00:05:16.000]  或者是有人和唱
[00:05:16.000 --> 00:05:18.000]  其餘等會詩篇以下的部分
[00:05:18.000 --> 00:05:20.000]  都是他們彼此和唱
[00:05:20.000 --> 00:05:22.000]  好像唱山歌
[00:05:22.000 --> 00:05:24.000]  你們讀書的時候
[00:05:24.000 --> 00:05:26.000]  有沒有學過什麼山歌
[00:05:26.000 --> 00:05:28.000]  什麼慷定情歌
[00:05:28.000 --> 00:05:30.000]  你們有沒有學過
[00:05:30.000 --> 00:05:32.000]  德俄韓那些
[00:05:32.000 --> 00:05:34.000]  沒有
[00:05:34.000 --> 00:05:36.000]  我也不懂
[00:05:36.000 --> 00:05:38.000]  (唱)
[00:05:38.000 --> 00:05:40.000]  然後有人和唱嗎
[00:05:40.000 --> 00:05:42.000]  沒有的? 哦! 是的! 山歌
[00:05:42.000 --> 00:05:44.000]  大家學一下 山歌就是在田中
[00:05:44.000 --> 00:05:46.000]  一個唱完 另一個和唱
[00:05:46.000 --> 00:05:48.000]  這樣回答他
[00:05:48.000 --> 00:05:50.000]  所以他們在上聖殿的路上
[00:05:50.000 --> 00:05:52.000]  都是這樣互相對唱
[00:05:52.000 --> 00:05:54.000]  一來可以怎樣呢
[00:05:54.000 --> 00:05:56.000]  一來就是一路走的路
[00:05:56.000 --> 00:05:58.000]  路途這麼長
[00:05:58.000 --> 00:06:00.000]  然後周圍的風景也差不多
[00:06:00.000 --> 00:06:02.000]  這樣一路唱就不會那麼悶
[00:06:02.000 --> 00:06:04.000]  還有可以壯膽
[00:06:04.000 --> 00:06:06.000]  我唱的時候有人回我
[00:06:06.000 --> 00:06:08.000]  代表我旁邊還有人
[00:06:08.000 --> 00:06:10.000]  不是只有我一個
[00:06:10.000 --> 00:06:12.000]  最重要的是什麼
[00:06:12.000 --> 00:06:14.000]  透過這樣唱
[00:06:14.000 --> 00:06:16.000]  詩篇的歌詞
[00:06:16.000 --> 00:06:18.000]  裡面的歌詞是提醒
[00:06:18.000 --> 00:06:20.000]  互相提醒
[00:06:20.000 --> 00:06:22.000]  神的恩典和保護
[00:06:22.000 --> 00:06:26.000]  所以在這個背景下
[00:06:26.000 --> 00:06:28.000]  詩人所說的第一句
[00:06:28.000 --> 00:06:30.000]  我要向山舉目
[00:06:30.000 --> 00:06:32.000]  山除了代表
[00:06:32.000 --> 00:06:34.000]  剛才所說路途上的困難
[00:06:34.000 --> 00:06:36.000]  可能本身還是
[00:06:36.000 --> 00:06:38.000]  帶有詩人本身在生命當中
[00:06:38.000 --> 00:06:40.000]  去遇到的挑戰
[00:06:40.000 --> 00:06:42.000]  這篇詩篇
[00:06:42.000 --> 00:06:44.000]  或者這個系列
[00:06:44.000 --> 00:06:46.000]  都是從這本書而來
[00:06:46.000 --> 00:06:48.000]  凡事謝恩
[00:06:48.000 --> 00:06:50.000]  我真的覺得這本書很難
[00:06:50.000 --> 00:06:54.000]  它裡面有這篇詩篇的廣東話翻譯
[00:06:54.000 --> 00:06:56.000]  我自己覺得
[00:06:56.000 --> 00:06:58.000]  翻譯得很全神
[00:06:58.000 --> 00:07:00.000]  所以我覺得也不要浪費了
[00:07:00.000 --> 00:07:02.000]  今天引用一下
[00:07:02.000 --> 00:07:04.000]  讓大家可以透過廣東話翻譯
[00:07:04.000 --> 00:07:06.000]  再更加清楚
[00:07:06.000 --> 00:07:08.000]  這篇詩篇其實想說什麼
[00:07:08.000 --> 00:07:10.000]  第一節是這樣說的
[00:07:10.000 --> 00:07:12.000]  望住啲困難
[00:07:12.000 --> 00:07:14.000]  成座山咁高
[00:07:14.000 --> 00:07:16.000]  我真係忍唔住大嗌一句
[00:07:16.000 --> 00:07:18.000]  邊個會嚟幫我
[00:07:18.000 --> 00:07:20.000]  那個字應該讀「嚟」
[00:07:20.000 --> 00:07:24.000]  歡迎偉林嘟嘟
[00:07:24.000 --> 00:07:26.000]  邊個嚟幫我
[00:07:26.000 --> 00:07:28.000]  所以我就問一下
[00:07:28.000 --> 00:07:30.000]  你覺得現在好似山一樣
[00:07:30.000 --> 00:07:32.000]  咁大的困難是什麼
[00:07:32.000 --> 00:07:34.000]  在你生命當中
[00:07:34.000 --> 00:07:36.000]  是煩惱於
[00:07:36.000 --> 00:07:38.000]  未來你的工作
[00:07:38.000 --> 00:07:40.000]  的發展方向
[00:07:40.000 --> 00:07:42.000]  讀書的是你的學業成績
[00:07:42.000 --> 00:07:44.000]  還是你的人際關係
[00:07:44.000 --> 00:07:48.000]  當你面對
[00:07:48.000 --> 00:07:50.000]  這些山一般的困難
[00:07:50.000 --> 00:07:52.000]  你又會怎樣做
[00:07:52.000 --> 00:07:54.000]  玩手機
[00:07:54.000 --> 00:07:56.000]  打劇
[00:07:56.000 --> 00:07:58.000]  不如先唔好諗住
[00:07:58.000 --> 00:08:00.000]  先滾下手機
[00:08:00.000 --> 00:08:02.000]  打開Netflix追下劇
[00:08:02.000 --> 00:08:04.000]  咁呢啲我都唔否認
[00:08:04.000 --> 00:08:06.000]  可以幫你暫時解決
[00:08:06.000 --> 00:08:08.000]  壓力問題
[00:08:08.000 --> 00:08:10.000]  咁呢啲其實又真係可以提供
[00:08:10.000 --> 00:08:12.000]  一啲情緒價值幫你放鬆
[00:08:12.000 --> 00:08:14.000]  始終都係
[00:08:14.000 --> 00:08:16.000]  治標唔治本
[00:08:16.000 --> 00:08:18.000]  係一個假嘅靠山
[00:08:18.000 --> 00:08:20.000]  好似你部手機要充電
[00:08:20.000 --> 00:08:22.000]  咁你咪攞個叉電器
[00:08:22.000 --> 00:08:24.000]  尿袋來充電
[00:08:24.000 --> 00:08:26.000]  但係始終都唔係最終嘅解決方法
[00:08:26.000 --> 00:08:28.000]  因為叉電器本身
[00:08:28.000 --> 00:08:30.000]  都需要被叉電
[00:08:30.000 --> 00:08:32.000]  咁我哋真正嘅幫助
[00:08:32.000 --> 00:08:34.000]  其實就係嚟自創造一切
[00:08:34.000 --> 00:08:36.000]  永遠唔會冇電
[00:08:36.000 --> 00:08:38.000]  嗰個總電源
[00:08:38.000 --> 00:08:40.000]  天上嘅父神
[00:08:40.000 --> 00:08:42.000]  所以詩人都係咁樣認為
[00:08:42.000 --> 00:08:44.000]  所以佢問完自己之後
[00:08:44.000 --> 00:08:46.000]  喺廣東話翻譯之下
[00:08:46.000 --> 00:08:48.000]  佢咁樣回答自己係咁嘅
[00:08:48.000 --> 00:08:50.000]  唔使驚
[00:08:50.000 --> 00:08:52.000]  連個山
[00:08:52.000 --> 00:08:54.000]  都做得出嘅上帝
[00:08:54.000 --> 00:08:56.000]  實會幫你
[00:08:56.000 --> 00:09:00.000]  詩人喺第一二字就肯定咗
[00:09:00.000 --> 00:09:02.000]  神一定會幫我
[00:09:02.000 --> 00:09:04.000]  咁上帝嘅幫助又係點嘅呢?
[00:09:04.000 --> 00:09:08.000]  下面嘅經文就會有講到
[00:09:08.000 --> 00:09:10.000]  我哋又一齊睇一睇
[00:09:10.000 --> 00:09:14.000]  他必不叫你的腳搖動
[00:09:14.000 --> 00:09:16.000]  保護你的必不打盹
[00:09:16.000 --> 00:09:18.000]  保護以色列的
[00:09:18.000 --> 00:09:20.000]  必不打盹也不睡覺
[00:09:22.000 --> 00:09:24.000]  咁我哋又睇一睇
[00:09:24.000 --> 00:09:26.000]  廣東話版本係咩
[00:09:26.000 --> 00:09:28.000]  見你叉錯腳
[00:09:28.000 --> 00:09:30.000]  佢會扶穩你
[00:09:30.000 --> 00:09:32.000]  佢會睇住你唔會黑眼瞓
[00:09:32.000 --> 00:09:34.000]  講真
[00:09:34.000 --> 00:09:36.000]  保護以色列嗰個上帝
[00:09:36.000 --> 00:09:38.000]  係唔會好似阿邊個咁
[00:09:38.000 --> 00:09:40.000]  黑眼瞓
[00:09:40.000 --> 00:09:42.000]  喺呢度
[00:09:42.000 --> 00:09:44.000]  我哋可以睇到神嘅保護
[00:09:44.000 --> 00:09:46.000]  首先第一層嘅層次
[00:09:46.000 --> 00:09:48.000]  係咩呢?
[00:09:48.000 --> 00:09:50.000]  就係神嘅幫助同保護
[00:09:50.000 --> 00:09:52.000]  24小時唔休息
[00:09:52.000 --> 00:09:54.000]  就好似個7-11
[00:09:54.000 --> 00:09:56.000]  或者24小時嘅麥當勞
[00:09:56.000 --> 00:09:58.000]  總有一間喺附近
[00:09:58.000 --> 00:10:00.000]  入去就可以買嘢食
[00:10:00.000 --> 00:10:02.000]  可以飲嘢
[00:10:02.000 --> 00:10:04.000]  佢係唔似人需要放假
[00:10:04.000 --> 00:10:06.000]  需要瞓覺
[00:10:06.000 --> 00:10:08.000]  佢係24小時睇實你
[00:10:08.000 --> 00:10:10.000]  保護你
[00:10:10.000 --> 00:10:12.000]  之後仲有咩呢?
[00:10:12.000 --> 00:10:14.000]  神嘅幫助仲係點嘅呢?
[00:10:14.000 --> 00:10:16.000]  我哋再睇一睇
[00:10:16.000 --> 00:10:18.000]  保護你的
[00:10:18.000 --> 00:10:20.000]  耶和華
[00:10:20.000 --> 00:10:22.000]  在你右邊任避你
[00:10:22.000 --> 00:10:24.000]  白日太陽必不傷你
[00:10:24.000 --> 00:10:26.000]  夜間月亮也不害你
[00:10:26.000 --> 00:10:28.000]  耶和華要保護你
[00:10:28.000 --> 00:10:30.000]  免受一切災害
[00:10:30.000 --> 00:10:32.000]  祂要保護你的性命
[00:10:32.000 --> 00:10:34.000]  你出你入
[00:10:34.000 --> 00:10:36.000]  耶和華要保護你
[00:10:36.000 --> 00:10:38.000]  從今時
[00:10:38.000 --> 00:10:40.000]  直到永遠
[00:10:40.000 --> 00:10:42.000]  我哋又一齊睇一睇
[00:10:42.000 --> 00:10:44.000]  廣東話版本係點嘅呢?
[00:10:44.000 --> 00:10:46.000]  保護你嗰個
[00:10:46.000 --> 00:10:48.000]  保護你嗰個
[00:10:48.000 --> 00:10:50.000]  係上帝
[00:10:50.000 --> 00:10:52.000]  你右邊無遮無掩
[00:10:52.000 --> 00:10:54.000]  祂就幫你擋住晒啲暗箭
[00:10:54.000 --> 00:10:56.000]  朝早太陽傷唔到你
[00:10:56.000 --> 00:10:58.000]  夜晚月亮
[00:10:58.000 --> 00:11:00.000]  害唔到你
[00:11:00.000 --> 00:11:02.000]  上帝要保護你
[00:11:02.000 --> 00:11:04.000]  祂會睇住你條命
[00:11:04.000 --> 00:11:06.000]  你去到邊
[00:11:06.000 --> 00:11:08.000]  祂都保護你
[00:11:08.000 --> 00:11:10.000]  從一開始直到永遠
[00:11:10.000 --> 00:11:12.000]  喺呢度就可以睇到
[00:11:12.000 --> 00:11:14.000]  前面就係話
[00:11:14.000 --> 00:11:16.000]  以色列開始轉做
[00:11:16.000 --> 00:11:18.000]  個人,去爭奪你個人
[00:11:18.000 --> 00:11:20.000]  嘅保護
[00:11:20.000 --> 00:11:22.000]  神嘅幫助同保護除咗
[00:11:22.000 --> 00:11:24.000]  頭先所講嘅第一層
[00:11:24.000 --> 00:11:26.000]  廿四小時唔休息之外
[00:11:26.000 --> 00:11:28.000]  除咗第二層,就係咩呢?
[00:11:28.000 --> 00:11:30.000]  個人化
[00:11:30.000 --> 00:11:32.000]  無論日頭一啲
[00:11:32.000 --> 00:11:34.000]  公開睇得見嘅挑戰
[00:11:34.000 --> 00:11:36.000]  危機
[00:11:36.000 --> 00:11:38.000]  去到夜晚一啲暗處
[00:11:38.000 --> 00:11:40.000]  藏喺暗處嘅暗箭
[00:11:40.000 --> 00:11:42.000]  或者係嗰啲射過嚟嘅暗箭
[00:11:42.000 --> 00:11:44.000]  或者其實就係隱藏
[00:11:44.000 --> 00:11:46.000]  喺你內心入面嘅恐懼
[00:11:46.000 --> 00:11:48.000]  憂鬱
[00:11:48.000 --> 00:11:50.000]  憂慮
[00:11:50.000 --> 00:11:52.000]  佢都睇住,佢都保護
[00:11:52.000 --> 00:11:54.000]  睇住你唔好出事
[00:11:54.000 --> 00:11:56.000]  咁神呢
[00:11:56.000 --> 00:11:58.000]  保護仲有第三層
[00:11:58.000 --> 00:12:00.000]  係咩呢?就係全方位
[00:12:00.000 --> 00:12:02.000]  你出
[00:12:02.000 --> 00:12:04.000]  你入
[00:12:04.000 --> 00:12:06.000]  你生活中嘅一切行動
[00:12:06.000 --> 00:12:08.000]  無論你嗰朝起身嗰陣
[00:12:08.000 --> 00:12:10.000]  成個人係咩狀態
[00:12:10.000 --> 00:12:12.000]  你精神飽滿
[00:12:12.000 --> 00:12:14.000]  死死地氣
[00:12:14.000 --> 00:12:16.000]  好開心咁樣
[00:12:16.000 --> 00:12:18.000]  出門口開始新嘅一日
[00:12:18.000 --> 00:12:20.000]  去返學返工同朋友出去玩
[00:12:20.000 --> 00:12:22.000]  之後帶住好疲累嘅身體
[00:12:22.000 --> 00:12:24.000]  返返去屋企
[00:12:24.000 --> 00:12:26.000]  結束一日嘅活動
[00:12:26.000 --> 00:12:28.000]  就算成日
[00:12:28.000 --> 00:12:30.000]  節目幾豐富都好
[00:12:30.000 --> 00:12:32.000]  你去到邊都好
[00:12:32.000 --> 00:12:34.000]  神嘅保護都冇離開過你
[00:12:34.000 --> 00:12:36.000]  仲要從一開始
[00:12:36.000 --> 00:12:38.000]  直到永遠
[00:12:38.000 --> 00:12:40.000]  神都喺度
[00:12:40.000 --> 00:12:44.000]  唔知你哋有冇試過
[00:12:44.000 --> 00:12:46.000]  半夜為咗一啲事情
[00:12:46.000 --> 00:12:48.000]  好傷心
[00:12:48.000 --> 00:12:50.000]  焦慮導致瞓唔著覺
[00:12:50.000 --> 00:12:52.000]  有冇試過
[00:12:52.000 --> 00:12:54.000]  去到瞓唔著覺嗰陣
[00:12:54.000 --> 00:12:56.000]  但係你想搵人傾
[00:12:56.000 --> 00:12:58.000]  又太夜啦半夜
[00:12:58.000 --> 00:13:00.000]  生更,我唔知你哋會唔會半夜
[00:13:00.000 --> 00:13:02.000]  生更call你個friend,喂我唔開心
[00:13:02.000 --> 00:13:04.000]  佢應該
[00:13:04.000 --> 00:13:06.000]  唔知下次有冇friend做定唔知點
[00:13:06.000 --> 00:13:08.000]  因為全世界
[00:13:08.000 --> 00:13:10.000]  都瞓緊覺,得你一個醒住
[00:13:10.000 --> 00:13:12.000]  焦慮
[00:13:12.000 --> 00:13:14.000]  憂慮,孤單
[00:13:14.000 --> 00:13:16.000]  無助
[00:13:16.000 --> 00:13:18.000]  好多年前
[00:13:18.000 --> 00:13:20.000]  有一段時間
[00:13:20.000 --> 00:13:22.000]  我自己都陷入咗呢個狀態
[00:13:22.000 --> 00:13:24.000]  我為到我嘅人生嘅前途
[00:13:24.000 --> 00:13:26.000]  工作
[00:13:26.000 --> 00:13:28.000]  好憂慮好迷惘
[00:13:28.000 --> 00:13:30.000]  因為做緊嗰份工
[00:13:30.000 --> 00:13:32.000]  我又唔係好鍾意
[00:13:32.000 --> 00:13:34.000]  但係唔做落去
[00:13:34.000 --> 00:13:36.000]  好似又冇其他嘢做
[00:13:36.000 --> 00:13:38.000]  我個能力又點呢
[00:13:38.000 --> 00:13:40.000]  呢份工係咪真係行到
[00:13:40.000 --> 00:13:42.000]  我想去嗰個點去嗰個路呢
[00:13:42.000 --> 00:13:44.000]  之後我再諗
[00:13:44.000 --> 00:13:46.000]  如果我而家去轉行
[00:13:46.000 --> 00:13:48.000]  我仲有冇市場
[00:13:48.000 --> 00:13:50.000]  價值同競爭力
[00:13:50.000 --> 00:13:52.000]  有啲嘢都好現實
[00:13:52.000 --> 00:13:54.000]  然後呢啲嘢
[00:13:54.000 --> 00:13:56.000]  諗諗下又諗唔到
[00:13:56.000 --> 00:13:58.000]  一路壓住壓返落去
[00:13:58.000 --> 00:14:00.000]  一路逃避呢啲嘢
[00:14:00.000 --> 00:14:02.000]  但係
[00:14:02.000 --> 00:14:04.000]  有一段時間係咁樣之後
[00:14:04.000 --> 00:14:06.000]  但係呢啲情緒去到某一個
[00:14:06.000 --> 00:14:08.000]  夜闌人靜嘅夜晚
[00:14:08.000 --> 00:14:10.000]  就爆發咗出嚟
[00:14:10.000 --> 00:14:12.000]  突然
[00:14:12.000 --> 00:14:14.000]  成個人陷入咗極度
[00:14:14.000 --> 00:14:16.000]  焦慮嘅狀態
[00:14:16.000 --> 00:14:18.000]  就好似inside out個腦入面
[00:14:18.000 --> 00:14:20.000]  個阿椒就走咗埋嚟
[00:14:20.000 --> 00:14:22.000]  就掌控晒一切
[00:14:22.000 --> 00:14:24.000]  然後呢嗰個阿椒一坐埋位
[00:14:24.000 --> 00:14:26.000]  你就會開始亂諗嘢
[00:14:26.000 --> 00:14:28.000]  覺得自己好冇用
[00:14:28.000 --> 00:14:30.000]  出到去都冇人要
[00:14:30.000 --> 00:14:32.000]  行力都冇
[00:14:32.000 --> 00:14:34.000]  想搵人傾又搵唔到
[00:14:34.000 --> 00:14:36.000]  因為全世界都瞓緊覺
[00:14:36.000 --> 00:14:38.000]  同埋其實去到嗰位係有種
[00:14:38.000 --> 00:14:40.000]  我就算搵到人傾
[00:14:40.000 --> 00:14:42.000]  嗰個人都幫唔到我
[00:14:42.000 --> 00:14:44.000]  佢唔明白我嘅憂慮係乜嘢
[00:14:44.000 --> 00:14:46.000]  佢畀咩建議我都冇用
[00:14:46.000 --> 00:14:48.000]  都唔可以真係救到我啲乜嘢
[00:14:48.000 --> 00:14:50.000]  即係有種
[00:14:50.000 --> 00:14:52.000]  我搵到人就算傾到
[00:14:52.000 --> 00:14:54.000]  講咗出嚟都冇用嘅感覺
[00:14:54.000 --> 00:14:56.000]  就係呢一個咁求助無門嘅一刻入面
[00:14:56.000 --> 00:14:58.000]  就係呢一個咁求助無門嘅一刻入面
[00:14:58.000 --> 00:15:00.000]  就係呢一個咁求助無門嘅一刻入面
[00:15:00.000 --> 00:15:02.000]  喺我個腦入面
[00:15:02.000 --> 00:15:04.000]  突然有首詩歌浮咗出嚟
[00:15:04.000 --> 00:15:06.000]  突然有首詩歌浮咗出嚟
[00:15:06.000 --> 00:15:08.000]  就係叫天賦必看顧你
[00:15:08.000 --> 00:15:10.000]  我諗聽到呢首
[00:15:10.000 --> 00:15:12.000]  浮咗呢首歌之後
[00:15:12.000 --> 00:15:14.000]  我就即刻去YouTube
[00:15:14.000 --> 00:15:16.000]  搵返呢首歌出嚟
[00:15:16.000 --> 00:15:18.000]  係咁loop 係咁loop 係咁聽
[00:15:18.000 --> 00:15:20.000]  嗰首歌係歌詞咁講
[00:15:20.000 --> 00:15:22.000]  任遭何事
[00:15:22.000 --> 00:15:24.000]  不要驚怕
[00:15:24.000 --> 00:15:26.000]  天賦必看顧你
[00:15:26.000 --> 00:15:28.000]  必將你藏
