
[00:00:00.000 --> 00:00:05.640]  歡迎大家收看我們青少年崇拜的直播
[00:02:29.840 --> 00:02:31.840]  為什麼還沒有結婚?
[00:02:31.840 --> 00:02:33.840]  生了或者結婚的
[00:02:33.840 --> 00:02:37.240]  可能就會問你什麼時候生一個小朋友
[00:02:37.240 --> 00:02:40.040]  生了一個就會問你什麼時候生第二個
[00:02:40.040 --> 00:02:44.040]  如果兩個都是兒子或者兩個都是女兒
[00:02:44.040 --> 00:02:48.840]  就會追問你什麼時候生女兒或者生兒子
[00:02:48.840 --> 00:02:50.840]  在這些問題的背後
[00:02:50.840 --> 00:02:54.840]  除了親戚朋友的關心和問候之外
[00:02:54.840 --> 00:03:00.040]  可能都牽涉到在我們的思維中
[00:03:00.040 --> 00:03:04.840]  都會覺得我們好像有一個人生的軌跡一樣
[00:03:04.840 --> 00:03:09.840]  我們人生的軌跡就好像要讀書、升學、工作
[00:03:09.840 --> 00:03:13.840]  然後結婚、生小孩、養大他們
[00:03:13.840 --> 00:03:17.840]  然後年老、最後去世、死亡
[00:03:17.840 --> 00:03:22.840]  好像當人生的軌跡不同了的時候
[00:03:22.840 --> 00:03:28.840]  就好像變得有問題和好像不太妥當
[00:03:28.840 --> 00:03:32.840]  甚至這個社會對於一些單身者也有一些污名化
[00:03:32.840 --> 00:03:35.840]  有時候可能我們大英姐妹之間
[00:03:35.840 --> 00:03:40.840]  都會用一些名號去稱呼其他人
[00:03:40.840 --> 00:03:43.840]  包括可能對著一班單身者
[00:03:43.840 --> 00:03:50.840]  我們會稱呼他們單身狗、光棍、剩女、獨男等等
[00:03:50.840 --> 00:03:54.840]  可能年老一點的都會有一些稱號
[00:03:54.840 --> 00:03:56.840]  年輕的可能就不知道了
[00:03:56.840 --> 00:03:59.840]  可能會形容他們是女士
[00:03:59.840 --> 00:04:04.840]  可能是老姑婆、羅底產、賣政借或者是攝造娘等等
[00:04:04.840 --> 00:04:06.840]  甚至一些節目
[00:04:06.840 --> 00:04:08.840]  最近有一個很熱的節目
[00:04:08.840 --> 00:04:13.840]  形容單身就好像地獄一樣
[00:04:13.840 --> 00:04:17.840]  單身就好像有問題、有害一樣
[00:04:17.840 --> 00:04:21.840]  不知道大英姐妹是否同意呢?
[00:04:21.840 --> 00:04:25.840]  原來也有一些調查發現
[00:04:25.840 --> 00:04:30.840]  有一些研究訪問過一千名大學生
[00:04:30.840 --> 00:04:34.840]  他們對於已婚和單身人士的一些看法
[00:04:34.840 --> 00:04:36.840]  原來對於大學生來說
[00:04:36.840 --> 00:04:40.840]  一些已婚的人都是比較正面一點
[00:04:40.840 --> 00:04:48.840]  已婚的好像代表成熟、幸福快樂、和善、有愛心和誠實
[00:04:48.840 --> 00:04:58.840]  而單身的人士就好像代表不成熟、缺乏安全感、比較自我中心、悲慘和孤單
[00:04:58.840 --> 00:05:03.840]  很可能是一個社會文化造成的結果
[00:05:03.840 --> 00:05:09.840]  但原來在一班年輕人、大學生眼中也有這樣的看法
[00:05:09.840 --> 00:05:15.840]  特別是社會加諸於女士的壓力比男士更大
[00:05:15.840 --> 00:05:19.840]  至於為什麼有這麼多人不單身呢?
[00:05:19.840 --> 00:05:22.840]  很可能有不同的原因
[00:05:22.840 --> 00:05:25.840]  其中一個就是男女比例的失衡
[00:05:25.840 --> 00:05:29.840]  特別在教會裡姐妹多於弟兄
[00:05:29.840 --> 00:05:32.840]  這是一件很悲哀的事
[00:05:32.840 --> 00:05:36.840]  所以可能是被迫單身
[00:05:36.840 --> 00:05:41.840]  甚至可能是對於原生家庭、對我們有一些影響
[00:05:41.840 --> 00:05:49.840]  可能原生家庭不是很圓滿或者是有一些破碎
[00:05:49.840 --> 00:05:53.840]  直接影響到下一代對於家庭的一些看法
[00:05:53.840 --> 00:05:57.840]  也有人形容每一個人都是婚姻的專家
[00:05:57.840 --> 00:06:01.840]  為什麼呢?因為我們都近距離觀察過婚姻
[00:06:01.840 --> 00:06:04.840]  正正就是我們父母的婚姻
[00:06:04.840 --> 00:06:10.840]  因此原生家庭對我們對於戀愛、婚姻的看法有很多影響
[00:06:10.840 --> 00:06:14.840]  第三是可能很害怕受傷
[00:06:14.840 --> 00:06:18.840]  可能曾經試過戀愛卻卻是失敗
[00:06:18.840 --> 00:06:21.840]  帶來一些傷害
[00:06:21.840 --> 00:06:26.840]  不再相信愛情或者不敢再投入一段關係裡
[00:06:26.840 --> 00:06:28.840]  害怕自己再次受傷
[00:06:28.840 --> 00:06:32.840]  或者自己可能感覺自己一個更開心
[00:06:32.840 --> 00:06:37.840]  也不需要找一個伴侶去跟自己同行
[00:06:37.840 --> 00:06:41.840]  甚至可能有一些是憑實力單身
[00:06:41.840 --> 00:06:46.840]  他未必有夠一個成熟度
[00:06:46.840 --> 00:06:51.840]  或者未必懂得跟其他人相處
[00:06:51.840 --> 00:06:53.840]  或者是一些非自願性單身
[00:06:53.840 --> 00:06:56.840]  簡單來說都是被動
[00:06:56.840 --> 00:06:59.840]  無論是社會還是教會
[00:06:59.840 --> 00:07:02.840]  這個情況都不能夠倖免
[00:07:02.840 --> 00:07:04.840]  因此教會面對這個問題
[00:07:04.840 --> 00:07:09.840]  很少我們會在講壇上講這些課題
[00:07:09.840 --> 00:07:12.840]  盼望這個系列能夠幫助到大家
[00:07:12.840 --> 00:07:17.840]  看一段經文是關於獨生的經文
[00:07:17.840 --> 00:07:19.840]  是來自《馬太福音》
[00:07:19.840 --> 00:07:21.840]  在19章3至12節
[00:07:21.840 --> 00:07:25.840]  法利塞人來試探耶穌
[00:07:25.840 --> 00:07:29.840]  無論什麼緣故人丘妻都是合法
[00:07:29.840 --> 00:07:31.840]  耶穌回答
[00:07:31.840 --> 00:07:34.840]  那起初做人的是做男做女並且說
[00:07:34.840 --> 00:07:37.840]  因此人要離開父母與妻子結合
[00:07:37.840 --> 00:07:39.840]  而人成為一體
[00:07:39.840 --> 00:07:41.840]  這個經文你們沒有念過嗎
[00:07:41.840 --> 00:07:45.840]  既然如此夫妻不再是兩個人而是一體的了
[00:07:45.840 --> 00:07:49.840]  所以神配合的人不可分開
[00:07:49.840 --> 00:07:52.840]  我現在好像分禮分娩的感覺
[00:07:52.840 --> 00:07:55.840]  這段經文一來到就是
[00:07:55.840 --> 00:07:58.840]  法利塞人來試探耶穌
[00:07:58.840 --> 00:08:03.840]  人可以在什麼情況下丘妻是合法的
[00:08:03.840 --> 00:08:05.840]  是一個丘妻的問題
[00:08:05.840 --> 00:08:10.840]  但耶穌的回答卻不是回答他怎樣才可以丘妻
[00:08:10.840 --> 00:08:16.840]  而是他肯定分約甚至是約的價值
[00:08:16.840 --> 00:08:20.840]  因為約是上帝所設立
[00:08:20.840 --> 00:08:23.840]  人是不能夠分開的
[00:08:23.840 --> 00:08:25.840]  法利塞人繼續追問
[00:08:25.840 --> 00:08:29.840]  為什麼摩西又吩咐給妻子
[00:08:29.840 --> 00:08:33.840]  給妻子休書就可以休她呢
[00:08:33.840 --> 00:08:36.840]  耶穌回答摩西是因為你們的心顏
[00:08:36.840 --> 00:08:38.840]  所以准許你們休妻
[00:08:38.840 --> 00:08:40.840]  但起初並不是這樣
[00:08:40.840 --> 00:08:42.840]  我告訴你們凡休妻令娶的
[00:08:42.840 --> 00:08:45.840]  若不是為了不徵的緣故
[00:08:45.840 --> 00:08:47.840]  就是犯姦淫
[00:08:47.840 --> 00:08:49.840]  法利塞人來到耶穌面前
[00:08:49.840 --> 00:08:52.840]  其實都是在問一個可以不可以的問題
[00:08:52.840 --> 00:08:57.840]  很多時候信徒來到牧者面前
[00:08:57.840 --> 00:09:00.840]  很多時候都是問一些可以不可以的問題
[00:09:00.840 --> 00:09:04.840]  彷彿拿了牧者的答案
[00:09:04.840 --> 00:09:07.840]  變成了一些事情可以做
[00:09:07.840 --> 00:09:10.840]  其實背後的問題的目的
[00:09:10.840 --> 00:09:16.840]  很多時候都是在尋找一些律法或者法律的灰色地帶
[00:09:16.840 --> 00:09:18.840]  希望可以轉一些洞洞縫縫
[00:09:18.840 --> 00:09:21.840]  所以不需要遵守規條
[00:09:21.840 --> 00:09:28.840]  但這些問題背後卻忽略了本身規條的意義和目的
[00:09:28.840 --> 00:09:33.840]  而法利塞人來到耶穌面前正正在問這些問題
[00:09:33.840 --> 00:09:35.840]  希望可以轉一些法律
[00:09:35.840 --> 00:09:41.840]  但耶穌的回答是繼續肯定這個約的價值
[00:09:41.840 --> 00:09:45.840]  甚至他形容凡休妻令娶的
[00:09:45.840 --> 00:09:47.840]  若不是為了不徵的緣故
[00:09:47.840 --> 00:09:49.840]  就是犯奸淫
[00:09:49.840 --> 00:09:51.840]  這裡有一點暗示
[00:09:51.840 --> 00:09:55.840]  就是那些法利塞人或者整個以色列人的民族
[00:09:55.840 --> 00:09:57.840]  對約的破壞
[00:09:57.840 --> 00:10:01.840]  不遵守約的一些原則
[00:10:01.840 --> 00:10:04.840]  就好像一班以色列人在舊約裡
[00:10:04.840 --> 00:10:08.840]  本身和上帝是納了約的
[00:10:08.840 --> 00:10:13.840]  也有很多先知書裡也用夫妻的關係
[00:10:13.840 --> 00:10:16.840]  形容上帝和以色列人的關係
[00:10:16.840 --> 00:10:18.840]  因此這裡有一點暗示
[00:10:18.840 --> 00:10:22.840]  就是一班以色列人好像犯了奸淫一樣
[00:10:22.840 --> 00:10:25.840]  不遵守上帝和他們的納約
[00:10:25.840 --> 00:10:29.840]  至於在馬可福音和路加福音
[00:10:29.840 --> 00:10:33.840]  經文更加說沒有轉彎的餘地
[00:10:33.840 --> 00:10:38.840]  所有休妻的或者離婚的都是犯奸淫
[00:10:38.840 --> 00:10:42.840]  比馬太福音的門檻更加高
[00:10:42.840 --> 00:10:46.840]  門徒聽見耶穌的回答之後
[00:10:46.840 --> 00:10:48.840]  他們很疑惑
[00:10:48.840 --> 00:10:50.840]  既然丈夫和妻子的關係是這樣
[00:10:50.840 --> 00:10:52.840]  不如不娶了
[00:10:52.840 --> 00:10:56.840]  這句話有很多不同的詮釋
[00:10:56.840 --> 00:10:58.840]  第一個可能是說
[00:10:58.840 --> 00:11:01.840]  既然他們一心想著休妻
[00:11:01.840 --> 00:11:04.840]  不如不要娶妻子
[00:11:04.840 --> 00:11:08.840]  又或者可能是另外一個解釋
[00:11:08.840 --> 00:11:11.840]  不能夠離婚不如單身
[00:11:11.840 --> 00:11:15.840]  不論如何他們都在問一個問題
[00:11:15.840 --> 00:11:18.840]  究竟單身又可不可以呢?
[00:11:18.840 --> 00:11:21.840]  既然之前肯定婚姻的價值
[00:11:21.840 --> 00:11:23.840]  單身又可不可以呢?
[00:11:23.840 --> 00:11:26.840]  耶穌的回答在11節說
[00:11:26.840 --> 00:11:29.840]  這句話不是人人都能夠領受的
[00:11:29.840 --> 00:11:32.840]  唯獨次級誰才能領受
[00:11:32.840 --> 00:11:36.840]  因為有人從母福裡就是不宜結婚的
[00:11:36.840 --> 00:11:39.840]  也有因人為的緣故不宜結婚的
[00:11:39.840 --> 00:11:43.840]  並有為天國的緣故自己不結婚的
[00:11:43.840 --> 00:11:46.840]  這說誰能領受就領受吧
[00:11:46.840 --> 00:11:51.840]  原來當時在猶太的背景下
[00:11:51.840 --> 00:11:54.840]  婚姻不單是神聖
[00:11:54.840 --> 00:11:57.840]  還有不同的功能
[00:11:57.840 --> 00:12:02.840]  而單身對一個民族來說是有害的
[00:12:02.840 --> 00:12:08.840]  因此在塔木德一本猶太的聖典裡
[00:12:08.840 --> 00:12:14.840]  曾經提到婚姻或單身的一些真言
[00:12:14.840 --> 00:12:18.840]  提到沒有參與族群延續的人
[00:12:18.840 --> 00:12:19.840]  即沒有下一代的人
[00:12:19.840 --> 00:12:21.840]  就好像殺了人一般
[00:12:21.840 --> 00:12:25.840]  甚至提到沒有妻子的男人
[00:12:25.840 --> 00:12:30.840]  就好像過著沒有喜樂、祝福和美善的生活
[00:12:30.840 --> 00:12:35.840]  不知道結婚的弟兄同不同意
[00:12:35.840 --> 00:12:42.840]  第三句是20歲的男子還未娶妻就活在敘裡
[00:12:42.840 --> 00:12:44.840]  大濟勒坐在這裡的那些
[00:12:44.840 --> 00:12:49.840]  原來未結婚就活在敘裡
[00:12:49.840 --> 00:12:55.840]  因此單身在猶太的社會裡是不容許的
[00:12:55.840 --> 00:13:00.840]  甚至是一個非常負面的狀態
[00:13:00.840 --> 00:13:03.840]  但耶穌卻解釋並不是這樣
[00:13:03.840 --> 00:13:08.840]  他說婚姻是神聖的
[00:13:08.840 --> 00:13:11.840]  但同時也有獨身的存在
[00:13:11.840 --> 00:13:15.840]  他說這句話不是人人都能領受
[00:13:15.840 --> 00:13:18.840]  唯獨賜給誰 誰才能領受
[00:13:18.840 --> 00:13:22.840]  賜給誰就像一個恩賜一樣
[00:13:22.840 --> 00:13:27.840]  我們過往聽到也有一個獨身的恩賜
[00:13:27.840 --> 00:13:32.840]  不過我形容獨身的恩賜不是跟侍奉有關
[00:13:32.840 --> 00:13:35.840]  跟我們過去所理解的能力
[00:13:35.840 --> 00:13:40.840]  幫助弟兄姐妹在教會裡服侍是不同的
[00:13:40.840 --> 00:13:45.840]  這裡說的那種恩賜是從上帝而來的禮物
[00:13:45.840 --> 00:13:48.840]  原來獨身是從上帝而來的禮物
[00:13:48.840 --> 00:13:51.840]  如果和上文並排一起看
[00:13:51.840 --> 00:13:54.840]  你會發現無論是婚姻還是獨身
[00:13:54.840 --> 00:14:00.840]  其實都是上帝給人的禮物
[00:14:00.840 --> 00:14:06.840]  有些人會覺得獨身是否代表自己不好
[00:14:06.840 --> 00:14:11.840]  或是低等或次等一點
[00:14:11.840 --> 00:14:14.840]  從經文裡看並不是這樣
[00:14:14.840 --> 00:14:20.840]  原來婚姻還是獨身沒有好與次好的分別
[00:14:20.840 --> 00:14:26.840]  這裡說獨身可能有三個原因
[00:14:26.840 --> 00:14:32.840]  獨身第一個原因可能是有些人從母福裡不宜結婚
[00:14:32.840 --> 00:14:38.840]  這裡提到可能是有些人天生不健全
[00:14:38.840 --> 00:14:40.840]  因此不宜結婚
[00:14:40.840 --> 00:14:44.840]  也有第二個原因可能是人為的緣故
[00:14:44.840 --> 00:14:46.840]  所以不宜結婚
[00:14:46.840 --> 00:14:49.840]  因為在古代的社會也有太監的存在
[00:14:49.840 --> 00:14:52.840]  可能是工作的需要他們會自閹
[00:14:52.840 --> 00:14:56.840]  因此人為的緣故他們不宜結婚
[00:14:56.840 --> 00:15:03.840]  第三個原因是為了天國的緣故他們自閹
[00:15:03.840 --> 00:15:05.840]  不去結婚
[00:15:05.840 --> 00:15:10.840]  最後經文也再次重覆這句說話
[00:15:10.840 --> 00:15:12.840]  誰能領受就領受吧
[00:15:12.840 --> 00:15:16.840]  因此在整個經文裡我們看到
[00:15:16.840 --> 00:15:20.840]  婚姻在社會裡是一個常態
[00:15:20.840 --> 00:15:22.840]  而獨身卻是一個特例
[00:15:22.840 --> 00:15:25.840]  兩者都是上帝給人的禮物
[00:15:25.840 --> 00:15:28.840]  沒有分好與次好的分別
[00:15:28.840 --> 00:15:31.840]  但在福音書裡單憑這幾個經文
[00:15:31.840 --> 00:15:36.840]  我們不能夠對獨身因此有太多的理解
[00:15:36.840 --> 00:15:39.840]  我們可以看看保羅的書信
[00:15:39.840 --> 00:15:41.840]  究竟保羅怎樣去看
[00:15:41.840 --> 00:15:47.840]  在哥林多前書七章是一段很大段的經文
[00:15:47.840 --> 00:15:52.840]  很多人都形容保羅高舉單身主義
[00:15:52.840 --> 00:15:59.840]  甚至要求信徒要持守獨身到永恆
[00:15:59.840 --> 00:16:03.840]  我不把整段經文讀出來
[00:16:03.840 --> 00:16:08.840]  我只引用一些比較重要的經文
[00:16:08.840 --> 00:16:13.840]  第六節提到保羅盼望所有人守獨身
[00:16:13.840 --> 00:16:19.840]  第八節建議未嫁娶的寡婦盡可能守獨身
[00:16:19.840 --> 00:16:22.840]  為什麼呢?因為現今世代艱難
[00:16:22.840 --> 00:16:25.840]  人不如守素安常才好
[00:16:25.840 --> 00:16:27.840]  維持現狀
[00:16:27.840 --> 00:16:32.840]  甚至說娶妻出嫁並不是犯罪
[00:16:32.840 --> 00:16:34.840]  但肉身必受苦難
[00:16:34.840 --> 00:16:37.840]  已婚的人為世上事憂慮
[00:16:37.840 --> 00:16:40.840]  獨身的人為主事掛慮
[00:16:40.840 --> 00:16:43.840]  獨身的人可以專心討神喜悅
[00:16:43.840 --> 00:16:48.840]  對父親來說叫自己女兒出嫁是好的
[00:16:48.840 --> 00:16:51.840]  但不叫她出嫁更加好
[00:16:51.840 --> 00:16:55.840]  沒有結婚的人更有福氣
[00:16:55.840 --> 00:17:01.840]  在這裡驟眼看來保羅高舉單身主義
[00:17:01.840 --> 00:17:04.840]  教會所有弟兄姊妹
[00:17:04.840 --> 00:17:06.840]  如果你未結婚就不要結婚
[00:17:06.840 --> 00:17:09.840]  因為結婚的下場很慘淡
[00:17:09.840 --> 00:17:12.840]  事實是否如此呢?
[00:17:12.840 --> 00:17:17.840]  要看當時哥倫多前書成書的背景
[00:17:17.840 --> 00:17:23.840]  當時在羅馬社會婚姻和生育
[00:17:23.840 --> 00:17:27.840]  被提升到對國家社會的道德責任
[00:17:27.840 --> 00:17:31.840]  因為生育是提供國家勞動力
[00:17:31.840 --> 00:17:35.840]  因此是每個人應當的責任
[00:17:35.840 --> 00:17:41.840]  但保羅處理的不是婚姻的神聖
[00:17:41.840 --> 00:17:45.840]  他沒有提及任何歌頌婚姻的神聖
[00:17:45.840 --> 00:17:49.840]  反而消極看婚姻的功能
[00:17:49.840 --> 00:17:51.840]  功能不是生而育類
[00:17:51.840 --> 00:17:56.840]  反而是消極對抗性慾的合適方法
[00:17:56.840 --> 00:18:00.840]  因為他要處理的不是生而育類的問題
[00:18:00.840 --> 00:18:03.840]  而是哥倫多教會淫亂的問題
[00:18:03.840 --> 00:18:08.840]  因此他提出婚姻是對抗性慾的合適方法
[00:18:08.840 --> 00:18:13.840]  婚姻中的聖事得以平息配偶雙方的慾火
[00:18:13.840 --> 00:18:17.840]  避免弟兄姊妹陷入淫亂的危險
[00:18:17.840 --> 00:18:21.840]  其實他整段處理正正是淫亂的問題
[00:18:21.840 --> 00:18:23.840]  並不是婚姻的問題
[00:18:23.840 --> 00:18:28.840]  至於獨生的原因又是甚麼呢?
[00:18:28.840 --> 00:18:35.840]  原來在哥倫多教會被希臘哲學思潮影響
[00:18:35.840 --> 00:18:40.840]  當時希臘哲學思潮曾經有一個兩難的選擇
[00:18:40.840 --> 00:18:43.840]  就是究竟人應不應該結婚呢?
[00:18:43.840 --> 00:18:48.840]  結婚就好像追求被一些瑣碎的責務
[00:18:48.840 --> 00:18:55.840]  以及責任婚姻家庭的生活所限制自己
[00:18:55.840 --> 00:18:59.840]  而另一個選擇就是持守獨生
[00:18:59.840 --> 00:19:06.840]  但卻是追求崇高的精神和自性的追求
[00:19:06.840 --> 00:19:10.840]  當時有這樣的思潮和辯論
[00:19:10.840 --> 00:19:18.840]  因此保羅就用了社會上的思潮套入了他的教導裏
[00:19:18.840 --> 00:19:23.840]  他形容就好像當時的想法一樣
[00:19:23.840 --> 00:19:28.840]  原來婚姻的確有機會令你分心
[00:19:28.840 --> 00:19:33.840]  而不能盡心盡意愛著你的神
[00:19:33.840 --> 00:19:40.840]  不過這個教導都是根據一個條件或背景
[00:19:40.840 --> 00:19:43.840]  就是猶太天啟的思維
[00:19:43.840 --> 00:19:49.840]  整個單身的教導其實都是來自一個處境
[00:19:49.840 --> 00:19:53.840]  就是現今的世代是艱難的
[00:19:53.840 --> 00:19:56.840]  這裡說的是一個幕後的日子
[00:19:56.840 --> 00:20:01.840]  當時的哥林多教會都以為耶穌很快會回來
[00:20:01.840 --> 00:20:04.840]  我們已經進入了一個幕後的日子
[00:20:04.840 --> 00:20:06.840]  耶穌很快會回來
[00:20:06.840 --> 00:20:10.840]  而在舊約或新約很多經文都提到
[00:20:10.840 --> 00:20:15.840]  在幕後的日子懷孕的人或養育兒女
[00:20:15.840 --> 00:20:18.840]  即是有孩子的都是有禍的
[00:20:18.840 --> 00:20:21.840]  因此根據一個這樣的背景
[00:20:21.840 --> 00:20:28.840]  保羅認為獨身才是對應末日的急難最佳的生活方式
[00:20:28.840 --> 00:20:33.840]  因此他提倡弟兄姊妹不如獨身比結婚好
[00:20:33.840 --> 00:20:38.840]  因為我們現在正在末日的幕後日子裏
[00:20:38.840 --> 00:20:42.840]  簡單來說有個總結
[00:20:42.840 --> 00:20:50.840]  保羅的教導其實是提醒當時面對婚姻壓力的弟兄姊妹
[00:20:50.840 --> 00:20:57.840]  他說對於婚姻很有期望或性慾旺盛
[00:20:57.840 --> 00:20:59.840]  就不需要強迫自己單身
[00:20:59.840 --> 00:21:04.840]  因為從前都會有一個二元對立的思維
[00:21:04.840 --> 00:21:08.840]  就是覺得性慾是屬於肉體的
[00:21:08.840 --> 00:21:10.840]  禁慾是屬靈的
[00:21:10.840 --> 00:21:13.840]  保羅卻不同意這樣的看法
[00:21:13.840 --> 00:21:16.840]  他認為不需要強迫自己單身
[00:21:16.840 --> 00:21:18.840]  不需要強迫自己禁慾
[00:21:18.840 --> 00:21:22.840]  也不要認為你必須或不得不結婚
[00:21:22.840 --> 00:21:27.840]  如果你過單身的生活是過得愉快又精彩
[00:21:27.840 --> 00:21:29.840]  那就追求獨身
[00:21:29.840 --> 00:21:32.840]  用你的時間去榮耀上帝
[00:21:32.840 --> 00:21:36.840]  因此保羅的教導不是一條律法
[00:21:36.840 --> 00:21:42.840]  甚至是避免禁慾或單身的兩個極端思想
[00:21:42.840 --> 00:21:47.840]  也不能像初代教會理解的經文一樣
[00:21:47.840 --> 00:21:50.840]  高舉單身
[00:21:50.840 --> 00:21:56.840]  正正因為教父年代高舉單身
[00:21:56.840 --> 00:22:00.840]  天主教的教會神父不能結婚
[00:22:00.840 --> 00:22:04.840]  只有新教的牧師和傳道才可以結婚
[00:22:04.840 --> 00:22:09.840]  因此在此也提醒單身弟兄姊妹
[00:22:09.840 --> 00:22:11.840]  不需要勉強自己
[00:22:11.840 --> 00:22:13.840]  不需要因為社會壓力
[00:22:13.840 --> 00:22:16.840]  不需要親朋戚友的壓力而勉強自己
[00:22:16.840 --> 00:22:20.840]  就算你是單身或戀愛中的人
[00:22:20.840 --> 00:22:23.840]  也要學懂如何愛自己
[00:22:23.840 --> 00:22:26.840]  我們常說我們的使命就是愛人如己
[00:22:26.840 --> 00:22:29.840]  首先也要學懂如何愛自己
[00:22:29.840 --> 00:22:32.840]  不需要因為快30歲了
[00:22:32.840 --> 00:22:35.840]  我還沒有著落
[00:22:35.840 --> 00:22:41.840]  我隨便找一個弟兄姊妹結婚就算了
[00:22:41.840 --> 00:22:47.840]  經文中帶給我們的提醒就是不需要勉強
[00:22:47.840 --> 00:22:51.840]  在單身的狀態下
[00:22:51.840 --> 00:22:55.840]  我們不如認識自己更多
[00:22:55.840 --> 00:22:57.840]  讓自己成為一個健康的人
[00:22:57.840 --> 00:23:00.840]  才能有一個健康的關係
[00:23:00.840 --> 00:23:04.840]  在此分享一個故事或見證
[00:23:04.840 --> 00:23:08.840]  一個出名的牧者斯托德
[00:23:08.840 --> 00:23:11.840]  他也是一個獨生人士
[00:23:11.840 --> 00:23:16.840]  臨終時他也是獨生
[00:23:16.840 --> 00:23:18.840]  曾經有一個訪問
[00:23:18.840 --> 00:23:26.840]  訪問他為何他覺得自己有獨生的恩賜
[00:23:26.840 --> 00:23:31.840]  他分享從來沒有立過嚴肅的誓約
[00:23:31.840 --> 00:23:33.840]  或英雄式的決定
[00:23:33.840 --> 00:23:35.840]  要單身或奉獻給主
[00:23:35.840 --> 00:23:37.840]  和大部份人一樣
[00:23:37.840 --> 00:23:39.840]  他在二十多三十歲的時候
[00:23:39.840 --> 00:23:42.840]  也夢想有一天會結婚
[00:23:42.840 --> 00:23:49.840]  但他經歷過兩次在結婚前的退縮和抽離之後
[00:23:49.840 --> 00:23:53.840]  傷害了兩位女士
[00:23:53.840 --> 00:23:59.840]  他自然相信上帝要他維持單身的生活
[00:23:59.840 --> 00:24:02.840]  訪問內容比較長篇
[00:24:02.840 --> 00:24:06.840]  大家有興趣可以上網找尋
[00:24:06.840 --> 00:24:08.840]  最後他得出一個結論
[00:24:08.840 --> 00:24:09.840]  如果他結了婚
[00:24:09.840 --> 00:24:10.840]  有了太太
[00:24:10.840 --> 00:24:11.840]  成了家
[00:24:11.840 --> 00:24:13.840]  恐怕他不能到處去旅行
[00:24:13.840 --> 00:24:17.840]  也不能寫出那麼多熟悉的作品
[00:24:17.840 --> 00:24:21.840]  去慰養弟兄姊妹
[00:24:21.840 --> 00:24:24.840]  內容提到他既然持守獨生
