
[00:00:00.000 --> 00:00:03.400]  大英姐妹各位平安
[00:05:14.000 --> 00:05:16.000]  做得到這份工作
[00:05:16.000 --> 00:05:18.000]  因為當時也有很多同學
[00:05:18.000 --> 00:05:19.000]  在那幾年
[00:05:19.000 --> 00:05:21.000]  真的要轉行
[00:05:21.000 --> 00:05:23.000]  轉了其他的工作
[00:05:23.000 --> 00:05:25.000]  所以我當時
[00:05:25.000 --> 00:05:27.000]  還是年輕的我
[00:05:27.000 --> 00:05:30.000]  確實是在經歷我生命裡
[00:05:30.000 --> 00:05:32.000]  一段很慌張
[00:05:32.000 --> 00:05:35.000]  很惆悵的一段時間
[00:05:35.000 --> 00:05:38.000]  當我分享完
[00:05:38.000 --> 00:05:40.000]  我這個經歷的時候
[00:05:40.000 --> 00:05:43.000]  當我們回到今天
[00:05:43.000 --> 00:05:46.000]  我們要說出埃及記
[00:05:46.000 --> 00:05:50.000]  十屆裡面的場景的時候
[00:05:50.000 --> 00:05:53.000]  其實同樣這班以色列人
[00:05:53.000 --> 00:05:57.000]  都是面對著一個慌張惆悵
[00:05:57.000 --> 00:05:59.000]  不知道該怎麼算的一個經歷
[00:05:59.000 --> 00:06:03.000]  因為當時他們剛剛離開了埃及
[00:06:03.000 --> 00:06:05.000]  過了紅海
[00:06:05.000 --> 00:06:07.000]  這班的以色列人
[00:06:07.000 --> 00:06:09.000]  其實他們在曠野裡
[00:06:09.000 --> 00:06:12.000]  面對著一個什麼狀況呢
[00:06:12.000 --> 00:06:15.000]  就是一個他們未知的未來
[00:06:15.000 --> 00:06:19.000]  或者是他們一個完全陌生的處境
[00:06:19.000 --> 00:06:21.000]  很實際
[00:06:21.000 --> 00:06:23.000]  這班的以色列人
[00:06:23.000 --> 00:06:25.000]  當時他們去到曠野的時候
[00:06:25.000 --> 00:06:29.000]  其實他們面對著很多大大小小
[00:06:29.000 --> 00:06:32.000]  林林種種生活起居裡面
[00:06:32.000 --> 00:06:34.000]  很多的問題
[00:06:34.000 --> 00:06:37.000]  另外他們也會擔心
[00:06:37.000 --> 00:06:39.000]  究竟在曠野裡面
[00:06:39.000 --> 00:06:42.000]  他們會不會面對著其他民族的襲擊呢
[00:06:42.000 --> 00:06:45.000]  或者會不會有野獸去攻擊他們呢
[00:06:45.000 --> 00:06:47.000]  又或者是這班的以色列人
[00:06:47.000 --> 00:06:50.000]  當時他們對目的地
[00:06:50.000 --> 00:06:52.000]  其實所知也不是很多
[00:06:52.000 --> 00:06:54.000]  怎麼去呢
[00:06:54.000 --> 00:06:55.000]  走多久呢
[00:06:55.000 --> 00:06:58.000]  其實他們也不是很清楚
[00:06:58.000 --> 00:07:01.000]  所以當時這班的以色列人
[00:07:01.000 --> 00:07:04.000]  同樣真的在經歷人裡面
[00:07:04.000 --> 00:07:08.000]  是一個很慌張的處境
[00:07:08.000 --> 00:07:10.000]  所以弟兄姊妹
[00:07:10.000 --> 00:07:13.000]  不知道你過去的經歷
[00:07:13.000 --> 00:07:15.000]  或者你過去的生命
[00:07:15.000 --> 00:07:17.000]  又或者你今天
[00:07:17.000 --> 00:07:19.000]  你會不會也遇上
[00:07:19.000 --> 00:07:21.000]  或者正在面對著
[00:07:21.000 --> 00:07:24.000]  一個你完全陌生
[00:07:24.000 --> 00:07:27.000]  是你沒有辦法去掌握得到
[00:07:27.000 --> 00:07:31.000]  預計得到的一個處境呢
[00:07:31.000 --> 00:07:33.000]  所以我們今天
[00:07:33.000 --> 00:07:35.000]  一起回到十誡裡面
[00:07:35.000 --> 00:07:37.000]  第一誡這段經文
[00:07:37.000 --> 00:07:41.000]  也讓神自己的說話
[00:07:41.000 --> 00:07:43.000]  神自己的說話
[00:07:43.000 --> 00:07:46.000]  也親自在我們當中去工作
[00:07:46.000 --> 00:07:48.000]  去帶領我們
[00:07:48.000 --> 00:07:50.000]  請聽我讀出
[00:07:50.000 --> 00:07:55.000]  在《出埃及記》20章1至3節的經文
[00:07:55.000 --> 00:07:56.000]  聖經那裡這樣記載
[00:07:56.000 --> 00:07:58.000]  神吩咐這一切的話說
[00:07:58.000 --> 00:08:00.000]  我是耶和華你的神
[00:08:00.000 --> 00:08:03.000]  將你從埃及地遺老之家領出來
[00:08:03.000 --> 00:08:04.000]  除了我以外
[00:08:04.000 --> 00:08:06.000]  你不可有別的神
[00:08:06.000 --> 00:08:09.000]  弟兄姊妹在今天訊息的第一個部分
[00:08:09.000 --> 00:08:11.000]  我們首先去認識一下
[00:08:11.000 --> 00:08:13.000]  究竟這個跟我們說話的
[00:08:13.000 --> 00:08:16.000]  究竟是哪一個呢
[00:08:16.000 --> 00:08:18.000]  當我們去看十誡的時候
[00:08:18.000 --> 00:08:21.000]  很多時候我們第一個印象是什麼呢
[00:08:21.000 --> 00:08:24.000]  就是一些死板板的規矩
[00:08:24.000 --> 00:08:25.000]  條例
[00:08:25.000 --> 00:08:27.000]  就是你不可以做什麼
[00:08:27.000 --> 00:08:29.000]  或者你應該要做什麼
[00:08:29.000 --> 00:08:32.000]  我們活在地上的時候
[00:08:32.000 --> 00:08:34.000]  其實我們面對很多規矩
[00:08:34.000 --> 00:08:35.000]  在社會裡
[00:08:35.000 --> 00:08:37.000]  在我們上班的時候
[00:08:37.000 --> 00:08:40.000]  或者回到家裡也有很多規矩
[00:08:40.000 --> 00:08:42.000]  所以其實當我們一面對
[00:08:42.000 --> 00:08:44.000]  又來規矩
[00:08:44.000 --> 00:08:45.000]  其實都好像
[00:08:45.000 --> 00:08:48.000]  很不舒服的一個感覺
[00:08:48.000 --> 00:08:52.000]  不過我們首先留意一件事
[00:08:52.000 --> 00:08:54.000]  就是十誡這兩個字
[00:08:54.000 --> 00:08:58.000]  其實本身不是聖經的經文
[00:08:58.000 --> 00:09:03.000]  只是後期加上去的一個標題
[00:09:03.000 --> 00:09:06.000]  其實這段經文正正就是
[00:09:06.000 --> 00:09:08.000]  當以色列人離開埃及
[00:09:08.000 --> 00:09:09.000]  去到曠野
[00:09:09.000 --> 00:09:11.000]  去到西乃山這個地方的時候
[00:09:11.000 --> 00:09:15.000]  神跟他們吩咐的一段說話
[00:09:15.000 --> 00:09:18.000]  在第一句就提到
[00:09:18.000 --> 00:09:20.000]  可視耶和華的神
[00:09:20.000 --> 00:09:24.000]  曾將你從埃及地遺老之家領出來
[00:09:24.000 --> 00:09:26.000]  很明顯這一句
[00:09:26.000 --> 00:09:30.000]  就是神當時跟這群以色列人
[00:09:30.000 --> 00:09:33.000]  一個自我介紹
[00:09:33.000 --> 00:09:35.000]  不過我們可以思考一下
[00:09:35.000 --> 00:09:38.000]  如果上帝只是很簡單
[00:09:38.000 --> 00:09:41.000]  將他自己介紹給以色列人
[00:09:41.000 --> 00:09:43.000]  其實上帝可以很簡單
[00:09:43.000 --> 00:09:44.000]  跟他們說
[00:09:44.000 --> 00:09:47.000]  我就是耶和華
[00:09:47.000 --> 00:09:49.000]  很直接將他自己的名字
[00:09:49.000 --> 00:09:51.000]  告訴這群以色列人
[00:09:51.000 --> 00:09:53.000]  不過很特別的就是
[00:09:53.000 --> 00:09:56.000]  神在這句說話裡
[00:09:56.000 --> 00:10:00.000]  是要跟這群以色列人特別指出
[00:10:00.000 --> 00:10:05.000]  這一刻在你面前跟你說話
[00:10:05.000 --> 00:10:09.000]  吩咐你這位上帝
[00:10:09.000 --> 00:10:15.000]  是跟你們每一個都有一個很密切的關係
[00:10:15.000 --> 00:10:17.000]  這句說話就是
[00:10:17.000 --> 00:10:19.000]  我是你們的神
[00:10:19.000 --> 00:10:20.000]  不單止
[00:10:20.000 --> 00:10:25.000]  而且是跟你們每一個都有經歷
[00:10:25.000 --> 00:10:27.000]  經歷過什麼呢
[00:10:27.000 --> 00:10:30.000]  就是剛剛在三個月之前
[00:10:30.000 --> 00:10:33.000]  將這群以色列人從埃及
[00:10:33.000 --> 00:10:37.000]  一個在他們裡面
[00:10:37.000 --> 00:10:41.000]  做了四百年奴隸的地方
[00:10:41.000 --> 00:10:44.000]  從這個地方將這群以色列人
[00:10:44.000 --> 00:10:46.000]  帶領他們離開
[00:10:46.000 --> 00:10:49.000]  也是拯救他們
[00:10:49.000 --> 00:10:51.000]  我們可以想像的就是
[00:10:51.000 --> 00:10:54.000]  當以色列人他們第一代
[00:10:54.000 --> 00:10:58.000]  第一代人開始要做奴隸的時候
[00:10:58.000 --> 00:11:00.000]  其實他們應該很自然
[00:11:00.000 --> 00:11:03.000]  都會有一個想像或者盼望
[00:11:03.000 --> 00:11:05.000]  總有一份希望
[00:11:05.000 --> 00:11:09.000]  有生之年可以重新過正常
[00:11:09.000 --> 00:11:11.000]  或者自由的日子
[00:11:11.000 --> 00:11:14.000]  不需要再做奴隸
[00:11:14.000 --> 00:11:16.000]  很自然會有一個想法
[00:11:16.000 --> 00:11:18.000]  不過當我們如果代入去
[00:11:18.000 --> 00:11:23.000]  就是出埃及的那一代以色列人
[00:11:23.000 --> 00:11:26.000]  其實他們已經做了四百年奴隸
[00:11:26.000 --> 00:11:27.000]  他們的民族
[00:11:27.000 --> 00:11:28.000]  計算一下
[00:11:28.000 --> 00:11:33.000]  四百年是在經歷多少代人
[00:11:33.000 --> 00:11:36.000]  其實超過十代
[00:11:36.000 --> 00:11:39.000]  超過十代的以色列人
[00:11:39.000 --> 00:11:41.000]  一直在做奴隸
[00:11:41.000 --> 00:11:43.000]  我們可以想像就是
[00:11:43.000 --> 00:11:46.000]  出埃及的這一代人
[00:11:46.000 --> 00:11:49.000]  其實去到他們這一代人的時候
[00:11:49.000 --> 00:11:52.000]  他們可能已經根本不是太多人
[00:11:52.000 --> 00:11:54.000]  想像得到就是
[00:11:54.000 --> 00:11:57.000]  究竟真的不再需要做奴隸的日子
[00:11:57.000 --> 00:11:59.000]  是會怎樣的呢
[00:11:59.000 --> 00:12:01.000]  又或者就是
[00:12:01.000 --> 00:12:04.000]  得著自由或者被拯救
[00:12:04.000 --> 00:12:06.000]  究竟是怎樣的一回事呢
[00:12:06.000 --> 00:12:07.000]  其實在他們的觀念
[00:12:07.000 --> 00:12:10.000]  其實可能很難想像得到
[00:12:10.000 --> 00:12:15.000]  不過在出埃及的二章23到25節
[00:12:15.000 --> 00:12:18.000]  聖經有一個很重要的記載
[00:12:18.000 --> 00:12:19.000]  就是過了許多年
[00:12:19.000 --> 00:12:20.000]  埃及王死了
[00:12:20.000 --> 00:12:22.000]  以色列人因做苦工
[00:12:22.000 --> 00:12:24.000]  就嘆息哀求
[00:12:24.000 --> 00:12:27.000]  他們因苦工所發出的哀聲達於神
[00:12:27.000 --> 00:12:29.000]  神聽見他們的哀聲
[00:12:29.000 --> 00:12:33.000]  就紀念他於阿伯拉罕以撒瓦國所立的約
[00:12:33.000 --> 00:12:35.000]  神看顧以色列人
[00:12:35.000 --> 00:12:38.000]  神是知道的
[00:12:38.000 --> 00:12:44.000]  我們見到今天和這班以色列人說話的上帝
[00:12:44.000 --> 00:12:47.000]  原來是一直顧念著
[00:12:47.000 --> 00:12:51.000]  以色列人他們所面對的困苦
[00:12:51.000 --> 00:12:53.000]  而這個上帝
[00:12:53.000 --> 00:12:58.000]  亦都會親自介入在人的歷史裏面
[00:12:58.000 --> 00:13:01.000]  這個和他們說話的上帝
[00:13:01.000 --> 00:13:03.000]  正正就是在三個月之前
[00:13:03.000 --> 00:13:10.000]  扭轉了他們整個以色列人民族的命運
[00:13:10.000 --> 00:13:12.000]  亦都是扭轉著
[00:13:12.000 --> 00:13:14.000]  其實他們每一個以色列人
[00:13:14.000 --> 00:13:17.000]  他們的生命歷史
[00:13:17.000 --> 00:13:20.000]  神親自去拯救
[00:13:20.000 --> 00:13:24.000]  去介入在他們裏面
[00:13:24.000 --> 00:13:27.000]  所以在這一部分的時候
[00:13:27.000 --> 00:13:29.000]  頂枝妹我很想我們一起
[00:13:29.000 --> 00:13:31.000]  首先去思想一下
[00:13:31.000 --> 00:13:37.000]  神和我們的關係是怎樣的呢
[00:13:37.000 --> 00:13:40.000]  我們每個星期回來教會聚會
[00:13:40.000 --> 00:13:44.000]  或者有不同的侍奉崗位
[00:13:44.000 --> 00:13:50.000]  不過如果當我們真的面對一些
[00:13:50.000 --> 00:13:53.000]  令我們慌張惆悵的日子
[00:13:53.000 --> 00:13:55.000]  一些這樣的處境的時候
[00:13:55.000 --> 00:13:57.000]  其實我們會不會
[00:13:57.000 --> 00:14:01.000]  我們人很容易就是我們的眼睛會看甚麼多呢
[00:14:01.000 --> 00:14:05.000]  可能我們只會看著處境
[00:14:05.000 --> 00:14:07.000]  而可能很多時候
[00:14:07.000 --> 00:14:10.000]  我們真的會容易忘記
[00:14:10.000 --> 00:14:14.000]  神和我們的關係究竟是怎樣的呢
[00:14:14.000 --> 00:14:16.000]  又或者就是從另一個角度
[00:14:16.000 --> 00:14:18.000]  我們可以思想的就是
[00:14:18.000 --> 00:14:24.000]  在你過去的生命歷史裏面
[00:14:24.000 --> 00:14:28.000]  當你未曾認識神
[00:14:28.000 --> 00:14:30.000]  仍然活在最終
[00:14:30.000 --> 00:14:33.000]  做奴隸的時候
[00:14:33.000 --> 00:14:38.000]  神是怎樣在一個你沒想過的時間
[00:14:38.000 --> 00:14:41.000]  在一個你沒想過的場景
[00:14:41.000 --> 00:14:45.000]  或者用了一個你想都沒想過的方法
[00:14:45.000 --> 00:14:48.000]  去怎樣讓你認識祂呢
[00:14:48.000 --> 00:14:53.000]  神怎樣去拯救我們呢
[00:14:53.000 --> 00:14:56.000]  神怎樣去扭轉過
[00:14:56.000 --> 00:15:00.000]  去介入過我們生命的歷史
[00:15:00.000 --> 00:15:05.000]  所以,求主首先幫助我們
[00:15:05.000 --> 00:15:08.000]  特別當我們真的面對前路茫茫
[00:15:08.000 --> 00:15:11.000]  面對陌生的很多未來
[00:15:11.000 --> 00:15:13.000]  我們經歷慌張惆悵的時候
[00:15:13.000 --> 00:15:16.000]  我們首先,我們好好去紀念
[00:15:16.000 --> 00:15:19.000]  去紀念神和我們的關係
[00:15:19.000 --> 00:15:21.000]  我們要再次去回顧
[00:15:21.000 --> 00:15:27.000]  去記得神過去是怎樣在我們生命裏工作過的呢
[00:15:27.000 --> 00:15:30.000]  很重要
[00:15:30.000 --> 00:15:34.000]  去到第二個部分的時候
[00:15:34.000 --> 00:15:38.000]  接下來我們就要問第二個問題
[00:15:38.000 --> 00:15:42.000]  究竟這個看顧我們的上帝
[00:15:42.000 --> 00:15:47.000]  在這段經文裏面要跟我們說什麼話呢
[00:15:47.000 --> 00:15:49.000]  第三節就說
[00:15:49.000 --> 00:15:51.000]  「除了我以外,你不可有別的神」
[00:15:51.000 --> 00:15:54.000]  當我們去看這節經文的時候
[00:15:54.000 --> 00:15:58.000]  我們基督徒可能第一時間就會思想
[00:15:58.000 --> 00:16:01.000]  即是浮起上帝的一些屬性
[00:16:01.000 --> 00:16:03.000]  祂就是獨一的神
[00:16:03.000 --> 00:16:05.000]  是忌邪的神
[00:16:05.000 --> 00:16:07.000]  不過一些非基督徒
[00:16:07.000 --> 00:16:11.000]  他們會有一個質疑或懷疑
[00:16:11.000 --> 00:16:14.000]  就是我們所信的這個神
[00:16:14.000 --> 00:16:17.000]  好像妒忌心很重
[00:16:17.000 --> 00:16:20.000]  只要求人敬拜祂一個
[00:16:20.000 --> 00:16:23.000]  好像很霸道
[00:16:23.000 --> 00:16:28.000]  我在上年年尾11月的時候
[00:16:28.000 --> 00:16:33.000]  有機會跟幾位弟兄
[00:16:33.000 --> 00:16:35.000]  我們一起去泰國
[00:16:35.000 --> 00:16:36.000]  有一個房孫
[00:16:36.000 --> 00:16:38.000]  有一個服侍的學習和體驗
[00:16:38.000 --> 00:16:41.000]  當最後那天
[00:16:41.000 --> 00:16:42.000]  坐飛機的時候
[00:16:42.000 --> 00:16:43.000]  回來香港
[00:16:43.000 --> 00:16:46.000]  自己已經在發高燒
[00:16:46.000 --> 00:16:50.000]  原來都染了肺炎
[00:16:50.000 --> 00:16:52.000]  我回到香港
[00:16:52.000 --> 00:16:53.000]  馬上去看醫生
[00:16:53.000 --> 00:16:55.000]  又去照一下肺
[00:16:55.000 --> 00:16:58.000]  當我照完肺
[00:16:58.000 --> 00:17:00.000]  就回到我的家庭醫生那裡
[00:17:00.000 --> 00:17:02.000]  去看報告
[00:17:02.000 --> 00:17:05.000]  當醫生一見到我的時候
[00:17:05.000 --> 00:17:09.000]  我見到他神色凝重
[00:17:09.000 --> 00:17:11.000]  他跟我說什麼呢
[00:17:11.000 --> 00:17:18.000]  「麥先生,你這次肺炎」
[00:17:18.000 --> 00:17:20.000]  「你治好之後」
[00:17:20.000 --> 00:17:23.000]  「你很快再去檢查清楚」
[00:17:23.000 --> 00:17:26.000]  「你要馬上再去照CT」
[00:17:26.000 --> 00:17:27.000]  為什麼呢
[00:17:27.000 --> 00:17:30.000]  他說「我見到你的報告和你的影片」
[00:17:30.000 --> 00:17:34.000]  「你的肺有些地方好像有些陰影」
[00:17:34.000 --> 00:17:38.000]  當時醫生他自己很擔心
[00:17:38.000 --> 00:17:40.000]  也令到我也很擔心
[00:17:40.000 --> 00:17:41.000]  我記得當時
[00:17:41.000 --> 00:17:45.000]  我原本是坐在醫生桌旁邊
[00:17:45.000 --> 00:17:46.000]  我一邊聽的時候
[00:17:46.000 --> 00:17:49.000]  他擔心,令到我更擔心
[00:17:49.000 --> 00:17:51.000]  我慢慢站起來
[00:17:51.000 --> 00:17:53.000]  擔心到
[00:17:53.000 --> 00:17:55.000]  不過很感恩
[00:17:55.000 --> 00:17:57.000]  後來當我再檢查
[00:17:57.000 --> 00:17:59.000]  再照CT
[00:17:59.000 --> 00:18:01.000]  沒事
[00:18:01.000 --> 00:18:03.000]  暫時沒事
[00:18:03.000 --> 00:18:04.000]  沒什麼大礙
[00:18:04.000 --> 00:18:05.000]  大步濫過
[00:18:05.000 --> 00:18:08.000]  不過我回想
[00:18:08.000 --> 00:18:10.000]  當我照完CT之後
[00:18:10.000 --> 00:18:13.000]  在等報告的一個多星期
[00:18:13.000 --> 00:18:15.000]  我心裡有些問題
[00:18:15.000 --> 00:18:17.000]  或者有些思考
[00:18:17.000 --> 00:18:22.000]  我也作一些最壞的打算
[00:18:22.000 --> 00:18:25.000]  如果報告真的說我不幸
[00:18:25.000 --> 00:18:29.000]  真的有肺癌
[00:18:29.000 --> 00:18:32.000]  我找什麼醫生幫呢
[00:18:32.000 --> 00:18:35.000]  腦裡就立刻浮起
[00:18:35.000 --> 00:18:38.000]  我的醫生同學
[00:18:38.000 --> 00:18:40.000]  又有精神科的
[00:18:40.000 --> 00:18:41.000]  又有麻醉科的
[00:18:41.000 --> 00:18:42.000]  又有家庭科醫生
[00:18:42.000 --> 00:18:45.000]  但腦裡想來想去
[00:18:45.000 --> 00:18:49.000]  也想不到是肺癌
[00:18:49.000 --> 00:18:52.000]  大家可以想像一個處境
[00:18:52.000 --> 00:18:57.000]  如果今天萬一你不幸
[00:18:57.000 --> 00:19:02.000]  真的得到重病的時候
[00:19:02.000 --> 00:19:04.000]  你想像一下
[00:19:04.000 --> 00:19:06.000]  究竟你在這個情況裡
[00:19:06.000 --> 00:19:10.000]  你最放心的會是怎樣呢
[00:19:10.000 --> 00:19:14.000]  很可能你最放心的是
[00:19:14.000 --> 00:19:16.000]  你找到一個
[00:19:16.000 --> 00:19:18.000]  可能在你的病裡
[00:19:18.000 --> 00:19:21.000]  最專家
[00:19:21.000 --> 00:19:24.000]  或者最有權威的醫生
[00:19:24.000 --> 00:19:25.000]  誇張一點
[00:19:25.000 --> 00:19:27.000]  如果全香港
[00:19:27.000 --> 00:19:29.000]  全世界最權威的醫生
[00:19:29.000 --> 00:19:34.000]  能夠幫你去醫病的時候
[00:19:34.000 --> 00:19:37.000]  我們就真的會最放心
[00:19:37.000 --> 00:19:39.000]  為什麼呢
[00:19:39.000 --> 00:19:40.000]  因為我們會相信
[00:19:40.000 --> 00:19:44.000]  除了這個在你面前出現的人之外
[00:19:44.000 --> 00:19:47.000]  你不再需要找另外一個
[00:19:47.000 --> 00:19:50.000]  因為你已經找對了人
[00:19:50.000 --> 00:19:54.000]  你已經遇見對的人
[00:19:54.000 --> 00:19:58.000]  總之我們回到第三節的經文
[00:19:58.000 --> 00:20:01.000]  很多中文翻譯都直接翻譯
[00:20:01.000 --> 00:20:04.000]  你不可以有別的神
[00:20:04.000 --> 00:20:06.000]  不過在NIV的翻譯
[00:20:06.000 --> 00:20:09.000]  我覺得是最貼近原文的意思
[00:20:09.000 --> 00:20:12.000]  You shall have no other gods before me
[00:20:12.000 --> 00:20:15.000]  就是在我這個神面前
[00:20:15.000 --> 00:20:20.000]  你沒有或者你不會有其他的神
[00:20:20.000 --> 00:20:23.000]  而背後的意思其實也可以理解
[00:20:23.000 --> 00:20:27.000]  就是在這個獨一的神面前
[00:20:27.000 --> 00:20:30.000]  我們不再需要去尋找
[00:20:30.000 --> 00:20:34.000]  不再需要去依靠其他的神
[00:20:34.000 --> 00:20:36.000]  因為那個獨一的真神
[00:20:36.000 --> 00:20:39.000]  我們已經找到了
[00:20:39.000 --> 00:20:42.000]  當這班以色列人
[00:20:42.000 --> 00:20:45.000]  他們離開埃及圍爐之地
[00:20:45.000 --> 00:20:48.000]  將要進入迦南的時候
[00:20:48.000 --> 00:20:51.000]  神對這班以色列人有這十個吩咐
[00:20:51.000 --> 00:20:54.000]  是因為神很清楚知道
[00:20:54.000 --> 00:20:58.000]  這班以色列人和我們一樣
[00:20:58.000 --> 00:20:59.000]  都是什麼呢
[00:20:59.000 --> 00:21:00.000]  都是人
[00:21:00.000 --> 00:21:03.000]  都是普通的人
[00:21:03.000 --> 00:21:06.000]  當遇上他們面前
