
[00:00:00.000 --> 00:00:03.000]  今天我們有一個全新的系列
[00:02:04.000 --> 00:02:07.000]  就是梁柏堅先生的一本
[00:02:07.000 --> 00:02:10.000]  《凡事謝恩,我真覺得好難》
[00:02:10.000 --> 00:02:13.000]  參考了其中一些概念
[00:02:13.000 --> 00:02:17.000]  然後訂了我們這個系列的八個方法
[00:02:17.000 --> 00:02:20.000]  和八個方向的主題
[00:02:20.000 --> 00:02:22.000]  今天就是第一講
[00:02:22.000 --> 00:02:24.000]  對照的練習
[00:02:24.000 --> 00:02:26.000]  我們先看看經文
[00:02:26.000 --> 00:02:30.000]  經文來自《哥林多後書2章12至17節》
[00:02:30.000 --> 00:02:32.000]  請聽我讀出
[00:02:32.000 --> 00:02:34.000]  我從前為基督的福音
[00:02:34.000 --> 00:02:36.000]  到了特羅亞
[00:02:36.000 --> 00:02:38.000]  主給我開了門
[00:02:38.000 --> 00:02:41.000]  那時因為沒有遇見我的弟兄提多
[00:02:41.000 --> 00:02:43.000]  我心裡不安
[00:02:43.000 --> 00:02:45.000]  就辭別那裡的人
[00:02:45.000 --> 00:02:47.000]  往馬其頓去了
[00:02:47.000 --> 00:02:52.000]  感謝上帝他常率領我們在基督裡得勝
[00:02:52.000 --> 00:02:57.000]  並藉著我們在各處顯揚那因認識基督而有的香氣
[00:02:57.000 --> 00:02:59.000]  因為無論在得救的人
[00:02:59.000 --> 00:03:02.000]  或在滅亡的人當中
[00:03:02.000 --> 00:03:05.000]  我們都是基督興香之氣
[00:03:05.000 --> 00:03:07.000]  是獻給上帝的
[00:03:07.000 --> 00:03:09.000]  對滅亡的人
[00:03:09.000 --> 00:03:11.000]  這是死而有死的氣味
[00:03:11.000 --> 00:03:13.000]  對得救的人
[00:03:13.000 --> 00:03:15.000]  這是生而有生的氣味
[00:03:15.000 --> 00:03:18.000]  這就是誰能當得起呢
[00:03:18.000 --> 00:03:20.000]  我們不像許多人
[00:03:20.000 --> 00:03:24.000]  把上帝的道當商品販賣
[00:03:24.000 --> 00:03:26.000]  而是由於真誠
[00:03:26.000 --> 00:03:28.000]  而是受命於上帝
[00:03:28.000 --> 00:03:31.000]  在上帝面前憑著基督講道
[00:03:31.000 --> 00:03:35.000]  講一下經文的背景
[00:03:35.000 --> 00:03:38.000]  或者簡介一下這段經文講什麼
[00:03:38.000 --> 00:03:41.000]  講關於保羅的不安和安慰
[00:03:41.000 --> 00:03:44.000]  這段一行字在聖經裡
[00:03:44.000 --> 00:03:46.000]  通常有一個標題
[00:03:46.000 --> 00:03:47.000]  這段經文講什麼呢
[00:03:47.000 --> 00:03:49.000]  就是寫了這句話
[00:03:49.000 --> 00:03:52.000]  保羅在信中提到
[00:03:52.000 --> 00:03:55.000]  他的傳道工作不如意
[00:03:55.000 --> 00:03:58.000]  敵對他的人對他的品格的批評
[00:03:58.000 --> 00:04:00.000]  造成了保羅很痛苦
[00:04:00.000 --> 00:04:02.000]  在特羅亞傳道的工作
[00:04:02.000 --> 00:04:04.000]  他沒有辦法開展
[00:04:04.000 --> 00:04:06.000]  他四處傳福音
[00:04:06.000 --> 00:04:10.000]  他由菲臘比經過海路到達羅亞
[00:04:10.000 --> 00:04:12.000]  之後他去了馬其頓
[00:04:12.000 --> 00:04:16.000]  以至他不能像預期般經過哥林多
[00:04:16.000 --> 00:04:21.000]  原本保羅希望透過提多
[00:04:21.000 --> 00:04:26.000]  能更了解哥林多人當時的狀況
[00:04:26.000 --> 00:04:29.000]  但當他沒有預期
[00:04:29.000 --> 00:04:31.000]  他原本想在特羅亞會見到提多
[00:04:31.000 --> 00:04:33.000]  但他不是這樣發生
[00:04:33.000 --> 00:04:34.000]  他見不到他
[00:04:34.000 --> 00:04:36.000]  他心裡充滿不安
[00:04:36.000 --> 00:04:39.000]  缺乏提多在場的安慰
[00:04:39.000 --> 00:04:42.000]  保羅發現在特羅亞的工作
[00:04:42.000 --> 00:04:45.000]  他幾乎難以忍受
[00:04:45.000 --> 00:04:47.000]  他受到太多反對
[00:04:47.000 --> 00:04:49.000]  所以他後來離開了
[00:04:49.000 --> 00:04:51.000]  去了馬其頓
[00:04:51.000 --> 00:04:53.000]  在這樣的前提下
[00:04:53.000 --> 00:04:55.000]  如果是你
[00:04:55.000 --> 00:04:57.000]  你心裡會有什麼感受呢
[00:04:57.000 --> 00:05:01.000]  你會否覺得真的很感恩
[00:05:01.000 --> 00:05:03.000]  應該不會吧
[00:05:03.000 --> 00:05:07.000]  12、13節是講他這個狀況
[00:05:07.000 --> 00:05:11.000]  14節是講感謝上帝
[00:05:11.000 --> 00:05:14.000]  為什麼能夠做到呢
[00:05:14.000 --> 00:05:19.000]  我們一起看看經文
[00:05:19.000 --> 00:05:20.000]  有兩方面
[00:05:20.000 --> 00:05:22.000]  第一方面我們學習一下
[00:05:22.000 --> 00:05:23.000]  為什麼他能夠做到
[00:05:23.000 --> 00:05:26.000]  第一個是聚焦於主
[00:05:26.000 --> 00:05:29.000]  把眼目聚焦在上帝裡
[00:05:29.000 --> 00:05:32.000]  保羅有得勝的信心
[00:05:32.000 --> 00:05:34.000]  經文提到令我們跨性
[00:05:34.000 --> 00:05:38.000]  希臘文的意思是公開展示
[00:05:38.000 --> 00:05:40.000]  或表明的意思
[00:05:40.000 --> 00:05:41.000]  保羅可以感恩
[00:05:41.000 --> 00:05:46.000]  因為他相信福音本身有傳言的吸引力
[00:05:46.000 --> 00:05:48.000]  他確信神會帶領
[00:05:48.000 --> 00:05:53.000]  同時他也相信神正在使用他傳揚福音
[00:05:53.000 --> 00:05:56.000]  縱然環境令到他
[00:05:56.000 --> 00:05:59.000]  甚至令到我們灰心沮喪
[00:05:59.000 --> 00:06:02.000]  周圍的人反對誤會我們也好
[00:06:02.000 --> 00:06:04.000]  但在基督裡我們能夠擁有
[00:06:04.000 --> 00:06:06.000]  賴以得勝的屬靈資源
[00:06:06.000 --> 00:06:08.000]  就是無愧的良心
[00:06:08.000 --> 00:06:11.000]  憐憫的愛心和得勝的信心
[00:06:11.000 --> 00:06:14.000]  在羅馬書8章31節說
[00:06:14.000 --> 00:06:16.000]  上帝若幫助我們
[00:06:16.000 --> 00:06:18.000]  誰能抵擋我們呢
[00:06:18.000 --> 00:06:20.000]  第37節說
[00:06:20.000 --> 00:06:23.000]  然而靠著愛我們的主
[00:06:23.000 --> 00:06:25.000]  在這一切的事上
[00:06:25.000 --> 00:06:28.000]  我們已經得勝有餘了
[00:06:28.000 --> 00:06:31.000]  當我看的時候
[00:06:31.000 --> 00:06:32.000]  我看到一件事
[00:06:32.000 --> 00:06:34.000]  它提醒我們
[00:06:34.000 --> 00:06:37.000]  我們不要只看著困難
[00:06:37.000 --> 00:06:39.000]  而是我們應該看著
[00:06:39.000 --> 00:06:41.000]  那個幫助我們解決困難的主
[00:06:41.000 --> 00:06:44.000]  當我們不斷看著困難的時候
[00:06:44.000 --> 00:06:45.000]  我們就覺得很難
[00:06:45.000 --> 00:06:47.000]  走不下去了
[00:06:47.000 --> 00:06:49.000]  但當我們轉眼看著
[00:06:49.000 --> 00:06:51.000]  那個幫助我們解決困難的主的時候
[00:06:51.000 --> 00:06:56.000]  我們就找到那份力量和盼望
[00:06:56.000 --> 00:06:58.000]  在第15節
[00:06:58.000 --> 00:06:59.000]  保羅這樣說
[00:06:59.000 --> 00:07:01.000]  因為無論在得救的人
[00:07:01.000 --> 00:07:03.000]  或在滅亡的人當中
[00:07:03.000 --> 00:07:06.000]  我們都是基督的輕香之氣
[00:07:06.000 --> 00:07:08.000]  是獻給上帝的
[00:07:08.000 --> 00:07:10.000]  保羅將信徒
[00:07:10.000 --> 00:07:14.000]  用香來描繪基督徒的服事
[00:07:14.000 --> 00:07:16.000]  在生命和服事裡面
[00:07:16.000 --> 00:07:20.000]  散發著耶穌基督的輕香之氣
[00:07:20.000 --> 00:07:22.000]  保羅很清楚的是
[00:07:22.000 --> 00:07:25.000]  他自己所做的一切是為主去做的
[00:07:25.000 --> 00:07:28.000]  是為了要獻給上帝
[00:07:28.000 --> 00:07:31.000]  所以當他遇到這些困難的時候
[00:07:31.000 --> 00:07:33.000]  他知道他為了什麼
[00:07:33.000 --> 00:07:36.000]  他是為主去承受這些苦楚
[00:07:36.000 --> 00:07:38.000]  也知道他這樣做
[00:07:38.000 --> 00:07:42.000]  是為主散發著這些輕香的氣味
[00:07:42.000 --> 00:07:44.000]  今天我們的生命
[00:07:44.000 --> 00:07:47.000]  有沒有散發著基督的香氣呢?
[00:07:47.000 --> 00:07:51.000]  還是我們散發著埋怨
[00:07:51.000 --> 00:07:55.000]  負面和失望呢?
[00:07:55.000 --> 00:07:58.000]  有時候我們失焦的原因
[00:07:58.000 --> 00:08:01.000]  可能是因為從最初的時候
[00:08:01.000 --> 00:08:04.000]  或在服事裡或做其他事情
[00:08:04.000 --> 00:08:08.000]  我們最初都是一心很想為主去做
[00:08:08.000 --> 00:08:10.000]  但不知為何
[00:08:10.000 --> 00:08:12.000]  慢慢地我們做著做著
[00:08:12.000 --> 00:08:16.000]  我們變成為自己而做而不知道
[00:08:16.000 --> 00:08:18.000]  當我們為自己而做的時候
[00:08:18.000 --> 00:08:20.000]  可能我們就會埋怨
[00:08:20.000 --> 00:08:22.000]  為什麼事情會這樣發生
[00:08:22.000 --> 00:08:24.000]  為什麼不是如我期望的
[00:08:24.000 --> 00:08:27.000]  於是就會產生剛才說的
[00:08:27.000 --> 00:08:30.000]  埋怨、負面、失望
[00:08:30.000 --> 00:08:33.000]  所以我們也要檢視一下自己
[00:08:33.000 --> 00:08:37.000]  究竟我們的生命是以自己為首位
[00:08:37.000 --> 00:08:40.000]  還是以神為首位呢?
[00:08:40.000 --> 00:08:44.000]  如果我們以自己為首位的話
[00:08:44.000 --> 00:08:47.000]  我們會對神不滿足
[00:08:47.000 --> 00:08:50.000]  甚至所有事情我們都會看不順眼
[00:08:50.000 --> 00:08:52.000]  我們很難發現到因點
[00:08:52.000 --> 00:08:56.000]  甚至會覺得神不聽我們祈禱
[00:08:56.000 --> 00:08:59.000]  所以我們要做的第一個練習
[00:08:59.000 --> 00:09:01.000]  就是手動對焦
[00:09:01.000 --> 00:09:03.000]  為什麼用這個形容呢?
[00:09:03.000 --> 00:09:06.000]  當說對焦的練習
[00:09:06.000 --> 00:09:07.000]  我想起相機
[00:09:07.000 --> 00:09:10.000]  不知道有沒有人是玩相機拍照的呢?
[00:09:10.000 --> 00:09:13.000]  有人轉頭了
[00:09:13.000 --> 00:09:17.000]  通常如果玩單鏡反光的話
[00:09:17.000 --> 00:09:19.000]  有兩個功能
[00:09:19.000 --> 00:09:22.000]  一個是手動,一個是自動
[00:09:22.000 --> 00:09:25.000]  手動對焦就是要自己調教
[00:09:25.000 --> 00:09:26.000]  優點是什麼呢?
[00:09:26.000 --> 00:09:28.000]  在光線差的時候
[00:09:28.000 --> 00:09:29.000]  主體細小的時候
[00:09:29.000 --> 00:09:33.000]  或者需要很精準地控制對焦點的時候
[00:09:33.000 --> 00:09:34.000]  你就用這個功能
[00:09:34.000 --> 00:09:35.000]  要怎樣做呢?
[00:09:35.000 --> 00:09:40.000]  就是透過移動鏡片去調節象距
[00:09:40.000 --> 00:09:42.000]  能夠達到清晰的效果
[00:09:42.000 --> 00:09:47.000]  我想起和我們身處在黑暗困境裡
[00:09:47.000 --> 00:09:48.000]  其實都很相似
[00:09:48.000 --> 00:09:54.000]  如果拍照的功能是在光線差的情況下去做的話
[00:09:54.000 --> 00:09:59.000]  當我們身處在黑暗困難裡的時候
[00:09:59.000 --> 00:10:01.000]  我們都可以嘗試
[00:10:01.000 --> 00:10:02.000]  但要做的是
[00:10:02.000 --> 00:10:06.000]  我們要主動地將焦點對準上下
[00:10:06.000 --> 00:10:07.000]  剛才說過
[00:10:07.000 --> 00:10:11.000]  如果拍照要調節鏡片的時候
[00:10:11.000 --> 00:10:12.000]  它不會自己移動
[00:10:12.000 --> 00:10:13.000]  是要你的手去移動
[00:10:13.000 --> 00:10:16.000]  所以當我們要看到神
[00:10:16.000 --> 00:10:18.000]  給我們那份恩典
[00:10:18.000 --> 00:10:20.000]  甚至我們看到神的話
[00:10:20.000 --> 00:10:21.000]  首先你要做的是
[00:10:21.000 --> 00:10:25.000]  你要主動地將焦點對準上下
[00:10:25.000 --> 00:10:28.000]  有時候我們失焦的原因
[00:10:28.000 --> 00:10:30.000]  可能是因為
[00:10:30.000 --> 00:10:32.000]  如果用相機來說
[00:10:32.000 --> 00:10:34.000]  可能鏡頭出現了問題
[00:10:34.000 --> 00:10:35.000]  如果鏡頭出現了問題
[00:10:35.000 --> 00:10:37.000]  套在我們身上
[00:10:37.000 --> 00:10:42.000]  可能就是我們用了一個錯誤的眼光去看事情
[00:10:42.000 --> 00:10:43.000]  所以應該要做的就是
[00:10:43.000 --> 00:10:46.000]  檢查一下鏡頭是否安裝得穩
[00:10:46.000 --> 00:10:48.000]  它有沒有損壞
[00:10:48.000 --> 00:10:50.000]  它是否需要維修
[00:10:50.000 --> 00:10:52.000]  所以你都要檢查一下
[00:10:52.000 --> 00:10:55.000]  你的眼光有沒有問題
[00:10:55.000 --> 00:10:57.000]  是不是有些東西錯了
[00:10:57.000 --> 00:10:58.000]  有些東西需要調教
[00:10:58.000 --> 00:11:00.000]  有些東西需要維修
[00:11:00.000 --> 00:11:02.000]  要確認的是
[00:11:02.000 --> 00:11:05.000]  神在你的對焦距離裡
[00:11:05.000 --> 00:11:07.000]  如果神都不在這個距離裡
[00:11:07.000 --> 00:11:08.000]  你是不會找到祂的
[00:11:08.000 --> 00:11:10.000]  所以你要確認的是
[00:11:10.000 --> 00:11:13.000]  神在你的對焦距離裡
[00:11:13.000 --> 00:11:15.000]  也就是焦點裡
[00:11:15.000 --> 00:11:17.000]  焦點是否在神裡
[00:11:17.000 --> 00:11:20.000]  還是焦點錯了呢
[00:11:20.000 --> 00:11:22.000]  所以另一個我們要看的
[00:11:22.000 --> 00:11:25.000]  就是我們要避免失焦
[00:11:25.000 --> 00:11:27.000]  剛才提到的是
[00:11:27.000 --> 00:11:29.000]  我們都是基督輕香之氣
[00:11:29.000 --> 00:11:31.000]  是獻給上帝的
[00:11:31.000 --> 00:11:32.000]  對於滅亡的人
[00:11:32.000 --> 00:11:35.000]  這是死而有死的氣味
[00:11:35.000 --> 00:11:36.000]  對於得救的人
[00:11:36.000 --> 00:11:39.000]  這是生而有生的氣味
[00:11:39.000 --> 00:11:41.000]  提到輕香之氣
[00:11:41.000 --> 00:11:44.000]  保羅用香氣去做這個意象
[00:11:44.000 --> 00:11:46.000]  是因為有些東西
[00:11:46.000 --> 00:11:48.000]  雖然我們眼睛是看不到的
[00:11:48.000 --> 00:11:51.000]  但憑著氣味我們能夠認得到
[00:11:51.000 --> 00:11:53.000]  神我們看不到
[00:11:53.000 --> 00:11:56.000]  但通過耶穌基督
[00:11:56.000 --> 00:11:58.000]  我們可以理解得到
[00:11:58.000 --> 00:12:01.000]  當福音傳到我們耳朵裡的時候
[00:12:01.000 --> 00:12:03.000]  就好像那個香氣
[00:12:03.000 --> 00:12:05.000]  進入我們的鼻孔裡一樣
[00:12:05.000 --> 00:12:07.000]  但是相同的氣味
[00:12:07.000 --> 00:12:09.000]  不同的人會有不同的反應
[00:12:09.000 --> 00:12:10.000]  我舉個例子
[00:12:10.000 --> 00:12:13.000]  不知道有沒有人喜歡吃榴槤呢
[00:12:13.000 --> 00:12:14.000]  有了
[00:12:14.000 --> 00:12:17.000]  我記得有人有一次在吃榴槤
[00:12:17.000 --> 00:12:21.000]  榴槤有些人一聞到就覺得
[00:12:21.000 --> 00:12:22.000]  哇 真棒啊
[00:12:22.000 --> 00:12:23.000]  真的很香啊
[00:12:23.000 --> 00:12:25.000]  但有些人就覺得
[00:12:25.000 --> 00:12:27.000]  哇 為什麼會這樣
[00:12:27.000 --> 00:12:31.000]  很臭啊 反胃啊
[00:12:31.000 --> 00:12:33.000]  我又想起另一樣
[00:12:33.000 --> 00:12:36.000]  上星期我們敬拜火爐
[00:12:36.000 --> 00:12:38.000]  其中有一個環節
[00:12:38.000 --> 00:12:42.000]  我們提到瑪利亞打破了
[00:12:42.000 --> 00:12:46.000]  純拿達香膏為耶穌高抹
[00:12:46.000 --> 00:12:49.000]  我們也預備了一種氣味的香油
[00:12:49.000 --> 00:12:51.000]  為大家抹油祈禱
[00:12:51.000 --> 00:12:53.000]  我記得因為兩場
[00:12:53.000 --> 00:12:55.000]  星期六和星期日的敬拜火爐
[00:12:55.000 --> 00:12:58.000]  兩場我都留意到一個相同的狀況
[00:12:58.000 --> 00:13:01.000]  有人知道之後
[00:13:01.000 --> 00:13:02.000]  他很興奮
[00:13:02.000 --> 00:13:07.000]  他就問我可不可以試試塗在身上
[00:13:07.000 --> 00:13:08.000]  然後他就聞
[00:13:08.000 --> 00:13:11.000]  聞完之後他就覺得很香 很興奮
[00:13:11.000 --> 00:13:14.000]  但另外有人聞到之後
[00:13:14.000 --> 00:13:16.000]  不行 我受不了
[00:13:16.000 --> 00:13:18.000]  我想吐
[00:13:18.000 --> 00:13:19.000]  很反感
[00:13:19.000 --> 00:13:21.000]  這股氣味我真的不行
[00:13:21.000 --> 00:13:23.000]  原來同樣的氣味
[00:13:23.000 --> 00:13:27.000]  可以對不同的人來說有不同的反應
[00:13:27.000 --> 00:13:34.000]  剛才的經文裏面
[00:13:34.000 --> 00:13:36.000]  剛才的經文裏面
[00:13:36.000 --> 00:13:37.000]  另一個位置就是
[00:13:37.000 --> 00:13:40.000]  當時打勝仗的時候
[00:13:40.000 --> 00:13:44.000]  羅馬的軍隊在勝利的遊行裏
[00:13:44.000 --> 00:13:46.000]  人們會燒香
[00:13:46.000 --> 00:13:48.000]  人會聞到這些香味
[00:13:48.000 --> 00:13:51.000]  但這些香味其實是燒給神明的
[00:13:51.000 --> 00:13:54.000]  同一種香味對於不同的人來說
[00:13:54.000 --> 00:13:56.000]  都有不同的反應
[00:13:56.000 --> 00:14:00.000]  焚燒香的氣味對於得勝的軍隊來說
[00:14:00.000 --> 00:14:03.000]  就是稱頌 祝賀
[00:14:03.000 --> 00:14:06.000]  但同樣的氣味對於戰俘來說
[00:14:06.000 --> 00:14:09.000]  就是代表失敗和死亡
[00:14:09.000 --> 00:14:12.000]  也只是讓他記得
[00:14:12.000 --> 00:14:17.000]  他正正在走在被猛獸殺死的末路裏
[00:14:17.000 --> 00:14:24.000]  雖然保羅很關心人對傳福音的反應
[00:14:24.000 --> 00:14:27.000]  但他也知道
[00:14:27.000 --> 00:14:31.000]  傳揚基督是上帝所喜悅的
[00:14:31.000 --> 00:14:33.000]  剛才所說的氣味
[00:14:33.000 --> 00:14:35.000]  其實福音也是一樣
[00:14:35.000 --> 00:14:37.000]  有些人很喜歡
[00:14:37.000 --> 00:14:39.000]  有些人聽到之後很反感
[00:14:39.000 --> 00:14:42.000]  然後會覺得不要再說我不喜歡
[00:14:42.000 --> 00:14:43.000]  所以保羅很關心
[00:14:43.000 --> 00:14:46.000]  人們聽完福音之後的反應是甚麼
[00:14:46.000 --> 00:14:49.000]  但他更加知道的是
[00:14:49.000 --> 00:14:50.000]  他正在做的這些事
[00:14:50.000 --> 00:14:52.000]  無論那些人有甚麼反應
[00:14:52.000 --> 00:14:54.000]  都是上帝所喜悅的
[00:14:54.000 --> 00:14:58.000]  因此即使保羅遇到逼迫和困難
[00:14:58.000 --> 00:15:00.000]  他也不會覺得絕望
[00:15:00.000 --> 00:15:02.000]  他仍然能夠感謝神
[00:15:02.000 --> 00:15:06.000]  並且他能夠視這是一個莫大的榮耀
[00:15:06.000 --> 00:15:09.000]  在第十七節這樣說
[00:15:09.000 --> 00:15:11.000]  我們不像很多人
[00:15:11.000 --> 00:15:14.000]  把上帝的道當作是商品販賣
[00:15:14.000 --> 00:15:16.000]  而是由於真誠
[00:15:16.000 --> 00:15:17.000]  而是受命於上帝
[00:15:17.000 --> 00:15:21.000]  在上帝面前憑著基督講道
[00:15:21.000 --> 00:15:24.000]  當時有很多人靠著
[00:15:24.000 --> 00:15:28.000]  他們對生命終極事情的教導
[00:15:28.000 --> 00:15:29.000]  去收費為生
[00:15:29.000 --> 00:15:31.000]  所以他們要做的是甚麼呢
[00:15:31.000 --> 00:15:33.000]  那些是客人
[00:15:33.000 --> 00:15:35.000]  當然是說一些他們喜歡聽的
[00:15:35.000 --> 00:15:37.000]  能夠取悅他們的事
[00:15:37.000 --> 00:15:41.000]  因為那些聽眾是為了這樣去付錢他們
[00:15:41.000 --> 00:15:44.000]  保羅感到責任很沉重
[00:15:44.000 --> 00:15:47.000]  因為他拒絕和這些人一樣
[00:15:47.000 --> 00:15:51.000]  為利去混亂上帝的道
[00:15:51.000 --> 00:15:55.000]  為利混亂直譯出來是買賣
[00:15:55.000 --> 00:15:57.000]  或者是沿街叫賣
[00:15:57.000 --> 00:16:01.000]  當時有一些小販會出矛照
[00:16:01.000 --> 00:16:04.000]  用水去侵入酒裡
[00:16:04.000 --> 00:16:06.000]  又或者用一些假的罪名
[00:16:06.000 --> 00:16:10.000]  所以這個字帶有一個不好的含義
[00:16:10.000 --> 00:16:16.000]  保羅提醒哥林多人
[00:16:16.000 --> 00:16:19.000]  保羅自己的心地是純潔的
[00:16:19.000 --> 00:16:21.000]  他的動機是真誠的
[00:16:21.000 --> 00:16:26.000]  所以根本沒有必要自作聰明地去兜售神的道
[00:16:26.000 --> 00:16:28.000]  雖然哥林多人誤會了保羅
[00:16:28.000 --> 00:16:30.000]  但是神知道他的心
[00:16:30.000 --> 00:16:33.000]  他很清楚神知道他的心
[00:16:33.000 --> 00:16:36.000]  這個也很值得我們反思的是
[00:16:36.000 --> 00:16:42.000]  我們會不會有時候為了自己的利益而出賣了信仰呢
[00:16:42.000 --> 00:16:44.000]  為了權力
[00:16:44.000 --> 00:16:45.000]  為了慾望
[00:16:45.000 --> 00:16:50.000]  而不經意之間成為了假的教師呢
[00:16:50.000 --> 00:16:53.000]  如果我們心中沒有神的話
[00:16:53.000 --> 00:16:55.000]  不再敬畏祂的話
[00:16:55.000 --> 00:17:00.000]  我們又怎會發現祂在我們生命次下的恩典呢
[00:17:00.000 --> 00:17:02.000]  就算有
[00:17:02.000 --> 00:17:05.000]  可能我們也會認為只是幸運
[00:17:05.000 --> 00:17:08.000]  不會覺得和神有關
[00:17:08.000 --> 00:17:10.000]  不知道有沒有發現
[00:17:10.000 --> 00:17:13.000]  人有一個很特別的狀況
[00:17:13.000 --> 00:17:16.000]  人永遠都沒有神份
[00:17:16.000 --> 00:17:17.000]  不會覺得是他的
[00:17:17.000 --> 00:17:18.000]  真的好幸運
[00:17:18.000 --> 00:17:20.000]  不會感謝神
[00:17:20.000 --> 00:17:22.000]  但有壞事的時候
[00:17:22.000 --> 00:17:23.000]  第一時間會走出來
[00:17:23.000 --> 00:17:25.000]  為什麼神會這樣對我
[00:17:25.000 --> 00:17:30.000]  為什麼這些事要在我身上發生
[00:17:30.000 --> 00:17:32.000]  所以避免失焦
[00:17:32.000 --> 00:17:34.000]  我們第二個練習
[00:17:34.000 --> 00:17:36.000]  就是學習自動對焦
[00:17:36.000 --> 00:17:40.000]  自動對焦的好處優點是什麼呢
[00:17:40.000 --> 00:17:43.000]  可以省時 方便
[00:17:43.000 --> 00:17:45.000]  可以在高速的情況下
[00:17:45.000 --> 00:17:49.000]  精準地捕捉焦點
[00:17:49.000 --> 00:17:52.000]  現在大部分拍照
[00:17:52.000 --> 00:17:54.000]  除非你很喜歡攝影
[00:17:54.000 --> 00:17:56.000]  不然通常你只要拿電話就拍照
[00:17:56.000 --> 00:17:58.000]  它已經幫你對焦
[00:17:58.000 --> 00:18:00.000]  所以這件事很方便
[00:18:00.000 --> 00:18:03.000]  在忙亂焦慮恐懼的時候
[00:18:03.000 --> 00:18:05.000]  我們很容易會失焦
[00:18:05.000 --> 00:18:08.000]  模糊焦點
[00:18:08.000 --> 00:18:10.000]  在那種情況下
[00:18:10.000 --> 00:18:12.000]  很難再記得
[00:18:12.000 --> 00:18:14.000]  甚至在那一刻那麼亂
[00:18:14.000 --> 00:18:16.000]  那麼害怕的情況下
[00:18:16.000 --> 00:18:19.000]  很難做到找回上帝
[00:18:19.000 --> 00:18:21.000]  要先對準神
[00:18:21.000 --> 00:18:22.000]  所以我們要操練
[00:18:22.000 --> 00:18:25.000]  第一步是操練對準神
[00:18:25.000 --> 00:18:28.000]  接下來我們要做的是
[00:18:28.000 --> 00:18:32.000]  要操練培養出屬靈的敏銳度
[00:18:32.000 --> 00:18:37.000]  以致我們很快對準上帝
[00:18:37.000 --> 00:18:40.000]  數算恩典是一個幫助我們的方法
