
[00:00:00.000 --> 00:00:02.000]  通常有些東西要setup的時間
[00:01:20.000 --> 00:01:22.000]  另一邊有個年輕人和我說
[00:01:22.000 --> 00:01:23.000]  不是年輕人
[00:01:23.000 --> 00:01:25.000]  是我爸爸媽媽和我說
[00:01:25.000 --> 00:01:27.000]  他帶了一個兒女去吃情人節晚餐
[00:01:27.000 --> 00:01:29.000]  兒女板著臉
[00:01:29.000 --> 00:01:33.000]  我問那對兒女
[00:01:33.000 --> 00:01:34.000]  吃什麼
[00:01:34.000 --> 00:01:36.000]  我家打機不好嗎
[00:01:36.000 --> 00:01:38.000]  故事還沒完
[00:01:38.000 --> 00:01:40.000]  聽到這些
[00:01:40.000 --> 00:01:42.000]  又有個年輕人開心分享
[00:01:42.000 --> 00:01:43.000]  他說什麼
[00:01:43.000 --> 00:01:45.000]  爸爸媽媽
[00:01:45.000 --> 00:01:46.000]  情人節出去吃飯
[00:01:46.000 --> 00:01:47.000]  多好
[00:01:47.000 --> 00:01:48.000]  留下多少錢給我
[00:01:48.000 --> 00:01:50.000]  還有打機放題
[00:01:50.000 --> 00:01:53.000]  當然
[00:01:53.000 --> 00:01:55.000]  有單身朋友和我分享
[00:01:55.000 --> 00:01:57.000]  情人節不要出街
[00:01:57.000 --> 00:01:59.000]  在家安全一點
[00:01:59.000 --> 00:02:03.000]  剛才說的全部都是真人真事
[00:02:03.000 --> 00:02:06.000]  不知道為什麼這麼多人和我說這些
[00:02:06.000 --> 00:02:08.000]  我又不是戀愛專家
[00:02:08.000 --> 00:02:10.000]  我聽完之後
[00:02:10.000 --> 00:02:13.000]  我自己也想了想
[00:02:13.000 --> 00:02:15.000]  究竟這個情人節
[00:02:15.000 --> 00:02:17.000]  這麼多故事
[00:02:17.000 --> 00:02:21.000]  哪個主角最甜蜜幸福呢
[00:02:21.000 --> 00:02:23.000]  不用回答
[00:02:23.000 --> 00:02:25.000]  我自己也會自問自答
[00:02:25.000 --> 00:02:27.000]  因為我發現
[00:02:27.000 --> 00:02:29.000]  找的過程一點也不容易
[00:02:29.000 --> 00:02:31.000]  有多不容易呢
[00:02:31.000 --> 00:02:33.000]  首先我以為
[00:02:33.000 --> 00:02:35.000]  爸爸媽媽留下兒女在家
[00:02:35.000 --> 00:02:37.000]  打機放題多開心
[00:02:37.000 --> 00:02:39.000]  應該是最開心的
[00:02:39.000 --> 00:02:40.000]  但誰知有一個
[00:02:40.000 --> 00:02:42.000]  剛才說的年輕人
[00:02:42.000 --> 00:02:44.000]  爸爸媽媽吃好東西不帶我去
[00:02:44.000 --> 00:02:48.000]  原來只是這樣
[00:02:48.000 --> 00:02:52.000]  也可以有不同的看法和出路
[00:02:52.000 --> 00:02:54.000]  我又以為
[00:02:54.000 --> 00:02:57.000]  要等三個小時的情侶
[00:02:57.000 --> 00:02:59.000]  很不開心
[00:02:59.000 --> 00:03:01.000]  誰知又不是
[00:03:01.000 --> 00:03:03.000]  原來故事還未完
[00:03:03.000 --> 00:03:05.000]  等了三個小時幹嘛
[00:03:05.000 --> 00:03:08.000]  他們就在互相交換禮物
[00:03:08.000 --> 00:03:12.000]  又說什麼原因會選這份禮物
[00:03:12.000 --> 00:03:16.000]  他們能夠將這些不幸福的事
[00:03:16.000 --> 00:03:20.000]  轉化到一個很甜蜜的時候
[00:03:20.000 --> 00:03:22.000]  不過回到正題
[00:03:22.000 --> 00:03:24.000]  我今天不是說情人節訊息
[00:03:24.000 --> 00:03:27.000]  我是來說聖經
[00:03:27.000 --> 00:03:29.000]  也是想說一個訊息
[00:03:29.000 --> 00:03:31.000]  來自保羅的訊息
[00:03:31.000 --> 00:03:33.000]  我特意要這樣說
[00:03:33.000 --> 00:03:35.000]  因為我發現了一件事
[00:03:35.000 --> 00:03:37.000]  我預備經文時發現了
[00:03:37.000 --> 00:03:40.000]  原來一個人在困難和限制的裏
[00:03:40.000 --> 00:03:42.000]  求生欲這件事
[00:03:42.000 --> 00:03:44.000]  是很重要的
[00:03:44.000 --> 00:03:46.000]  南方人特別會笑得出
[00:03:46.000 --> 00:03:48.000]  求生欲這件事
[00:03:48.000 --> 00:03:50.000]  原來要趕出路
[00:03:50.000 --> 00:03:52.000]  找出路
[00:03:52.000 --> 00:03:54.000]  都是很重要的
[00:03:54.000 --> 00:03:56.000]  同樣在聖經裏面
[00:03:56.000 --> 00:03:58.000]  信仰和社會的價值觀
[00:03:58.000 --> 00:04:00.000]  有很多對立
[00:04:00.000 --> 00:04:02.000]  是否在說理想的信仰
[00:04:02.000 --> 00:04:04.000]  在現實的社會裏面
[00:04:04.000 --> 00:04:06.000]  怎麼搞呢
[00:04:06.000 --> 00:04:08.000]  但聖經說信仰是有出路的
[00:04:08.000 --> 00:04:10.000]  信仰是幫到我們
[00:04:10.000 --> 00:04:12.000]  甚至是一個盼望的路
[00:04:12.000 --> 00:04:14.000]  怎樣說呢
[00:04:14.000 --> 00:04:16.000]  我們一會先看看聖經
[00:04:16.000 --> 00:04:20.000]  我會分享一些我在預備經文時的領受
[00:04:20.000 --> 00:04:23.000]  大家留心聽聽上帝的話
[00:04:23.000 --> 00:04:25.000]  很短的
[00:04:25.000 --> 00:04:27.000]  原來我都要看這裏
[00:04:27.000 --> 00:04:29.000]  近視
[00:04:29.000 --> 00:04:31.000]  十六字不再是奴隸
[00:04:31.000 --> 00:04:33.000]  而是高過奴隸
[00:04:33.000 --> 00:04:34.000]  是親愛的弟兄
[00:04:34.000 --> 00:04:35.000]  對我確實如此
[00:04:35.000 --> 00:04:36.000]  何況對你呢
[00:04:36.000 --> 00:04:38.000]  無論在肉心或是在主裏
[00:04:38.000 --> 00:04:40.000]  更加近視如此
[00:04:40.000 --> 00:04:42.000]  所以你若以我為伴
[00:04:42.000 --> 00:04:44.000]  就接納他
[00:04:44.000 --> 00:04:46.000]  和接納我一樣
[00:04:46.000 --> 00:04:50.000]  我都讀下這兩節
[00:04:50.000 --> 00:04:52.000]  兩節經文
[00:04:52.000 --> 00:04:54.000]  但我要告訴你
[00:04:54.000 --> 00:04:56.000]  這裏正正就是肥理門書
[00:04:56.000 --> 00:04:58.000]  我經常怕說錯話
[00:04:58.000 --> 00:05:00.000]  不是肥立比
[00:05:00.000 --> 00:05:02.000]  是肥理門書的重點
[00:05:02.000 --> 00:05:06.000]  這封書信是保羅在坐牢時寫的
[00:05:06.000 --> 00:05:08.000]  傳聞只有25節
[00:05:08.000 --> 00:05:10.000]  很短很短
[00:05:10.000 --> 00:05:12.000]  這麼短
[00:05:12.000 --> 00:05:14.000]  不要以為很容易
[00:05:14.000 --> 00:05:16.000]  其實都不容易
[00:05:16.000 --> 00:05:18.000]  傳統上相信
[00:05:18.000 --> 00:05:20.000]  保羅在監獄中認識了一個奴隸
[00:05:20.000 --> 00:05:22.000]  這個奴隸叫阿尼西亞
[00:05:22.000 --> 00:05:24.000]  帶領他信主
[00:05:24.000 --> 00:05:26.000]  不過不太巧合
[00:05:26.000 --> 00:05:28.000]  這個奴隸的主人
[00:05:28.000 --> 00:05:30.000]  是保羅的朋友
[00:05:30.000 --> 00:05:32.000]  他叫肥理門
[00:05:32.000 --> 00:05:34.000]  又剛好信主的時候
[00:05:34.000 --> 00:05:36.000]  他們三個都是主內的弟兄
[00:05:36.000 --> 00:05:38.000]  所以保羅寫信
[00:05:38.000 --> 00:05:40.000]  告訴主人肥理門
[00:05:40.000 --> 00:05:44.000]  我現在把阿尼西亞送回你那裏
[00:05:44.000 --> 00:05:46.000]  請你原諒他
[00:05:46.000 --> 00:05:48.000]  他離家出走
[00:05:48.000 --> 00:05:50.000]  還有你要看待他
[00:05:50.000 --> 00:05:52.000]  就好像弟兄的關係一樣
[00:05:52.000 --> 00:05:54.000]  我想這個傳統
[00:05:54.000 --> 00:05:56.000]  其實有很多挑戰
[00:05:56.000 --> 00:05:58.000]  甚至有些學者都不認同這個看法
[00:05:58.000 --> 00:06:00.000]  他們覺得阿尼西亞不是這樣的
[00:06:00.000 --> 00:06:02.000]  其實只是肥理門知道保羅坐牢
[00:06:02.000 --> 00:06:06.000]  所以就送阿尼西亞去照顧保羅
[00:06:06.000 --> 00:06:08.000]  在照顧期間
[00:06:08.000 --> 00:06:10.000]  被保羅感動
[00:06:10.000 --> 00:06:12.000]  就信了主
[00:06:12.000 --> 00:06:14.000]  但無論如何
[00:06:14.000 --> 00:06:16.000]  今天不是想看這個
[00:06:16.000 --> 00:06:18.000]  先有個小小的小結
[00:06:18.000 --> 00:06:20.000]  給大家看看
[00:06:20.000 --> 00:06:22.000]  傳統和近代的看法
[00:06:22.000 --> 00:06:24.000]  無論如何
[00:06:24.000 --> 00:06:26.000]  但有一樣東西是無變
[00:06:26.000 --> 00:06:28.000]  就是他們之間的關係和地位
[00:06:28.000 --> 00:06:30.000]  沒得變
[00:06:30.000 --> 00:06:32.000]  肥理門是主人
[00:06:32.000 --> 00:06:34.000]  阿尼西亞就是肥理門的奴隸
[00:06:34.000 --> 00:06:36.000]  不過很有趣
[00:06:36.000 --> 00:06:38.000]  肥理門是弟兄
[00:06:38.000 --> 00:06:40.000]  我想說這個很重要
[00:06:40.000 --> 00:06:42.000]  當你明白這個的時候
[00:06:42.000 --> 00:06:46.000]  你就感受到保羅這封書上究竟有多大癲
[00:06:46.000 --> 00:06:52.000]  為了方便大家更加容易明白和感受到
[00:06:52.000 --> 00:06:54.000]  我做了一個圖表
[00:06:54.000 --> 00:06:56.000]  我會解釋的
[00:06:56.000 --> 00:06:58.000]  首先十六節的第一句是什麼
[00:06:58.000 --> 00:07:00.000]  保羅想和肥理門主人說什麼
[00:07:00.000 --> 00:07:04.000]  阿尼西亞不是奴隸
[00:07:04.000 --> 00:07:06.000]  是高過奴隸
[00:07:06.000 --> 00:07:08.000]  其實要有一點背景
[00:07:08.000 --> 00:07:10.000]  原來在羅馬的法律裡面
[00:07:10.000 --> 00:07:12.000]  奴隸不是人
[00:07:12.000 --> 00:07:14.000]  是一件物件
[00:07:14.000 --> 00:07:16.000]  一件貨物
[00:07:16.000 --> 00:07:18.000]  貨物可以怎樣
[00:07:18.000 --> 00:07:20.000]  隨便買賣
[00:07:20.000 --> 00:07:22.000]  當然貨物有價值
[00:07:22.000 --> 00:07:24.000]  主人可以幫他提升價值
[00:07:24.000 --> 00:07:26.000]  提升到一個位置
[00:07:26.000 --> 00:07:28.000]  甚至可以脫離奴隸的身份
[00:07:28.000 --> 00:07:30.000]  成為一個自由人
[00:07:30.000 --> 00:07:32.000]  如果這樣說
[00:07:32.000 --> 00:07:34.000]  保羅這句話的動機
[00:07:34.000 --> 00:07:40.000]  很明顯是想肥理門幫阿尼西亞提升地位和身份
[00:07:40.000 --> 00:07:42.000]  但提升到什麼程度
[00:07:42.000 --> 00:07:44.000]  我們要看第二句
[00:07:44.000 --> 00:07:46.000]  第二句是什麼
[00:07:46.000 --> 00:07:48.000]  親愛的弟兄
[00:07:48.000 --> 00:07:50.000]  弟兄是什麼意思
[00:07:50.000 --> 00:07:52.000]  什麼身份
[00:07:52.000 --> 00:07:54.000]  有一個圖要再看看
[00:07:54.000 --> 00:07:56.000]  這個圖裡面
[00:07:56.000 --> 00:07:58.000]  二十五節經文裡面
[00:07:58.000 --> 00:08:00.000]  出現了四次講弟兄
[00:08:00.000 --> 00:08:02.000]  第一次就是一章一節
[00:08:02.000 --> 00:08:04.000]  保羅說
[00:08:04.000 --> 00:08:06.000]  一起傳福音的提摩泰
[00:08:06.000 --> 00:08:08.000]  大家應該都知道
[00:08:08.000 --> 00:08:10.000]  和他一起並肩作戰的弟兄
[00:08:10.000 --> 00:08:12.000]  保羅稱呼提摩泰為弟兄
[00:08:12.000 --> 00:08:14.000]  第二和第四節
[00:08:14.000 --> 00:08:16.000]  即是文書一章七和二十
[00:08:16.000 --> 00:08:18.000]  即是第二和第四
[00:08:18.000 --> 00:08:20.000]  他稱肥理門
[00:08:20.000 --> 00:08:22.000]  即是這個主人
[00:08:22.000 --> 00:08:24.000]  為弟兄
[00:08:24.000 --> 00:08:26.000]  什麼原因可能是肥理門
[00:08:26.000 --> 00:08:28.000]  因為保羅在
[00:08:28.000 --> 00:08:30.000]  在哥羅西教會傳福音的時候
[00:08:30.000 --> 00:08:32.000]  肥理門可能就是
[00:08:32.000 --> 00:08:34.000]  傳福音的時候的戰友
[00:08:34.000 --> 00:08:36.000]  一起去傳福音
[00:08:36.000 --> 00:08:38.000]  第三次是什麼
[00:08:38.000 --> 00:08:40.000]  就是一章十六節我們剛才讀到
[00:08:40.000 --> 00:08:42.000]  保羅稱阿尼西亞也是弟兄
[00:08:42.000 --> 00:08:44.000]  而且還要說是親愛的弟兄
[00:08:44.000 --> 00:08:46.000]  那些學者可能這樣想
[00:08:46.000 --> 00:08:48.000]  我也是這樣想
[00:08:48.000 --> 00:08:50.000]  保羅在強調那種關係
[00:08:50.000 --> 00:08:52.000]  不是我們弟兄
[00:08:52.000 --> 00:08:54.000]  我們很想強調那種親愛的弟兄關係
[00:08:54.000 --> 00:08:56.000]  這份關係是從哪裡來的
[00:08:56.000 --> 00:08:58.000]  是來自上帝
[00:08:58.000 --> 00:09:00.000]  當然我們也相信
[00:09:00.000 --> 00:09:02.000]  阿尼西亞也一定在福音的工作上
[00:09:02.000 --> 00:09:04.000]  和提摩泰
[00:09:04.000 --> 00:09:06.000]  和肥理門一樣
[00:09:06.000 --> 00:09:08.000]  都是這麼忠心去服侍上帝
[00:09:08.000 --> 00:09:10.000]  所以我們就這樣看
[00:09:10.000 --> 00:09:12.000]  保羅縱然知道
[00:09:12.000 --> 00:09:14.000]  阿尼西亞的身份只是一個奴隸
[00:09:14.000 --> 00:09:16.000]  但是他
[00:09:16.000 --> 00:09:18.000]  沒有視阿尼西亞是一件貨物
[00:09:18.000 --> 00:09:20.000]  靈磚
[00:09:20.000 --> 00:09:24.000]  相反
[00:09:24.000 --> 00:09:26.000]  保羅很想關心他
[00:09:26.000 --> 00:09:28.000]  當阿尼西亞是一個人
[00:09:28.000 --> 00:09:30.000]  去尊重他
[00:09:30.000 --> 00:09:36.000]  我們回到剛才那幅圖
[00:09:36.000 --> 00:09:38.000]  我們要看第三句
[00:09:38.000 --> 00:09:40.000]  第三句是什麼
[00:09:40.000 --> 00:09:42.000]  他說對我確實如此
[00:09:42.000 --> 00:09:44.000]  何況對你呢
[00:09:44.000 --> 00:09:46.000]  意思就是說我保羅
[00:09:46.000 --> 00:09:48.000]  能夠和阿尼西亞建立弟兄的關係
[00:09:48.000 --> 00:09:50.000]  當然阿尼西亞也能和我保羅建立
[00:09:50.000 --> 00:09:52.000]  弟兄關係的時間
[00:09:52.000 --> 00:09:54.000]  所以你肥理門
[00:09:54.000 --> 00:09:56.000]  和阿尼西亞
[00:09:56.000 --> 00:09:58.000]  都應該可以建立
[00:09:58.000 --> 00:10:00.000]  親愛的弟兄關係
[00:10:00.000 --> 00:10:06.000]  還不夠,再加一句
[00:10:06.000 --> 00:10:08.000]  補充來的
[00:10:08.000 --> 00:10:10.000]  無論在肉身和主的裡面
[00:10:10.000 --> 00:10:12.000]  更加如此
[00:10:12.000 --> 00:10:14.000]  所以保羅的動機很明顯
[00:10:14.000 --> 00:10:16.000]  他很想打破肥理門
[00:10:16.000 --> 00:10:18.000]  和阿尼西亞之間的關係
[00:10:18.000 --> 00:10:20.000]  什麼關係
[00:10:20.000 --> 00:10:22.000]  主人和奴隸之間的關係
[00:10:22.000 --> 00:10:24.000]  由這個關係轉化成
[00:10:24.000 --> 00:10:26.000]  一個弟兄的關係
[00:10:26.000 --> 00:10:28.000]  這就不同了
[00:10:28.000 --> 00:10:30.000]  這個關係本來是什麼
[00:10:30.000 --> 00:10:32.000]  主人和奴隸在法律上
[00:10:32.000 --> 00:10:34.000]  在社會的價值觀是如此
[00:10:34.000 --> 00:10:36.000]  但保羅說不是
[00:10:36.000 --> 00:10:38.000]  我們應該在信仰裡面
[00:10:38.000 --> 00:10:40.000]  去看一個屬天的關係
[00:10:40.000 --> 00:10:42.000]  因為我們在主內
[00:10:42.000 --> 00:10:44.000]  都是天父的兒女
[00:10:44.000 --> 00:10:48.000]  我看到他的樣子
[00:10:48.000 --> 00:10:50.000]  都知道純文字討論
[00:10:50.000 --> 00:10:52.000]  是很抽象的
[00:10:52.000 --> 00:10:54.000]  可能很難理解
[00:10:54.000 --> 00:10:57.000]  保羅的話有多大顛
[00:10:57.000 --> 00:10:59.000]  所以我嘗試用一個類比
[00:10:59.000 --> 00:11:01.000]  給大家看看
[00:11:01.000 --> 00:11:05.000]  我和你說
[00:11:05.000 --> 00:11:07.000]  讀書不是求分數
[00:11:07.000 --> 00:11:09.000]  就是工作那些
[00:11:09.000 --> 00:11:11.000]  求職不要降薪金
[00:11:11.000 --> 00:11:13.000]  嘩,多大反應
[00:11:13.000 --> 00:11:15.000]  讀書的你
[00:11:15.000 --> 00:11:17.000]  我不知道哪些讀書
[00:11:17.000 --> 00:11:19.000]  你可能心想
[00:11:19.000 --> 00:11:21.000]  我都沒有想過求分數
[00:11:21.000 --> 00:11:23.000]  但誰說要求分數
[00:11:23.000 --> 00:11:25.000]  你爸爸你媽媽
[00:11:25.000 --> 00:11:27.000]  學校考試
[00:11:27.000 --> 00:11:29.000]  他和你計分
[00:11:29.000 --> 00:11:31.000]  但你又知道
[00:11:31.000 --> 00:11:33.000]  成績的高低
[00:11:33.000 --> 00:11:35.000]  是影響你將來升學和前途
[00:11:35.000 --> 00:11:37.000]  結果是什麼
[00:11:37.000 --> 00:11:39.000]  又不是分數要決定一切
[00:11:39.000 --> 00:11:43.000]  我見有些在做事
[00:11:43.000 --> 00:11:45.000]  起碼我知道有些同工在做事
[00:11:45.000 --> 00:11:49.000]  可能他們心想
[00:11:49.000 --> 00:11:51.000]  或做事都心想
[00:11:51.000 --> 00:11:53.000]  我都不是求高薪厚職
[00:11:53.000 --> 00:11:55.000]  但不用住嗎
[00:11:55.000 --> 00:11:57.000]  交通很貴
[00:11:57.000 --> 00:11:59.000]  飲食我也想娛樂
[00:11:59.000 --> 00:12:01.000]  如果將來要結婚
[00:12:01.000 --> 00:12:03.000]  想生小朋友
[00:12:03.000 --> 00:12:05.000]  每件事都是錢
[00:12:05.000 --> 00:12:07.000]  怎樣不算
[00:12:07.000 --> 00:12:11.000]  各位年輕人
[00:12:11.000 --> 00:12:13.000]  我見到很多頭銜
[00:12:13.000 --> 00:12:15.000]  如果有這種共鳴
[00:12:15.000 --> 00:12:17.000]  你們應該開始感受到
[00:12:17.000 --> 00:12:21.000]  菲利門要面對的掙扎和困難
[00:12:21.000 --> 00:12:25.000]  保羅和菲利門主人說
[00:12:25.000 --> 00:12:29.000]  不要看亞利桑那像貨物
[00:12:29.000 --> 00:12:31.000]  而是弟兄
[00:12:31.000 --> 00:12:35.000]  但對於一個在羅馬世界生活的菲利門
[00:12:35.000 --> 00:12:37.000]  這個想法不簡單
[00:12:37.000 --> 00:12:41.000]  因為菲利門要和整個社會制度和價值觀
[00:12:41.000 --> 00:12:43.000]  要抗衡
[00:12:43.000 --> 00:12:45.000]  是不是大癲
[00:12:45.000 --> 00:12:49.000]  同樣我今天跟你們說
[00:12:49.000 --> 00:12:51.000]  讀書不要求分數
[00:12:51.000 --> 00:12:53.000]  做事不要講薪金
[00:12:53.000 --> 00:12:55.000]  講心
[00:12:55.000 --> 00:12:57.000]  我想你們不是不明白我說的話
[00:12:57.000 --> 00:13:01.000]  但現實就是現實
[00:13:01.000 --> 00:13:03.000]  不是一句口號
[00:13:03.000 --> 00:13:05.000]  就可以抗衡這個社會
[00:13:05.000 --> 00:13:07.000]  甚至乎改變一個世界
[00:13:09.000 --> 00:13:11.000]  所以來到這裡
[00:13:11.000 --> 00:13:13.000]  我想用一章十七節
[00:13:13.000 --> 00:13:17.000]  在經文做一個小結
[00:13:17.000 --> 00:13:21.000]  保羅邀請菲利門和亞利西某
[00:13:21.000 --> 00:13:23.000]  要建立一個弟兄的關係
[00:13:23.000 --> 00:13:25.000]  他說得像你
[00:13:25.000 --> 00:13:27.000]  菲利門在接納我
[00:13:27.000 --> 00:13:29.000]  保羅一樣
[00:13:29.000 --> 00:13:31.000]  在文字的表面上
[00:13:31.000 --> 00:13:35.000]  我們覺得接納人是一件很容易的事
[00:13:35.000 --> 00:13:37.000]  但當我們回想
[00:13:37.000 --> 00:13:41.000]  這群人身處在一個什麼世界裏
[00:13:41.000 --> 00:13:45.000]  他們兩個人的身份是天淵之別
[00:13:45.000 --> 00:13:47.000]  就算兩個人都是基督徒
[00:13:47.000 --> 00:13:51.000]  但菲利門的身份仍然是主人
[00:13:51.000 --> 00:13:55.000]  亞利西某仍然是奴隸
[00:13:55.000 --> 00:13:57.000]  所以保羅用了一個字
[00:13:57.000 --> 00:13:59.000]  若
[00:13:59.000 --> 00:14:01.000]  去提醒菲利門
[00:14:01.000 --> 00:14:06.000]  弟兄關係不是來自社會的身份
[00:14:06.000 --> 00:14:09.000]  而是來自上帝的愛
[00:14:09.000 --> 00:14:15.000]  如果菲利門真的能夠接納亞利西某成為弟兄的話
[00:14:15.000 --> 00:14:20.000]  請你用一個尊重平等的態度
[00:14:20.000 --> 00:14:24.000]  一起為上帝的福音工作
[00:14:24.000 --> 00:14:29.000]  經文的部分我已經講完了
[00:14:29.000 --> 00:14:31.000]  不容易
[00:14:31.000 --> 00:14:34.000]  我嘗試分享一下
[00:14:34.000 --> 00:14:36.000]  我在預備這篇經文時的領受
[00:14:36.000 --> 00:14:39.000]  希望幫助大家更加容易理解
[00:14:39.000 --> 00:14:41.000]  經文給我們的訊息
[00:14:41.000 --> 00:14:45.000]  保羅在信裏面很清晰地講了什麼
[00:14:45.000 --> 00:14:49.000]  要菲利門接納亞利西某為親愛的弟兄
[00:14:49.000 --> 00:14:51.000]  剛才已經講了
[00:14:51.000 --> 00:14:53.000]  在羅馬世界價值觀裏面
[00:14:53.000 --> 00:14:55.000]  要一個主人
[00:14:55.000 --> 00:14:58.000]  要看著一個奴隸不是一件貨品
[00:14:58.000 --> 00:15:00.000]  而是弟兄的關係
[00:15:00.000 --> 00:15:02.000]  瘋了
[00:15:02.000 --> 00:15:04.000]  大癲
[00:15:04.000 --> 00:15:09.000]  所以保羅不是不明白這個道理
[00:15:09.000 --> 00:15:13.000]  但他仍然要求菲利門這樣做的話
[00:15:13.000 --> 00:15:15.000]  我們就會想
[00:15:15.000 --> 00:15:19.000]  保羅是不是把福音和信仰想得太過理想
[00:15:19.000 --> 00:15:21.000]  那種理想是什麼呢
[00:15:21.000 --> 00:15:26.000]  那種什麼心裡相信口裡承認
[00:15:26.000 --> 00:15:29.000]  甚至和耶穌大聲說愛論預計
[00:15:29.000 --> 00:15:31.000]  當然要站在同一邊
[00:15:31.000 --> 00:15:33.000]  就可以改變世界
[00:15:33.000 --> 00:15:37.000]  如果是這樣想
[00:15:37.000 --> 00:15:40.000]  我想我們的信仰會有點疏忽
[00:15:40.000 --> 00:15:44.000]  脫離現實的世界
[00:15:44.000 --> 00:15:46.000]  相反
[00:15:46.000 --> 00:15:49.000]  如果我們看到這種困難
[00:15:49.000 --> 00:15:51.000]  我們不想做,我們逃避
[00:15:51.000 --> 00:15:53.000]  現在流行什麼
[00:15:53.000 --> 00:15:55.000]  人們說躺平
[00:15:55.000 --> 00:15:59.000]  這還是一種回應的方式
[00:15:59.000 --> 00:16:01.000]  但有些人會覺得
[00:16:01.000 --> 00:16:03.000]  如果這樣的話
[00:16:03.000 --> 00:16:05.000]  會不會是逃避了現實
[00:16:05.000 --> 00:16:07.000]  所以各位年輕人
[00:16:07.000 --> 00:16:12.000]  我相信你們都認為
[00:16:12.000 --> 00:16:15.000]  信仰不是脫離現實
[00:16:15.000 --> 00:16:18.000]  也不是逃避現實
[00:16:18.000 --> 00:16:22.000]  因為信仰真的可以在生活裏實踐出來
[00:16:22.000 --> 00:16:24.000]  如果是這樣的話
[00:16:24.000 --> 00:16:26.000]  我嘗試把實踐信仰
[00:16:26.000 --> 00:16:27.000]  給四個字
[00:16:27.000 --> 00:16:29.000]  就是面對現實
[00:16:29.000 --> 00:16:31.000]  搞清楚
[00:16:31.000 --> 00:16:33.000]  所謂面對現實不是那些
[00:16:33.000 --> 00:16:34.000]  有些人會說
[00:16:34.000 --> 00:16:36.000]  你面對現實吧
[00:16:36.000 --> 00:16:40.000]  不是那種負面的消極態度
[00:16:40.000 --> 00:16:41.000]  我反而想說
[00:16:41.000 --> 00:16:46.000]  面對現實是我們基督徒一個很重要的操練
[00:16:46.000 --> 00:16:50.000]  尤其是我們在生活的現實裏
[00:16:50.000 --> 00:16:53.000]  很多事情都不如預期
[00:16:53.000 --> 00:16:56.000]  我們很容易有無力感
[00:16:56.000 --> 00:16:58.000]  但我想說
[00:16:58.000 --> 00:17:00.000]  面對現實
[00:17:00.000 --> 00:17:04.000]  正正就是我們基督徒的一種力量
[00:17:04.000 --> 00:17:06.000]  讓我們在困難的裏面
[00:17:06.000 --> 00:17:10.000]  我們仍然願意繼續向前走
[00:17:10.000 --> 00:17:13.000]  我強調多一次
[00:17:13.000 --> 00:17:18.000]  普羅不知這個世界有多艱難
[00:17:18.000 --> 00:17:20.000]  信仰要實踐出來
[00:17:20.000 --> 00:17:22.000]  難度有多高
[00:17:22.000 --> 00:17:24.000]  不過我想說
[00:17:24.000 --> 00:17:26.000]  在難度裏面
[00:17:26.000 --> 00:17:30.000]  還有一個實踐信仰的空間
