
[00:00:00.000 --> 00:00:05.480]  我想唱到最後的時候心裡的感覺是
[00:03:27.720 --> 00:03:30.920]  寶座前有一個好像水晶的玻璃海
[00:03:30.920 --> 00:03:33.720]  寶座的周圍四邊有四個活物
[00:03:33.720 --> 00:03:36.320]  遍體前後都長滿了眼睛
[00:03:36.320 --> 00:03:37.920]  第一個活物好像獅子
[00:03:37.920 --> 00:03:39.320]  第二個好像牛毒
[00:03:39.320 --> 00:03:41.520]  第三個的面好像人的面
[00:03:41.520 --> 00:03:43.520]  第四個好像飛鷹
[00:03:43.520 --> 00:03:45.720]  四個活物都有六個翅膀
[00:03:45.720 --> 00:03:47.920]  遍體內外都長滿了眼睛
[00:03:47.920 --> 00:03:49.520]  他們晝夜不停地說
[00:03:49.520 --> 00:03:53.320]  「聖哉!聖哉!聖哉!主全能的上帝
[00:03:53.320 --> 00:03:56.320]  昔在今在,以後永在」
[00:03:56.320 --> 00:03:59.120]  每逢四活物將榮耀、尊貴、感謝
[00:03:59.120 --> 00:04:01.120]  歸給坐在寶座上
[00:04:01.120 --> 00:04:03.520]  活到永永遠遠的那位的時候
[00:04:03.520 --> 00:04:07.120]  二十四長老就俯伏敬拜
[00:04:07.120 --> 00:04:10.520]  坐在寶座上,活到永永遠遠的那位
[00:04:10.520 --> 00:04:12.920]  然後將他們的冠冕放在寶座面前
[00:04:12.920 --> 00:04:15.120]  然後就說「我們的主,我們的上帝
[00:04:15.120 --> 00:04:17.720]  祢是配得榮耀、尊貴、權並
[00:04:17.720 --> 00:04:19.320]  因為祢創造了萬物
[00:04:19.320 --> 00:04:21.120]  萬物都是因為祢的旨意
[00:04:21.120 --> 00:04:23.120]  被創造而存在」
[00:04:23.120 --> 00:04:26.920]  一看整段聖經
[00:04:26.920 --> 00:04:31.520]  就說約翰見到天開了
[00:04:31.520 --> 00:04:35.320]  然後聖靈感動他
[00:04:35.320 --> 00:04:38.920]  他看見一個新的意象
[00:04:38.920 --> 00:04:40.120]  這個意象是什麼呢?
[00:04:40.120 --> 00:04:41.520]  我們一看的時候
[00:04:41.520 --> 00:04:44.320]  他將以後必成發生的事
[00:04:44.320 --> 00:04:45.320]  去指示我們
[00:04:45.320 --> 00:04:49.320]  我們就想,當然是那些荷里活災難片
[00:04:49.320 --> 00:04:51.720]  地動山搖、天崩地陷
[00:04:51.720 --> 00:04:53.720]  不是,一開波是什麼呢?
[00:04:53.720 --> 00:04:57.320]  是一個寶座
[00:04:57.320 --> 00:05:01.520]  如果你留心去看啟示錄第四章的經文
[00:05:01.520 --> 00:05:03.720]  你會發現整章經文
[00:05:03.720 --> 00:05:06.120]  我們這次的題目叫「玻璃海」
[00:05:06.120 --> 00:05:09.920]  玻璃海只是出現了一次
[00:05:09.920 --> 00:05:13.120]  但是整章聖經裡面出現最多的
[00:05:13.120 --> 00:05:14.120]  你知不知道是什麼字?
[00:05:14.120 --> 00:05:17.120]  就是「寶座」
[00:05:17.120 --> 00:05:20.120]  所以整個意象是關於什麼呢?
[00:05:20.120 --> 00:05:22.920]  關於寶座
[00:05:22.920 --> 00:05:23.920]  十一節的聖經
[00:05:23.920 --> 00:05:24.920]  如果沒有記錯的話
[00:05:24.920 --> 00:05:28.320]  起碼有十節裡面都是寶座
[00:05:28.320 --> 00:05:29.720]  全部都是寶座
[00:05:29.720 --> 00:05:31.520]  關於一個寶座
[00:05:31.520 --> 00:05:34.120]  這個寶座為什麼這麼重要呢?
[00:05:34.120 --> 00:05:38.720]  我們看看這段經文
[00:05:38.720 --> 00:05:40.520]  今天說「玻璃海」
[00:05:40.520 --> 00:05:42.920]  我們唱了很多次這首歌
[00:05:42.920 --> 00:05:45.720]  「玻璃海」究竟在哪裡呢?
[00:05:45.720 --> 00:05:48.320]  聖經告訴我們
[00:05:48.320 --> 00:05:49.320]  「玻璃海」在哪裡呢?
[00:05:49.320 --> 00:05:51.520]  「玻璃海」就在寶座的面前
[00:05:51.520 --> 00:05:53.920]  雖然只是出現一次
[00:05:53.920 --> 00:05:56.520]  但是整段經文
[00:05:56.520 --> 00:05:57.920]  我剛才說的第四章裡面
[00:05:57.920 --> 00:06:00.520]  最重要的一點就是寶座
[00:06:00.520 --> 00:06:03.720]  寶座前有一個好像水晶一樣的玻璃海
[00:06:03.720 --> 00:06:05.720]  「玻璃海」究竟是怎樣的呢?
[00:06:05.720 --> 00:06:07.520]  我沒有見過
[00:06:07.520 --> 00:06:10.520]  玻璃大概都是透明的
[00:06:10.520 --> 00:06:13.520]  我想大概是像水晶一樣的
[00:06:13.520 --> 00:06:15.520]  所以應該都是透明的
[00:06:15.520 --> 00:06:16.920]  但是是海
[00:06:16.920 --> 00:06:21.520]  究竟是海平靜得像水晶一樣
[00:06:21.520 --> 00:06:24.720]  還是你看到會動的水晶在動來動去呢?
[00:06:24.720 --> 00:06:26.520]  我不知道
[00:06:26.520 --> 00:06:28.320]  經文只留下文字
[00:06:28.320 --> 00:06:30.120]  既沒有圖也沒有片
[00:06:30.120 --> 00:06:31.920]  所以沒有辦法了
[00:06:31.920 --> 00:06:33.520]  它只留下了一段文字
[00:06:33.520 --> 00:06:36.920]  這是一個像水晶一樣的玻璃海
[00:06:37.920 --> 00:06:39.320]  不過經文說
[00:06:39.320 --> 00:06:40.920]  這不是最重要的
[00:06:40.920 --> 00:06:42.720]  最重要的是
[00:06:42.720 --> 00:06:46.120]  玻璃海在寶座的面前
[00:06:46.120 --> 00:06:49.720]  整段經文是關於一個寶座
[00:06:49.720 --> 00:06:53.120]  這是一個寶座前
[00:06:53.120 --> 00:06:55.120]  而且寶座前是怎樣的呢?
[00:06:55.120 --> 00:06:58.120]  玻璃海是一個天上敬拜的地方
[00:06:58.120 --> 00:06:59.320]  為什麼這樣說呢?
[00:06:59.320 --> 00:07:03.320]  因為在寶座前除了看到玻璃海之外
[00:07:03.320 --> 00:07:04.520]  還看到什麼呢?
[00:07:04.520 --> 00:07:06.320]  你看到二十四個長老
[00:07:06.320 --> 00:07:08.720]  有二十四個座位
[00:07:08.720 --> 00:07:11.720]  這些長老穿著白袍戴著冠冕
[00:07:11.720 --> 00:07:14.120]  然後你看到四活物
[00:07:14.120 --> 00:07:18.320]  如果親眼看到應該會很驚嚇
[00:07:18.320 --> 00:07:19.920]  全身長滿眼
[00:07:19.920 --> 00:07:21.720]  是什麼樣子呢?
[00:07:21.720 --> 00:07:26.920]  一個像獅子、一個像牛、一個像人、一個像鷹
[00:07:26.920 --> 00:07:29.320]  然後有六個翅膀
[00:07:29.320 --> 00:07:30.720]  即是三對翼
[00:07:30.720 --> 00:07:33.920]  如果親眼看到應該會很害怕
[00:07:33.920 --> 00:07:35.320]  但無論如何
[00:07:35.320 --> 00:07:38.320]  三對翅膀在飛來飛去
[00:07:38.320 --> 00:07:41.720]  然後在說聖哉聖哉聖哉
[00:07:41.720 --> 00:07:42.720]  你想起什麼呢?
[00:07:42.720 --> 00:07:47.720]  我想這段經文似曾相識
[00:07:47.720 --> 00:07:48.720]  在哪裡出現過呢?
[00:07:48.720 --> 00:07:51.920]  《伊塞爾維亞書第六章》
[00:07:51.920 --> 00:07:54.720]  天使在飛翔
[00:07:54.720 --> 00:08:00.720]  不過那不是說全身長滿眼
[00:08:00.720 --> 00:08:02.920]  然後有什麼像獅子、像牛、像人
[00:08:02.920 --> 00:08:05.520]  那裡說的是兩個基督派
[00:08:05.520 --> 00:08:09.120]  基督派即是像火一樣的天使
[00:08:09.120 --> 00:08:10.320]  有六個翅膀
[00:08:10.320 --> 00:08:13.920]  然後在寶座面前聖哉聖哉
[00:08:13.920 --> 00:08:15.720]  整個四活物的圖畫
[00:08:15.720 --> 00:08:19.720]  你彷彿覺得是《伊塞爾維亞書》和《伊西傑書》結合了
[00:08:19.720 --> 00:08:22.720]  然後無論如何
[00:08:22.720 --> 00:08:25.520]  四活物應該是天使
[00:08:25.520 --> 00:08:29.120]  在寶座面前聖哉聖哉聖哉
[00:08:29.120 --> 00:08:32.920]  上帝的寶座
[00:08:32.920 --> 00:08:35.320]  然後天使在呼喊
[00:08:35.320 --> 00:08:37.520]  聖哉聖哉聖哉
[00:08:37.520 --> 00:08:39.720]  這是一個天上敬拜的地方
[00:08:39.720 --> 00:08:42.720]  這個玻璃海是什麼呢?
[00:08:42.720 --> 00:08:44.920]  除了第四章還沒出現過之外
[00:08:44.920 --> 00:08:47.920]  啟示錄十五章再一次出現這個玻璃海
[00:08:47.920 --> 00:08:48.520]  它說什麼呢?
[00:08:48.520 --> 00:08:54.120]  它說我看見彷彿有蠶雜著火的玻璃海
[00:08:54.120 --> 00:08:55.920]  之前是一個瓶頸
[00:08:55.920 --> 00:08:57.520]  好像水晶一樣
[00:08:57.520 --> 00:08:59.920]  但這裡是蠶雜著火的
[00:08:59.920 --> 00:09:04.920]  因為十五章裡面是說一個上帝審判的景象
[00:09:04.920 --> 00:09:07.720]  然後我們看到那些得勝了獸
[00:09:07.720 --> 00:09:09.320]  還有那個獸像
[00:09:09.320 --> 00:09:10.120]  就是迪基督
[00:09:10.120 --> 00:09:13.720]  並且他的名字和數字是666
[00:09:13.720 --> 00:09:15.920]  得勝了他的人
[00:09:15.920 --> 00:09:17.720]  都站在這個玻璃海上
[00:09:17.720 --> 00:09:19.720]  拿著上帝的樹琴
[00:09:19.720 --> 00:09:23.520]  和他們在唱上帝的僕人摩西的歌和羔羊的歌
[00:09:23.520 --> 00:09:25.920]  所以玻璃海是什麼地方呢?
[00:09:25.920 --> 00:09:27.720]  它在上帝面前
[00:09:27.720 --> 00:09:29.720]  是一個天上敬拜的地方
[00:09:29.720 --> 00:09:34.520]  並且這個天上敬拜不單單是有四活物和二十四個長老
[00:09:34.520 --> 00:09:36.120]  聖經中說
[00:09:36.120 --> 00:09:40.120]  在玻璃海上聚集著一群人
[00:09:40.120 --> 00:09:41.320]  這群人是什麼呢?
[00:09:41.320 --> 00:09:45.920]  是那群在末世裡得勝了魔鬼權勢的人
[00:09:45.920 --> 00:09:49.720]  他們要站在玻璃海上
[00:09:49.720 --> 00:09:52.720]  和天上的使者一同敬拜
[00:09:52.720 --> 00:09:56.720]  所以玻璃海的場景就是這樣的
[00:09:56.720 --> 00:09:58.720]  玻璃海是一個這樣的地方
[00:09:58.720 --> 00:10:05.920]  玻璃海中描寫的景象是一個末世的敬拜
[00:10:05.920 --> 00:10:08.320]  啟示錄第四章開始說
[00:10:08.320 --> 00:10:09.920]  「這是以後我觀看
[00:10:09.920 --> 00:10:12.120]  我見到天上有一道門開了
[00:10:12.120 --> 00:10:13.720]  我第一次聽見
[00:10:13.720 --> 00:10:16.320]  好像吹號一樣的聲音對我說
[00:10:16.320 --> 00:10:17.520]  你上到這裡來
[00:10:17.520 --> 00:10:20.920]  我要將此後必須發生的事指示你」
[00:10:20.920 --> 00:10:22.520]  這是一個末世的敬拜
[00:10:22.520 --> 00:10:24.920]  為什麼說它是末世的敬拜呢?
[00:10:24.920 --> 00:10:25.720]  第一
[00:10:25.720 --> 00:10:27.520]  「這是以後」
[00:10:27.520 --> 00:10:29.520]  「這是」是什麼呢?
[00:10:29.520 --> 00:10:31.520]  玻璃海的意象
[00:10:31.520 --> 00:10:34.720]  這是第二個意象
[00:10:34.720 --> 00:10:36.520]  就是使徒約翰
[00:10:36.520 --> 00:10:37.720]  第一個意象是什麼呢?
[00:10:37.720 --> 00:10:40.120]  就是他見到主耶穌
[00:10:40.120 --> 00:10:46.320]  好像發光的一個君王出現
[00:10:46.320 --> 00:10:49.520]  然後他領受七教會的信息
[00:10:49.520 --> 00:10:53.320]  所以第一至三章是說七教會的信息
[00:10:53.320 --> 00:10:55.120]  然後一踏入第四章之後
[00:10:55.120 --> 00:10:57.120]  「這是以後」
[00:10:57.120 --> 00:10:58.120]  「這是」是什麼呢?
[00:10:58.120 --> 00:11:00.520]  「這是」就是七教會的意象
[00:11:00.520 --> 00:11:02.520]  看到之後
[00:11:02.520 --> 00:11:05.520]  所以這是什麼呢?
[00:11:05.520 --> 00:11:06.720]  就是七教會之後
[00:11:06.720 --> 00:11:08.920]  所以其實七教會在說
[00:11:08.920 --> 00:11:11.320]  就是耶穌在說「我必快來」
[00:11:11.320 --> 00:11:13.720]  而約翰領受七教會的時候
[00:11:13.720 --> 00:11:15.320]  是一個什麼時候呢?
[00:11:15.320 --> 00:11:16.320]  約翰我們知道
[00:11:16.320 --> 00:11:20.120]  其實他在哪裡領受啟示錄
[00:11:20.120 --> 00:11:21.720]  就是所有的啟示呢?
[00:11:21.720 --> 00:11:22.320]  在一個島
[00:11:22.320 --> 00:11:23.920]  這個島叫做拔摩海島
[00:11:23.920 --> 00:11:24.720]  是不是?
[00:11:24.720 --> 00:11:28.120]  拔摩海島在愛琴海
[00:11:28.120 --> 00:11:30.520]  就是土耳其對出一點點
[00:11:30.520 --> 00:11:32.120]  一個很小的海島
[00:11:32.120 --> 00:11:33.920]  現在你想去旅行去都可以
[00:11:33.920 --> 00:11:38.520]  有不同的紀念建築物在那裡
[00:11:38.520 --> 00:11:39.920]  拔摩海島
[00:11:39.920 --> 00:11:42.720]  但是約翰去到拔摩海島
[00:11:42.720 --> 00:11:45.520]  不是去度假的
[00:11:45.520 --> 00:11:48.320]  約翰為什麼會去了拔摩海島呢?
[00:11:48.320 --> 00:11:51.320]  據說聖經沒有詳細記載
[00:11:51.320 --> 00:11:54.320]  十二使徒是不同的形式
[00:11:54.320 --> 00:11:56.720]  就殉道死了
[00:11:56.720 --> 00:11:58.720]  去到約翰的時候
[00:11:58.720 --> 00:12:02.120]  他就被放逐到拔摩海島
[00:12:02.120 --> 00:12:03.320]  為什麼呢?
[00:12:03.320 --> 00:12:05.320]  聖經沒有詳細說
[00:12:05.320 --> 00:12:07.320]  那些野史
[00:12:07.320 --> 00:12:10.320]  傳說是這樣傳說的
[00:12:10.320 --> 00:12:12.920]  就是他這樣說
[00:12:12.920 --> 00:12:16.120]  說約翰是被人扔下油鍋
[00:12:16.120 --> 00:12:18.120]  不過死不去
[00:12:18.120 --> 00:12:19.320]  死不去之後
[00:12:19.320 --> 00:12:22.120]  於是就沒有他扶
[00:12:22.120 --> 00:12:23.720]  於是就放逐到海島裡面
[00:12:23.720 --> 00:12:25.120]  讓他在那裡
[00:12:25.120 --> 00:12:27.120]  起碼他不能夠再影響其他人
[00:12:27.120 --> 00:12:29.720]  誰知道去了這個海島上面
[00:12:29.720 --> 00:12:32.320]  這個很重要很重要的末世的異象
[00:12:32.320 --> 00:12:34.520]  上帝在這個海島上度賜給他
[00:12:34.520 --> 00:12:37.920]  所以你說約翰是不是比十二使徒爽快呢?
[00:12:37.920 --> 00:12:39.520]  當然不是
[00:12:39.520 --> 00:12:40.720]  是不是?
[00:12:40.720 --> 00:12:43.920]  就是保羅斬頭還是捱一夜就回去了
[00:12:43.920 --> 00:12:46.320]  下油鍋死不去是一個什麼境象呢?
[00:12:46.320 --> 00:12:48.320]  我不想試
[00:12:48.320 --> 00:12:51.320]  就是給他扔十字架
[00:12:51.320 --> 00:12:53.120]  扔完就死了
[00:12:53.120 --> 00:12:54.320]  下油鍋死不去
[00:12:54.320 --> 00:12:55.920]  我覺得真的很慘
[00:12:55.920 --> 00:12:58.320]  然後就去拔摩海島
[00:12:58.320 --> 00:12:59.920]  當然是不是真的不知道
[00:12:59.920 --> 00:13:01.320]  這些只是傳聞
[00:13:01.320 --> 00:13:02.520]  無論如何
[00:13:02.520 --> 00:13:05.320]  約翰是一個大壁北
[00:13:05.320 --> 00:13:08.520]  如果剛才John說看到一些黑暗的東西
[00:13:08.520 --> 00:13:10.120]  極度黑暗
[00:13:10.120 --> 00:13:11.120]  一個大壁北
[00:13:11.120 --> 00:13:12.920]  可能約翰親眼看著
[00:13:12.920 --> 00:13:15.320]  很多他牧養的弟兄姊妹死了
[00:13:15.320 --> 00:13:16.920]  然後跟他一起
[00:13:16.920 --> 00:13:18.520]  就是並肩作戰的使徒
[00:13:18.520 --> 00:13:19.920]  逐個殉道
[00:13:19.920 --> 00:13:21.320]  不過他自己幾十歲了
[00:13:21.320 --> 00:13:22.720]  然後又死不去
[00:13:22.720 --> 00:13:24.920]  被放在一個海島裡面
[00:13:24.920 --> 00:13:27.320]  黑暗
[00:13:27.320 --> 00:13:30.320]  並且仰望著耶穌你什麼時候回來
[00:13:30.320 --> 00:13:32.720]  我看到我的弟兄姊妹一個一個死
[00:13:32.720 --> 00:13:37.320]  然後看到那個無止境的壁北一直在來的時候
[00:13:37.320 --> 00:13:38.920]  怎麼辦呢?
[00:13:38.920 --> 00:13:42.120]  這是以後
[00:13:42.120 --> 00:13:43.520]  末世的景象
[00:13:43.520 --> 00:13:44.920]  無論約翰見的異象
[00:13:44.920 --> 00:13:47.520]  或者他親眼親身經歷的東西
[00:13:47.520 --> 00:13:50.320]  對他來說都是一個很黑暗的時間
[00:13:50.320 --> 00:13:53.120]  這是以後
[00:13:53.120 --> 00:13:57.120]  好了,這是以後,然後怎麼辦呢?
[00:13:57.120 --> 00:13:59.920]  約翰看到天門打開了
[00:13:59.920 --> 00:14:04.320]  天門不是經常打開的
[00:14:04.320 --> 00:14:06.120]  什麼時候看到天門打開呢?
[00:14:06.120 --> 00:14:08.720]  《少徒行傳》裡面有個人看到天門打開了
[00:14:08.720 --> 00:14:10.920]  那個人就叫做史提反
[00:14:10.920 --> 00:14:13.720]  看到天門打開之後他就回去了
[00:14:13.720 --> 00:14:15.920]  不過這次約翰沒有這麼快回去了
[00:14:15.920 --> 00:14:17.720]  天門打開了
[00:14:17.720 --> 00:14:19.720]  然後他說
[00:14:19.720 --> 00:14:24.320]  我頭一次聽到吹號的聲音
[00:14:24.320 --> 00:14:25.120]  很有趣的
[00:14:25.120 --> 00:14:28.320]  他說頭一次聽到吹號
[00:14:28.320 --> 00:14:33.120]  那就是他還會聽很多次吹號
[00:14:33.120 --> 00:14:36.320]  約翰在啟示錄裡面聽到吹號的聲音
[00:14:36.320 --> 00:14:41.320]  全部都是審判的號角
[00:14:41.320 --> 00:14:44.120]  末世,特別是他說到七號的時候
[00:14:44.120 --> 00:14:46.520]  這是頭一次的號吹響
[00:14:46.520 --> 00:14:48.520]  頭一次的號吹響是什麼呢?
[00:14:48.520 --> 00:14:50.720]  要見到寶座
[00:14:50.720 --> 00:14:54.520]  聽到主的呼喚要上去
[00:14:54.520 --> 00:14:56.320]  然後
[00:14:56.320 --> 00:15:00.120]  所以整個異象的目的是什麼呢?
[00:15:00.120 --> 00:15:04.720]  主說要將此後必須發生的事情告訴你
[00:15:04.720 --> 00:15:09.520]  所以整個寶座的景象是告訴約翰
[00:15:09.520 --> 00:15:12.120]  接下來會發生一些事情
[00:15:12.120 --> 00:15:14.920]  不過在你看到這些事情發生之前
[00:15:14.920 --> 00:15:17.320]  我不是想給你一本通勝
[00:15:17.320 --> 00:15:21.520]  也不是想給你一本推背圖
[00:15:21.520 --> 00:15:24.520]  讓你可以算一下將來會發生什麼事情
[00:15:24.520 --> 00:15:28.320]  而是在你一個極大的逼迫和患難的裡面
[00:15:28.320 --> 00:15:31.320]  我要讓你看到我的寶座在這裡
[00:15:31.320 --> 00:15:34.120]  並且我要讓你知道
[00:15:34.120 --> 00:15:35.520]  未來要發生的事情
[00:15:35.520 --> 00:15:39.120]  上帝的審判已經定了
[00:15:39.120 --> 00:15:41.720]  所以其實是關於這樣一件事
[00:15:41.720 --> 00:15:44.520]  這是說末世的景象
[00:15:44.520 --> 00:15:50.720]  但是在說所有七號、七碗之前
[00:15:50.720 --> 00:15:56.120]  上帝就要藉著玻璃海的景象
[00:15:56.120 --> 00:15:57.920]  告訴約翰
[00:15:57.920 --> 00:16:01.120]  上帝的審判會來到
[00:16:01.120 --> 00:16:03.520]  所以必須發生的事情
[00:16:03.520 --> 00:16:05.120]  我要指示你什麼呢?
[00:16:05.120 --> 00:16:09.320]  就是指示你審判要來了
[00:16:09.320 --> 00:16:12.520]  並且我們一直看啟示錄的時候
[00:16:12.520 --> 00:16:15.920]  你會發現啟示錄的敬拜和祈禱
[00:16:15.920 --> 00:16:19.920]  是和上帝的審判息息相關
[00:16:19.920 --> 00:16:21.520]  第一段的經文
[00:16:21.520 --> 00:16:22.920]  第五章
[00:16:22.920 --> 00:16:24.720]  就是約翰看到玻璃海
[00:16:24.720 --> 00:16:29.520]  約翰看到那些二十四個長老在敬拜之後
[00:16:29.520 --> 00:16:30.720]  然後發生什麼事呢?
[00:16:30.720 --> 00:16:32.920]  他看到高揚前來
[00:16:32.920 --> 00:16:36.520]  從寶座上的右手拿了書卷
[00:16:36.520 --> 00:16:38.320]  他一拿了書卷
[00:16:38.320 --> 00:16:40.720]  四活物和二十四位長老
[00:16:40.720 --> 00:16:42.520]  就俯伏在高揚面前
[00:16:42.520 --> 00:16:45.520]  各拿著琴和盛滿了的金香爐
[00:16:45.520 --> 00:16:48.320]  這些香就是眾聖徒的祈禱
[00:16:48.320 --> 00:16:54.920]  如果你熟悉現在我們經常說的一個詞語
[00:16:54.920 --> 00:16:58.320]  這個詞語叫做「琴與爐的敬拜」
[00:16:58.320 --> 00:16:59.520]  是什麼呢?
[00:16:59.520 --> 00:17:01.920]  是從這段經文來的
[00:17:01.920 --> 00:17:06.520]  二十四位長老拿著琴
[00:17:06.520 --> 00:17:08.320]  琴代表著敬拜
[00:17:08.320 --> 00:17:09.720]  拿著金的香爐
[00:17:09.720 --> 00:17:14.120]  這些香爐不是廟宇裡面賣的那些香
[00:17:14.120 --> 00:17:15.720]  這裡解釋了
[00:17:15.720 --> 00:17:16.720]  這個香是什麼呢?
[00:17:16.720 --> 00:17:18.320]  就是眾聖徒的祈禱
[00:17:18.320 --> 00:17:20.920]  琴和眾聖徒的祈禱
[00:17:20.920 --> 00:17:22.720]  人的敬拜和祈禱
[00:17:22.720 --> 00:17:24.720]  帶出一件什麼事呢?
[00:17:24.720 --> 00:17:27.720]  伴隨著高揚拿著書卷
[00:17:27.720 --> 00:17:29.520]  然後把書卷剪開
[00:17:29.520 --> 00:17:31.320]  書卷一剪開是什麼呢?
[00:17:31.320 --> 00:17:34.120]  就是打開七印
[00:17:34.120 --> 00:17:36.920]  然後上帝的審判就開始了
[00:17:36.920 --> 00:17:40.120]  另一段經文
[00:17:40.120 --> 00:17:43.120]  啟示錄十五章
[00:17:43.120 --> 00:17:44.720]  「此後我看見
[00:17:44.720 --> 00:17:48.120]  在天上的全法貴的聖所開了
[00:17:48.120 --> 00:17:51.520]  掌管七種災難的七位天使
[00:17:51.520 --> 00:17:52.920]  從聖所裡出來
[00:17:52.920 --> 00:17:55.120]  穿著聖潔明亮的細麻衣
[00:17:55.120 --> 00:17:56.720]  空間束著金帶」
[00:17:56.720 --> 00:17:58.320]  啟示錄十五章說什麼呢?
[00:17:58.320 --> 00:18:00.320]  啟示錄十五章就是剛才說的
[00:18:00.320 --> 00:18:02.320]  在玻璃海上
[00:18:02.320 --> 00:18:03.920]  很多人站在上面
