
[00:00:00.000 --> 00:00:04.400]  各位網上的頂子妹,各位朋友,大家好
[00:02:36.000 --> 00:02:37.920]  很累,但繼續打
[00:02:37.920 --> 00:02:41.880]  第二天通宵的時候,做完飯,媽媽不用吃了,繼續打
[00:02:41.880 --> 00:02:43.520]  打了幾天《御使者》
[00:02:43.520 --> 00:02:45.520]  那時候的遊戲叫做《天堂》
[00:02:45.520 --> 00:02:47.320]  現在應該轉化了很多代
[00:02:47.320 --> 00:02:48.880]  那時候是第一代
[00:02:48.880 --> 00:02:50.400]  我玩完的時候,三天之後
[00:02:50.400 --> 00:02:52.800]  我發覺自己完全知道自己在做什麼
[00:02:52.800 --> 00:02:54.040]  一起床的時候就打
[00:02:54.040 --> 00:02:55.840]  打完遊戲機,吃一點東西,又打,打三天
[00:02:55.840 --> 00:02:57.320]  那時候以為覺得很爽
[00:02:57.320 --> 00:02:58.680]  打的時候真的覺得很爽
[00:02:58.680 --> 00:03:01.720]  但打完之後,就好像喝完紅酒一樣
[00:03:01.720 --> 00:03:03.240]  債是要還的
[00:03:03.240 --> 00:03:06.040]  通宵打蛋之後就會變成這樣
[00:03:06.040 --> 00:03:09.880]  那時候我就會覺得爽,就是沒有限制
[00:03:09.880 --> 00:03:10.880]  各樣東西
[00:03:10.880 --> 00:03:13.400]  但結果後面,當然要承受後果
[00:03:13.400 --> 00:03:17.400]  你付出什麼,種什麼就收什麼
[00:03:17.400 --> 00:03:20.920]  我們也是活在一個年代
[00:03:20.920 --> 00:03:23.080]  其實我們不是與生俱來
[00:03:23.080 --> 00:03:25.680]  我們就會知道何謂爽
[00:03:25.680 --> 00:03:27.800]  其實我們都是來自原生家庭
[00:03:27.800 --> 00:03:30.320]  教育,或者我們的網上文化
[00:03:30.320 --> 00:03:32.600]  我們的朋友,其實會輸入我們
[00:03:32.600 --> 00:03:34.920]  輸入一些東西,何謂爽快
[00:03:34.920 --> 00:03:36.720]  其中第一個,就是說
[00:03:36.720 --> 00:03:38.840]  有自由就等於幸福
[00:03:38.840 --> 00:03:41.320]  沒有自由,就等於沒有幸福
[00:03:41.320 --> 00:03:45.320]  當然自由這個字是很含糊的字眼
[00:03:45.320 --> 00:03:47.720]  每個人的詮釋、哲學、神學上
[00:03:47.720 --> 00:03:48.920]  不同的解釋
[00:03:48.920 --> 00:03:51.800]  另一個就是做回自己
[00:03:51.800 --> 00:03:54.320]  你不用做別人眼中的期待
[00:03:54.320 --> 00:03:57.520]  你做回自己,就等於沒有界線
[00:03:57.520 --> 00:03:59.520]  另一種,在疫情的時候
[00:03:59.520 --> 00:04:01.920]  疫情相信大家之前都會說
[00:04:01.920 --> 00:04:04.320]  經常在這裡上學,又不夠睡
[00:04:04.320 --> 00:04:06.320]  最好就自然醒來
[00:04:06.320 --> 00:04:07.520]  到疫情的時候
[00:04:07.520 --> 00:04:09.320]  我相信大家在疫情的時候
[00:04:09.320 --> 00:04:10.320]  你都沒有什麼事情做
[00:04:10.320 --> 00:04:12.320]  一開始Zoom都沒有
[00:04:12.320 --> 00:04:14.320]  沒有網上的,教會也沒有
[00:04:14.320 --> 00:04:17.320]  不用回崇拜,不用侍奉,不用出敬拜
[00:04:17.320 --> 00:04:20.320]  不用Good Project,什麼都不用
[00:04:20.320 --> 00:04:22.320]  全世界都停頓了的時候
[00:04:22.320 --> 00:04:24.320]  唯一可以做的,都不是出家門
[00:04:24.320 --> 00:04:26.320]  你的家門都被隔離
[00:04:26.320 --> 00:04:29.320]  可能你喜歡就可以狂打機
[00:04:29.320 --> 00:04:32.320]  但你打機的時候,你都受不了
[00:04:32.320 --> 00:04:37.320]  有一個姐妹,好像一個月都沒有出過門
[00:04:37.320 --> 00:04:39.320]  她三餐在家裡吃
[00:04:39.320 --> 00:04:42.320]  或者叫父母去買東西吃
[00:04:42.320 --> 00:04:44.320]  那時候你想出去吃都不要吃
[00:04:44.320 --> 00:04:46.320]  六點的時候已經關門了
[00:04:46.320 --> 00:04:49.320]  是不是我們任做各樣事情的時候
[00:04:49.320 --> 00:04:54.320]  去到很盡,就表示幸福,或者爽快呢?
[00:04:54.320 --> 00:04:59.320]  爽完之後,你帶來的是不是真的會無悔呢?
[00:04:59.320 --> 00:05:03.320]  這種滿足和空虛,是不是一定有一個循環呢?
[00:05:03.320 --> 00:05:06.320]  究竟我們怎樣能夠有一個更好
[00:05:06.320 --> 00:05:09.320]  不是短暫的興奮,而是一個長遠的穩定呢?
[00:05:09.320 --> 00:05:11.320]  我們看下去
[00:05:11.320 --> 00:05:14.320]  在《出志》《創世紀》
[00:05:14.320 --> 00:05:17.320]  這段經文大家都一定熟悉
[00:05:17.320 --> 00:05:19.320]  三章的一節七節
[00:05:19.320 --> 00:05:22.320]  當時在耶和華上面
[00:05:22.320 --> 00:05:24.320]  上帝所做的,唯有蛇
[00:05:24.320 --> 00:05:27.320]  比田野一切的走獸都更狡猾
[00:05:27.320 --> 00:05:29.320]  蛇就跟女人說
[00:05:29.320 --> 00:05:31.320]  上帝喜事真說
[00:05:31.320 --> 00:05:34.320]  你們不可以吃圓中任何樹上的
[00:05:34.320 --> 00:05:37.320]  女人對著蛇說
[00:05:37.320 --> 00:05:40.320]  圓中樹上的果子我們都可以吃
[00:05:40.320 --> 00:05:43.320]  不過,圓中那棵樹的果子
[00:05:43.320 --> 00:05:47.320]  上帝曾經說你們不可以吃,也不可以摸
[00:05:47.320 --> 00:05:49.320]  免得你們死
[00:05:49.320 --> 00:05:51.320]  蛇就跟女人說
[00:05:51.320 --> 00:05:53.320]  你們不一定死
[00:05:53.320 --> 00:05:57.320]  因為上帝知道你們吃的日子,眼睛就會開了
[00:05:57.320 --> 00:06:00.320]  你們就好像上帝一樣,知道善惡
[00:06:00.320 --> 00:06:03.320]  於是女人就看到那棵樹
[00:06:03.320 --> 00:06:06.320]  有好作成物,有愚人的眼目
[00:06:06.320 --> 00:06:07.320]  就吃了
[00:06:07.320 --> 00:06:10.320]  兩人一吃的時候,眼睛就開了
[00:06:10.320 --> 00:06:12.320]  知道自己赤身的老體
[00:06:12.320 --> 00:06:14.320]  之後就偏織無花果的葉子
[00:06:14.320 --> 00:06:17.320]  為自己造成一個群志
[00:06:17.320 --> 00:06:20.320]  這段經文可能大家都會已熟能詳
[00:06:20.320 --> 00:06:22.320]  但今天我就想和大家在這裡看
[00:06:22.320 --> 00:06:24.320]  這段經文如何看到
[00:06:24.320 --> 00:06:28.320]  能夠活出一場真正爽的人生的比賽呢
[00:06:28.320 --> 00:06:31.320]  首先,這段經文出自《創世紀》
[00:06:31.320 --> 00:06:34.320]  是摩西五經的首卷
[00:06:34.320 --> 00:06:36.320]  或者叫做起初
[00:06:36.320 --> 00:06:38.320]  在希伯來文描述
[00:06:38.320 --> 00:06:40.320]  有描述不同的起初
[00:06:40.320 --> 00:06:42.320]  Beginning of 萬有
[00:06:42.320 --> 00:06:44.320]  Everything, Universal
[00:06:44.320 --> 00:06:46.320]  萬有從何而來
[00:06:46.320 --> 00:06:48.320]  無論你如何歸納的時候
[00:06:48.320 --> 00:06:50.320]  第一因是從何而來
[00:06:50.320 --> 00:06:53.320]  第二就是人類的起源從何而來
[00:06:53.320 --> 00:06:56.320]  所以在第一章至十一章的時候
[00:06:56.320 --> 00:06:58.320]  都是描述不同的起初
[00:06:58.320 --> 00:07:01.320]  還有罪從何而來呢
[00:07:01.320 --> 00:07:03.320]  就是這幾樣
[00:07:03.320 --> 00:07:06.320]  而到十二章,到五十章的時候
[00:07:06.320 --> 00:07:08.320]  編排的幅卷都很長
[00:07:08.320 --> 00:07:10.320]  描述列祖的歷史
[00:07:10.320 --> 00:07:14.320]  有巴拉漢,大家都很出名的信心之父
[00:07:14.320 --> 00:07:16.320]  之後有他的兒子,以撒
[00:07:16.320 --> 00:07:18.320]  雅各,和他的十二個兒子
[00:07:18.320 --> 00:07:22.320]  也是十二個部族的故事
[00:07:22.320 --> 00:07:24.320]  而我們這段經文,開頭出自
[00:07:24.320 --> 00:07:26.320]  頭一章至兩章
[00:07:26.320 --> 00:07:29.320]  上帝創造的,看著是好的
[00:07:29.320 --> 00:07:33.320]  上帝創造的,一切都是好的
[00:07:33.320 --> 00:07:36.320]  到這裡才出現第一個逆轉
[00:07:36.320 --> 00:07:38.320]  而到第四章的時候
[00:07:38.320 --> 00:07:41.320]  就描述第一個後代出現了
[00:07:41.320 --> 00:07:43.320]  但很可惜,在第四章的時候
[00:07:43.320 --> 00:07:45.320]  亞當夏娃又是第一個後代
[00:07:45.320 --> 00:07:48.320]  也是人類史上第一宗的死亡個案
[00:07:48.320 --> 00:07:50.320]  謀殺個案,也在第四章出現了
[00:07:50.320 --> 00:07:53.320]  生和死同樣在第四章出現
[00:07:53.320 --> 00:07:55.320]  所以今天你問我
[00:07:55.320 --> 00:07:59.320]  如何能夠活出一個真正爽快的人生呢?
[00:07:59.320 --> 00:08:01.320]  我們繼續看下去
[00:08:01.320 --> 00:08:05.320]  第一個,就是神選界線
[00:08:05.320 --> 00:08:07.320]  當時的時候,其實
[00:08:07.320 --> 00:08:09.320]  經常在三章一節問
[00:08:09.320 --> 00:08:11.320]  神起事真說
[00:08:11.320 --> 00:08:16.320]  其實已經是在挑戰這個世界哪有界線
[00:08:16.320 --> 00:08:20.320]  還有,你吃了也不一定死
[00:08:20.320 --> 00:08:25.320]  就是在挑戰,你不要相信神所設的界線
[00:08:25.320 --> 00:08:29.320]  很奇妙,其實當時神
[00:08:29.320 --> 00:08:32.320]  很多東西都可以吃,很多東西都可以做
[00:08:32.320 --> 00:08:34.320]  還有一棵樹很出名
[00:08:34.320 --> 00:08:37.320]  在接下來的伊甸園,啟示錄也有說
[00:08:37.320 --> 00:08:39.320]  是生命樹
[00:08:39.320 --> 00:08:43.320]  生命樹可以永生
[00:08:43.320 --> 00:08:45.320]  經文沒有說過是禁止不可以吃
[00:08:45.320 --> 00:08:51.320]  唯獨是禁止人類分別才是好事
[00:08:51.320 --> 00:08:55.320]  當時,不單是聽到
[00:08:55.320 --> 00:08:57.320]  其實亞當也聽到
[00:08:57.320 --> 00:08:59.320]  所以經常攻擊他們的時候
[00:08:59.320 --> 00:09:01.320]  第一,就是懷疑
[00:09:01.320 --> 00:09:03.320]  究竟神是不是真的有說過
[00:09:03.320 --> 00:09:05.320]  還是你自己聽錯了
[00:09:05.320 --> 00:09:07.320]  聽多了,還是聽少了
[00:09:07.320 --> 00:09:11.320]  我想起一部電影叫做白日青春
[00:09:11.320 --> 00:09:13.320]  不知道大家有沒有見過
[00:09:13.320 --> 00:09:17.320]  白日青春是講一個黃秋生的演員
[00:09:17.320 --> 00:09:19.320]  他和藍瓦裕的演員
[00:09:19.320 --> 00:09:21.320]  兒子叫林樂
[00:09:21.320 --> 00:09:24.320]  講一個難民的家庭
[00:09:24.320 --> 00:09:27.320]  有父親、妻子和兒子,11歲
[00:09:27.320 --> 00:09:29.320]  來到香港一個中轉站
[00:09:29.320 --> 00:09:32.320]  申請庇護,或者會轉去其他國家
[00:09:32.320 --> 00:09:35.320]  其中有一個界線
[00:09:35.320 --> 00:09:38.320]  對難民在香港來說是不可以工作的
[00:09:38.320 --> 00:09:42.320]  因為你違反了申請庇護的時候
[00:09:42.320 --> 00:09:44.320]  其中有一幕
[00:09:44.320 --> 00:09:47.320]  亞利的律師
[00:09:47.320 --> 00:09:49.320]  他本身原居地是一名律師
[00:09:49.320 --> 00:09:52.320]  他很清楚是不可以去打工的
[00:09:52.320 --> 00:09:56.320]  所以當時有同鄉說
[00:09:56.320 --> 00:09:57.320]  你不要傻了
[00:09:57.320 --> 00:09:59.320]  你不打工,你只有1200元的食物券
[00:09:59.320 --> 00:10:01.320]  你哪裡夠呢?
[00:10:01.320 --> 00:10:03.320]  而且沒有人知道
[00:10:03.320 --> 00:10:04.320]  你幫我做吧
[00:10:04.320 --> 00:10:06.320]  以至你能夠有些錢過活
[00:10:06.320 --> 00:10:09.320]  可以救濟你的妻子和兒子
[00:10:09.320 --> 00:10:11.320]  我記得電影裡,爸爸就說
[00:10:11.320 --> 00:10:14.320]  我這麼熟悉法律的時候
[00:10:14.320 --> 00:10:16.320]  我怎麼能夠做違法的事呢?
[00:10:16.320 --> 00:10:24.320]  不單止當時有Don Hawa聽到界線
[00:10:24.320 --> 00:10:26.320]  其實接下來創世紀一直描述
[00:10:26.320 --> 00:10:28.320]  神選界線
[00:10:28.320 --> 00:10:30.320]  究竟我們聽從的是哪些聲音呢?
[00:10:30.320 --> 00:10:33.320]  在六章的九節、二節的時候
[00:10:33.320 --> 00:10:36.320]  羅亞當時就是聽從神選
[00:10:36.320 --> 00:10:39.320]  其實當時都是吃喝玩樂
[00:10:39.320 --> 00:10:40.320]  跟我們現今一樣
[00:10:40.320 --> 00:10:42.320]  照婚嫁的事
[00:10:42.320 --> 00:10:45.320]  神不會有結證的事
[00:10:45.320 --> 00:10:47.320]  我們任意而行
[00:10:47.320 --> 00:10:51.320]  但羅亞就會聽到從上而來的聲音
[00:10:51.320 --> 00:10:55.320]  他不單止聽到身邊的聲音
[00:10:55.320 --> 00:10:57.320]  但至少他尋求從上而來的聲音時
[00:10:57.320 --> 00:10:58.320]  他能夠辨別到
[00:10:58.320 --> 00:11:00.320]  可能其他人都沒有行動
[00:11:00.320 --> 00:11:02.320]  棒打出來了,我還是不敢先走
[00:11:02.320 --> 00:11:05.320]  但他願意去行動
[00:11:05.320 --> 00:11:07.320]  最終結果我們看到
[00:11:07.320 --> 00:11:09.320]  他得到拯救
[00:11:09.320 --> 00:11:13.320]  但很可惜
[00:11:13.320 --> 00:11:15.320]  當時也有些例子
[00:11:15.320 --> 00:11:17.320]  接下來創世紀25章的時候
[00:11:17.320 --> 00:11:19.320]  29至34節
[00:11:19.320 --> 00:11:23.320]  就是一個眼前和比較遠的
[00:11:23.320 --> 00:11:25.320]  究竟你會選擇哪樣呢?
[00:11:25.320 --> 00:11:28.320]  過去有些心理學家會放一些糖果
[00:11:28.320 --> 00:11:30.320]  放三粒或兩粒
[00:11:30.320 --> 00:11:32.320]  放在小朋友面前
[00:11:32.320 --> 00:11:33.320]  就跟他說
[00:11:33.320 --> 00:11:36.320]  如果你忍得住一段時間不拿的話
[00:11:36.320 --> 00:11:39.320]  你之後會獲得更多
[00:11:39.320 --> 00:11:42.320]  當然結果實驗會分別比較
[00:11:42.320 --> 00:11:44.320]  有些小朋友不會聽你的
[00:11:44.320 --> 00:11:45.320]  不知道你是不是給的
[00:11:45.320 --> 00:11:47.320]  我立即拿了幾粒
[00:11:47.320 --> 00:11:48.320]  我立即先吃了
[00:11:48.320 --> 00:11:51.320]  他也不會在意是否先苦後甜
[00:11:51.320 --> 00:11:54.320]  我即時的快感和爽快是最好的
[00:11:54.320 --> 00:11:57.320]  結果有另一批研究的對象
[00:11:57.320 --> 00:11:59.320]  結果他忍得住
[00:11:59.320 --> 00:12:03.320]  因為他知道後面有更好的獎勵
[00:12:03.320 --> 00:12:07.320]  當時的二叔已經很辛勞
[00:12:07.320 --> 00:12:09.320]  他兩兄弟全日
[00:12:09.320 --> 00:12:10.320]  他回到家
[00:12:10.320 --> 00:12:14.320]  他本身煮的食物也不及弟弟更好
[00:12:14.320 --> 00:12:17.320]  結果他為了一碗紅豆湯
[00:12:17.320 --> 00:12:20.320]  一個眼前一個食慾的時候
[00:12:20.320 --> 00:12:23.320]  結果連他在家族中一個很重要的名份
[00:12:23.320 --> 00:12:26.320]  很多的權利他也失去了
[00:12:26.320 --> 00:12:29.320]  在剛才那個八青春的時候
[00:12:29.320 --> 00:12:32.320]  有一班小朋友在香港會接受讀書
[00:12:32.320 --> 00:12:35.320]  他們也會上一些小學課程
[00:12:35.320 --> 00:12:36.320]  要學中文
[00:12:36.320 --> 00:12:38.320]  有一幕拍到一些小朋友
[00:12:38.320 --> 00:12:39.320]  他們不上學了
[00:12:39.320 --> 00:12:41.320]  因為覺得中文有些難度
[00:12:41.320 --> 00:12:43.320]  或者老師有時不明白
[00:12:43.320 --> 00:12:46.320]  他們在回收場的時候
[00:12:46.320 --> 00:12:49.320]  和一班同齡的小朋友
[00:12:49.320 --> 00:12:51.320]  變成了同黨
[00:12:51.320 --> 00:12:52.320]  跟著大哥
[00:12:52.320 --> 00:12:53.320]  大哥就會說
[00:12:53.320 --> 00:12:55.320]  我買一雙球鞋給你
[00:12:55.320 --> 00:12:56.320]  你跟我謀生
[00:12:56.320 --> 00:12:58.320]  如果其他人還沒有跟
[00:12:58.320 --> 00:13:00.320]  下次我再買一雙球鞋給你
[00:13:00.320 --> 00:13:02.320]  結果那些小朋友覺得
[00:13:02.320 --> 00:13:04.320]  如果我能夠跟大哥的時候
[00:13:04.320 --> 00:13:06.320]  我就會即時獲得一雙球鞋
[00:13:06.320 --> 00:13:09.320]  我還用這麼辛苦讀這麼多年書嗎
[00:13:09.320 --> 00:13:12.320]  當時那班小朋友也在掙扎
[00:13:12.320 --> 00:13:18.320]  究竟我選眼前的還是未來的
[00:13:18.320 --> 00:13:19.320]  在這個界線
[00:13:19.320 --> 00:13:21.320]  小杰就是說
[00:13:21.320 --> 00:13:23.320]  其實可能我們近期
[00:13:23.320 --> 00:13:25.320]  你也會左右兩把聲音
[00:13:25.320 --> 00:13:27.320]  橫向左橫向右
[00:13:27.320 --> 00:13:28.320]  有把聲音叫你
[00:13:28.320 --> 00:13:30.320]  你做這個決定
[00:13:30.320 --> 00:13:31.320]  你平平安安地去
[00:13:31.320 --> 00:13:32.320]  但可能有另一把聲音
[00:13:32.320 --> 00:13:34.320]  勒住你就是說
[00:13:34.320 --> 00:13:35.320]  會不會選擇另一個決定
[00:13:35.320 --> 00:13:36.320]  會不會更加好呢
[00:13:36.320 --> 00:13:37.320]  或者那個決定
[00:13:37.320 --> 00:13:39.320]  可能只是付上一些代價
[00:13:39.320 --> 00:13:41.320]  眼前的代價
[00:13:41.320 --> 00:13:43.320]  不要看太遠
[00:13:43.320 --> 00:13:45.320]  但如果聽錯聲音的時候
[00:13:45.320 --> 00:13:47.320]  其實就好像你開Google Map
[00:13:47.320 --> 00:13:49.320]  你選錯了一個地點
[00:13:49.320 --> 00:13:51.320]  就算你正在聽的聲音
[00:13:51.320 --> 00:13:55.320]  也會引導你去錯的方向
[00:13:55.320 --> 00:13:58.320]  剛剛有一隊日本的訪宣隊
[00:13:58.320 --> 00:14:00.320]  星期四才落機我們七人
[00:14:00.320 --> 00:14:02.320]  在團隊成員會分享
[00:14:02.320 --> 00:14:04.320]  這個團最大的得著是什麼
[00:14:04.320 --> 00:14:05.320]  我記得有一個團隊成員
[00:14:05.320 --> 00:14:06.320]  晚上就分享
[00:14:06.320 --> 00:14:07.320]  我在這個團隊裡面
[00:14:07.320 --> 00:14:08.320]  最感受到
[00:14:08.320 --> 00:14:10.320]  是經歷到那份愛
[00:14:10.320 --> 00:14:12.320]  他說這個愛的時候
[00:14:12.320 --> 00:14:13.320]  我就很留心
[00:14:13.320 --> 00:14:16.320]  就想起那麼多前書13章
[00:14:16.320 --> 00:14:19.320]  愛是不是沒有界線的呢
[00:14:19.320 --> 00:14:20.320]  愛是不喜歡不義
[00:14:20.320 --> 00:14:22.320]  只喜歡真理
[00:14:22.320 --> 00:14:24.320]  愛是不作別人害羞的事
[00:14:24.320 --> 00:14:27.320]  真正的愛是有界線的
[00:14:27.320 --> 00:14:29.320]  是保護一些重要的關係
[00:14:29.320 --> 00:14:32.320]  重要的事情
[00:14:32.320 --> 00:14:34.320]  第二就是設立界線
[00:14:34.320 --> 00:14:37.320]  就算當你聽到有聲音跟你說
[00:14:37.320 --> 00:14:38.320]  是有界線的時候
[00:14:38.320 --> 00:14:40.320]  但你自己會不會設立呢
[00:14:40.320 --> 00:14:43.320]  當時在創世紀2章3章的2至3節
[00:14:43.320 --> 00:14:44.320]  那裡夏娃說
[00:14:44.320 --> 00:14:45.320]  不可以摸
[00:14:45.320 --> 00:14:47.320]  但我們留心看回那段經文
[00:14:47.320 --> 00:14:49.320]  其實不可以摸
[00:14:49.320 --> 00:14:51.320]  是沒有出現過在上文裡
[00:14:51.320 --> 00:14:54.320]  只是說你不可以吃
[00:14:54.320 --> 00:14:57.320]  夏娃是多了
[00:14:57.320 --> 00:15:02.320]  經文增加減和修改
[00:15:02.320 --> 00:15:04.320]  這個都是人的意願
[00:15:04.320 --> 00:15:05.320]  不是出於神
[00:15:05.320 --> 00:15:07.320]  其實神從來沒有說過
[00:15:07.320 --> 00:15:10.320]  其實反映夏娃當時對界線已經模糊了
[00:15:10.320 --> 00:15:12.320]  她自己未能夠準確設立界線
[00:15:12.320 --> 00:15:14.320]  她好像搬龍門那條界線
[00:15:14.320 --> 00:15:16.320]  自己覺得怎樣就怎樣
[00:15:16.320 --> 00:15:18.320]  之前或歷代的時候
[00:15:18.320 --> 00:15:19.320]  都會有些聖經疑難
[00:15:19.320 --> 00:15:21.320]  問神是否先人
[00:15:21.320 --> 00:15:23.320]  為何會有分別善惡樹呢
[00:15:23.320 --> 00:15:26.320]  是否他們本身沒有聰明智慧
[00:15:26.320 --> 00:15:29.320]  完全是神開眼才有智慧呢
[00:15:29.320 --> 00:15:30.320]  其實不是
[00:15:30.320 --> 00:15:32.320]  他本身已經知道
[00:15:32.320 --> 00:15:35.320]  哪個是善哪個是惡
[00:15:35.320 --> 00:15:36.320]  你吃這棵樹的時候
[00:15:36.320 --> 00:15:38.320]  那就是惡
[00:15:38.320 --> 00:15:39.320]  所以對錯已經知道
[00:15:39.320 --> 00:15:40.320]  在這個時候
[00:15:40.320 --> 00:15:41.320]  其實是一個權力
[00:15:41.320 --> 00:15:43.320]  全息權的試探
[00:15:43.320 --> 00:15:45.320]  究竟這個世界上
[00:15:45.320 --> 00:15:49.320]  誰定義何謂直何謂曲
[00:15:49.320 --> 00:15:51.320]  如果是人類定義的話
[00:15:51.320 --> 00:15:54.320]  有時可能在淘寶買一個驗抄機
[00:15:54.320 --> 00:15:56.320]  驗抄機都是假的
[00:15:56.320 --> 00:15:58.320]  那怎能夠驗抄呢
[00:15:58.320 --> 00:15:59.320]  如果那條直線
[00:15:59.320 --> 00:16:01.320]  都是被人任意扭曲的話
[00:16:01.320 --> 00:16:03.320]  我說那條彎線就是直
[00:16:03.320 --> 00:16:06.320]  在當時其實就是挑戰人類
[00:16:06.320 --> 00:16:07.320]  你能不能夠接受
[00:16:07.320 --> 00:16:10.320]  不是你或哪一個權力群體
[00:16:10.320 --> 00:16:13.320]  去定義何謂直何謂曲
[00:16:13.320 --> 00:16:15.320]  不是哪一個人去定十戒
[00:16:15.320 --> 00:16:18.320]  只有真正公義善良智慧的上帝
[00:16:18.320 --> 00:16:21.320]  才能夠定為正直
[00:16:21.320 --> 00:16:23.320]  但可惜人類下壓
[00:16:23.320 --> 00:16:26.320]  當時說我不想要你去定
[00:16:26.320 --> 00:16:27.320]  誰為之善
[00:16:27.320 --> 00:16:29.320]  要我們自己人類
[00:16:29.320 --> 00:16:31.320]  自己決定何謂之善
[00:16:31.320 --> 00:16:33.320]  結果第一個罪惡
[00:16:33.320 --> 00:16:36.320]  就是在這裡產生
[00:16:36.320 --> 00:16:37.320]  當時剛才那個
[00:16:37.320 --> 00:16:39.320]  白青春那個律師的時候
[00:16:39.320 --> 00:16:42.320]  他在一件交通事件的時候
[00:16:42.320 --> 00:16:45.320]  在之前遇上一些爭執
[00:16:45.320 --> 00:16:47.320]  在與黃秋生的時候
[00:16:47.320 --> 00:16:50.320]  黃秋生就拿棍子打他
[00:16:50.320 --> 00:16:53.320]  但黃秋生的家屬就說
[00:16:53.320 --> 00:16:55.320]  你爛民來的
[00:16:55.320 --> 00:16:56.320]  如果你牽涉這些事件的時候
[00:16:56.320 --> 00:16:58.320]  會影響你的簽證
[00:16:58.320 --> 00:16:59.320]  不如你改口供吧
[00:16:59.320 --> 00:17:00.320]  你就改口供說
[00:17:00.320 --> 00:17:02.320]  黃秋生沒有打你
