
[00:00:00.000 --> 00:00:06.280]  好 各位收看直播的大型節目 大家好
[00:02:15.720 --> 00:02:18.720]  耶穌哭了 猶太人就說
[00:02:18.720 --> 00:02:20.720]  你看 祂多麼愛他
[00:02:20.720 --> 00:02:23.720]  其中有人說 祂既然開了萬人的眼睛
[00:02:23.720 --> 00:02:26.720]  難道不能叫這人不死嗎
[00:02:26.720 --> 00:02:30.720]  這是記載往後拉薩路復活之前的一段經文
[00:02:30.720 --> 00:02:32.720]  讓我們一同禱告
[00:02:32.720 --> 00:02:35.720]  七位恩主 多謝你讓我們今天能夠
[00:02:35.720 --> 00:02:39.720]  雖然我們暫時不能夠有實體的聚會和崇拜
[00:02:39.720 --> 00:02:42.720]  但透過網上我們仍然都有一同敬拜的機會
[00:02:42.720 --> 00:02:44.720]  我們獻上感恩
[00:02:44.720 --> 00:02:46.720]  求主藉著今天的經文
[00:02:46.720 --> 00:02:48.720]  讓我們一同學習和提醒
[00:02:48.720 --> 00:02:50.720]  沒錯 今天我們正面對一個充滿挑戰
[00:02:50.720 --> 00:02:53.720]  和很多苦困患難的世代
[00:02:53.720 --> 00:02:55.720]  求主讓我們 幫助我們
[00:02:55.720 --> 00:02:58.720]  雖然我們會感到悲傷 會感到難過
[00:02:58.720 --> 00:03:00.720]  但求主幫助我們
[00:03:00.720 --> 00:03:02.720]  讓我們在一個充滿苦困的世代裏
[00:03:02.720 --> 00:03:04.720]  懂得如何去回應
[00:03:04.720 --> 00:03:06.720]  如何能夠將悲傷化為力量
[00:03:06.720 --> 00:03:09.720]  能夠成為更多人的祝福 能夠成為更多人的幫助
[00:03:09.720 --> 00:03:11.720]  多謝主我們的禱告交託
[00:03:11.720 --> 00:03:14.720]  耶穌基督明治祈求 阿們
[00:03:15.720 --> 00:03:17.720]  各位朋友 各位電視姊妹
[00:03:17.720 --> 00:03:19.720]  我想問問大家的問題
[00:03:19.720 --> 00:03:23.720]  究竟你曾經為了什麼事情而感到悲傷呢?
[00:03:23.720 --> 00:03:28.720]  可能是 會不會是因為疾病呢?
[00:03:28.720 --> 00:03:31.720]  一說到疾病 我們難免會提到當下的疫情
[00:03:31.720 --> 00:03:34.720]  如果你有看新聞 你都會知道
[00:03:34.720 --> 00:03:36.720]  短短兩個星期 由七月頭到今天
[00:03:36.720 --> 00:03:41.720]  短短兩個星期已經有幾百宗確診個案
[00:03:41.720 --> 00:03:44.720]  而且大部分都是本地感染
[00:03:44.720 --> 00:03:47.720]  還有很多源頭不明的個案
[00:03:47.720 --> 00:03:52.720]  當你每天四點半坐在電視對著電視的時候
[00:03:52.720 --> 00:03:54.720]  你看衛生署的發佈會的時候
[00:03:54.720 --> 00:03:56.720]  你心裏面都很緊張
[00:03:56.720 --> 00:04:00.720]  很想知道今天會不會有更多確診的數字
[00:04:00.720 --> 00:04:02.720]  當你每一次看的時候
[00:04:02.720 --> 00:04:04.720]  當你看到數字不斷飆升的時候
[00:04:04.720 --> 00:04:06.720]  你心裏面都很難過
[00:04:06.720 --> 00:04:10.720]  難過的不單止是受病患的人難過
[00:04:10.720 --> 00:04:12.720]  你為了整個香港而難過
[00:04:12.720 --> 00:04:15.720]  可能為了你身邊的人而難過
[00:04:15.720 --> 00:04:18.720]  究竟今天這個疫情何時會過去
[00:04:18.720 --> 00:04:20.720]  由年初到現在
[00:04:20.720 --> 00:04:23.720]  我們不斷地都要面對一個疫情的威脅
[00:04:23.720 --> 00:04:28.720]  心裏面難免悲傷 心裏面難免難過
[00:04:28.720 --> 00:04:29.720]  我想有時不單止疾病
[00:04:29.720 --> 00:04:32.720]  有時我們都有機會面對死亡
[00:04:32.720 --> 00:04:35.720]  其實過去大半年裏面
[00:04:35.720 --> 00:04:37.720]  突然有時收到一些消息
[00:04:37.720 --> 00:04:42.720]  有一個弟兄四、五十歲正值壯年的時候
[00:04:42.720 --> 00:04:45.720]  突然在睡夢中去世
[00:04:45.720 --> 00:04:49.720]  也有不快一言突然去世
[00:04:49.720 --> 00:04:54.720]  死亡對我們來說好像離得很近
[00:04:54.720 --> 00:04:58.720]  可能這些事情隨時在你生命當中發生
[00:04:58.720 --> 00:05:00.720]  有時不單止是你自己經歷
[00:05:00.720 --> 00:05:02.720]  有時可能你看到你身邊的人
[00:05:02.720 --> 00:05:04.720]  你為了當有親人離世
[00:05:04.720 --> 00:05:07.720]  當你看到人在當中面對死亡的時候
[00:05:07.720 --> 00:05:10.720]  你心裏面有時都難免憂傷
[00:05:10.720 --> 00:05:12.720]  有時難免難過
[00:05:12.720 --> 00:05:16.720]  或者其他不同的遭遇
[00:05:16.720 --> 00:05:18.720]  可能特別是疫情裏面
[00:05:18.720 --> 00:05:19.720]  因為疫情的來臨
[00:05:19.720 --> 00:05:22.720]  令到經濟下滑的時間
[00:05:22.720 --> 00:05:24.720]  可能很多人面對失業
[00:05:24.720 --> 00:05:25.720]  可能不用失業的
[00:05:25.720 --> 00:05:27.720]  可能都要面對減薪
[00:05:27.720 --> 00:05:30.720]  或者在當中要放無薪假期的時候
[00:05:30.720 --> 00:05:34.720]  可能當中你的財務都會出現一些問題
[00:05:34.720 --> 00:05:37.720]  可能不單止財務上出現問題
[00:05:37.720 --> 00:05:40.720]  可能有時你有機會面對婚姻上的一些問題
[00:05:40.720 --> 00:05:42.720]  或者你教導子女相面
[00:05:42.720 --> 00:05:45.720]  可能你都會面對很多不同很多問題的時候
[00:05:45.720 --> 00:05:48.720]  因為你過去所面對的遭遇
[00:05:48.720 --> 00:05:50.720]  而感到很悲傷
[00:05:50.720 --> 00:05:55.720]  又或者可能你當下所面對的處境
[00:05:55.720 --> 00:05:58.720]  7月1日國安法在當中去實施的時間
[00:05:58.720 --> 00:06:01.720]  無論你今天贊成也好反對也好
[00:06:01.720 --> 00:06:06.720]  都相信將來的社會裏面都會帶來很多很多的衝擊
[00:06:06.720 --> 00:06:10.720]  接下來究竟整個香港會發生甚麼事情
[00:06:10.720 --> 00:06:12.720]  我們不知道
[00:06:12.720 --> 00:06:15.720]  我們很擔心我們很憂慮我們很難過
[00:06:15.720 --> 00:06:17.720]  無論你今天面對疾病也好
[00:06:17.720 --> 00:06:19.720]  你面對死亡的威脅也好
[00:06:19.720 --> 00:06:21.720]  你面對你不同的際遇也好
[00:06:21.720 --> 00:06:23.720]  又或者面對當下的處境也好
[00:06:23.720 --> 00:06:26.720]  我們會有憂傷的心
[00:06:26.720 --> 00:06:29.720]  但今日第一節我很想跟大家說的時候
[00:06:29.720 --> 00:06:33.720]  其實聖經裏面有一個很重要的英文去告訴你
[00:06:33.720 --> 00:06:35.720]  在詩篇詩人這樣去說
[00:06:35.720 --> 00:06:38.720]  他說上帝所要的祭就是憂傷的靈
[00:06:38.720 --> 00:06:41.720]  上帝也說憂傷痛悔的心
[00:06:41.720 --> 00:06:44.720]  你必不輕按
[00:06:44.720 --> 00:06:48.720]  關於第一節無論今天你生命所面對的境遇
[00:06:48.720 --> 00:06:50.720]  令你有多憂傷也好
[00:06:50.720 --> 00:06:53.720]  讓我們再次回到上帝的裏面
[00:06:53.720 --> 00:06:56.720]  上帝說憂傷痛悔的心
[00:06:56.720 --> 00:06:59.720]  他必不輕按
[00:06:59.720 --> 00:07:04.720]  唯有當我們願意走進上帝的懷抱裏面
[00:07:04.720 --> 00:07:07.720]  我們去經歷從上帝而來的安慰的時間
[00:07:07.720 --> 00:07:11.720]  我們才能夠再一次重新得到一份力量
[00:07:11.720 --> 00:07:15.720]  得到這份力量不是否定我們的憂傷
[00:07:15.720 --> 00:07:18.720]  我們每個人都會有憂傷
[00:07:18.720 --> 00:07:20.720]  這都是我們生命裏面的經歷
[00:07:20.720 --> 00:07:22.720]  正正就是我們經歷過
[00:07:22.720 --> 00:07:25.720]  我們才更懂得如何去安慰那些
[00:07:25.720 --> 00:07:27.720]  同樣面對憂傷和受苦的人
[00:07:27.720 --> 00:07:31.720]  今天我們如何能夠將悲傷化為力量
[00:07:31.720 --> 00:07:33.720]  我們需要做三件事
[00:07:33.720 --> 00:07:38.720]  第一件事我們要承認我們都是一個罪人
[00:07:38.720 --> 00:07:41.720]  我們都有犯罪得罪上帝的地方
[00:07:41.720 --> 00:07:44.720]  今天我們所面對不同的挑戰和患
[00:07:44.720 --> 00:07:47.720]  其實我們是否願意回到上帝裏面
[00:07:47.720 --> 00:07:49.720]  我們尋求上帝的寬恕
[00:07:49.720 --> 00:07:51.720]  尋求上帝的憐憫
[00:07:51.720 --> 00:07:55.720]  第二就是你要投靠那位賜給我們力量的神
[00:07:55.720 --> 00:07:58.720]  今天當我們面對生命裏面的禍患的時候
[00:07:58.720 --> 00:08:01.720]  我們發覺人真的很渺小
[00:08:01.720 --> 00:08:04.720]  面對新老病逝我們很多事情都掌握不了
[00:08:04.720 --> 00:08:06.720]  我們面對這些事情
[00:08:06.720 --> 00:08:08.720]  我們有什麼可以何誇
[00:08:08.720 --> 00:08:10.720]  你可以做的是什麼
[00:08:10.720 --> 00:08:13.720]  你可以做的就是回到上帝的裏面
[00:08:13.720 --> 00:08:16.720]  讓祂的安慰淋到你生命裏面
[00:08:16.720 --> 00:08:17.720]  賜給你力量
[00:08:17.720 --> 00:08:19.720]  讓你經歷這份安慰
[00:08:19.720 --> 00:08:22.720]  讓你帶著力量在當中繼續面對
[00:08:22.720 --> 00:08:26.720]  一個我們無法預計得到的明天
[00:08:26.720 --> 00:08:28.720]  另外更加重要的是
[00:08:28.720 --> 00:08:30.720]  今天我們如何能夠將悲傷化為力量
[00:08:30.720 --> 00:08:34.720]  其實取決於今天的回應是什麼
[00:08:34.720 --> 00:08:37.720]  沒錯,我們可以經歷從上帝而來的安慰
[00:08:37.720 --> 00:08:38.720]  但是同一時間
[00:08:38.720 --> 00:08:40.720]  當你經歷這些安慰的時候
[00:08:40.720 --> 00:08:43.720]  不是只為了自己的好處
[00:08:43.720 --> 00:08:47.720]  是讓你能夠安慰那些同樣都面對禍患
[00:08:47.720 --> 00:08:50.720]  面對患難和正在受苦的人
[00:08:50.720 --> 00:08:54.720]  是讓你要帶著祝福去祝福他們
[00:08:54.720 --> 00:08:56.720]  讓他們同樣能夠經歷到
[00:08:56.720 --> 00:08:58.720]  一份從上帝而來的安慰和愛
[00:08:58.720 --> 00:09:01.720]  讓我們看看經文
[00:09:01.720 --> 00:09:03.720]  第二篇八福我們很熟悉的
[00:09:03.720 --> 00:09:05.720]  經文裏面這樣形容
[00:09:05.720 --> 00:09:07.720]  哀動的人有福了
[00:09:07.720 --> 00:09:10.720]  因為他們必得安慰
[00:09:10.720 --> 00:09:13.720]  究竟什麼叫哀動
[00:09:13.720 --> 00:09:16.720]  在原文裏面有兩個意思
[00:09:16.720 --> 00:09:20.720]  哀動是為了你自己的罪而哀動
[00:09:20.720 --> 00:09:24.720]  另一個就是為了世界的罪而哀動
[00:09:24.720 --> 00:09:26.720]  這份哀動不單是說你的際遇
[00:09:26.720 --> 00:09:28.720]  你所面對的事情
[00:09:28.720 --> 00:09:31.720]  可能是不好的,令你很傷心很難過
[00:09:31.720 --> 00:09:34.720]  是為了我們今天生命的罪
[00:09:34.720 --> 00:09:36.720]  為了我們生命裏面得罪上帝的地方
[00:09:36.720 --> 00:09:40.720]  甚至這個世界得罪上帝的地方而哀動
[00:09:40.720 --> 00:09:44.720]  今天我們經常說天災人禍
[00:09:44.720 --> 00:09:46.720]  究竟很多時候
[00:09:46.720 --> 00:09:50.720]  有些事情究竟是天災還是人禍
[00:09:50.720 --> 00:09:55.720]  是不是有些地方我們都要去承擔一些責任
[00:09:55.720 --> 00:09:58.720]  當我們說到疫情的時候
[00:09:58.720 --> 00:10:02.720]  有很多專家形容是因為人在當中去吃野味
[00:10:02.720 --> 00:10:07.720]  可能就帶來一個病毒的入侵
[00:10:07.720 --> 00:10:10.720]  究竟是天災還是人禍
[00:10:10.720 --> 00:10:16.720]  當我們看到很多的颱風、下雨、水災的時候
[00:10:16.720 --> 00:10:18.720]  我們覺得一定是天災
[00:10:18.720 --> 00:10:20.720]  但我們有沒有想過
[00:10:20.720 --> 00:10:24.720]  很多時候都是人對地球之餘的那份掠奪
[00:10:24.720 --> 00:10:29.720]  另外我們更加明顯看到人禍的時候
[00:10:29.720 --> 00:10:31.720]  很多種族的歧視
[00:10:31.720 --> 00:10:35.720]  你看美國的種族歧視的情況
[00:10:35.720 --> 00:10:38.720]  又或者你看很多不同的國家
[00:10:38.720 --> 00:10:41.720]  很多宗教的迫害的情況
[00:10:41.720 --> 00:10:48.720]  我們看到我們真的需要為了人的罪而哀動
[00:10:48.720 --> 00:10:51.720]  但這份哀動不單止看到別人的罪
[00:10:51.720 --> 00:10:53.720]  有沒有看到自己
[00:10:53.720 --> 00:10:57.720]  其實你自己的生命裡都是一個罪人
[00:10:57.720 --> 00:11:01.720]  你都是一個得罪上帝的人
[00:11:01.720 --> 00:11:04.720]  你有沒有為了你生命所犯的罪
[00:11:04.720 --> 00:11:06.720]  得罪上帝的地方
[00:11:06.720 --> 00:11:09.720]  而感到憂傷難過
[00:11:09.720 --> 00:11:11.720]  去回到上帝的裡面
[00:11:11.720 --> 00:11:13.720]  去尋求上帝的寬恕
[00:11:13.720 --> 00:11:15.720]  所以在登山部分
[00:11:15.720 --> 00:11:17.720]  當說到「百福之先」
[00:11:17.720 --> 00:11:20.720]  有一個更加重要的提醒就是
[00:11:20.720 --> 00:11:23.720]  從那時候耶穌開始宣講
[00:11:23.720 --> 00:11:26.720]  祂說你們要悔改
[00:11:26.720 --> 00:11:29.720]  因為天國近了
[00:11:29.720 --> 00:11:31.720]  因為天國近了
[00:11:31.720 --> 00:11:33.720]  所以我們要去悔改
[00:11:33.720 --> 00:11:38.720]  悔改是成為了一個最重要的關鍵
[00:11:38.720 --> 00:11:42.720]  當我們面對很多生命的挑戰、壓迫、患難的時候
[00:11:42.720 --> 00:11:44.720]  我們不是要去指責
[00:11:44.720 --> 00:11:47.720]  我們不是要去說人的不是
[00:11:47.720 --> 00:11:49.720]  而是當我們要回到上帝的裡面
[00:11:49.720 --> 00:11:52.720]  去尋求上帝的寬恕和憐憫
[00:11:52.720 --> 00:11:56.720]  是承認我們都是得罪上帝的一群人
[00:11:56.720 --> 00:12:00.720]  願上帝的寬恕和憐憫要臨到這個世代當中
[00:12:00.720 --> 00:12:03.720]  所以歷代治下第七章說得很好
[00:12:03.720 --> 00:12:12.720]  「或稱為我名下的子民,若是謙卑自己禱告尋求我的面,轉離他們的惡行。」
[00:12:12.720 --> 00:12:16.720]  是要轉離我們所犯的惡行
[00:12:16.720 --> 00:12:20.720]  讓我們真的要歸回上帝的當中
[00:12:20.720 --> 00:12:27.720]  「我必從天上垂釘,赦免他們的罪,醫治他們的地。」
[00:12:27.720 --> 00:12:34.720]  首先,我們面對一個充滿罪惡的世代
[00:12:34.720 --> 00:12:38.720]  我們為了自己的罪,為了世界的罪而哀悼的時候
[00:12:38.720 --> 00:12:41.720]  我們是否願意回到上帝的當中
[00:12:41.720 --> 00:12:45.720]  尋求上帝的寬恕,尋求上帝的憐憫
[00:12:45.720 --> 00:12:47.720]  當我們願意這樣做的時候
[00:12:47.720 --> 00:12:49.720]  我們才能夠踏出第一步
[00:12:49.720 --> 00:12:55.720]  在悲傷的當中,能夠從上帝的當中重燃那份力量
[00:12:55.720 --> 00:12:58.720]  去面對一個充滿挑戰的世代
[00:12:58.720 --> 00:13:04.720]  第二,我們要去投靠那位賜給我們力量的神
[00:13:04.720 --> 00:13:10.720]  「哀悼的人有福,因為他們必得安慰。」
[00:13:10.720 --> 00:13:13.720]  有個英文翻譯版,The Message的翻譯
[00:13:13.720 --> 00:13:17.720]  「You are blessed when you feel you are lost. What is most dear to you?」
[00:13:17.720 --> 00:13:22.720]  他說你感到難過,因為你失去一些你覺得很重要的東西
[00:13:22.720 --> 00:13:27.720]  但同一時間,你應該要感到被祝福
[00:13:27.720 --> 00:13:33.720]  「Only then can you be embraced by the one most dear to you」
[00:13:33.720 --> 00:13:38.720]  他說正正你為著你所失去的意義而難過的時候
[00:13:38.720 --> 00:13:42.720]  同一時間你就感受到一樣更加重要
[00:13:42.720 --> 00:13:47.720]  你心裡最寶貴的耶穌基督
[00:13:47.720 --> 00:13:53.720]  成為你生命的安慰,就像擁抱著你的一樣
[00:13:53.720 --> 00:13:58.720]  沒錯,我們面對處境,面對人生命的罪,我們會感到難過
[00:13:58.720 --> 00:14:02.720]  我們覺得我們失去了很多很多的東西
[00:14:02.720 --> 00:14:06.720]  但同一時間,當你願意回到耶穌基督的懷抱當中
[00:14:06.720 --> 00:14:11.720]  你所感受到的安慰,你所感受到的力量
[00:14:11.720 --> 00:14:15.720]  是你從來都沒有感受過
[00:14:15.720 --> 00:14:22.720]  祂能夠帶給你真正的安慰力量,讓你去面對明天
[00:14:22.720 --> 00:14:27.720]  有位作者叫楊肥,是一位很暢銷寫書的作者
[00:14:27.720 --> 00:14:29.720]  Philip Yancey
[00:14:29.720 --> 00:14:32.720]  他說了一句很重要的話
[00:14:32.720 --> 00:14:39.720]  「耶穌來並非為苦難去辯解,或者除去苦難」
[00:14:39.720 --> 00:14:42.720]  你知道嗎?有時當我們面對一個苦難的世代
[00:14:42.720 --> 00:14:44.720]  面對很多不同的處境的時候
[00:14:44.720 --> 00:14:47.720]  我們很容易問的一個問題就是
[00:14:47.720 --> 00:14:49.720]  為什麼要我去面對這個苦難?
[00:14:49.720 --> 00:14:52.720]  為什麼要讓我去面對當下的處境?
[00:14:52.720 --> 00:14:57.720]  或者你可不可以幫我去拯救這些苦難?
[00:14:57.720 --> 00:15:04.720]  我想這些感覺、這些期望是人之常情
[00:15:04.720 --> 00:15:08.720]  或者有時我們根本找不到一個答案
[00:15:08.720 --> 00:15:13.720]  但當我們真正回到耶穌基督裡面的時候
[00:15:13.720 --> 00:15:17.720]  你所經歷的不是要找一個苦難的答案
[00:15:17.720 --> 00:15:22.720]  而是要經歷耶穌基督的同在
[00:15:22.720 --> 00:15:29.720]  所以他說:耶穌來並非為苦難辯解,或者除去苦難
[00:15:29.720 --> 00:15:33.720]  祂來的是要以自己的臨在注滿去苦難
[00:15:33.720 --> 00:15:39.720]  祂來的是要與你同在
[00:15:39.720 --> 00:15:42.720]  與你去同走生命的困境
[00:15:42.720 --> 00:15:47.720]  有時我們在苦難的時候經常問:上帝你在哪裡?
[00:15:47.720 --> 00:15:51.720]  今天就要告訴你:我就在當中
[00:15:51.720 --> 00:15:53.720]  當你願意的時候
[00:15:53.720 --> 00:15:58.720]  你就能夠經歷到一份與你同在的安慰和平安
[00:15:58.720 --> 00:16:02.720]  各位兄弟姐妹,今天你願意嗎?
[00:16:02.720 --> 00:16:06.720]  在《鐵達羅尼加》後書第二章提醒我們
[00:16:06.720 --> 00:16:10.720]  他說:願我們的主耶穌基督自己和冷愛我們
[00:16:10.720 --> 00:16:18.720]  可以將一些永遠的安慰和美好的盼望賜給我們的父上
[00:16:18.720 --> 00:16:24.720]  安慰你們的心,並且在一切善行和善言上要兼顧你們
[00:16:24.720 --> 00:16:26.720]  有三件很重要的事我們要留意
[00:16:26.720 --> 00:16:31.720]  耶穌基督很願意將那份安慰作為一份永遠的安慰
[00:16:31.720 --> 00:16:34.720]  和一份盼望放在我們心中
[00:16:34.720 --> 00:16:40.720]  今天我們可以悲傷,我們可以難過,但不能夠失去那份盼望
[00:16:40.720 --> 00:16:45.720]  我們如何能夠得到一份力量,如何能夠得到盼望?
[00:16:45.720 --> 00:16:50.720]  我們要在基督裡面經歷一份從他們而來的安慰
[00:16:50.720 --> 00:16:54.720]  另外更重要的是,祂不是讓你經歷這份安慰
[00:16:54.720 --> 00:17:00.720]  並且在一切善行善言的裡面,祂就要兼顧你
[00:17:00.720 --> 00:17:04.720]  言下之就是,當你經歷一份從上帝而來的安慰和盼望的時候
[00:17:04.720 --> 00:17:10.720]  是要用你的生命,用你的行為去祝福更多的人
[00:17:10.720 --> 00:17:14.720]  今天我們如何能夠將悲傷化為力量
[00:17:14.720 --> 00:17:17.720]  取決於我們今天的回應是什麼
[00:17:17.720 --> 00:17:20.720]  當你能夠經歷一份從上帝而來的安慰的時候
[00:17:20.720 --> 00:17:24.720]  你能夠得到一份力量,得到一份力量用來做什麼?
[00:17:24.720 --> 00:17:29.720]  祂就要讓你去安慰那些正在受苦的人
[00:17:29.720 --> 00:17:37.720]  領教妹,在這個世代裡面,我們見到很多正在受苦的人
[00:17:37.720 --> 00:17:42.720]  無論有多少實際的需要,或者心靈的需要
[00:17:42.720 --> 00:17:48.720]  今天我們如何看待這些同樣正在受苦的人
[00:17:48.720 --> 00:17:52.720]  所以引用了另一段經文,就是《約翰福音》第十一章
[00:17:52.720 --> 00:17:56.720]  就是拉薩路復活的一段經文
[00:17:56.720 --> 00:18:04.720]  當耶穌趕去想見馬尼亞和拉薩路的一家
[00:18:04.720 --> 00:18:08.720]  可能因為這些事情,祂來晚了幾天
[00:18:08.720 --> 00:18:12.720]  來到的時候,拉薩路死了
[00:18:12.720 --> 00:18:16.720]  祂兩位的姐姐很憂傷、很難過
[00:18:16.720 --> 00:18:22.720]  經文裡形容不單止拉薩路的家人很難過
[00:18:22.720 --> 00:18:26.720]  經文裡形容是耶穌哭了
[00:18:26.720 --> 00:18:30.720]  我不知道如何理解耶穌哭了
[00:18:30.720 --> 00:18:35.720]  其實耶穌應該很清楚知道在稍後的時間
[00:18:35.720 --> 00:18:39.720]  祂就能夠將拉薩路起死回生
[00:18:39.720 --> 00:18:42.720]  祂明知道一定會這樣發生
[00:18:42.720 --> 00:18:45.720]  為什麼祂仍然要哭了?
[00:18:45.720 --> 00:18:49.720]  因為當下耶穌所看見的
[00:18:49.720 --> 00:18:53.720]  不只是看到接下來會發生什麼事情
[00:18:53.720 --> 00:18:59.720]  祂是嘗試進入一些受苦的人的心情裡
[00:18:59.720 --> 00:19:05.720]  祂願意與同樣受苦、面對患難的人同哭
[00:19:05.720 --> 00:19:11.720]  耶穌基督的行動對你來說帶來什麼啟迪?
[00:19:11.720 --> 00:19:16.720]  今天當我們面對一個充滿患難的世代
[00:19:16.720 --> 00:19:20.720]  當耶穌說哀動叫人游福
[00:19:20.720 --> 00:19:25.720]  我們為了自己的罪、為了世界的罪難過的時候
[00:19:25.720 --> 00:19:29.720]  我們願意悔改,上帝的安慰就要臨到
[00:19:29.720 --> 00:19:33.720]  當你能夠經歷這份安慰,我們要做什麼?
[00:19:33.720 --> 00:19:36.720]  當你帶著這份安慰的時候
[00:19:36.720 --> 00:19:43.720]  你同樣要祝福這個世代面對受苦的一群人
[00:19:43.720 --> 00:19:52.720]  我相信BNO讓人有機會去到英國
[00:19:52.720 --> 00:19:56.720]  或者有些渠道可以取得公民的身分
[00:19:56.720 --> 00:19:58.720]  我相信不是什麼新鮮的事情
[00:19:58.720 --> 00:20:01.720]  我相信很多朋友、大型節目都知道
[00:20:01.720 --> 00:20:07.720]  我相信你身邊很多人都已經在談論移民的問題
[00:20:07.720 --> 00:20:15.720]  甚至有些人說移民潮是九七之後的第二個很大的移民潮
[00:20:15.720 --> 00:20:18.720]  很多人都會選擇在當中離開
[00:20:18.720 --> 00:20:24.720]  移民成為了今天我們經常談論的話題
[00:20:24.720 --> 00:20:32.720]  可能你自己也會想,究竟你選擇留下,還是選擇離開?
[00:20:32.720 --> 00:20:36.720]  我們可以有很多不同的理解,我們可能有不同的意見
[00:20:36.720 --> 00:20:41.720]  但是今天無論選擇留下,還是選擇離開
[00:20:41.720 --> 00:20:46.720]  這個從來都不是一個對錯的問題
[00:20:46.720 --> 00:20:51.720]  我再說一次,今天你選擇留下,或者你選擇離開
[00:20:51.720 --> 00:20:55.720]  這個從來都不是一個對錯的問題
[00:20:55.720 --> 00:21:01.720]  每個人都有選擇過更好生活的自由
[00:21:01.720 --> 00:21:05.720]  有一個免於恐懼的自由
[00:21:05.720 --> 00:21:10.720]  這份自由是人人都應該去尊重
[00:21:10.720 --> 00:21:18.720]  我不知道你有沒有嘗試代入一些想移民的人,或者家庭的心境去看
[00:21:18.720 --> 00:21:24.720]  有時當我要選擇這件事的時候,他們有時都感覺到很無奈
[00:21:24.720 --> 00:21:28.720]  可能他們對於未來的香港,他們覺得沒甚麼信心
[00:21:28.720 --> 00:21:34.720]  無論今天選擇留下也好,選擇移民也好
[00:21:34.720 --> 00:21:41.720]  或者我們都是帶著一個無奈的心情,一個悲傷的心情
[00:21:41.720 --> 00:21:46.720]  當我們漢建達的姐妹最終選擇要離開的時候
[00:21:46.720 --> 00:21:53.720]  今天我們沒有權,或者沒有資格去評論
[00:21:53.720 --> 00:21:55.720]  究竟這個選擇是對還是錯
[00:21:55.720 --> 00:22:01.720]  我們可以做的時候,我們嘗試代入他們的處境,代入他們的心情
[00:22:01.720 --> 00:22:07.720]  無論他做了一個甚麼選擇,讓我們都帶著一個祝福的心
