
[00:00:00.000 --> 00:00:03.480]  各位兄弟姐妹,新年快樂
[00:04:20.080 --> 00:04:21.680]  帶來合理化
[00:04:21.680 --> 00:04:24.280]  信徒不再毀身侍奉
[00:04:24.280 --> 00:04:29.080]  他們只是成了消費宗教的人
[00:04:29.080 --> 00:04:30.880]  我想特別是在現在
[00:04:30.880 --> 00:04:32.680]  現代的社會
[00:04:32.680 --> 00:04:34.680]  其實有時候都來得很普遍
[00:04:34.680 --> 00:04:36.680]  今天我們回教會的心態
[00:04:36.680 --> 00:04:40.880]  就是滿足一些我們回來教會的一些喜好
[00:04:40.880 --> 00:04:43.680]  回來當中我們又一起唱詩歌
[00:04:43.680 --> 00:04:45.880]  一起聽到滿足一些
[00:04:45.880 --> 00:04:48.680]  我很想在宗教得著的一些滿足
[00:04:48.680 --> 00:04:50.480]  但是你要說毀身嗎
[00:04:50.480 --> 00:04:51.480]  你要說服侍嗎
[00:04:51.480 --> 00:04:52.880]  對不起了
[00:04:52.880 --> 00:04:54.680]  我不需要
[00:04:54.680 --> 00:04:58.880]  但是今天上帝要差派人進入世間的時間
[00:04:58.880 --> 00:05:02.080]  不是要成為一個領受宗教服務的人
[00:05:02.080 --> 00:05:05.680]  是要讓我們學習如何成為主的門徒
[00:05:05.680 --> 00:05:09.080]  什麼叫做主的門徒
[00:05:09.080 --> 00:05:11.480]  在近代德國有個神學家叫潘霍華
[00:05:11.480 --> 00:05:12.480]  我相信有些人都知道
[00:05:12.480 --> 00:05:15.680]  特別在二次世界大戰的德國裏面
[00:05:15.680 --> 00:05:17.880]  他講了一句很經典的說話
[00:05:17.880 --> 00:05:19.880]  他說當耶穌要呼召一個人的時間
[00:05:19.880 --> 00:05:23.680]  他是召他來為他死
[00:05:23.680 --> 00:05:27.080]  可能你都聽過這句話
[00:05:27.080 --> 00:05:29.680]  可能心裏面有沒有這麼誇張
[00:05:29.680 --> 00:05:33.080]  當中要上帝呼召人去死
[00:05:33.080 --> 00:05:34.680]  當然你要了解潘霍華的神學
[00:05:34.680 --> 00:05:36.880]  你當然要了解他在當時德國
[00:05:36.880 --> 00:05:39.480]  二次世界大戰的背景是什麼
[00:05:39.480 --> 00:05:40.880]  詳細不說
[00:05:40.880 --> 00:05:43.680]  簡單來說他講死不是說肉身的死
[00:05:43.680 --> 00:05:45.680]  不是每個人都要信
[00:05:45.680 --> 00:05:49.680]  是說今天當上帝要呼召一個人的時間
[00:05:49.680 --> 00:05:52.680]  有時候信耶穌不是一件簡單的事情
[00:05:52.680 --> 00:05:54.680]  甚至乎要負上代價
[00:05:54.680 --> 00:05:59.680]  他講了死你是否願意負代價
[00:05:59.680 --> 00:06:01.680]  負什麼代價
[00:06:01.680 --> 00:06:04.680]  就是你不去隨從這個世界的價值觀
[00:06:04.680 --> 00:06:07.280]  甚至乎你要去抗衡世界的價值觀
[00:06:07.280 --> 00:06:09.680]  在當中可能你有虧損
[00:06:10.680 --> 00:06:14.680]  今天的問題是你是否願意為主去負上代價
[00:06:14.680 --> 00:06:18.680]  你要和人傳福音可能你會被拒絕
[00:06:18.680 --> 00:06:19.680]  今天可能花了一點時間
[00:06:19.680 --> 00:06:22.680]  本來可以和人吃喝玩樂
[00:06:22.680 --> 00:06:25.680]  但今天你要選擇回來教會聽我講道
[00:06:25.680 --> 00:06:28.680]  可能這都是你生命要負的代價
[00:06:28.680 --> 00:06:30.680]  我們每個人都要問我們一個問題
[00:06:30.680 --> 00:06:32.680]  特別今時今日我們經常都說
[00:06:32.680 --> 00:06:35.680]  我們今天面對一個艱難挑戰的年代
[00:06:35.680 --> 00:06:39.480]  越艱難的年代我們就要負上更大的代價
[00:06:39.480 --> 00:06:41.280]  我們今天都要問一問自己
[00:06:41.280 --> 00:06:43.280]  我們說信耶穌
[00:06:43.280 --> 00:06:49.280]  你是否願意為信耶穌而甘願負上一些代價
[00:06:49.280 --> 00:06:53.280]  彼得他自己生命裏面
[00:06:53.280 --> 00:06:56.280]  因為跟從耶穌他經歷了很多事情
[00:06:56.280 --> 00:06:59.280]  他生命裏面經歷了一個最重要被拆毀的時間
[00:06:59.280 --> 00:07:01.280]  就是他三次不認主
[00:07:01.280 --> 00:07:04.280]  但非常有趣的地方就是
[00:07:04.280 --> 00:07:06.280]  沒錯他是三次不認主
[00:07:06.280 --> 00:07:11.080]  但在和諧劇裏面耶穌再三次要建立彼得
[00:07:11.080 --> 00:07:13.080]  透過什麼場景去建立彼得
[00:07:13.080 --> 00:07:14.080]  大家還記不記得
[00:07:14.080 --> 00:07:16.080]  耶穌問彼得什麼
[00:07:16.080 --> 00:07:21.080]  你愛我比這些更深
[00:07:21.080 --> 00:07:25.080]  彼得三次很肯定地向耶穌表達
[00:07:25.080 --> 00:07:28.080]  你知道我是愛你
[00:07:28.080 --> 00:07:33.080]  三次失敗的經歷換來三次的重建
[00:07:33.080 --> 00:07:35.080]  我們如何面對生命的重建
[00:07:35.080 --> 00:07:37.080]  第一你要謹慎警醒
[00:07:37.080 --> 00:07:40.080]  因為你面對一個充滿挑戰的世代
[00:07:40.080 --> 00:07:42.080]  如果我們不謹慎不警醒
[00:07:42.080 --> 00:07:45.080]  就好像被世界的熊套所吞噬一樣
[00:07:45.080 --> 00:07:47.080]  第二就不要懶成
[00:07:47.080 --> 00:07:51.080]  不要認為你自己很聰明很聰明
[00:07:51.080 --> 00:07:52.080]  能夠去面對所有的事情
[00:07:52.080 --> 00:07:55.080]  其實你和我都是一班軟弱的罪人
[00:07:55.080 --> 00:07:59.080]  我們是罪人但我們卻是一班蒙恩的罪人
[00:07:59.080 --> 00:08:01.080]  你如何謙卑在上帝面前
[00:08:01.080 --> 00:08:03.080]  求上帝讓你有能力去面對這個世界
[00:08:03.080 --> 00:08:08.080]  第三就是我們今天不是活在一人的信徒
[00:08:08.080 --> 00:08:11.080]  我們今天是一個信仰的群體
[00:08:11.080 --> 00:08:13.080]  你能夠成為旁邊的一個幫助
[00:08:13.080 --> 00:08:14.080]  成為旁邊的一個提醒
[00:08:14.080 --> 00:08:18.080]  相反他也有責任幫助你和提醒你
[00:08:18.080 --> 00:08:20.080]  這也是上帝要建立教會
[00:08:20.080 --> 00:08:23.080]  其中一個很重要的目的和原因
[00:08:23.080 --> 00:08:25.080]  否則我們每個人回家
[00:08:25.080 --> 00:08:26.080]  自己看網上崇拜就行了
[00:08:26.080 --> 00:08:28.080]  何必回來呢
[00:08:28.080 --> 00:08:30.080]  回來的意思就是我們要在弟兄姊妹之間
[00:08:30.080 --> 00:08:33.080]  那份彼此建立的關係
[00:08:33.080 --> 00:08:35.080]  進入到經文
[00:08:35.080 --> 00:08:36.080]  經文說了什麼
[00:08:36.080 --> 00:08:38.080]  主猶說西門西門真是彼得
[00:08:38.080 --> 00:08:39.080]  撒旦要得罪你
[00:08:39.080 --> 00:08:40.080]  如何得罪你
[00:08:40.080 --> 00:08:43.080]  好西你們像西物質的一樣
[00:08:43.080 --> 00:08:46.080]  第一次問你有沒有煮過菜
[00:08:46.080 --> 00:08:48.080]  你懂不懂得用個西
[00:08:48.080 --> 00:08:49.080]  西是怎樣的
[00:08:49.080 --> 00:08:51.080]  是這樣搖的
[00:08:51.080 --> 00:08:57.080]  結果那些又小又小的東西就被人篩了出來
[00:08:57.080 --> 00:09:01.080]  唯有那些又堅壯又實證的就留在西那裡
[00:09:01.080 --> 00:09:03.080]  他就說了一個這樣的意思
[00:09:03.080 --> 00:09:08.080]  撒旦就好像將我們那些又瘦又弱又不行的篩走出來
[00:09:08.080 --> 00:09:13.080]  唯有那些堅壯的才能夠留下
[00:09:13.080 --> 00:09:15.080]  在一個英文的法文叫做Message
[00:09:15.080 --> 00:09:17.080]  他形容什麼叫篩走你
[00:09:17.080 --> 00:09:20.080]  就是Separate all of you from me from 耶穌
[00:09:20.080 --> 00:09:24.080]  就是將你和耶穌分隔
[00:09:24.080 --> 00:09:27.080]  當你的生命你覺得你不需要耶穌
[00:09:27.080 --> 00:09:30.080]  當你的生命和耶穌的關係隔絕的時候
[00:09:30.080 --> 00:09:32.080]  你就是被篩了出來
[00:09:32.080 --> 00:09:36.080]  今天你和上帝和耶穌的關係是什麼
[00:09:36.080 --> 00:09:42.080]  究竟在世代裡面有什麼令你和耶穌當中的關係分隔
[00:09:42.080 --> 00:09:47.080]  大概在上帝的時間有一個機構在北美做了一個調查
[00:09:47.080 --> 00:09:51.080]  他說現代人面對十大試探是什麼
[00:09:51.080 --> 00:09:56.080]  大家看看究竟這十大試探有沒有中了一兩個
[00:09:56.080 --> 00:09:58.080]  大家是不是很緊張
[00:09:58.080 --> 00:10:02.080]  你猜猜第一這個也是北美的調查
[00:10:02.080 --> 00:10:06.080]  你知不知道第一個最大的試探是什麼
[00:10:06.080 --> 00:10:10.080]  可能你沒有想過但也很真實
[00:10:10.080 --> 00:10:13.080]  就是吃得太多
[00:10:13.080 --> 00:10:19.080]  貪吃有時也是一個試探
[00:10:19.080 --> 00:10:23.080]  第二個知不知道是什麼
[00:10:23.080 --> 00:10:26.080]  亂花錢
[00:10:26.080 --> 00:10:29.080]  今天北美的社會或者香港的社會
[00:10:29.080 --> 00:10:32.080]  我們相對比較物質富裕
[00:10:32.080 --> 00:10:35.080]  我們不節制的時候
[00:10:35.080 --> 00:10:38.080]  其實也很容易成為試探的其中一員
[00:10:38.080 --> 00:10:40.080]  還有什麼
[00:10:40.080 --> 00:10:43.080]  懶惰 懶得掣
[00:10:43.080 --> 00:10:46.080]  浪費時間在太多電子媒體上
[00:10:46.080 --> 00:10:51.080]  特別近十年來電子媒體發展得非常快
[00:10:51.080 --> 00:10:55.080]  今天我們很多時候瀏覽電子媒體
[00:10:55.080 --> 00:10:56.080]  特別是手機的
[00:10:56.080 --> 00:11:00.080]  其實我相信絕大部分時間不是和工作有關
[00:11:00.080 --> 00:11:02.080]  其實你很簡單看到
[00:11:02.080 --> 00:11:04.080]  你上地鐵的時候
[00:11:04.080 --> 00:11:07.080]  你看見十個有九個都是低頭
[00:11:07.080 --> 00:11:10.080]  很多人在文章裏面評論
[00:11:10.080 --> 00:11:15.080]  現在的電子媒體是反映了隔人與人之間的關係
[00:11:15.080 --> 00:11:17.080]  好像很近
[00:11:17.080 --> 00:11:19.080]  但關係是離得很遠
[00:11:19.080 --> 00:11:22.080]  這個會不會成為我們今時今日現代人的一個試探
[00:11:22.080 --> 00:11:24.080]  說是非
[00:11:24.080 --> 00:11:26.080]  很多時候說是非
[00:11:26.080 --> 00:11:27.080]  走在一起說
[00:11:27.080 --> 00:11:29.080]  不是說裏面的人說
[00:11:29.080 --> 00:11:31.080]  是說隔壁那個
[00:11:31.080 --> 00:11:33.080]  窒道
[00:11:33.080 --> 00:11:34.080]  色情的資訊
[00:11:34.080 --> 00:11:36.080]  特別對男士弟兄們來說
[00:11:36.080 --> 00:11:38.080]  說謊
[00:11:38.080 --> 00:11:40.080]  汙酒濫藥
[00:11:40.080 --> 00:11:41.080]  北美的情況比較嚴重
[00:11:41.080 --> 00:11:44.080]  最後脾氣暴躁
[00:11:44.080 --> 00:11:47.080]  當然我不是說你看見這十個的時候
[00:11:47.080 --> 00:11:49.080]  就說你很壞
[00:11:49.080 --> 00:11:50.080]  你中了五六個
[00:11:50.080 --> 00:11:51.080]  你不行
[00:11:51.080 --> 00:11:53.080]  我想是我們自己看回我們的心理
[00:11:53.080 --> 00:11:54.080]  也不是絕對
[00:11:54.080 --> 00:11:56.080]  你說我沒有中這十個就代表很厲害
[00:11:56.080 --> 00:11:58.080]  也不是
[00:11:58.080 --> 00:12:00.080]  我想這段聖經裏面
[00:12:00.080 --> 00:12:01.080]  很值得我們一起去學習
[00:12:01.080 --> 00:12:03.080]  勿要謹慎警醒
[00:12:03.080 --> 00:12:04.080]  因為你們的仇恨魔鬼
[00:12:04.080 --> 00:12:08.080]  如同爬開的獅子走來走去尋找可吞吃的人
[00:12:08.080 --> 00:12:09.080]  他說你要謹慎你要警醒
[00:12:09.080 --> 00:12:12.080]  因為你面對的世代充滿了很多挑戰
[00:12:12.080 --> 00:12:16.080]  因為撒旦魔鬼就像獅子走來走去
[00:12:16.080 --> 00:12:18.080]  要去吞食我們一樣
[00:12:18.080 --> 00:12:20.080]  他說你要謹慎你要警醒
[00:12:20.080 --> 00:12:23.080]  謹慎警醒是一個命令的語句
[00:12:23.080 --> 00:12:25.080]  什麼叫命令的語句
[00:12:25.080 --> 00:12:26.080]  不是說我心情好
[00:12:26.080 --> 00:12:27.080]  OK我要謹慎一點
[00:12:27.080 --> 00:12:28.080]  心情不好
[00:12:28.080 --> 00:12:29.080]  那我就放鬆一點
[00:12:29.080 --> 00:12:30.080]  他說不是
[00:12:30.080 --> 00:12:31.080]  他說無論什麼時間
[00:12:31.080 --> 00:12:32.080]  這個是命令
[00:12:32.080 --> 00:12:33.080]  是你要做的事
[00:12:33.080 --> 00:12:34.080]  你要謹慎
[00:12:34.080 --> 00:12:35.080]  什麼叫謹慎
[00:12:35.080 --> 00:12:39.080]  謹慎就是說你要保持頭腦清醒
[00:12:39.080 --> 00:12:44.080]  因為這個世代有很多似是而非的假道理
[00:12:44.080 --> 00:12:46.080]  黑白顛倒的事情
[00:12:46.080 --> 00:12:47.080]  在價值觀裡面
[00:12:47.080 --> 00:12:49.080]  說得像塵塵一樣
[00:12:49.080 --> 00:12:53.080]  是當中衝擊著你和我的生命
[00:12:53.080 --> 00:12:56.080]  你有沒有保持一個頭腦清醒
[00:12:56.080 --> 00:12:58.080]  什麼叫警醒
[00:12:58.080 --> 00:13:01.080]  警醒就是你做隨時的準備
[00:13:01.080 --> 00:13:05.080]  你是不是有足夠的準備
[00:13:05.080 --> 00:13:11.080]  去預備面對這個世代的挑戰
[00:13:11.080 --> 00:13:13.080]  大家知道今天我們說要成為主題門徒
[00:13:13.080 --> 00:13:16.080]  其中一樣很重要的就是要謹慎警醒
[00:13:16.080 --> 00:13:18.080]  你有沒有好好檢視你自己的生命
[00:13:18.080 --> 00:13:20.080]  不要隨波逐流
[00:13:20.080 --> 00:13:25.080]  不要落入這個世俗的價值觀裡面
[00:13:25.080 --> 00:13:28.080]  我相信作門徒其中一樣很重要的特質
[00:13:28.080 --> 00:13:29.080]  就是我們要學習什麼叫謹慎
[00:13:29.080 --> 00:13:31.080]  什麼叫警醒
[00:13:31.080 --> 00:13:34.080]  第二件事就是不要冷醒
[00:13:34.080 --> 00:13:36.080]  你看彼得在當中這樣形容
[00:13:36.080 --> 00:13:41.080]  彼得對他說主人我已經準備好要和你同死
[00:13:41.080 --> 00:13:44.080]  彼得說得相當肯定
[00:13:44.080 --> 00:13:46.080]  不要緊無論任何情況
[00:13:46.080 --> 00:13:47.080]  我都一定會和你坐牢
[00:13:47.080 --> 00:13:48.080]  坐牢就坐牢
[00:13:48.080 --> 00:13:50.080]  死就死
[00:13:50.080 --> 00:13:54.080]  其實你看其他福音書記載彼得的言論
[00:13:54.080 --> 00:13:57.080]  都有差不多的論調
[00:13:57.080 --> 00:13:58.080]  包括什麼
[00:13:58.080 --> 00:14:00.080]  即使盡人為你的緣故跌倒
[00:14:00.080 --> 00:14:01.080]  其他人不行的
[00:14:01.080 --> 00:14:02.080]  其他人廢柴的
[00:14:02.080 --> 00:14:03.080]  我不會
[00:14:03.080 --> 00:14:05.080]  我絕對不會跌倒
[00:14:05.080 --> 00:14:06.080]  雖然盡人跌倒
[00:14:06.080 --> 00:14:08.080]  我也不會
[00:14:08.080 --> 00:14:09.080]  他說主人剛才這段經文
[00:14:09.080 --> 00:14:11.080]  我已經準備好和你坐牢
[00:14:11.080 --> 00:14:12.080]  與你同死
[00:14:12.080 --> 00:14:13.080]  坐牢無所謂
[00:14:13.080 --> 00:14:15.080]  死都無所謂
[00:14:15.080 --> 00:14:17.080]  主人為什麼我現在不能夠跟你去呢
[00:14:17.080 --> 00:14:20.080]  我願意和你捨命
[00:14:20.080 --> 00:14:22.080]  是不是說得很棒
[00:14:22.080 --> 00:14:23.080]  坐牢就坐牢
[00:14:23.080 --> 00:14:24.080]  死就死
[00:14:24.080 --> 00:14:25.080]  捨命就捨命
[00:14:25.080 --> 00:14:26.080]  其他人跌倒
[00:14:26.080 --> 00:14:27.080]  我不會
[00:14:27.080 --> 00:14:29.080]  這個全部都是你從福音書裡面
[00:14:29.080 --> 00:14:32.080]  你看到彼得的一些表達
[00:14:32.080 --> 00:14:36.080]  但當你看到最後的時間
[00:14:36.080 --> 00:14:40.080]  有一件事就好像兜巴兜巴地掛在一起一樣
[00:14:40.080 --> 00:14:44.080]  就是他三次不認主
[00:14:44.080 --> 00:14:47.080]  當他覺得最自以為是
[00:14:47.080 --> 00:14:50.080]  覺得自己是最堅的時間
[00:14:50.080 --> 00:14:53.080]  說到自己最好的時候
[00:14:53.080 --> 00:14:57.080]  很多時候就是最容易失腳跌倒的時間
[00:14:57.080 --> 00:15:01.080]  在過去這麼多年牧羊的經驗裡
[00:15:01.080 --> 00:15:04.080]  很多人告訴你一定不會失腳跌倒
[00:15:04.080 --> 00:15:08.080]  但告訴你大部分時間那些是失腳跌倒最快的人
[00:15:08.080 --> 00:15:10.080]  因為他覺得自己可以
[00:15:10.080 --> 00:15:12.080]  當一個人覺得自己可以到一個地步
[00:15:12.080 --> 00:15:14.080]  他覺得不需要上帝
[00:15:14.080 --> 00:15:20.080]  這個是最危險的時間
[00:15:20.080 --> 00:15:24.080]  當然我們經常說我們怎樣成為一個謙卑的人
[00:15:24.080 --> 00:15:26.080]  謙卑的人不是妄自菲薄
[00:15:26.080 --> 00:15:30.080]  謙卑的人不是覺得自己比別人差
[00:15:30.080 --> 00:15:34.080]  謙卑的人是覺得自己需要上帝
[00:15:34.080 --> 00:15:36.080]  在彼得前書
[00:15:36.080 --> 00:15:38.080]  為什麼要特別引用彼得前書
[00:15:38.080 --> 00:15:40.080]  因為彼得前書是彼得寫的
[00:15:40.080 --> 00:15:42.080]  當你看回彼得前書的記載
[00:15:42.080 --> 00:15:44.080]  當你看回在四福音記載彼得的言論
[00:15:44.080 --> 00:15:47.080]  你看到一個很自然不同的論調
[00:15:47.080 --> 00:15:49.080]  你看四福音的時候
[00:15:49.080 --> 00:15:51.080]  彼得不是說自己很行嗎
[00:15:51.080 --> 00:15:53.080]  但當你看彼得前書的時候
[00:15:53.080 --> 00:15:57.080]  當他經歷過生命的被拆毀被重建的時候
[00:15:57.080 --> 00:15:59.080]  整個人的生命活得不再一樣
[00:15:59.080 --> 00:16:01.080]  他說你們要謙卑
[00:16:01.080 --> 00:16:04.080]  服在上帝大能的手下
[00:16:04.080 --> 00:16:06.080]  這樣到了適當的時間
[00:16:06.080 --> 00:16:08.080]  你必升為高
[00:16:08.080 --> 00:16:12.080]  當你對比在四福音的記載
[00:16:12.080 --> 00:16:14.080]  和彼得前後書的記載
[00:16:14.080 --> 00:16:16.080]  你彷彿看到第二個彼得的一樣
[00:16:16.080 --> 00:16:19.080]  以前的彼得義氣風發
[00:16:19.080 --> 00:16:21.080]  覺得自己最厲害最死
[00:16:21.080 --> 00:16:23.080]  在很多門徒裡面他是最厲害的
[00:16:23.080 --> 00:16:26.080]  有什麼他一定是走出來的那個
[00:16:26.080 --> 00:16:31.080]  但他經歷過生命裡面一個被拆毀的過程
[00:16:31.080 --> 00:16:34.080]  今天他的生命改變了
[00:16:34.080 --> 00:16:36.080]  不是說彼得不行
[00:16:36.080 --> 00:16:39.080]  他的態度變得不一樣
[00:16:39.080 --> 00:16:41.080]  他的態度今天他表達
[00:16:41.080 --> 00:16:44.080]  我需要上帝在我生命當中
[00:16:44.080 --> 00:16:47.080]  我都有很多軟弱不足的時候
[00:16:47.080 --> 00:16:50.080]  求上帝的能力覆庇我
[00:16:50.080 --> 00:16:54.080]  究竟今天我們是否願意成為一個
[00:16:54.080 --> 00:16:58.080]  願意謙卑順服依靠上帝的人
[00:16:58.080 --> 00:17:01.080]  第三件事就是要彼此提醒
[00:17:01.080 --> 00:17:06.080]  其實耶穌一早已經預知他一定會跌倒
[00:17:06.080 --> 00:17:08.080]  他說但我已經為你們祈求
[00:17:08.080 --> 00:17:10.080]  使你不至於失了信心
[00:17:10.080 --> 00:17:12.080]  他說你回頭
[00:17:12.080 --> 00:17:14.080]  他預知他一定會回頭
[00:17:14.080 --> 00:17:18.080]  他知道他一定會有三次不認主義的經歷
[00:17:18.080 --> 00:17:23.080]  他說你回頭以後你要兼顧你的弟兄
[00:17:23.080 --> 00:17:25.080]  他說當你回頭的時候
[00:17:25.080 --> 00:17:27.080]  你有一個責任
[00:17:27.080 --> 00:17:29.080]  所以在新生命的理由
[00:17:29.080 --> 00:17:31.080]  他說你必須幫助
[00:17:31.080 --> 00:17:33.080]  讓你的兄弟強壯
[00:17:33.080 --> 00:17:37.080]  他說你一定要透過你的經歷
[00:17:37.080 --> 00:17:40.080]  去建立你周遭的弟兄
[00:17:40.080 --> 00:17:42.080]  當然包括我們周遭的弟兄
[00:17:42.080 --> 00:17:46.080]  即是說當一個人雖然他面對生命被拆毀
[00:17:46.080 --> 00:17:47.080]  是一個痛苦的經歷
