
[00:00:00.000 --> 00:00:05.320]  大家好,今天再一次來到青少年的崇拜
[00:01:30.440 --> 00:01:35.120]  衝突就是究竟我們日後或未來會如何
[00:01:35.120 --> 00:01:39.800]  父親會說一句,天跌下來當被冚,隨遇而安
[00:01:39.800 --> 00:01:42.040]  去到的時候,船到其後就自然直
[00:01:42.040 --> 00:01:44.040]  一句說話就掃平了
[00:01:44.040 --> 00:01:46.520]  如果父親沒有什麼行動的時候
[00:01:46.520 --> 00:01:48.520]  最後被母親訛語幾句的時候
[00:01:48.520 --> 00:01:50.520]  就變成有行動力的那一刻
[00:01:50.520 --> 00:01:52.760]  我就徘徊在這兩邊的鐘擺
[00:01:52.760 --> 00:01:55.080]  究竟是計劃還是不計劃呢?
[00:01:55.080 --> 00:01:58.360]  在小學大家都知道,要計劃去中學
[00:01:58.360 --> 00:02:02.800]  之前有問過,究竟有哪些是選中自己第一志願呢?
[00:02:02.800 --> 00:02:03.800]  其實不是很多的
[00:02:03.800 --> 00:02:06.800]  通常都是大抽獎的時候不是第一志願
[00:02:06.800 --> 00:02:08.400]  可能是去到第三、第五志願
[00:02:08.400 --> 00:02:11.600]  有些同學朋友聽過,跌到十志願都有的
[00:02:11.600 --> 00:02:14.600]  這是第一個,計劃的時候也不一定得到
[00:02:14.600 --> 00:02:18.400]  去到中學後面高中的時候
[00:02:18.400 --> 00:02:20.720]  到計劃的時候,可能又選不同科
[00:02:20.720 --> 00:02:22.520]  商科、文科、理科的時候
[00:02:22.520 --> 00:02:24.520]  但未必是你想選的科目又可以讀
[00:02:24.520 --> 00:02:27.520]  在你待會中學的時候,可能你自己又要再自修了
[00:02:27.520 --> 00:02:30.520]  去到大學的時候,又要再計劃一次
[00:02:30.520 --> 00:02:34.520]  在DSE放榜的時候,究竟是選水泡科二入
[00:02:34.520 --> 00:02:36.520]  還是選自己興趣呢?
[00:02:36.520 --> 00:02:38.520]  還是選未來的市場呢?
[00:02:38.520 --> 00:02:39.520]  又是要計劃
[00:02:39.520 --> 00:02:42.520]  去到工作的時候,也是要計劃的
[00:02:42.520 --> 00:02:45.520]  究竟應該是玩了先,還是交換了先呢?
[00:02:45.520 --> 00:02:48.520]  還是先工作幾年,再讀書呢?
[00:02:48.520 --> 00:02:50.520]  人生有不同的計劃
[00:02:50.520 --> 00:02:53.520]  我自己回想之前的時候,我也有計劃很多的
[00:02:53.520 --> 00:02:59.520]  但發現計劃的時候,現實真相就是往往趕不及變化
[00:02:59.520 --> 00:03:02.520]  當自己計劃的時候,去到中學的時候
[00:03:02.520 --> 00:03:04.520]  又不是自己如意的路程
[00:03:04.520 --> 00:03:07.520]  自己去到大學讀的科目的時候
[00:03:07.520 --> 00:03:10.520]  是不是將來就要就業的科目呢?
[00:03:10.520 --> 00:03:12.520]  回看現在,又不是
[00:03:12.520 --> 00:03:15.520]  甚至在當時的時候,很小的時候就想
[00:03:15.520 --> 00:03:18.520]  一開口的時候,什麼時候要拍拖、結婚生子
[00:03:18.520 --> 00:03:21.520]  那些事情,好像是方程式出現了
[00:03:21.520 --> 00:03:25.520]  但往往都是你的計劃,不是另一半是這樣計劃的
[00:03:25.520 --> 00:03:28.520]  有時候,可能進入了關係的時候
[00:03:28.520 --> 00:03:30.520]  你也會明白,這是協調的步驟
[00:03:30.520 --> 00:03:34.520]  究竟我們怎樣能夠在這些當中計劃
[00:03:34.520 --> 00:03:35.520]  不是計劃得好還是不好
[00:03:35.520 --> 00:03:37.520]  而是有沒有其他的出路
[00:03:37.520 --> 00:03:40.520]  以致我們能夠獲得所謂的保障
[00:03:40.520 --> 00:03:41.520]  令到我們計劃背後呢?
[00:03:41.520 --> 00:03:42.520]  我們看下去
[00:03:42.520 --> 00:03:46.520]  這段經文是出自曾彥的16章
[00:03:46.520 --> 00:03:47.520]  請我讀出
[00:03:47.520 --> 00:03:49.520]  心中的謬算在乎人
[00:03:49.520 --> 00:03:51.520]  洩頭的應對由於耶和華
[00:03:51.520 --> 00:03:55.520]  人一切所行的,在自己眼中看為清潔
[00:03:55.520 --> 00:03:57.520]  唯有耶和華衡量人心
[00:03:57.520 --> 00:03:59.520]  你所做的,要交託耶和華
[00:03:59.520 --> 00:04:02.520]  你所謬的,就必成立
[00:04:02.520 --> 00:04:05.520]  耶和華所做的,各適其用
[00:04:05.520 --> 00:04:08.520]  就使惡人也為禍患的日子所做
[00:04:08.520 --> 00:04:11.520]  凡心裡驕傲的,為耶和華所憎惡
[00:04:11.520 --> 00:04:13.520]  萬不能免受罰
[00:04:13.520 --> 00:04:15.520]  因憐憫誠實,罪孽得淑
[00:04:15.520 --> 00:04:18.520]  敬畏耶和華的,遠離惡事
[00:04:18.520 --> 00:04:21.520]  人所行的,若夢耶和華喜悅
[00:04:21.520 --> 00:04:24.520]  耶和華亦都使他的仇敵如他和好
[00:04:24.520 --> 00:04:26.520]  多有財利,行事不易
[00:04:26.520 --> 00:04:29.520]  不如少有財利,行事公義
[00:04:29.520 --> 00:04:31.520]  人心就算自己的道路
[00:04:31.520 --> 00:04:34.520]  唯有耶和華指引他的腳步
[00:04:34.520 --> 00:04:36.520]  在這段經文的時候
[00:04:36.520 --> 00:04:38.520]  出自舊約一個很熟悉的
[00:04:38.520 --> 00:04:40.520]  大家的一個真言
[00:04:40.520 --> 00:04:42.520]  我都很鼓勵弟兄姊妹
[00:04:42.520 --> 00:04:43.520]  或者是新的朋友
[00:04:43.520 --> 00:04:45.520]  真言去做靈修
[00:04:45.520 --> 00:04:48.520]  因為短,以香港人的時間有限的時候
[00:04:48.520 --> 00:04:50.520]  每天花很長時間
[00:04:50.520 --> 00:04:52.520]  我相信你的動力很低
[00:04:52.520 --> 00:04:54.520]  而且真言有31章
[00:04:54.520 --> 00:04:56.520]  當然不是每天都一章
[00:04:56.520 --> 00:04:57.520]  如果每天讀到一章
[00:04:57.520 --> 00:04:58.520]  那我恭喜你
[00:04:58.520 --> 00:05:00.520]  至少每天一章的時候
[00:05:00.520 --> 00:05:01.520]  在一個章裡面
[00:05:01.520 --> 00:05:03.520]  你可以有幾句啼啼啼
[00:05:03.520 --> 00:05:04.520]  突然有幾句
[00:05:04.520 --> 00:05:06.520]  突然有些感動的位置
[00:05:06.520 --> 00:05:07.520]  你不妨留意一下
[00:05:07.520 --> 00:05:08.520]  在真言的時候
[00:05:08.520 --> 00:05:10.520]  其實在舊約來說
[00:05:10.520 --> 00:05:12.520]  我們稱為一個智慧的文學
[00:05:12.520 --> 00:05:14.520]  在這個題材當中的時候
[00:05:14.520 --> 00:05:16.520]  他集中說一些
[00:05:16.520 --> 00:05:17.520]  不單是信仰上
[00:05:17.520 --> 00:05:19.520]  一些人生的大道理
[00:05:19.520 --> 00:05:20.520]  一些智慧
[00:05:20.520 --> 00:05:22.520]  很著重倫理和實踐出來
[00:05:22.520 --> 00:05:23.520]  一個敬虔的人
[00:05:23.520 --> 00:05:25.520]  如何能夠在當生
[00:05:25.520 --> 00:05:26.520]  處身立世的時候
[00:05:26.520 --> 00:05:27.520]  為人的準則
[00:05:27.520 --> 00:05:28.520]  為人的態度
[00:05:28.520 --> 00:05:29.520]  而這個題材
[00:05:29.520 --> 00:05:31.520]  就是用一個格言形式寫的
[00:05:31.520 --> 00:05:33.520]  有別於其他的詩篇
[00:05:33.520 --> 00:05:34.520]  或者對話形式
[00:05:34.520 --> 00:05:36.520]  那些格言就短小精悍
[00:05:36.520 --> 00:05:37.520]  也是很容易記得的
[00:05:37.520 --> 00:05:39.520]  也是朗朗上口
[00:05:39.520 --> 00:05:41.520]  當然大部分寫作的時候
[00:05:41.520 --> 00:05:42.520]  都是來自所羅門
[00:05:42.520 --> 00:05:45.520]  他是一個全世界最有智慧的人
[00:05:45.520 --> 00:05:46.520]  所以他的歷練
[00:05:46.520 --> 00:05:48.520]  但是聖經也有很多部分指出
[00:05:48.520 --> 00:05:50.520]  也不單是所羅門自己一個人寫的
[00:05:50.520 --> 00:05:52.520]  也有其他的智者
[00:05:52.520 --> 00:05:54.520]  是七六而成的
[00:05:54.520 --> 00:05:55.520]  而寫成的時候
[00:05:55.520 --> 00:05:58.520]  在章節第十六章的時候
[00:05:58.520 --> 00:05:59.520]  就是想說出
[00:05:59.520 --> 00:06:01.520]  怎樣才算是一個最有保障
[00:06:01.520 --> 00:06:03.520]  最安全的道路呢
[00:06:03.520 --> 00:06:05.520]  就是一個正直的道路
[00:06:05.520 --> 00:06:06.520]  這條路的時候
[00:06:06.520 --> 00:06:08.520]  神很希望走在正直路上的人
[00:06:08.520 --> 00:06:10.520]  我們應該謹慎
[00:06:10.520 --> 00:06:12.520]  不要去看自己
[00:06:12.520 --> 00:06:14.520]  選擇一些看上去正確
[00:06:14.520 --> 00:06:17.520]  但其實不是一個好的選擇
[00:06:17.520 --> 00:06:19.520]  究竟今天我們怎樣能夠獲得
[00:06:19.520 --> 00:06:21.520]  一個人生真正的保障呢
[00:06:21.520 --> 00:06:22.520]  關於籌劃上的時候
[00:06:22.520 --> 00:06:23.520]  我們看下去
[00:06:23.520 --> 00:06:25.520]  第一個就是
[00:06:25.520 --> 00:06:29.520]  我們應當去接受神的審視
[00:06:29.520 --> 00:06:30.520]  Why
[00:06:30.520 --> 00:06:31.520]  在第二節說到
[00:06:31.520 --> 00:06:32.520]  人一切所行
[00:06:32.520 --> 00:06:34.520]  在自己眼中看為清潔
[00:06:34.520 --> 00:06:37.520]  唯有要衡量人心
[00:06:37.520 --> 00:06:39.520]  衡量有另一種寫法
[00:06:39.520 --> 00:06:41.520]  或者叫測量或測試
[00:06:41.520 --> 00:06:42.520]  去測試
[00:06:42.520 --> 00:06:44.520]  在詩篇一三九的時候
[00:06:44.520 --> 00:06:45.520]  我們有時候會引用作為靈修
[00:06:45.520 --> 00:06:47.520]  神啊 求祢監察我
[00:06:47.520 --> 00:06:49.520]  因為我坐下躺下的時候
[00:06:49.520 --> 00:06:50.520]  祢都知道
[00:06:50.520 --> 00:06:52.520]  看起來好像很舒服
[00:06:52.520 --> 00:06:53.520]  但其實詩篇一三九
[00:06:53.520 --> 00:06:54.520]  去末段的時候
[00:06:54.520 --> 00:06:56.520]  當時的詩人
[00:06:56.520 --> 00:06:58.520]  是身處一些不公義
[00:06:58.520 --> 00:06:59.520]  一些仇敵的環境
[00:06:59.520 --> 00:07:01.520]  或者一些欺責的環境之下
[00:07:01.520 --> 00:07:03.520]  就去求神辨別出來
[00:07:03.520 --> 00:07:05.520]  神啊 我和惡人是有分別的
[00:07:05.520 --> 00:07:07.520]  求祢去監視我
[00:07:07.520 --> 00:07:09.520]  在這段經文的時候
[00:07:09.520 --> 00:07:10.520]  都顯示
[00:07:10.520 --> 00:07:11.520]  人是有傾向
[00:07:11.520 --> 00:07:12.520]  當進入世界的時候
[00:07:12.520 --> 00:07:14.520]  有種自欺欺人
[00:07:14.520 --> 00:07:16.520]  會覺得自己所做的
[00:07:16.520 --> 00:07:17.520]  都應該是正確的
[00:07:17.520 --> 00:07:18.520]  我想出來的
[00:07:18.520 --> 00:07:19.520]  一定是對的
[00:07:19.520 --> 00:07:20.520]  其他人沒有自己那麼好
[00:07:20.520 --> 00:07:23.520]  但可惜往往自己的評價
[00:07:23.520 --> 00:07:24.520]  和上帝的評價
[00:07:24.520 --> 00:07:26.520]  難免都有差距
[00:07:26.520 --> 00:07:27.520]  所以我們提醒我們
[00:07:27.520 --> 00:07:30.520]  是需要用神的角度去審視自己
[00:07:30.520 --> 00:07:32.520]  否則我們就會有限
[00:07:32.520 --> 00:07:33.520]  另外一些輔助經文
[00:07:33.520 --> 00:07:35.520]  就在二十五節說到
[00:07:35.520 --> 00:07:36.520]  有一條路人以為正
[00:07:36.520 --> 00:07:38.520]  始終成為死亡之路
[00:07:38.520 --> 00:07:41.520]  因為人的判斷是有限的
[00:07:41.520 --> 00:07:42.520]  而且也有危險
[00:07:42.520 --> 00:07:43.520]  我們有時會認為
[00:07:43.520 --> 00:07:45.520]  對的路可能是相對
[00:07:45.520 --> 00:07:47.520]  導致毀滅
[00:07:47.520 --> 00:07:49.520]  因為我們沒有辦法真正看到
[00:07:49.520 --> 00:07:51.520]  自己所從事的那件事
[00:07:51.520 --> 00:07:53.520]  或者你選擇的這個抉擇
[00:07:53.520 --> 00:07:56.520]  背後可能不止一個動機
[00:07:56.520 --> 00:07:58.520]  可能隱藏著有其他動機
[00:07:58.520 --> 00:07:59.520]  你沒有辦法承認
[00:07:59.520 --> 00:08:01.520]  或者你不敢承認
[00:08:01.520 --> 00:08:03.520]  但是在三十節有提到
[00:08:03.520 --> 00:08:04.520]  眼目隱閉的
[00:08:04.520 --> 00:08:06.520]  是在圖謀乖媲的事
[00:08:06.520 --> 00:08:07.520]  嘴唇緊閉的
[00:08:07.520 --> 00:08:09.520]  是要成就邪惡
[00:08:09.520 --> 00:08:11.520]  有些人可能甚至明知
[00:08:11.520 --> 00:08:13.520]  自己動機不純正的時候
[00:08:13.520 --> 00:08:15.520]  但是就會用一些語言藝術
[00:08:15.520 --> 00:08:17.520]  去掩飾一切
[00:08:17.520 --> 00:08:20.520]  可能你會是偏進全天下
[00:08:20.520 --> 00:08:21.520]  身邊的人、家人
[00:08:21.520 --> 00:08:23.520]  甚至可能你偏進自己
[00:08:23.520 --> 00:08:25.520]  因為你都已經慢慢
[00:08:25.520 --> 00:08:26.520]  越說越順暢
[00:08:26.520 --> 00:08:27.520]  說到自己都不知道
[00:08:27.520 --> 00:08:29.520]  自己的動機如何
[00:08:29.520 --> 00:08:31.520]  在聖經的時候也有描述
[00:08:31.520 --> 00:08:34.520]  其實是有審視動機的
[00:08:34.520 --> 00:08:35.520]  在審視動機的時候
[00:08:35.520 --> 00:08:38.520]  其中一個著名的書卷出自哈蓋書
[00:08:38.520 --> 00:08:41.520]  哈蓋書當時是神的殿
[00:08:41.520 --> 00:08:43.520]  是白費的代兄
[00:08:43.520 --> 00:08:47.520]  但是當時先知提醒當時的子民
[00:08:47.520 --> 00:08:50.520]  你們要擺回神的守衛
[00:08:50.520 --> 00:08:54.520]  究竟你們敬拜的心在哪裡呢?
[00:08:54.520 --> 00:08:55.520]  是否要等到你們
[00:08:55.520 --> 00:08:57.520]  所有整個社會的金字塔
[00:08:57.520 --> 00:08:59.520]  人生的幸福摩天輪
[00:08:59.520 --> 00:09:01.520]  要有了什麼什麼
[00:09:01.520 --> 00:09:03.520]  去到某個境界
[00:09:03.520 --> 00:09:07.520]  你才能夠安心舒服地敬拜神呢?
[00:09:07.520 --> 00:09:10.520]  先知就斥責這種等候的心態
[00:09:10.520 --> 00:09:12.520]  結果就令到他們
[00:09:12.520 --> 00:09:15.520]  由自私的時候就開始轉變
[00:09:15.520 --> 00:09:16.520]  把神放回守衛
[00:09:16.520 --> 00:09:18.520]  去重建耶路撒冷聖殿
[00:09:18.520 --> 00:09:20.520]  以致神賜福給他們
[00:09:20.520 --> 00:09:23.520]  因為他們優先次序擺回正確的位置
[00:09:23.520 --> 00:09:27.520]  但不是每個人都一定會把神放回守衛
[00:09:27.520 --> 00:09:29.520]  因為有些人會隱藏
[00:09:29.520 --> 00:09:31.520]  漠視自己的動機
[00:09:31.520 --> 00:09:32.520]  在當時的事後
[00:09:32.520 --> 00:09:33.520]  創世紀
[00:09:33.520 --> 00:09:35.520]  兩個都是呈獻
[00:09:35.520 --> 00:09:38.520]  都是想表達將最好的獻上
[00:09:38.520 --> 00:09:39.520]  我們詩歌經常都會唱
[00:09:39.520 --> 00:09:41.520]  將最好的獻上
[00:09:41.520 --> 00:09:42.520]  其他人都會覺得
[00:09:42.520 --> 00:09:43.520]  其實大家都是獻上而已
[00:09:43.520 --> 00:09:44.520]  有什麼分別呢?
[00:09:44.520 --> 00:09:46.520]  甚至那個人都會覺得自己沒有分別
[00:09:46.520 --> 00:09:49.520]  拜神就會督穿你
[00:09:49.520 --> 00:09:51.520]  你真的將最好的獻上
[00:09:51.520 --> 00:09:54.520]  將你最好的時間獻上
[00:09:54.520 --> 00:09:57.520]  還是說你一些渣滓的時間
[00:09:57.520 --> 00:09:58.520]  最差的時間
[00:09:58.520 --> 00:09:59.520]  體力最高的時間
[00:09:59.520 --> 00:10:00.520]  才留給神
[00:10:00.520 --> 00:10:03.520]  這個不單是神傷心
[00:10:03.520 --> 00:10:05.520]  其實人可能自己也會傷心
[00:10:05.520 --> 00:10:10.520]  當時那個人因為做了一個錯誤的想法
[00:10:10.520 --> 00:10:12.520]  以致神指正他
[00:10:12.520 --> 00:10:15.520]  結果他承受了一個很長遠的罪責
[00:10:15.520 --> 00:10:18.520]  以致跟神有一個很長時間的疏離
[00:10:18.520 --> 00:10:20.520]  所以你問我
[00:10:20.520 --> 00:10:22.520]  在第一個小結的時候
[00:10:22.520 --> 00:10:24.520]  我們在計劃當中
[00:10:24.520 --> 00:10:27.520]  要首先去沉澱一下
[00:10:27.520 --> 00:10:28.520]  去審視一下
[00:10:28.520 --> 00:10:30.520]  究竟為什麼要選擇這個選項
[00:10:30.520 --> 00:10:33.520]  當我在外面做現場教練的時候
[00:10:33.520 --> 00:10:34.520]  要考牌位
[00:10:34.520 --> 00:10:36.520]  現在繼續保持這個牌照的時候
[00:10:36.520 --> 00:10:38.520]  會接觸不同的受訓練者
[00:10:38.520 --> 00:10:40.520]  受訓練者通常都會提出
[00:10:40.520 --> 00:10:41.520]  第一個選項A
[00:10:41.520 --> 00:10:42.520]  他就會說
[00:10:42.520 --> 00:10:43.520]  人人都有
[00:10:43.520 --> 00:10:46.520]  所以教練我也需要有這個選項
[00:10:46.520 --> 00:10:47.520]  我再問
[00:10:47.520 --> 00:10:48.520]  除了這個選項
[00:10:48.520 --> 00:10:49.520]  人人都有
[00:10:49.520 --> 00:10:51.520]  所以你也想有
[00:10:51.520 --> 00:10:53.520]  因為那個人有這個
[00:10:53.520 --> 00:10:55.520]  所以我就想像他那樣
[00:10:55.520 --> 00:10:57.520]  我覺得他這樣就成功了
[00:10:57.520 --> 00:10:59.520]  另外B的選項
[00:10:59.520 --> 00:11:01.520]  當然教練不會提供直接的答案
[00:11:01.520 --> 00:11:03.520]  不像是Mentor 牧者那樣
[00:11:03.520 --> 00:11:05.520]  我會再問
[00:11:05.520 --> 00:11:06.520]  除了剛才這兩個選項
[00:11:06.520 --> 00:11:07.520]  人人都有
[00:11:07.520 --> 00:11:08.520]  所以你想有
[00:11:08.520 --> 00:11:09.520]  或者你很渴望
[00:11:09.520 --> 00:11:10.520]  好像其他人有的時候
[00:11:10.520 --> 00:11:12.520]  還有沒有其他的選項呢
[00:11:12.520 --> 00:11:14.520]  而這個選項是關於在資源上的時候
[00:11:14.520 --> 00:11:16.520]  有沒有其他人沒有
[00:11:16.520 --> 00:11:19.520]  而你有呢
[00:11:19.520 --> 00:11:21.520]  通常去到問到這個選項的時候
[00:11:21.520 --> 00:11:23.520]  對方就會Dead air
[00:11:23.520 --> 00:11:24.520]  是很好的
[00:11:24.520 --> 00:11:27.520]  因為Dead air就表示他用時間去想一下
[00:11:27.520 --> 00:11:29.520]  這個他從來沒有想過
[00:11:29.520 --> 00:11:33.520]  有什麼是其他人沒有而自己有呢
[00:11:33.520 --> 00:11:34.520]  如果在信仰角度就是說
[00:11:34.520 --> 00:11:37.520]  有什麼是上帝天父
[00:11:37.520 --> 00:11:39.520]  特意為你度身訂造
[00:11:39.520 --> 00:11:40.520]  賜給你
[00:11:40.520 --> 00:11:43.520]  為你的創造而去給你呢
[00:11:43.520 --> 00:11:44.520]  所以弟兄姊妹
[00:11:44.520 --> 00:11:45.520]  我們要留心
[00:11:45.520 --> 00:11:47.520]  我們有幾種動機的時候
[00:11:47.520 --> 00:11:48.520]  我們可能是忽略了的
[00:11:48.520 --> 00:11:50.520]  第一種背後潛藏動機
[00:11:50.520 --> 00:11:51.520]  你做的事或者決定
[00:11:51.520 --> 00:11:53.520]  是你想尋求一些讚賞
[00:11:53.520 --> 00:11:54.520]  Attention seeking
[00:11:54.520 --> 00:11:56.520]  可能源於原生家庭
[00:11:56.520 --> 00:11:58.520]  你做這個決定的時候
[00:11:58.520 --> 00:12:00.520]  就會獲得家人對你的親密關係
[00:12:00.520 --> 00:12:01.520]  所以你就要做多一點
[00:12:01.520 --> 00:12:05.520]  如果你很怕和其他人失去關係的時候
[00:12:05.520 --> 00:12:07.520]  你就會不選擇這個選項
[00:12:07.520 --> 00:12:10.520]  但是這個是一個引力
[00:12:10.520 --> 00:12:13.520]  如果你長期都是因為要得到讚賞
[00:12:13.520 --> 00:12:15.520]  而去做這個選項的時候
[00:12:15.520 --> 00:12:17.520]  當那件事的選項沒有讚賞的時候
[00:12:17.520 --> 00:12:18.520]  其實那件事本身是好事
[00:12:18.520 --> 00:12:19.520]  值得去追求
[00:12:19.520 --> 00:12:20.520]  你就不會去做
[00:12:20.520 --> 00:12:22.520]  孫子啊
[00:12:22.520 --> 00:12:24.520]  你如果寫信給祖母
[00:12:24.520 --> 00:12:26.520]  我就會稱讚你乖
[00:12:26.520 --> 00:12:27.520]  或者給你一顆糖
[00:12:27.520 --> 00:12:30.520]  他的孫子每次都寫信
[00:12:30.520 --> 00:12:31.520]  因為每次都獲得一顆糖
[00:12:31.520 --> 00:12:32.520]  但慢慢的時候
[00:12:32.520 --> 00:12:33.520]  沒有糖了
[00:12:33.520 --> 00:12:34.520]  不派給你
[00:12:34.520 --> 00:12:35.520]  那我不用寫信給祖母了
[00:12:35.520 --> 00:12:37.520]  太恭禮了
[00:12:37.520 --> 00:12:40.520]  你的選項原來因為外在動機
[00:12:40.520 --> 00:12:41.520]  沒有了的時候
[00:12:41.520 --> 00:12:42.520]  你就不要再去持續
[00:12:42.520 --> 00:12:45.520]  第二個可能的動機就是說
[00:12:45.520 --> 00:12:47.520]  目的是想控制其他人
[00:12:47.520 --> 00:12:49.520]  你會覺得自己夠強大的時候
[00:12:49.520 --> 00:12:51.520]  就不會被其他人傷害
[00:12:51.520 --> 00:12:55.520]  這種動機可能你會很熱心服侍
[00:12:55.520 --> 00:12:58.520]  但一個不良的二號人格就是說
[00:12:58.520 --> 00:13:01.520]  其實你只是想藉著操控其他人的時候
[00:13:01.520 --> 00:13:03.520]  免得被其他人疏離你
[00:13:03.520 --> 00:13:05.520]  第三種就是剛剛相反
[00:13:05.520 --> 00:13:07.520]  就是逃避責任
[00:13:07.520 --> 00:13:08.520]  最好什麼都不聽
[00:13:08.520 --> 00:13:10.520]  什麼都不選擇
[00:13:10.520 --> 00:13:12.520]  就好像尋求上帝旨意
[00:13:12.520 --> 00:13:15.520]  但這種有危機就是
[00:13:15.520 --> 00:13:18.520]  其實你忽略了人有管家責任
[00:13:18.520 --> 00:13:20.520]  你不做任何選項
[00:13:20.520 --> 00:13:21.520]  其實都是一種拖延
[00:13:21.520 --> 00:13:23.520]  都是一種忽略的責任
[00:13:23.520 --> 00:13:25.520]  第四種就是過分追求成功
[00:13:25.520 --> 00:13:28.520]  表面上看來你好像是為榮耀神
[00:13:28.520 --> 00:13:32.520]  難道受傷或不從事某些事情
[00:13:32.520 --> 00:13:33.520]  就不能榮耀神
[00:13:33.520 --> 00:13:37.520]  將榮耀太過壓在結果身上
[00:13:37.520 --> 00:13:40.520]  你會變成令自己過分的焦慮
[00:13:40.520 --> 00:13:43.520]  所以近期你心裡想的計劃
[00:13:43.520 --> 00:13:46.520]  是否因為受到一些的想要
[00:13:46.520 --> 00:13:49.520]  受到某些貪婪驕傲去驅使你
[00:13:49.520 --> 00:13:53.520]  你近期的計劃如何體現出
[00:13:53.520 --> 00:13:55.520]  對神的愛和對人的愛
[00:13:55.520 --> 00:13:59.520]  你近期想的計劃如何結出
[00:13:59.520 --> 00:14:01.520]  聖靈的果子
[00:14:01.520 --> 00:14:04.520]  這幾方面都是值得我們去審視
[00:14:04.520 --> 00:14:08.520]  第二樣就是接受神的塑造
[00:14:08.520 --> 00:14:10.520]  你的目標
[00:14:10.520 --> 00:14:12.520]  這次解答到Y
[00:14:12.520 --> 00:14:14.520]  但是為誰
[00:14:14.520 --> 00:14:16.520]  真面十六章三節
[00:14:16.520 --> 00:14:17.520]  你所做的要交托耶和華
[00:14:17.520 --> 00:14:19.520]  你所謀的就必成立
[00:14:19.520 --> 00:14:21.520]  交托還有一個叫做
[00:14:21.520 --> 00:14:24.520]  放在一邊放到另一邊
[00:14:24.520 --> 00:14:26.520]  你說交托放那些重擔
[00:14:26.520 --> 00:14:27.520]  放在哪裏
[00:14:27.520 --> 00:14:29.520]  放在地上讓時間過去
[00:14:29.520 --> 00:14:30.520]  其實不會的
[00:14:30.520 --> 00:14:31.520]  時間過去的時候
[00:14:31.520 --> 00:14:32.520]  那個重擔仍然在
[00:14:32.520 --> 00:14:33.520]  只不過離去無力
[00:14:33.520 --> 00:14:34.520]  傷口可能還未好
[00:14:34.520 --> 00:14:36.520]  你沒有去處理
[00:14:36.520 --> 00:14:38.520]  重擔其實是放在
[00:14:38.520 --> 00:14:41.520]  有能力處理重擔的對方身上
[00:14:41.520 --> 00:14:42.520]  我們所唱歌
[00:14:42.520 --> 00:14:43.520]  詩歌
[00:14:43.520 --> 00:14:44.520]  所敬拜
[00:14:44.520 --> 00:14:45.520]  所祈禱
[00:14:45.520 --> 00:14:47.520]  最後說誠心所願
[00:14:47.520 --> 00:14:48.520]  阿滿
[00:14:48.520 --> 00:14:49.520]  這個真是
[00:14:49.520 --> 00:14:50.520]  This is what you want
[00:14:50.520 --> 00:14:51.520]  你真的想祈求
[00:14:51.520 --> 00:14:53.520]  是否真的能夠交托
[00:14:53.520 --> 00:14:54.520]  交給上帝
[00:14:54.520 --> 00:14:56.520]  因為上帝顧念我們
[00:14:56.520 --> 00:14:58.520]  不是說我們的計劃交給神
[00:14:58.520 --> 00:14:59.520]  我們就一切成功
[00:14:59.520 --> 00:15:01.520]  神啊我想明天不下雨
