
[00:00:00.000 --> 00:00:04.000]  既然敬拜隊搬了台在前面,我也沒理由站在台上
[00:04:33.000 --> 00:04:34.000]  (猜不到)
[00:04:34.000 --> 00:04:37.000]  (正如我之前在一生的恩惠的時候)
[00:04:37.000 --> 00:04:39.000]  (講那首歌的時候)
[00:04:39.000 --> 00:04:40.000]  (都講過)
[00:04:40.000 --> 00:04:43.000]  (我不是來做什麼歌詞剖析)
[00:04:43.000 --> 00:04:45.000]  (也不是來做什麼詩歌神學)
[00:04:45.000 --> 00:04:46.000]  (我是來講聖經的)
[00:04:46.000 --> 00:04:47.000]  (所以呢)
[00:04:47.000 --> 00:04:48.000]  (這首歌)
[00:04:48.000 --> 00:04:49.000]  (是很)
[00:04:49.000 --> 00:04:51.000]  (這首歌大家有沒有聽過)
[00:04:51.000 --> 00:04:52.000]  (不要緊)
[00:04:52.000 --> 00:04:54.000]  (有沒有聽過這個故事)
[00:04:54.000 --> 00:04:56.000]  (有多少人聽過這個故事舉手)
[00:04:56.000 --> 00:04:57.000]  (都沒有)
[00:04:57.000 --> 00:04:58.000]  (不是很多)
[00:04:58.000 --> 00:04:59.000]  (有 那邊有)
[00:04:59.000 --> 00:05:00.000]  (好 謝謝你們)
[00:05:00.000 --> 00:05:02.000]  (好 既然是這樣)
[00:05:02.000 --> 00:05:03.000]  (那就太好了)
[00:05:03.000 --> 00:05:06.000]  (那我就可以進入我的訊息了)
[00:05:06.000 --> 00:05:07.000]  (不過在講經文之前)
[00:05:07.000 --> 00:05:10.000]  (都講一講小小背景給大家知道)
[00:05:10.000 --> 00:05:12.000]  (剛剛聽的這首歌)
[00:05:12.000 --> 00:05:14.000]  (其實是來自一個叫做)
[00:05:14.000 --> 00:05:17.000]  (在野諧的一個YouTube Channel)
[00:05:17.000 --> 00:05:18.000]  (這個Channel有沒有人聽過)
[00:05:18.000 --> 00:05:19.000]  (又問一問有沒有人聽過)
[00:05:19.000 --> 00:05:21.000]  (沒有聽過 太好了)
[00:05:21.000 --> 00:05:22.000]  (那邊太好了)
[00:05:22.000 --> 00:05:25.000]  (好 在野諧這個YouTube Channel)
[00:05:25.000 --> 00:05:28.000]  (是我還在讀神學的時候)
[00:05:28.000 --> 00:05:31.000]  (就和一班其他幾個神學生)
[00:05:31.000 --> 00:05:34.000]  (即同學一起組成的平台)
[00:05:34.000 --> 00:05:36.000]  (目的是想要來到去)
[00:05:36.000 --> 00:05:38.000]  (在一個叫做)
[00:05:38.000 --> 00:05:40.000]  (比較後現代的媒體上)
[00:05:40.000 --> 00:05:42.000]  (來到去開發一個討論信仰的平台)
[00:05:42.000 --> 00:05:44.000]  (就將我們在時候要學習的東西)
[00:05:44.000 --> 00:05:49.000]  (來到去和在這個平台裡面分享)
[00:05:49.000 --> 00:05:51.000]  (那這個Channel的第一個系列)
[00:05:51.000 --> 00:05:52.000]  (第一個影片的系列)
[00:05:52.000 --> 00:05:55.000]  (就是將馬達福音的登山部分)
[00:05:55.000 --> 00:05:59.000]  (來到去加入一個舊約猜及記的眼光)
[00:05:59.000 --> 00:06:00.000]  (來到去重新去詮釋)
[00:06:00.000 --> 00:06:02.000]  (而這個系列的Climax)
[00:06:02.000 --> 00:06:04.000]  (或者結局的應用)
[00:06:04.000 --> 00:06:08.000]  (就是一條叫做瑞利禱告的微電影)
[00:06:08.000 --> 00:06:09.000]  (內容是說什麼呢)
[00:06:09.000 --> 00:06:11.000]  (如果你剛剛看到MV的畫面)
[00:06:11.000 --> 00:06:13.000]  (其實是說一個女生)
[00:06:13.000 --> 00:06:15.000]  (其實她有一條微電影)
[00:06:15.000 --> 00:06:17.000]  (即她有劇情 有對白)
[00:06:17.000 --> 00:06:19.000]  (故事就說一個女生)
[00:06:19.000 --> 00:06:21.000]  (她是自殺回教會)
[00:06:21.000 --> 00:06:23.000]  (她在教會和谷企裡面掙扎)
[00:06:23.000 --> 00:06:25.000]  (故事帶出一個點)
[00:06:25.000 --> 00:06:27.000]  (就是如果我們只能夠用一個)
[00:06:27.000 --> 00:06:31.000]  (律法主義或者規條的眼光)
[00:06:31.000 --> 00:06:33.000]  (來看耶穌的登山部分)
[00:06:33.000 --> 00:06:35.000]  (將耶穌在山上教導的東西)
[00:06:35.000 --> 00:06:36.000]  (變成一種規條)
[00:06:36.000 --> 00:06:39.000]  (到最後就只能逼信徒)
[00:06:39.000 --> 00:06:42.000]  (只能看到自己原來在罪惡中)
[00:06:42.000 --> 00:06:43.000]  (有多深重)
[00:06:43.000 --> 00:06:45.000]  (多麼看不到盼望)
[00:06:45.000 --> 00:06:47.000]  (就看不到神一直都有恩典)
[00:06:47.000 --> 00:06:48.000]  (等下我們去發現)
[00:06:48.000 --> 00:06:49.000]  (OK 講了一輪)
[00:06:49.000 --> 00:06:51.000]  (好 講了一輪)
[00:06:51.000 --> 00:06:53.000]  (似乎這個再野孩的第一個系列)
[00:06:53.000 --> 00:06:54.000]  (都是圍繞著)
[00:06:54.000 --> 00:06:56.000]  (剛剛說了是登山部分)
[00:06:56.000 --> 00:06:57.000]  (登山部分是哪裡來的)
[00:06:57.000 --> 00:06:58.000]  (麻達福音)
[00:06:58.000 --> 00:07:00.000]  (但問題就是)
[00:07:00.000 --> 00:07:01.000]  (瑞德口供這個故事)
[00:07:01.000 --> 00:07:04.000]  (其實是來自盧家福音第十八章)
[00:07:04.000 --> 00:07:06.000]  (那如何拉到關係)
[00:07:06.000 --> 00:07:08.000]  (如何用這個比喻寫出一首歌)
[00:07:08.000 --> 00:07:10.000]  (這個問題真是)
[00:07:10.000 --> 00:07:11.000]  (我只能說)
[00:07:11.000 --> 00:07:12.000]  (其實我都沒有答案)
[00:07:12.000 --> 00:07:14.000]  (因為好像很反高潮)
[00:07:14.000 --> 00:07:16.000]  (但事實上就是)
[00:07:16.000 --> 00:07:18.000]  (規劃這個系列的同學)
[00:07:18.000 --> 00:07:19.000]  (我的同學)
[00:07:19.000 --> 00:07:20.000]  (他們對登山部分的經文)
[00:07:20.000 --> 00:07:21.000]  (已經有一個)
[00:07:21.000 --> 00:07:23.000]  (做過這個識經的工作)
[00:07:23.000 --> 00:07:24.000]  (已經解過一次)
[00:07:24.000 --> 00:07:25.000]  (他們了解了那種)
[00:07:25.000 --> 00:07:27.000]  (那種經文的掙扎)
[00:07:27.000 --> 00:07:29.000]  (他們沒有跟我講問題)
[00:07:29.000 --> 00:07:31.000]  (我沒有人參與其中)
[00:07:31.000 --> 00:07:32.000]  (所以我只能按照)
[00:07:32.000 --> 00:07:34.000]  (他們給我的指示)
[00:07:34.000 --> 00:07:36.000]  (我們解完一段經文)
[00:07:36.000 --> 00:07:37.000]  (我們想用另一段經文)
[00:07:37.000 --> 00:07:39.000]  (做一個總結)
[00:07:39.000 --> 00:07:40.000]  (就是用瑞德口供)
[00:07:40.000 --> 00:07:41.000]  (來做一個比喻)
[00:07:41.000 --> 00:07:43.000]  (做一個主題曲)
[00:07:43.000 --> 00:07:44.000]  (雖然對於為什麼他要用)
[00:07:44.000 --> 00:07:46.000]  (瑞德口供這個)
[00:07:46.000 --> 00:07:48.000]  (來自盧家福音的比喻)
[00:07:48.000 --> 00:07:50.000]  (來作為麻達福音的)
[00:07:50.000 --> 00:07:52.000]  (登山部分的總結)
[00:07:52.000 --> 00:07:54.000]  (這個問題我沒有答案)
[00:07:54.000 --> 00:07:55.000]  (但我有另一個答案)
[00:07:55.000 --> 00:07:56.000]  (可以給大家)
[00:07:56.000 --> 00:07:58.000]  (就是在這篇訊息中)
[00:07:58.000 --> 00:08:00.000]  (我是不會講麻達福音的)
[00:08:00.000 --> 00:08:02.000]  (我會講盧家福音的經文)
[00:08:02.000 --> 00:08:03.000]  (背景講完了)
[00:08:03.000 --> 00:08:04.000]  (入正題了)
[00:08:04.000 --> 00:08:05.000]  (都是那一句)
[00:08:05.000 --> 00:08:06.000]  (其實要講自己)
[00:08:06.000 --> 00:08:08.000]  (這首歌是我寫的)
[00:08:08.000 --> 00:08:10.000]  (是很尷尬的)
[00:08:10.000 --> 00:08:11.000]  (與其是這樣)
[00:08:11.000 --> 00:08:12.000]  (不如直接講一下)
[00:08:12.000 --> 00:08:13.000]  (我們講一下這首歌)
[00:08:13.000 --> 00:08:14.000]  (這首歌背後的經文)
[00:08:14.000 --> 00:08:16.000]  (盧家福音的經文講什麼)
[00:08:16.000 --> 00:08:19.000]  (瑞德口供這個故事)
[00:08:19.000 --> 00:08:21.000]  (其實是一個耶穌的比喻)
[00:08:21.000 --> 00:08:22.000]  (我剛剛問完)
[00:08:22.000 --> 00:08:24.000]  (沒有人聽過這個故事)
[00:08:24.000 --> 00:08:26.000]  (不如簡介一下這個故事)
[00:08:26.000 --> 00:08:30.000]  (經文講到這個比喻)
[00:08:30.000 --> 00:08:32.000]  (耶穌一開始口中明言)
[00:08:32.000 --> 00:08:35.000]  (對著那些像自己是異人)
[00:08:35.000 --> 00:08:37.000]  (藐視人的人去講)
[00:08:37.000 --> 00:08:39.000]  (就講這個比喻)
[00:08:39.000 --> 00:08:43.000]  (話說有兩個人在聖殿裡面)
[00:08:43.000 --> 00:08:45.000]  (這其中一個人)
[00:08:45.000 --> 00:08:47.000]  (他們兩個都是在祈禱)
[00:08:47.000 --> 00:08:49.000]  (其中一個是法利賽人)
[00:08:49.000 --> 00:08:51.000]  (法利賽人是什麼人)
[00:08:51.000 --> 00:08:53.000]  (你當他是宗教領袖)
[00:08:53.000 --> 00:08:54.000]  (你當他是阿婆那些)
[00:08:54.000 --> 00:08:55.000]  (那些大粒友)
[00:08:55.000 --> 00:09:00.000]  (他就在那裡祈禱)
[00:09:00.000 --> 00:09:03.000]  (他的聲音描述很有趣)
[00:09:03.000 --> 00:09:04.000]  (他就說他站在那裡祈禱)
[00:09:04.000 --> 00:09:05.000]  (你站在那裡的時候)
[00:09:05.000 --> 00:09:06.000]  (通常我們一站就祈禱)
[00:09:06.000 --> 00:09:10.000]  (要不就唱歌勁爆的時候站起來)
[00:09:10.000 --> 00:09:12.000]  (要不就唱三個頌的時候站起來)
[00:09:12.000 --> 00:09:13.000]  (他不是站在那裡祈禱)
[00:09:13.000 --> 00:09:16.000]  (他就說還用自然之語來講)
[00:09:16.000 --> 00:09:18.000]  (這個描述很有趣)
[00:09:18.000 --> 00:09:19.000]  (他就說內容如下)
[00:09:19.000 --> 00:09:20.000]  (神啊我感謝你)
[00:09:20.000 --> 00:09:22.000]  (我不像別人勒索不義奸淫)
[00:09:22.000 --> 00:09:24.000]  (也不像這個瑞利)
[00:09:24.000 --> 00:09:26.000]  (我每個星期禁食兩次)
[00:09:26.000 --> 00:09:29.000]  (我所得到的東西)
[00:09:29.000 --> 00:09:31.000]  (都是奉獻十分之一)
[00:09:31.000 --> 00:09:34.000]  (然後緊接法利賽人)
[00:09:34.000 --> 00:09:38.000]  (這麼霸之弊的祈禱之後)
[00:09:38.000 --> 00:09:41.000]  (就是瑞利的祈禱)
[00:09:41.000 --> 00:09:43.000]  (這個瑞利描述)
[00:09:43.000 --> 00:09:45.000]  (有一個很強烈的對比)
[00:09:45.000 --> 00:09:47.000]  (就是他也是站在那裡)
[00:09:47.000 --> 00:09:49.000]  (不過他站得很遠)
[00:09:49.000 --> 00:09:51.000]  (好像站在一旁)
[00:09:51.000 --> 00:09:55.000]  (他還要扔胸口)
[00:09:55.000 --> 00:09:57.000]  (隨著胸口扔胸口)
[00:09:57.000 --> 00:09:59.000]  (神啊開恩可憐我這個罪人)
[00:09:59.000 --> 00:10:02.000]  (然後耶穌就說)
[00:10:02.000 --> 00:10:07.000]  (好像有種法官式的判決)
[00:10:07.000 --> 00:10:09.000]  (就是我告訴你)
[00:10:09.000 --> 00:10:11.000]  (瑞利回到家的時候)
[00:10:11.000 --> 00:10:13.000]  (反而比法利賽人更加有意)
[00:10:13.000 --> 00:10:16.000]  (凡是自高的就要降為卑)
[00:10:16.000 --> 00:10:18.000]  (凡是自卑的就要升為高)
[00:10:18.000 --> 00:10:20.000]  (想問一下)
[00:10:20.000 --> 00:10:22.000]  (不問了)
[00:10:22.000 --> 00:10:25.000]  (通常我們對這個故事最大的印象)
[00:10:25.000 --> 00:10:27.000]  (聽得多人)
[00:10:27.000 --> 00:10:28.000]  (如果聽過人)
[00:10:28.000 --> 00:10:30.000]  (就會有一種印象)
[00:10:30.000 --> 00:10:33.000]  (就是覺得法利賽人很驕傲)
[00:10:33.000 --> 00:10:35.000]  (瑞利很謙卑)
[00:10:35.000 --> 00:10:37.000]  (所以耶穌就說)
[00:10:37.000 --> 00:10:40.000]  (瑞利比法利賽人更加有意)
[00:10:40.000 --> 00:10:41.000]  (這是第一個印象)
[00:10:41.000 --> 00:10:43.000]  (又或者你印象中的人)
[00:10:43.000 --> 00:10:44.000]  (就會這樣反駁)
[00:10:44.000 --> 00:10:46.000]  (其實瑞利錯不了)
[00:10:46.000 --> 00:10:47.000]  (因為他講的那些)
[00:10:47.000 --> 00:10:50.000]  (基本上不是他講大話)
[00:10:50.000 --> 00:10:52.000]  (他應該是做到他所講的)
[00:10:52.000 --> 00:10:55.000]  (他先錯不了)
[00:10:55.000 --> 00:10:57.000]  (就說自卑的瑞利)
[00:10:57.000 --> 00:10:59.000]  (也未必是好榜樣)
[00:10:59.000 --> 00:11:01.000]  (類似這樣的想法)
[00:11:01.000 --> 00:11:03.000]  (大家開個估)
[00:11:03.000 --> 00:11:05.000]  (其實這是一種義憤法)
[00:11:05.000 --> 00:11:07.000]  (我們很容易被這種義憤法)
[00:11:07.000 --> 00:11:08.000]  (這種黑白分明的義憤法)
[00:11:08.000 --> 00:11:10.000]  (吸引我們去想事情)
[00:11:10.000 --> 00:11:12.000]  (去想聖經 去想人生)
[00:11:12.000 --> 00:11:15.000]  (到底耶穌是否真的這樣說)
[00:11:15.000 --> 00:11:17.000]  (聖經是否真的很簡單地)
[00:11:17.000 --> 00:11:19.000]  (為這個世界做黑白義憤)
[00:11:19.000 --> 00:11:21.000]  (問得來大家是)
[00:11:21.000 --> 00:11:22.000]  (其實不是 不是)
[00:11:22.000 --> 00:11:23.000]  (是 又不是)
[00:11:23.000 --> 00:11:24.000]  (很簡單地說)
[00:11:24.000 --> 00:11:26.000]  (聖經一定有一個最終極的)
[00:11:26.000 --> 00:11:27.000]  (那個善的源頭)
[00:11:27.000 --> 00:11:29.000]  (是誰呢 就是神自己)
[00:11:29.000 --> 00:11:31.000]  (也有最終極的惡)
[00:11:31.000 --> 00:11:32.000]  (不是惡 罪)
[00:11:32.000 --> 00:11:35.000]  (罪就是最終極的惡的源頭)
[00:11:35.000 --> 00:11:37.000]  (但是因為人類始終都是由)
[00:11:37.000 --> 00:11:40.000]  (故事來形成的生物)
[00:11:40.000 --> 00:11:44.000]  (是由故事的素來形成的生物)
[00:11:44.000 --> 00:11:46.000]  (無論我們的歷史)
[00:11:46.000 --> 00:11:48.000]  (忘記了那個字 歷史)
[00:11:48.000 --> 00:11:49.000]  (記憶)
[00:11:49.000 --> 00:11:51.000]  (都是故事來的)
[00:11:51.000 --> 00:11:53.000]  (故事是什麼來的呢)
[00:11:53.000 --> 00:11:55.000]  (當然有故事黑白義憤的)
[00:11:55.000 --> 00:11:57.000]  (例如那些很)
[00:11:57.000 --> 00:11:59.000]  (Shinning Armor的White Knight)
[00:11:59.000 --> 00:12:01.000]  (和對著前後的怪獸)
[00:12:01.000 --> 00:12:02.000]  (這樣才算)
[00:12:02.000 --> 00:12:04.000]  (但是故事永遠都是會)
[00:12:04.000 --> 00:12:06.000]  (按著劇情的發展)
[00:12:06.000 --> 00:12:09.000]  (為我們帶出比起黑白分明的)
[00:12:09.000 --> 00:12:11.000]  (黑白善惡更加深遠的意義)
[00:12:11.000 --> 00:12:13.000]  (但是很矛盾的是)
[00:12:13.000 --> 00:12:15.000]  (黑白分明有一種特別的吸引力)
[00:12:15.000 --> 00:12:17.000]  (例如我們很喜歡將人用立場)
[00:12:17.000 --> 00:12:20.000]  (來分成分歧)
[00:12:20.000 --> 00:12:23.000]  (但不同立場的人都是敵人)
[00:12:23.000 --> 00:12:25.000]  (又例如我們很容易將人)
[00:12:25.000 --> 00:12:27.000]  (分成好人和壞人)
[00:12:27.000 --> 00:12:29.000]  (而壞人或好人的基準)
[00:12:29.000 --> 00:12:31.000]  (就是基於他做了某樣東西)
[00:12:31.000 --> 00:12:33.000]  (有沒有假設 我想不到)
[00:12:33.000 --> 00:12:35.000]  (如果某樣東西)
[00:12:35.000 --> 00:12:37.000]  (輕微就好像是)
[00:12:37.000 --> 00:12:39.000]  (輕微地說謊)
[00:12:39.000 --> 00:12:41.000]  (發脾氣 罵人)
[00:12:41.000 --> 00:12:43.000]  (更嚴重的可能是打人 偷東西)
[00:12:43.000 --> 00:12:45.000]  (之類的)
[00:12:45.000 --> 00:12:47.000]  (更嚴重的我都不說了)
[00:12:47.000 --> 00:12:49.000]  (剛剛快要唱完 其實都已經有說了)
[00:12:49.000 --> 00:12:51.000]  (大家都應該有概念)
[00:12:51.000 --> 00:12:53.000]  (但是作為信耶穌和翻舊的人)
[00:12:53.000 --> 00:12:55.000]  (其實最大最吸引的移民法)
[00:12:55.000 --> 00:12:57.000]  (是基督徒和非基督徒)
[00:12:57.000 --> 00:12:59.000]  (又漏了一個字 不知道為什麼)
[00:12:59.000 --> 00:13:01.000]  (瑞利的禱告是一個很好的例子)
[00:13:01.000 --> 00:13:03.000]  (什麼例子呢)
[00:13:03.000 --> 00:13:05.000]  (就是其實)
[00:13:05.000 --> 00:13:07.000]  (信耶穌的人或者翻舊的人)
[00:13:07.000 --> 00:13:09.000]  (不就好像瑞利這樣)
[00:13:09.000 --> 00:13:11.000]  (謙卑神面前認罪)
[00:13:11.000 --> 00:13:13.000]  (然後得到耶穌的讚賞)
[00:13:13.000 --> 00:13:15.000]  (不信耶穌的人就像)
[00:13:15.000 --> 00:13:17.000]  (發脾氣那樣)
[00:13:17.000 --> 00:13:19.000]  (不斷地褒獎自己的行為)
[00:13:19.000 --> 00:13:21.000]  (到底是不是真的這樣)
[00:13:21.000 --> 00:13:25.000]  (其實我們知道現實不是這樣)
[00:13:25.000 --> 00:13:27.000]  (現實不是那種黑白分明的)
[00:13:27.000 --> 00:13:29.000]  (非善即惡)
[00:13:29.000 --> 00:13:31.000]  (就像非基督徒)
[00:13:31.000 --> 00:13:33.000]  (非基督徒)
[00:13:33.000 --> 00:13:35.000]  (不事必然就不明白謙卑的道理)
[00:13:35.000 --> 00:13:37.000]  (基督徒)
[00:13:37.000 --> 00:13:39.000]  (也有不少人會把自己當成)
[00:13:39.000 --> 00:13:41.000]  (高人一等的存在)
[00:13:41.000 --> 00:13:43.000]  (我甚至推斷)
[00:13:43.000 --> 00:13:45.000]  (其實連耶穌在說這個比喻的時候)
[00:13:45.000 --> 00:13:47.000]  (他也是針對當時在)
[00:13:47.000 --> 00:13:49.000]  (以色列 就是他的國家)
[00:13:49.000 --> 00:13:53.000]  (所盛行的義勳法來說這個比喻)
[00:13:53.000 --> 00:13:55.000]  (因為其實在當時的世代)
[00:13:55.000 --> 00:13:57.000]  (伐利賽林作為一個宗教領)
[00:13:57.000 --> 00:13:59.000]  (阿婆了)
[00:13:59.000 --> 00:14:01.000]  (伐利賽林作為一個宗教領袖)
[00:14:01.000 --> 00:14:03.000]  (其實他們是)
[00:14:03.000 --> 00:14:05.000]  (除了是宗教領袖)
[00:14:05.000 --> 00:14:07.000]  (政治領袖)
[00:14:07.000 --> 00:14:09.000]  (道德的模範)
[00:14:09.000 --> 00:14:11.000]  (被以色列人來擁戴 去景仰)
[00:14:11.000 --> 00:14:13.000]  (他們對於律法和聖經的知識)
[00:14:13.000 --> 00:14:15.000]  (那種執著是被視為)
[00:14:15.000 --> 00:14:17.000]  (一種高尚的情操)
[00:14:17.000 --> 00:14:19.000]  (作為高尚情操的人的根據)
[00:14:19.000 --> 00:14:21.000]  (而耶穌居然)
[00:14:21.000 --> 00:14:23.000]  (將這麼高尚的這班人)
[00:14:23.000 --> 00:14:25.000]  (和瑞利那班人一起說)
[00:14:25.000 --> 00:14:27.000]  (這件事本身已經是一件)
[00:14:27.000 --> 00:14:29.000]  (很mind blown的事情)
[00:14:29.000 --> 00:14:31.000]  (因為和伐利賽林剛剛好相反)
[00:14:31.000 --> 00:14:33.000]  (為什麼瑞利那麼遠遠站在一邊)
[00:14:33.000 --> 00:14:35.000]  (因為當時的風氣就是)
[00:14:35.000 --> 00:14:37.000]  (你會知道其實)
[00:14:37.000 --> 00:14:39.000]  (十八章之後的一章)
[00:14:39.000 --> 00:14:41.000]  (已經說瑞利是馬太的瑞利)
[00:14:41.000 --> 00:14:43.000]  (後來做了耶穌門徒)
[00:14:43.000 --> 00:14:45.000]  (瑞利很多時候是以色列人)
[00:14:45.000 --> 00:14:47.000]  (很大機會是以色列人)
[00:14:47.000 --> 00:14:49.000]  (以色列人不是為了以色列政府來收稅)
[00:14:49.000 --> 00:14:51.000]  (他們是為了)
[00:14:51.000 --> 00:14:53.000]  (他們沒有政府)
[00:14:53.000 --> 00:14:55.000]  (因為他們已經被人打)
[00:14:55.000 --> 00:14:57.000]  (沒有自己國家的政府)
[00:14:57.000 --> 00:14:59.000]  (也沒有對自己國家的話事權)
[00:14:59.000 --> 00:15:01.000]  (這些瑞利是為了)
[00:15:01.000 --> 00:15:03.000]  (為了征服)
[00:15:03.000 --> 00:15:07.000]  (統治以色列的羅馬帝國政府的代表)
[00:15:07.000 --> 00:15:09.000]  (向自己的同胞征稅)
[00:15:09.000 --> 00:15:11.000]  (可能有人說)
[00:15:11.000 --> 00:15:13.000]  (就好像香港割讓給英國的時候)
[00:15:13.000 --> 00:15:15.000]  (我們交稅給英國很正常)
[00:15:15.000 --> 00:15:17.000]  (很平常)
[00:15:17.000 --> 00:15:19.000]  (但基本上對於當事人來說)
[00:15:19.000 --> 00:15:21.000]  (瑞利這些人是什麼呢)
[00:15:21.000 --> 00:15:23.000]  (是賣國賊)
[00:15:23.000 --> 00:15:25.000]  (是過街老鼠)
[00:15:25.000 --> 00:15:27.000]  (因為普遍的瑞利是收取金)
[00:15:27.000 --> 00:15:29.000]  (政府所要的金額的同時)
[00:15:29.000 --> 00:15:31.000]  (收取暴利)
[00:15:31.000 --> 00:15:33.000]  (收取多於政府要求的銀碼)
[00:15:33.000 --> 00:15:35.000]  (然後自己代代平安)
[00:15:35.000 --> 00:15:37.000]  (所以法利賽人才會很朝夕地)
[00:15:37.000 --> 00:15:39.000]  (在十一節說)
[00:15:39.000 --> 00:15:41.000]  (我也不像這個瑞利)
[00:15:41.000 --> 00:15:43.000]  (不要說法利賽人)
[00:15:43.000 --> 00:15:45.000]  (不要說法利賽人和瑞利)
[00:15:45.000 --> 00:15:47.000]  (這麼明顯的對比)
[00:15:47.000 --> 00:15:49.000]  (其實在這段經文的上下文中)
[00:15:49.000 --> 00:15:51.000]  (也有很明顯的)
[00:15:51.000 --> 00:15:53.000]  (以色列當代很能的二分法)
[00:15:53.000 --> 00:15:55.000]  (是什麼呢)
[00:15:55.000 --> 00:15:57.000]  (我們看看十七章十一至十九節)
[00:15:57.000 --> 00:15:59.000]  (是說一個什麼故事呢)
[00:15:59.000 --> 00:16:01.000]  (簡介吧)
[00:16:01.000 --> 00:16:03.000]  (不透露就這樣說)
[00:16:03.000 --> 00:16:05.000]  (是說十個麻瘋病人向耶穌求醫)
[00:16:05.000 --> 00:16:07.000]  (於是耶穌就叫他們)
[00:16:07.000 --> 00:16:09.000]  (去將自己的身體)
[00:16:09.000 --> 00:16:11.000]  (給祭司檢查)
[00:16:11.000 --> 00:16:13.000]  (然後他們在路上的時候)
[00:16:13.000 --> 00:16:15.000]  (已經發現自己沒事了)
[00:16:15.000 --> 00:16:17.000]  (已經康復了)
[00:16:17.000 --> 00:16:19.000]  (但是在十個人裡面)
[00:16:19.000 --> 00:16:21.000]  (彷彿只有一個人)
[00:16:21.000 --> 00:16:23.000]  (他們是去記一一耶穌對他們的恩情)
[00:16:23.000 --> 00:16:25.000]  (然後才回到耶穌面前)
