
[00:00:00.000 --> 00:00:04.000]  歡迎大家回到青少年的崇拜
[00:01:46.920 --> 00:01:48.520]  陌生的帶來親密
[00:01:48.520 --> 00:01:50.520]  冷漠的變成愛
[00:01:50.520 --> 00:01:51.720]  說得很偉大吧?
[00:01:51.720 --> 00:01:54.920]  但可能做不到
[00:01:54.920 --> 00:01:56.920]  要看看你們怎樣了
[00:01:56.920 --> 00:02:03.320]  所以有從不同的身體部位和器官出發
[00:02:03.320 --> 00:02:04.760]  上次說了「口」
[00:02:04.760 --> 00:02:05.760]  就是「建設之言」
[00:02:05.760 --> 00:02:06.960]  這次就說「手」
[00:02:06.960 --> 00:02:07.960]  「幫助的手」
[00:02:07.960 --> 00:02:09.960]  下次就會是「服侍的腿」
[00:02:09.960 --> 00:02:10.960]  「安慰的耳」
[00:02:10.960 --> 00:02:14.160]  或者「關愛的心」等等
[00:02:14.160 --> 00:02:17.160]  好,「幫助的手」
[00:02:17.160 --> 00:02:19.960]  我覺得這次的講道有點取巧
[00:02:19.960 --> 00:02:24.560]  因為我又不是實質說怎樣去做什麼
[00:02:24.560 --> 00:02:30.360]  純粹是一個角色身分的不同
[00:02:30.360 --> 00:02:33.560]  因為我認為「幫助的手」
[00:02:33.560 --> 00:02:36.360]  可以解釋成為「助手」
[00:02:36.360 --> 00:02:38.360]  「幫助的手」算是助手
[00:02:38.360 --> 00:02:43.360]  在一套戲中我們可能會有不同的角色
[00:02:43.360 --> 00:02:48.360]  有主角、配角、林記、路人甲等等
[00:02:48.360 --> 00:02:52.360]  很多人都會視自己的生命
[00:02:52.360 --> 00:02:55.160]  自己是主角,這是很正常的
[00:02:55.160 --> 00:02:59.360]  但是我們會否改變一下自己的角色或視野
[00:02:59.360 --> 00:03:01.960]  甘願成為對方的配角呢?
[00:03:01.960 --> 00:03:04.160]  我認為助手、幫助的手
[00:03:04.160 --> 00:03:07.360]  其實就是甘願成為對方的配角
[00:03:07.360 --> 00:03:11.960]  在聖經中其實也有不少這類型的關係
[00:03:11.960 --> 00:03:13.960]  主角和配角的關係
[00:03:13.960 --> 00:03:16.960]  在一本書中是這樣說的
[00:03:16.960 --> 00:03:20.960]  原來聖經中有不同的角色
[00:03:20.960 --> 00:03:23.960]  或書卷中也有不同的關係
[00:03:23.960 --> 00:03:26.960]  其中一個是耶利米和巴祿
[00:03:26.960 --> 00:03:31.760]  耶利米去寫作或說他的信息
[00:03:31.760 --> 00:03:33.360]  而巴祿代筆
[00:03:33.360 --> 00:03:35.960]  一個是講道,一個是召集人
[00:03:35.960 --> 00:03:38.560]  一個是陳情,一個是禱告
[00:03:38.560 --> 00:03:40.960]  一個是指揮,一個是唱詩
[00:03:40.960 --> 00:03:42.960]  一個是栽種,一個是孝貫
[00:03:42.960 --> 00:03:45.960]  一個是寫信,一個是傳遞
[00:03:45.960 --> 00:03:48.960]  一個是作主角,一個是作配角
[00:03:48.960 --> 00:03:51.960]  甚至耶穌和施浸約翰
[00:03:51.960 --> 00:03:55.960]  也有一句經典的金句
[00:03:55.960 --> 00:03:58.560]  「他必興旺,我必衰微」
[00:03:58.560 --> 00:04:04.960]  作為配角的就好像不斷輔助身邊的人去成功一樣
[00:04:04.960 --> 00:04:08.960]  今天我們來看另一個角色
[00:04:08.960 --> 00:04:13.560]  大家都很熟悉的,來自《時代迴轉》的巴拿巴
[00:04:13.560 --> 00:04:16.760]  經文中說當時新約的教會
[00:04:16.760 --> 00:04:18.760]  很多信徒都一心一意
[00:04:18.760 --> 00:04:21.960]  沒有一個人說他任何東西是自己的
[00:04:21.960 --> 00:04:23.760]  都是大家共用的
[00:04:23.760 --> 00:04:26.760]  使徒以大能見證主耶穌的復活
[00:04:26.760 --> 00:04:28.360]  眾人亦蒙了大恩
[00:04:28.360 --> 00:04:30.360]  他們當中沒有一個是缺乏的
[00:04:30.360 --> 00:04:33.360]  因為凡有田產房屋的都賣了
[00:04:33.360 --> 00:04:36.160]  將所賣的錢拿來放在使徒的腳前
[00:04:36.160 --> 00:04:38.560]  照每人所需要的分級每個人
[00:04:38.560 --> 00:04:40.960]  在這裡就介紹巴拿巴出現了
[00:04:40.960 --> 00:04:43.360]  他說有一個利美人名叫約瑟
[00:04:43.360 --> 00:04:45.360]  使徒稱他為巴拿巴
[00:04:45.360 --> 00:04:49.160]  翻譯出來的名字是安慰之子
[00:04:49.160 --> 00:04:52.360]  身在塞浦路斯,有田地亦都賣了
[00:04:52.360 --> 00:04:55.160]  將錢拿來放在使徒的腳前
[00:04:55.160 --> 00:04:59.760]  一開始出現就形容巴拿巴是一個安慰者
[00:04:59.760 --> 00:05:03.360]  在原文的意思其實是一個鼓勵者
[00:05:03.360 --> 00:05:07.560]  一個激勵對方幫助人為樂的人
[00:05:07.560 --> 00:05:12.560]  在故事一開始就形容他賣光所有的產業
[00:05:12.560 --> 00:05:16.760]  為幫助教會建立或幫助教會有需要的人
[00:05:16.760 --> 00:05:18.560]  當然有另一個對照
[00:05:18.560 --> 00:05:22.560]  就是有另一對夫婦賣了部分的
[00:05:22.560 --> 00:05:24.760]  但他就說自己賣光所有了
[00:05:24.760 --> 00:05:26.960]  所以就被擊殺
[00:05:26.960 --> 00:05:31.560]  反照出巴拿巴是一個很願意為人付出
[00:05:31.560 --> 00:05:34.760]  亦都是盡力付出的一個人
[00:05:34.760 --> 00:05:36.360]  到了往後的經文
[00:05:36.360 --> 00:05:37.960]  另外一個片段就是
[00:05:37.960 --> 00:05:43.160]  一位保羅,未改名之前的素羅
[00:05:43.160 --> 00:05:45.760]  他還在迫巴近基督徒的時候
[00:05:45.760 --> 00:05:46.360]  經文這樣說
[00:05:46.360 --> 00:05:49.960]  他說素羅到了耶路撒冷想和門徒結交
[00:05:49.960 --> 00:05:53.160]  他們卻都怕他,不信他是門徒
[00:05:53.160 --> 00:05:55.360]  只有巴拿巴去接待他
[00:05:55.360 --> 00:05:56.960]  令他去見使徒
[00:05:56.960 --> 00:05:59.960]  把他在路上怎樣看見主
[00:05:59.960 --> 00:06:01.360]  主怎樣向他說話
[00:06:01.360 --> 00:06:03.360]  他在大馬士革怎樣奉耶穌的名
[00:06:03.360 --> 00:06:05.760]  放膽傳道都述說出來
[00:06:05.760 --> 00:06:11.360]  當時因為保羅或素羅一開始是迫巴基督徒
[00:06:11.360 --> 00:06:16.160]  然而他在大馬士革的路上遇見主之後就悔改
[00:06:16.160 --> 00:06:19.560]  但他悔改之後就沒有人敢信他
[00:06:19.560 --> 00:06:22.960]  懷疑他這個悔改是否真的
[00:06:22.960 --> 00:06:24.960]  所以教會的人都怕他
[00:06:24.960 --> 00:06:26.360]  怕他是奸細
[00:06:26.360 --> 00:06:30.160]  怕他入教會是捉其他人
[00:06:30.160 --> 00:06:32.760]  只有巴拿巴一個接待他
[00:06:32.760 --> 00:06:34.960]  巴拿巴不怕其他人的排斥
[00:06:34.960 --> 00:06:38.360]  我靠近保羅會不會有人排斥我
[00:06:38.360 --> 00:06:40.160]  也不怕其他人的誤會
[00:06:40.160 --> 00:06:43.960]  甚至也沒有質疑保羅的悔改是否虛假
[00:06:43.960 --> 00:06:47.960]  他只是願意冒著一個風險
[00:06:47.960 --> 00:06:52.560]  去接納這位剛剛悔改的保羅
[00:06:52.560 --> 00:06:55.960]  其實原來不是那麼容易
[00:06:55.960 --> 00:06:58.760]  接納其他人或幫助其他人
[00:06:58.760 --> 00:07:03.360]  當我們看經文或小組討論時
[00:07:03.360 --> 00:07:07.360]  會否有新朋友來到會否接納他
[00:07:07.360 --> 00:07:09.560]  我們很容易會接納他
[00:07:09.560 --> 00:07:13.760]  但實際上自然的反應是怎樣
[00:07:13.760 --> 00:07:15.560]  沒有人知道
[00:07:15.560 --> 00:07:19.360]  上星期我有一個這樣的經歷
[00:07:19.360 --> 00:07:22.560]  因為今個星期我需要去一間中學
[00:07:22.560 --> 00:07:24.960]  講一個福音周的訊息
[00:07:24.960 --> 00:07:26.560]  是關於愛的
[00:07:26.560 --> 00:07:29.560]  都是敏感流心連結的朋友
[00:07:29.560 --> 00:07:33.360]  我一直在想怎樣去講
[00:07:33.360 --> 00:07:34.560]  怎樣去帶動
[00:07:34.560 --> 00:07:39.960]  怎樣令他們可以用行動去實踐
[00:07:39.960 --> 00:07:42.760]  一邊想一邊走回家的時候
[00:07:42.760 --> 00:07:45.960]  突然在西貢的麥當勞外
[00:07:45.960 --> 00:07:50.360]  遇見了一個衣衫藍柳的男人
[00:07:50.360 --> 00:07:54.960]  都是一些外表奇怪的人士
[00:07:54.960 --> 00:07:59.160]  很不幸我和他四目交投
[00:07:59.160 --> 00:08:02.560]  令到我腳步有點遲疑
[00:08:02.560 --> 00:08:09.360]  他小聲有禮貌和溫柔地對我說
[00:08:09.360 --> 00:08:11.960]  「你可不可以幫我?」
[00:08:11.960 --> 00:08:14.560]  我便停下來
[00:08:14.560 --> 00:08:18.560]  然後問他「甚麼事?」
[00:08:18.560 --> 00:08:21.360]  他說他不見了錢包
[00:08:21.360 --> 00:08:24.160]  去了警署報失
[00:08:24.160 --> 00:08:26.160]  他的家人都知道
[00:08:26.160 --> 00:08:29.560]  不過要很晚才能來接濟他
[00:08:29.560 --> 00:08:31.560]  但他很餓
[00:08:31.560 --> 00:08:34.960]  所以問他可不可以在麥當勞買個七號餐給他
[00:08:34.960 --> 00:08:37.360]  在這個時候你會做甚麼?
[00:08:37.360 --> 00:08:38.560]  你會怎樣做?
[00:08:38.560 --> 00:08:39.560]  (不要理他)
[00:08:39.560 --> 00:08:40.760]  不要理他
[00:08:40.760 --> 00:08:42.160]  很誠實
[00:08:42.160 --> 00:08:46.160]  當時那一秒間我想了很多東西
[00:08:46.160 --> 00:08:48.360]  他會不會騙我的?
[00:08:48.360 --> 00:08:51.360]  這些故事還會有人相信嗎?
[00:08:51.360 --> 00:08:54.360]  或者是你也有手有腳
[00:08:54.360 --> 00:08:55.560]  你也是一個大男人
[00:08:55.560 --> 00:08:57.560]  不會餓死的
[00:08:57.560 --> 00:08:59.360]  只有一餐半餐
[00:08:59.360 --> 00:09:02.960]  或者是麥當勞的七號餐是甚麼餐?
[00:09:02.960 --> 00:09:04.760]  是否貴?
[00:09:04.760 --> 00:09:06.960]  我能否付得起?
[00:09:06.960 --> 00:09:08.760]  或者我會想
[00:09:08.760 --> 00:09:13.560]  我是第幾個他接受我的?
[00:09:13.560 --> 00:09:14.960]  如果我幫他
[00:09:14.960 --> 00:09:16.960]  會否被人騙?
[00:09:16.960 --> 00:09:19.160]  顯得我很笨等等
[00:09:19.160 --> 00:09:20.560]  原來那一秒間
[00:09:20.560 --> 00:09:23.760]  你的腦裏有很多這些盤算
[00:09:23.760 --> 00:09:29.960]  我很自然地走開了
[00:09:29.960 --> 00:09:35.760]  我的身體馬上繼續向前
[00:09:35.760 --> 00:09:37.760]  他見到我的猶豫
[00:09:37.760 --> 00:09:40.160]  他就說了一句
[00:09:40.160 --> 00:09:43.560]  「你作主吧」
[00:09:43.560 --> 00:09:49.160]  其實他有一點哀怨的表情
[00:09:49.160 --> 00:09:50.960]  去說這句話
[00:09:50.960 --> 00:09:55.760]  但當時可能因為腳踏出了一步
[00:09:55.760 --> 00:09:57.560]  我就踏出第二步
[00:09:57.560 --> 00:10:01.160]  「你等你家人吧」
[00:10:01.160 --> 00:10:02.760]  然後就走開了
[00:10:02.760 --> 00:10:04.560]  然後回家
[00:10:04.560 --> 00:10:06.360]  回到家覺得
[00:10:06.360 --> 00:10:07.360]  糟糕了
[00:10:07.360 --> 00:10:08.760]  不太行
[00:10:08.760 --> 00:10:14.360]  因為我下星期要寫一篇關愛的訊息
[00:10:14.360 --> 00:10:17.560]  但我竟然成為了一個
[00:10:17.560 --> 00:10:21.760]  見死不救或者冷漠的途人
[00:10:21.760 --> 00:10:25.760]  我發覺原來無論你聽多少
[00:10:25.760 --> 00:10:27.760]  或者你預演了多少
[00:10:27.760 --> 00:10:29.960]  在這些場合你會怎樣幫人
[00:10:29.960 --> 00:10:34.560]  或者你怎樣做得好等等
[00:10:34.560 --> 00:10:36.160]  但去到當一刻
[00:10:36.160 --> 00:10:40.360]  原來你的反應可以和你想像的不同
[00:10:40.360 --> 00:10:41.760]  原來那個自然的反應
[00:10:41.760 --> 00:10:44.360]  才是代表你真實的狀況
[00:10:44.360 --> 00:10:46.960]  因此,回看這段經文
[00:10:46.960 --> 00:10:48.960]  其實原來真的不是那麼容易
[00:10:48.960 --> 00:10:53.560]  一個麥當勞餐都已經搞了那麼久
[00:10:53.560 --> 00:10:57.160]  面對一個曾經迫不得已教會
[00:10:57.160 --> 00:11:00.360]  迫不得已弟兄姊妹的人
[00:11:00.360 --> 00:11:03.160]  你願不願意這樣去接納他呢?
[00:11:03.160 --> 00:11:04.160]  的確不容易
[00:11:04.160 --> 00:11:06.360]  但巴拿巴就願意冒這個險
[00:11:06.360 --> 00:11:08.360]  去接納這個人
[00:11:08.360 --> 00:11:09.160]  另外一方面
[00:11:09.160 --> 00:11:12.760]  在經文裏面都讓我們看到
[00:11:12.760 --> 00:11:16.760]  原來都有兩類人在中間出現
[00:11:16.760 --> 00:11:20.160]  一類人可能會令人懼怕
[00:11:20.160 --> 00:11:21.960]  覺得是生人勿近
[00:11:21.960 --> 00:11:24.360]  但另外也有一類人
[00:11:24.360 --> 00:11:25.960]  好像巴拿巴一樣
[00:11:25.960 --> 00:11:27.360]  好像沒有甚麼價值
[00:11:27.360 --> 00:11:30.960]  很樂於被人親近
[00:11:30.960 --> 00:11:32.360]  經文繼續說
[00:11:32.360 --> 00:11:36.760]  在士徒人傳新約教會裏面有不同的事件發生
[00:11:36.760 --> 00:11:39.160]  去到一個位置
[00:11:39.160 --> 00:11:40.960]  因為他們受迫不得
[00:11:40.960 --> 00:11:44.960]  所以去不同的外邦地方傳福音
[00:11:44.960 --> 00:11:48.360]  其中有些人去到安提阿
[00:11:48.360 --> 00:11:51.560]  向一些希臘人傳主耶穌的福音
[00:11:51.560 --> 00:11:53.560]  主耶穌的手語是「同在」
[00:11:53.560 --> 00:11:55.160]  「信而歸主」的人很多
[00:11:55.160 --> 00:11:59.160]  這個風聲傳到耶路撒冷教會的人耳中
[00:11:59.160 --> 00:12:01.560]  他們就打發巴拿巴去安提阿
[00:12:01.560 --> 00:12:02.960]  看看發生甚麼事
[00:12:02.960 --> 00:12:03.960]  他去到那裏
[00:12:03.960 --> 00:12:05.960]  見到神所賜的恩
[00:12:05.960 --> 00:12:08.360]  就歡喜勸眾人要立定心志
[00:12:08.360 --> 00:12:09.760]  行久靠主
[00:12:09.760 --> 00:12:12.960]  繼續形容描述巴拿巴是一個甚麼人
[00:12:12.960 --> 00:12:15.160]  他說巴拿巴原是個好人
[00:12:15.160 --> 00:12:16.960]  滿有聖靈和信心
[00:12:16.960 --> 00:12:20.360]  於是有很多人繼續去歸服主
[00:12:20.360 --> 00:12:25.760]  然後巴拿巴特意去大掃尋掃羅
[00:12:25.760 --> 00:12:28.560]  找到了,就帶他去安提阿
[00:12:28.560 --> 00:12:30.360]  他們足有一年的時間
[00:12:30.360 --> 00:12:32.760]  和這間教會一同聚集
[00:12:32.760 --> 00:12:33.760]  教導很多人
[00:12:33.760 --> 00:12:36.960]  門徒稱為基督徒
[00:12:36.960 --> 00:12:39.360]  就是從安提阿開始
[00:12:39.360 --> 00:12:41.760]  在這裏看到
[00:12:41.760 --> 00:12:44.360]  即使他們有一段時間分開了
[00:12:44.360 --> 00:12:47.960]  但巴拿巴仍然記掛著這個靈魂
[00:12:47.960 --> 00:12:50.360]  就算他去訪孫也好
[00:12:50.360 --> 00:12:52.160]  或者他去服侍教會
[00:12:52.160 --> 00:12:54.360]  他去訓練人也好
[00:12:54.360 --> 00:12:59.160]  他特意要走回大掃尋掃羅
[00:12:59.160 --> 00:13:00.960]  一起和他同工
[00:13:00.960 --> 00:13:03.360]  好像給他一個機會培訓他
[00:13:03.360 --> 00:13:07.560]  讓他有一個發揮的平台
[00:13:07.560 --> 00:13:10.960]  以後都有不同的事發生
[00:13:10.960 --> 00:13:14.360]  有一次有一個大饑荒
[00:13:14.360 --> 00:13:21.160]  有一些教會決定捐錢
[00:13:21.160 --> 00:13:28.360]  所以就派了巴拿巴送這些捐款到那間教會
[00:13:28.360 --> 00:13:33.560]  當時巴拿巴和掃羅已經是一個團隊
[00:13:33.560 --> 00:13:35.560]  好像一個分不開的夥伴
[00:13:35.560 --> 00:13:38.160]  可能在當中會一邊引導他
[00:13:38.160 --> 00:13:40.360]  一邊帶著他去同行
[00:13:40.360 --> 00:13:43.760]  一邊遇見不同的事
[00:13:43.760 --> 00:13:45.960]  也會教他怎樣做
[00:13:45.960 --> 00:13:49.160]  亦可能是一個生命的見證和榜樣
[00:13:49.160 --> 00:13:51.560]  之後十三章的經文
[00:13:51.560 --> 00:13:54.760]  我們會看到描述開始不同了
[00:13:54.760 --> 00:13:59.960]  之前很多時候說他們的團隊都是以巴拿巴為先
[00:13:59.960 --> 00:14:03.360]  巴拿巴和保羅、巴拿巴和掃羅等等
[00:14:03.360 --> 00:14:05.760]  直到十三章尾開始
[00:14:05.760 --> 00:14:07.360]  有一個不同的描述
[00:14:07.360 --> 00:14:09.960]  就是由保羅開始說
[00:14:09.960 --> 00:14:11.960]  就是保羅和巴拿巴
[00:14:11.960 --> 00:14:15.360]  保羅的角色好像越來越突出
[00:14:15.360 --> 00:14:18.360]  而巴拿巴好像退居了幕後
[00:14:18.360 --> 00:14:20.760]  在背後默默地去支援
[00:14:20.760 --> 00:14:26.160]  從此《士徒行傳》的主角就放在了保羅身上
[00:14:26.160 --> 00:14:31.160]  而巴拿巴這個名字也在《士徒行傳》逐漸地減少
[00:14:31.160 --> 00:14:35.360]  這就是保羅和巴拿巴的故事
[00:14:35.360 --> 00:14:38.160]  當然中間也發生了一些事
[00:14:38.160 --> 00:14:41.760]  就是他們曾經一起去傳福音的時候
[00:14:41.760 --> 00:14:46.360]  其實帶了馬可一起去
[00:14:46.360 --> 00:14:50.960]  人們形容這個馬可是馬可福音的作者
[00:14:50.960 --> 00:14:53.360]  但中間可能太辛苦了
[00:14:53.360 --> 00:14:54.560]  種種原因
[00:14:54.560 --> 00:14:57.760]  這個馬可曾經離他們的團隊而去
[00:14:57.760 --> 00:15:00.160]  直到十五章
[00:15:00.160 --> 00:15:02.960]  巴拿巴仍然記掛著這個弟兄
[00:15:02.960 --> 00:15:05.160]  他再次出發的時候
[00:15:05.160 --> 00:15:09.960]  就和保羅商量,想再次帶馬可出發
[00:15:09.960 --> 00:15:11.960]  但保羅不願意
[00:15:11.960 --> 00:15:15.960]  因為馬可從前在龐非利亞離開過他們
[00:15:15.960 --> 00:15:18.160]  不和他們一起同工或工作
[00:15:18.160 --> 00:15:20.560]  於是他們兩個人起了爭執
[00:15:20.560 --> 00:15:22.760]  就是保羅和巴拿巴起了爭執
[00:15:22.760 --> 00:15:23.960]  彼此分手
[00:15:23.960 --> 00:15:27.360]  但巴拿巴仍然給機會馬可
[00:15:27.360 --> 00:15:31.160]  帶著馬可坐船去塞浦路斯
[00:15:31.160 --> 00:15:37.560]  可以看到,反而巴拿巴才是很一致的
[00:15:37.560 --> 00:15:41.560]  他仍然很願意給機會不同的人接納不同的人
[00:15:41.560 --> 00:15:45.360]  巴拿巴看見的是馬可的潛臨
[00:15:45.360 --> 00:15:48.160]  而保羅看見的可能是他的軟弱
[00:15:48.160 --> 00:15:50.560]  不同的看見
[00:15:50.560 --> 00:15:53.160]  我自己看這段關係的時候
[00:15:53.160 --> 00:15:56.560]  我覺得在教會裡面有兩種不同的目者
[00:15:56.560 --> 00:15:58.160]  一種好像保羅一樣
[00:15:58.160 --> 00:16:01.160]  其實你和他未必很熟悉
[00:16:01.160 --> 00:16:02.760]  或者根本不認識
[00:16:02.760 --> 00:16:04.160]  但你會聽他的講道
[00:16:04.160 --> 00:16:06.360]  你會上網聽他的講道
[00:16:06.360 --> 00:16:07.960]  你會去一些講座
[00:16:07.960 --> 00:16:09.960]  你會聽到他講一些訊息
[00:16:09.960 --> 00:16:11.160]  很遙距
[00:16:11.160 --> 00:16:13.160]  但你覺得會比他模樣
[00:16:13.160 --> 00:16:16.360]  他所展現的可能是一個最好的一面
[00:16:16.360 --> 00:16:18.960]  通常這些都是一些很出名的目者
[00:16:18.960 --> 00:16:22.160]  但巴拿巴的角色很不同
[00:16:22.160 --> 00:16:23.360]  他很靠近
[00:16:23.360 --> 00:16:25.760]  你甚至會看見他有些瑕疵
[00:16:25.760 --> 00:16:27.760]  會和他有些衝突
[00:16:27.760 --> 00:16:34.360]  但這班人卻是默默地在背後支持引導和同行
[00:16:34.360 --> 00:16:36.560]  都是一班無名的傳道者
[00:16:36.560 --> 00:16:40.960]  好像陳健明
[00:16:40.960 --> 00:16:43.360]  教會界應該沒有人認識他
[00:16:43.360 --> 00:16:44.760]  他應該不是很出名
[00:16:44.760 --> 00:16:46.760]  但在我們的生命裡面
[00:16:46.760 --> 00:16:49.760]  他的作為是可以很大
[00:16:49.760 --> 00:16:52.360]  很多時候我們都會禱告
[00:16:52.360 --> 00:16:53.760]  或者在一些奮興會
[00:16:53.760 --> 00:16:56.360]  我們都會說我們要成為這一代的摩西
[00:16:56.360 --> 00:16:58.160]  以利亞或者保羅
[00:16:58.160 --> 00:17:00.960]  但很少人會這樣去決志
[00:17:00.960 --> 00:17:05.760]  我要成為巴拿巴、巴祿或者約拿丹的人
[00:17:05.760 --> 00:17:07.360]  如果我們經常說
[00:17:07.360 --> 00:17:09.360]  「牧羊」不是在乎一個崗位
[00:17:09.360 --> 00:17:10.560]  而是一份心腸
[00:17:10.560 --> 00:17:13.360]  即是說我們每一個人都是牧者
[00:17:13.360 --> 00:17:17.160]  我們又願不願意成為對方的巴拿巴呢?
[00:17:17.160 --> 00:17:21.760]  互相的牧羊彼此的去造就
[00:17:21.760 --> 00:17:24.160]  我預備這篇訊息的時候
[00:17:24.160 --> 00:17:25.760]  當然是找資料
[00:17:25.760 --> 00:17:30.160]  去到圖書館找一些助人成功的書
[00:17:30.160 --> 00:17:33.560]  發覺原來教人成功的書很多
[00:17:33.560 --> 00:17:36.760]  但幫人成功的卻是很少
[00:17:36.760 --> 00:17:40.560]  這個社會所提出的都是
[00:17:40.560 --> 00:17:42.960]  競爭多於犧牲
[00:17:42.960 --> 00:17:45.960]  講我們的權利多於責任
[00:17:45.960 --> 00:17:48.360]  自保多於關懷
[00:17:48.360 --> 00:17:51.560]  很多人視自己為千里馬
[00:17:51.560 --> 00:17:54.160]  經常埋怨找不到白駱
[00:17:54.160 --> 00:17:56.760]  但沒有人甘願成為白駱
[00:17:56.760 --> 00:17:58.960]  看所有人都是千里馬
[00:17:58.960 --> 00:18:01.160]  這正正是我們現在的社會
[00:18:01.160 --> 00:18:03.560]  甚至是我們的教會都是這樣
[00:18:03.560 --> 00:18:07.760]  另外一本書叫做《領袖21》的特質
[00:18:07.760 --> 00:18:08.560]  是很出名的
[00:18:08.560 --> 00:18:10.960]  你讀一些領袖書一定要看的
[00:18:10.960 --> 00:18:13.160]  有一個小小的故事
[00:18:13.160 --> 00:18:14.760]  我覺得很特別
[00:18:14.760 --> 00:18:17.560]  當時有個人說
[00:18:17.560 --> 00:18:20.760]  他說當我和格拉斯東
[00:18:20.760 --> 00:18:25.560]  一個英國的議員或首相
[00:18:25.560 --> 00:18:28.560]  面對面共進晚餐之後
[00:18:28.560 --> 00:18:31.560]  我認為她是全英國最聰明的人
[00:18:31.560 --> 00:18:38.160]  不過他和另一個人迪斯雷利
[00:18:38.160 --> 00:18:40.160]  共進晚餐之後
[00:18:40.160 --> 00:18:46.160]  他使我相信自己是全英國最聰明的女人
[00:18:46.160 --> 00:18:49.160]  你知不知道分別是什麼?
[00:18:49.160 --> 00:18:51.960]  你覺得哪一個比較厲害?
[00:18:51.960 --> 00:18:54.160]  是後者比較厲害吧
[00:18:54.160 --> 00:18:57.160]  令你覺得自己是最聰明的那個
[00:18:57.160 --> 00:19:00.160]  這個故事其實是說一個領袖
[00:19:00.160 --> 00:19:02.560]  不是要令自己成功
[00:19:02.560 --> 00:19:04.760]  而是要幫其他人成功
[00:19:04.760 --> 00:19:07.560]  最好的領袖是要幫其他人成功
[00:19:07.560 --> 00:19:10.560]  這個片段令我又想起
[00:19:10.560 --> 00:19:12.560]  以前大祖的一些經驗
[00:19:12.560 --> 00:19:14.360]  我記得有一次
[00:19:14.360 --> 00:19:15.960]  我沒有想過Eric今天會回來
[00:19:15.960 --> 00:19:17.960]  不過要說一下你
[00:19:17.960 --> 00:19:20.960]  我記得有一次Eric很喜歡玩桌上遊戲
[00:19:20.960 --> 00:19:23.560]  他經常帶我們玩桌上遊戲
[00:19:23.560 --> 00:19:27.560]  他又經常輸
[00:19:27.560 --> 00:19:29.560]  但有一次我發現
[00:19:29.560 --> 00:19:32.760]  他不是真的
[00:19:32.760 --> 00:19:35.360]  不夠好或笨而輸
[00:19:35.360 --> 00:19:37.360]  而是他故意輸
[00:19:37.360 --> 00:19:42.560]  令到我們一些組員有一種成功感
[00:19:42.560 --> 00:19:47.360]  我便想起這個故事
[00:19:47.360 --> 00:19:50.360]  他不是要成為最聰明的那個
[00:19:50.360 --> 00:19:54.360]  而是要令其他人覺得自己是最聰明的那個
[00:19:54.360 --> 00:19:59.360]  當然有很多時候他真的輸了
[00:19:59.360 --> 00:20:02.960]  不過這些不說了
[00:20:02.960 --> 00:20:05.160]  我自己回想
[00:20:05.160 --> 00:20:08.560]  我相信每個人都經歷過一個這樣的片段
