
[00:00:00.000 --> 00:00:09.000]  辛苦勁拜隊,更辛苦後面的panel,各位服務人員
[00:14:12.000 --> 00:14:14.000]  耶穌說的芥菜種信心
[00:14:14.000 --> 00:14:19.000]  門徒的生命是一點都沒有直根到這份信
[00:14:19.000 --> 00:14:23.000]  什麼是上帝的旨意呢
[00:14:23.000 --> 00:14:25.000]  上帝旨意的信
[00:14:25.000 --> 00:14:27.000]  其實我們想得到的
[00:14:27.000 --> 00:14:29.000]  你想想
[00:14:29.000 --> 00:14:35.000]  耶穌是否真的期望門徒可以驅鬼成功
[00:14:35.000 --> 00:14:38.000]  難道他真的那麼在意門徒驅不驅鬼
[00:14:38.000 --> 00:14:43.000]  難道他真的在意門徒是否辦事不力
[00:14:43.000 --> 00:14:45.000]  這些問題我們問一問
[00:14:45.000 --> 00:14:48.000]  其實就知道我們所信的神是一個怎樣的神
[00:14:48.000 --> 00:14:49.000]  慈愛的神
[00:14:49.000 --> 00:14:50.000]  信實的神
[00:14:50.000 --> 00:14:52.000]  為什麼他會在意人的有限
[00:14:52.000 --> 00:14:54.000]  為什麼會在意人的軟弱
[00:14:54.000 --> 00:14:57.000]  為什麼會在意人的不完美
[00:14:57.000 --> 00:15:03.000]  但是他們的在意不成熟
[00:15:03.000 --> 00:15:06.000]  很快就被這個世界扭曲
[00:15:06.000 --> 00:15:10.000]  而聖經的處境就是要走上十家路
[00:15:10.000 --> 00:15:13.000]  要盡快將一切交託給門徒
[00:15:13.000 --> 00:15:16.000]  是說到一些天國的價值觀
[00:15:16.000 --> 00:15:19.000]  就好像芥菜種直根在門徒的信裏
[00:15:19.000 --> 00:15:22.000]  就像門徒就算耶穌升天
[00:15:22.000 --> 00:15:25.000]  那份信也可以直根在門徒裏
[00:15:25.000 --> 00:15:28.000]  而聖經很真實反映門徒的狀態
[00:15:28.000 --> 00:15:30.000]  就是一個這樣的狀態
[00:15:30.000 --> 00:15:32.000]  原來追求信仰的路裏
[00:15:32.000 --> 00:15:34.000]  就是要面對別人的眼光
[00:15:34.000 --> 00:15:36.000]  面對世界的價值觀
[00:15:36.000 --> 00:15:41.000]  然後被現實很艱難的情況下去琢磨我們
[00:15:41.000 --> 00:15:43.000]  和我們的經歷很相似
[00:15:43.000 --> 00:15:45.000]  參加完一些活動
[00:15:45.000 --> 00:15:49.000]  訪孫 聚會 納至過
[00:15:49.000 --> 00:15:51.000]  我們要去火熱對上帝
[00:15:51.000 --> 00:15:53.000]  但是一到現實生活
[00:15:53.000 --> 00:15:55.000]  才是你對上帝見真章
[00:15:55.000 --> 00:15:58.000]  你究竟對上帝有多信呢
[00:15:58.000 --> 00:16:01.000]  信是一種生命的素質
[00:16:01.000 --> 00:16:04.000]  原來是要經過世間的琢磨
[00:16:04.000 --> 00:16:06.000]  琢磨這個過程的品質才會變好
[00:16:06.000 --> 00:16:08.000]  當你面對現實的時候
[00:16:08.000 --> 00:16:14.000]  我們的信會不會很快就被世間的價值觀磨走了
[00:16:14.000 --> 00:16:21.000]  還是你的信可以被琢磨得越琢磨得越精煉呢
[00:16:21.000 --> 00:16:24.000]  當信由高峰跌下來的時候
[00:16:24.000 --> 00:16:26.000]  上帝教我就是
[00:16:26.000 --> 00:16:28.000]  有些東西原來可以放手
[00:16:28.000 --> 00:16:30.000]  成功可以放手
[00:16:30.000 --> 00:16:32.000]  形象可以放手
[00:16:32.000 --> 00:16:34.000]  原來甚至感動我也可以放手
[00:16:34.000 --> 00:16:36.000]  憑感覺也可以放手
[00:16:36.000 --> 00:16:39.000]  信是可以純粹一點的
[00:16:39.000 --> 00:16:42.000]  我現在的體會就是
[00:16:42.000 --> 00:16:46.000]  信從來不是為了一件事成功
[00:16:46.000 --> 00:16:48.000]  反而是在事情失敗中
[00:16:48.000 --> 00:16:54.000]  我仍然相信人對神的信心才會有成長
[00:16:54.000 --> 00:16:55.000]  再說一次
[00:16:55.000 --> 00:16:58.000]  信從來不是為了一件事成功
[00:16:58.000 --> 00:17:01.000]  反而是在事情失敗中
[00:17:01.000 --> 00:17:07.000]  我仍然相信人對神的信心才會有成長
[00:17:07.000 --> 00:17:09.000]  最後經文
[00:17:09.000 --> 00:17:11.000]  耶穌對他們說
[00:17:11.000 --> 00:17:13.000]  是因為你們的信心少
[00:17:13.000 --> 00:17:14.000]  我實在告訴你們
[00:17:14.000 --> 00:17:18.000]  你們若有信心像一顆芥菜種
[00:17:18.000 --> 00:17:19.000]  你對著山說
[00:17:19.000 --> 00:17:21.000]  你也可以移開山
[00:17:21.000 --> 00:17:25.000]  沒有一件事你做不到
[00:17:25.000 --> 00:17:27.000]  話說有一次我真的
[00:17:27.000 --> 00:17:30.000]  不想讓你看到
[00:17:30.000 --> 00:17:33.000]  有一次我看到一顆芥菜種的大小
[00:17:33.000 --> 00:17:35.000]  我真的被它衝擊了
[00:17:35.000 --> 00:17:39.000]  很想讓大家感受到那個震撼和衝擊
[00:17:39.000 --> 00:17:41.000]  其實它是怎樣的呢
[00:17:41.000 --> 00:17:43.000]  它是這樣的
[00:17:43.000 --> 00:17:46.000]  我手上特意畫了一顆點點給大家看
[00:17:46.000 --> 00:17:48.000]  如果你看到的話
[00:17:48.000 --> 00:17:51.000]  那顆點點就是芥菜種的信心
[00:17:51.000 --> 00:17:54.000]  一顆這樣的信心你放在內心
[00:17:54.000 --> 00:17:56.000]  你沒有的話我一會兒畫給你
[00:17:56.000 --> 00:17:58.000]  你有沒有信心
[00:17:58.000 --> 00:18:01.000]  一顆芝麻這麼小的信心
[00:18:01.000 --> 00:18:02.000]  原來真的很小
[00:18:02.000 --> 00:18:05.000]  然後這個AI圖GEN出來的
[00:18:05.000 --> 00:18:10.000]  不是GEN出來的
[00:18:10.000 --> 00:18:15.000]  原來一顆這麼小的品質的信心
[00:18:15.000 --> 00:18:17.000]  你就可以移山了
[00:18:17.000 --> 00:18:21.000]  可以畫給你
[00:18:21.000 --> 00:18:26.000]  我們繼續說回那個經文
[00:18:26.000 --> 00:18:31.000]  馬太福音用芥菜種比喻的地方有這兩個
[00:18:31.000 --> 00:18:33.000]  第一個就是十七章二十節
[00:18:33.000 --> 00:18:35.000]  剛才我們看的經文
[00:18:35.000 --> 00:18:38.000]  另一個就是十三章三十一節
[00:18:38.000 --> 00:18:43.000]  十三章三十一節形容芥菜種是天國
[00:18:43.000 --> 00:18:47.000]  天國是馬太福音核心討論的話題
[00:18:47.000 --> 00:18:49.000]  簡單來說
[00:18:49.000 --> 00:18:55.000]  芥菜種的信心是一種天國價值觀品質的信心
[00:18:55.000 --> 00:18:59.000]  這份信不是信地上的事情成敗
[00:18:59.000 --> 00:19:01.000]  不是信自己的能力
[00:19:01.000 --> 00:19:04.000]  不是信自己擁有的物質資源
[00:19:04.000 --> 00:19:08.000]  而是單純對天父敬畏讚頌
[00:19:08.000 --> 00:19:10.000]  就像剛才敬拜隊一樣
[00:19:10.000 --> 00:19:14.000]  或者我們旁人的眼中看著這顆芥菜種
