
[00:00:00.000 --> 00:00:02.000]  各位親愛的姐妹平安!
[00:02:05.000 --> 00:02:07.000]  「共建富家」這邊看不到!
[00:02:07.000 --> 00:02:10.000]  建立上帝的家,建立教會!
[00:02:10.000 --> 00:02:12.000]  上帝建立教會有上帝的目的,
[00:02:12.000 --> 00:02:18.000]  他要使用教會在世道裡面為他作見證,成為明亮的燈台,
[00:02:18.000 --> 00:02:20.000]  求主幫助我們!
[00:02:20.000 --> 00:02:25.000]  今年有機會和大家分享一個講道的系列,
[00:02:25.000 --> 00:02:27.000]  叫做耶穌的比喻,透過七個耶穌的比喻,
[00:02:27.000 --> 00:02:30.000]  讓我們再一次尋回我們個人的生命,
[00:02:30.000 --> 00:02:33.000]  或者教會的使命方向和目標是什麼呢?
[00:02:33.000 --> 00:02:36.000]  今天講的題目叫做「誰是我的論社」,
[00:02:36.000 --> 00:02:39.000]  路加夫音十章二十五至三十七節,
[00:02:39.000 --> 00:02:41.000]  是講一個我們非常熟悉的比喻,
[00:02:41.000 --> 00:02:43.000]  一會兒就會講了,
[00:02:43.000 --> 00:02:45.000]  但先講一個比喻,
[00:02:45.000 --> 00:02:48.000]  大家知不知道我們所活在社區的世界裡面,
[00:02:48.000 --> 00:02:50.000]  人有什麼需要?
[00:02:50.000 --> 00:02:52.000]  可能大家都有很多不同的需要,
[00:02:52.000 --> 00:02:54.000]  給大家看看,
[00:02:54.000 --> 00:02:56.000]  這是2021年的報告,
[00:02:56.000 --> 00:03:00.000]  本港的貧窮人口達到165.3萬,
[00:03:00.000 --> 00:03:03.000]  一百六十幾萬的貧窮人口,
[00:03:03.000 --> 00:03:05.000]  全港大概有七百多萬人,
[00:03:05.000 --> 00:03:09.000]  大概有五分之一的人活在貧窮線之下,
[00:03:09.000 --> 00:03:11.000]  政府訂了一條貧窮線,
[00:03:11.000 --> 00:03:13.000]  大概的收入是多少呢?
[00:03:13.000 --> 00:03:16.000]  一個人大概每個月四千多元,
[00:03:16.000 --> 00:03:18.000]  四千五元左右,
[00:03:18.000 --> 00:03:20.000]  而一家四口的話,
[00:03:20.000 --> 00:03:22.000]  大概是二萬多元,
[00:03:22.000 --> 00:03:24.000]  二萬多元,
[00:03:24.000 --> 00:03:26.000]  究竟一家人在一個月裡面能不能生活呢?
[00:03:26.000 --> 00:03:29.000]  如果他有間公屋住可能好一點,
[00:03:29.000 --> 00:03:31.000]  但如果他還要租屋,
[00:03:31.000 --> 00:03:33.000]  還要小朋友讀書,
[00:03:33.000 --> 00:03:35.000]  有很多日常生活的時間,
[00:03:35.000 --> 00:03:37.000]  可能真的有些困難,
[00:03:37.000 --> 00:03:39.000]  在這些活在困難的裡面,
[00:03:39.000 --> 00:03:41.000]  究竟有多少人呢?
[00:03:41.000 --> 00:03:43.000]  五個裡面有一個,
[00:03:43.000 --> 00:03:45.000]  我當我們現在當中有八多人,
[00:03:45.000 --> 00:03:47.000]  可能有二十幾三十人,
[00:03:47.000 --> 00:03:51.000]  就是活在一個貧窮線之下,
[00:03:51.000 --> 00:03:53.000]  你和我都看得見,
[00:03:53.000 --> 00:03:58.000]  世代社區裡面所面對的挑戰和困難,
[00:03:58.000 --> 00:04:00.000]  可能你說到需要的時間,
[00:04:00.000 --> 00:04:03.000]  不止人的一些實際生活上的需要,
[00:04:03.000 --> 00:04:06.000]  大家知不知道人心靈的需要都很大?
[00:04:06.000 --> 00:04:09.000]  另外一個機構裡面同樣做了一個調查,
[00:04:09.000 --> 00:04:13.000]  他說大概有七成的人,
[00:04:13.000 --> 00:04:17.000]  出現一些不同程度的抑鬱的症狀,
[00:04:17.000 --> 00:04:19.000]  七成的人,我們想想,
[00:04:19.000 --> 00:04:21.000]  十個裡面有七個,
[00:04:21.000 --> 00:04:23.000]  未必每個人去就醫,
[00:04:23.000 --> 00:04:24.000]  未必每個人都發現,
[00:04:24.000 --> 00:04:27.000]  但總是有些鬱鬱不歡,
[00:04:27.000 --> 00:04:29.000]  可能情緒低落等等,
[00:04:29.000 --> 00:04:31.000]  有些不同的症狀出現,
[00:04:31.000 --> 00:04:33.000]  十個裡面有七個,
[00:04:33.000 --> 00:04:37.000]  可能原因就是早年一些政治爭拗所帶來的問題,
[00:04:37.000 --> 00:04:39.000]  可能疫情,
[00:04:39.000 --> 00:04:41.000]  疫情現在還緩和了,
[00:04:41.000 --> 00:04:43.000]  但每天裡面都有一萬幾千宗的時間,
[00:04:43.000 --> 00:04:46.000]  可能你身邊都認識很多不同的朋友,
[00:04:46.000 --> 00:04:49.000]  都有機會在當中又確診又染疫,
[00:04:49.000 --> 00:04:52.000]  有時不是確診一次就沒事,
[00:04:52.000 --> 00:04:55.000]  你認不認識一些朋友確診第二次?
[00:04:55.000 --> 00:04:56.000]  可能都有,
[00:04:56.000 --> 00:04:59.000]  但究竟這個疫情的陰霾何時過去我們都不知道,
[00:04:59.000 --> 00:05:01.000]  移民潮所帶來的影響,
[00:05:01.000 --> 00:05:03.000]  可能你認識的一些朋友,
[00:05:03.000 --> 00:05:06.000]  家人裡面可能就遠走他鄉,
[00:05:06.000 --> 00:05:09.000]  可能這些不同的情緒的醖釀,
[00:05:09.000 --> 00:05:13.000]  都直接或者間接地影響我們當中的每一個,
[00:05:13.000 --> 00:05:15.000]  實際生活的需要,
[00:05:15.000 --> 00:05:17.000]  心靈上的需要都很大,
[00:05:17.000 --> 00:05:20.000]  上帝設立教會,
[00:05:20.000 --> 00:05:23.000]  上帝讓我們繼續在這裡,
[00:05:23.000 --> 00:05:26.000]  究竟上帝要讓我們看見什麼,
[00:05:26.000 --> 00:05:29.000]  也都期望我們該如何回應呢?
[00:05:29.000 --> 00:05:32.000]  讓我先為大家讀出今天《路加福音》的經文,
[00:05:32.000 --> 00:05:35.000]  一個我們非常熟悉的比喻,
[00:05:35.000 --> 00:05:36.000]  讓我先為大家讀出,
[00:05:36.000 --> 00:05:39.000]  有一個律法師起來試探耶穌說,
[00:05:39.000 --> 00:05:42.000]  「老師,我該做什麼才可以承受永生?」
[00:05:42.000 --> 00:05:43.000]  耶穌對他說,
[00:05:43.000 --> 00:05:47.000]  「律法上寫的是什麼呢?你是怎樣念的呢?」
[00:05:47.000 --> 00:05:48.000]  他回答說,
[00:05:48.000 --> 00:05:51.000]  「你要盡心盡性盡力盡義愛主,
[00:05:51.000 --> 00:05:54.000]  你的上帝又要愛倫如己。」
[00:05:54.000 --> 00:05:55.000]  耶穌對他說,
[00:05:55.000 --> 00:06:00.000]  「你回答得正確,你這樣做,就會得永生。」
[00:06:00.000 --> 00:06:03.000]  「那有人要證明自己有理,就對耶穌說,
[00:06:03.000 --> 00:06:05.000]  誰是我的鄰舍呢?」
[00:06:05.000 --> 00:06:06.000]  耶穌回答,
[00:06:06.000 --> 00:06:09.000]  「有一個人從耶路撒冷下到耶利哥去,
[00:06:09.000 --> 00:06:11.000]  落在強盜的手中,
[00:06:11.000 --> 00:06:13.000]  他無摸他的衣裳,
[00:06:13.000 --> 00:06:15.000]  把他打個背死,雕下他走了,
[00:06:15.000 --> 00:06:18.000]  偶然有一個祭司從那條路下來,
[00:06:18.000 --> 00:06:21.000]  看見他就從另一邊過去了,
[00:06:21.000 --> 00:06:23.000]  又有一個利美人來到那裡,
[00:06:23.000 --> 00:06:27.000]  看見他也照樣從另一邊過去了,
[00:06:27.000 --> 00:06:29.000]  可視有一個撒瑪利亞人路過那裡,
[00:06:29.000 --> 00:06:32.000]  看見他就動了持心,
[00:06:32.000 --> 00:06:36.000]  上前用油和酒倒在他的傷處包裹好了,
[00:06:36.000 --> 00:06:39.000]  扶他騎上自己的身後,帶他到旅店裡去,
[00:06:39.000 --> 00:06:43.000]  照應他,第二天他拿出兩個銀幣來,
[00:06:43.000 --> 00:06:45.000]  交給店主說,
[00:06:45.000 --> 00:06:49.000]  「請你照應他,額外的費用我回來時會還你。」
[00:06:49.000 --> 00:06:54.000]  「你想這三個人哪一個會是落在強盜手中那人的?」
[00:06:54.000 --> 00:06:55.000]  「倫舍呢?」
[00:06:55.000 --> 00:07:01.000]  「他說是憐憫他的,耶穌對他說,你去照樣做吧。」
[00:07:01.000 --> 00:07:04.000]  一個我們非常非常熟悉的比喻,
[00:07:04.000 --> 00:07:05.000]  但在這個比喻裡,
[00:07:05.000 --> 00:07:10.000]  究竟我們要學懂的是一個什麼功課呢?
[00:07:10.000 --> 00:07:13.000]  之前有一個機構裡面,
[00:07:13.000 --> 00:07:15.000]  或者有兩個機構,
[00:07:15.000 --> 00:07:16.000]  做了一個調查,
[00:07:16.000 --> 00:07:19.000]  訪問了大概三百多四百人,
[00:07:19.000 --> 00:07:21.000]  當中有信徒或未信徒,
[00:07:21.000 --> 00:07:22.000]  其中一個問題是,
[00:07:22.000 --> 00:07:25.000]  他們對基督教的觀感究竟是什麼?
[00:07:25.000 --> 00:07:30.000]  你猜他們對基督教的觀感是正面還是負面?
[00:07:30.000 --> 00:07:35.000]  這個調查是香港小民對基督教觀感調查報告,
[00:07:35.000 --> 00:07:36.000]  2021年當中,
[00:07:36.000 --> 00:07:39.000]  在去年做了一個發佈會,
[00:07:40.000 --> 00:07:41.000]  他問了一個問題,
[00:07:41.000 --> 00:07:44.000]  究竟你對基督教的觀感是什麼?
[00:07:44.000 --> 00:07:46.000]  訪問當中大概有四成一的人,
[00:07:46.000 --> 00:07:49.000]  對香港基督教整體的印象,
[00:07:49.000 --> 00:07:51.000]  普遍都是正面的,
[00:07:51.000 --> 00:07:54.000]  大概有四成多的人覺得是正面,
[00:07:54.000 --> 00:07:56.000]  究竟哪方面覺得是正面呢?
[00:07:56.000 --> 00:07:58.000]  其中一件事就是,
[00:07:58.000 --> 00:08:00.000]  覺得基督教辦學,
[00:08:00.000 --> 00:08:01.000]  做教育,
[00:08:01.000 --> 00:08:03.000]  和提供社會服務,
[00:08:03.000 --> 00:08:05.000]  為之最正面。
[00:08:05.000 --> 00:08:07.000]  無論對信的人來說,
[00:08:07.000 --> 00:08:08.000]  或者對未信的人來說,
[00:08:08.000 --> 00:08:10.000]  究竟基督教對他們的觀感是什麼?
[00:08:10.000 --> 00:08:14.000]  是不是透過一些很出色的牧師傳道,
[00:08:14.000 --> 00:08:16.000]  講完一個很出色的道,
[00:08:16.000 --> 00:08:18.000]  所以對基督教的觀感是正面的?
[00:08:18.000 --> 00:08:19.000]  他說不是,
[00:08:19.000 --> 00:08:20.000]  是透過什麼?
[00:08:20.000 --> 00:08:22.000]  透過他做教育,
[00:08:22.000 --> 00:08:24.000]  透過他做社會服務,
[00:08:24.000 --> 00:08:26.000]  透過我們這些基督徒,
[00:08:26.000 --> 00:08:30.000]  對社會做了什麼貢獻?
[00:08:30.000 --> 00:08:32.000]  很容易理解,
[00:08:32.000 --> 00:08:33.000]  很容易明白的,
[00:08:33.000 --> 00:08:34.000]  在在的各位弟兄姊妹,
[00:08:35.000 --> 00:08:36.000]  你自己,
[00:08:36.000 --> 00:08:37.000]  或者你的子女,
[00:08:37.000 --> 00:08:39.000]  都是曾經讀過基督教學校的,
[00:08:39.000 --> 00:08:40.000]  請舉手。
[00:08:40.000 --> 00:08:43.000]  其實我想有三分之二的人都是這樣。
[00:08:43.000 --> 00:08:45.000]  你可想而知,
[00:08:45.000 --> 00:08:48.000]  過去基督教在香港裏面,
[00:08:48.000 --> 00:08:50.000]  辦了很多的教育,
[00:08:50.000 --> 00:08:51.000]  提供很多的貢獻,
[00:08:51.000 --> 00:08:54.000]  期望透過一些實際的行動,
[00:08:54.000 --> 00:08:57.000]  讓人對基督教有更深的認識,
[00:08:57.000 --> 00:09:00.000]  也都透過社會服務,
[00:09:00.000 --> 00:09:01.000]  讓他們知道,
[00:09:01.000 --> 00:09:03.000]  當你經常說耶穌愛你,
[00:09:03.000 --> 00:09:04.000]  耶穌愛你的時間,
[00:09:04.000 --> 00:09:05.000]  不是只有口說的,
[00:09:05.000 --> 00:09:09.000]  耶穌愛你是透過我們基督徒所付出,
[00:09:09.000 --> 00:09:11.000]  讓他們知道透過你的服侍,
[00:09:11.000 --> 00:09:14.000]  你就感受到耶穌基督的那份熱愛。
[00:09:14.000 --> 00:09:16.000]  有一個很出名的德國神學家,
[00:09:16.000 --> 00:09:18.000]  在二次世界大戰的時候,
[00:09:18.000 --> 00:09:20.000]  他做了很多的神學,
[00:09:20.000 --> 00:09:22.000]  他講了一句很重要的話,
[00:09:22.000 --> 00:09:24.000]  究竟他說什麼是教會?
[00:09:24.000 --> 00:09:26.000]  弟子妹,你覺得教會是什麼?
[00:09:26.000 --> 00:09:30.000]  教會是不是就是我們每個禮拜六,
[00:09:30.000 --> 00:09:31.000]  或者禮拜日,
[00:09:31.000 --> 00:09:32.000]  或者其他的日子裏面,
[00:09:32.000 --> 00:09:34.000]  搞一些聚會就為之教會,
[00:09:34.000 --> 00:09:36.000]  提供一些宗教活動就是教會,
[00:09:36.000 --> 00:09:39.000]  或者我們最常接觸教會的,
[00:09:39.000 --> 00:09:40.000]  就是透過一些聚會,
[00:09:40.000 --> 00:09:41.000]  但是他告訴我們,
[00:09:41.000 --> 00:09:43.000]  教會之所以是教會,
[00:09:43.000 --> 00:09:45.000]  是因為他為他者,
[00:09:45.000 --> 00:09:48.000]  就是其他人而存在的群體,
[00:09:48.000 --> 00:09:52.000]  教會不是為了我們自我感覺良好,
[00:09:52.000 --> 00:09:53.000]  我們搞一些聚會,
[00:09:53.000 --> 00:09:54.000]  我們很舒服,
[00:09:54.000 --> 00:09:56.000]  有很舒服的地方見拜,
[00:09:56.000 --> 00:09:57.000]  有很舒服的地方聽道,
[00:09:57.000 --> 00:09:59.000]  就為之教會。
[00:09:59.000 --> 00:10:01.000]  教會有一個很重要的指向,
[00:10:01.000 --> 00:10:03.000]  是為其他人而存在,
[00:10:03.000 --> 00:10:05.000]  什麼叫為其他人而存在?
[00:10:05.000 --> 00:10:07.000]  他說不是要去支配,
[00:10:07.000 --> 00:10:09.000]  不是透過宗教去支配人,
[00:10:09.000 --> 00:10:12.000]  而是幫助和服侍,
[00:10:12.000 --> 00:10:15.000]  教會今天的使命,
[00:10:15.000 --> 00:10:18.000]  就是要成為世代的幫助和服侍,
[00:10:18.000 --> 00:10:21.000]  讓人透過我們的服侍,
[00:10:21.000 --> 00:10:23.000]  理解到我們所信的是什麼,
[00:10:23.000 --> 00:10:24.000]  透過服侍,
[00:10:24.000 --> 00:10:27.000]  讓基督的愛能夠去傳揚開去,
[00:10:29.000 --> 00:10:33.000]  教會之所以可以成為教會。
[00:10:33.000 --> 00:10:36.000]  同樣在這個好撒瑪利亞人的故事裏,
[00:10:36.000 --> 00:10:38.000]  讓我們知道我們如何能夠做到愛倫如己,
[00:10:38.000 --> 00:10:39.000]  三樣的事,
[00:10:39.000 --> 00:10:41.000]  第一,找回你那份初心是什麼?
[00:10:41.000 --> 00:10:44.000]  第二,就是今天你的指向是,
[00:10:44.000 --> 00:10:45.000]  你以自我為中心,
[00:10:45.000 --> 00:10:47.000]  還是以他者為本?
[00:10:47.000 --> 00:10:50.000]  今天你又是否願意走進人的生命當中,
[00:10:50.000 --> 00:10:52.000]  成為別人的鄰舍呢?
[00:10:52.000 --> 00:10:55.000]  整個故事的脈絡,
[00:10:55.000 --> 00:10:58.000]  除了耶穌說的好撒瑪利亞人的故事的時候,
[00:10:58.000 --> 00:11:01.000]  其實當中是一個律法師,
[00:11:01.000 --> 00:11:04.000]  在問耶穌一個問題,
[00:11:04.000 --> 00:11:08.000]  當日耶穌的名聲響遍當地的很多角落,
[00:11:08.000 --> 00:11:10.000]  所以有一個律法師,
[00:11:10.000 --> 00:11:11.000]  什麼叫律法師?
[00:11:11.000 --> 00:11:13.000]  就是一個對舊約聖經相當熟悉的人,
[00:11:13.000 --> 00:11:15.000]  對摩西的律法很有掌握,
[00:11:15.000 --> 00:11:19.000]  你可以大概定為今天神學院的一些教授,
[00:11:19.000 --> 00:11:21.000]  或者先講的一樣,
[00:11:21.000 --> 00:11:24.000]  他很想知道究竟耶穌是否真的那麼厲害,
[00:11:24.000 --> 00:11:27.000]  所以他走來耶穌面前問耶穌一個問題,
[00:11:27.000 --> 00:11:31.000]  就是我該做什麼可以承受永生呢?
[00:11:31.000 --> 00:11:36.000]  我做什麼才可以得到這份拯救或救恩?
[00:11:36.000 --> 00:11:40.000]  他的目光已經停留在究竟我要做什麼?
[00:11:40.000 --> 00:11:45.000]  他以為做做做,我們就能夠找到這份救恩。
[00:11:45.000 --> 00:11:48.000]  耶穌如何回答他?
[00:11:48.000 --> 00:11:50.000]  他沒有直接告訴他,
[00:11:50.000 --> 00:11:54.000]  但他先問他,究竟你又認為怎樣呢?
[00:11:54.000 --> 00:11:58.000]  結果他說了一句無敵的答案,
[00:11:58.000 --> 00:12:02.000]  他說你要盡心盡性盡力盡義愛主,
[00:12:02.000 --> 00:12:05.000]  你的上帝又要愛倫如己。
[00:12:05.000 --> 00:12:08.000]  之所以成為律法師並不是沒有原因的,
[00:12:08.000 --> 00:12:11.000]  因為對舊約非常非常熟悉,
[00:12:11.000 --> 00:12:17.000]  不過這段經文其實沒有在一段舊約經文中完全找得到,
[00:12:17.000 --> 00:12:19.000]  因為它是來自兩段經文,
[00:12:19.000 --> 00:12:21.000]  一段是《生命記》第六章第五節,
[00:12:21.000 --> 00:12:25.000]  你要盡心盡性盡力愛耶和華,你的上帝,
[00:12:25.000 --> 00:12:29.000]  愛上帝成為猶太人中一個很核心的教導,
[00:12:29.000 --> 00:12:33.000]  而且你要愛倫如己,
[00:12:33.000 --> 00:12:37.000]  他將兩個他們很核心的教導和原則全部說出來,
[00:12:37.000 --> 00:12:39.000]  這個答案可行嗎?
[00:12:39.000 --> 00:12:41.000]  得到不得了,
[00:12:41.000 --> 00:12:45.000]  所以耶穌說你回答得正確,
[00:12:45.000 --> 00:12:48.000]  你答得相當相當之好。
[00:12:48.000 --> 00:12:52.000]  在整個對話是否停下就結束呢?
[00:12:52.000 --> 00:12:54.000]  其實不是,
[00:12:54.000 --> 00:12:56.000]  這個律法師好像不太甘心,
[00:12:56.000 --> 00:12:58.000]  你好像在敷衍我一樣,
[00:12:58.000 --> 00:13:00.000]  然後律法師就說,
[00:13:00.000 --> 00:13:02.000]  因為他要證明自己有理,
[00:13:02.000 --> 00:13:04.000]  就繼續問這個問題,
[00:13:04.000 --> 00:13:08.000]  所以耶穌就說了一個好撒瑪利亞人的故事,
[00:13:08.000 --> 00:13:12.000]  在這樣的背景下,我們就聽過好撒瑪利亞人的故事,
[00:13:12.000 --> 00:13:17.000]  究竟這個律法師在他的心中究竟欠缺什麼?
[00:13:17.000 --> 00:13:19.000]  對聖經的知識,
[00:13:19.000 --> 00:13:21.000]  無可頂替,完全正確,
[00:13:21.000 --> 00:13:23.000]  但他所欠奉的,
[00:13:23.000 --> 00:13:27.000]  就是一顆願意服侍別人的心,
[00:13:27.000 --> 00:13:29.000]  所以看過好撒瑪利亞人的故事,
[00:13:29.000 --> 00:13:31.000]  他再一次挑動這個律法師,
[00:13:31.000 --> 00:13:34.000]  你說要在當中敬畏上帝,
[00:13:34.000 --> 00:13:36.000]  你要愛上帝愛人,
[00:13:36.000 --> 00:13:39.000]  究竟當日你的心在哪裡?
[00:13:39.000 --> 00:13:41.000]  剛才也說了,
[00:13:41.000 --> 00:13:45.000]  今年教會的主題叫做「尋回初心,共建福間」,
[00:13:45.000 --> 00:13:47.000]  其實也在問我們一個問題,
[00:13:47.000 --> 00:13:50.000]  究竟當日我們說愛上帝,
[00:13:50.000 --> 00:13:52.000]  愛其他人的心,
[00:13:52.000 --> 00:13:54.000]  去了哪裡?
[00:13:54.000 --> 00:13:58.000]  今天當我們好像很多事情都能夠回復正常的時間,
[00:13:58.000 --> 00:14:03.000]  為什麼我們仍然都覺得好像沒有什麼力量,
[00:14:03.000 --> 00:14:09.000]  原來是我們失去了當日愛上帝愛人的那份心。
[00:14:09.000 --> 00:14:12.000]  當你有一天能夠重拾這份心的時間,
[00:14:12.000 --> 00:14:14.000]  是帶給我們有力量,
[00:14:14.000 --> 00:14:17.000]  知道我們今天所做的事情是什麼。
[00:14:17.000 --> 00:14:19.000]  當我們經常說復常的時候,
[00:14:19.000 --> 00:14:22.000]  復常不只是復常在聚會這麼簡單,
[00:14:22.000 --> 00:14:26.000]  我們不是只是在聚會的環境,
[00:14:26.000 --> 00:14:28.000]  教會是要承擔使命的,
[00:14:28.000 --> 00:14:32.000]  就像剛才所說的德國神學家潘科華,
[00:14:32.000 --> 00:14:35.000]  教會是要幫助和服侍的,
[00:14:35.000 --> 00:14:39.000]  究竟上帝有沒有將我的心放在你的生命當中?
[00:14:39.000 --> 00:14:42.000]  當你能夠重拾這份召命的時間,
[00:14:42.000 --> 00:14:44.000]  教會就能夠被建立,
[00:14:44.000 --> 00:14:47.000]  教會就能夠被興起。
[00:14:47.000 --> 00:14:49.000]  當我們經常說服侍的時間,
[00:14:49.000 --> 00:14:51.000]  那份心放在哪裡?
[00:14:51.000 --> 00:14:55.000]  是不是每個人都要做什麼偉大的偉人,
[00:14:55.000 --> 00:14:57.000]  每個人都要做一些君天動地,
[00:14:57.000 --> 00:14:59.000]  服侍世界,帝大事,
[00:14:59.000 --> 00:15:01.000]  其實有時候不是的。
[00:15:01.000 --> 00:15:02.000]  這段經文裡面所說,
[00:15:02.000 --> 00:15:05.000]  他說一個小子很口渴的時候,
[00:15:05.000 --> 00:15:07.000]  你要服侍他,你給他什麼?
[00:15:07.000 --> 00:15:09.000]  他很口渴的時候,
[00:15:09.000 --> 00:15:12.000]  不要緊,我給你漢堡包,
[00:15:12.000 --> 00:15:15.000]  你有沒有給他?有給他,
[00:15:15.000 --> 00:15:18.000]  但不是切中他的需要。
[00:15:18.000 --> 00:15:20.000]  其實當他很口渴的時候,
[00:15:20.000 --> 00:15:22.000]  你只要給他一杯最簡單的水,
[00:15:22.000 --> 00:15:24.000]  已經能夠成為他的幫助。
[00:15:24.000 --> 00:15:26.000]  一些很簡單,
[00:15:26.000 --> 00:15:30.000]  你和我每一天都可以做到的事情,
[00:15:30.000 --> 00:15:33.000]  當你願意做多一點的時候,
[00:15:33.000 --> 00:15:36.000]  就能夠為世界帶來更大的改變,
[00:15:36.000 --> 00:15:38.000]  很簡單。
[00:15:38.000 --> 00:15:40.000]  各位聽眾,可能你住在屋苑裡面,
[00:15:40.000 --> 00:15:42.000]  下面都有一些保安,
[00:15:42.000 --> 00:15:45.000]  當你每一次有機會出門,
[00:15:45.000 --> 00:15:46.000]  你見到他的時候,
[00:15:46.000 --> 00:15:48.000]  你會不會主動和他打聲招呼?
[00:15:48.000 --> 00:15:50.000]  如果你有的時候,為你感恩,
[00:15:50.000 --> 00:15:53.000]  如果沒有的時候,你都嘗試這樣做。
[00:15:53.000 --> 00:15:55.000]  其實打個招呼很簡單,
[00:15:55.000 --> 00:15:57.000]  但對他來說有時候都很重要,
[00:15:57.000 --> 00:16:02.000]  讓他知道原來有人都有紀念他,
[00:16:02.000 --> 00:16:04.000]  你不是當他透明的。
[00:16:04.000 --> 00:16:05.000]  或者在街上,
[00:16:05.000 --> 00:16:07.000]  你見到一些清潔的姐姐,
[00:16:07.000 --> 00:16:08.000]  你和她打聲招呼,
[00:16:08.000 --> 00:16:09.000]  說聲Hi,
[00:16:09.000 --> 00:16:11.000]  或者和她說聲辛苦你了。
[00:16:11.000 --> 00:16:15.000]  其實都是我們很簡單可以做的事情,
[00:16:15.000 --> 00:16:20.000]  她是能夠為世界帶來更多的溫暖和愛。
[00:16:20.000 --> 00:16:21.000]  有時候當我們說服事的時候,
[00:16:21.000 --> 00:16:24.000]  不是要去服事一些很慘的,
[00:16:24.000 --> 00:16:27.000]  慘絕人寰的服事,
[00:16:27.000 --> 00:16:28.000]  很簡單,
[00:16:28.000 --> 00:16:30.000]  包括你的家人都可以成為
[00:16:30.000 --> 00:16:33.000]  你要去服事的對象。
[00:16:33.000 --> 00:16:35.000]  接下來又新年了,
[00:16:35.000 --> 00:16:38.000]  你會不會和她一起團年?
[00:16:38.000 --> 00:16:41.000]  和家人一起吃頓飯?
[00:16:41.000 --> 00:16:43.000]  其實這些很微小的行動,
[00:16:43.000 --> 00:16:48.000]  其實都在表達我們對家人的關心和愛。
[00:16:48.000 --> 00:16:50.000]  你身邊所認識的人,
[00:16:50.000 --> 00:16:51.000]  可能教會的弟兄姊妹,
[00:16:51.000 --> 00:16:53.000]  你的關心,你的問候,
[00:16:53.000 --> 00:16:55.000]  你的支持和鼓勵,
[00:16:55.000 --> 00:17:00.000]  其實都在表達你對他人的關心和愛。
[00:17:00.000 --> 00:17:02.000]  你和我都做得到。
[00:17:02.000 --> 00:17:05.000]  你憑著什麼能夠做得到?
[00:17:05.000 --> 00:17:09.000]  其實就是找回你那天起初那份的愛心。
[00:17:09.000 --> 00:17:15.000]  我們愛,因為上帝善愛我們。
[00:17:15.000 --> 00:17:19.000]  第二,你有沒有以他者為本的心腸?
[00:17:19.000 --> 00:17:21.000]  有一個律法師問,
[00:17:21.000 --> 00:17:22.000]  誰是我的鄰舍?
[00:17:22.000 --> 00:17:23.000]  好像都沒有什麼問題,
[00:17:23.000 --> 00:17:24.000]  誰是我的鄰舍?
[00:17:24.000 --> 00:17:25.000]  就是誰是我的鄰舍。
